date_sgt,station_id,rows,expected_rows_full_day,completeness_ratio_vs_full_day
2026-05-07,S124,86,96,0.8958333333333334
2026-05-07,S125,86,96,0.8958333333333334
2026-05-07,S126,86,96,0.8958333333333334
2026-05-07,S127,86,96,0.8958333333333334
2026-05-07,S128,86,96,0.8958333333333334
2026-05-07,S129,86,96,0.8958333333333334
2026-05-07,S130,86,96,0.8958333333333334
2026-05-07,S132,86,96,0.8958333333333334
2026-05-07,S135,86,96,0.8958333333333334
2026-05-07,S137,86,96,0.8958333333333334
2026-05-07,S139,86,96,0.8958333333333334
2026-05-07,S140,86,96,0.8958333333333334
2026-05-07,S141,86,96,0.8958333333333334
2026-05-07,S142,86,96,0.8958333333333334
2026-05-07,S143,86,96,0.8958333333333334
2026-05-07,S144,86,96,0.8958333333333334
2026-05-07,S145,86,96,0.8958333333333334
2026-05-07,S146,86,96,0.8958333333333334
2026-05-07,S147,86,96,0.8958333333333334
2026-05-07,S148,86,96,0.8958333333333334
2026-05-07,S149,86,96,0.8958333333333334
2026-05-07,S150,86,96,0.8958333333333334
2026-05-07,S151,86,96,0.8958333333333334
2026-05-07,S153,86,96,0.8958333333333334
2026-05-07,S180,86,96,0.8958333333333334
2026-05-07,S184,86,96,0.8958333333333334
2026-05-07,S187,86,96,0.8958333333333334
2026-05-08,S124,9,96,0.09375
2026-05-08,S125,9,96,0.09375
2026-05-08,S126,9,96,0.09375
2026-05-08,S127,9,96,0.09375
2026-05-08,S128,9,96,0.09375
2026-05-08,S129,9,96,0.09375
2026-05-08,S130,9,96,0.09375
2026-05-08,S132,9,96,0.09375
2026-05-08,S135,9,96,0.09375
2026-05-08,S137,9,96,0.09375
2026-05-08,S139,9,96,0.09375
2026-05-08,S140,9,96,0.09375
2026-05-08,S141,9,96,0.09375
2026-05-08,S142,9,96,0.09375
2026-05-08,S143,9,96,0.09375
2026-05-08,S144,9,96,0.09375
2026-05-08,S145,9,96,0.09375
2026-05-08,S146,9,96,0.09375
2026-05-08,S147,9,96,0.09375
2026-05-08,S148,9,96,0.09375
2026-05-08,S149,9,96,0.09375
2026-05-08,S150,9,96,0.09375
2026-05-08,S151,9,96,0.09375
2026-05-08,S153,9,96,0.09375
2026-05-08,S180,9,96,0.09375
2026-05-08,S184,9,96,0.09375
2026-05-08,S187,9,96,0.09375
2026-05-09,S124,29,96,0.3020833333333333
2026-05-09,S125,29,96,0.3020833333333333
2026-05-09,S126,29,96,0.3020833333333333
2026-05-09,S127,29,96,0.3020833333333333
2026-05-09,S128,29,96,0.3020833333333333
2026-05-09,S129,29,96,0.3020833333333333
2026-05-09,S130,29,96,0.3020833333333333
2026-05-09,S132,29,96,0.3020833333333333
2026-05-09,S135,29,96,0.3020833333333333
2026-05-09,S137,29,96,0.3020833333333333
2026-05-09,S139,29,96,0.3020833333333333
2026-05-09,S140,29,96,0.3020833333333333
2026-05-09,S141,29,96,0.3020833333333333
2026-05-09,S142,29,96,0.3020833333333333
2026-05-09,S143,29,96,0.3020833333333333
2026-05-09,S144,29,96,0.3020833333333333
2026-05-09,S145,29,96,0.3020833333333333
2026-05-09,S146,29,96,0.3020833333333333
2026-05-09,S147,29,96,0.3020833333333333
2026-05-09,S148,29,96,0.3020833333333333
2026-05-09,S149,29,96,0.3020833333333333
2026-05-09,S150,29,96,0.3020833333333333
2026-05-09,S151,29,96,0.3020833333333333
2026-05-09,S153,29,96,0.3020833333333333
2026-05-09,S180,29,96,0.3020833333333333
2026-05-09,S184,29,96,0.3020833333333333
2026-05-09,S187,29,96,0.3020833333333333
2026-05-10,S124,92,96,0.9583333333333334
2026-05-10,S125,92,96,0.9583333333333334
2026-05-10,S126,92,96,0.9583333333333334
2026-05-10,S127,92,96,0.9583333333333334
2026-05-10,S128,92,96,0.9583333333333334
2026-05-10,S129,92,96,0.9583333333333334
2026-05-10,S130,92,96,0.9583333333333334
2026-05-10,S132,92,96,0.9583333333333334
2026-05-10,S135,92,96,0.9583333333333334
2026-05-10,S137,92,96,0.9583333333333334
2026-05-10,S139,92,96,0.9583333333333334
2026-05-10,S140,92,96,0.9583333333333334
2026-05-10,S141,92,96,0.9583333333333334
2026-05-10,S142,92,96,0.9583333333333334
2026-05-10,S143,92,96,0.9583333333333334
2026-05-10,S144,92,96,0.9583333333333334
2026-05-10,S145,92,96,0.9583333333333334
2026-05-10,S146,92,96,0.9583333333333334
2026-05-10,S147,92,96,0.9583333333333334
2026-05-10,S148,92,96,0.9583333333333334
2026-05-10,S149,92,96,0.9583333333333334
2026-05-10,S150,92,96,0.9583333333333334
2026-05-10,S151,92,96,0.9583333333333334
2026-05-10,S153,92,96,0.9583333333333334
2026-05-10,S180,92,96,0.9583333333333334
2026-05-10,S184,92,96,0.9583333333333334
2026-05-10,S187,92,96,0.9583333333333334
2026-05-11,S124,94,96,0.9791666666666666
2026-05-11,S125,94,96,0.9791666666666666
2026-05-11,S126,94,96,0.9791666666666666
2026-05-11,S127,94,96,0.9791666666666666
2026-05-11,S128,94,96,0.9791666666666666
2026-05-11,S129,94,96,0.9791666666666666
2026-05-11,S130,94,96,0.9791666666666666
2026-05-11,S132,94,96,0.9791666666666666
2026-05-11,S135,94,96,0.9791666666666666
2026-05-11,S137,94,96,0.9791666666666666
2026-05-11,S139,94,96,0.9791666666666666
2026-05-11,S140,94,96,0.9791666666666666
2026-05-11,S141,94,96,0.9791666666666666
2026-05-11,S142,94,96,0.9791666666666666
2026-05-11,S143,94,96,0.9791666666666666
2026-05-11,S144,94,96,0.9791666666666666
2026-05-11,S145,94,96,0.9791666666666666
2026-05-11,S146,94,96,0.9791666666666666
2026-05-11,S147,94,96,0.9791666666666666
2026-05-11,S148,94,96,0.9791666666666666
2026-05-11,S149,94,96,0.9791666666666666
2026-05-11,S150,94,96,0.9791666666666666
2026-05-11,S151,94,96,0.9791666666666666
2026-05-11,S153,94,96,0.9791666666666666
2026-05-11,S180,94,96,0.9791666666666666
2026-05-11,S184,94,96,0.9791666666666666
2026-05-11,S187,94,96,0.9791666666666666
2026-05-12,S124,94,96,0.9791666666666666
2026-05-12,S125,94,96,0.9791666666666666
2026-05-12,S126,94,96,0.9791666666666666
2026-05-12,S127,94,96,0.9791666666666666
2026-05-12,S128,94,96,0.9791666666666666
2026-05-12,S129,94,96,0.9791666666666666
2026-05-12,S130,94,96,0.9791666666666666
2026-05-12,S132,94,96,0.9791666666666666
2026-05-12,S135,94,96,0.9791666666666666
2026-05-12,S137,94,96,0.9791666666666666
2026-05-12,S139,94,96,0.9791666666666666
2026-05-12,S140,94,96,0.9791666666666666
2026-05-12,S141,94,96,0.9791666666666666
2026-05-12,S142,94,96,0.9791666666666666
2026-05-12,S143,94,96,0.9791666666666666
2026-05-12,S144,94,96,0.9791666666666666
2026-05-12,S145,94,96,0.9791666666666666
2026-05-12,S146,94,96,0.9791666666666666
2026-05-12,S147,94,96,0.9791666666666666
2026-05-12,S148,94,96,0.9791666666666666
2026-05-12,S149,94,96,0.9791666666666666
2026-05-12,S150,94,96,0.9791666666666666
2026-05-12,S151,94,96,0.9791666666666666
2026-05-12,S153,94,96,0.9791666666666666
2026-05-12,S180,94,96,0.9791666666666666
2026-05-12,S184,94,96,0.9791666666666666
2026-05-12,S187,94,96,0.9791666666666666
2026-05-13,S124,84,96,0.875
