date_sgt,station_id,rows,expected_rows_full_day,completeness_ratio_vs_full_day
2026-05-13,S125,84,96,0.875
2026-05-13,S126,84,96,0.875
2026-05-13,S127,84,96,0.875
2026-05-13,S128,84,96,0.875
2026-05-13,S129,84,96,0.875
2026-05-13,S130,84,96,0.875
2026-05-13,S132,84,96,0.875
2026-05-13,S135,84,96,0.875
2026-05-13,S137,84,96,0.875
2026-05-13,S139,84,96,0.875
2026-05-13,S140,84,96,0.875
2026-05-13,S141,84,96,0.875
2026-05-13,S142,84,96,0.875
2026-05-13,S143,84,96,0.875
2026-05-13,S144,84,96,0.875
2026-05-13,S145,84,96,0.875
2026-05-13,S146,84,96,0.875
2026-05-13,S147,84,96,0.875
2026-05-13,S148,84,96,0.875
2026-05-13,S149,84,96,0.875
2026-05-13,S150,84,96,0.875
2026-05-13,S151,84,96,0.875
2026-05-13,S153,84,96,0.875
2026-05-13,S180,84,96,0.875
2026-05-13,S184,84,96,0.875
2026-05-13,S187,84,96,0.875
2026-05-14,S124,94,96,0.9791666666666666
2026-05-14,S125,94,96,0.9791666666666666
2026-05-14,S126,94,96,0.9791666666666666
2026-05-14,S127,94,96,0.9791666666666666
2026-05-14,S128,94,96,0.9791666666666666
2026-05-14,S129,94,96,0.9791666666666666
2026-05-14,S130,94,96,0.9791666666666666
2026-05-14,S132,94,96,0.9791666666666666
2026-05-14,S135,94,96,0.9791666666666666
2026-05-14,S137,94,96,0.9791666666666666
2026-05-14,S139,94,96,0.9791666666666666
2026-05-14,S140,94,96,0.9791666666666666
2026-05-14,S141,94,96,0.9791666666666666
2026-05-14,S142,94,96,0.9791666666666666
2026-05-14,S143,94,96,0.9791666666666666
2026-05-14,S144,94,96,0.9791666666666666
2026-05-14,S145,94,96,0.9791666666666666
2026-05-14,S146,94,96,0.9791666666666666
2026-05-14,S147,94,96,0.9791666666666666
2026-05-14,S148,94,96,0.9791666666666666
2026-05-14,S149,94,96,0.9791666666666666
2026-05-14,S150,94,96,0.9791666666666666
2026-05-14,S151,94,96,0.9791666666666666
2026-05-14,S153,94,96,0.9791666666666666
2026-05-14,S180,94,96,0.9791666666666666
2026-05-14,S184,94,96,0.9791666666666666
2026-05-14,S187,94,96,0.9791666666666666
2026-05-15,S124,94,96,0.9791666666666666
2026-05-15,S125,94,96,0.9791666666666666
2026-05-15,S126,94,96,0.9791666666666666
2026-05-15,S127,94,96,0.9791666666666666
2026-05-15,S128,94,96,0.9791666666666666
2026-05-15,S129,94,96,0.9791666666666666
2026-05-15,S130,94,96,0.9791666666666666
2026-05-15,S132,94,96,0.9791666666666666
2026-05-15,S135,94,96,0.9791666666666666
2026-05-15,S137,94,96,0.9791666666666666
2026-05-15,S139,94,96,0.9791666666666666
2026-05-15,S140,94,96,0.9791666666666666
2026-05-15,S141,94,96,0.9791666666666666
2026-05-15,S142,94,96,0.9791666666666666
2026-05-15,S143,94,96,0.9791666666666666
2026-05-15,S144,94,96,0.9791666666666666
2026-05-15,S145,94,96,0.9791666666666666
2026-05-15,S146,94,96,0.9791666666666666
2026-05-15,S147,94,96,0.9791666666666666
2026-05-15,S148,94,96,0.9791666666666666
2026-05-15,S149,94,96,0.9791666666666666
2026-05-15,S150,94,96,0.9791666666666666
2026-05-15,S151,94,96,0.9791666666666666
2026-05-15,S153,94,96,0.9791666666666666
2026-05-15,S180,94,96,0.9791666666666666
2026-05-15,S184,94,96,0.9791666666666666
2026-05-15,S187,94,96,0.9791666666666666
2026-05-16,S124,93,96,0.96875
2026-05-16,S125,93,96,0.96875
2026-05-16,S126,93,96,0.96875
2026-05-16,S127,93,96,0.96875
2026-05-16,S128,93,96,0.96875
2026-05-16,S129,93,96,0.96875
2026-05-16,S130,93,96,0.96875
2026-05-16,S132,93,96,0.96875
2026-05-16,S135,93,96,0.96875
2026-05-16,S137,93,96,0.96875
2026-05-16,S139,93,96,0.96875
2026-05-16,S140,93,96,0.96875
2026-05-16,S141,93,96,0.96875
2026-05-16,S142,93,96,0.96875
2026-05-16,S143,93,96,0.96875
2026-05-16,S144,93,96,0.96875
2026-05-16,S145,93,96,0.96875
2026-05-16,S146,93,96,0.96875
2026-05-16,S147,93,96,0.96875
2026-05-16,S148,93,96,0.96875
2026-05-16,S149,93,96,0.96875
2026-05-16,S150,93,96,0.96875
2026-05-16,S151,93,96,0.96875
2026-05-16,S153,93,96,0.96875
2026-05-16,S180,93,96,0.96875
2026-05-16,S184,93,96,0.96875
2026-05-16,S187,93,96,0.96875
2026-05-17,S124,93,96,0.96875
2026-05-17,S125,93,96,0.96875
2026-05-17,S126,93,96,0.96875
2026-05-17,S127,93,96,0.96875
2026-05-17,S128,93,96,0.96875
2026-05-17,S129,93,96,0.96875
2026-05-17,S130,93,96,0.96875
2026-05-17,S132,93,96,0.96875
2026-05-17,S135,93,96,0.96875
2026-05-17,S137,93,96,0.96875
2026-05-17,S139,93,96,0.96875
2026-05-17,S140,93,96,0.96875
2026-05-17,S141,93,96,0.96875
2026-05-17,S142,93,96,0.96875
2026-05-17,S143,93,96,0.96875
2026-05-17,S144,93,96,0.96875
2026-05-17,S145,93,96,0.96875
2026-05-17,S146,93,96,0.96875
2026-05-17,S147,93,96,0.96875
2026-05-17,S148,93,96,0.96875
2026-05-17,S149,93,96,0.96875
2026-05-17,S150,93,96,0.96875
2026-05-17,S151,93,96,0.96875
2026-05-17,S153,93,96,0.96875
2026-05-17,S180,93,96,0.96875
2026-05-17,S184,93,96,0.96875
2026-05-17,S187,93,96,0.96875
2026-05-18,S124,93,96,0.96875
2026-05-18,S125,93,96,0.96875
2026-05-18,S126,93,96,0.96875
2026-05-18,S127,93,96,0.96875
2026-05-18,S128,93,96,0.96875
2026-05-18,S129,93,96,0.96875
2026-05-18,S130,93,96,0.96875
2026-05-18,S132,93,96,0.96875
2026-05-18,S135,93,96,0.96875
2026-05-18,S137,93,96,0.96875
2026-05-18,S139,93,96,0.96875
2026-05-18,S140,93,96,0.96875
2026-05-18,S141,93,96,0.96875
2026-05-18,S142,93,96,0.96875
2026-05-18,S143,93,96,0.96875
2026-05-18,S144,93,96,0.96875
2026-05-18,S145,93,96,0.96875
2026-05-18,S146,93,96,0.96875
2026-05-18,S147,93,96,0.96875
2026-05-18,S148,93,96,0.96875
2026-05-18,S149,93,96,0.96875
2026-05-18,S150,93,96,0.96875
2026-05-18,S151,93,96,0.96875
2026-05-18,S153,93,96,0.96875
2026-05-18,S180,93,96,0.96875
2026-05-18,S184,93,96,0.96875
2026-05-18,S187,93,96,0.96875
2026-05-19,S124,93,96,0.96875
2026-05-19,S125,93,96,0.96875
2026-05-19,S126,93,96,0.96875
2026-05-19,S127,93,96,0.96875
2026-05-19,S128,93,96,0.96875
2026-05-19,S129,93,96,0.96875
2026-05-19,S130,93,96,0.96875
2026-05-19,S132,93,96,0.96875
2026-05-19,S135,93,96,0.96875
2026-05-19,S137,93,96,0.96875
2026-05-19,S139,93,96,0.96875
2026-05-19,S140,93,96,0.96875
2026-05-19,S141,93,96,0.96875
2026-05-19,S142,93,96,0.96875
2026-05-19,S143,93,96,0.96875
2026-05-19,S144,93,96,0.96875
2026-05-19,S145,93,96,0.96875
2026-05-19,S146,93,96,0.96875
2026-05-19,S147,93,96,0.96875
2026-05-19,S148,93,96,0.96875
2026-05-19,S149,93,96,0.96875
2026-05-19,S150,93,96,0.96875
2026-05-19,S151,93,96,0.96875
2026-05-19,S153,93,96,0.96875
2026-05-19,S180,93,96,0.96875
2026-05-19,S184,93,96,0.96875
2026-05-19,S187,93,96,0.96875
2026-05-20,S124,92,96,0.9583333333333334
2026-05-20,S125,92,96,0.9583333333333334
2026-05-20,S126,92,96,0.9583333333333334
2026-05-20,S127,92,96,0.9583333333333334
2026-05-20,S128,92,96,0.9583333333333334
2026-05-20,S129,92,96,0.9583333333333334
2026-05-20,S130,92,96,0.9583333333333334
2026-05-20,S132,92,96,0.9583333333333334
2026-05-20,S135,92,96,0.9583333333333334
2026-05-20,S137,92,96,0.9583333333333334
2026-05-20,S139,92,96,0.9583333333333334
2026-05-20,S140,92,96,0.9583333333333334
2026-05-20,S141,92,96,0.9583333333333334
2026-05-20,S142,92,96,0.9583333333333334
2026-05-20,S143,92,96,0.9583333333333334
2026-05-20,S144,92,96,0.9583333333333334
2026-05-20,S145,92,96,0.9583333333333334
2026-05-20,S146,92,96,0.9583333333333334
2026-05-20,S147,92,96,0.9583333333333334
2026-05-20,S148,92,96,0.9583333333333334
2026-05-20,S149,92,96,0.9583333333333334
2026-05-20,S150,92,96,0.9583333333333334
2026-05-20,S151,92,96,0.9583333333333334
2026-05-20,S153,92,96,0.9583333333333334
2026-05-20,S180,92,96,0.9583333333333334
2026-05-20,S184,92,96,0.9583333333333334
2026-05-20,S187,92,96,0.9583333333333334
2026-05-21,S124,93,96,0.96875
2026-05-21,S125,93,96,0.96875
2026-05-21,S126,93,96,0.96875
2026-05-21,S127,93,96,0.96875
2026-05-21,S128,93,96,0.96875
2026-05-21,S129,93,96,0.96875
2026-05-21,S130,93,96,0.96875
2026-05-21,S132,93,96,0.96875
2026-05-21,S135,93,96,0.96875
2026-05-21,S137,93,96,0.96875
2026-05-21,S139,93,96,0.96875
2026-05-21,S140,93,96,0.96875
2026-05-21,S141,93,96,0.96875
2026-05-21,S142,93,96,0.96875
2026-05-21,S143,93,96,0.96875
2026-05-21,S144,93,96,0.96875
2026-05-21,S145,93,96,0.96875
2026-05-21,S146,93,96,0.96875
2026-05-21,S147,93,96,0.96875
2026-05-21,S148,93,96,0.96875
2026-05-21,S149,93,96,0.96875
2026-05-21,S150,93,96,0.96875
2026-05-21,S151,93,96,0.96875
2026-05-21,S153,93,96,0.96875
2026-05-21,S180,93,96,0.96875
2026-05-21,S184,93,96,0.96875
2026-05-21,S187,93,96,0.96875
2026-05-22,S124,92,96,0.9583333333333334
2026-05-22,S125,92,96,0.9583333333333334
2026-05-22,S126,92,96,0.9583333333333334
2026-05-22,S127,92,96,0.9583333333333334
2026-05-22,S128,92,96,0.9583333333333334
2026-05-22,S129,92,96,0.9583333333333334
2026-05-22,S130,92,96,0.9583333333333334
2026-05-22,S132,92,96,0.9583333333333334
2026-05-22,S135,92,96,0.9583333333333334
2026-05-22,S137,92,96,0.9583333333333334
2026-05-22,S139,92,96,0.9583333333333334
2026-05-22,S140,92,96,0.9583333333333334
2026-05-22,S141,92,96,0.9583333333333334
2026-05-22,S142,92,96,0.9583333333333334
2026-05-22,S143,92,96,0.9583333333333334
2026-05-22,S144,92,96,0.9583333333333334
2026-05-22,S145,92,96,0.9583333333333334
2026-05-22,S146,92,96,0.9583333333333334
2026-05-22,S147,92,96,0.9583333333333334
2026-05-22,S148,92,96,0.9583333333333334
2026-05-22,S149,92,96,0.9583333333333334
2026-05-22,S150,92,96,0.9583333333333334
2026-05-22,S151,92,96,0.9583333333333334
2026-05-22,S153,92,96,0.9583333333333334
2026-05-22,S180,92,96,0.9583333333333334
2026-05-22,S184,92,96,0.9583333333333334
2026-05-22,S187,92,96,0.9583333333333334
2026-05-23,S124,93,96,0.96875
2026-05-23,S125,93,96,0.96875
2026-05-23,S126,93,96,0.96875
2026-05-23,S127,93,96,0.96875
2026-05-23,S128,93,96,0.96875
2026-05-23,S129,93,96,0.96875
2026-05-23,S130,93,96,0.96875
2026-05-23,S132,93,96,0.96875
2026-05-23,S135,93,96,0.96875
2026-05-23,S137,93,96,0.96875
2026-05-23,S139,93,96,0.96875
2026-05-23,S140,93,96,0.96875
2026-05-23,S141,93,96,0.96875
2026-05-23,S142,93,96,0.96875
2026-05-23,S143,93,96,0.96875
2026-05-23,S144,93,96,0.96875
2026-05-23,S145,93,96,0.96875
2026-05-23,S146,93,96,0.96875
2026-05-23,S147,93,96,0.96875
2026-05-23,S148,93,96,0.96875
2026-05-23,S149,93,96,0.96875
2026-05-23,S150,93,96,0.96875
2026-05-23,S151,93,96,0.96875
2026-05-23,S153,93,96,0.96875
2026-05-23,S180,93,96,0.96875
2026-05-23,S184,93,96,0.96875
2026-05-23,S187,93,96,0.96875
2026-05-24,S124,79,96,0.8229166666666666
2026-05-24,S125,79,96,0.8229166666666666
2026-05-24,S126,79,96,0.8229166666666666
2026-05-24,S127,79,96,0.8229166666666666
2026-05-24,S128,79,96,0.8229166666666666
2026-05-24,S129,79,96,0.8229166666666666
2026-05-24,S130,79,96,0.8229166666666666
2026-05-24,S132,79,96,0.8229166666666666
2026-05-24,S135,79,96,0.8229166666666666
2026-05-24,S137,79,96,0.8229166666666666
2026-05-24,S139,79,96,0.8229166666666666
2026-05-24,S140,79,96,0.8229166666666666
2026-05-24,S141,79,96,0.8229166666666666
2026-05-24,S142,79,96,0.8229166666666666
2026-05-24,S143,79,96,0.8229166666666666
2026-05-24,S144,79,96,0.8229166666666666
2026-05-24,S145,79,96,0.8229166666666666
2026-05-24,S146,79,96,0.8229166666666666
2026-05-24,S147,79,96,0.8229166666666666
2026-05-24,S148,79,96,0.8229166666666666
2026-05-24,S149,79,96,0.8229166666666666
2026-05-24,S150,79,96,0.8229166666666666
2026-05-24,S151,79,96,0.8229166666666666
2026-05-24,S153,79,96,0.8229166666666666
2026-05-24,S180,79,96,0.8229166666666666
2026-05-24,S184,79,96,0.8229166666666666
2026-05-24,S187,79,96,0.8229166666666666
