tile_id,tile_type,focus_cell_id,cell_id,tmrt_raster,tmrt_time_label,tmrt_hour_sgt,aggregation_mask,n_pixels,tmrt_mean_c,tmrt_p10_c,tmrt_p90_c,tmrt_min_c,tmrt_max_c
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0115,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,41.97386932373047,33.92243194580078,46.079864501953125,32.80916976928711,46.35834503173828
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0116,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,46.32239532470703,46.20296096801758,46.44528579711914,46.06002426147461,46.570701599121094
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0142,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,43.01516342163086,33.89997100830078,46.25911331176758,32.84490966796875,46.4156379699707
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0143,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,40.95613098144531,33.379024505615234,45.99330520629883,32.88045883178711,46.191585540771484
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0144,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,43.11711120605469,34.42643356323242,46.027679443359375,33.28553771972656,46.2055778503418
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0145,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2048,41.845726013183594,33.65496826171875,46.1492805480957,32.85572052001953,46.251014709472656
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0171,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,44.30294418334961,34.989776611328125,46.351829528808594,33.0946044921875,46.43741989135742
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0172,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,40.22212600708008,32.93396759033203,46.16436767578125,32.791297912597656,46.29240036010742
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0173,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,42.8073616027832,33.933570861816406,46.18822479248047,33.21927261352539,46.29610061645508
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0174,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2486,45.99544143676758,45.332435607910156,46.36064910888672,34.339210510253906,46.479774475097656
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0200,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,44.281944274902344,34.82377624511719,46.50771713256836,33.20145034790039,46.58708953857422
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0201,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,44.57453918457031,42.597564697265625,46.32362365722656,32.987449645996094,46.52975845336914
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0202,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,39.05962371826172,33.53907775878906,44.837791442871094,33.12578582763672,46.25678253173828
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0203,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10.0,open_pixels_dsm_le_0p5,2500,44.419342041015625,34.98834228515625,46.50430679321289,33.12586212158203,46.60797882080078
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0026,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,60.20442581176758,59.349220275878906,62.259193420410156,38.44619369506836,62.324867248535156
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0027,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,62.217437744140625,62.12986373901367,62.31349182128906,61.8245849609375,62.344173431396484
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0028,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,62.2003059387207,62.078548431396484,62.31349182128906,61.54286193847656,62.344173431396484
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0029,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,57.57996368408203,41.12621307373047,62.129398345947266,36.958396911621094,62.28403091430664
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0055,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,50.94475555419922,36.67909622192383,61.882469177246094,35.710899353027344,62.06589126586914
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0056,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,54.155250549316406,37.798099517822266,61.98173141479492,35.589263916015625,62.15254211425781
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0057,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,57.384681701660156,39.5346794128418,62.07714080810547,36.39787292480469,62.17993927001953
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0058,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,56.1054573059082,39.17371368408203,61.747283935546875,35.83077621459961,61.9567756652832
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0084,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,49.11095428466797,36.61981201171875,60.24052047729492,35.83272933959961,61.683406829833984
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0085,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,43.15504455566406,35.54868698120117,59.199493408203125,35.50809097290039,60.2960319519043
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0086,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,54.845523834228516,37.120975494384766,61.880916595458984,35.50809097290039,62.14217758178711
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0087,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,59.56096267700195,58.28010559082031,62.12133026123047,38.47073745727539,62.23762512207031
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0113,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,44.85520553588867,35.50809097290039,60.387874603271484,35.50809097290039,61.75871276855469
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0114,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,46.47111892700195,35.62997817993164,61.14556121826172,35.50809097290039,61.673858642578125
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0115,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,55.52070617675781,39.07808303833008,61.94633865356445,35.62989044189453,62.15447998046875
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0116,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,62.13276290893555,62.0510368347168,62.21540069580078,61.94870376586914,62.30253601074219
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0142,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,57.863948822021484,40.51776885986328,62.086238861083984,35.91361618041992,62.19416427612305
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0143,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,54.13290023803711,37.44123077392578,61.90022277832031,36.075252532958984,62.03813934326172
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0144,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,57.875267028808594,41.099693298339844,61.92000198364258,37.154632568359375,62.04793167114258
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0145,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2048,57.099891662597656,39.82630157470703,62.01276397705078,37.0461311340332,62.08469009399414
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0171,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,59.21900177001953,42.74203109741211,62.14818572998047,36.719600677490234,62.20945358276367
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0172,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,51.232723236083984,35.913516998291016,62.018367767333984,35.50809097290039,62.10831832885742
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0173,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,56.52531433105469,38.85564041137695,62.04583740234375,36.51909637451172,62.12178421020508
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0174,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2486,62.02267074584961,61.727745056152344,62.21110916137695,42.116615295410156,62.28445053100586
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0200,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,59.146873474121094,41.94633865356445,62.25849533081055,36.96052169799805,62.31399917602539
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0201,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,59.881160736083984,58.4128532409668,62.130008697509766,36.07495880126953,62.27384948730469
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0202,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,50.037445068359375,37.670448303222656,60.71778869628906,36.39780807495117,62.08369827270508
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0203,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12.0,open_pixels_dsm_le_0p5,2500,58.93437957763672,41.78490447998047,62.26178741455078,36.74562072753906,62.32868576049805
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0026,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,60.25994873046875,58.80372619628906,62.51192855834961,40.771636962890625,62.59895324707031
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0027,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,62.45701217651367,62.340057373046875,62.58417510986328,61.98279571533203,62.62416458129883
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0028,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,62.436073303222656,62.27541732788086,62.58417510986328,61.678096771240234,62.62416458129883
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0029,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,57.73276138305664,41.5859260559082,62.340450286865234,37.173484802246094,62.54536056518555
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0055,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,51.06562423706055,36.89060974121094,62.01736068725586,35.868934631347656,62.25551986694336
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0056,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,54.1015739440918,38.017295837402344,62.1426887512207,35.704498291015625,62.37010955810547
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0057,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,57.459205627441406,39.84230422973633,62.27067947387695,36.52432632446289,62.40638732910156
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0058,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,56.31114959716797,39.72745132446289,61.83595657348633,35.949058532714844,62.10905075073242
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0084,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,49.11378479003906,36.78059768676758,60.042396545410156,35.91020202636719,61.74514389038086
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0085,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,43.298702239990234,35.663352966308594,58.79405975341797,35.622196197509766,60.046775817871094
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0086,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,54.55662536621094,37.131202697753906,62.01862716674805,35.622196197509766,62.35506057739258
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0087,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,59.588905334472656,57.16144561767578,62.32966995239258,38.62548065185547,62.48403549194336
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0113,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,45.19902420043945,35.622196197509766,60.32954788208008,35.622196197509766,61.84601974487305
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0114,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,46.10371398925781,35.745567321777344,61.03349685668945,35.622196197509766,61.75160598754883
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0115,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,55.377593994140625,39.234439849853516,62.072776794433594,35.704532623291016,62.371028900146484
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0116,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,62.33903884887695,62.225624084472656,62.45402145385742,62.09650421142578,62.569576263427734
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0142,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,57.90711212158203,41.49174880981445,62.281394958496094,36.033363342285156,62.42644119262695
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0143,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,53.94020080566406,37.660552978515625,62.032772064208984,36.197242736816406,62.217857360839844
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0144,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,57.97005081176758,41.60357666015625,62.059303283691406,37.29059600830078,62.23109436035156
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0145,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2048,57.116268157958984,40.217315673828125,62.18157196044922,37.126930236816406,62.2778205871582
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0171,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,59.52152633666992,44.202396392822266,62.36531066894531,36.850494384765625,62.44675064086914
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0172,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,51.29170608520508,36.033260345458984,62.19139099121094,35.622196197509766,62.31167221069336
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0173,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,56.381900787353516,39.12871551513672,62.22848892211914,36.36115646362305,62.33207321166992
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0174,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2486,62.20958709716797,61.77812194824219,62.44281768798828,59.56424331665039,62.54087448120117
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0200,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,59.213401794433594,43.17991638183594,62.51123046875,37.17570114135742,62.58447265625
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0201,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,60.070343017578125,57.85600280761719,62.34062576293945,36.196937561035156,62.531280517578125
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0202,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,50.04957962036133,37.90271759033203,60.62679672241211,36.36106872558594,62.277610778808594
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0203,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13.0,open_pixels_dsm_le_0p5,2500,58.88442611694336,41.86674118041992,62.51625061035156,37.07844161987305,62.6039924621582
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0026,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1500D.tif,1500,15.0,open_pixels_dsm_le_0p5,2500,58.34931945800781,55.04609298706055,60.71702575683594,38.85121536254883,60.8319091796875
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0027,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1500D.tif,1500,15.0,open_pixels_dsm_le_0p5,2500,60.64531326293945,60.489994049072266,60.8127555847168,60.08477020263672,60.86524200439453
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0028,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1500D.tif,1500,15.0,open_pixels_dsm_le_0p5,2500,60.618431091308594,60.405765533447266,60.8127555847168,59.722442626953125,60.86524200439453
