cell_id,cell_area_m2,inter_area_m2,overhead_fraction_cell,covered_walkway,elevated_rail,elevated_road,pedestrian_bridge,viaduct,other_overhead,overhead_confounding_flag
TP_0787,9999.999999944703,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0788,9999.99999997217,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0789,10000.000000069667,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0790,10000.000000029831,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0791,9999.999999982356,17.419182762286468,0.0017419182762317203,0,0,0,1,0,0,clean_or_minor
TP_0792,9999.999999940883,20.798036055828778,0.002079803605595173,1,0,0,0,0,0,clean_or_minor
TP_0793,10000.000000177715,1607.7278371049206,0.16077278370763487,1,3,0,1,0,0,major_confounding
TP_0794,9999.999999844295,405.0242360785954,0.040502423608490185,0,0,0,0,1,0,moderate_confounding
TP_0795,10000.000000019827,26.128969065162,0.0026128969065110194,3,0,0,0,0,0,clean_or_minor
TP_0796,10000.000000044201,276.43567510991176,0.027643567510868987,5,0,0,0,0,0,moderate_confounding
TP_0797,9999.999999924512,234.47442475440246,0.023447442475617246,7,0,0,0,0,0,moderate_confounding
TP_0798,10000.000000165892,95.06873003556555,0.009506873003398844,2,0,0,0,0,0,clean_or_minor
TP_0799,9999.999999898137,35.709743641380136,0.0035709743641743888,1,0,0,0,0,0,clean_or_minor
TP_0800,9999.999999991815,95.77132618375724,0.009577132618383563,1,0,0,0,0,0,clean_or_minor
TP_0801,10000.000000094042,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0802,9999.99999997035,6187.892591233409,0.6187892591251756,0,16,0,0,0,0,major_confounding
TP_0803,9999.99999992051,10907.04390983453,1.0,0,25,0,0,0,0,major_confounding
TP_0804,10000.00000001728,384.5130552415199,0.038451305524085544,0,1,0,0,0,0,moderate_confounding
TP_0805,9999.999999963802,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0806,10000.000000128784,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0807,9999.99999986885,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0808,10000.000000036562,303.7146356911083,0.030371463568999786,0,0,0,1,2,0,moderate_confounding
TP_0809,10000.000000063665,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0810,9999.999999932152,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0811,10000.000000020918,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0812,9999.999999972897,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0813,9999.999999969441,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0814,10000.000000063847,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0815,10000.00000002492,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0816,9999.999999983993,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0817,9999.999999939428,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0818,10000.000000033651,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0819,10000.000000129148,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0820,9999.999999870124,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0821,9999.999999969441,108.75016650952553,0.010875016650985786,3,0,0,0,0,0,clean_or_minor
TP_0822,10000.000000069122,2331.1768908304175,0.2331176890814304,7,5,0,3,0,0,major_confounding
TP_0823,9999.999999882675,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0824,9999.999999978536,192.23031640588277,0.019223031640629537,2,0,0,0,0,0,clean_or_minor
TP_0825,10000.000000075852,299.738827679412,0.02997388276771384,1,0,0,0,0,0,moderate_confounding
TP_0826,9999.99999995889,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0827,10000.000000050022,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0828,10000.000000008004,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0829,9999.999999963438,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0830,10000.000000124237,4149.245516706012,0.4149245516654463,0,10,0,0,0,0,major_confounding
TP_0831,10000.000000012915,19947.959873132433,1.0,0,42,0,0,0,0,major_confounding
TP_0832,9999.999999893407,5619.276476008408,0.5619276476068306,0,16,0,0,0,0,major_confounding
TP_0833,9999.999999979445,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0834,9999.999999935972,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0835,10000.000000103319,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0836,9999.999999983811,97.8927644465059,0.009789276444666437,1,0,0,0,0,0,clean_or_minor
TP_0837,10000.000000002547,356.2542154735437,0.0356254215473453,1,0,0,0,0,0,moderate_confounding
TP_0838,10000.000000018917,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0839,10000.000000046566,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0840,9999.999999859938,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0841,10000.000000020009,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0842,10000.00000007949,533.015214447825,0.053301521444358804,5,0,0,1,0,0,moderate_confounding
TP_0843,9999.999999898318,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0844,10000.00000006421,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0845,10000.000000016917,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0846,9999.99999990796,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0847,10000.00000000473,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0848,10000.000000101136,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0849,9999.99999991851,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0850,10000.000000013279,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0851,9999.999999970714,3674.48429786039,0.3674484297871151,1,4,0,1,0,0,major_confounding
TP_0852,9999.999999997635,36.25084868674161,0.0036250848686750184,0,1,0,1,0,0,clean_or_minor
TP_0853,10000.000000020736,140.1892941814086,0.01401892941811179,1,0,0,0,0,0,clean_or_minor
TP_0854,10000.000000042746,286.66666349466595,0.028666666349344058,3,0,0,0,0,0,moderate_confounding
TP_0855,9999.999999925058,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0856,10000.00000002583,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0857,9999.999999977445,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0858,10000.000000066939,3285.7511370962384,0.32857511370742437,0,11,0,0,0,0,major_confounding
TP_0859,10000.000000024193,18819.10191026553,1.0,0,22,0,0,0,0,major_confounding
TP_0860,9999.999999976353,9761.302318955935,0.9761302318979018,0,20,0,0,0,0,major_confounding
TP_0861,10000.000000000546,1048.807681993305,0.10488076819932479,0,1,0,0,0,0,major_confounding
TP_0862,9999.999999955071,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0863,10000.000000045475,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0864,9999.999999925603,272.6608473756237,0.02726608473776522,1,0,0,0,0,0,moderate_confounding
TP_0865,10000.000000021646,263.14675386676606,0.026314675386619645,1,0,0,0,0,0,moderate_confounding
TP_0866,10000.000000042928,0.22339597161748098,2.23395971616522e-05,1,0,0,0,0,0,clean_or_minor
TP_0867,9999.999999919783,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0868,10000.000000082946,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0869,9999.99999989086,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0870,10000.000000053296,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0871,10000.000000122236,280.23006876262355,0.028023006875919812,3,0,0,0,0,0,moderate_confounding
TP_0872,9999.999999863758,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0873,10000.000000033288,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0874,9999.999999995453,511.239456912611,0.051123945691284346,0,0,2,0,1,0,moderate_confounding
TP_0875,10000.000000089312,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0876,9999.999999899592,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0877,10000.000000000364,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0878,10000.000000029286,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0879,9999.999999982356,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0880,10000.000000077307,1506.163384516365,0.15061633845047215,1,3,0,0,0,0,major_confounding
TP_0881,9999.999999890497,841.5173710856075,0.08415173710948223,0,3,0,0,0,0,moderate_confounding
TP_0882,10000.000000057662,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0883,10000.000000016553,365.17273205174297,0.03651727320511385,1,0,0,0,0,0,moderate_confounding
TP_0884,9999.999999971988,88.54815490562325,0.00885481549058713,1,0,0,0,0,0,clean_or_minor
TP_0885,9999.999999996544,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0886,10000.00000002019,1054.536863269662,0.10545368632675328,0,7,0,0,0,0,major_confounding
TP_0887,9999.99999997799,18769.76676205571,1.0,0,40,0,0,0,0,major_confounding
TP_0888,10000.000000143518,11617.98587072834,1.0,0,22,0,0,0,0,major_confounding
TP_0889,9999.999999879947,1240.9777266414383,0.12409777266563367,0,3,0,0,0,0,major_confounding
TP_0890,10000.000000044747,33.2952372987188,0.0033295237298569817,0,1,0,0,0,0,clean_or_minor
TP_0891,9999.999999925421,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0892,10000.000000089858,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0893,9999.999999900501,0.5599182143195933,5.599182143251644e-05,1,0,0,0,0,0,clean_or_minor
TP_0894,9999.999999995816,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0895,10000.000000092223,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0896,10000.000000045475,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0897,9999.99999992233,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0898,10000.000000011278,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0899,10000.000000031469,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0900,10000.0000000804,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0901,9999.999999969987,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0902,9999.999999937063,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0903,9999.999999961256,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0904,10000.000000197906,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0905,9999.999999879583,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0906,9999.999999979627,115.48686048716365,0.011548686048739893,1,0,0,0,0,0,clean_or_minor
TP_0907,10000.000000001819,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0908,10000.000000022555,362.39923158641756,0.03623992315856001,1,0,0,0,0,0,moderate_confounding
TP_0909,10000.000000044565,279.26621423623396,0.02792662142349894,3,0,0,0,0,0,moderate_confounding
TP_0910,9999.999999930878,2889.2342979532496,0.28892342979732205,0,3,0,0,0,0,major_confounding
TP_0911,10000.000000029468,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0912,9999.999999984175,130.82331561455123,0.013082331561475827,1,0,0,0,0,0,clean_or_minor
TP_0913,10000.00000001346,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0914,10000.000000032014,5.340814210020035,0.0005340814210002937,0,1,0,0,0,0,clean_or_minor
TP_0915,9999.999999981446,9716.52796461644,0.9716527964634468,0,28,0,0,0,0,major_confounding
TP_0916,9999.99999993397,15431.357682430405,1.0,0,37,0,0,0,0,major_confounding
TP_0917,10000.000000102773,1922.1579905651065,0.1922157990545352,0,13,0,0,0,0,major_confounding
TP_0918,9999.999999919783,1115.7931981268362,0.11157931981357867,0,1,0,0,0,0,major_confounding
TP_0919,10000.000000012005,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0920,9999.999999968895,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0921,10000.000000067303,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0922,9999.99999994634,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0923,9999.999999964712,37.29531244620521,0.0037295312446336817,0,0,0,1,0,0,clean_or_minor
TP_0924,10000.000000056752,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0925,10000.00000007767,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0926,9999.99999995689,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0927,9999.999999981628,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0928,10000.000000077489,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0929,10000.000000203181,31.55165814015505,0.003155165813951398,1,0,0,0,0,0,clean_or_minor
TP_0930,9999.999999872853,1.9869408954919279,0.00019869408955171914,0,0,0,1,0,0,clean_or_minor
TP_0931,10000.000000038017,67.49965397760553,0.006749965397734892,0,0,0,1,0,0,clean_or_minor
TP_0932,9999.999999924148,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0933,10000.000000096406,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0934,9999.999999906868,47.1579895229559,0.0047157989523395095,1,0,0,0,0,0,clean_or_minor
TP_0935,9999.99999999909,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0936,9999.999999891952,300.0493301884895,0.030004933019173147,1,0,0,0,0,0,moderate_confounding
TP_0937,10000.000000068394,338.26054538601664,0.033826054538370315,7,0,0,0,0,0,moderate_confounding
TP_0938,9999.999999956526,195.20274345509526,0.019520274345594387,3,0,0,0,0,0,clean_or_minor
TP_0939,10000.00000004893,3056.0429183381557,0.30560429183232024,1,8,0,0,0,0,major_confounding
TP_0940,9999.999999999454,841.1222050502505,0.08411222050502964,0,5,0,0,0,0,moderate_confounding
TP_0941,9999.99999996071,494.35897769327573,0.04943589776952181,4,0,0,0,0,0,moderate_confounding
TP_0942,10000.000000054206,1.8788212382232798,0.00018788212382130954,1,0,0,0,0,0,clean_or_minor
TP_0943,10000.000000076216,5416.588659993623,0.541658865995234,0,10,0,0,0,0,major_confounding
TP_0944,9999.999999962529,11349.115635284548,1.0,0,21,0,0,0,0,major_confounding
TP_0945,9999.999999988177,7384.182697196407,0.7384182697205138,0,14,0,0,0,0,major_confounding
TP_0946,10000.00000001237,5687.036342133706,0.5687036342126671,0,8,0,0,0,0,major_confounding
TP_0947,9999.999999961074,43.71342706601639,0.004371342706618655,0,1,0,0,0,0,clean_or_minor
TP_0948,10000.000000052569,1355.371846208307,0.1355371846201182,0,0,2,0,0,0,major_confounding
TP_0949,10000.000000008367,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0950,10000.000000031832,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0951,9999.999999908505,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0952,10000.000000073123,108.20645494966556,0.010820645494887432,0,0,0,1,0,0,clean_or_minor
TP_0953,9999.999999952888,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0954,9999.999999973988,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0955,10000.000000073487,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0956,10000.000000023283,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0957,9999.999999969805,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0958,10000.000000101863,85.82978237539885,0.008582978237452455,1,0,0,0,0,0,clean_or_minor
TP_0959,9999.999999920692,82.35995954594429,0.008235995954659747,0,0,0,1,0,0,clean_or_minor
TP_0960,10000.000000083855,16.324024485665674,0.001632402448552879,0,0,0,1,0,0,clean_or_minor
TP_0961,9999.999999971078,5.308844109410329,0.0005308844109425684,1,0,0,0,0,0,clean_or_minor
TP_0962,9999.999999999636,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0963,9999.999999956162,102.80321748832115,0.010280321748877181,2,0,0,0,0,0,clean_or_minor
TP_0964,10000.00000005366,145.27526675378346,0.014527526675300391,3,0,0,0,0,0,clean_or_minor
TP_0965,9999.999999865031,313.13015763698763,0.03131301576412139,4,0,0,0,0,0,moderate_confounding
TP_0966,10000.000000035288,55.941172350341375,0.005594117235014397,2,0,0,0,0,0,clean_or_minor
TP_0967,9999.999999986176,223.56731261302644,0.02235673126133355,3,0,0,0,0,0,moderate_confounding
TP_0968,10000.00000001237,647.1373006127733,0.06471373006119728,11,0,0,1,0,0,moderate_confounding
TP_0969,9999.999999971806,3547.6471741896644,0.3547647174199667,1,3,0,1,0,0,major_confounding
TP_0970,10000.000000061664,1054.8327101476257,0.10548327101411212,1,1,0,0,0,0,major_confounding
TP_0971,10000.000000016917,1576.3471421104045,0.1576347142107738,0,5,0,0,0,0,major_confounding
TP_0972,9999.999999973625,8379.613800330575,0.8379613800352677,0,14,0,0,0,0,major_confounding
TP_0973,9999.999999999454,8638.805627633921,0.8638805627634393,0,29,0,0,0,0,major_confounding
TP_0974,10000.000000027285,7421.723541071515,0.7421723541051265,0,11,0,0,0,0,major_confounding
TP_0975,10000.000000045293,520.2141895635873,0.05202141895612311,0,2,0,0,0,0,moderate_confounding
TP_0976,9999.99999993197,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0977,10000.000000105138,1624.964873086928,0.16249648730698435,0,0,2,0,0,0,major_confounding
TP_0978,9999.99999991087,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0979,10000.000000001819,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0980,9999.99999995398,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0981,10000.00000012078,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0982,9999.999999935426,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0983,10000.000000027467,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0984,9999.999999975807,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0985,10000.000000068394,0.0,0.0,0,0,0,0,0,0,clean_or_minor
TP_0986,9999.999999880856,0.0,0.0,0,0,0,0,0,0,clean_or_minor
