target_column,target_label,model_family,feature_set_id,feature_set_role,decision_eligible,feature_count,feature_columns,n_stations,n_folds,mae,rmse,bias_pred_minus_obs,r2,spearman_observed_vs_predicted,pearson_observed_vs_predicted,sign_accuracy,median_absolute_error,p90_absolute_error,worst_station_id,worst_station_abs_error,s142_error_pred_minus_obs,s142_abs_error,s139_error_pred_minus_obs,s139_abs_error,no_s142_mae,no_s142_rmse,no_s142_r2,no_s142_spearman,no_s139_mae,no_s139_spearman,selected_params_summary,hyperparameter_mode,bias_definition
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:building_footprint_fraction_250m,one_feature,True,1,building_footprint_fraction_250m,27,27,0.2911255754149305,0.3501824802625176,-0.0012647864365342828,-0.10197045802438542,-0.924908424908425,-0.8160554059410259,0.07407407407407407,0.3107742084337933,0.43750860183127444,S137,0.8050645320344512,-0.8033518560810387,0.8033518560810387,0.33418608735014865,0.33418608735014865,0.27142456462008024,0.32019078275345225,-0.11775769232671984,-0.9193162393162393,0.28946940187896064,-0.935042735042735,alpha=100.0000:27,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:distance_to_park_or_green_m_250m,one_feature,True,1,distance_to_park_or_green_m_250m,27,27,0.2895341063968371,0.34791058568617517,0.0003881943209872883,-0.08771823459226824,-0.8192918192918193,-0.8649139460599242,0.037037037037037035,0.3192280072223821,0.432496256578861,S142,0.8068978160259881,-0.8068978160259881,0.8068978160259881,0.3404943080425808,0.3404943080425808,0.2696355021803312,0.3172625615243579,-0.09740685398661642,-0.7982905982905983,0.2875740986412315,-0.8256410256410256,alpha=100.0000:27,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:green_space_fraction_250m,one_feature,True,1,green_space_fraction_250m,27,27,0.2938590830053191,0.34585771395820536,0.013189769948849048,-0.0749197842250009,-0.19352869352869354,-0.20698186417220782,0.48148148148148145,0.30676398271524735,0.43139476658957177,S142,0.7691544974393945,-0.7691544974393945,0.7691544974393945,0.38091524481759303,0.38091524481759303,0.2755784901424701,0.3185348328547831,-0.10622603994790958,-0.19452991452991453,0.29051076908946244,-0.15692307692307692,alpha=0.0100:6;alpha=1.0000:11;alpha=10.0000:7;alpha=100.0000:3,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:landuse_entropy_250m,one_feature,True,1,landuse_entropy_250m,27,27,0.2824301444104513,0.3524737179126457,-0.004593742703552224,-0.11643797970379643,-0.13736263736263737,-0.22579077604106626,0.48148148148148145,0.23978923339332858,0.457904929085439,S137,0.934587317744457,-0.79293914327382,0.79293914327382,0.23978923339332858,0.23978923339332858,0.2627951829157063,0.32377972118886333,-0.1429554560799824,-0.12273504273504274,0.28407017944957136,-0.18153846153846154,alpha=0.0100:4;alpha=1.0000:8;alpha=10.0000:13;alpha=100.0000:2,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:major_road_length_m_250m,one_feature,True,1,major_road_length_m_250m,27,27,0.29168391378981534,0.35688041954679756,-0.004525137706111654,-0.14452837662932816,-0.8553113553113553,-0.7682835045170374,0.07407407407407407,0.3121135956648676,0.43219994360741104,S142,0.9115337248556944,-0.9115337248556944,0.9115337248556944,0.3338667847457907,0.3338667847457907,0.26784353644112774,0.3167093051121386,-0.09358277849083718,-0.8386324786324786,0.290061495676124,-0.8618803418803419,alpha=0.0100:1;alpha=100.0000:26,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:road_density_m_per_ha_250m,one_feature,True,1,road_density_m_per_ha_250m,27,27,0.2900113186967068,0.3496943648462042,0.0006300917795318437,-0.09890055064391667,-0.8852258852258852,-0.8266187173437628,0.14814814814814814,0.31473163797042714,0.4400819652069596,S137,0.8110946937110659,-0.7997588919368426,0.7997588919368426,0.3229450028317436,0.3229450028317436,0.2704056428028555,0.31998267576350536,-0.11630519832463793,-0.8714529914529915,0.28874463853766696,-0.8858119658119659,alpha=100.0000:27,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:distance_to_water_m_250m,one_feature,True,1,distance_to_water_m_250m,27,27,0.29005908958115956,0.34983388022933704,-0.0005783406526086893,-0.09977756857749354,-0.9676434676434676,-0.9503546451260217,0.037037037037037035,0.31420614866694824,0.43484755214045145,S137,0.8172066801820839,-0.8072218284530098,0.8072218284530098,0.32160703934170765,0.32160703934170765,0.2701682150091654,0.3194197865535295,-0.11238121418093061,-0.9651282051282051,0.2888457068980616,-0.9705982905982906,alpha=100.0000:27,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,one_feature_ridge,one_feature:water_fraction_250m,one_feature,True,1,water_fraction_250m,27,27,0.2903485198062981,0.3478307992528476,0.0009783412547122695,-0.0872193983352465,-0.9224664224664225,-0.8415314298941723,0.037037037037037035,0.31021810199225924,0.4347895048399739,S137,0.8032292005747121,-0.8010802128099428,0.8010802128099428,0.32480698720897266,0.32480698720897266,0.2707049931523118,0.3177383808433015,-0.10070102739028841,-0.9193162393162393,0.2890231941369645,-0.9206837606837607,alpha=0.0100:1;alpha=100.0000:26,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_high_tail_residual_c,high-tail residual,one_feature_ridge,one_feature:building_footprint_fraction_250m,one_feature,True,1,building_footprint_fraction_250m,26,26,0.44928893561593725,0.556279097585602,-0.010930687121608943,-0.13871709604170057,-0.5767521367521368,-0.26230030097162915,0.9615384615384616,0.4206205906528415,0.7124959488676408,S142,1.6818178431784956,-1.6818178431784956,1.6818178431784956,0.6689941176793088,0.6689941176793088,0.399987779313435,0.4568192656639332,-0.21390693021077722,-0.5307692307692308,0.44050072833340237,-0.5353846153846153,alpha=10.0000:2;alpha=100.0000:24,nested_inner_loo,predicted_minus_observed
mean_context_adjusted_high_tail_residual_c,high-tail residual,one_feature_ridge,one_feature:distance_to_park_or_green_m_250m,one_feature,True,1,distance_to_park_or_green_m_250m,26,26,0.433959852801139,0.5441121608886433,-0.0007787009541764769,-0.08944979876949022,-0.8789743589743589,-0.8691489540162156,0.9615384615384616,0.3828914693466754,0.7387966674100896,S142,1.695028693972624,-1.695028693972624,1.695028693972624,0.5117564910950729,0.5117564910950729,0.3835170991542796,0.43928973859670756,-0.12253188419246808,-0.8638461538461538,0.4308479872693816,-0.8876923076923077,alpha=100.0000:26,nested_inner_loo,predicted_minus_observed
