target_column,target_label,model_family,feature_set_id,feature_set_role,decision_eligible,feature_count,feature_columns,n_stations,n_folds,mae,rmse,bias_pred_minus_obs,r2,spearman_observed_vs_predicted,pearson_observed_vs_predicted,sign_accuracy,median_absolute_error,p90_absolute_error,worst_station_id,worst_station_abs_error,s142_error_pred_minus_obs,s142_abs_error,s139_error_pred_minus_obs,s139_abs_error,no_s142_mae,no_s142_rmse,no_s142_r2,no_s142_spearman,no_s139_mae,no_s139_spearman,selected_params_summary,hyperparameter_mode,bias_definition
mean_context_adjusted_score_residual_c,score residual,elasticnet,primary_8,primary,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;road_density_m_per_ha_250m;distance_to_water_m_250m;water_fraction_250m,27,27,0.2910393805360269,0.3555584131260572,-0.00375207992417774,-0.13606463746140407,-1.0,-0.7844385323605653,0.0,0.31188252851231557,0.4347721994151098,S137,0.90573660645013,-0.802283479683335,0.802283479683335,0.3225459614825302,0.3225459614825302,0.27137614595343806,0.32638635771915836,-0.16143259824300915,-1.0,0.2898275889611614,-1.0,"alpha=0.1000,l1_ratio=0.5000:1;alpha=1.0000,l1_ratio=0.5000:26",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,elasticnet,water_sensitivity,sensitivity,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;road_density_m_per_ha_250m;distance_to_water_m_250m;water_fraction_100m,27,27,0.2910393805360269,0.3555584131260572,-0.00375207992417774,-0.13606463746140407,-1.0,-0.7844385323605653,0.0,0.31188252851231557,0.4347721994151098,S137,0.90573660645013,-0.802283479683335,0.802283479683335,0.3225459614825302,0.3225459614825302,0.27137614595343806,0.32638635771915836,-0.16143259824300915,-1.0,0.2898275889611614,-1.0,"alpha=0.1000,l1_ratio=0.5000:1;alpha=1.0000,l1_ratio=0.5000:26",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,elasticnet,road_sensitivity,sensitivity,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;distance_to_water_m_250m;water_fraction_250m;road_density_m_per_ha_500m,27,27,0.2910393805360269,0.3555584131260572,-0.00375207992417774,-0.13606463746140407,-1.0,-0.7844385323605653,0.0,0.31188252851231557,0.4347721994151098,S137,0.90573660645013,-0.802283479683335,0.802283479683335,0.3225459614825302,0.3225459614825302,0.27137614595343806,0.32638635771915836,-0.16143259824300915,-1.0,0.2898275889611614,-1.0,"alpha=0.1000,l1_ratio=0.5000:1;alpha=1.0000,l1_ratio=0.5000:26",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,elasticnet,road_length_sensitivity,sensitivity,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;distance_to_water_m_250m;water_fraction_250m;road_length_m_500m,27,27,0.2910393805360269,0.3555584131260572,-0.00375207992417774,-0.13606463746140407,-1.0,-0.7844385323605653,0.0,0.31188252851231557,0.4347721994151098,S137,0.90573660645013,-0.802283479683335,0.802283479683335,0.3225459614825302,0.3225459614825302,0.27137614595343806,0.32638635771915836,-0.16143259824300915,-1.0,0.2898275889611614,-1.0,"alpha=0.1000,l1_ratio=0.5000:1;alpha=1.0000,l1_ratio=0.5000:26",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,elasticnet,compact_water_road,compact,True,4,distance_to_water_m_250m;water_fraction_250m;road_density_m_per_ha_250m;building_footprint_fraction_250m,27,27,0.28728730061184915,0.34641752506312584,-1.02798428206033e-18,-0.07840236686390534,-1.0,-1.0,0.0,0.31188252851231557,0.4347721994151098,S137,0.8044304484973309,-0.802283479683335,0.802283479683335,0.3225459614825302,0.3225459614825302,0.2674797552629458,0.3160135685585265,-0.08878336274291398,-1.0,0.2859311982706691,-1.0,"alpha=0.1000,l1_ratio=0.5000:1;alpha=0.1000,l1_ratio=0.9000:15;alpha=1.0000,l1_ratio=0.1000:6;alpha=1.0000,l1_ratio=0.5000:5",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_score_residual_c,score residual,elasticnet,building_50m_exploratory,exploratory_sensitivity,False,2,building_count_50m;building_footprint_fraction_50m,27,27,0.28125857476662425,0.3410149196958306,0.008597985014002444,-0.0450278955654948,-0.4163614163614164,-0.3622882913209475,0.3333333333333333,0.2841063549537032,0.43148887188672996,S137,0.7827971171715773,-0.7806233723015508,0.7806233723015508,0.3360986862290562,0.3360986862290562,0.2620522363998963,0.3119719469578652,-0.06111169767112368,-0.38393162393162394,0.2791493397103768,-0.38324786324786325,"alpha=0.1000,l1_ratio=0.5000:22;alpha=0.1000,l1_ratio=0.9000:3;alpha=1.0000,l1_ratio=0.1000:1;alpha=1.0000,l1_ratio=0.5000:1",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_high_tail_residual_c,high-tail residual,elasticnet,primary_8,primary,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;road_density_m_per_ha_250m;distance_to_water_m_250m;water_fraction_250m,26,26,0.44841373692382314,0.5405874543798913,0.004249401985969608,-0.07538081253703366,0.12273504273504274,0.10109237932442805,0.9230769230769231,0.44845483702659006,0.7545550336095952,S142,1.4981671573942006,-1.4981671573942006,1.4981671573942006,0.4593450559584357,0.4593450559584357,0.4064236001050081,0.46275694960363756,-0.24566845725703157,0.0823076923076923,0.44797648416243874,0.09076923076923077,"alpha=0.1000,l1_ratio=0.5000:14;alpha=0.1000,l1_ratio=0.9000:6;alpha=1.0000,l1_ratio=0.1000:6",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_high_tail_residual_c,high-tail residual,elasticnet,water_sensitivity,sensitivity,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;road_density_m_per_ha_250m;distance_to_water_m_250m;water_fraction_100m,26,26,0.45058032181442675,0.545970824469872,-0.015837431993334043,-0.09690553797550971,0.11658119658119658,0.08388068415388161,0.9230769230769231,0.44219790026957073,0.7542349830506284,S142,1.5564242203637888,-1.5564242203637888,1.5564242203637888,0.49473829586650747,0.49473829586650747,0.4063465658724523,0.4616375771856134,-0.239649399163258,0.08692307692307692,0.4488140028523436,0.09846153846153846,"alpha=0.1000,l1_ratio=0.5000:17;alpha=0.1000,l1_ratio=0.9000:2;alpha=1.0000,l1_ratio=0.1000:6;alpha=1.0000,l1_ratio=0.5000:1",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_high_tail_residual_c,high-tail residual,elasticnet,road_sensitivity,sensitivity,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;distance_to_water_m_250m;water_fraction_250m;road_density_m_per_ha_500m,26,26,0.42137271178637015,0.5172600144425328,0.004772237060857208,0.015426430234375954,0.26017094017094017,0.21198059911756822,0.9615384615384616,0.37695959729801537,0.7155944042838781,S142,1.4883923559699084,-1.4883923559699084,1.4883923559699084,0.5617652952481278,0.5617652952481278,0.3786919260190286,0.43548566822611584,-0.10317472261055438,0.22615384615384615,0.41575700844789987,0.26461538461538464,"alpha=0.1000,l1_ratio=0.5000:7;alpha=0.1000,l1_ratio=0.9000:16;alpha=1.0000,l1_ratio=0.1000:3",nested_inner_loo,predicted_minus_observed
mean_context_adjusted_high_tail_residual_c,high-tail residual,elasticnet,road_length_sensitivity,sensitivity,True,8,building_footprint_fraction_250m;distance_to_park_or_green_m_250m;green_space_fraction_250m;landuse_entropy_250m;major_road_length_m_250m;distance_to_water_m_250m;water_fraction_250m;road_length_m_500m,26,26,0.42137271188475506,0.517260014520337,0.0047722370587813725,0.015426429938184882,0.26017094017094017,0.21198059873643668,0.9615384615384616,0.3769595974793442,0.7155944045860487,S142,1.4883923558616963,-1.4883923558616963,1.4883923558616963,0.561765295341448,0.561765295341448,0.3786919261256774,0.4354856683370201,-0.10317472317244136,0.22615384615384615,0.4157570085464873,0.26461538461538464,"alpha=0.1000,l1_ratio=0.5000:7;alpha=0.1000,l1_ratio=0.9000:16;alpha=1.0000,l1_ratio=0.1000:3",nested_inner_loo,predicted_minus_observed
