target,split_family,n_folds,MAE,RMSE,R2,Spearman,top10pct_overlap,sign_accuracy,target_role,target_decision_context
delta_tmrt_p90_c,cell_group_holdout,5,0.2236690679271272,0.35266214128514184,-0.14332957412838873,0.39912680780769183,0.3333333333333333,0.6373333333333333,hot-pocket / upper-tail target,companion sensitivity; does not replace p90 by default
delta_tmrt_p90_c,forcing_day_holdout,2,0.13008900896519193,0.19345353325593492,0.7190803521161392,0.6287506966282284,0.6666666666666666,0.676,hot-pocket / upper-tail target,companion sensitivity; does not replace p90 by default
delta_tmrt_p90_c,hour_holdout,5,0.13124283375785809,0.19680344565632024,0.647787096146441,0.6417962363830304,0.6799999999999999,0.6813333333333332,hot-pocket / upper-tail target,companion sensitivity; does not replace p90 by default
delta_tmrt_p90_c,spatial_holdout,4,0.24595019858036096,0.37662386195362574,-0.8876360326487454,0.2551714321550034,0.125,0.6283472617354197,hot-pocket / upper-tail target,companion sensitivity; does not replace p90 by default
delta_tmrt_p90_c,typology_holdout,5,0.27022142126333176,0.34199359260859064,-1.6921154922136197,0.45007988557915385,0.47619047619047616,0.46929230769230773,hot-pocket / upper-tail target,companion sensitivity; does not replace p90 by default
delta_tmrt_mean_c,cell_group_holdout,5,0.6367160401718164,1.1492684742979447,-0.46692182293478296,0.35879404097255224,0.4666666666666666,0.662,broad-area cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_mean_c,forcing_day_holdout,2,0.43783632197547634,0.736674595952323,0.46187157962899816,0.6083842017731882,0.7333333333333333,0.7066666666666667,broad-area cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_mean_c,hour_holdout,5,0.4683537606815948,0.7322480887558225,0.12387031541709606,0.6209440176682738,0.72,0.6913333333333334,broad-area cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_mean_c,spatial_holdout,4,0.6310223525488483,0.9228882869916862,-0.3716103855059474,0.29632339473193625,0.3125,0.6539016460069091,broad-area cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_mean_c,typology_holdout,5,0.7474691358801088,1.0920229540635433,-0.40436304708466436,0.2715486639952493,0.3142857142857142,0.6580698005698006,broad-area cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_p50_c,cell_group_holdout,5,1.6866025188664253,3.0903035516241273,-0.22319705281061014,0.3164306665554147,0.4,0.624,typical cell cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_p50_c,forcing_day_holdout,2,1.2058412807439658,2.394003612089643,0.2743420380846236,0.5340305269029473,0.6666666666666666,0.652,typical cell cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_p50_c,hour_holdout,5,1.251649563794127,2.3820237293836426,0.1848752967595321,0.557984341411989,0.5466666666666666,0.6519999999999999,typical cell cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_p50_c,spatial_holdout,4,1.6722045189226877,2.7739212426056516,-0.2723446950491845,0.2866443211701776,0.5,0.6109696961999593,typical cell cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_p50_c,typology_holdout,5,1.8001354981528306,2.531914506334151,-0.4144354164621933,0.2583657820894157,0.2571428571428571,0.5704054131054132,typical cell cooling,companion sensitivity; does not replace p90 by default
delta_tmrt_p95_c,cell_group_holdout,5,0.14638578204336788,0.2653794017962533,-1.381362703469763,0.2145736678975339,0.39999999999999997,0.5533333333333333,extreme pocket sensitivity,companion sensitivity; does not replace p90 by default
delta_tmrt_p95_c,forcing_day_holdout,2,0.07687493684612667,0.1317444205606572,0.775320645059487,0.4529067798848191,0.8,0.6739999999999999,extreme pocket sensitivity,companion sensitivity; does not replace p90 by default
delta_tmrt_p95_c,hour_holdout,5,0.07611819920670101,0.13447934138714399,0.7129050783230045,0.46266344209160504,0.7866666666666667,0.6759999999999999,extreme pocket sensitivity,companion sensitivity; does not replace p90 by default
delta_tmrt_p95_c,spatial_holdout,4,0.13506372698166552,0.24518174756752215,-1.361228855229423,0.1568937390486495,0.125,0.6069736842105263,extreme pocket sensitivity,companion sensitivity; does not replace p90 by default
delta_tmrt_p95_c,typology_holdout,5,0.16993524209096292,0.22953875690897635,-5.931100261327435,0.17366723733055478,0.18095238095238092,0.4112700854700854,extreme pocket sensitivity,companion sensitivity; does not replace p90 by default
