stage,model,feature,feature_group,importance,normalized_abs_importance,method,diagnostic_boundary,claim_boundary,group_normalized_abs_importance
stage1_classifier,logistic_regression,overhead_fraction_x_svf_or_open_sky,interactions,0.0064039408866995995,0.004297204980350436,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.22134890611035593
stage1_classifier,logistic_regression,cu__svf_umep_p90_open_v10,built_canyon_svf,0.006093778507571683,0.004089078243410376,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__overhead_fraction_viaduct,overhead_shade,0.005309250136836437,0.0035626400264443902,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__overhead_area_total_m2,overhead_shade,0.004105090311986988,0.002754618577147759,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__road_fraction,road_hardscape,0.004068600620324807,0.002730133078684174,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.10820141771036104
stage1_classifier,logistic_regression,road_or_hardscape_fraction,road_hardscape,0.004068600620324807,0.002730133078684174,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.10820141771036104
stage1_classifier,logistic_regression,building_density,built_canyon_svf,-0.003402663747491245,0.0022832727317245696,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__open_pixel_fraction,built_canyon_svf,-0.003402663747491245,0.0022832727317245696,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,hour_sgt,other_compact,-0.002116402116402035,0.0014201589108849694,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.0014201589108849694
stage1_classifier,logistic_regression,cu__overhead_weighted_shade_area_m2,overhead_shade,0.001997810618500314,0.0013405810408785627,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__dynamic_world_water_fraction,vegetation_water,0.0012406495165117049,0.0008325069477602666,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__water_fraction,vegetation_water,0.0012406495165117049,0.0008325069477602666,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,water_edge_or_water_fraction,vegetation_water,0.0012406495165117049,0.0008325069477602666,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__ndvi_mean,vegetation_water,0.0006385696040869618,0.0004284962231119388,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__shade_fraction_base_v10,overhead_shade,-0.0002645502645502266,0.00017751986386060255,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__shade_fraction_umep_10_16_open_v10,overhead_shade,-0.0002645502645502266,0.00017751986386060255,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,shade_fraction,overhead_shade,-0.0002645502645502266,0.00017751986386060255,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage2_regressor,ridge,typology_label,typology_context,0.2629139839714157,0.09952703659559616,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17642070286924533
stage2_regressor,ridge,cu__land_use_hint,typology_context,0.2031249079013382,0.07689366627364916,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17642070286924533
stage2_regressor,ridge,cu__built_up_fraction,road_hardscape,0.18099198057942845,0.06851516683341066,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.2302313602541166
stage2_regressor,ridge,cu__dynamic_world_built_up_fraction,road_hardscape,0.18099198057941346,0.06851516683340499,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.2302313602541166
stage2_regressor,ridge,cu__shade_fraction_overhead_sens,overhead_shade,0.17681751366040965,0.06693490732974934,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,tree_or_gvi_fraction_x_shade_fraction,interactions,0.13813628498351418,0.05229198874499063,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.15203202940520444
stage2_regressor,ridge,cu__impervious_fraction,road_hardscape,0.11861241029728653,0.044901155587195284,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.2302313602541166
stage2_regressor,ridge,impervious_or_built_fraction,road_hardscape,0.11861241029726559,0.04490115558718735,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.2302313602541166
stage2_regressor,ridge,shade_fraction_x_hour_sgt,interactions,0.10743839949118827,0.040671193507509786,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.15203202940520444
stage2_regressor,ridge,tree_or_gvi_fraction,vegetation_water,0.08836145747317643,0.03344954832272891,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__dynamic_world_tree_fraction,vegetation_water,0.08836145747316886,0.03344954832272604,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__tree_canopy_fraction,vegetation_water,0.08836145747313197,0.03344954832271208,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__svf_umep_p90_open_v10,built_canyon_svf,0.08788051234634725,0.03326748481087096,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__svf_umep_mean_open_v10,built_canyon_svf,0.07041476176729573,0.026655761954623772,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,svf_or_open_sky,built_canyon_svf,0.07041476176727386,0.026655761954615494,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__svf,built_canyon_svf,0.07041476176727242,0.02665576195461495,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13180365002960032
stage2_regressor,ridge,cu__shade_fraction_umep_13_15_open_v10,overhead_shade,0.05866114553499061,0.02220638815102112,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,overhead_fraction_x_svf_or_open_sky,interactions,0.058203284678342536,0.022033063272872917,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.15203202940520444
stage2_regressor,ridge,svf_or_open_sky_x_hour_sgt,interactions,0.057107374422721256,0.021618202494191146,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.15203202940520444
stage2_regressor,ridge,cu__ndvi_mean,vegetation_water,0.056561246050209506,0.02141146362965521,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.17258080364379327
stage2_regressor,ridge,cu__overhead_fraction_total,overhead_shade,0.04116333729521038,0.015582529751717911,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
stage2_regressor,ridge,overhead_fraction,overhead_shade,0.041163337295187265,0.015582529751709161,permutation_importance_neg_mean_absolute_error,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.1365271941521195
