stage,model,feature,feature_group,importance,normalized_abs_importance,method,diagnostic_boundary,claim_boundary,group_normalized_abs_importance
stage1_classifier,logistic_regression,building_density_x_svf_or_open_sky,interactions,0.15939609560299225,0.10695877866333639,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.22134890611035593
stage1_classifier,logistic_regression,cu__dsm_building_height_p90_m_v10,built_canyon_svf,0.15061120233534034,0.10106389490824035,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__dsm_building_height_mean_m_v10,built_canyon_svf,0.11246122970260912,0.07546430626461463,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,overhead_fraction_x_shade_fraction,interactions,0.08762087210363086,0.05879580318556326,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.22134890611035593
stage1_classifier,logistic_regression,cu__mean_building_height,built_canyon_svf,0.08744754606823579,0.05867949706786143,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__land_use_hint,typology_context,0.07787812442984869,0.05225817509579944,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.09284901017372446
stage1_classifier,logistic_regression,typology_label,typology_context,0.060490786352855395,0.040590835077925026,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.09284901017372446
stage1_classifier,logistic_regression,cu__built_up_fraction,road_hardscape,0.054424375114030386,0.036520120958362365,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.10820141771036104
stage1_classifier,logistic_regression,cu__dynamic_world_built_up_fraction,road_hardscape,0.054424375114030386,0.036520120958362365,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.10820141771036104
stage1_classifier,logistic_regression,tree_or_gvi_fraction_x_shade_fraction,interactions,0.049771939427111965,0.033398219904261686,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.22134890611035593
stage1_classifier,logistic_regression,building_height_or_canyon_proxy,built_canyon_svf,0.039910600255427954,0.02678101394449137,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__building_height_p90,built_canyon_svf,0.039910600255427954,0.02678101394449137,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__svf,built_canyon_svf,0.03943623426382059,0.026462702464465422,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__svf_umep_mean_open_v10,built_canyon_svf,0.03943623426382059,0.026462702464465422,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,svf_or_open_sky,built_canyon_svf,0.03943623426382059,0.026462702464465422,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__shade_fraction_umep_13_15_open_v10,overhead_shade,0.03302317095420556,0.022159376109499165,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__greenery_fraction_beta,vegetation_water,0.026272577996716045,0.017629558893745206,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__gvi_percent,vegetation_water,0.026272577996716045,0.017629558893745206,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__dynamic_world_tree_fraction,vegetation_water,0.02234081372012416,0.014991246434299305,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__tree_canopy_fraction,vegetation_water,0.02234081372012416,0.014991246434299305,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,tree_or_gvi_fraction,vegetation_water,0.02234081372012416,0.014991246434299305,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__impervious_fraction,road_hardscape,0.02213099799306706,0.014850454818133983,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.10820141771036104
stage1_classifier,logistic_regression,impervious_or_built_fraction,road_hardscape,0.02213099799306706,0.014850454818133983,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.10820141771036104
stage1_classifier,logistic_regression,svf_or_open_sky_x_hour_sgt,interactions,0.019357781426747045,0.012989556934905331,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.22134890611035593
stage1_classifier,logistic_regression,cu__overhead_fraction_pedestrian_bridge,overhead_shade,0.01727786900200708,0.011593883522483873,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__dynamic_world_grass_fraction,vegetation_water,0.016347381864623367,0.010969503311663718,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__grass_fraction,vegetation_water,0.016347381864623367,0.010969503311663718,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,grass_fraction,vegetation_water,0.016347381864623367,0.010969503311663718,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__distance_to_water,vegetation_water,0.016247035212552552,0.010902168190888979,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
stage1_classifier,logistic_regression,cu__shade_fraction_overhead_sens,overhead_shade,0.007936507936508056,0.0053255959158189205,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__svf_umep_p10_open_v10,built_canyon_svf,0.007900018244845949,0.005301110417355385,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.38211456764731033
stage1_classifier,logistic_regression,cu__overhead_fraction_total,overhead_shade,0.00753512132822487,0.005056255432720019,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,overhead_fraction,overhead_shade,0.00753512132822487,0.005056255432720019,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,cu__overhead_fraction_covered_walkway,overhead_shade,0.0075077540594782706,0.005037891308872354,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.06241965695816687
stage1_classifier,logistic_regression,shade_fraction_x_hour_sgt,interactions,0.00731618317825226,0.004909342441938825,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.22134890611035593
stage1_classifier,logistic_regression,cu__distance_to_park,vegetation_water,0.006969531107462235,0.004676730206535228,permutation_importance_balanced_accuracy,Non-causal model diagnostic only; does not prove real-world heat-risk drivers.,"SOLWEIG-derived compact Tmrt-delta surrogate diagnostic only; not WBGT, risk, observed truth, causal feature importance, B9, AOI-wide prediction, or System A/B coupling.",0.13164628248919644
