feature_a,feature_b,feature_a_group,feature_b_group,feature_a_base,feature_b_base,feature_a_buffer_m,feature_b_buffer_m,spearman_r,abs_spearman_r,n_pairwise,collinearity_status
building_count_100m,green_space_fraction_500m,buildings,green,building_count,green_space_fraction,100,500,-0.060646,0.060646,27,low_collinearity
building_count_250m,distance_to_major_road_m_100m,buildings,roads,building_count,distance_to_major_road_m,250,100,0.060171,0.060171,27,low_collinearity
building_count_250m,distance_to_major_road_m_250m,buildings,roads,building_count,distance_to_major_road_m,250,250,0.060171,0.060171,27,low_collinearity
building_count_250m,distance_to_major_road_m_500m,buildings,roads,building_count,distance_to_major_road_m,250,500,0.060171,0.060171,27,low_collinearity
building_count_250m,distance_to_major_road_m_50m,buildings,roads,building_count,distance_to_major_road_m,250,50,0.060171,0.060171,27,low_collinearity
building_footprint_fraction_100m,distance_to_major_road_m_100m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,100,100,-0.060153,0.060153,27,low_collinearity
building_footprint_fraction_100m,distance_to_major_road_m_250m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,100,250,-0.060153,0.060153,27,low_collinearity
building_footprint_fraction_100m,distance_to_major_road_m_500m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,100,500,-0.060153,0.060153,27,low_collinearity
building_footprint_fraction_100m,distance_to_major_road_m_50m,buildings,roads,building_footprint_fraction,distance_to_major_road_m,100,50,-0.060153,0.060153,27,low_collinearity
road_density_m_per_ha_500m,distance_to_water_m_100m,roads,water,road_density_m_per_ha,distance_to_water_m,500,100,0.059829,0.059829,27,low_collinearity
road_density_m_per_ha_500m,distance_to_water_m_250m,roads,water,road_density_m_per_ha,distance_to_water_m,500,250,0.059829,0.059829,27,low_collinearity
road_density_m_per_ha_500m,distance_to_water_m_500m,roads,water,road_density_m_per_ha,distance_to_water_m,500,500,0.059829,0.059829,27,low_collinearity
road_density_m_per_ha_500m,distance_to_water_m_50m,roads,water,road_density_m_per_ha,distance_to_water_m,500,50,0.059829,0.059829,27,low_collinearity
road_length_m_500m,distance_to_water_m_100m,roads,water,road_length_m,distance_to_water_m,500,100,0.059829,0.059829,27,low_collinearity
road_length_m_500m,distance_to_water_m_250m,roads,water,road_length_m,distance_to_water_m,500,250,0.059829,0.059829,27,low_collinearity
road_length_m_500m,distance_to_water_m_500m,roads,water,road_length_m,distance_to_water_m,500,500,0.059829,0.059829,27,low_collinearity
road_length_m_500m,distance_to_water_m_50m,roads,water,road_length_m,distance_to_water_m,500,50,0.059829,0.059829,27,low_collinearity
building_count_500m,green_space_fraction_50m,buildings,green,building_count,green_space_fraction,500,50,-0.058720,0.058720,27,low_collinearity
major_road_length_m_500m,water_fraction_250m,roads,water,major_road_length_m,water_fraction,500,250,0.055844,0.055844,27,low_collinearity
green_space_fraction_250m,major_road_length_m_250m,green,roads,green_space_fraction,major_road_length_m,250,250,-0.055811,0.055811,27,low_collinearity
distance_to_park_or_green_m_100m,landuse_entropy_100m,green,landuse,distance_to_park_or_green_m,landuse_entropy,100,100,-0.055438,0.055438,26,low_collinearity
distance_to_park_or_green_m_250m,landuse_entropy_100m,green,landuse,distance_to_park_or_green_m,landuse_entropy,250,100,-0.055438,0.055438,26,low_collinearity
distance_to_park_or_green_m_500m,landuse_entropy_100m,green,landuse,distance_to_park_or_green_m,landuse_entropy,500,100,-0.055438,0.055438,26,low_collinearity
distance_to_park_or_green_m_50m,landuse_entropy_100m,green,landuse,distance_to_park_or_green_m,landuse_entropy,50,100,-0.055438,0.055438,26,low_collinearity
green_space_fraction_50m,water_fraction_50m,green,water,green_space_fraction,water_fraction,50,50,0.055347,0.055347,27,low_collinearity
road_density_m_per_ha_500m,water_fraction_250m,roads,water,road_density_m_per_ha,water_fraction,500,250,-0.055290,0.055290,27,low_collinearity
road_length_m_500m,water_fraction_250m,roads,water,road_length_m,water_fraction,500,250,-0.055290,0.055290,27,low_collinearity
building_count_500m,distance_to_water_m_100m,buildings,water,building_count,distance_to_water_m,500,100,-0.054343,0.054343,27,low_collinearity
building_count_500m,distance_to_water_m_250m,buildings,water,building_count,distance_to_water_m,500,250,-0.054343,0.054343,27,low_collinearity
building_count_500m,distance_to_water_m_500m,buildings,water,building_count,distance_to_water_m,500,500,-0.054343,0.054343,27,low_collinearity
building_count_500m,distance_to_water_m_50m,buildings,water,building_count,distance_to_water_m,500,50,-0.054343,0.054343,27,low_collinearity
building_count_50m,landuse_entropy_250m,buildings,landuse,building_count,landuse_entropy,50,250,-0.053927,0.053927,27,low_collinearity
distance_to_park_or_green_m_100m,major_road_length_m_500m,green,roads,distance_to_park_or_green_m,major_road_length_m,100,500,0.053416,0.053416,27,low_collinearity
distance_to_park_or_green_m_250m,major_road_length_m_500m,green,roads,distance_to_park_or_green_m,major_road_length_m,250,500,0.053416,0.053416,27,low_collinearity
distance_to_park_or_green_m_500m,major_road_length_m_500m,green,roads,distance_to_park_or_green_m,major_road_length_m,500,500,0.053416,0.053416,27,low_collinearity
distance_to_park_or_green_m_50m,major_road_length_m_500m,green,roads,distance_to_park_or_green_m,major_road_length_m,50,500,0.053416,0.053416,27,low_collinearity
road_density_m_per_ha_100m,water_fraction_100m,roads,water,road_density_m_per_ha,water_fraction,100,100,0.053327,0.053327,27,low_collinearity
road_length_m_100m,water_fraction_100m,roads,water,road_length_m,water_fraction,100,100,0.053327,0.053327,27,low_collinearity
landuse_entropy_50m,water_fraction_500m,landuse,water,landuse_entropy,water_fraction,50,500,0.053252,0.053252,24,low_collinearity
landuse_entropy_50m,distance_to_water_m_100m,landuse,water,landuse_entropy,distance_to_water_m,50,100,-0.052968,0.052968,24,low_collinearity
landuse_entropy_50m,distance_to_water_m_250m,landuse,water,landuse_entropy,distance_to_water_m,50,250,-0.052968,0.052968,24,low_collinearity
landuse_entropy_50m,distance_to_water_m_500m,landuse,water,landuse_entropy,distance_to_water_m,50,500,-0.052968,0.052968,24,low_collinearity
landuse_entropy_50m,distance_to_water_m_50m,landuse,water,landuse_entropy,distance_to_water_m,50,50,-0.052968,0.052968,24,low_collinearity
distance_to_park_or_green_m_100m,water_fraction_50m,green,water,distance_to_park_or_green_m,water_fraction,100,50,-0.051676,0.051676,27,low_collinearity
distance_to_park_or_green_m_250m,water_fraction_50m,green,water,distance_to_park_or_green_m,water_fraction,250,50,-0.051676,0.051676,27,low_collinearity
distance_to_park_or_green_m_500m,water_fraction_50m,green,water,distance_to_park_or_green_m,water_fraction,500,50,-0.051676,0.051676,27,low_collinearity
distance_to_park_or_green_m_50m,water_fraction_50m,green,water,distance_to_park_or_green_m,water_fraction,50,50,-0.051676,0.051676,27,low_collinearity
green_space_fraction_100m,landuse_entropy_500m,green,landuse,green_space_fraction,landuse_entropy,100,500,-0.051164,0.051164,27,low_collinearity
distance_to_major_road_m_100m,road_density_m_per_ha_250m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,100,250,-0.050672,0.050672,27,low_collinearity
distance_to_major_road_m_100m,road_length_m_250m,roads,roads,distance_to_major_road_m,road_length_m,100,250,-0.050672,0.050672,27,low_collinearity
distance_to_major_road_m_250m,road_density_m_per_ha_250m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,250,250,-0.050672,0.050672,27,low_collinearity
distance_to_major_road_m_250m,road_length_m_250m,roads,roads,distance_to_major_road_m,road_length_m,250,250,-0.050672,0.050672,27,low_collinearity
distance_to_major_road_m_500m,road_density_m_per_ha_250m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,500,250,-0.050672,0.050672,27,low_collinearity
distance_to_major_road_m_500m,road_length_m_250m,roads,roads,distance_to_major_road_m,road_length_m,500,250,-0.050672,0.050672,27,low_collinearity
distance_to_major_road_m_50m,road_density_m_per_ha_250m,roads,roads,distance_to_major_road_m,road_density_m_per_ha,50,250,-0.050672,0.050672,27,low_collinearity
distance_to_major_road_m_50m,road_length_m_250m,roads,roads,distance_to_major_road_m,road_length_m,50,250,-0.050672,0.050672,27,low_collinearity
green_space_fraction_100m,landuse_entropy_100m,green,landuse,green_space_fraction,landuse_entropy,100,100,-0.049799,0.049799,26,low_collinearity
building_count_500m,building_footprint_fraction_50m,buildings,buildings,building_count,building_footprint_fraction,500,50,0.048523,0.048523,27,low_collinearity
green_space_fraction_50m,landuse_entropy_250m,green,landuse,green_space_fraction,landuse_entropy,50,250,0.048340,0.048340,27,low_collinearity
landuse_entropy_100m,major_road_length_m_100m,landuse,roads,landuse_entropy,major_road_length_m,100,100,-0.048294,0.048294,26,low_collinearity
building_count_500m,major_road_length_m_50m,buildings,roads,building_count,major_road_length_m,500,50,-0.048022,0.048022,27,low_collinearity
landuse_entropy_50m,road_density_m_per_ha_250m,landuse,roads,landuse_entropy,road_density_m_per_ha,50,250,0.047857,0.047857,24,low_collinearity
landuse_entropy_50m,road_length_m_250m,landuse,roads,landuse_entropy,road_length_m,50,250,0.047857,0.047857,24,low_collinearity
building_count_50m,building_footprint_fraction_500m,buildings,buildings,building_count,building_footprint_fraction,50,500,-0.047276,0.047276,27,low_collinearity
green_space_fraction_500m,distance_to_water_m_100m,green,water,green_space_fraction,distance_to_water_m,500,100,-0.047009,0.047009,27,low_collinearity
green_space_fraction_500m,distance_to_water_m_250m,green,water,green_space_fraction,distance_to_water_m,500,250,-0.047009,0.047009,27,low_collinearity
green_space_fraction_500m,distance_to_water_m_500m,green,water,green_space_fraction,distance_to_water_m,500,500,-0.047009,0.047009,27,low_collinearity
green_space_fraction_500m,distance_to_water_m_50m,green,water,green_space_fraction,distance_to_water_m,500,50,-0.047009,0.047009,27,low_collinearity
building_count_250m,distance_to_park_or_green_m_100m,buildings,green,building_count,distance_to_park_or_green_m,250,100,-0.046858,0.046858,27,low_collinearity
building_count_250m,distance_to_park_or_green_m_250m,buildings,green,building_count,distance_to_park_or_green_m,250,250,-0.046858,0.046858,27,low_collinearity
building_count_250m,distance_to_park_or_green_m_500m,buildings,green,building_count,distance_to_park_or_green_m,250,500,-0.046858,0.046858,27,low_collinearity
building_count_250m,distance_to_park_or_green_m_50m,buildings,green,building_count,distance_to_park_or_green_m,250,50,-0.046858,0.046858,27,low_collinearity
green_space_fraction_250m,landuse_entropy_100m,green,landuse,green_space_fraction,landuse_entropy,250,100,-0.046762,0.046762,26,low_collinearity
building_footprint_fraction_250m,distance_to_park_or_green_m_100m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,250,100,0.046046,0.046046,27,low_collinearity
building_footprint_fraction_250m,distance_to_park_or_green_m_250m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,250,250,0.046046,0.046046,27,low_collinearity
building_footprint_fraction_250m,distance_to_park_or_green_m_500m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,250,500,0.046046,0.046046,27,low_collinearity
building_footprint_fraction_250m,distance_to_park_or_green_m_50m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,250,50,0.046046,0.046046,27,low_collinearity
building_footprint_fraction_50m,distance_to_water_m_100m,buildings,water,building_footprint_fraction,distance_to_water_m,50,100,-0.046028,0.046028,27,low_collinearity
building_footprint_fraction_50m,distance_to_water_m_250m,buildings,water,building_footprint_fraction,distance_to_water_m,50,250,-0.046028,0.046028,27,low_collinearity
building_footprint_fraction_50m,distance_to_water_m_500m,buildings,water,building_footprint_fraction,distance_to_water_m,50,500,-0.046028,0.046028,27,low_collinearity
building_footprint_fraction_50m,distance_to_water_m_50m,buildings,water,building_footprint_fraction,distance_to_water_m,50,50,-0.046028,0.046028,27,low_collinearity
green_space_fraction_50m,landuse_entropy_100m,green,landuse,green_space_fraction,landuse_entropy,50,100,-0.045115,0.045115,26,low_collinearity
major_road_length_m_100m,road_density_m_per_ha_50m,roads,roads,major_road_length_m,road_density_m_per_ha,100,50,0.044480,0.044480,27,low_collinearity
major_road_length_m_100m,road_length_m_50m,roads,roads,major_road_length_m,road_length_m,100,50,0.044480,0.044480,27,low_collinearity
building_count_500m,road_density_m_per_ha_50m,buildings,roads,building_count,road_density_m_per_ha,500,50,0.043963,0.043963,27,low_collinearity
building_count_500m,road_length_m_50m,buildings,roads,building_count,road_length_m,500,50,0.043963,0.043963,27,low_collinearity
building_count_50m,water_fraction_100m,buildings,water,building_count,water_fraction,50,100,0.040786,0.040786,27,low_collinearity
building_footprint_fraction_50m,water_fraction_100m,buildings,water,building_footprint_fraction,water_fraction,50,100,0.039240,0.039240,27,low_collinearity
building_count_50m,landuse_entropy_500m,buildings,landuse,building_count,landuse_entropy,50,500,-0.038136,0.038136,27,low_collinearity
building_count_500m,distance_to_major_road_m_100m,buildings,roads,building_count,distance_to_major_road_m,500,100,0.036941,0.036941,27,low_collinearity
building_count_500m,distance_to_major_road_m_250m,buildings,roads,building_count,distance_to_major_road_m,500,250,0.036941,0.036941,27,low_collinearity
building_count_500m,distance_to_major_road_m_500m,buildings,roads,building_count,distance_to_major_road_m,500,500,0.036941,0.036941,27,low_collinearity
building_count_500m,distance_to_major_road_m_50m,buildings,roads,building_count,distance_to_major_road_m,500,50,0.036941,0.036941,27,low_collinearity
building_footprint_fraction_50m,water_fraction_500m,buildings,water,building_footprint_fraction,water_fraction,50,500,-0.036382,0.036382,27,low_collinearity
building_count_500m,distance_to_park_or_green_m_100m,buildings,green,building_count,distance_to_park_or_green_m,500,100,0.036185,0.036185,27,low_collinearity
building_count_500m,distance_to_park_or_green_m_250m,buildings,green,building_count,distance_to_park_or_green_m,500,250,0.036185,0.036185,27,low_collinearity
building_count_500m,distance_to_park_or_green_m_500m,buildings,green,building_count,distance_to_park_or_green_m,500,500,0.036185,0.036185,27,low_collinearity
building_count_500m,distance_to_park_or_green_m_50m,buildings,green,building_count,distance_to_park_or_green_m,500,50,0.036185,0.036185,27,low_collinearity
green_space_fraction_500m,landuse_entropy_100m,green,landuse,green_space_fraction,landuse_entropy,500,100,-0.035556,0.035556,26,low_collinearity
building_count_50m,water_fraction_500m,buildings,water,building_count,water_fraction,50,500,-0.035415,0.035415,27,low_collinearity
green_space_fraction_500m,road_density_m_per_ha_50m,green,roads,green_space_fraction,road_density_m_per_ha,500,50,0.035409,0.035409,27,low_collinearity
green_space_fraction_500m,road_length_m_50m,green,roads,green_space_fraction,road_length_m,500,50,0.035409,0.035409,27,low_collinearity
landuse_entropy_50m,major_road_length_m_100m,landuse,roads,landuse_entropy,major_road_length_m,50,100,0.034839,0.034839,24,low_collinearity
building_footprint_fraction_100m,distance_to_park_or_green_m_100m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,100,100,-0.034467,0.034467,27,low_collinearity
building_footprint_fraction_100m,distance_to_park_or_green_m_250m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,100,250,-0.034467,0.034467,27,low_collinearity
building_footprint_fraction_100m,distance_to_park_or_green_m_500m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,100,500,-0.034467,0.034467,27,low_collinearity
building_footprint_fraction_100m,distance_to_park_or_green_m_50m,buildings,green,building_footprint_fraction,distance_to_park_or_green_m,100,50,-0.034467,0.034467,27,low_collinearity
building_footprint_fraction_50m,major_road_length_m_50m,buildings,roads,building_footprint_fraction,major_road_length_m,50,50,-0.033725,0.033725,27,low_collinearity
building_count_250m,green_space_fraction_100m,buildings,green,building_count,green_space_fraction,250,100,-0.032402,0.032402,27,low_collinearity
building_count_250m,distance_to_water_m_100m,buildings,water,building_count,distance_to_water_m,250,100,-0.031765,0.031765,27,low_collinearity
building_count_250m,distance_to_water_m_250m,buildings,water,building_count,distance_to_water_m,250,250,-0.031765,0.031765,27,low_collinearity
building_count_250m,distance_to_water_m_500m,buildings,water,building_count,distance_to_water_m,250,500,-0.031765,0.031765,27,low_collinearity
building_count_250m,distance_to_water_m_50m,buildings,water,building_count,distance_to_water_m,250,50,-0.031765,0.031765,27,low_collinearity
major_road_length_m_250m,water_fraction_250m,roads,water,major_road_length_m,water_fraction,250,250,-0.031513,0.031513,27,low_collinearity
landuse_entropy_100m,water_fraction_250m,landuse,water,landuse_entropy,water_fraction,100,250,-0.029677,0.029677,26,low_collinearity
major_road_length_m_250m,road_density_m_per_ha_50m,roads,roads,major_road_length_m,road_density_m_per_ha,250,50,-0.028737,0.028737,27,low_collinearity
major_road_length_m_250m,road_length_m_50m,roads,roads,major_road_length_m,road_length_m,250,50,-0.028737,0.028737,27,low_collinearity
landuse_entropy_50m,distance_to_major_road_m_100m,landuse,roads,landuse_entropy,distance_to_major_road_m,50,100,0.027878,0.027878,24,low_collinearity
landuse_entropy_50m,distance_to_major_road_m_250m,landuse,roads,landuse_entropy,distance_to_major_road_m,50,250,0.027878,0.027878,24,low_collinearity
landuse_entropy_50m,distance_to_major_road_m_500m,landuse,roads,landuse_entropy,distance_to_major_road_m,50,500,0.027878,0.027878,24,low_collinearity
landuse_entropy_50m,distance_to_major_road_m_50m,landuse,roads,landuse_entropy,distance_to_major_road_m,50,50,0.027878,0.027878,24,low_collinearity
major_road_length_m_50m,road_density_m_per_ha_250m,roads,roads,major_road_length_m,road_density_m_per_ha,50,250,0.027281,0.027281,27,low_collinearity
major_road_length_m_50m,road_length_m_250m,roads,roads,major_road_length_m,road_length_m,50,250,0.027281,0.027281,27,low_collinearity
building_count_250m,green_space_fraction_50m,buildings,green,building_count,green_space_fraction,250,50,0.027192,0.027192,27,low_collinearity
green_space_fraction_100m,water_fraction_50m,green,water,green_space_fraction,water_fraction,100,50,0.026711,0.026711,27,low_collinearity
building_footprint_fraction_100m,green_space_fraction_100m,buildings,green,building_footprint_fraction,green_space_fraction,100,100,-0.026400,0.026400,27,low_collinearity
green_space_fraction_50m,major_road_length_m_250m,green,roads,green_space_fraction,major_road_length_m,50,250,-0.026208,0.026208,27,low_collinearity
building_footprint_fraction_100m,major_road_length_m_500m,buildings,roads,building_footprint_fraction,major_road_length_m,100,500,-0.025958,0.025958,27,low_collinearity
building_footprint_fraction_250m,major_road_length_m_250m,buildings,roads,building_footprint_fraction,major_road_length_m,250,250,-0.025375,0.025375,27,low_collinearity
building_footprint_fraction_500m,water_fraction_50m,buildings,water,building_footprint_fraction,water_fraction,500,50,0.025179,0.025179,27,low_collinearity
green_space_fraction_500m,water_fraction_50m,green,water,green_space_fraction,water_fraction,500,50,0.025179,0.025179,27,low_collinearity
road_density_m_per_ha_50m,water_fraction_50m,roads,water,road_density_m_per_ha,water_fraction,50,50,-0.025179,0.025179,27,low_collinearity
road_length_m_50m,water_fraction_50m,roads,water,road_length_m,water_fraction,50,50,-0.025179,0.025179,27,low_collinearity
green_space_fraction_50m,major_road_length_m_500m,green,roads,green_space_fraction,major_road_length_m,50,500,-0.020133,0.020133,27,low_collinearity
building_footprint_fraction_250m,green_space_fraction_50m,buildings,green,building_footprint_fraction,green_space_fraction,250,50,-0.019459,0.019459,27,low_collinearity
major_road_length_m_250m,water_fraction_100m,roads,water,major_road_length_m,water_fraction,250,100,0.015825,0.015825,27,low_collinearity
green_space_fraction_100m,road_density_m_per_ha_500m,green,roads,green_space_fraction,road_density_m_per_ha,100,500,0.014248,0.014248,27,low_collinearity
green_space_fraction_100m,road_length_m_500m,green,roads,green_space_fraction,road_length_m,100,500,0.014248,0.014248,27,low_collinearity
building_count_100m,major_road_length_m_100m,buildings,roads,building_count,major_road_length_m,100,100,0.011215,0.011215,27,low_collinearity
building_count_100m,green_space_fraction_250m,buildings,green,building_count,green_space_fraction,100,250,-0.010499,0.010499,27,low_collinearity
green_space_fraction_250m,road_density_m_per_ha_100m,green,roads,green_space_fraction,road_density_m_per_ha,250,100,-0.010410,0.010410,27,low_collinearity
green_space_fraction_250m,road_length_m_100m,green,roads,green_space_fraction,road_length_m,250,100,-0.010410,0.010410,27,low_collinearity
building_footprint_fraction_250m,landuse_entropy_250m,buildings,landuse,building_footprint_fraction,landuse_entropy,250,250,0.010385,0.010385,27,low_collinearity
building_count_100m,water_fraction_250m,buildings,water,building_count,water_fraction,100,250,0.008988,0.008988,27,low_collinearity
building_count_50m,road_density_m_per_ha_250m,buildings,roads,building_count,road_density_m_per_ha,50,250,0.008510,0.008510,27,low_collinearity
building_count_50m,road_length_m_250m,buildings,roads,building_count,road_length_m,50,250,0.008510,0.008510,27,low_collinearity
green_space_fraction_500m,water_fraction_500m,green,water,green_space_fraction,water_fraction,500,500,0.005012,0.005012,27,low_collinearity
building_count_100m,distance_to_water_m_100m,buildings,water,building_count,distance_to_water_m,100,100,-0.002771,0.002771,27,low_collinearity
building_count_100m,distance_to_water_m_250m,buildings,water,building_count,distance_to_water_m,100,250,-0.002771,0.002771,27,low_collinearity
building_count_100m,distance_to_water_m_500m,buildings,water,building_count,distance_to_water_m,100,500,-0.002771,0.002771,27,low_collinearity
building_count_100m,distance_to_water_m_50m,buildings,water,building_count,distance_to_water_m,100,50,-0.002771,0.002771,27,low_collinearity
