station_id,station_present,station_name,n_ge31,mean_context_adjusted_score_residual_c,mean_context_adjusted_high_tail_residual_c,low_support_warning_flag,feature_column,feature_group,base_feature,buffer_m,station_value,station_q25,station_median,station_q75,station_iqr,iqr_position,comparison_note
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,green_space_fraction_100m,green,green_space_fraction,100,0.987382,0.000000,0.096154,0.409399,0.409399,2.177,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,green_space_fraction_250m,green,green_space_fraction,250,0.687627,0.009203,0.125761,0.375241,0.366039,1.535,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,green_space_fraction_500m,green,green_space_fraction,500,0.611465,0.068554,0.131056,0.378544,0.309990,1.550,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,green_space_fraction_50m,green,green_space_fraction,50,1.000000,0.000000,0.000000,0.660235,0.660235,1.515,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,landuse_majority_250m,landuse,landuse_majority,250,green_space,,built_or_urban,,,,categorical; station-wide mode=built_or_urban; mode_fraction=0.519
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,landuse_majority_500m,landuse,landuse_majority,500,green_space,,built_or_urban,,,,categorical; station-wide mode=built_or_urban; mode_fraction=0.593
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,major_road_length_m_100m,roads,major_road_length_m,100,0.000000,0.000000,188.072855,358.178350,358.178350,-0.525,within_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,major_road_length_m_250m,roads,major_road_length_m,250,2387.664376,633.649645,1098.432385,1628.667547,995.017902,1.296,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,major_road_length_m_500m,roads,major_road_length_m,500,6109.284167,2617.836788,4499.686867,6008.559747,3390.722959,0.475,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,major_road_length_m_50m,roads,major_road_length_m,50,0.000000,0.000000,0.000000,60.717599,60.717599,0.000,within_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,road_density_m_per_ha_100m,roads,road_density_m_per_ha,100,508.431465,276.368548,380.815403,493.369464,217.000916,0.588,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,road_density_m_per_ha_250m,roads,road_density_m_per_ha,250,407.030669,298.020483,391.237210,437.430541,139.410058,0.113,within_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,road_density_m_per_ha_500m,roads,road_density_m_per_ha,500,275.863792,232.027313,330.354512,427.769060,195.741746,-0.278,within_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,road_density_m_per_ha_50m,roads,road_density_m_per_ha,50,428.176587,215.689398,377.820033,515.904081,300.214683,0.168,within_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,water_fraction_100m,water,water_fraction,100,0.119874,0.000000,0.000000,0.000000,0.000000,,differs_from_zero_iqr_median
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,water_fraction_250m,water,water_fraction,250,0.312373,0.000000,0.000000,0.005067,0.005067,61.649,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,water_fraction_500m,water,water_fraction,500,0.253185,0.000000,0.005529,0.025814,0.025814,9.594,above_station_iqr
S145,yes,MacRitchie Reservoir,8,-0.165699,0.884977,True,water_fraction_50m,water,water_fraction,50,0.000000,0.000000,0.000000,0.000000,0.000000,,same_as_station_median
