feature_column,feature_group,base_feature,buffer_m,target_id,target_label,target_priority,probability_case_id,spearman_r,abs_spearman_r,n_pairwise,p_value,p_value_status,bootstrap_ci_low,bootstrap_ci_high,bootstrap_successful_iterations,screen_status,interpretation_boundary
water_fraction_100m,water,water_fraction,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.509460,0.509460,26,0.007852,available,0.269932,0.721828,988,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_100m,water,distance_to_water_m,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.471453,0.471453,26,0.015045,available,-0.807481,-0.069321,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_250m,water,distance_to_water_m,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.471453,0.471453,26,0.015045,available,-0.806041,-0.047533,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_500m,water,distance_to_water_m,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.471453,0.471453,26,0.015045,available,-0.814566,-0.071664,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_50m,water,distance_to_water_m,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.471453,0.471453,26,0.015045,available,-0.784511,-0.043034,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_500m,roads,road_density_m_per_ha,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.469402,0.469402,26,0.015551,available,-0.730430,-0.101045,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
road_length_m_500m,roads,road_length_m,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.469402,0.469402,26,0.015551,available,-0.724212,-0.114672,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
water_fraction_250m,water,water_fraction,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.440067,0.440067,26,0.024464,available,0.088751,0.710586,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_50m,buildings,building_footprint_fraction,50,mean_context_adjusted_score_residual_c,score residual,primary,,-0.421715,0.421715,27,0.028455,available,-0.691852,-0.008773,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_50m,roads,road_density_m_per_ha,50,mean_context_adjusted_score_residual_c,score residual,primary,,-0.415751,0.415751,27,0.031021,available,-0.706119,-0.027630,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
road_length_m_50m,roads,road_length_m,50,mean_context_adjusted_score_residual_c,score residual,primary,,-0.415751,0.415751,27,0.031021,available,-0.710686,-0.019464,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
building_count_50m,buildings,building_count,50,mean_context_adjusted_score_residual_c,score residual,primary,,-0.410353,0.410353,27,0.033502,available,-0.668159,-0.048648,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
building_count_100m,buildings,building_count,100,mean_context_adjusted_score_residual_c,score residual,primary,,-0.398352,0.398352,27,0.039588,available,-0.692457,-0.030318,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_100m,roads,road_density_m_per_ha,100,mean_context_adjusted_score_residual_c,score residual,primary,,-0.375458,0.375458,27,0.053619,available,-0.669637,-0.010377,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
road_length_m_100m,roads,road_length_m,100,mean_context_adjusted_score_residual_c,score residual,primary,,-0.375458,0.375458,27,0.053619,available,-0.692765,-0.019848,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_100m,roads,major_road_length_m,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.372508,0.372508,26,0.060917,available,-0.673388,0.029810,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
building_count_500m,buildings,building_count,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.361429,0.361429,26,0.069649,available,-0.698777,0.053441,1000,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_500m,buildings,building_footprint_fraction,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.341538,0.341538,26,0.087702,available,-0.644785,0.042125,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_250m,buildings,building_count,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.332478,0.332478,26,0.097009,available,-0.658700,0.133043,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_100m,roads,road_density_m_per_ha,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.329231,0.329231,26,0.100518,available,-0.672793,0.090041,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_length_m_100m,roads,road_length_m,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.329231,0.329231,26,0.100518,available,-0.653220,0.070894,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_major_road_m_100m,roads,distance_to_major_road_m,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.308034,0.308034,26,0.125787,available,-0.122327,0.650470,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_major_road_m_250m,roads,distance_to_major_road_m,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.308034,0.308034,26,0.125787,available,-0.155578,0.656085,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_major_road_m_500m,roads,distance_to_major_road_m,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.308034,0.308034,26,0.125787,available,-0.063244,0.630939,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_major_road_m_50m,roads,distance_to_major_road_m,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.308034,0.308034,26,0.125787,available,-0.114078,0.662683,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_500m,green,green_space_fraction,500,mean_context_adjusted_score_residual_c,score residual,primary,,-0.304640,0.304640,27,0.122336,available,-0.579761,0.034002,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_250m,roads,road_density_m_per_ha,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.303932,0.303932,26,0.131170,available,-0.635455,0.128237,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_length_m_250m,roads,road_length_m,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.303932,0.303932,26,0.131170,available,-0.643020,0.109444,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_50m,landuse,landuse_entropy,50,mean_context_adjusted_score_residual_c,score residual,primary,,0.281565,0.281565,24,0.182564,available,-0.134700,0.670541,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_100m,buildings,building_count,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.266057,0.266057,26,0.188935,available,-0.639339,0.192775,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_100m,buildings,building_footprint_fraction,100,mean_context_adjusted_score_residual_c,score residual,primary,,-0.257710,0.257710,27,0.194360,available,-0.606962,0.184507,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_50m,water,water_fraction,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.253333,0.253333,26,0.211770,available,0.173610,0.513275,632,weak_association,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_250m,roads,major_road_length_m,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.252823,0.252823,26,0.212724,available,-0.610881,0.156589,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_250m,green,green_space_fraction,250,mean_context_adjusted_score_residual_c,score residual,primary,,-0.251685,0.251685,27,0.205364,available,-0.568115,0.118237,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_500m,roads,major_road_length_m,500,mean_context_adjusted_score_residual_c,score residual,primary,,0.246680,0.246680,27,0.214823,available,-0.153668,0.616539,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_100m,landuse,landuse_entropy,100,mean_context_adjusted_score_residual_c,score residual,primary,,0.241986,0.241986,26,0.233651,available,-0.157355,0.578002,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_500m,roads,major_road_length_m,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.238673,0.238673,26,0.240310,available,-0.574172,0.133403,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_100m,green,green_space_fraction,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.227519,0.227519,26,0.263651,available,-0.199009,0.584673,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_250m,buildings,building_count,250,mean_context_adjusted_score_residual_c,score residual,primary,,-0.223274,0.223274,27,0.262938,available,-0.600536,0.207472,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_250m,buildings,building_footprint_fraction,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.210940,0.210940,26,0.300955,available,-0.562441,0.198799,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_500m,green,green_space_fraction,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.210940,0.210940,26,0.300955,available,-0.171765,0.582525,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_500m,landuse,landuse_entropy,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.208205,0.208205,26,0.307411,available,-0.233780,0.650508,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_50m,green,green_space_fraction,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.204787,0.204787,26,0.315597,available,-0.231986,0.580259,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_250m,landuse,landuse_entropy,250,mean_context_adjusted_score_residual_c,score residual,primary,,0.200977,0.200977,27,0.314801,available,-0.194194,0.570908,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_50m,roads,road_density_m_per_ha,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.197949,0.197949,26,0.332375,available,-0.583224,0.208585,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_length_m_50m,roads,road_length_m,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.197949,0.197949,26,0.332375,available,-0.531980,0.198264,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_50m,roads,major_road_length_m,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.194467,0.194467,26,0.341120,available,-0.564855,0.209930,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_100m,green,distance_to_park_or_green_m,100,mean_context_adjusted_score_residual_c,score residual,primary,,0.193583,0.193583,27,0.333304,available,-0.130164,0.540916,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_250m,green,distance_to_park_or_green_m,250,mean_context_adjusted_score_residual_c,score residual,primary,,0.193583,0.193583,27,0.333304,available,-0.155024,0.493977,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_500m,green,distance_to_park_or_green_m,500,mean_context_adjusted_score_residual_c,score residual,primary,,0.193583,0.193583,27,0.333304,available,-0.169381,0.511827,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_50m,green,distance_to_park_or_green_m,50,mean_context_adjusted_score_residual_c,score residual,primary,,0.193583,0.193583,27,0.333304,available,-0.149055,0.506873,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_500m,water,water_fraction,500,mean_context_adjusted_score_residual_c,score residual,primary,,0.188571,0.188571,27,0.346210,available,-0.181736,0.531355,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_500m,landuse,landuse_entropy,500,mean_context_adjusted_score_residual_c,score residual,primary,,0.180708,0.180708,27,0.367050,available,-0.189567,0.538956,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_100m,roads,major_road_length_m,100,mean_context_adjusted_score_residual_c,score residual,primary,,0.175101,0.175101,27,0.382348,available,-0.177353,0.492671,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_250m,roads,major_road_length_m,250,mean_context_adjusted_score_residual_c,score residual,primary,,0.171202,0.171202,27,0.393202,available,-0.228140,0.543971,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_250m,water,water_fraction,250,mean_context_adjusted_score_residual_c,score residual,primary,,0.145500,0.145500,27,0.468983,available,-0.221439,0.489272,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_100m,green,distance_to_park_or_green_m,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.142540,0.142540,26,0.487287,available,-0.486874,0.254110,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_250m,green,distance_to_park_or_green_m,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.142540,0.142540,26,0.487287,available,-0.486173,0.257867,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_500m,green,distance_to_park_or_green_m,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.142540,0.142540,26,0.487287,available,-0.517077,0.247526,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_park_or_green_m_50m,green,distance_to_park_or_green_m,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.142540,0.142540,26,0.487287,available,-0.468776,0.228698,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_250m,landuse,landuse_entropy,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.139241,0.139241,26,0.497525,available,-0.385742,0.567786,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_100m,buildings,building_footprint_fraction,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.130301,0.130301,26,0.525791,available,-0.516695,0.276472,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_major_road_m_100m,roads,distance_to_major_road_m,100,mean_context_adjusted_score_residual_c,score residual,primary,,-0.128816,0.128816,27,0.521945,available,-0.488860,0.245718,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_major_road_m_250m,roads,distance_to_major_road_m,250,mean_context_adjusted_score_residual_c,score residual,primary,,-0.128816,0.128816,27,0.521945,available,-0.478523,0.245849,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_major_road_m_500m,roads,distance_to_major_road_m,500,mean_context_adjusted_score_residual_c,score residual,primary,,-0.128816,0.128816,27,0.521945,available,-0.479231,0.263180,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
