feature_column,feature_group,base_feature,buffer_m,target_id,target_label,target_priority,probability_case_id,spearman_r,abs_spearman_r,n_pairwise,p_value,p_value_status,bootstrap_ci_low,bootstrap_ci_high,bootstrap_successful_iterations,screen_status,interpretation_boundary
distance_to_major_road_m_50m,roads,distance_to_major_road_m,50,mean_context_adjusted_score_residual_c,score residual,primary,,-0.128816,0.128816,27,0.521945,available,-0.483654,0.259147,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_50m,water,water_fraction,50,mean_context_adjusted_score_residual_c,score residual,primary,,0.125895,0.125895,27,0.531504,available,0.018225,0.345977,642,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_100m,green,green_space_fraction,100,mean_context_adjusted_score_residual_c,score residual,primary,,-0.113986,0.113986,27,0.571319,available,-0.439678,0.235126,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_100m,water,water_fraction,100,mean_context_adjusted_score_residual_c,score residual,primary,,0.113567,0.113567,27,0.572740,available,-0.162276,0.384643,989,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_500m,water,water_fraction,500,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.108575,0.108575,26,0.597524,available,-0.286200,0.455771,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_250m,green,green_space_fraction,250,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.103946,0.103946,26,0.613329,available,-0.279142,0.458754,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
major_road_length_m_50m,roads,major_road_length_m,50,mean_context_adjusted_score_residual_c,score residual,primary,,0.095667,0.095667,27,0.635024,available,-0.260188,0.434816,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_250m,roads,road_density_m_per_ha,250,mean_context_adjusted_score_residual_c,score residual,primary,,-0.080586,0.080586,27,0.689470,available,-0.479607,0.319616,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_length_m_250m,roads,road_length_m,250,mean_context_adjusted_score_residual_c,score residual,primary,,-0.080586,0.080586,27,0.689470,available,-0.493669,0.310285,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
green_space_fraction_50m,green,green_space_fraction,50,mean_context_adjusted_score_residual_c,score residual,primary,,-0.075821,0.075821,27,0.707007,available,-0.415381,0.276524,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_density_m_per_ha_500m,roads,road_density_m_per_ha,500,mean_context_adjusted_score_residual_c,score residual,primary,,0.073871,0.073871,27,0.714230,available,-0.331380,0.487895,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
road_length_m_500m,roads,road_length_m,500,mean_context_adjusted_score_residual_c,score residual,primary,,0.073871,0.073871,27,0.714230,available,-0.343777,0.452184,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_100m,water,distance_to_water_m,100,mean_context_adjusted_score_residual_c,score residual,primary,,-0.070208,0.070208,27,0.727858,available,-0.478113,0.359343,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_250m,water,distance_to_water_m,250,mean_context_adjusted_score_residual_c,score residual,primary,,-0.070208,0.070208,27,0.727858,available,-0.463201,0.345466,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_500m,water,distance_to_water_m,500,mean_context_adjusted_score_residual_c,score residual,primary,,-0.070208,0.070208,27,0.727858,available,-0.471144,0.337136,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_50m,water,distance_to_water_m,50,mean_context_adjusted_score_residual_c,score residual,primary,,-0.070208,0.070208,27,0.727858,available,-0.466411,0.313987,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_100m,landuse,landuse_entropy,100,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.070076,0.070076,26,0.733734,available,-0.347798,0.453959,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_500m,buildings,building_footprint_fraction,500,mean_context_adjusted_score_residual_c,score residual,primary,,0.061661,0.061661,27,0.759964,available,-0.362271,0.451857,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_250m,buildings,building_footprint_fraction,250,mean_context_adjusted_score_residual_c,score residual,primary,,-0.055556,0.055556,27,0.783141,available,-0.464232,0.351570,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_500m,buildings,building_count,500,mean_context_adjusted_score_residual_c,score residual,primary,,-0.041215,0.041215,27,0.838266,available,-0.434090,0.336862,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_50m,buildings,building_count,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.030323,0.030323,26,0.883096,available,-0.405364,0.477118,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
landuse_entropy_50m,landuse,landuse_entropy,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,0.020908,0.020908,24,0.922749,available,-0.404238,0.453979,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_50m,buildings,building_footprint_fraction,50,mean_context_adjusted_high_tail_residual_c,high-tail residual,primary,,-0.008030,0.008030,26,0.968946,available,-0.446184,0.389331,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_100m,water,water_fraction,100,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,0.408843,0.408843,27,0.034224,available,0.122747,0.647483,985,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
water_fraction_100m,water,water_fraction,100,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,0.383167,0.383167,27,0.048517,available,0.100870,0.628739,991,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
water_fraction_100m,water,water_fraction,100,mean_context_adjusted_probability_error_obs_minus_p__current_companion_recall90,current companion recall90 probability error,secondary,current_companion_recall90,0.383167,0.383167,27,0.048517,available,0.091023,0.608271,987,descriptive_candidate,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_100m,water,distance_to_water_m,100,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.309524,0.309524,27,0.116161,available,-0.651938,0.151534,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_250m,water,distance_to_water_m,250,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.309524,0.309524,27,0.116161,available,-0.671281,0.125222,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_500m,water,distance_to_water_m,500,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.309524,0.309524,27,0.116161,available,-0.676919,0.133216,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_50m,water,distance_to_water_m,50,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.309524,0.309524,27,0.116161,available,-0.679247,0.149184,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_250m,buildings,building_count,250,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.303604,0.303604,27,0.123676,available,-0.649905,0.078746,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_500m,buildings,building_count,500,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.293390,0.293390,27,0.137471,available,-0.622878,0.132767,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_250m,water,water_fraction,250,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,0.289182,0.289182,27,0.143467,available,-0.060496,0.575043,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_100m,water,distance_to_water_m,100,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,-0.286935,0.286935,27,0.146744,available,-0.643067,0.155747,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_100m,water,distance_to_water_m,100,mean_context_adjusted_probability_error_obs_minus_p__current_companion_recall90,current companion recall90 probability error,secondary,current_companion_recall90,-0.286935,0.286935,27,0.146744,available,-0.680104,0.144113,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_250m,water,distance_to_water_m,250,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,-0.286935,0.286935,27,0.146744,available,-0.654132,0.151251,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_250m,water,distance_to_water_m,250,mean_context_adjusted_probability_error_obs_minus_p__current_companion_recall90,current companion recall90 probability error,secondary,current_companion_recall90,-0.286935,0.286935,27,0.146744,available,-0.685891,0.164928,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_500m,water,distance_to_water_m,500,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,-0.286935,0.286935,27,0.146744,available,-0.660359,0.147173,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_500m,water,distance_to_water_m,500,mean_context_adjusted_probability_error_obs_minus_p__current_companion_recall90,current companion recall90 probability error,secondary,current_companion_recall90,-0.286935,0.286935,27,0.146744,available,-0.685304,0.137969,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_50m,water,distance_to_water_m,50,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,-0.286935,0.286935,27,0.146744,available,-0.659201,0.146488,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
distance_to_water_m_50m,water,distance_to_water_m,50,mean_context_adjusted_probability_error_obs_minus_p__current_companion_recall90,current companion recall90 probability error,secondary,current_companion_recall90,-0.286935,0.286935,27,0.146744,available,-0.677925,0.128735,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_250m,water,water_fraction,250,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,0.281907,0.281907,27,0.154272,available,-0.046382,0.575250,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_250m,water,water_fraction,250,mean_context_adjusted_probability_error_obs_minus_p__current_companion_recall90,current companion recall90 probability error,secondary,current_companion_recall90,0.281907,0.281907,27,0.154272,available,-0.052128,0.574235,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_250m,buildings,building_count,250,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,-0.279780,0.279780,27,0.157538,available,-0.618480,0.103062,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_250m,buildings,building_count,250,mean_context_adjusted_probability_error_obs_minus_p__current_companion_recall90,current companion recall90 probability error,secondary,current_companion_recall90,-0.279780,0.279780,27,0.157538,available,-0.621164,0.133405,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_footprint_fraction_50m,buildings,building_footprint_fraction,50,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.271191,0.271191,27,0.171226,available,-0.619137,0.141118,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
building_count_100m,buildings,building_count,100,mean_context_adjusted_probability_error_obs_minus_p__recall_first_challenger_selected_policy,recall-first challenger probability error,secondary,recall_first_challenger_selected_policy,-0.267518,0.267518,27,0.177329,available,-0.611316,0.143510,1000,weak_association,descriptive station-level screen only; no residual model and no causal correction
water_fraction_50m,water,water_fraction,50,mean_context_adjusted_probability_error_obs_minus_p__current_companion_best_f1,current companion probability error,secondary,current_companion_best_f1,0.251790,0.251790,27,0.205169,available,0.176577,0.502312,636,weak_association,descriptive station-level screen only; no residual model and no causal correction
