cell_id,old_valid_pixel_count,old_building_pixel_count,old_building_area_m2,old_building_density,old_open_pixel_fraction,old_dsm_mean_all_m,old_dsm_max_all_m,old_building_height_mean_m,old_building_height_max_m,old_building_height_p50_m,old_building_height_p90_m,v10_valid_pixel_count,v10_building_pixel_count,v10_building_area_m2,v10_building_density,v10_open_pixel_fraction,v10_dsm_mean_all_m,v10_dsm_max_all_m,v10_building_height_mean_m,v10_building_height_max_m,v10_building_height_p50_m,v10_building_height_p90_m,cell_area_m2,delta_building_area_m2,delta_building_density,delta_open_pixel_fraction,delta_building_height_mean_m,delta_building_height_max_m,delta_building_height_p50_m,delta_building_height_p90_m,lat,lon,land_use_hint,road_fraction,gvi_percent,tree_canopy_fraction,ndvi_mean,shade_fraction,svf,building_density,mean_building_height_m,max_building_height_m
TP_0503,2500,80,320.0,0.03199999999973865,0.968,1.116800048828125,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,484,1936.0,0.19359999999841881,0.8064,2.409600048828125,34.900001525878906,12.446281243946927,34.900001525878906,8.0,34.900001525878906,10000.000000081673,1616.0,0.16159999999868016,-0.16159999999999997,-22.45372028193198,0.0,-26.900001525878906,0.0,1.3413935070900598,103.84814481682714,civic_institutional,0.3037327475967024,8.558860906373003,0.0,0.3101969090305111,0.3202131390571594,0.5850260853767395,0.0237758111792682,22.8146501889324,8.247663714723288
TP_0504,2500,228,912.0,0.09120000000033841,0.9088,5.225759930419922,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,57.29999923706055,2500,460,1840.0,0.18400000000068278,0.8160000000000001,5.596959930419922,57.29999923706055,30.418260491412617,57.29999923706055,4.0,57.29999923706055,9999.999999962893,928.0,0.09280000000034437,-0.0928,-26.88173874564793,0.0,-53.29999923706055,0.0,1.3413935014512035,103.84904337667464,residential,0.0003405156995093,12.376584403556537,0.0,0.395035208967923,0.5370184183120728,0.2978489100933075,0.0929474684605767,22.34412553788125,19.641259564317966
TP_0505,2500,498,1992.0,0.19919999999891297,0.8008,8.91432010345459,57.29999923706055,44.750602928988904,57.29999923706055,34.900001525878906,57.29999923706055,2500,498,1992.0,0.19919999999891297,0.8008,8.91432010345459,57.29999923706055,44.750602928988904,57.29999923706055,34.900001525878906,57.29999923706055,10000.00000005457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413934954803293,103.84994193651823,residential,0.0,14.053850861709911,0.0,0.4323077969268869,0.7797695398330688,0.1403319537639618,0.2017618972174371,21.69604154821652,27.18209947716839
TP_0506,2500,465,1860.0,0.18599999999986805,0.8140000000000001,6.491400283813476,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,493,1972.0,0.1971999999998601,0.8028,6.525000283813476,34.900001525878906,33.08823673333406,34.900001525878906,34.900001525878906,34.900001525878906,10000.000000007094,112.0,0.01119999999999205,-0.011200000000000099,-1.8117647925448495,0.0,0.0,0.0,1.3413934891774368,103.85084049635772,residential,0.0,13.347067647710048,0.0,0.4166015032824455,0.4061509668827057,0.3354637324810028,0.173724651012193,20.28476880727828,25.23911831514497
TP_0507,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,850,3400.0,0.34000000000150904,0.6599999999999999,4.08,12.0,12.0,12.0,12.0,12.0,9999.999999955617,3400.0,0.34000000000150904,-0.3400000000000001,12.0,12.0,12.0,12.0,1.3413934825425264,103.85173905619288,civic_institutional,0.0,11.760026623329194,0.0,0.381333924962871,0.315509170293808,0.6100198030471802,0.0,18.45708177028365,6.6
TP_0508,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,512,2048.0,0.20480000000181048,0.7952,2.4576,12.0,12.0,12.0,12.0,12.0,9999.999999911597,2048.0,0.20480000000181048,-0.20479999999999998,12.0,12.0,12.0,12.0,1.341393475575598,103.85263761602349,park_open_space,0.0,7.780204983851875,0.0,0.2928934440855972,0.1693897396326065,0.7566690444946289,0.0,17.860074520055182,3.3
TP_0509,2500,5,20.0,0.001999999999983338,0.998,0.1034000015258789,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,2500,5,20.0,0.001999999999983338,0.998,0.1034000015258789,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,10000.00000008331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413934682766515,103.85353617584929,transport,0.6213664334314163,18.394466660928018,0.0,0.5287659257984003,0.6026144623756409,0.313612699508667,0.0013662948711464,18.994073124407503,6.694684234570451
TP_0510,2500,530,2120.0,0.21199999999927888,0.788,10.960400161743165,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,2500,530,2120.0,0.21199999999927888,0.788,10.960400161743165,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,10000.000000034015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.341393460645687,103.85443473567008,residential,0.0,6.156170703244296,0.0,0.2568037934054288,0.1074017435312271,0.5496038198471069,0.156290129246975,20.429140959768628,24.030905956815367
TP_0511,2500,426,1704.0,0.1704000000015219,0.8296,11.567120361328126,71.30000305175781,67.88216174488336,71.30000305175781,71.30000305175781,71.30000305175781,2500,426,1704.0,0.1704000000015219,0.8296,11.567120361328126,71.30000305175781,67.88216174488336,71.30000305175781,71.30000305175781,71.30000305175781,9999.999999910688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413934526827045,103.85533329548564,residential,0.0,7.245491437148482,0.0,0.2810109208255218,0.3568329215049743,0.4392322301864624,0.1278064687734801,21.12547724154757,22.056988286002177
TP_0512,2500,472,1888.0,0.1887999999985267,0.8112,11.759040112304687,71.30000305175781,62.28305144229178,71.30000305175781,57.29999923706055,71.30000305175781,2500,574,2296.0,0.22959999999820832,0.7704,12.371040112304687,71.30000305175781,53.88083672606571,71.30000305175781,57.29999923706055,71.30000305175781,10000.000000078035,408.0,0.04079999999968162,-0.04080000000000006,-8.40221471622607,0.0,0.0,0.0,1.341393444387704,103.85623185529576,residential,0.0,8.032274836821356,0.0,0.2984949963738079,0.388675719499588,0.3639985918998718,0.1652322709710352,21.09323230627747,24.650596378292743
TP_0513,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999961437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413934357606854,103.85713041510024,park_open_space,0.1404195423912414,20.740778706895032,0.0050655776329223,0.5809061934865563,0.8272355198860168,0.1461689323186874,0.0,20.33947742776429,3.3
TP_0514,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,362,1448.0,0.14479999999920456,0.8552,1.7376,12.0,12.0,12.0,12.0,12.0,10000.000000054933,1448.0,0.14479999999920456,-0.14480000000000004,12.0,12.0,12.0,12.0,1.3413934268016487,103.85802897489876,water,0.0,12.977413367185742,0.0472394795451881,0.4083869637152387,0.4280194938182831,0.494871973991394,0.0,18.75791848741289,3.3
TP_0515,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,477,1908.0,0.19080000000130148,0.8092,1.5264,8.0,8.0,8.0,8.0,8.0,9999.999999931788,1908.0,0.19080000000130148,-0.19079999999999997,8.0,8.0,8.0,8.0,1.3413934175105944,103.85892753469122,transport,0.0,4.159346848785356,0.0,0.2124299299730079,0.2975406348705292,0.635365903377533,0.0,16.591290952404233,6.6
TP_0516,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1850,7400.0,0.7400000000035132,0.26,5.752,8.0,7.772972972972973,8.0,8.0,8.0,9999.999999952524,7400.0,0.7400000000035132,-0.74,7.772972972972973,8.0,8.0,8.0,1.3413934078875218,103.85982609447731,transport,0.0,0.0,0.0,0.0493191399093904,0.0614148676395416,0.8923808336257935,0.0,13.849777965392883,6.6
TP_0517,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,545,2180.0,0.21799999999889366,0.782,1.744,8.0,8.0,8.0,8.0,8.0,10000.00000005075,2180.0,0.21799999999889366,-0.21799999999999997,8.0,8.0,8.0,8.0,1.3413933979324313,103.86072465425686,transport,0.3481314934602149,8.15654713342243,0.0,0.3012566029649429,0.2853462994098663,0.6557528972625732,0.0,9.425973820336138,6.6
TP_0518,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000066575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413933876453228,103.8616232140296,other,0.3994009165818069,25.82949128702039,0.4304915214503398,0.5044191300519332,0.5433109998703003,0.4228621125221252,0.0,5.139386432342455,6.6
TP_0519,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000014916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413933770261963,103.86252177379534,other,0.0,50.69509896324223,0.8449183160540372,0.8015716202019989,0.9700002074241638,0.0299451667815446,0.0,3.008587496463436,6.6
TP_0520,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999896318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3413933660750523,103.86342033355383,other,0.0,26.76226945920599,0.4460378243200998,0.7104197130925027,0.9700002074241638,0.0299759712070226,0.0,2.594533746514181,6.6
TP_0521,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000053114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.34139335479189,103.8643188933049,residential,0.0,60.0,1.0,0.840862861317969,0.9700002074241638,0.0299815088510513,0.0,2.587425626673347,13.2
TP_0522,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,31,124.0,0.012399999999997068,0.9876,0.186,15.0,15.0,15.0,15.0,15.0,10000.000000002365,124.0,0.012399999999997068,-0.012399999999999967,15.0,15.0,15.0,15.0,1.34139334317671,103.86521745304827,residential,0.1517134027777813,59.8663644889028,0.9977727414817132,0.793251194100281,0.9700002074241638,0.0299989264458417,0.0,3.946001932746955,13.2
TP_0523,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,458,1832.0,0.18319999999841713,0.8168,9.8928,54.0,54.0,54.0,54.0,54.0,10000.000000086402,1832.0,0.18319999999841713,-0.18320000000000003,54.0,54.0,54.0,54.0,1.3422979073897512,103.84005778053086,residential,0.0,14.754504670441213,0.0281287430933889,0.4478778815653603,0.5913675427436829,0.3361563980579376,0.0,11.502639753594377,13.2
TP_0524,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,689,2756.0,0.27560000000087226,0.7243999999999999,3.3096,15.0,12.008708272859216,15.0,12.0,12.0,9999.99999996835,2756.0,0.27560000000087226,-0.27560000000000007,12.008708272859216,15.0,12.0,12.0,1.34229790473727,103.84095634073336,residential,0.0,16.715467360490848,0.2785911226748475,0.3689440489473241,0.635488748550415,0.301569402217865,0.0,13.742028043291494,13.2
TP_0525,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,211,844.0,0.08440000000001228,0.9156,1.1448,15.0,13.563981042654028,15.0,15.0,15.0,9999.999999998545,844.0,0.08440000000001228,-0.08440000000000003,13.563981042654028,15.0,15.0,15.0,1.3422979017525467,103.84185490093398,residential,0.2121217550196961,17.801376495715054,0.0,0.5155861443492235,0.8827555775642395,0.0961370021104812,0.0,17.030802061288586,13.2
TP_0526,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,738,2952.0,0.29520000000122965,0.7048,3.5424,12.0,12.0,12.0,12.0,12.0,9999.999999958345,2952.0,0.29520000000122965,-0.2952,12.0,12.0,12.0,12.0,1.342297898435582,103.84275346113247,civic_institutional,0.0040523488659336,9.294717984221544,0.0,0.3265492885382565,0.1368531435728073,0.7936720252037048,0.0,19.28107719442123,6.6
TP_0527,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1743,6972.0,0.6971999999960432,0.30279999999999996,8.3664,12.0,12.0,12.0,12.0,12.0,10000.000000056752,6972.0,0.6971999999960432,-0.6972,12.0,12.0,12.0,12.0,1.3422978947863746,103.84365202132864,civic_institutional,0.0,2.584157385996733,0.0,0.1774257196888163,0.0,0.9541966915130616,0.0,18.65093081222252,6.6
TP_0528,2500,187,748.0,0.07479999999989932,0.9252,2.9823600128173826,46.099998474121094,39.87112316600779,46.099998474121094,34.900001525878906,46.099998474121094,2500,316,1264.0,0.12639999999982987,0.8735999999999999,3.531160012817383,46.099998474121094,27.936392506466635,46.099998474121094,34.900001525878906,46.099998474121094,10000.00000001346,516.0,0.05159999999993055,-0.05160000000000009,-11.934730659541156,0.0,0.0,0.0,1.3422978908049257,103.84455058152226,residential,0.2809505092844714,17.78273860612582,0.0,0.5151719690250182,0.5554666519165039,0.3748548030853271,0.0918625775584815,17.82688176512486,19.56607662480277
TP_0529,2500,557,2228.0,0.2227999999991854,0.7772,6.637800173950195,46.099998474121094,29.792639918986513,46.099998474121094,34.900001525878906,46.099998474121094,2500,708,2832.0,0.28319999999896456,0.7168,7.241800173950195,46.099998474121094,25.571328297846733,46.099998474121094,34.900001525878906,34.900001525878906,10000.000000036562,604.0,0.06039999999977916,-0.06040000000000001,-4.22131162113978,0.0,0.0,-11.199996948242188,1.3422978864912345,103.8454491417131,residential,0.1320118137808683,10.712536179224816,0.0,0.3580563595383292,0.6903133392333984,0.1528013348579406,0.2459395564371577,18.437393458688582,30.24361126109503
TP_0530,2500,892,3568.0,0.3568000000053609,0.6432,7.3272001953125,34.900001525878906,20.53587498686239,34.900001525878906,12.5,34.900001525878906,2500,892,3568.0,0.3568000000053609,0.6432,7.3272001953125,34.900001525878906,20.53587498686239,34.900001525878906,12.5,34.900001525878906,9999.999999849751,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3422978818453013,103.84634770190092,residential,0.1401760704863535,7.534958027081445,0.0,0.287443511712921,0.34818235039711,0.3940924704074859,0.3734650113792425,20.079849444409287,39.081125288581504
TP_0531,2500,366,1464.0,0.1463999999997204,0.8536,5.109360223388672,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,423,1692.0,0.16919999999967683,0.8308,5.451360223388672,34.900001525878906,32.218441036576074,34.900001525878906,34.900001525878906,34.900001525878906,10000.0000000191,228.0,0.02279999999995644,-0.022800000000000042,-2.681560489302832,0.0,0.0,0.0,1.342297876867126,103.84724626208552,residential,0.1403618701534374,10.085068490540596,0.0,0.3441126331231243,0.5325272083282471,0.2840861082077026,0.1308841899894157,21.69777948532731,22.27027436626652
TP_0532,2500,386,1544.0,0.15439999999933438,0.8456,5.388560235595703,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,386,1544.0,0.15439999999933438,0.8456,5.388560235595703,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,10000.00000004311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3422978715567089,103.84814482226668,residential,0.3204148595188827,8.697576363906387,0.0,0.3132794747534753,0.4269036650657654,0.4063646197319031,0.1378732821516608,22.53258902013859,22.75461845311009
TP_0533,2500,264,1056.0,0.10560000000007491,0.8944,3.6854401611328127,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,285,1140.0,0.11400000000008087,0.886,3.8534401611328124,34.900001525878906,33.80210667660362,34.900001525878906,34.900001525878906,34.900001525878906,9999.999999992906,84.0,0.008400000000005958,-0.008399999999999963,-1.097894849275285,0.0,0.0,0.0,1.3422978659140492,103.8490433824442,residential,0.1405375430588797,10.329906679232034,0.0,0.3495534817607118,0.4479587972164154,0.3370731174945831,0.1155985166805066,22.491440948901413,21.21097720595911
TP_0534,2500,125,500.0,0.04999999999921056,0.95,1.8435600662231446,57.29999923706055,36.87120132446289,57.29999923706055,34.900001525878906,34.900001525878906,2500,510,2040.0,0.2039999999967791,0.796,3.5895600662231444,57.29999923706055,17.595882677564433,57.29999923706055,12.0,34.900001525878906,10000.000000157888,1540.0,0.15399999999756853,-0.15399999999999991,-19.275318646898455,0.0,-22.900001525878906,0.0,1.3422978599391482,103.8499419426178,residential,0.1405217337311678,12.366957727150169,0.0,0.3948212828255593,0.5604464411735535,0.3266149163246155,0.0561487633945127,21.83615905550786,17.091109303239733
TP_0535,2500,258,1032.0,0.10320000000103058,0.8968,3.601680157470703,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,498,1992.0,0.19920000000198926,0.8008,4.753680157470703,34.900001525878906,23.863856212202325,34.900001525878906,34.900001525878906,34.900001525878906,9999.999999900137,960.0,0.09600000000095868,-0.09600000000000009,-11.036145313676581,0.0,0.0,0.0,1.342297853632005,103.85084050278728,residential,0.1310783883191223,11.404765385971816,0.0,0.3734392307993737,0.4548477530479431,0.4203164577484131,0.1012285322478815,20.14758167694304,20.21513728477819
TP_0536,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,650,2600.0,0.26000000000186335,0.74,3.12,12.0,12.0,12.0,12.0,12.0,9999.999999928332,2600.0,0.26000000000186335,-0.26,12.0,12.0,12.0,12.0,1.3422978469926197,103.85173906295242,civic_institutional,0.0,7.20673111903405,0.0,0.2801495804229789,0.1268022954463958,0.8082447052001953,0.0,17.512184718433733,6.6
TP_0537,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,345,1380.0,0.13800000000060497,0.862,1.656,12.0,12.0,12.0,12.0,12.0,9999.999999956162,1380.0,0.13800000000060497,-0.138,12.0,12.0,12.0,12.0,1.3422978400209924,103.852637623113,civic_institutional,0.0,11.715693495088916,0.0002704582335213,0.3803487443353092,0.3016423285007477,0.6503521203994751,0.0,16.699163232757193,6.6
TP_0538,2500,1,4.0,0.0003999999999952706,0.9996,0.02068000030517578,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,2500,1,4.0,0.0003999999999952706,0.9996,0.02068000030517578,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,51.70000076293945,10000.000000118234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342297832717123,103.85353618326882,transport,0.713318598396261,19.938940812190072,0.1173158323948584,0.5630875736042238,0.6423924565315247,0.3007154166698456,0.0007014375121466,18.24313333967691,6.648609619591762
TP_0539,2500,379,1516.0,0.1516000000011637,0.8484,10.566040434265137,71.30000305175781,69.69683663763283,71.30000305175781,71.30000305175781,71.30000305175781,2500,379,1516.0,0.1516000000011637,0.8484,10.566040434265137,71.30000305175781,69.69683663763283,71.30000305175781,71.30000305175781,71.30000305175781,9999.999999923239,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.342297825081012,103.85443474341962,residential,1.1601947676697844e-05,18.29375077079488,0.0,0.5265277949065528,0.9184503555297852,0.0507250316441059,0.1381067734253389,20.21588728270255,22.770799398375985
TP_0540,2500,199,796.0,0.07960000000042279,0.9204,5.294680139160156,71.30000305175781,66.51608215025323,71.30000305175781,71.30000305175781,71.30000305175781,2500,199,796.0,0.07960000000042279,0.9204,5.294680139160156,71.30000305175781,66.51608215025323,71.30000305175781,71.30000305175781,71.30000305175781,9999.999999946886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3422978171126594,103.8553333035652,residential,0.0,16.22463820426112,0.0,0.480547515650247,0.7142193913459778,0.1593408286571502,0.0649885945139279,20.932008805064395,17.703709599815202
TP_0541,2500,219,876.0,0.0875999999989786,0.9124,4.549079901123047,57.29999923706055,51.93013585756903,57.29999923706055,57.29999923706055,57.29999923706055,2500,219,876.0,0.0875999999989786,0.9124,4.549079901123047,57.29999923706055,51.93013585756903,57.29999923706055,57.29999923706055,57.29999923706055,10000.000000116597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3422978088120645,103.85623186370532,residential,0.0,14.464914761643431,0.0,0.4414425502587429,0.6545732617378235,0.1952310800552368,0.0750809316927474,20.314958820893523,18.4031085663074
TP_0542,2500,106,424.0,0.042399999999726976,0.9576,1.9546399353027344,46.099998474121094,46.099998474121094,46.099998474121094,46.099998474121094,46.099998474121094,2500,106,424.0,0.042399999999726976,0.9576,1.9546399353027344,46.099998474121094,46.099998474121094,46.099998474121094,46.099998474121094,46.099998474121094,10000.000000064392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3422978001792272,103.85713042383976,residential,0.1553686449874514,20.88638437091511,0.0203867660764212,0.5841418749092246,0.9041640758514404,0.077922448515892,0.0501314767882389,18.97190728643807,16.67411134142496
TP_0543,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,15,60.0,0.006000000000077707,0.994,0.09,15.0,15.0,15.0,15.0,15.0,9999.999999870488,60.0,0.006000000000077707,-0.006000000000000005,15.0,15.0,15.0,15.0,1.3422977912141485,103.85802898396832,transport,0.0,0.405734379226398,0.0067622396537733,0.1222429344142628,0.1704428791999817,0.7716584801673889,0.0,17.386892128572967,6.6
TP_0544,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,113,452.0,0.04520000000014717,0.9548,0.4988,15.0,11.035398230088495,15.0,8.0,15.0,9999.99999996744,452.0,0.04520000000014717,-0.04520000000000002,11.035398230088495,15.0,8.0,15.0,1.3422977819168274,103.85892754409076,transport,0.0,0.1137346477420502,0.0,0.12252743661649,0.0,0.9733926653862,0.0,15.854195400512378,6.6
TP_0545,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1126,4504.0,0.45040000000063085,0.5496,3.6032,8.0,8.0,8.0,8.0,8.0,9999.999999985994,4504.0,0.45040000000063085,-0.4504,8.0,8.0,8.0,8.0,1.3422977722872649,103.85982610420686,transport,0.071938577064482,0.0083868080519117,0.0,0.1201863735122647,0.0788194313645362,0.8770556449890137,0.0,14.034547235468104,6.6
TP_0546,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000072396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3422977623254606,103.86072466431638,transport,0.5772225332192616,10.71220026818154,0.0,0.3580488948484787,0.3426594734191894,0.5996986031532288,0.0,10.821238947212793,6.6
TP_0547,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,37,148.0,0.014800000000067303,0.9852,0.222,15.0,15.0,15.0,15.0,15.0,9999.999999954525,148.0,0.014800000000067303,-0.014800000000000035,15.0,15.0,15.0,15.0,1.342297752031414,103.86162322441912,other,0.1216945122487217,13.439469613475422,0.00625893443573,0.4186548802994538,0.9354127049446106,0.0641738250851631,0.0,7.915692174360511,6.6
TP_0548,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,393,1572.0,0.15719999999923082,0.8428,2.358,15.0,15.0,15.0,15.0,15.0,10000.00000004893,1572.0,0.15719999999923082,-0.1572,15.0,15.0,15.0,15.0,1.3422977414051258,103.86252178451488,other,0.1322613554364283,16.38302732877761,0.031962406307041,0.4840672739728358,0.7618104219436646,0.1971844434738159,0.0,5.553897613645535,6.6
TP_0549,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,535,2140.0,0.21400000000160377,0.786,3.21,15.0,15.0,15.0,15.0,15.0,9999.999999925058,2140.0,0.21400000000160377,-0.21399999999999997,15.0,15.0,15.0,15.0,1.3422977304465955,103.86342034460336,residential,0.1124632197598496,17.792408339772766,0.2849304482225655,0.5153868519949504,0.6135389804840088,0.3158446848392486,0.0,4.269928108171849,13.2
TP_0550,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,3,12.0,0.0012000000000067666,0.9988,0.018,15.0,15.0,15.0,15.0,15.0,9999.999999943611,12.0,0.0012000000000067666,-0.0011999999999999789,15.0,15.0,15.0,15.0,1.3422977191558236,103.86431890468444,residential,0.0020124241640116,59.9930107944397,0.9998835132406616,0.8513353292250355,0.9668408036231996,0.032909158617258,0.0,2.438053895516768,13.2
TP_0551,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,84,336.0,0.03359999999987593,0.9664,0.504,15.0,15.0,15.0,15.0,15.0,10000.000000036925,336.0,0.03359999999987593,-0.03359999999999996,15.0,15.0,15.0,15.0,1.34229770753281,103.8652174647578,residential,0.2269205483845829,60.0,1.0,0.8270894116102194,0.9700002074241638,0.0299999974668025,0.0,3.732162719448873,13.2
TP_0552,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,10,40.0,0.004000000000007494,0.996,0.216,54.0,54.0,54.0,54.0,54.0,9999.999999981264,40.0,0.004000000000007494,-0.0040000000000000036,54.0,54.0,54.0,54.0,1.343202271873837,103.8400577830021,residential,0.1811201990594592,16.152361934197028,0.2264755282996758,0.4789413763154895,0.4030211865901947,0.5248437523841858,0.0,4.756601472938579,13.2
TP_0553,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,231,924.0,0.09239999999988571,0.9076,4.8648,54.0,52.64935064935065,54.0,54.0,54.0,10000.00000001237,924.0,0.09239999999988571,-0.09240000000000004,52.64935064935065,54.0,54.0,54.0,1.3432022692195684,103.84095634353484,residential,0.0,47.075727240607705,0.7845954540101284,0.6181196796072765,0.8549859523773193,0.1077862158417701,0.0,6.993197433800541,13.2
TP_0554,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,156,624.0,0.06239999999974007,0.9376,0.8748,15.0,14.01923076923077,15.0,15.0,15.0,10000.000000041655,624.0,0.06239999999974007,-0.06240000000000001,14.01923076923077,15.0,15.0,15.0,1.3432022662328336,103.84185490406566,residential,0.1433887417911098,28.4004531073005,0.473340885121675,0.5647811890189746,0.8715035319328308,0.1018835678696632,0.0,15.45747549787806,13.2
TP_0555,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,743,2972.0,0.2972000000001189,0.7028,3.5664,12.0,12.0,12.0,12.0,12.0,9999.999999995998,2972.0,0.2972000000001189,-0.2972,12.0,12.0,12.0,12.0,1.3432022629136326,103.84275346459437,civic_institutional,0.0,7.93452295472161,0.0033761237388607,0.2963227323271469,0.01380171533674,0.9318789839744568,0.0,17.966590392848357,6.6
TP_0556,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1237,4948.0,0.4948000000025561,0.5052,5.9376,12.0,12.0,12.0,12.0,12.0,9999.99999994834,4948.0,0.4948000000025561,-0.4948,12.0,12.0,12.0,12.0,1.343202259261966,103.84365202512076,civic_institutional,0.0,9.299567029938569,0.0,0.3266570451097459,0.1090834438800811,0.8382756114006042,0.0,13.012925136537248,6.6
