cell_id,n_total_pixels_v10,n_building_pixels_v10,n_open_pixels_v10,building_pixel_fraction_v10,open_pixel_fraction_v10,building_area_m2_v10,dsm_building_height_mean_m_v10,dsm_building_height_p50_m_v10,dsm_building_height_p90_m_v10,dsm_building_height_max_m_v10,svf_umep_mean_open_v10,svf_umep_p10_open_v10,svf_umep_p90_open_v10,svf_umep_mean_all_v10,shade_fraction_umep_0800_open_v10,shade_fraction_umep_0900_open_v10,shade_fraction_umep_1000_open_v10,shade_fraction_umep_1100_open_v10,shade_fraction_umep_1200_open_v10,shade_fraction_umep_1300_open_v10,shade_fraction_umep_1400_open_v10,shade_fraction_umep_1500_open_v10,shade_fraction_umep_1600_open_v10,shade_fraction_umep_1700_open_v10,shade_fraction_umep_1800_open_v10,shade_fraction_umep_1900_open_v10,shade_fraction_umep_10_16_open_v10,shade_fraction_umep_13_15_open_v10,shade_fraction_umep_peak_open_v10,umep_morphology_version,umep_includes_vegetation,veg_transmissivity_pct,veg_trunk_zone_pct,umep_shadow_date,shade_interpretation
TP_0011,2704,829,1875,0.3065828402366864,0.6934171597633136,3316.0,22.834740651387214,18.0,42.0,42.0,0.5999486753098413,0.2744814157485962,0.8338143825531006,0.698719786593318,0.7776,0.41706666666666664,0.30666666666666664,0.21333333333333335,0.12853333333333333,0.047466666666666664,0.08213333333333334,0.15146666666666667,0.26453333333333334,0.3930666666666667,0.6805333333333333,0.8912,0.17059047619047618,0.09368888888888889,0.8912,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0012,2601,985,1616,0.37870049980776627,0.6212995001922338,3940.0,12.96751269035533,12.0,20.0,42.0,0.6466099853765699,0.41274537444114684,0.8302883148193361,0.7383686557296664,0.9300742574257426,0.6219059405940595,0.37933168316831684,0.20606435643564355,0.11138613861386139,0.03094059405940594,0.07425742574257425,0.17388613861386137,0.27784653465346537,0.390470297029703,0.6021039603960396,0.9375,0.17910183875530408,0.09302805280528052,0.9375,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0013,2601,791,1810,0.30411380238369856,0.6958861976163014,3164.0,24.329962073324904,20.0,48.0,48.0,0.35520706347676484,0.01751946620643139,0.6231273889541626,0.5327834719039499,0.938121546961326,0.825414364640884,0.7546961325966851,0.611049723756906,0.4287292817679558,0.32154696132596683,0.39723756906077345,0.4983425414364641,0.587292817679558,0.6889502762430939,0.8961325966850828,0.9441988950276243,0.5141278610891871,0.4057090239410681,0.9441988950276243,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0014,2652,687,1965,0.25904977375565613,0.7409502262443439,2748.0,36.12081513828239,30.0,69.0,69.0,0.31434466047094334,0.01660320721566677,0.641232931613922,0.4397472234219313,0.9145038167938931,0.7979643765903308,0.6417302798982188,0.5297709923664122,0.44732824427480916,0.39134860050890585,0.46259541984732827,0.5735368956743002,0.7389312977099237,0.8356234096692112,0.9063613231552163,0.92264631043257,0.5407488186114141,0.47582697201017804,0.92264631043257,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0015,2500,944,1556,0.3776,0.6224,3776.0,14.360169491525424,10.0,30.0,30.0,0.4935314013176193,0.2741062492132187,0.6689655482769012,0.6145355531904847,1.0,0.8142673521850899,0.5931876606683805,0.37982005141388175,0.17609254498714652,0.07455012853470437,0.17480719794344474,0.27892030848329047,0.5218508997429306,0.8065552699228792,0.9852185089974294,1.0,0.3141755416819684,0.17609254498714652,1.0,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0016,2600,896,1704,0.3446153846153846,0.6553846153846153,3584.0,22.248883928571427,15.0,57.0,57.0,0.4631148492307762,0.1856688603758812,0.6551124036312104,0.5874360305767506,0.9254694835680751,0.6784037558685446,0.49295774647887325,0.3673708920187793,0.2764084507042254,0.15610328638497653,0.20129107981220656,0.306924882629108,0.392018779342723,0.49002347417840375,0.7881455399061033,0.9413145539906104,0.3132964453386989,0.2214397496087637,0.9413145539906104,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0017,2652,307,2345,0.11576168929110106,0.8842383107088989,1228.0,21.383061859429077,15.0,39.0,46.099998474121094,0.24156152807104767,0.020864457264542578,0.6224432706832885,0.3200388614818454,0.9236673773987207,0.7961620469083156,0.6955223880597015,0.6068230277185501,0.5825159914712154,0.5692963752665245,0.5786780383795309,0.614498933901919,0.6925373134328359,0.7961620469083156,0.9159914712153518,0.935181236673774,0.6199817240328969,0.5874911158493248,0.935181236673774,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0018,2601,292,2309,0.1122645136485967,0.8877354863514033,1168.0,6.30787664733521,4.099999904632568,12.0,12.0,0.378045167948585,0.02260531671345234,0.8074308514595032,0.42069655685201285,0.9562581203984409,0.6669553919445648,0.5543525335643136,0.5032481593763534,0.4724989172802079,0.4724989172802079,0.4798614118666089,0.5110437418796016,0.5374621048072759,0.6197488090082287,0.7916847119965353,0.9562581203984409,0.5044236837220814,0.48780135700880606,0.9562581203984409,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0019,2652,174,2478,0.06561085972850679,0.9343891402714932,696.0,31.451149567790416,39.0,54.0,54.0,0.06691511422163476,0.0203614654019475,0.29139919579029083,0.11986046723760664,0.9386602098466506,0.9382566585956417,0.9217110573042776,0.8870056497175142,0.8454398708635997,0.8220338983050848,0.841000807102502,0.8611783696529459,0.8930589184826473,0.9196933010492333,0.9354317998385795,0.9386602098466506,0.8673469387755103,0.8414043583535108,0.9386602098466506,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0020,2601,745,1856,0.2864282968089196,0.7135717031910803,2980.0,45.46926202454023,51.70000076293945,54.0,54.0,0.20828073710956718,0.019539878517389298,0.33388504385948187,0.42974573221318424,0.9455818965517241,0.9412715517241379,0.8609913793103449,0.6848060344827587,0.48060344827586204,0.22144396551724138,0.4110991379310345,0.7106681034482759,0.8830818965517241,0.9078663793103449,0.9455818965517241,0.9455818965517241,0.607527709359606,0.4477370689655172,0.9455818965517241,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0021,2600,897,1703,0.345,0.655,3588.0,30.312151247575265,30.0,46.099998474121094,46.099998474121094,0.28962847087776294,0.019703295454382895,0.4945367813110351,0.5005787971332669,0.9036993540810335,0.82031708749266,0.6946564885496184,0.5637110980622431,0.3957721667645332,0.22548443922489725,0.36876100998238404,0.5977686435701702,0.7322372284204345,0.8802113916617733,0.9412800939518496,0.9412800939518496,0.511198724939183,0.39733803092581715,0.9412800939518496,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0022,2652,623,2029,0.23491704374057315,0.7650829562594268,2492.0,27.97608274211853,29.299999237060547,29.299999237060547,46.099998474121094,0.30249150972872907,0.02330225147306919,0.5589186429977417,0.46724640043862165,0.925086249383933,0.8669295219319862,0.7693445046821095,0.5874815179891573,0.42582552981764416,0.2858551010349926,0.36569738787580086,0.46426811237062593,0.6126170527353376,0.7565303104977822,0.8965007392804337,0.925086249383933,0.5015841723579525,0.3719402004271399,0.925086249383933,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0023,2704,312,2392,0.11538461538461539,0.8846153846153846,1248.0,22.192307117657784,29.299999237060547,29.299999237060547,29.299999237060547,0.2446768278795783,0.02394409142434597,0.6799263715744018,0.3289265759103,0.8733277591973244,0.7851170568561873,0.7010869565217391,0.6241638795986622,0.5652173913043478,0.5338628762541806,0.5744147157190636,0.6141304347826086,0.6688963210702341,0.7462374581939799,0.8566053511705686,0.9147157190635451,0.6116817964644051,0.5741360089186176,0.9147157190635451,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0024,2550,114,2436,0.04470588235294118,0.9552941176470588,456.0,27.68508700320595,29.299999237060547,29.299999237060547,29.299999237060547,0.406973591608121,0.025935562327504158,0.8309381306171417,0.42992329092975706,0.8530377668308703,0.6268472906403941,0.5164203612479474,0.47619047619047616,0.46798029556650245,0.4618226600985222,0.4872742200328407,0.5020525451559934,0.5472085385878489,0.6399835796387521,0.8608374384236454,0.9794745484400657,0.4941355852685902,0.4837164750957854,0.9794745484400657,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0025,2600,5,2595,0.0019230769230769232,0.9980769230769231,20.0,30.0,30.0,30.0,30.0,0.536282300042037,0.025842854008078574,0.9027072191238403,0.5369857892043889,0.6188824662813102,0.4631984585741811,0.40346820809248557,0.37263969171483624,0.36416184971098264,0.36107899807321775,0.35722543352601155,0.35876685934489405,0.3699421965317919,0.3930635838150289,0.4932562620423892,0.9614643545279383,0.36961189099917424,0.3590237636480411,0.9614643545279383,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0026,2652,727,1925,0.274132730015083,0.725867269984917,2908.0,12.027510316368637,10.0,15.0,15.0,0.5622849905599714,0.13349032700061805,0.7996571660041809,0.6606250401102006,0.7418181818181818,0.4727272727272727,0.33714285714285713,0.2290909090909091,0.1548051948051948,0.09714285714285714,0.14857142857142858,0.19428571428571428,0.2690909090909091,0.37506493506493505,0.4961038961038961,0.921038961038961,0.20430426716140998,0.14666666666666667,0.921038961038961,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0027,2652,1026,1626,0.38687782805429866,0.6131221719457014,4104.0,9.270955165692008,6.0,10.0,48.0,0.6499026963232006,0.4671390920877457,0.793919837474823,0.7638157994747162,0.8720787207872078,0.6574415744157441,0.43849938499384994,0.21648216482164823,0.07011070110701106,0.008610086100861008,0.025215252152521524,0.1014760147601476,0.18880688806888068,0.34993849938499383,0.6328413284132841,0.906519065190652,0.14988578457213145,0.045100451004510045,0.906519065190652,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0028,2704,1077,1627,0.39829881656804733,0.6017011834319527,4308.0,10.050139275766016,6.0,30.0,48.0,0.6512152166514856,0.37753629088401797,0.8412905931472778,0.7632171077787876,0.6939151813153043,0.345421020282729,0.23786109403810696,0.11862323294406883,0.044253226797787336,0.0,0.06146281499692686,0.19606637984019668,0.31407498463429623,0.46465888137676703,0.6379840196681008,0.8746158574062692,0.13890596189305468,0.08584306494570786,0.8746158574062692,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0029,2704,685,2019,0.2533284023668639,0.7466715976331361,2740.0,8.886131386861313,9.0,12.0,15.0,0.5834381267572073,0.029158682376146317,0.8813520669937134,0.6844457889929414,0.8380386329866271,0.5032194155522536,0.34224863793957405,0.2595344229816741,0.21941555225359088,0.20158494304110947,0.1986131748390292,0.25656265477959384,0.3298662704309064,0.45121347201584944,0.7057949479940565,0.8989598811292719,0.25826080803792545,0.21892025755324418,0.8989598811292719,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0030,2652,700,1952,0.26395173453996984,0.7360482654600302,2800.0,9.715714285714286,9.0,15.0,15.0,0.7283689241411372,0.32994528114795685,0.9466813206672668,0.7853178975917399,0.8345286885245902,0.5353483606557377,0.20491803278688525,0.1362704918032787,0.09631147540983606,0.05430327868852459,0.07581967213114754,0.1290983606557377,0.16854508196721313,0.21311475409836064,0.305327868852459,0.5660860655737705,0.12360948477751757,0.08640710382513661,0.8345286885245902,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0031,2704,630,2074,0.23298816568047337,0.7670118343195266,2520.0,12.457142857142857,15.0,15.0,15.0,0.7063519829874211,0.2536145865917206,0.9165673971176147,0.748331549654901,0.8389585342333655,0.6923818707810994,0.48071359691417553,0.2232401157184185,0.10221793635486982,0.06798457087753135,0.07618129218900675,0.11234329797492767,0.1523625843780135,0.19575699132111862,0.2685631629701061,0.5110896817743491,0.17357762777242042,0.0855030536804886,0.8389585342333655,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0032,2550,426,2124,0.16705882352941176,0.8329411764705882,1704.0,53.91549295774648,102.0,102.0,102.0,0.4491410872323318,0.021234731562435626,0.7968140244483948,0.46809906068481505,0.844632768361582,0.7080979284369114,0.5988700564971752,0.5400188323917138,0.4562146892655367,0.3757062146892655,0.4171374764595104,0.4369114877589454,0.4722222222222222,0.5235404896421846,0.6275894538606404,0.8206214689265536,0.4710115684691956,0.4099183929692405,0.844632768361582,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0033,2600,659,1941,0.25346153846153846,0.7465384615384615,2636.0,23.990895295902884,18.0,45.0,66.0,0.4769924063820317,0.016731197014451027,0.8330550193786621,0.542720623376593,0.6269963936115405,0.508500772797527,0.4482225656877898,0.33281813498196805,0.26378155589902114,0.18753219989696032,0.24678001030396704,0.33384853168469864,0.487892838742916,0.6182380216383307,0.7037609479649665,0.9484801648634724,0.3286965481710458,0.256053580628542,0.9484801648634724,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0034,2704,851,1853,0.3147189349112426,0.6852810650887574,3404.0,25.184488836662748,9.0,81.0,81.0,0.5085618030661101,0.012219098582863809,0.8171305298805237,0.5776656475214288,0.5029681597409607,0.3853211009174312,0.34052887209929844,0.27576902320561253,0.22611980572045332,0.18078791149487317,0.23745277927684835,0.34430652995143013,0.40151106314085266,0.46087425796006476,0.5423637344846195,0.8424177010253643,0.28663942641276696,0.2541824069077172,0.8424177010253643,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0035,2652,550,2102,0.20739064856711917,0.7926093514328808,2200.0,16.68109130859375,9.0,71.30000305175781,71.30000305175781,0.4058900952250816,0.01789531987160444,0.8105046153068542,0.49217145659904926,0.763558515699334,0.5670789724072313,0.4581351094196004,0.4324452901998097,0.4115128449096099,0.3867745004757374,0.39628924833491913,0.42816365366317793,0.4676498572787821,0.505708848715509,0.5870599429115129,0.807802093244529,0.4258529291830909,0.4037424674912782,0.807802093244529,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0036,2704,874,1830,0.32322485207100593,0.6767751479289941,3496.0,29.323798627002287,39.0,57.0,57.0,0.5217919730762338,0.2082371786236763,0.749754786491394,0.6274534192051738,0.6087431693989072,0.5781420765027322,0.48688524590163934,0.36775956284153005,0.24207650273224043,0.09453551912568306,0.1453551912568306,0.21256830601092896,0.25245901639344265,0.2901639344262295,0.45737704918032784,0.7775956284153005,0.2573770491803279,0.15081967213114755,0.7775956284153005,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0037,2704,1493,1211,0.5521449704142012,0.4478550295857988,5972.0,30.65304755525787,12.0,60.0,60.0,0.3378952111491181,0.015658773481845856,0.6936066269874572,0.5591469273300842,0.6589595375722543,0.5400495458298926,0.49793559042113955,0.45747316267547483,0.4277456647398844,0.30388109000825764,0.32865400495458297,0.4112303881090008,0.45251857968620973,0.4921552436003303,0.5078447563996696,0.6135425268373246,0.41134835437065,0.34792182769061375,0.6589595375722543,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0038,2601,523,2078,0.20107650903498656,0.7989234909650135,2092.0,29.806883365200765,45.0,45.0,45.0,0.1998669964889772,0.01638045907020569,0.6734322786331177,0.27338554907422513,0.951395572666025,0.7839268527430221,0.7319538017324351,0.6881616939364774,0.6607314725697786,0.6506256015399422,0.6689124157844081,0.7127045235803657,0.7439846005774784,0.793070259865255,0.821944177093359,0.8734359961501443,0.6938677299601265,0.677414180301572,0.951395572666025,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0039,2652,908,1744,0.34238310708898945,0.6576168929110106,3632.0,20.818281938325992,21.0,36.0,36.0,0.3058404501003386,0.01875882986932993,0.609018886089325,0.4954564094938338,0.8153669724770642,0.8056192660550459,0.6794724770642202,0.5177752293577982,0.4334862385321101,0.34977064220183485,0.4168577981651376,0.5269495412844036,0.6416284403669725,0.7740825688073395,0.8411697247706422,0.8663990825688074,0.5094200524246396,0.43119266055045874,0.8663990825688074,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0040,2652,458,2194,0.1726998491704374,0.8273001508295625,1832.0,32.7467248908297,24.0,60.0,60.0,0.4765985803030993,0.1877995878458023,0.6543500781059265,0.5391171996459365,0.8655423883318141,0.6358249772105743,0.5483135824977211,0.3659981768459435,0.22333637192342753,0.11577028258887875,0.15496809480401094,0.23883318140382861,0.3391066545123063,0.49179580674567,0.7620783956244302,0.9307201458523245,0.28376090636801665,0.16985718626557278,0.9307201458523245,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0041,2704,845,1859,0.3125,0.6875,3380.0,11.668639053254438,9.0,30.0,54.0,0.5363507834243451,0.29525923132896426,0.7315902829170228,0.607331743954122,0.7498655190962883,0.41473910704679934,0.2969338353953739,0.20333512641204948,0.14039806347498654,0.06078536847767617,0.12318450779989241,0.2678859601936525,0.4588488434642281,0.6906939214631522,0.78536847767617,0.8902635825712749,0.22162452931683702,0.1506186121570737,0.8902635825712749,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0042,2704,712,1992,0.26331360946745563,0.7366863905325444,2848.0,11.532303370786517,12.0,24.0,30.0,0.6603774373196649,0.47982679903507236,0.8047366142272949,0.7044081077814102,0.8298192771084337,0.45481927710843373,0.26957831325301207,0.1395582329317269,0.061746987951807226,0.0015060240963855422,0.01606425702811245,0.08082329317269077,0.18072289156626506,0.3177710843373494,0.626004016064257,0.8975903614457831,0.10714285714285714,0.03279785809906292,0.8975903614457831,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0043,2704,818,1886,0.3025147928994083,0.6974852071005917,3272.0,15.704156479217604,12.0,30.0,48.0,0.5163065711873518,0.20981154292821902,0.7078673481941223,0.6186577110730112,0.8637327677624602,0.5546129374337222,0.37645811240721105,0.2550371155885472,0.1765641569459173,0.11983032873807,0.15429480381760338,0.23117709437963946,0.32237539766702017,0.4840933191940615,0.7057264050901378,0.8918345705196182,0.23367671564914408,0.1684340756451043,0.8918345705196182,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0044,2704,524,2180,0.1937869822485207,0.8062130177514792,2096.0,28.161641972665567,18.0,71.30000305175781,71.30000305175781,0.316848097856888,0.020588365383446217,0.6387908160686493,0.4167608933340758,0.9064220183486239,0.7642201834862385,0.6311926605504588,0.5371559633027523,0.47706422018348627,0.4013761467889908,0.42660550458715596,0.45458715596330274,0.505045871559633,0.5834862385321101,0.7059633027522936,0.9064220183486239,0.4904325032765399,0.4275229357798165,0.9064220183486239,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0045,2704,627,2077,0.23187869822485208,0.7681213017751479,2508.0,10.148325358851675,15.0,18.0,18.0,0.1335415454103785,0.015735683590173723,0.622911787033081,0.15900445965891705,0.9017814155031295,0.8252286952335098,0.7655272026961965,0.7371208473760231,0.7284545016851228,0.7202696196437169,0.7467501203659124,0.7534906114588349,0.7843042850264805,0.8363023591718826,0.9017814155031295,0.9017814155031295,0.7479881697503267,0.7401701171561547,0.9017814155031295,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0046,2704,652,2052,0.2411242603550296,0.7588757396449705,2608.0,25.34355828220859,15.0,39.0,39.0,0.3853540257807797,0.02143343482166529,0.7020257949829102,0.5206998337294907,0.9005847953216374,0.6072124756335283,0.49122807017543857,0.4337231968810916,0.3635477582846004,0.2709551656920078,0.34649122807017546,0.4298245614035088,0.5097465886939572,0.5906432748538012,0.7485380116959064,0.9005847953216374,0.4065023670286828,0.349090318388564,0.9005847953216374,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0047,2601,345,2256,0.13264129181084197,0.8673587081891581,1380.0,30.730434782608697,40.5,40.5,40.5,0.20546794871123306,0.02155049853026867,0.6312658667564393,0.29165898476578295,0.9552304964539007,0.9406028368794326,0.8745567375886525,0.7415780141843972,0.6644503546099291,0.6223404255319149,0.6374113475177305,0.6662234042553191,0.7322695035460993,0.7894503546099291,0.9033687943262412,0.9552304964539007,0.7055471124620062,0.6419917257683215,0.9552304964539007,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0048,2652,750,1902,0.2828054298642534,0.7171945701357466,3000.0,26.414400060653687,39.0,40.5,40.5,0.4157138341276773,0.022985574975609782,0.8147724270820618,0.5664325564708561,0.8243953732912723,0.5793901156677181,0.46740273396424814,0.38853838065194535,0.2939011566771819,0.15615141955835962,0.28180862250262884,0.5010515247108307,0.7060988433228181,0.8038906414300736,0.8980021030494216,0.9200841219768665,0.3992789544840018,0.3130038555906064,0.9200841219768665,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0049,2652,899,1753,0.3389894419306184,0.6610105580693816,3596.0,21.459733094734133,18.100000381469727,40.5,40.5,0.4892650445909248,0.1826174408197403,0.7542764544487,0.635130778677389,0.9098687963491158,0.7393040501996577,0.553907586993725,0.38163148887621223,0.23844837421563034,0.07701083856246435,0.13576725613234455,0.2766685681688534,0.4015972618368511,0.5002852253280091,0.7461494580718768,0.9132915002852253,0.2950044821122973,0.16314888762122076,0.9132915002852253,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
