cell_id,n_total_pixels_v10,n_building_pixels_v10,n_open_pixels_v10,building_pixel_fraction_v10,open_pixel_fraction_v10,building_area_m2_v10,dsm_building_height_mean_m_v10,dsm_building_height_p50_m_v10,dsm_building_height_p90_m_v10,dsm_building_height_max_m_v10,svf_umep_mean_open_v10,svf_umep_p10_open_v10,svf_umep_p90_open_v10,svf_umep_mean_all_v10,shade_fraction_umep_0800_open_v10,shade_fraction_umep_0900_open_v10,shade_fraction_umep_1000_open_v10,shade_fraction_umep_1100_open_v10,shade_fraction_umep_1200_open_v10,shade_fraction_umep_1300_open_v10,shade_fraction_umep_1400_open_v10,shade_fraction_umep_1500_open_v10,shade_fraction_umep_1600_open_v10,shade_fraction_umep_1700_open_v10,shade_fraction_umep_1800_open_v10,shade_fraction_umep_1900_open_v10,shade_fraction_umep_10_16_open_v10,shade_fraction_umep_13_15_open_v10,shade_fraction_umep_peak_open_v10,umep_morphology_version,umep_includes_vegetation,veg_transmissivity_pct,veg_trunk_zone_pct,umep_shadow_date,shade_interpretation
TP_0001,2550,863,1687,0.3384313725490196,0.6615686274509804,3452.0,11.475086906141367,15.0,15.0,15.0,0.5199236192099895,0.10025395601987842,0.8222723007202148,0.638860374600254,0.9555423829282751,0.6650859513930053,0.45287492590397155,0.3135743924125667,0.23770005927682275,0.13930053349140487,0.15767634854771784,0.24599881446354474,0.34321280379371666,0.43864848844101956,0.6959098992294013,0.97036158861885,0.2700482682699636,0.18099189883422248,0.97036158861885,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0002,2652,1012,1640,0.3815987933634992,0.6184012066365008,4048.0,14.190711462450594,15.0,15.0,21.0,0.18878828882573356,0.015276218112558127,0.49388318061828607,0.39871345172123984,0.875609756097561,0.8097560975609757,0.7335365853658536,0.6317073170731707,0.5640243902439024,0.48353658536585364,0.5542682926829269,0.6371951219512195,0.7567073170731707,0.8567073170731707,0.9,0.9073170731707317,0.6229965156794425,0.5583333333333333,0.9073170731707317,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0003,2652,391,2261,0.14743589743589744,0.8525641025641025,1564.0,12.57928388746803,12.5,21.0,21.0,0.800437113483012,0.5966607451438904,0.9008122444152832,0.8210053698420524,0.5754091110128262,0.1826625386996904,0.09553295002211411,0.06501547987616099,0.03361344537815126,0.0,0.009287925696594427,0.05174701459531181,0.102609464838567,0.17735515258735074,0.40513047324192836,0.9327731092436975,0.05111518291527138,0.020344980097302078,0.9327731092436975,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0004,2704,1172,1532,0.4334319526627219,0.5665680473372781,4688.0,9.069539249146757,6.0,12.5,12.5,0.4903740205175064,0.02402001731097698,0.780706137418747,0.694616579112038,0.5992167101827677,0.3661879895561358,0.2898172323759791,0.23890339425587467,0.21018276762402088,0.19647519582245432,0.20365535248041775,0.23759791122715404,0.27610966057441255,0.3244125326370757,0.4164490861618799,0.8668407310704961,0.2361059306229019,0.21257615317667536,0.8668407310704961,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0005,2652,843,1809,0.3178733031674208,0.6821266968325792,3372.0,10.602135228375381,12.0,12.5,20.0,0.17644250197375422,0.0206545889377594,0.6117411255836487,0.35194133146740497,0.8833609729132117,0.8590381426202321,0.7827529021558872,0.724709784411277,0.6788280818131565,0.6533996683250415,0.6500829187396352,0.6826976229961305,0.7086788280818132,0.7440574903261471,0.7700386954118298,0.9104477611940298,0.697307115217563,0.662060070020269,0.9104477611940298,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0006,2601,1304,1297,0.5013456362937332,0.4986543637062668,5216.0,11.374233128834355,12.0,12.0,12.0,0.2886610292482274,0.021124491468071938,0.5994387269020081,0.5900136129539459,0.8242097147262915,0.725520431765613,0.5844255975327679,0.49498843484965305,0.4109483423284503,0.37702390131071706,0.4217424826522745,0.48959136468774095,0.5466461063993832,0.6391673091750193,0.8064764841942945,0.9221279876638396,0.47505231853728386,0.4294525828835775,0.9221279876638396,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0007,2704,796,1908,0.2943786982248521,0.7056213017751479,3184.0,30.64070351758794,27.0,87.0,87.0,0.2557202017605917,0.014021306205540896,0.62883180975914,0.3539078511893749,0.7882599580712788,0.7269392033542977,0.6745283018867925,0.5854297693920335,0.5172955974842768,0.4523060796645702,0.4758909853249476,0.5419287211740041,0.6132075471698113,0.6645702306079665,0.739517819706499,0.8584905660377359,0.5515124288709194,0.49004192872117397,0.8584905660377359,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0008,2704,1264,1440,0.46745562130177515,0.5325443786982249,5056.0,16.599683544303797,12.0,42.0,42.0,0.29143048164699964,0.016289605759084225,0.6049966514110565,0.5063393831629306,0.7444444444444445,0.6361111111111111,0.5548611111111111,0.4826388888888889,0.4284722222222222,0.32916666666666666,0.37916666666666665,0.44513888888888886,0.5097222222222222,0.6555555555555556,0.7125,0.7888888888888889,0.4470238095238095,0.38449074074074074,0.7888888888888889,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0009,2652,430,2222,0.16214177978883862,0.8378582202111614,1720.0,19.046511627906977,24.0,33.0,33.0,0.22988503933861706,0.024192445538938047,0.5990574955940247,0.34008745530880985,0.9023402340234024,0.738973897389739,0.666966696669667,0.6044104410441045,0.5882088208820883,0.5715571557155715,0.5747074707470747,0.6318631863186318,0.6791179117911791,0.7596759675967597,0.8474347434743474,0.8703870387038704,0.6166902404526166,0.5927092709270926,0.9023402340234024,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
TP_0010,2704,832,1872,0.3076923076923077,0.6923076923076923,3328.0,22.209134615384617,21.0,27.0,36.0,0.2828039991788285,0.010969974473118782,0.6328147888183594,0.4181321136305109,0.8830128205128205,0.6896367521367521,0.5924145299145299,0.5240384615384616,0.4583333333333333,0.38247863247863245,0.46100427350427353,0.5245726495726496,0.5854700854700855,0.6623931623931624,0.7638888888888888,0.8402777777777778,0.5040445665445665,0.45601851851851855,0.8830128205128205,v10_reviewed_dsm_with_veg,True,3,25,20260320,zero_is_shade
