temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,direct_radiation,diffuse_radiation,cloud_cover,station_id,station_name,station_lat,station_lon,openmeteo_endpoint,openmeteo_url,openmeteo_utc_offset_seconds,time_sgt,openmeteo_api_used
26.1,95,1.88,90.0,0.0,90.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 10:00:00+08:00,historical_forecast
27.4,85,2.85,256.0,4.0,252.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 11:00:00+08:00,historical_forecast
28.2,83,3.19,603.0,270.0,333.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 12:00:00+08:00,historical_forecast
28.7,79,3.8,555.0,203.0,352.0,99,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 13:00:00+08:00,historical_forecast
27.7,84,2.8,562.0,208.0,354.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 14:00:00+08:00,historical_forecast
27.8,83,3.11,265.0,29.0,236.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 15:00:00+08:00,historical_forecast
27.6,85,1.87,257.0,32.0,225.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 16:00:00+08:00,historical_forecast
27.7,83,0.74,171.0,3.0,168.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 17:00:00+08:00,historical_forecast
27.1,85,1.6,120.0,23.0,97.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 18:00:00+08:00,historical_forecast
26.3,91,1.59,27.0,0.0,27.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 19:00:00+08:00,historical_forecast
26.0,89,0.15,0.0,0.0,0.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 20:00:00+08:00,historical_forecast
25.8,90,1.12,0.0,0.0,0.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 21:00:00+08:00,historical_forecast
25.7,93,1.57,0.0,0.0,0.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 22:00:00+08:00,historical_forecast
25.7,94,1.66,0.0,0.0,0.0,100,S129,Bedok North Street 2,1.325746,103.939691,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-08 23:00:00+08:00,historical_forecast
25.9,95,0.72,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 00:00:00+08:00,historical_forecast
25.6,96,0.76,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 01:00:00+08:00,historical_forecast
25.5,96,0.81,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 02:00:00+08:00,historical_forecast
25.5,95,0.98,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 03:00:00+08:00,historical_forecast
25.4,95,0.92,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 04:00:00+08:00,historical_forecast
25.4,95,0.85,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 05:00:00+08:00,historical_forecast
25.4,95,1.48,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 06:00:00+08:00,historical_forecast
25.8,93,1.96,0.0,0.0,0.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 07:00:00+08:00,historical_forecast
26.0,96,0.47,53.0,20.0,33.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 08:00:00+08:00,historical_forecast
27.4,92,1.15,182.0,67.0,115.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 09:00:00+08:00,historical_forecast
28.4,84,1.68,343.0,127.0,216.0,100,S130,West Coast Road,1.310524,103.763426,https://historical-forecast-api.open-meteo.com/v1/forecast,https://historical-forecast-api.open-meteo.com/v1/forecast?latitude=1.36777%2C1.433789%2C1.372566%2C1.305738%2C1.354825%2C1.325746%2C1.310524%2C1.337859%2C1.4084245%2C1.2571%2C1.263757%2C1.390524%2C1.382564%2C1.24950363476734%2C1.41046864267577%2C1.286011%2C1.3418179%2C1.365386%2C1.280001%2C1.3715018&longitude=103.982262%2C103.780731%2C103.724358%2C103.878174%2C103.852219%2C103.939691%2C103.763426%2C103.695383%2C103.7808629%2C103.698%2C103.616417%2C103.749664%2C103.84619%2C103.819177652546%2C103.904965342662%2C103.846988%2C103.833913%2C103.692372%2C103.8697302%2C103.9642012&start_date=2026-05-07&end_date=2026-05-08&hourly=temperature_2m%2Crelative_humidity_2m%2Cwind_speed_10m%2Cshortwave_radiation%2Cdirect_radiation%2Cdiffuse_radiation%2Ccloud_cover&timezone=Asia%2FSingapore&wind_speed_unit=ms,28800,2026-05-07 10:00:00+08:00,historical_forecast
