run_id,scheduled_at_utc,started_at_utc,completed_at_utc,source,exit_code,rows_fetched,rows_added,stations_seen,station_ids_seen,warnings,api_status,commit_sha,chunk_path
gha_20260606_013457Z,2026-06-06T01:34:57Z,2026-06-06T01:34:57Z,2026-06-06T01:42:11Z,gha,0,27,27,27,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S130"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S145: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S187: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,6eba1e5ab51e41ab7a640f95f773aab05bf272ed,data/calibration/v11/live_chunks/wbgt_pairs_2026-06-06.csv.gz
gha_20260606_054006Z,2026-06-06T05:40:06Z,2026-06-06T05:40:06Z,2026-06-06T05:48:42Z,gha,0,27,27,27,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S130"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S127: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S140: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S149: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,2ca15503285cfbd5ffca2f6e633f57c2cd37245d,data/calibration/v11/live_chunks/wbgt_pairs_2026-06-06.csv.gz
gha_20260606_081839Z,2026-06-06T08:18:39Z,2026-06-06T08:18:39Z,2026-06-06T08:25:52Z,gha,0,27,27,27,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S130"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S145: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S184: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,9fd663712db68b906ec18c2c5b76791fd2e699ff,data/calibration/v11/live_chunks/wbgt_pairs_2026-06-06.csv.gz
gha_20260606_102845Z,2026-06-06T10:28:45Z,2026-06-06T10:28:45Z,2026-06-06T10:34:08Z,gha,0,27,27,27,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S130"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S145: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,cd7cc648a8eae2296fa49ab440f11f0a723a40bd,data/calibration/v11/live_chunks/wbgt_pairs_2026-06-06.csv.gz
