run_id,scheduled_at_utc,started_at_utc,completed_at_utc,source,exit_code,rows_fetched,rows_added,stations_seen,station_ids_seen,warnings,api_status,commit_sha,chunk_path
gha_20260818_002442Z,2026-08-18T00:24:42Z,2026-08-18T00:24:42Z,2026-08-18T00:32:32Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S135: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S146: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,7ba2e82a7309048d0907960ecd07ead3a9a1aeb9,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_020425Z,2026-08-18T02:04:25Z,2026-08-18T02:04:25Z,2026-08-18T02:12:52Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S143: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S151: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,3d5fa4c4f316240e258770880cc7fc666a420d18,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_030718Z,2026-08-18T03:07:17Z,2026-08-18T03:07:18Z,2026-08-18T03:14:33Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S146: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S184: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,ab23675a0f925b0e700a8b5d1921f6c3d700f774,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_035748Z,2026-08-18T03:57:48Z,2026-08-18T03:57:48Z,2026-08-18T04:05:01Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S135: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S143: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,319f6de4ce53788bd3d1b3da8d29bf4d5e95cd0f,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_044816Z,2026-08-18T04:48:16Z,2026-08-18T04:48:16Z,2026-08-18T04:55:29Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S144: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S184: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,cf3eb622d6d1dac2cf77c8909e553e75924d9a2e,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_051809Z,2026-08-18T05:18:09Z,2026-08-18T05:18:09Z,2026-08-18T05:25:22Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S145: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S184: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,8f96ed7c64de70b0203dc636b958dc7aa96a2734,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_055120Z,2026-08-18T05:51:20Z,2026-08-18T05:51:20Z,2026-08-18T05:59:13Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S135: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S145: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,be1a56c5a6a6e9ecb254daf120402d607d6955a7,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_063427Z,2026-08-18T06:34:27Z,2026-08-18T06:34:27Z,2026-08-18T06:41:05Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S135: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S145: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,561bc4b1d1067b4e468a5f0eec373b3d95a9540a,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_072316Z,2026-08-18T07:23:15Z,2026-08-18T07:23:16Z,2026-08-18T07:28:37Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S135: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S147: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,7efea3d2e70d07b3ac7faea0227fc67c38af6c38,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
gha_20260818_080609Z,2026-08-18T08:06:09Z,2026-08-18T08:06:09Z,2026-08-18T08:15:12Z,gha,0,26,26,26,"[""S124"", ""S125"", ""S126"", ""S127"", ""S128"", ""S129"", ""S132"", ""S135"", ""S137"", ""S139"", ""S140"", ""S141"", ""S142"", ""S143"", ""S144"", ""S145"", ""S146"", ""S147"", ""S148"", ""S149"", ""S150"", ""S151"", ""S153"", ""S180"", ""S184"", ""S187""]","[""openmeteo station_S132: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S144: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S153: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))"", ""openmeteo station_S187: ReadTimeout(ReadTimeoutError(\""HTTPSConnectionPool(host='api.open-meteo.com', port=443): Read timed out. (read timeout=35)\""))""]",warn,e577291eccb90863cae817fdd3e2e904e50f871d,data/calibration/v11/live_chunks/wbgt_pairs_2026-08-18.csv.gz
