n,tp,fp,tn,fn,precision,recall,f1,cv_scheme,model,event_threshold_c,score_threshold_c
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.2
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.3
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.4
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.5
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.6
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.7
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.8
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,33.9
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.0
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.1
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.2
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.3
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.4
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.5
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.6
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.7
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.8
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,34.9
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.0
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.1
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.2
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.3
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.4
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.5
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.6
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.7
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.8
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,35.9
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.0
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.1
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.2
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.3
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.4
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.5
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.6
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.7
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.8
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,36.9
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.0
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.1
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.2
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.3
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.4
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.5
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.6
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.7
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.8
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,37.9
5426,0,0,5397,29,,0.0,,loso,M6_v10_overhead_ridge,33,38.0
5426,471,2460,2494,1,0.16069600818833163,0.9978813559322034,0.2768145753746694,time_block,M0_raw_proxy,31,26.0
5426,471,2303,2651,1,0.16979091564527757,0.9978813559322034,0.2902033271719039,time_block,M0_raw_proxy,31,26.1
5426,471,2198,2756,1,0.17647058823529413,0.9978813559322034,0.2999044890162369,time_block,M0_raw_proxy,31,26.2
5426,461,2098,2856,11,0.18014849550605705,0.9766949152542372,0.3041900362916529,time_block,M0_raw_proxy,31,26.3
5426,457,1930,3024,15,0.19145370758273983,0.9682203389830508,0.3196922000699545,time_block,M0_raw_proxy,31,26.4
5426,456,1769,3185,16,0.2049438202247191,0.9661016949152542,0.3381535038932147,time_block,M0_raw_proxy,31,26.5
5426,452,1603,3351,20,0.21995133819951337,0.9576271186440678,0.3577364463791056,time_block,M0_raw_proxy,31,26.6
5426,448,1414,3540,24,0.24060150375939848,0.9491525423728814,0.3838903170522707,time_block,M0_raw_proxy,31,26.7
5426,431,1262,3692,41,0.25457767277023036,0.913135593220339,0.39815242494226327,time_block,M0_raw_proxy,31,26.8
5426,430,1172,3782,42,0.26841448189762795,0.9110169491525424,0.4146576663452266,time_block,M0_raw_proxy,31,26.9
5426,419,1087,3867,53,0.2782204515272244,0.8877118644067796,0.42366026289180986,time_block,M0_raw_proxy,31,27.0
5426,413,1055,3899,59,0.28133514986376024,0.875,0.4257731958762887,time_block,M0_raw_proxy,31,27.1
5426,388,1017,3937,84,0.27615658362989326,0.8220338983050848,0.4134256792754396,time_block,M0_raw_proxy,31,27.2
5426,357,985,3969,115,0.2660208643815201,0.7563559322033898,0.3936052921719955,time_block,M0_raw_proxy,31,27.3
5426,351,916,4038,121,0.2770323599052881,0.7436440677966102,0.40368027602070156,time_block,M0_raw_proxy,31,27.4
5426,333,854,4100,139,0.2805391743892165,0.7055084745762712,0.4014466546112116,time_block,M0_raw_proxy,31,27.5
5426,308,816,4138,164,0.27402135231316727,0.652542372881356,0.3859649122807018,time_block,M0_raw_proxy,31,27.6
5426,292,680,4274,180,0.3004115226337449,0.6186440677966102,0.40443213296398894,time_block,M0_raw_proxy,31,27.7
5426,265,595,4359,207,0.3081395348837209,0.5614406779661016,0.39789789789789787,time_block,M0_raw_proxy,31,27.8
5426,228,500,4454,244,0.3131868131868132,0.4830508474576271,0.37999999999999995,time_block,M0_raw_proxy,31,27.9
5426,219,408,4546,253,0.3492822966507177,0.4639830508474576,0.3985441310282075,time_block,M0_raw_proxy,31,28.0
5426,214,365,4589,258,0.3696027633851468,0.4533898305084746,0.40723120837297816,time_block,M0_raw_proxy,31,28.1
5426,204,307,4647,268,0.39921722113502933,0.4322033898305085,0.4150559511698881,time_block,M0_raw_proxy,31,28.2
5426,194,273,4681,278,0.41541755888650966,0.4110169491525424,0.4132055378061768,time_block,M0_raw_proxy,31,28.3
5426,194,273,4681,278,0.41541755888650966,0.4110169491525424,0.4132055378061768,time_block,M0_raw_proxy,31,28.4
5426,135,204,4750,337,0.39823008849557523,0.2860169491525424,0.33292231812577067,time_block,M0_raw_proxy,31,28.5
5426,99,168,4786,373,0.3707865168539326,0.2097457627118644,0.26792963464140734,time_block,M0_raw_proxy,31,28.6
5426,54,94,4860,418,0.36486486486486486,0.11440677966101695,0.17419354838709677,time_block,M0_raw_proxy,31,28.7
5426,42,78,4876,430,0.35,0.08898305084745763,0.14189189189189189,time_block,M0_raw_proxy,31,28.8
5426,42,78,4876,430,0.35,0.08898305084745763,0.14189189189189189,time_block,M0_raw_proxy,31,28.9
5426,41,75,4879,431,0.35344827586206895,0.08686440677966102,0.13945578231292519,time_block,M0_raw_proxy,31,29.0
5426,20,52,4902,452,0.2777777777777778,0.0423728813559322,0.07352941176470588,time_block,M0_raw_proxy,31,29.1
5426,10,30,4924,462,0.25,0.0211864406779661,0.0390625,time_block,M0_raw_proxy,31,29.2
5426,5,27,4927,467,0.15625,0.01059322033898305,0.01984126984126984,time_block,M0_raw_proxy,31,29.3
5426,2,14,4940,470,0.125,0.00423728813559322,0.00819672131147541,time_block,M0_raw_proxy,31,29.4
5426,2,14,4940,470,0.125,0.00423728813559322,0.00819672131147541,time_block,M0_raw_proxy,31,29.5
5426,2,14,4940,470,0.125,0.00423728813559322,0.00819672131147541,time_block,M0_raw_proxy,31,29.6
5426,0,8,4946,472,0.0,0.0,,time_block,M0_raw_proxy,31,29.7
5426,0,8,4946,472,0.0,0.0,,time_block,M0_raw_proxy,31,29.8
5426,0,8,4946,472,0.0,0.0,,time_block,M0_raw_proxy,31,29.9
5426,0,4,4950,472,0.0,0.0,,time_block,M0_raw_proxy,31,30.0
5426,0,4,4950,472,0.0,0.0,,time_block,M0_raw_proxy,31,30.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,30.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.0
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,31.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.0
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,32.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.0
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,33.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.0
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,34.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.0
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,35.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.0
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,36.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.0
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.1
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.2
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.3
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.4
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.5
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.6
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.7
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.8
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,37.9
5426,0,0,4954,472,,0.0,,time_block,M0_raw_proxy,31,38.0
5426,29,2902,2495,0,0.00989423404981235,1.0,0.019594594594594596,time_block,M0_raw_proxy,33,26.0
5426,29,2745,2652,0,0.010454217736121124,1.0,0.020692115590438816,time_block,M0_raw_proxy,33,26.1
5426,29,2640,2757,0,0.010865492693892843,1.0,0.021497405485544845,time_block,M0_raw_proxy,33,26.2
5426,29,2530,2867,0,0.011332551778038297,1.0,0.02241112828438949,time_block,M0_raw_proxy,33,26.3
5426,29,2358,3039,0,0.012149141181399247,1.0,0.024006622516556293,time_block,M0_raw_proxy,33,26.4
5426,29,2196,3201,0,0.01303370786516854,1.0,0.025732031943212066,time_block,M0_raw_proxy,33,26.5
5426,29,2026,3371,0,0.014111922141119221,1.0,0.02783109404990403,time_block,M0_raw_proxy,33,26.6
5426,29,1833,3564,0,0.015574650912996778,1.0,0.03067160232681121,time_block,M0_raw_proxy,33,26.7
5426,25,1668,3729,4,0.014766686355581808,0.8620689655172413,0.029036004645760744,time_block,M0_raw_proxy,33,26.8
5426,25,1577,3820,4,0.015605493133583021,0.8620689655172413,0.030656039239730228,time_block,M0_raw_proxy,33,26.9
5426,25,1481,3916,4,0.016600265604249667,0.8620689655172413,0.03257328990228013,time_block,M0_raw_proxy,33,27.0
5426,25,1443,3954,4,0.0170299727520436,0.8620689655172413,0.033400133600534405,time_block,M0_raw_proxy,33,27.1
5426,25,1380,4017,4,0.017793594306049824,0.8620689655172413,0.03486750348675035,time_block,M0_raw_proxy,33,27.2
5426,23,1319,4078,6,0.01713859910581222,0.7931034482758621,0.03355215171407732,time_block,M0_raw_proxy,33,27.3
5426,22,1245,4152,7,0.017363851617995266,0.7586206896551724,0.03395061728395062,time_block,M0_raw_proxy,33,27.4
5426,22,1165,4232,7,0.018534119629317607,0.7586206896551724,0.03618421052631579,time_block,M0_raw_proxy,33,27.5
5426,20,1104,4293,9,0.017793594306049824,0.6896551724137931,0.03469210754553339,time_block,M0_raw_proxy,33,27.6
5426,18,954,4443,11,0.018518518518518517,0.6206896551724138,0.03596403596403597,time_block,M0_raw_proxy,33,27.7
5426,16,844,4553,13,0.018604651162790697,0.5517241379310345,0.0359955005624297,time_block,M0_raw_proxy,33,27.8
5426,16,712,4685,13,0.02197802197802198,0.5517241379310345,0.04227212681638045,time_block,M0_raw_proxy,33,27.9
5426,16,611,4786,13,0.025518341307814992,0.5517241379310345,0.04878048780487805,time_block,M0_raw_proxy,33,28.0
5426,16,563,4834,13,0.027633851468048358,0.5517241379310345,0.05263157894736842,time_block,M0_raw_proxy,33,28.1
5426,16,495,4902,13,0.03131115459882583,0.5517241379310345,0.059259259259259255,time_block,M0_raw_proxy,33,28.2
5426,15,452,4945,14,0.032119914346895075,0.5172413793103449,0.06048387096774193,time_block,M0_raw_proxy,33,28.3
5426,15,452,4945,14,0.032119914346895075,0.5172413793103449,0.06048387096774193,time_block,M0_raw_proxy,33,28.4
5426,5,334,5063,24,0.014749262536873156,0.1724137931034483,0.02717391304347826,time_block,M0_raw_proxy,33,28.5
5426,3,264,5133,26,0.011235955056179775,0.10344827586206896,0.02027027027027027,time_block,M0_raw_proxy,33,28.6
5426,3,145,5252,26,0.02027027027027027,0.10344827586206896,0.03389830508474576,time_block,M0_raw_proxy,33,28.7
5426,3,117,5280,26,0.025,0.10344827586206896,0.040268456375838924,time_block,M0_raw_proxy,33,28.8
5426,3,117,5280,26,0.025,0.10344827586206896,0.040268456375838924,time_block,M0_raw_proxy,33,28.9
5426,3,113,5284,26,0.02586206896551724,0.10344827586206896,0.041379310344827586,time_block,M0_raw_proxy,33,29.0
5426,0,72,5325,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.1
5426,0,40,5357,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.2
5426,0,32,5365,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.3
5426,0,16,5381,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.4
5426,0,16,5381,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.5
5426,0,16,5381,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.6
5426,0,8,5389,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.7
5426,0,8,5389,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.8
5426,0,8,5389,29,0.0,0.0,,time_block,M0_raw_proxy,33,29.9
5426,0,4,5393,29,0.0,0.0,,time_block,M0_raw_proxy,33,30.0
5426,0,4,5393,29,0.0,0.0,,time_block,M0_raw_proxy,33,30.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,30.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.0
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,31.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.0
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,32.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.0
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,33.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.0
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,34.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.0
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,35.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.0
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,36.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.0
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.1
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.2
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.3
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.4
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.5
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.6
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.7
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.8
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,37.9
5426,0,0,5397,29,,0.0,,time_block,M0_raw_proxy,33,38.0
5426,472,3867,1087,0,0.10878082507490205,1.0,0.19621700270214093,time_block,M1_global_bias,31,26.0
5426,472,3763,1191,0,0.1114521841794569,1.0,0.20055236881240704,time_block,M1_global_bias,31,26.1
5426,472,3744,1210,0,0.11195445920303605,1.0,0.20136518771331055,time_block,M1_global_bias,31,26.2
5426,472,3609,1345,0,0.1156579269786817,1.0,0.20733582253459257,time_block,M1_global_bias,31,26.3
5426,472,3418,1536,0,0.12133676092544987,1.0,0.2164144887666208,time_block,M1_global_bias,31,26.4
5426,472,3298,1656,0,0.12519893899204243,1.0,0.2225365393682225,time_block,M1_global_bias,31,26.5
5426,472,3129,1825,0,0.13107470147181338,1.0,0.23177019396022586,time_block,M1_global_bias,31,26.6
5426,472,3041,1913,0,0.13435809849131797,1.0,0.2368883312421581,time_block,M1_global_bias,31,26.7
5426,472,2990,1964,0,0.1363373772385904,1.0,0.23995932892730049,time_block,M1_global_bias,31,26.8
5426,472,2925,2029,0,0.1389461289372976,1.0,0.24399069527009562,time_block,M1_global_bias,31,26.9
5426,472,2732,2222,0,0.14731585518102372,1.0,0.25680087051142547,time_block,M1_global_bias,31,27.0
5426,472,2544,2410,0,0.15649867374005305,1.0,0.2706422018348624,time_block,M1_global_bias,31,27.1
5426,471,2425,2529,1,0.16263812154696133,0.9978813559322034,0.2796912114014252,time_block,M1_global_bias,31,27.2
5426,471,2359,2595,1,0.16643109540636042,0.9978813559322034,0.28528164748637186,time_block,M1_global_bias,31,27.3
5426,463,2205,2749,9,0.17353823088455772,0.9809322033898306,0.2949044585987261,time_block,M1_global_bias,31,27.4
5426,461,2094,2860,11,0.18043052837573387,0.9766949152542372,0.30459200528576147,time_block,M1_global_bias,31,27.5
5426,461,2034,2920,11,0.18476953907815633,0.9766949152542372,0.31075160094371423,time_block,M1_global_bias,31,27.6
5426,456,1819,3135,16,0.20043956043956043,0.9661016949152542,0.33199854386603567,time_block,M1_global_bias,31,27.7
5426,449,1575,3379,23,0.22183794466403162,0.951271186440678,0.3597756410256411,time_block,M1_global_bias,31,27.8
5426,431,1368,3586,41,0.23957754307948861,0.913135593220339,0.3795684720387495,time_block,M1_global_bias,31,27.9
5426,430,1228,3726,42,0.25934861278648974,0.9110169491525424,0.40375586854460094,time_block,M1_global_bias,31,28.0
5426,419,1114,3840,53,0.27332028701891714,0.8877118644067796,0.41795511221945136,time_block,M1_global_bias,31,28.1
5426,413,1068,3886,59,0.27886563133018233,0.875,0.4229390681003585,time_block,M1_global_bias,31,28.2
5426,388,1033,3921,84,0.2730471498944405,0.8220338983050848,0.4099313259376651,time_block,M1_global_bias,31,28.3
