n,mae,rmse,bias,r2,model,cv_scheme,n_folds,n_features,wbgt_ge_31_precision,wbgt_ge_31_recall,wbgt_ge_31_f1,wbgt_ge_31_tp,wbgt_ge_31_fp,wbgt_ge_31_fn,wbgt_ge_33_precision,wbgt_ge_33_recall,wbgt_ge_33_f1,wbgt_ge_33_tp,wbgt_ge_33_fp,wbgt_ge_33_fn
5426,1.3621577719128328,1.8381495480784382,-1.228623737720876,0.27090373533119316,M0_raw_proxy,loso,27,0,,0.0,,0,0,472,,0.0,,0,0,29
5426,1.0813930759686798,1.3699891726740967,-1.9050484749520307e-07,0.5949977281862295,M1_global_bias,loso,27,0,0.0,0.0,,0,8,472,,0.0,,0,0,29
5426,1.0377508125382078,1.3379659804081458,-0.000548093140819492,0.6137101190382218,M2_linear_proxy,loso,27,1,0.2777777777777778,0.0423728813559322,0.07352941176470588,20,52,452,,0.0,,0,0,29
5426,0.7121050959054972,0.9670247692742192,0.0005052171996037155,0.7982105827843033,M3_weather_ridge,loso,27,11,0.37155963302752293,0.1716101694915254,0.23478260869565215,81,137,391,,0.0,,0,0,29
5426,0.7148176003745772,0.9658606510097887,0.0011529245879271426,0.7986961243372326,M4_inertia_ridge,loso,27,9,0.3650190114068441,0.2033898305084746,0.2612244897959184,96,167,376,,0.0,,0,0,29
5426,0.7193585970708783,0.970145711228284,0.0008537251347230422,0.7969059847390426,M5_v10_morphology_ridge,loso,27,15,0.3670886075949367,0.1843220338983051,0.2454160789844852,87,150,385,,0.0,,0,0,29
5426,0.719358597070915,0.9701457112283145,0.0008537251348026817,0.7969059847390298,M6_v10_overhead_ridge,loso,27,17,0.3670886075949367,0.1843220338983051,0.2454160789844852,87,150,385,,0.0,,0,0,29
5426,1.3621577719128328,1.8381495480784382,-1.228623737720876,0.27090373533119316,M0_raw_proxy,time_block,4,0,,0.0,,0,0,472,,0.0,,0,0,29
5426,1.0791552175674153,1.3810571344473466,-0.055491202826211575,0.588427374615649,M1_global_bias,time_block,4,0,0.0,0.0,,0,8,472,,0.0,,0,0,29
5426,1.2187580836102807,1.5332981794691398,5.437928179328873e-05,0.4926864879381406,M2_linear_proxy,time_block,4,1,0.404320987654321,0.2775423728813559,0.32914572864321606,131,193,341,0.0,0.0,,0,12,29
5426,0.8544413464922979,1.1318301786583438,-0.019156696084497906,0.7235696466671688,M3_weather_ridge,time_block,4,11,0.36764705882352944,0.15889830508474576,0.22189349112426032,75,129,397,,0.0,,0,0,29
5426,0.8156901352789099,1.1035586730259346,-0.11974901726127425,0.737206846620333,M4_inertia_ridge,time_block,4,9,0.43010752688172044,0.1694915254237288,0.243161094224924,80,106,392,,0.0,,0,0,29
5426,0.8487474786922332,1.1508932223468813,-0.0736906806396142,0.7141795789593495,M5_v10_morphology_ridge,time_block,4,15,0.41580756013745707,0.2563559322033898,0.31716906946264745,121,170,351,,0.0,,0,0,29
5426,0.8487474786922642,1.1508932223469324,-0.07369068063953847,0.7141795789593242,M6_v10_overhead_ridge,time_block,4,17,0.41580756013745707,0.2563559322033898,0.31716906946264745,121,170,351,,0.0,,0,0,29
