cell_id,lat,lon,building_density,road_fraction,park_distance_m,elderly_proxy,outdoor_exposure_proxy,land_use_hint,centroid_x_svy21,centroid_y_svy21,cell_area_m2,land_use_raw,land_use_fraction,gpr_area_weighted,nearest_park_name,large_park_distance_m,nearest_large_park_name,water_distance_m,nearest_water_name,max_building_height_m,elderly_proxy_source,outdoor_exposure_source,forecast_spatial_note,mean_building_height_m,tree_canopy_fraction,grass_fraction,water_fraction,built_up_fraction,ndvi_mean,dynamic_world_tree_fraction,dynamic_world_grass_fraction,dynamic_world_water_fraction,dynamic_world_built_up_fraction,ndvi_norm_for_greenery_proxy,greenery_fraction_beta,gvi_percent,gvi_source,height_source,tree_canopy_source,ndvi_source,svf,shade_fraction,impervious_fraction,svf_source,shade_fraction_source,impervious_source,impervious_fraction_old_beta,impervious_fraction_vector_component,impervious_fraction_dw_component,impervious_fraction_green_component,elderly_pct_65plus,children_pct_under5,subzone_area_weighted,dominant_subzone,dominant_planning_area,demographic_vulnerability_raw,demographic_vulnerability_score,bus_stop_score_raw,bus_stop_count,mrt_exit_score_raw,mrt_exit_count,sport_facility_score_raw,sport_facility_count,hawker_centre_score_raw,hawker_centre_count,eldercare_score_raw,eldercare_count,preschool_score_raw,preschool_count,outdoor_exposure_raw,node_vulnerability_raw,outdoor_exposure_score_v071,node_vulnerability_score,vulnerability_score_v071,risk_exposure_note_v071,svf_proxy_v07,shade_fraction_proxy_v07,open_pixel_fraction,building_pixel_fraction,n_total_pixels,n_open_pixels,svf_umep_mean_open_with_veg,svf_umep_p10_open_with_veg,svf_umep_p90_open_with_veg,shade_fraction_umep_10_16_open_with_veg,shade_fraction_umep_13_15_open_with_veg,shade_fraction_umep_peak_open_with_veg,shade_fraction_umep_1000_open_with_veg,shade_fraction_umep_1100_open_with_veg,shade_fraction_umep_1200_open_with_veg,shade_fraction_umep_1300_open_with_veg,shade_fraction_umep_1400_open_with_veg,shade_fraction_umep_1500_open_with_veg,shade_fraction_umep_1600_open_with_veg,svf_umep_mean_all_with_veg,dsm_mean_height_all,dsm_max_height,dsm_mean_height_buildings_only,umep_dsm_resolution_m,umep_shadow_date,umep_shadow_time_window,umep_includes_vegetation,veg_canopy_source,veg_transmissivity_pct,veg_trunk_zone_pct,svf_umep_selected,shade_fraction_umep_selected,svf_source_v08,shade_source_v08,umep_morphology_version,umep_morphology_notes,delta_svf_v08_minus_proxy,delta_shade_v08_minus_proxy
TP_0305,1.335062924270232,103.85263756653056,0.0988944381671428,0.0,564.2313617849196,0.35,0.6,park_open_space,30150.0,35250.0,10000.0,PARK,0.567575502508542,1.2972734924743738,TOA PAYOH TOWN PK,1965.007791062497,MACRITCHIE RESERVOIR PK,624.3780823797348,,3.3,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,21.01387978882521,0.5175625024150854,0.0,0.0,0.4824374975849143,0.6342726605299934,0.5175625024150854,0.0,0.0,0.4824374975849143,0.8571211008833224,0.5175625024150854,31.053750144905123,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.1149039566516876,0.841546893119812,0.0318847166684858,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.3012906217396344,0.0988944381671428,0.4824374975849143,0.5175625024150854,0.2326057298772169,0.0395634379263301,BOON TECK:1.00,BOON TECK,TOA PAYOH,0.1843451568894952,0.9097344149117884,3.36779649631909,20,0.5959681197771244,4,0.0395046094199351,1,1.0439859460283842,5,2.224964381071736,5,1.0476370930806886,9,4.003269225516149,4.3165874201808085,0.5950698864972447,1.0,0.9368140904382518,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.7730446578715446,0.4108797251174764,0.8704,0.1296,2500,2176,0.1149039566516876,0.020090315490961,0.4948316812515259,0.841546893119812,0.8080668449401855,0.9692647457122804,0.9198622703552246,0.8545727133750916,0.832909107208252,0.801052451133728,0.7966452836990356,0.8265028595924377,0.8592831492424011,0.2197249084711074,2.7400002479553223,34.900001525878906,21.14197540283203,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.1149039566516876,0.841546893119812,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.658140701219857,0.4306671680023356
TP_0306,1.3350629170057438,103.8535361240526,0.0536095900528247,0.3170738096930328,628.6843640609654,0.35,0.6792684524232582,park_open_space,30250.0,35250.0,10000.0,PARK,0.4004961013496687,1.032411730929576,TOA PAYOH TOWN PK,2053.683271327305,MACRITCHIE RESERVOIR PK,664.0064840714306,,3.3,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,20.12570254084513,0.1653139683895771,0.0,0.0,0.834686031610423,0.5935002622647754,0.1653139683895771,0.0,0.0,0.834686031610423,0.7891671037746256,0.3551251966985815,21.30751180191489,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.0583568811416626,0.9133634567260742,0.4251221173288495,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.7103922127659195,0.3706833997458575,0.834686031610423,0.3551251966985815,0.2326057298772169,0.0395634379263301,BOON TECK:1.00,BOON TECK,TOA PAYOH,0.1843451568894952,0.9097344149117884,4.102160670342473,22,0.3325893224826329,3,0.0,0,0.9927456454613944,5,2.0623996426533795,6,1.2891024560423985,8,4.434749992825106,4.3442477441571725,0.6699762327966939,1.0,0.9368140904382518,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.8600783400759336,0.2915854200356599,0.9416,0.0584,2500,2354,0.0583568811416626,0.0206771846860647,0.0490973815321922,0.9133634567260742,0.901581883430481,0.9687470197677612,0.949176013469696,0.9168480038642884,0.9003697037696838,0.9000001549720764,0.9008965492248536,0.9038489460945128,0.9224045872688292,0.112323097884655,2.0381600856781006,34.900001525878906,34.89999771118164,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.0583568811416626,0.9133634567260742,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.801721458934271,0.6217780366904143
TP_0307,1.335062909410805,103.85443468156966,0.416480182383461,0.0,701.5205126065924,0.55,0.35,residential,30350.0,35250.0,10000.0,RESIDENTIAL,1.0,3.0,TOA PAYOH TOWN PK,2143.3558591430706,MACRITCHIE RESERVOIR PK,668.5834853800588,Ban Yue Chi,42.062076639173846,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,20.98970022017664,0.0,0.0,0.0,1.0,0.3268484440659898,0.0,0.0,0.0,1.0,0.3447474067766496,0.1551363330494923,9.30817998296954,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.3394574522972107,0.4358428120613098,0.6306719246669843,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.9457022834326776,0.416480182383461,1.0,0.1551363330494923,0.2326057298772169,0.0395634379263301,BOON TECK:1.00,BOON TECK,TOA PAYOH,0.1843451568894952,0.9097344149117884,4.085008439129005,21,0.0,0,0.0,0,0.9050018660462752,5,2.025062365454477,7,1.1909687675103895,10,4.085008439129005,4.121032999011142,0.6092600574272623,1.0,0.9368140904382518,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.536162073102094,0.4947760851145131,0.5648,0.4352,2500,1412,0.3394574522972107,0.0223120916634798,0.6268574595451355,0.4358428120613098,0.3816170692443847,0.7379745244979858,0.585233747959137,0.4387747645378113,0.3666926622390747,0.3139447867870331,0.3838173449039459,0.4470892548561096,0.5153470635414124,0.53427654504776,7.037120342254639,57.29999923706055,16.16985321044922,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.3394574522972107,0.4358428120613098,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.19670462080488327,-0.05893327305320328
TP_0308,1.335062901485416,103.85533323908146,0.2401511077034684,0.0,780.3960722613178,0.55,0.35,residential,30450.0,35250.0,10000.0,RESIDENTIAL,1.0,3.0,TOA PAYOH TOWN PK,2233.9054811957103,MACRITCHIE RESERVOIR PK,630.0029892776859,Ban Yue Chi,29.84247176385036,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,26.41501836506371,0.0,0.0,0.0,1.0,0.3702478344979258,0.0,0.0,0.0,1.0,0.4170797241632097,0.1876858758734443,11.261152552406662,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.1579828411340713,0.6347000598907471,0.526232615915012,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.9343099434442944,0.2401511077034684,1.0,0.1876858758734443,0.2326057298772169,0.0395634379263301,BOON TECK:1.00,BOON TECK,TOA PAYOH,0.1843451568894952,0.9097344149117884,3.5963726617991942,17,0.0,0,0.0,0,0.8897517107384955,5,2.0013080947652524,8,0.9714739373774512,12,3.5963726617991942,3.862533742881199,0.5244314311613805,1.0,0.9368140904382518,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.6338924834990013,0.4439097067607147,0.7104,0.2895999999999999,2500,1776,0.1579828411340713,0.0139750950038433,0.375829815864563,0.6347000598907471,0.5930444002151489,0.7911655902862549,0.7083390951156616,0.65514075756073,0.6191272735595703,0.5427197217941284,0.5976521372795105,0.6387613415718079,0.6811599731445312,0.3838012218475342,13.778400421142578,71.30000305175781,47.57734680175781,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.1579828411340713,0.6347000598907471,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.47590964236493,0.1907903531300324
TP_0309,1.3350628932295767,103.85623179658783,0.1050640364823598,0.2926756335332224,863.6579355242258,0.55,0.4231689083833055,residential,30550.0,35250.0,10000.0,RESIDENTIAL,0.5650601164325498,1.894105854239808,TOA PAYOH TOWN PK,2325.229678743489,MACRITCHIE RESERVOIR PK,605.6431755371249,Ban Yue Chi,20.480937728227538,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,34.73595266297944,0.0,0.0,0.0,1.0,0.4125900707224392,0.0,0.0,0.0,1.0,0.487650117870732,0.2194425530418294,13.166553182509764,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.2103192955255508,0.7019109725952148,0.5891485584868764,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.9231951064353596,0.3977396700155822,1.0,0.2194425530418294,0.2283555860845373,0.0315805212386267,PEI CHUN:0.55 | BOON TECK:0.45,PEI CHUN,TOA PAYOH,0.1791618198730596,0.8332145793826481,3.3847690686558907,15,0.0,0,0.0,0,0.952181859483295,4,1.919911371126967,8,0.7746068277657816,10,3.3847690686558907,3.646700058376044,0.487696417165147,1.0,0.8832502055678537,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.7538196605688471,0.391896181936628,0.8328,0.1672,2500,2082,0.2103192955255508,0.0202150829136371,0.6243664622306824,0.7019109725952148,0.6631364822387695,0.8937944769859314,0.7723440527915955,0.6970173716545105,0.6564410328865051,0.6294285655021667,0.664183497428894,0.6957973837852478,0.7981653213500977,0.3014051616191864,3.211120367050171,71.30000305175781,19.205263137817383,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.2103192955255508,0.7019109725952148,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.5435003650432964,0.31001479065858684
TP_0310,1.3350628846432862,103.85713035408854,0.186747972565021,0.0,950.1536873511798,0.55,0.35,residential,30650.0,35250.0,10000.0,RESIDENTIAL,0.4394172772701331,1.8385437057261875,TOA PAYOH TOWN PK,2417.2406621813343,MACRITCHIE RESERVOIR PK,597.2466372032288,Ban Yue Chi,26.141634498755952,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,39.52765860718099,0.0,0.0,0.0,1.0,0.1146807065396107,0.0,0.0,0.0,1.0,0.0,0.0,0.0,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.4185980558395386,0.0692347958683967,0.5933739862825105,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,1.0,0.186747972565021,1.0,0.0,0.2249034749034749,0.025096525096525,PEI CHUN:1.00,PEI CHUN,TOA PAYOH,0.1749517374517374,0.7710625693122629,3.45148895240361,16,0.0,0,0.0,0,1.025798887166302,4,1.8286128268842352,7,0.7297802201717114,10,3.45148895240361,3.584191934222249,0.4992791876979691,1.0,0.839743798518584,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.6436876720665922,0.4594049951610285,0.4264,0.5736,2500,1066,0.4185980558395386,0.3363713026046753,0.5279880166053772,0.0692347958683967,0.0413883700966835,0.210487812757492,0.1114071309566497,0.0795121937990188,0.0513696074485778,0.009099437855184,0.0383020639419555,0.0767636075615882,0.1181894913315773,0.6609969735145569,7.620240688323975,32.099998474121094,13.284937858581545,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.4185980558395386,0.0692347958683967,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.2250896162270536,-0.3901701992926318
TP_0311,1.335062875726546,103.85802891158332,0.0278684946035396,0.4719846715826473,928.1434091056028,0.55,0.4679961678956618,residential,30750.0,35250.0,10000.0,RESIDENTIAL,0.3887244484482876,1.7900816579051595,MAR THOMA ROAD PARK,2509.8629004183003,MACRITCHIE RESERVOIR PK,583.2766792633867,,15.131286676025296,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,36.22860128455111,0.0,0.0,0.0,1.0,0.3770847016516002,0.0,0.0,0.0,1.0,0.428474502752667,0.1928135262387001,11.568811574322009,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.4442933201789856,0.4274061024188995,0.6535198199737434,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.9325152658164548,0.4998531661861869,1.0,0.1928135262387001,0.2249034749034749,0.025096525096525,PEI CHUN:1.00,PEI CHUN,TOA PAYOH,0.1749517374517374,0.7710625693122629,3.176217549446584,13,0.0,0,0.0,0,0.7408250465703904,4,1.7482517261139805,5,0.5735146610732063,5,3.176217549446584,3.062591433757577,0.4514912522939565,0.9082554513732348,0.8122204339305544,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.847569456815279,0.3263335618460825,0.9532,0.0467999999999999,2500,2383,0.4442933201789856,0.025445532053709,0.8608894348144531,0.4274061024188995,0.4007567763328552,0.5904029011726379,0.5031138062477112,0.4241460561752319,0.3960596024990082,0.3960596024990082,0.3911456167697906,0.415065050125122,0.4662526547908783,0.4652357995510101,0.8672399520874023,32.099998474121094,18.530771255493164,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.4442933201789856,0.4274061024188995,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.40327613663629336,0.101072540572817
TP_0312,1.3350628664793545,103.858927469072,0.0,0.2809537810718078,882.4370730309322,0.35,0.670238445267952,transport,30850.0,35250.0,10000.0,ROAD,0.2579971697912329,0.7622481743319959,MAR THOMA ROAD PARK,2603.031144433249,MACRITCHIE RESERVOIR PK,526.8324984279798,,6.6,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,26.99668856487765,0.0,0.0,0.0,1.0,0.310684987647704,0.0,0.0,0.0,1.0,0.3178083127461734,0.143013740735778,8.580824444146682,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.6036169528961182,0.3180492222309112,0.568970020168015,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.9499451907424776,0.2809537810718078,1.0,0.143013740735778,0.2249034749034749,0.025096525096525,PEI CHUN:1.00,PEI CHUN,TOA PAYOH,0.1749517374517374,0.7710625693122629,2.7414004299419625,11,0.0,0,0.0,0,0.4395187089928846,2,1.8294303979756792,5,0.460640957558613,5,2.7414004299419625,2.729590064527177,0.3760057053165626,0.8066369112506405,0.7817348718937762,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.8988101001221709,0.262587187977317,1.0,0.0,2500,2500,0.6036169528961182,0.0254984479397535,0.9388214945793152,0.3180492222309112,0.3173840939998626,0.3371720612049103,0.3232040405273437,0.3123400509357452,0.3123400509357452,0.3123400509357452,0.3197120726108551,0.3201000690460205,0.3263080418109894,0.6036169528961182,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.6036169528961182,0.3180492222309112,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.2951931472260527,0.055462034253594195
TP_0313,1.335062856901713,103.85982602655436,0.0,0.1142858050401176,846.1324883566565,0.35,0.6285714512600293,transport,30950.0,35250.0,10000.0,ROAD,0.5233800686255712,0.7818697006218336,MAR THOMA ROAD PARK,2654.813807967235,BISHAN-ANG MO KIO PARK (RIVER PLAINS),468.1883401367019,,6.6,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,18.927521188057483,0.0,0.0,0.0,1.0,0.3444688424100949,0.0,0.0,0.0,1.0,0.3741147373501582,0.1683516318075712,10.101097908454271,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.295169323682785,0.6489577889442444,0.4729670866162732,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.94107692886735,0.1142858050401176,1.0,0.1683516318075712,0.2249034749034749,0.025096525096525,PEI CHUN:1.00,PEI CHUN,TOA PAYOH,0.1749517374517374,0.7710625693122629,1.606375773942937,8,0.0,0,0.0,0,0.2630661106155229,1,1.5843156483226393,5,0.2913728880606688,4,1.606375773942937,2.138754646998831,0.1789620445505697,0.6263378550614361,0.7276451550370149,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.91714252155176,0.2374376855122776,1.0,0.0,2500,2500,0.295169323682785,0.028719637542963,0.8791617155075073,0.6489577889442444,0.6301119923591614,0.7503921389579773,0.698012113571167,0.655332088470459,0.6402000784873962,0.6402000784873962,0.6242920756340027,0.6258441209793091,0.6588241457939148,0.295169323682785,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.295169323682785,0.6489577889442444,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.6219731978689751,0.41152010343196677
TP_0314,1.3350628469936208,103.86072458403017,0.0,0.0,820.4786333877661,0.35,0.7,commercial,31050.0,35250.0,10000.0,BUSINESS 1,0.788743019173562,1.971857547933905,MAR THOMA ROAD PARK,2697.366006860523,BISHAN-ANG MO KIO PARK (RIVER PLAINS),404.5392972314147,,19.8,placeholder_from_land_use_v07_alpha,placeholder_from_land_use_road_v07_alpha,Open-Meteo supplies background meteorology; v0.7-beta intra-neighbourhood variation uses vector features plus GEE GHSL/DynamicWorld/Sentinel-2 proxies.,17.115417880842323,0.0,0.0,0.0,1.0,0.1915983842420607,0.0,0.0,0.0,1.0,0.1193306404034345,0.0536987881815455,3.221927290892732,v07_beta_proxy_from_DynamicWorld_tree_grass_and_Sentinel2_NDVI_not_streetview_GVI,GHSL_GHS_BUILT_H_2018_100m_from_GEE,DynamicWorld_via_GEE,Sentinel2_composite_via_GEE,0.7296402454376221,0.2126794457435608,0.4731506059092272,v07_beta_screening_proxy_from_building_density_GHSL_height_road_fraction,v07_beta_screening_proxy_from_building_density_GHSL_height_greenery_road,v07_beta_proxy_from_vector_building_road_and_DynamicWorld_built_up_water,0.9812054241364592,0.0,1.0,0.0536987881815455,0.2249034749034749,0.025096525096525,PEI CHUN:1.00,PEI CHUN,TOA PAYOH,0.1749517374517374,0.7710625693122629,1.045841919150313,8,0.0,0,0.0,0,0.1766752379658211,1,1.2078075715359866,5,0.2106325067978773,4,1.045841919150313,1.5951153162996852,0.0816516979005258,0.4604411343766368,0.677876138831575,Static open-data risk/exposure proxies: subzone demographics + weighted distance-decay public nodes; not observed people counts.,0.9139641674069284,0.2132326222112826,1.0,0.0,2500,2500,0.7296402454376221,0.0321613624691963,0.9737568497657776,0.2126794457435608,0.212753340601921,0.2747040092945099,0.2141760289669037,0.1990440189838409,0.1959400177001953,0.1959400177001953,0.2211600095033645,0.2211600095033645,0.2413359880447387,0.7296402454376221,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25,0.7296402454376221,0.2126794457435608,umep_with_veg:svf_umep_mean_open_with_veg,umep_with_veg:shade_fraction_umep_10_16_open_with_veg,v0.8-beta-building-plus-canopy,SVF and shade_fraction replaced with UMEP DSM-derived building+canopy open-pixel values; v0.7 proxy columns retained for comparison.,-0.18432392196930636,-0.000553176467721822
