cell_id,open_pixel_fraction,building_pixel_fraction,n_total_pixels,n_open_pixels,svf_umep_mean_open,svf_umep_p10_open,svf_umep_p90_open,shade_fraction_umep_10_16_open,shade_fraction_umep_13_15_open,shade_fraction_umep_peak_open,shade_fraction_umep_1000_open,shade_fraction_umep_1100_open,shade_fraction_umep_1200_open,shade_fraction_umep_1300_open,shade_fraction_umep_1400_open,shade_fraction_umep_1500_open,shade_fraction_umep_1600_open,svf_umep_mean_all,dsm_mean_height_all,dsm_max_height,dsm_mean_height_buildings_only,umep_dsm_resolution_m,umep_shadow_date,umep_shadow_time_window
TP_0223,0.5736,0.4264,2500,1434,0.48087549209594727,0.36930611729621887,0.5917137861251831,0.13767683506011963,0.0850767120718956,0.4407252371311188,0.22175732254981995,0.1415620595216751,0.06694560497999191,0.004881450440734625,0.06973500549793243,0.1806136667728424,0.27824267745018005,0.6637089848518372,9.957840919494629,37.70000076293945,23.353282928466797,2,20260320,10:00-16:00 LST (UTC+8)
TP_0224,0.7856,0.21440000000000003,2500,1964,0.5499255061149597,0.3405667543411255,0.7933064699172974,0.14620310068130493,0.0780719667673111,0.4663951098918915,0.2225050926208496,0.19042770564556122,0.0840122178196907,0.012219958938658237,0.05549897998571396,0.16649694740772247,0.29226070642471313,0.6386314630508423,7.428800106048584,37.70000076293945,34.64925765991211,2,20260320,10:00-16:00 LST (UTC+8)
TP_0225,0.866,0.134,2500,2165,0.7426204085350037,0.409435898065567,0.946275532245636,0.06684263050556183,0.0384911485016346,0.16951501369476318,0.11963048577308655,0.07713625580072403,0.0443418025970459,0.003695150138810277,0.029561201110482216,0.08221708983182907,0.11131639778614044,0.7699061632156372,3.2811999320983887,37.70000076293945,24.4865665435791,2,20260320,10:00-16:00 LST (UTC+8)
TP_0226,0.8696,0.13039999999999996,2500,2174,0.8053416013717651,0.45995160937309265,0.9709364175796509,0.07096859067678452,0.02974548004567623,0.1991720348596573,0.15087395906448364,0.08969641476869583,0.050137992948293686,0.0,0.024379024282097816,0.06485740840435028,0.1168353259563446,0.8267074227333069,1.9559999704360962,15.0,15.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0227,0.9484,0.05159999999999998,2500,2371,0.9560664296150208,0.9153045415878296,0.9846612811088562,0.009158282540738583,0.0073105585761368275,0.036693379282951355,0.0029523407574743032,0.0029523407574743032,0.0021088148932904005,0.0,0.005482918582856655,0.01644875667989254,0.03416280075907707,0.9574556350708008,0.7739999890327454,15.0,15.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0228,1.0,0.0,2500,2500,0.9853827357292175,0.9832668900489807,0.9888445734977722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9853827357292175,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0229,1.0,0.0,2500,2500,0.9884150624275208,0.9860557317733765,0.9902390241622925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9884150624275208,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0230,1.0,0.0,2500,2500,0.9874078035354614,0.9846612811088562,0.9902390241622925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9874078035354614,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0231,1.0,0.0,2500,2500,0.9843610525131226,0.9765141010284424,0.9888445734977722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9843610525131226,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0232,0.9268,0.07320000000000004,2500,2317,0.8914639353752136,0.7117729783058167,0.9766238331794739,0.04772180691361427,0.014961876906454563,0.16184721887111664,0.12127751111984253,0.06819162517786026,0.04359085112810135,0.0,0.011221406981348991,0.03366422280669212,0.056107036769390106,0.89007169008255,0.9150000214576721,12.5,12.5,2,20260320,10:00-16:00 LST (UTC+8)
TP_0233,1.0,0.0,2500,2500,0.9921677708625793,0.9888445734977722,0.9944223165512085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9921677708625793,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0234,1.0,0.0,2500,2500,0.9870736598968506,0.9846612811088562,0.9888445734977722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9870736598968506,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0235,1.0,0.0,2500,2500,0.9828236103057861,0.9804779887199402,0.9846612811088562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9828236103057861,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0236,1.0,0.0,2500,2500,0.9719954133033752,0.958605945110321,0.9804779887199402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9719954133033752,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0237,0.9996,0.00039999999999995595,2500,2499,0.8934467434883118,0.7762483954429626,0.9572115540504456,0.0018293034518137574,0.0,0.006802720949053764,0.006802720949053764,0.004001600667834282,0.002000800333917141,0.0,0.0,0.0,0.0,0.8934815526008606,0.012839999049901962,32.099998474121094,32.099998474121094,2,20260320,10:00-16:00 LST (UTC+8)
TP_0238,0.9864,0.013599999999999945,2500,2466,0.8001522421836853,0.6620389223098755,0.8996965885162354,0.019348859786987305,0.0020275749266147614,0.08880778402090073,0.08880778402090073,0.030819140374660492,0.003244119929149747,0.0,0.0020275749266147614,0.004055149853229523,0.006488239858299494,0.8021930456161499,0.4365599751472473,32.099998474121094,32.099998474121094,2,20260320,10:00-16:00 LST (UTC+8)
TP_0239,0.5752,0.42479999999999996,2500,1438,0.47719553112983704,0.2713208496570587,0.6605004668235779,0.26793164014816284,0.07719054073095322,0.7141863703727722,0.6627259850502014,0.5152990221977234,0.23922114074230194,0.027121001854538918,0.070236437022686,0.13421419262886047,0.22670374810695648,0.6018244028091431,10.183199882507324,85.30000305175781,23.97175407409668,2,20260320,10:00-16:00 LST (UTC+8)
TP_0240,0.8904,0.10960000000000003,2500,2226,0.5872799158096313,0.3830379843711853,0.722063422203064,0.23328198492527008,0.170110821723938,0.64420485496521,0.3095238208770752,0.22237196564674377,0.15184186398983002,0.03054806776344776,0.15094339847564697,0.328840970993042,0.4389038681983948,0.626797080039978,8.286399841308594,85.30000305175781,75.60584259033203,2,20260320,10:00-16:00 LST (UTC+8)
TP_0241,0.6728,0.32720000000000005,2500,1682,0.6242112517356873,0.44861555099487305,0.7385532855987549,0.1295226812362671,0.0473642461001873,0.4655172526836395,0.2324613481760025,0.14328180253505707,0.10285374522209167,0.00594530301168561,0.049346014857292175,0.0868014246225357,0.285969078540802,0.6821538805961609,6.186920166015625,71.30000305175781,18.908679962158203,2,20260320,10:00-16:00 LST (UTC+8)
TP_0242,0.482,0.518,2500,1205,0.4996412992477417,0.36906588077545166,0.6740354895591736,0.052756376564502716,0.015491010621190071,0.18838174641132355,0.11618257313966751,0.08962655812501907,0.04481327906250954,0.0,0.011618257500231266,0.03485477343201637,0.07219917327165604,0.6643872857093811,7.36876106262207,15.300000190734863,14.225407600402832,2,20260320,10:00-16:00 LST (UTC+8)
TP_0243,0.7064,0.29359999999999997,2500,1766,0.6347364783287048,0.4374384582042694,0.8249800205230713,0.014560751616954803,0.01359003409743309,0.06115515157580376,0.0,0.0,0.0,0.0,0.010192525573074818,0.03057757578790188,0.06115515157580376,0.693824291229248,3.932080030441284,15.300000190734863,13.392644882202148,2,20260320,10:00-16:00 LST (UTC+8)
TP_0244,0.7376,0.26239999999999997,2500,1844,0.6326131224632263,0.45460179448127747,0.8045627474784851,0.12410908192396164,0.05929139256477356,0.41160520911216736,0.23427331447601318,0.1561822146177292,0.0780911073088646,0.0,0.04446854814887047,0.1334056407213211,0.22234272956848145,0.6999524235725403,3.2799999713897705,12.5,12.5,2,20260320,10:00-16:00 LST (UTC+8)
TP_0245,0.898,0.10199999999999998,2500,2245,0.8767490983009338,0.832014262676239,0.9151840209960938,0.010817690752446651,0.0025241277180612087,0.04543429985642433,0.022717149928212166,0.015144766308367252,0.007572383154183626,0.0,0.0,0.007572383154183626,0.022717149928212166,0.8818117380142212,0.7038000226020813,6.900000095367432,6.90000057220459,2,20260320,10:00-16:00 LST (UTC+8)
TP_0246,1.0,0.0,2500,2500,0.8773899674415588,0.8205335140228271,0.9187268614768982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8773899674415588,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0247,1.0,0.0,2500,2500,0.8454034328460693,0.759617805480957,0.8941738605499268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8454034328460693,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0248,0.9036,0.09640000000000004,2500,2259,0.7628604769706726,0.5350698232650757,0.8877450823783875,0.13552141189575195,0.0647779330611229,0.44223108887672424,0.3258078694343567,0.19566179811954498,0.09163346886634827,0.0,0.05312085151672363,0.14121292531490326,0.14121292531490326,0.7818613052368164,3.094439744949341,32.099998474121094,32.100006103515625,2,20260320,10:00-16:00 LST (UTC+8)
TP_0249,0.87,0.13,2500,2175,0.6476753354072571,0.4913460910320282,0.7775832414627075,0.10660098493099213,0.0015325670829042792,0.572873592376709,0.48137930035591125,0.13655172288417816,0.016551723703742027,0.0,0.0013793103862553835,0.0032183907460421324,0.10712643712759018,0.6824204921722412,4.173000335693359,32.099998474121094,32.100006103515625,2,20260320,10:00-16:00 LST (UTC+8)
TP_0250,0.7336,0.26639999999999997,2500,1834,0.4486779570579529,0.24800169467926025,0.6178460121154785,0.3289453089237213,0.1626681238412857,0.8304253220558167,0.6079607605934143,0.5703380703926086,0.34187567234039307,0.05452562868595123,0.16902944445610046,0.2644492983818054,0.2944383919239044,0.5479199290275574,17.902559280395508,102.0999984741211,67.20179748535156,2,20260320,10:00-16:00 LST (UTC+8)
TP_0251,0.8964,0.10360000000000003,2500,2241,0.7020164132118225,0.548793613910675,0.7953545451164246,0.16236375272274017,0.1087312251329422,0.6796073317527771,0.1204819306731224,0.0709504708647728,0.038821954280138016,0.0,0.0709504708647728,0.255243182182312,0.5800981521606445,0.7201279997825623,2.13811993598938,32.099998474121094,20.63822364807129,2,20260320,10:00-16:00 LST (UTC+8)
TP_0252,0.7516,0.24839999999999995,2500,1879,0.5656548738479614,0.4000430405139923,0.7083027362823486,0.1334296464920044,0.05446159094572067,0.4843001663684845,0.37626397609710693,0.1490154266357422,0.056412987411022186,0.0,0.04417243227362633,0.11921234428882599,0.18893028795719147,0.6587212681770325,6.1336798667907715,32.099998474121094,24.6927547454834,2,20260320,10:00-16:00 LST (UTC+8)
TP_0253,0.8596,0.14039999999999997,2500,2149,0.7100520730018616,0.43327784538269043,0.9032962322235107,0.1392674446105957,0.07864122837781906,0.4564913809299469,0.1633317768573761,0.16612377762794495,0.10051186382770538,0.018147975206375122,0.054443925619125366,0.1633317768573761,0.30898091197013855,0.7498359084129333,5.293079853057861,37.70000076293945,37.70000457763672,2,20260320,10:00-16:00 LST (UTC+8)
TP_0254,1.0,0.0,2500,2500,0.9570476412773132,0.9300909042358398,0.9776891469955444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9570476412773132,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0255,1.0,0.0,2500,2500,0.9758328199386597,0.9695419669151306,0.9804779887199402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9758328199386597,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0256,1.0,0.0,2500,2500,0.9823642373085022,0.9777988791465759,0.9860557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823642373085022,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0257,1.0,0.0,2500,2500,0.9858649373054504,0.9832668900489807,0.9888445734977722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9858649373054504,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0258,1.0,0.0,2500,2500,0.9849879145622253,0.9779085516929626,0.9902390241622925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9849879145622253,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0259,1.0,0.0,2500,2500,0.9823400378227234,0.9776891469955444,0.9860557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9823400378227234,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0260,1.0,0.0,2500,2500,0.9794747233390808,0.9723308682441711,0.9860557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9794747233390808,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0261,0.8944,0.10560000000000003,2500,2236,0.8420792818069458,0.5545468330383301,0.9654684066772461,0.075581394135952,0.023106740787625313,0.2446332722902298,0.20169946551322937,0.11672629415988922,0.06484794616699219,0.003130590310320258,0.01654740609228611,0.04964221641421318,0.0764758512377739,0.8469715118408203,1.3345599174499512,48.900001525878906,12.63787841796875,2,20260320,10:00-16:00 LST (UTC+8)
TP_0262,1.0,0.0,2500,2500,0.993511438369751,0.991633415222168,0.995816707611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.993511438369751,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0263,1.0,0.0,2500,2500,0.98954176902771,0.9860557317733765,0.9930278658866882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98954176902771,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0264,1.0,0.0,2500,2500,0.9787658452987671,0.9710461497306824,0.9860557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9787658452987671,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0265,1.0,0.0,2500,2500,0.9573875069618225,0.9359907507896423,0.9710461497306824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9573875069618225,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0266,0.8956,0.10440000000000005,2500,2239,0.7454260587692261,0.5223105549812317,0.9111212491989136,0.08556117117404938,0.03364597260951996,0.3238052725791931,0.19740955531597137,0.116123266518116,0.058061633259058,0.0,0.028137560933828354,0.07280036062002182,0.12639571726322174,0.7695173025131226,3.3512399196624756,32.099998474121094,32.100006103515625,2,20260320,10:00-16:00 LST (UTC+8)
TP_0267,0.88,0.12,2500,2200,0.6921157836914062,0.4910498261451721,0.8203501105308533,0.12681818008422852,0.04681818559765816,0.4790908992290497,0.3690909147262573,0.1359090954065323,0.06772727519273758,0.0,0.0395454540848732,0.10090909153223038,0.17454545199871063,0.7218034863471985,3.482640266418457,32.099998474121094,29.022001266479492,2,20260320,10:00-16:00 LST (UTC+8)
TP_0268,0.5308,0.46919999999999995,2500,1327,0.5225265026092529,0.328097939491272,0.6771402955055237,0.21207880973815918,0.06731977313756943,0.599849283695221,0.5018839240074158,0.3926149308681488,0.23737753927707672,0.04069329425692558,0.04822908714413643,0.11303692311048508,0.1507159024477005,0.6340682506561279,10.529840469360352,113.30000305175781,22.442115783691406,2,20260320,10:00-16:00 LST (UTC+8)
TP_0269,0.8796,0.12039999999999995,2500,2199,0.5994542837142944,0.4143407642841339,0.7190312147140503,0.12219840288162231,0.11126269400119781,0.4142792224884033,0.11050477623939514,0.039563439786434174,0.03638017177581787,0.012733060866594315,0.09549795091152191,0.22555707395076752,0.3351523280143738,0.6354584693908691,10.50532054901123,113.30000305175781,87.25347900390625,2,20260320,10:00-16:00 LST (UTC+8)
TP_0270,0.9416,0.05840000000000001,2500,2354,0.6755609512329102,0.5712606906890869,0.7420574426651001,0.08538657426834106,0.02605494111776352,0.2293967753648758,0.15250636637210846,0.1486830860376358,0.07476635277271271,0.012319455854594707,0.01486830972135067,0.050977058708667755,0.14358538389205933,0.6945081949234009,6.616720199584961,113.30000305175781,113.29999542236328,2,20260320,10:00-16:00 LST (UTC+8)
TP_0271,0.794,0.20599999999999996,2500,1985,0.5528215765953064,0.45156005024909973,0.648412823677063,0.06541921943426132,0.035768263041973114,0.1833753138780594,0.09068010002374649,0.07304786145687103,0.04332493618130684,0.005037783179432154,0.018136020749807358,0.08413098007440567,0.14357683062553406,0.6189977526664734,11.808280944824219,113.30000305175781,57.321754455566406,2,20260320,10:00-16:00 LST (UTC+8)
TP_0272,0.7848,0.21519999999999995,2500,1962,0.5550961494445801,0.45019203424453735,0.6415436267852783,0.043177515268325806,0.018178727477788925,0.1111111119389534,0.1111111119389534,0.06422018259763718,0.027522936463356018,0.0020387358963489532,0.016309887170791626,0.036187563091516495,0.04485219344496727,0.6248940229415894,12.286160469055176,113.30000305175781,57.091827392578125,2,20260320,10:00-16:00 LST (UTC+8)
TP_0273,0.8204,0.17959999999999998,2500,2051,0.639334499835968,0.4873584806919098,0.778195321559906,0.09006059169769287,0.07346009463071823,0.2754753828048706,0.09215017408132553,0.07801072299480438,0.049244269728660583,0.005850804504007101,0.06484641879796982,0.14968308806419373,0.1906387060880661,0.6755779981613159,9.126279830932617,113.30000305175781,50.81447982788086,2,20260320,10:00-16:00 LST (UTC+8)
TP_0274,0.958,0.04200000000000004,2500,2395,0.8659524321556091,0.8205700516700745,0.9063963890075684,0.027676710858941078,0.011273487471044064,0.1511482298374176,0.008768266998231411,0.005845511332154274,0.002922755666077137,0.0,0.0,0.03382045775651932,0.14237995445728302,0.8681433796882629,0.2897999882698059,6.900000095367432,6.900001049041748,2,20260320,10:00-16:00 LST (UTC+8)
TP_0275,0.5912,0.40880000000000005,2500,1478,0.6769537925720215,0.39326828718185425,0.8924590945243835,0.14788325130939484,0.05209742859005928,0.47090664505958557,0.39309877157211304,0.2171853929758072,0.08728010952472687,0.0,0.02774018980562687,0.12855209410190582,0.18132612109184265,0.7735009789466858,5.001839637756348,18.0,12.235420227050781,2,20260320,10:00-16:00 LST (UTC+8)
TP_0276,0.7332,0.26680000000000004,2500,1833,0.6229572296142578,0.4220251739025116,0.8409998416900635,0.1968669444322586,0.08910711854696274,0.6175668239593506,0.3496999442577362,0.25750136375427246,0.1407528668642044,0.0,0.07092198729515076,0.19639934599399567,0.3627932369709015,0.7038338780403137,5.431640625,34.900001525878906,20.358470916748047,2,20260320,10:00-16:00 LST (UTC+8)
TP_0277,0.9808,0.019199999999999995,2500,2452,0.8433508276939392,0.7572267055511475,0.8938535451889038,0.02674202062189579,0.017944535240530968,0.12357259541749954,0.05016313120722771,0.007340946234762669,0.002446982078254223,0.0,0.014681892469525337,0.039151713252067566,0.07340946048498154,0.8460562229156494,0.6700800061225891,34.900001525878906,34.89999771118164,2,20260320,10:00-16:00 LST (UTC+8)
TP_0278,0.8332,0.16679999999999995,2500,2083,0.6864154934883118,0.4723552465438843,0.8370608687400818,0.08216171711683273,0.01680268906056881,0.26836293935775757,0.2323571741580963,0.16562649607658386,0.09361498057842255,0.007201152388006449,0.016322610899806023,0.026884300634264946,0.03312529996037483,0.7272364497184753,7.154760837554932,71.30000305175781,42.89424514770508,2,20260320,10:00-16:00 LST (UTC+8)
TP_0279,0.8816,0.11839999999999995,2500,2204,0.5868342518806458,0.4325906038284302,0.6847140789031982,0.1280139982700348,0.060496073216199875,0.40290382504463196,0.25998184084892273,0.1538112461566925,0.07441016286611557,0.004537205211818218,0.050816696137189865,0.12613430619239807,0.226406529545784,0.6137742400169373,4.22760009765625,71.30000305175781,35.70608139038086,2,20260320,10:00-16:00 LST (UTC+8)
TP_0280,0.8832,0.11680000000000001,2500,2208,0.7337702512741089,0.5745135545730591,0.8332329988479614,0.06457039713859558,0.05570652335882187,0.21603260934352875,0.04800724610686302,0.025815216824412346,0.011322463862597942,0.0018115942366421223,0.04891304299235344,0.11639492958784103,0.19972826540470123,0.7557381987571716,5.787680625915527,71.30000305175781,49.55205154418945,2,20260320,10:00-16:00 LST (UTC+8)
TP_0281,0.8052,0.19479999999999997,2500,2013,0.6707064509391785,0.5104432702064514,0.7985512614250183,0.05393514037132263,0.015399900265038013,0.16592150926589966,0.1609538048505783,0.08892200887203217,0.044212616980075836,0.003477396909147501,0.013909587636590004,0.028812717646360397,0.03725782409310341,0.7299991250038147,6.362840175628662,37.70000076293945,32.663455963134766,2,20260320,10:00-16:00 LST (UTC+8)
TP_0282,0.9132,0.08679999999999999,2500,2283,0.823974609375,0.6299322247505188,0.9426338076591492,0.04643014073371887,0.03401956707239151,0.16469557583332062,0.02890932932496071,0.03197547048330307,0.01576872542500496,0.0026281208265572786,0.024967148900032043,0.07446342706680298,0.14629873633384705,0.8385173082351685,3.1917200088500977,37.70000076293945,36.770973205566406,2,20260320,10:00-16:00 LST (UTC+8)
TP_0283,1.0,0.0,2500,2500,0.9674056768417358,0.956248939037323,0.9750099778175354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9674056768417358,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0284,1.0,0.0,2500,2500,0.9771798849105835,0.9722211360931396,0.9804779887199402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9771798849105835,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0285,1.0,0.0,2500,2500,0.9822472929954529,0.9790835976600647,0.9860557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9822472929954529,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0286,1.0,0.0,2500,2500,0.980233907699585,0.9669725298881531,0.9860557317733765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.980233907699585,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0287,0.9496,0.0504,2500,2374,0.9135957956314087,0.7978217005729675,0.9752293825149536,0.014743049629032612,0.0021061499137431383,0.052232518792152405,0.0497051402926445,0.029486099258065224,0.015164279378950596,0.002527379896491766,0.001263689948245883,0.002527379896491766,0.002527379896491766,0.9179505705833435,1.9000800848007202,37.70000076293945,37.70001220703125,2,20260320,10:00-16:00 LST (UTC+8)
TP_0288,0.9924,0.007600000000000051,2500,2481,0.9372396469116211,0.8761283755302429,0.9736155867576599,0.008809812366962433,0.008464328944683075,0.03627569600939751,0.0,0.0,0.0,0.0,0.006045949179679155,0.019347038120031357,0.03627569600939751,0.9377166032791138,0.2865200340747833,37.70000076293945,37.70000076293945,2,20260320,10:00-16:00 LST (UTC+8)
TP_0289,1.0,0.0,2500,2500,0.9736687541007996,0.9640739560127258,0.9790835976600647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9736687541007996,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0290,0.8084,0.1916,2500,2021,0.812028706073761,0.5154998302459717,0.9613948464393616,0.07450343668460846,0.025729836896061897,0.22117763757705688,0.17911924421787262,0.12765957415103912,0.05343889072537422,0.0,0.01929737813770771,0.05789213255047798,0.08411677181720734,0.8380587697029114,2.3949999809265137,12.5,12.5,2,20260320,10:00-16:00 LST (UTC+8)
TP_0291,1.0,0.0,2500,2500,0.9929770231246948,0.9902390241622925,0.995816707611084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9929770231246948,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0292,1.0,0.0,2500,2500,0.9868988394737244,0.9806973934173584,0.9930278658866882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9868988394737244,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0293,1.0,0.0,2500,2500,0.9726519584655762,0.9656878113746643,0.9806973934173584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9726519584655762,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0294,1.0,0.0,2500,2500,0.9305962920188904,0.8819291591644287,0.964293360710144,0.006285714451223612,0.0,0.04399999976158142,0.04399999976158142,0.0,0.0,0.0,0.0,0.0,0.0,0.9305962920188904,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8)
TP_0295,0.8408,0.1592,2500,2102,0.6196695566177368,0.35624369978904724,0.8302974700927734,0.1639934778213501,0.049476686865091324,0.581351101398468,0.4410085678100586,0.28258800506591797,0.1341579407453537,0.016650808975100517,0.043292101472616196,0.0884871557354927,0.14176973700523376,0.6724226474761963,7.791600227355957,85.30000305175781,48.94221115112305,2,20260320,10:00-16:00 LST (UTC+8)
TP_0296,0.8364,0.16359999999999997,2500,2091,0.6982486248016357,0.5276945233345032,0.8170178532600403,0.07159937918186188,0.06854774057865143,0.2309899628162384,0.06408417224884033,0.030129125341773033,0.021042563021183014,0.010999522171914577,0.06121473014354706,0.13342897593975067,0.18029651045799255,0.7230287790298462,6.339720249176025,85.30000305175781,38.7513427734375,2,20260320,10:00-16:00 LST (UTC+8)
TP_0297,0.4216,0.5784,2500,1054,0.5343942642211914,0.29973822832107544,0.7116765379905701,0.16115479171276093,0.04648956283926964,0.5360531210899353,0.49810245633125305,0.25426945090293884,0.11290322244167328,0.0,0.03036053106188774,0.10910815745592117,0.12333966046571732,0.6707937717437744,7.715640068054199,18.100000381469727,13.339627265930176,2,20260320,10:00-16:00 LST (UTC+8)
TP_0298,0.7468,0.2532,2500,1867,0.4721358120441437,0.323749303817749,0.5837357640266418,0.27844518423080444,0.20389217138290405,0.6529191136360168,0.46170327067375183,0.29673272371292114,0.13872522115707397,0.06534547358751297,0.18264596164226532,0.3636850416660309,0.4402785301208496,0.5716474652290344,19.90675926208496,113.30000305175781,78.62068939208984,2,20260320,10:00-16:00 LST (UTC+8)
TP_0299,0.72,0.28,2500,1800,0.4667089879512787,0.31377044320106506,0.6172158122062683,0.2809523940086365,0.14592592418193817,0.6655555367469788,0.3866666555404663,0.33944445848464966,0.24722221493721008,0.03999999910593033,0.1066666692495346,0.2911111116409302,0.5555555820465088,0.568594217300415,17.61639976501465,113.30000305175781,62.915714263916016,2,20260320,10:00-16:00 LST (UTC+8)
TP_0300,0.6136,0.38639999999999997,2500,1534,0.3731095790863037,0.20641039311885834,0.493180513381958,0.23235240578651428,0.14819642901420593,0.4947848618030548,0.3670143485069275,0.2764015793800354,0.21642763912677765,0.05867014452815056,0.1499348133802414,0.23598435521125793,0.32203391194343567,0.5084799528121948,18.002960205078125,113.30000305175781,46.591514587402344,2,20260320,10:00-16:00 LST (UTC+8)
TP_0301,0.6376,0.36240000000000006,2500,1594,0.3312965929508209,0.16854509711265564,0.4422571361064911,0.2049650400876999,0.14115433394908905,0.3569636046886444,0.2760351300239563,0.27038896083831787,0.19698870182037354,0.0552070252597332,0.1461731493473053,0.22208280861377716,0.26787954568862915,0.4766777455806732,18.919679641723633,113.30000305175781,52.206626892089844,2,20260320,10:00-16:00 LST (UTC+8)
TP_0302,0.78,0.21999999999999997,2500,1950,0.5065786242485046,0.3126413822174072,0.7467257380485535,0.15194138884544373,0.11999999731779099,0.41179487109184265,0.21230769157409668,0.15897436439990997,0.09846153855323792,0.031282052397727966,0.10307691991329193,0.22564102709293365,0.23384615778923035,0.594214916229248,17.688560485839844,113.30000305175781,80.40254211425781,2,20260320,10:00-16:00 LST (UTC+8)
