cell_id,open_pixel_fraction,building_pixel_fraction,n_total_pixels,n_open_pixels,svf_umep_mean_open_with_veg,svf_umep_p10_open_with_veg,svf_umep_p90_open_with_veg,shade_fraction_umep_10_16_open_with_veg,shade_fraction_umep_13_15_open_with_veg,shade_fraction_umep_peak_open_with_veg,shade_fraction_umep_1000_open_with_veg,shade_fraction_umep_1100_open_with_veg,shade_fraction_umep_1200_open_with_veg,shade_fraction_umep_1300_open_with_veg,shade_fraction_umep_1400_open_with_veg,shade_fraction_umep_1500_open_with_veg,shade_fraction_umep_1600_open_with_veg,svf_umep_mean_all_with_veg,dsm_mean_height_all,dsm_max_height,dsm_mean_height_buildings_only,umep_dsm_resolution_m,umep_shadow_date,umep_shadow_time_window,umep_includes_vegetation,veg_canopy_source,veg_transmissivity_pct,veg_trunk_zone_pct
TP_0011,0.9496,0.0504,2500,2374,0.8799460530281067,0.6610223650932312,0.9764803051948547,0.06717174500226974,0.049379389733076096,0.1378432959318161,0.09558971971273422,0.07572873681783676,0.05466722697019577,0.030235888436436653,0.04694608226418495,0.07095619291067123,0.09607834368944168,0.8858757615089417,0.7559999823570251,15.0,15.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0012,1.0,0.0,2500,2500,0.9571115374565125,0.963529109954834,0.9847031235694885,0.021561715751886368,0.01836533285677433,0.029876001179218292,0.029876001179218292,0.025996001437306404,0.024832000955939293,0.024832000955939293,0.015132000669836998,0.015132000669836998,0.015132000669836998,0.9571115374565125,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0013,1.0,0.0,2500,2500,0.7319834232330322,0.03647014498710632,0.9739242196083069,0.2198851853609085,0.20900268852710724,0.29061201214790344,0.26190000772476196,0.22232402861118317,0.21650400757789612,0.21650400757789612,0.2052520215511322,0.2052520215511322,0.21146000921726227,0.7319834232330322,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0014,1.0,0.0,2500,2500,0.6017600297927856,0.029749002307653427,0.9512795209884644,0.3345668911933899,0.33238670229911804,0.4089520275592804,0.3371720314025879,0.32165199518203735,0.3189360499382019,0.3189360499382019,0.3391120135784149,0.3391120135784149,0.3670480251312256,0.6017600297927856,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0015,1.0,0.0,2500,2500,0.8755375146865845,0.791614294052124,0.9540223479270935,0.06163657084107399,0.05871734023094177,0.09312000870704651,0.06983999907970428,0.05897600203752518,0.05820000544190407,0.05820000544190407,0.05897600203752518,0.05897600203752518,0.06828799843788147,0.8755375146865845,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0016,1.0,0.0,2500,2500,0.7960997223854065,0.37436819076538086,0.9426354169845581,0.1196148693561554,0.10864001512527466,0.18119600415229797,0.15636400878429413,0.12571200728416443,0.11795201152563095,0.11795201152563095,0.10398400574922562,0.10398400574922562,0.11135600507259369,0.7960997223854065,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0017,0.9976,0.0023999999999999577,2500,2494,0.39573025703430176,0.024194976314902306,0.8533486723899841,0.5302051305770874,0.5134149193763733,0.6557177901268005,0.5825541615486145,0.5251163244247437,0.5210224986076355,0.5208060145378113,0.5095990896224976,0.509839653968811,0.5424980521202087,0.3971465229988098,0.11063998937606812,46.099998474121094,46.10000228881836,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0018,0.9204,0.0796,2500,2301,0.40366217494010925,0.024097202345728874,0.8401504755020142,0.49482032656669617,0.47742724418640137,0.6004824638366699,0.5535550117492676,0.5018948912620544,0.4717210531234741,0.4717210531234741,0.469613254070282,0.4909474849700928,0.5042895078659058,0.4326675236225128,0.3263600170612335,4.099999904632568,4.09999942779541,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0019,0.9364,0.06359999999999999,2500,2341,0.08563349395990372,0.02392563410103321,0.3930315375328064,0.8756222724914551,0.8572121262550354,0.9577489495277405,0.9170056581497192,0.8835754990577698,0.861819863319397,0.8419650793075562,0.85869300365448,0.8709783554077148,0.8953184485435486,0.1364133656024933,1.034600019454956,18.100000381469727,16.267295837402344,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0020,0.702,0.29800000000000004,2500,1755,0.2721538543701172,0.02309921570122242,0.4434119462966919,0.5586732029914856,0.3720968961715698,0.9998120069503784,0.9103533029556274,0.7050256729125977,0.47014814615249634,0.2112421691417694,0.34285473823547363,0.562193751335144,0.708894670009613,0.4649260640144348,9.63424015045166,51.70000076293945,32.32966613769531,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0021,0.6572,0.3428,2500,1643,0.34070008993148804,0.02191615104675293,0.6314226388931274,0.47909313440322876,0.376757949590683,0.857559323310852,0.6426597833633423,0.4978393614292145,0.3705052137374878,0.22730982303619385,0.3426111042499542,0.5603530406951904,0.7123737335205078,0.5223180055618286,9.456799507141113,46.099998474121094,27.586931228637695,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0022,0.7612,0.2388,2500,1903,0.3119208514690399,0.022026045247912407,0.5819931030273438,0.5221124887466431,0.38669124245643616,0.9092748761177063,0.811287522315979,0.6176984310150146,0.4454335868358612,0.2956385314464569,0.3815764784812927,0.48285865783691406,0.6202942728996277,0.47174081206321716,6.969239711761475,46.099998474121094,29.184425354003906,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0023,0.8444,0.15559999999999996,2500,2111,0.22209598124027252,0.022474240511655807,0.6452718377113342,0.6792638301849365,0.6290605068206787,0.8655614256858826,0.7889247536659241,0.7044956088066101,0.6358693242073059,0.5867788791656494,0.6285079717636108,0.671894907951355,0.7383752465248108,0.32780084013938904,3.36676025390625,29.299999237060547,21.63727569580078,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0024,0.9572,0.04279999999999995,2500,2393,0.40989986062049866,0.026517825201153755,0.8369277119636536,0.49137672781944275,0.4807312488555908,0.6328374743461609,0.5126076936721802,0.4728834629058838,0.46542420983314514,0.458855003118515,0.4830547273159027,0.5002841949462891,0.5465273857116699,0.43362241983413696,1.2540398836135864,29.299999237060547,29.299999237060547,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0025,1.0,0.0,2500,2500,0.5649749040603638,0.02893846482038498,0.9389415979385376,0.36882176995277405,0.3594173491001129,0.4306800663471222,0.4011920392513275,0.3701520562171936,0.36355605721473694,0.36355605721473694,0.3573480546474457,0.3573480546474457,0.3686000108718872,0.5649749040603638,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0026,1.0,0.0,2500,2500,0.8637378215789795,0.6518020033836365,0.976629376411438,0.08391886949539185,0.08536000549793243,0.11523601412773132,0.07333200424909592,0.07255600392818451,0.07255600392818451,0.07255600392818451,0.09118000417947769,0.0923440083861351,0.1129080057144165,0.8637378215789795,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0027,1.0,0.0,2500,2500,0.9828881621360779,0.9780238270759583,0.9875756502151489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9828881621360779,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0028,1.0,0.0,2500,2500,0.9873511791229248,0.9822907447814941,0.9918007850646973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9873511791229248,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0029,1.0,0.0,2500,2500,0.7917506098747253,0.06457875669002533,0.9770286083221436,0.15985602140426636,0.15144933760166168,0.21766801178455353,0.18740402162075043,0.16179600358009338,0.15791600942611694,0.15791600942611694,0.14821600914001465,0.14821600914001465,0.15752799808979034,0.7917506098747253,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0030,1.0,0.0,2500,2500,0.9320973753929138,0.909317672252655,0.9904481768608093,0.0441211499273777,0.04319733753800392,0.06285600364208221,0.04617200419306755,0.04190400242805481,0.041127998381853104,0.041127998381853104,0.044231999665498734,0.044231999665498734,0.05005200207233429,0.9320973753929138,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0031,1.0,0.0,2500,2500,0.902529776096344,0.7660630345344543,0.9850796461105347,0.06341028958559036,0.061562664806842804,0.08497200161218643,0.06751199811697006,0.06208000332117081,0.0613040030002594,0.0613040030002594,0.061691999435424805,0.061691999435424805,0.06828799843788147,0.902529776096344,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0032,1.0,0.0,2500,2500,0.570016086101532,0.029832668602466583,0.9637907147407532,0.36510804295539856,0.3466133773326874,0.4531840682029724,0.42330801486968994,0.37325605750083923,0.3662720322608948,0.3662720322608948,0.3367840349674225,0.3367840349674225,0.35308003425598145,0.570016086101532,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0033,1.0,0.0,2500,2500,0.7596832513809204,0.0334932841360569,0.9614003896713257,0.17897887527942657,0.17925600707530975,0.22853200137615204,0.17576400935649872,0.16877999901771545,0.16606399416923523,0.16606399416923523,0.1858520209789276,0.1858520209789276,0.204475998878479,0.7596832513809204,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0034,1.0,0.0,2500,2500,0.7565269470214844,0.04385948181152344,0.9532197117805481,0.16630001366138458,0.16102002561092377,0.21112802624702454,0.1851320117712021,0.16572001576423645,0.15791600942611694,0.15791600942611694,0.1625719964504242,0.1625719964504242,0.17227201163768768,0.7565269470214844,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0035,0.9712,0.028800000000000048,2500,2428,0.5745915174484253,0.02396964468061924,0.9184020161628723,0.3472152650356293,0.3430299460887909,0.3980972170829773,0.3559308350086212,0.3442710041999817,0.33936983346939087,0.33770596981048584,0.3450535833835602,0.34633034467697144,0.3618451654911041,0.5868433117866516,2.0534400939941406,71.30000305175781,71.29999542236328,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0036,1.0,0.0,2500,2500,0.8407471776008606,0.7067532539367676,0.9484967589378357,0.08003942668437958,0.06220933794975281,0.18158800899982452,0.12144400924444199,0.07371999323368073,0.059752002358436584,0.059752002358436584,0.059752002358436584,0.06712400168180466,0.11873200535774231,0.8407471776008606,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0037,1.0,0.0,2500,2500,0.7414044737815857,0.053355488926172256,0.9540722370147705,0.18973203003406525,0.1729186773300171,0.2774200141429901,0.25103601813316345,0.1943880170583725,0.18080802261829376,0.18080802261829376,0.16761600971221924,0.17033199965953827,0.1831360161304474,0.7414044737815857,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0038,1.0,0.0,2500,2500,0.3257550299167633,0.029707171022892,0.8562089800834656,0.6096035242080688,0.5964853763580322,0.7003401517868042,0.6464080810546875,0.6107121109962463,0.5998480319976807,0.5998480319976807,0.5948041081428528,0.5948041081428528,0.6208000779151917,0.3257550299167633,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0039,1.0,0.0,2500,2500,0.6726721525192261,0.031059766188263893,0.9671193957328796,0.2628977596759796,0.2577613294124603,0.3484240174293518,0.2778080105781555,0.25025999546051025,0.245604008436203,0.245604008436203,0.2638400197029114,0.2638400197029114,0.29332801699638367,0.6726721525192261,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0040,1.0,0.0,2500,2500,0.8549501895904541,0.5020772218704224,0.9711353182792664,0.10209944099187851,0.09428400546312332,0.1540360152721405,0.13036800920963287,0.1024320051074028,0.10049200803041458,0.10049200803041458,0.09118000417947769,0.09118000417947769,0.09855200350284576,0.8549501895904541,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0041,1.0,0.0,2500,2500,0.9164845943450928,0.8583505749702454,0.9806453585624695,0.04628286138176918,0.04578400403261185,0.07837601006031036,0.04617200419306755,0.0407400019466877,0.03957600146532059,0.03957600146532059,0.04888800531625748,0.04888800531625748,0.06014000251889229,0.9164845943450928,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0042,1.0,0.0,2500,2500,0.9732925891876221,0.9631522297859192,0.9807708263397217,0.001164000015705824,0.0005173333920538425,0.0034920002799481153,0.0034920002799481153,0.0015520000597462058,0.0015520000597462058,0.0015520000597462058,0.0,0.0,0.0,0.9732925891876221,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0043,1.0,0.0,2500,2500,0.8497100472450256,0.5822649598121643,0.9644662737846375,0.09312229603528976,0.08329067379236221,0.1521119922399521,0.12883201241493225,0.09544800221920013,0.0915680006146431,0.0915680006146431,0.07915200293064117,0.07915200293064117,0.08613600581884384,0.8497100472450256,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0044,0.9484,0.05159999999999998,2500,2371,0.4939708411693573,0.027726395055651665,0.8856093883514404,0.4004001319408417,0.37033042311668396,0.5286715030670166,0.4799536466598511,0.4193378686904907,0.4058625400066376,0.37405315041542053,0.3691016733646393,0.3678363859653473,0.38665544986724854,0.5200780034065247,3.679080009460449,71.30000305175781,71.29999542236328,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0045,1.0,0.0,2500,2500,0.16837462782859802,0.024090832099318504,0.754328727722168,0.7944058775901794,0.7915987372398376,0.8495081067085266,0.7969521284103394,0.780268132686615,0.7783281207084656,0.7783281207084656,0.7965121269226074,0.7999560832977295,0.830496072769165,0.16837462782859802,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0046,1.0,0.0,2500,2500,0.6782529354095459,0.028555596247315407,0.9094112515449524,0.23130346834659576,0.22788535058498383,0.2875080108642578,0.24250000715255737,0.2238759994506836,0.22193598747253418,0.22193598747253418,0.23086000978946686,0.23086000978946686,0.24715600907802582,0.6782529354095459,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0047,0.8984,0.10160000000000002,2500,2246,0.22533582150936127,0.022503681480884552,0.6593624949455261,0.6998321413993835,0.6335025429725647,0.9234773516654968,0.8973909616470337,0.7563580274581909,0.6729564666748047,0.6232770085334778,0.6328272819519043,0.6444033980369568,0.6716118454933167,0.3033100962638855,4.114799976348877,40.5,40.5,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0048,0.7,0.30000000000000004,2500,1750,0.45296093821525574,0.027126183733344078,0.8249772787094116,0.38465794920921326,0.2982838451862335,0.7919086217880249,0.4665542542934418,0.36060571670532227,0.2754514515399933,0.15065716207027435,0.2639257311820984,0.48026859760284424,0.6951428651809692,0.5854387879371643,6.034919738769531,40.5,20.11640167236328,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0049,0.6452,0.3548,2500,1613,0.5021510124206543,0.19248616695404053,0.7726219296455383,0.3207094371318817,0.17845214903354645,0.7506757974624634,0.6003410220146179,0.41309982538223267,0.25955983996391296,0.08523869514465332,0.15035338699817657,0.2997644245624542,0.43660879135131836,0.654505729675293,7.644919395446777,40.5,21.54712677001953,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0050,0.7964,0.2036,2500,1991,0.28777551651000977,0.02420276775956154,0.5964920520782471,0.5762245059013367,0.48520514369010925,0.9076092839241028,0.7070568203926086,0.6051532626152039,0.5027675032615662,0.40583130717277527,0.46412864327430725,0.5856554508209229,0.7629784345626831,0.4286127984523773,5.965479850769043,29.299999237060547,29.299999237060547,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0051,0.9472,0.05279999999999996,2500,2368,0.0371609628200531,0.022810455411672592,0.027458811178803444,0.9527596235275269,0.9478985667228699,0.9741175770759583,0.9606040716171265,0.9495778679847717,0.9477493762969971,0.9405069351196289,0.943150520324707,0.9600381851196289,0.967690110206604,0.08311238139867783,1.335399866104126,29.299999237060547,25.29166603088379,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0052,0.7852,0.2148,2500,1963,0.23814648389816284,0.016938580200076103,0.5548266768455505,0.5785773396492004,0.5086687803268433,0.8127661347389221,0.7134080529212952,0.6290932893753052,0.5382221937179565,0.4407743811607361,0.5191442370414734,0.5660876631736755,0.6433113813400269,0.3614351153373718,4.559399604797363,29.299999237060547,21.226259231567383,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0053,0.7124,0.28759999999999997,2500,1781,0.29261937737464905,0.020556198433041573,0.5594925880432129,0.5442472100257874,0.47097325325012207,0.8096125721931458,0.6886581182479858,0.5667433738708496,0.5072318911552429,0.39403706789016724,0.4737282991409302,0.5451544523239136,0.6341773867607117,0.457901269197464,11.013879776000977,88.0999984741211,38.29582595825195,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0054,0.9952,0.0048000000000000265,2500,2488,0.37501290440559387,0.025813469663262367,0.8557848334312439,0.5442920923233032,0.5370257496833801,0.6496182680130005,0.5571262836456299,0.5274960398674011,0.5243770480155945,0.5243770480155945,0.5431752800941467,0.543524980545044,0.5899679064750671,0.3771924376487732,0.08688000589609146,18.100000381469727,18.10000228881836,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0055,1.0,0.0,2500,2500,0.5238959789276123,0.029260173439979553,0.9357925653457642,0.41338637471199036,0.3996400237083435,0.5137120485305786,0.44969210028648376,0.40740007162094116,0.3996400535106659,0.3996400535106659,0.3996400535106659,0.3996400535106659,0.43805205821990967,0.5238959789276123,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0056,1.0,0.0,2500,2500,0.6616278290748596,0.031185263767838478,0.9756987690925598,0.27802976965904236,0.27198800444602966,0.3488120436668396,0.2979840338230133,0.27198803424835205,0.2688840329647064,0.2688840329647064,0.27354004979133606,0.27354004979133606,0.29138800501823425,0.6616278290748596,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0057,1.0,0.0,2500,2500,0.7873754501342773,0.04183084890246391,0.9823744297027588,0.17205031216144562,0.16696934401988983,0.2153400182723999,0.18662802875041962,0.17072001099586487,0.16800402104854584,0.16800402104854584,0.16645202040672302,0.16645202040672302,0.17809201776981354,0.7873754501342773,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
TP_0058,1.0,0.0,2500,2500,0.7336835861206055,0.03799007460474968,0.9624693393707275,0.21578344702720642,0.19775068759918213,0.31233999133110046,0.28168797492980957,0.22271201014518738,0.21223601698875427,0.21223601698875427,0.19050800800323486,0.19050800800323486,0.20059600472450256,0.7336835861206055,0.0,0.0,0.0,2,20260320,10:00-16:00 LST (UTC+8),True,"ETH GlobalCanopyHeight 2020 10m, resampled bilinear to 2m",3,25
