tile_id,tile_type,focus_cell_id,cell_id,tmrt_raster,tmrt_time_label,tmrt_hour_sgt,aggregation_mask,n_pixels,tmrt_mean_c,tmrt_p10_c,tmrt_p90_c,tmrt_min_c,tmrt_max_c,hour_sgt,temperature_2m,shortwave_radiation,wind_speed_10m,empirical_T_globe_c,delta_solweig_minus_proxy_c
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0026,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,45.05782699584961,43.44922637939453,46.50854110717773,33.509666442871094,46.60245513916016,10,28.4,346.0,1.42,29.60484277305565,15.452984222793958
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0027,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,46.45023727416992,46.32309341430664,46.58619689941406,46.01093673706055,46.62963485717773,10,28.4,346.0,1.42,29.60484277305565,16.84539450111427
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0028,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,46.42348098754883,46.249244689941406,46.58619689941406,45.55834579467773,46.62963485717773,10,28.4,346.0,1.42,29.60484277305565,16.818638214493177
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0029,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,43.1455307006836,34.637454986572266,46.32236862182617,33.30638885498047,46.54410552978516,10,28.4,346.0,1.42,29.60484277305565,13.54068792762795
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0055,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,39.43053436279297,33.07866287231445,45.9767951965332,32.84480667114258,46.23126220703125,10,28.4,346.0,1.42,29.60484277305565,9.825691589737318
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0056,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,41.33891677856445,33.53867721557617,46.11789321899414,32.791297912597656,46.35557556152344,10,28.4,346.0,1.42,29.60484277305565,11.734074005508802
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0057,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,43.24550628662109,34.05222702026367,46.24739837646485,33.04112243652344,46.39487838745117,10,28.4,346.0,1.42,29.60484277305565,13.640663513565435
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0058,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,41.915225982666016,33.68100357055664,45.79662704467773,32.823978424072266,46.07827758789063,10,28.4,346.0,1.42,29.60484277305565,12.310383209610364
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0084,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,38.244625091552734,33.126251220703125,44.08959197998047,32.8984375,45.61994552612305,10,28.4,346.0,1.42,29.60484277305565,8.639782318497083
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0085,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,35.500389099121094,32.791297912597656,43.0831298828125,32.791297912597656,44.25198745727539,10,28.4,346.0,1.42,29.60484277305565,5.895546326065443
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0086,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,41.79874038696289,33.32611083984375,45.996429443359375,32.791297912597656,46.34076690673828,10,28.4,346.0,1.42,29.60484277305565,12.19389761390724
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0087,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,44.54063415527344,35.500221252441406,46.311031341552734,33.963321685791016,46.477813720703125,10,28.4,346.0,1.42,29.60484277305565,14.935791382217786
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0113,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,36.32621765136719,32.791297912597656,44.2460823059082,32.791297912597656,45.68383407592773,10,28.4,346.0,1.42,29.60484277305565,6.721374878311536
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0114,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,37.50086975097656,32.82704162597656,45.069366455078125,32.791297912597656,45.67770385742188,10,28.4,346.0,1.42,29.60484277305565,7.896026977920911
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0115,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,41.97386932373047,33.92243194580078,46.079864501953125,32.80916976928711,46.35834503173828,10,28.4,346.0,1.42,29.60484277305565,12.369026550674818
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0116,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,46.32239532470703,46.20296096801758,46.44528579711914,46.06002426147461,46.57070159912109,10,28.4,346.0,1.42,29.60484277305565,16.71755255165138
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0142,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,43.01516342163086,33.89997100830078,46.25911331176758,32.84490966796875,46.4156379699707,10,28.4,346.0,1.42,29.60484277305565,13.410320648575208
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0143,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,40.95613098144531,33.379024505615234,45.99330520629883,32.88045883178711,46.19158554077149,10,28.4,346.0,1.42,29.60484277305565,11.351288208389661
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0144,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,43.11711120605469,34.42643356323242,46.027679443359375,33.28553771972656,46.2055778503418,10,28.4,346.0,1.42,29.60484277305565,13.512268432999036
