tile_id,tile_type,focus_cell_id,cell_id,tmrt_raster,tmrt_time_label,tmrt_hour_sgt,aggregation_mask,n_pixels,tmrt_mean_c,tmrt_p10_c,tmrt_p90_c,tmrt_min_c,tmrt_max_c,hour_sgt,temperature_2m,shortwave_radiation,wind_speed_10m,empirical_T_globe_c,delta_solweig_minus_proxy_c
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0145,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2048,41.8457260131836,33.65496826171875,46.1492805480957,32.85572052001953,46.251014709472656,10,28.4,346.0,1.42,29.60484277305565,12.24088324012795
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0171,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,44.30294418334961,34.989776611328125,46.351829528808594,33.0946044921875,46.43741989135742,10,28.4,346.0,1.42,29.60484277305565,14.698101410293958
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0172,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,40.22212600708008,32.93396759033203,46.16436767578125,32.791297912597656,46.29240036010742,10,28.4,346.0,1.42,29.60484277305565,10.617283234024427
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0173,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,42.8073616027832,33.933570861816406,46.18822479248047,33.21927261352539,46.29610061645508,10,28.4,346.0,1.42,29.60484277305565,13.202518829727552
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0174,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2486,45.99544143676758,45.33243560791016,46.36064910888672,34.339210510253906,46.479774475097656,10,28.4,346.0,1.42,29.60484277305565,16.390598663711927
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0200,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,44.28194427490234,34.82377624511719,46.50771713256836,33.20145034790039,46.58708953857422,10,28.4,346.0,1.42,29.60484277305565,14.677101501846685
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0201,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,44.57453918457031,42.597564697265625,46.32362365722656,32.987449645996094,46.52975845336914,10,28.4,346.0,1.42,29.60484277305565,14.969696411514661
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0202,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,39.05962371826172,33.53907775878906,44.83779144287109,33.12578582763672,46.25678253173828,10,28.4,346.0,1.42,29.60484277305565,9.454780945206068
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0203,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1000D.tif,1000,10,open_pixels_dsm_le_0p5,2500,44.419342041015625,34.98834228515625,46.50430679321289,33.12586212158203,46.60797882080078,10,28.4,346.0,1.42,29.60484277305565,14.814499267959974
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0026,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,60.20442581176758,59.349220275878906,62.25919342041016,38.44619369506836,62.32486724853516,12,30.1,750.0,1.91,32.39639663385923,27.808029177908345
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0027,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,62.21743774414063,62.12986373901367,62.31349182128906,61.8245849609375,62.34417343139648,12,30.1,750.0,1.91,32.39639663385923,29.8210411102814
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0028,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,62.2003059387207,62.07854843139648,62.31349182128906,61.54286193847656,62.34417343139648,12,30.1,750.0,1.91,32.39639663385923,29.80390930486147
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0029,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,57.57996368408203,41.12621307373047,62.12939834594727,36.95839691162109,62.28403091430664,12,30.1,750.0,1.91,32.39639663385923,25.1835670502228
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0055,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,50.94475555419922,36.67909622192383,61.882469177246094,35.710899353027344,62.06589126586914,12,30.1,750.0,1.91,32.39639663385923,18.548358920339986
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0056,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,54.155250549316406,37.798099517822266,61.98173141479492,35.589263916015625,62.15254211425781,12,30.1,750.0,1.91,32.39639663385923,21.758853915457173
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0057,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,57.38468170166016,39.5346794128418,62.07714080810547,36.39787292480469,62.17993927001953,12,30.1,750.0,1.91,32.39639663385923,24.98828506780093
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0058,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,56.1054573059082,39.17371368408203,61.74728393554688,35.83077621459961,61.9567756652832,12,30.1,750.0,1.91,32.39639663385923,23.70906067204897
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0084,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,49.11095428466797,36.61981201171875,60.24052047729492,35.83272933959961,61.683406829833984,12,30.1,750.0,1.91,32.39639663385923,16.714557650808736
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0085,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,43.15504455566406,35.54868698120117,59.199493408203125,35.50809097290039,60.2960319519043,12,30.1,750.0,1.91,32.39639663385923,10.75864792180483
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0086,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,54.84552383422852,37.120975494384766,61.88091659545898,35.50809097290039,62.14217758178711,12,30.1,750.0,1.91,32.39639663385923,22.44912720036929
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0087,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,59.56096267700195,58.28010559082031,62.12133026123047,38.47073745727539,62.23762512207031,12,30.1,750.0,1.91,32.39639663385923,27.16456604314272
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0113,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,44.85520553588867,35.50809097290039,60.38787460327149,35.50809097290039,61.75871276855469,12,30.1,750.0,1.91,32.39639663385923,12.458808902029439
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0114,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,46.47111892700195,35.62997817993164,61.14556121826172,35.50809097290039,61.673858642578125,12,30.1,750.0,1.91,32.39639663385923,14.07472229314272
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0115,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,55.52070617675781,39.07808303833008,61.94633865356445,35.62989044189453,62.15447998046875,12,30.1,750.0,1.91,32.39639663385923,23.12430954289858
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0116,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,62.13276290893555,62.0510368347168,62.21540069580078,61.94870376586914,62.30253601074219,12,30.1,750.0,1.91,32.39639663385923,29.736366275076314
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0142,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,57.86394882202149,40.51776885986328,62.086238861083984,35.91361618041992,62.19416427612305,12,30.1,750.0,1.91,32.39639663385923,25.46755218816226
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0143,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,54.13290023803711,37.44123077392578,61.90022277832031,36.07525253295898,62.03813934326172,12,30.1,750.0,1.91,32.39639663385923,21.736503604177877
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0144,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,57.875267028808594,41.09969329833984,61.92000198364258,37.154632568359375,62.04793167114258,12,30.1,750.0,1.91,32.39639663385923,25.47887039494936
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0145,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2048,57.099891662597656,39.82630157470703,62.01276397705078,37.0461311340332,62.08469009399414,12,30.1,750.0,1.91,32.39639663385923,24.703495028738423
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0171,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,59.21900177001953,42.74203109741211,62.14818572998047,36.71960067749024,62.20945358276367,12,30.1,750.0,1.91,32.39639663385923,26.8226051361603
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0172,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,51.232723236083984,35.913516998291016,62.018367767333984,35.50809097290039,62.10831832885742,12,30.1,750.0,1.91,32.39639663385923,18.83632660222475
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0173,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,56.52531433105469,38.85564041137695,62.04583740234375,36.51909637451172,62.12178421020508,12,30.1,750.0,1.91,32.39639663385923,24.128917697195455
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0174,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2486,62.02267074584961,61.72774505615234,62.21110916137695,42.11661529541016,62.28445053100586,12,30.1,750.0,1.91,32.39639663385923,29.626274111990377
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0200,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,59.14687347412109,41.94633865356445,62.25849533081055,36.96052169799805,62.31399917602539,12,30.1,750.0,1.91,32.39639663385923,26.750476840261854
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0201,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,59.881160736083984,58.4128532409668,62.130008697509766,36.07495880126953,62.27384948730469,12,30.1,750.0,1.91,32.39639663385923,27.48476410222475
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0202,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,50.037445068359375,37.670448303222656,60.71778869628906,36.39780807495117,62.08369827270508,12,30.1,750.0,1.91,32.39639663385923,17.641048434500142
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0203,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1200D.tif,1200,12,open_pixels_dsm_le_0p5,2500,58.93437957763672,41.78490447998047,62.26178741455078,36.74562072753906,62.32868576049805,12,30.1,750.0,1.91,32.39639663385923,26.537982943777486
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0026,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,60.25994873046875,58.80372619628906,62.51192855834961,40.77163696289063,62.59895324707031,13,29.5,753.0,2.25,31.643075570296112,28.616873160172638
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0027,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,62.45701217651367,62.34005737304688,62.58417510986328,61.98279571533203,62.62416458129883,13,29.5,753.0,2.25,31.643075570296112,30.81393660621756
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0028,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,62.436073303222656,62.27541732788086,62.58417510986328,61.67809677124024,62.62416458129883,13,29.5,753.0,2.25,31.643075570296112,30.792997732926544
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0029,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,57.73276138305664,41.5859260559082,62.340450286865234,37.173484802246094,62.54536056518555,13,29.5,753.0,2.25,31.643075570296112,26.08968581276053
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0055,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,51.06562423706055,36.89060974121094,62.01736068725586,35.868934631347656,62.25551986694336,13,29.5,753.0,2.25,31.643075570296112,19.422548666764435
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0056,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,54.1015739440918,38.01729583740234,62.1426887512207,35.704498291015625,62.37010955810547,13,29.5,753.0,2.25,31.643075570296112,22.458498373795685
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0057,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,57.459205627441406,39.84230422973633,62.27067947387695,36.52432632446289,62.40638732910156,13,29.5,753.0,2.25,31.643075570296112,25.816130057145294
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0058,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,56.31114959716797,39.72745132446289,61.83595657348633,35.949058532714844,62.10905075073242,13,29.5,753.0,2.25,31.643075570296112,24.668074026871857
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0084,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,49.11378479003906,36.78059768676758,60.04239654541016,35.91020202636719,61.74514389038086,13,29.5,753.0,2.25,31.643075570296112,17.47070921974295
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0085,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,43.29870223999024,35.663352966308594,58.79405975341797,35.622196197509766,60.04677581787109,13,29.5,753.0,2.25,31.643075570296112,11.65562666969413
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0086,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,54.55662536621094,37.13120269775391,62.01862716674805,35.622196197509766,62.35506057739258,13,29.5,753.0,2.25,31.643075570296112,22.913549795914825
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0087,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,59.588905334472656,57.16144561767578,62.32966995239258,38.62548065185547,62.48403549194336,13,29.5,753.0,2.25,31.643075570296112,27.945829764176544
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0113,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,45.19902420043945,35.622196197509766,60.32954788208008,35.622196197509766,61.84601974487305,13,29.5,753.0,2.25,31.643075570296112,13.555948630143341
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0114,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,46.10371398925781,35.745567321777344,61.03349685668945,35.622196197509766,61.75160598754883,13,29.5,753.0,2.25,31.643075570296112,14.4606384189617
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0115,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,55.37759399414063,39.23443984985352,62.0727767944336,35.704532623291016,62.37102890014648,13,29.5,753.0,2.25,31.643075570296112,23.73451842384452
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0116,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,62.33903884887695,62.225624084472656,62.45402145385742,62.09650421142578,62.56957626342773,13,29.5,753.0,2.25,31.643075570296112,30.69596327858084
T01_clean_hazard_top,clean_hazard_top,TP_0116,TP_0142,data\solweig\v09_tiles_overhead_aware\T01_clean_hazard_top\solweig_outputs\Tmrt_2026_127_1300D.tif,1300,13,open_pixels_dsm_le_0p5,2500,57.90711212158203,41.49174880981445,62.281394958496094,36.03336334228516,62.42644119262695,13,29.5,753.0,2.25,31.643075570296112,26.26403655128592
