cell_id,old_valid_pixel_count,old_building_pixel_count,old_building_area_m2,old_building_density,old_open_pixel_fraction,old_dsm_mean_all_m,old_dsm_max_all_m,old_building_height_mean_m,old_building_height_max_m,old_building_height_p50_m,old_building_height_p90_m,v10_valid_pixel_count,v10_building_pixel_count,v10_building_area_m2,v10_building_density,v10_open_pixel_fraction,v10_dsm_mean_all_m,v10_dsm_max_all_m,v10_building_height_mean_m,v10_building_height_max_m,v10_building_height_p50_m,v10_building_height_p90_m,cell_area_m2,delta_building_area_m2,delta_building_density,delta_open_pixel_fraction,delta_building_height_mean_m,delta_building_height_max_m,delta_building_height_p50_m,delta_building_height_p90_m,lat,lon,land_use_hint,road_fraction,gvi_percent,tree_canopy_fraction,ndvi_mean,shade_fraction,svf,building_density,mean_building_height_m,max_building_height_m,hazard_rank_true_v08,hazard_score,max_utci_c,max_wbgt_proxy_c,risk_rank_v08_conditioned,risk_priority_score_v08_conditioned,risk_rank_v08_social_conditioned,risk_priority_score_v08_social_conditioned,risk_rank_v08_candidate_policy,risk_priority_score_v08_candidate_policy,vulnerability_score_v071,outdoor_exposure_score_v071,old_vs_osm_completeness,reviewed_vs_osm_completeness,coverage_gain_vs_osm,old_dsm_area_m2,reviewed_dsm_area_m2,osm_area_m2,reviewed_minus_old_dsm_area_m2,old_hazard_top20,old_hazard_top50,old_hazard_topN,low_old_completeness,zero_old_completeness,high_coverage_gain,large_building_area_gain,large_building_density_gain,v10_building_density_nontrivial,possible_old_dsm_gap_false_positive,audit_flags
TP_0299,2500,700,2800.0,0.279999999999781,0.72,17.61640048675537,113.3000030517578,62.915716024126326,113.3000030517578,71.30000305175781,113.3000030517578,2500,700,2800.0,0.279999999999781,0.72,18.78760048675537,113.3000030517578,67.09857316698347,113.3000030517578,71.30000305175781,113.3000030517578,10000.000000007822,0.0,0.0,0.0,4.182857142857145,0.0,0.0,0.0,1.3350629609176972,103.8472462213056,residential,0.1230441753553511,9.619422953194652,0.0,0.3337649545154367,0.7756524085998535,0.118895798921585,0.2318592494980833,22.401376845405487,29.26784599021717,761,0.2050636069737178,32.937951958028464,27.910336314790964,761,0.1025318034868589,761,0.1025318034868589,755,0.1025318034868589,0.5200230299365344,0.9886003381344418,0.9584241969765248,0.9584241969765248,0.0,2800.0,2800.0,2921.4621342334303,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0300,2500,966,3864.0,0.3864000000041609,0.6135999999999999,18.002960274505615,113.3000030517578,46.59151209758182,113.3000030517578,20.899999618530277,113.3000030517578,2500,966,3864.0,0.3864000000041609,0.6135999999999999,20.729360274505616,113.3000030517578,53.64741271869983,113.3000030517578,39.0,113.3000030517578,9999.999999892316,0.0,0.0,0.0,7.055900621118013,0.0,18.100000381469727,0.0,1.3350629556359124,103.848144778853,residential,0.0,5.491673855292987,0.0,0.2420371967842886,0.4888992309570312,0.2487262934446334,0.4351865790406206,24.7269775106804,43.358429927515004,480,0.3976524475511278,34.95467782664847,28.342702157458817,480,0.1988262237755639,480,0.1988262237755639,461,0.1988262237755639,0.5439746757601951,0.9591420063241028,0.9721484656897772,0.9721484656897772,0.0,3864.0,3864.0,3974.7015362086095,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0301,2500,906,3624.0,0.3623999999952207,0.6376,18.9196803565979,113.3000030517578,52.20662350054608,113.3000030517578,37.70000076293945,113.3000030517578,2500,906,3624.0,0.3623999999952207,0.6376,19.5532803565979,113.3000030517578,53.95496787140701,113.3000030517578,37.70000076293945,113.3000030517578,10000.000000131877,0.0,0.0,0.0,1.7483443708609272,0.0,0.0,0.0,1.3350629500236777,103.84904333639676,residential,0.0,8.103556968866412,0.0,0.3000790437525869,0.5670416355133057,0.1705453544855117,0.394876024553546,27.19945905794501,40.56490850156074,577,0.329730483396034,34.24842335097588,28.18107499240213,577,0.164865241698017,577,0.164865241698017,567,0.164865241698017,0.5301870677697234,0.8889424430291141,0.9994848146756669,0.9994848146756669,0.0,3624.0,3624.0,3625.867993978467,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0302,2500,550,2200.0,0.2200000000011405,0.78,17.688560473632812,113.3000030517578,80.40254760742188,113.3000030517578,113.3000030517578,113.3000030517578,2500,863,3452.0,0.3452000000017896,0.6548,19.190960473632813,113.3000030517578,55.59374412987489,113.3000030517578,37.70000076293945,113.3000030517578,9999.99999994816,1252.0,0.125200000000649,-0.1251999999999999,-24.808803477546988,0.0,-75.60000228881836,0.0,1.3350629440809922,103.8499418939366,residential,0.0,6.048069687874389,0.0,0.2544015486194309,0.4872132241725921,0.3229402303695678,0.1926326379907626,28.12893321856606,26.54944181275985,585,0.325107981532849,34.74776266579576,28.08520066622011,585,0.1625539907664245,585,0.1625539907664245,575,0.1625539907664245,0.5438632964716916,0.7474755805713343,0.6036874475116902,0.9472404858228886,0.3435530383111983,2200.0,3452.0,3644.269909980856,1252.0,False,False,False,False,False,False,True,True,True,False,large_building_density_gain
TP_0303,2500,102,408.0,0.0408000000000942,0.9592,2.909040124511719,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,71.30000305175781,2500,723,2892.0,0.2892000000006681,0.7108,5.478640124511719,71.30000305175781,18.94412214561452,71.30000305175781,10.0,71.30000305175781,9999.9999999769,2484.0,0.2484000000005738,-0.2484,-52.3558809061433,0.0,-61.30000305175781,0.0,1.3350629378078558,103.85084045147232,civic_institutional,0.3021460966684833,7.998894114130167,0.0,0.2977532025362259,0.4121840000152588,0.4873214960098266,0.03018237663829,26.399862095163748,8.691638701033499,470,0.4019847882265145,35.680190199698465,28.259729114096533,470,0.2009923941132572,470,0.2009923941132572,451,0.2009923941132572,0.6566499539502211,0.6582793829261097,0.1465550220193328,1.0388164796076238,0.892261457588291,408.0,2892.0,2783.937352526744,2484.0,False,False,False,True,False,True,True,True,True,False,low_old_completeness;high_coverage_gain;large_building_density_gain
TP_0304,2500,538,2152.0,0.2151999999999256,0.7847999999999999,5.292600198364258,34.900001525878906,24.593867092770715,34.900001525878906,34.900001525878906,34.900001525878906,2500,553,2212.0,0.2211999999999235,0.7787999999999999,5.836200198364258,36.0,26.38426852786735,36.0,34.900001525878906,36.0,10000.000000003456,60.0,0.0059999999999979,-0.006,1.7904014350966335,1.0999984741210938,0.0,1.0999984741210938,1.3350629312042692,103.85173900900372,residential,0.0177815629354,7.049568014054169,0.0,0.2766570669789815,0.2651056051254272,0.4377692341804504,0.164984648266107,23.183507626232185,24.63343612484121,396,0.4482053561534801,36.59672690571567,28.32800695331148,396,0.22410267807674,396,0.22410267807674,370,0.22410267807674,0.9368140904382518,0.6031384785205125,1.0334052133145666,1.062217626325196,0.0288124130106293,2152.0,2212.0,2082.4357882786635,60.0,False,False,False,False,False,False,False,False,True,False,
TP_0305,2500,324,1296.0,0.1295999999997124,0.8704000000000001,2.740000076293945,34.900001525878906,21.141975897329825,34.900001525878906,12.5,34.900001525878906,2500,330,1320.0,0.131999999999707,0.868,2.776000076293945,34.900001525878906,21.030303608287465,34.900001525878906,12.5,34.900001525878906,10000.000000022192,24.0,0.0023999999999946,-0.0024,-0.1116722890423602,0.0,0.0,0.0,1.335062924270232,103.85263756653056,park_open_space,0.0,31.053750144905123,0.5175625024150854,0.6342726605299934,0.841546893119812,0.1149039566516876,0.0988944381671428,21.01387978882521,3.3,935,0.0785389467714865,31.805767168216843,27.34326598845616,935,0.0392694733857432,935,0.0392694733857432,933,0.0392694733857432,0.9368140904382518,0.5950698864972447,1.1100829064509454,1.130639997311148,0.0205570908602026,1296.0,1320.0,1167.480367879415,24.0,False,False,False,False,False,False,False,False,True,False,
TP_0306,2500,146,584.0,0.0584000000001604,0.9416,2.038160089111328,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,2500,146,584.0,0.0584000000001604,0.9416,2.038160089111328,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,34.900001525878906,9999.999999972531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3350629170057438,103.8535361240526,park_open_space,0.3170738096930328,21.30751180191489,0.1653139683895771,0.5935002622647754,0.9133634567260742,0.0583568811416626,0.0536095900528247,20.12570254084513,3.3,889,0.1162965513841141,31.98632905015548,27.655131548790003,889,0.058148275692057,889,0.058148275692057,887,0.058148275692057,0.9368140904382518,0.6699762327966939,0.8532044246332072,0.8532044246332072,0.0,584.0,584.0,684.478400649483,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0307,2500,1088,4352.0,0.4351999999971422,0.5648,7.037119949531555,57.29999923706055,16.169852825210373,57.29999923706055,15.300000190734863,32.099998474121094,2500,1088,4352.0,0.4351999999971422,0.5648,7.037119949531555,57.29999923706055,16.169852825210373,57.29999923706055,15.300000190734863,32.099998474121094,10000.000000065666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335062909410805,103.85443468156966,residential,0.0,9.30817998296954,0.0,0.3268484440659898,0.4358428120613098,0.3394574522972107,0.416480182383461,20.98970022017664,42.062076639173846,439,0.4209759719247583,35.42713705235051,28.38724515069748,439,0.2104879859623791,439,0.2104879859623791,418,0.2104879859623791,0.9368140904382518,0.6092600574272623,0.988864043897463,0.988864043897463,0.0,4352.0,4352.0,4401.009448020001,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0308,2500,724,2896.0,0.2895999999997998,0.7103999999999999,13.778400088882446,71.30000305175781,47.577348373212864,71.30000305175781,32.099998474121094,71.30000305175781,2500,724,2896.0,0.2895999999997998,0.7103999999999999,13.778400088882446,71.30000305175781,47.577348373212864,71.30000305175781,32.099998474121094,71.30000305175781,10000.000000006912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335062901485416,103.85533323908146,residential,0.0,11.261152552406662,0.0,0.3702478344979258,0.6347000598907471,0.1579828411340713,0.2401511077034684,26.41501836506371,29.84247176385036,713,0.2407305473074949,33.60731587726849,27.94946331841429,713,0.1203652736537474,713,0.1203652736537474,705,0.1203652736537474,0.9368140904382518,0.5244314311613805,1.0298699476015345,1.0298699476015345,0.0,2896.0,2896.0,2812.005541810884,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0309,2500,418,1672.0,0.1672000000007086,0.8328,3.2111201080322265,71.30000305175781,19.205263804020493,71.30000305175781,6.900000095367432,71.30000305175781,2500,450,1800.0,0.1800000000007628,0.8200000000000001,3.2495201080322267,71.30000305175781,18.05288948906793,71.30000305175781,6.900000095367432,71.30000305175781,9999.999999957618,128.0,0.0128000000000542,-0.0127999999999999,-1.1523743149525671,0.0,0.0,0.0,1.3350628932295767,103.85623179658783,residential,0.2926756335332224,13.166553182509764,0.0,0.4125900707224392,0.7019109725952148,0.2103192955255508,0.1050640364823598,34.73595266297944,20.480937728227538,727,0.231934630304577,33.313643629770475,27.97202711330577,727,0.1159673151522885,727,0.1159673151522885,719,0.1159673151522885,0.8832502055678537,0.487696417165147,0.9966458520059958,1.072944099049517,0.0762982470435211,1672.0,1800.0,1677.627009267823,128.0,False,False,False,False,False,False,False,False,True,False,
TP_0310,2500,1434,5736.0,0.5736000000053421,0.4264,7.62023969669342,32.099998474121094,13.284936709716565,32.099998474121094,4.099999904632568,32.099998474121094,2500,1434,5736.0,0.5736000000053421,0.4264,7.62023969669342,32.099998474121094,13.284936709716565,32.099998474121094,4.099999904632568,32.099998474121094,9999.999999906868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3350628846432862,103.85713035408854,residential,0.0,0.0,0.0,0.1146807065396107,0.0692347958683967,0.4185980558395386,0.186747972565021,39.52765860718099,26.141634498755952,220,0.5710356855113125,38.2149909161288,28.655415396028253,131,0.5287159388004884,55,0.5006926647047979,111,0.4267551210775506,0.839743798518584,0.4992791876979691,1.0997295830135028,1.0997295830135028,0.0,5736.0,5736.0,5215.82768036674,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0311,2500,117,468.0,0.0467999999993606,0.9532,0.867239969444275,32.099998474121094,18.53076857786912,32.099998474121094,6.900000095367432,32.099998474121094,2500,178,712.0,0.0711999999990273,0.9288,0.9404399694442748,32.099998474121094,13.208426537138692,32.099998474121094,6.900000095367432,32.099998474121094,10000.000000136606,244.0,0.0243999999996666,-0.0244,-5.32234204073043,0.0,0.0,0.0,1.335062875726546,103.85802891158332,residential,0.4719846715826473,11.568811574322009,0.0,0.3770847016516002,0.4274061024188995,0.4442933201789856,0.0278684946035396,36.22860128455111,15.131286676025296,444,0.4194685469394422,35.5742558122444,28.360935676868905,444,0.2097342734697211,444,0.2097342734697211,424,0.2097342734697211,0.8122204339305544,0.4514912522939565,0.6844703387058056,1.0413309426464394,0.3568606039406338,468.0,712.0,683.7403661419323,244.0,False,False,False,False,False,False,False,False,True,False,
TP_0312,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,609,2436.0,0.2436000000028846,0.7564,3.2264,18.0,13.244663382594418,18.0,12.0,18.0,9999.999999881584,2436.0,0.2436000000028846,-0.2436,13.244663382594418,18.0,12.0,18.0,1.3350628664793545,103.858927469072,transport,0.2809537810718078,8.580824444146682,0.0,0.310684987647704,0.3180492222309112,0.6036169528961182,0.0,26.99668856487765,6.6,377,0.4641581870738931,36.78496379393361,28.398154039111795,377,0.2320790935369465,377,0.2320790935369465,347,0.2320790935369465,0.7817348718937762,0.3760057053165626,0.0,1.0113896577186354,1.0113896577186354,0.0,2436.0,2408.56724350417,2436.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0313,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,389,1556.0,0.1555999999992414,0.8444,1.704,12.0,10.951156812339333,12.0,10.0,12.0,10000.000000048747,1556.0,0.1555999999992414,-0.1555999999999999,10.951156812339333,12.0,10.0,12.0,1.335062856901713,103.85982602655436,transport,0.1142858050401176,10.101097908454271,0.0,0.3444688424100949,0.6489577889442444,0.295169323682785,0.0,18.927521188057483,6.6,777,0.1973754182254302,33.43659495377541,27.796805356627864,777,0.0986877091127151,777,0.0986877091127151,771,0.0986877091127151,0.7276451550370149,0.1789620445505697,0.0,1.0208850596651569,1.0208850596651569,0.0,1556.0,1524.1676673281486,1556.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0314,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,1110,4440.0,0.4440000000000484,0.556,4.44,10.0,10.0,10.0,10.0,10.0,9999.999999998909,4440.0,0.4440000000000484,-0.4439999999999999,10.0,10.0,10.0,10.0,1.3350628469936208,103.86072458403017,commercial,0.0,3.221927290892732,0.0,0.1915983842420607,0.2126794457435608,0.7296402454376221,0.0,17.115417880842323,19.8,297,0.5145440563358397,38.1639267744422,28.434641058834707,297,0.2572720281679198,297,0.2572720281679198,262,0.2572720281679198,0.677876138831575,0.0816516979005258,0.0,1.0178574540181733,1.0178574540181733,0.0,4440.0,4362.103929653716,4440.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0315,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,704,2816.0,0.2816000000014393,0.7183999999999999,2.816,10.0,10.0,10.0,10.0,10.0,9999.999999948886,2816.0,0.2816000000014393,-0.2816000000000001,10.0,10.0,10.0,10.0,1.335062836755078,103.86162314149914,commercial,0.1759927798727013,6.218989340010516,0.0,0.2581997631113448,0.0,0.9588170647621156,0.0,19.818409017650257,19.8,22,0.7092979724405435,41.82153264785001,29.00835566427519,24,0.6004156836533981,29,0.5261290455420922,19,0.6280921372901712,0.6269458067211756,0.024510092512942,0.0,1.0005146080662992,1.0005146080662992,0.0,2816.0,2814.5516090389733,2816.0,False,True,True,True,True,True,True,True,True,True,old_top50_hazard;zero_old_completeness;high_coverage_gain;large_building_density_gain;possible_old_dsm_gap_false_positive
TP_0316,2500,598,2392.0,0.2391999999974416,0.7608,9.017840182495116,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,2500,606,2424.0,0.2423999999974073,0.7576,9.049840182495116,37.70000076293945,37.33432418521088,37.70000076293945,37.70000076293945,37.70000076293945,10000.000000106957,32.0,0.0031999999999657,-0.0031999999999999,-0.3656765777285713,0.0,0.0,0.0,1.3350628261860846,103.86252169896112,residential,0.3844497856469987,12.845192055225414,0.0,0.4054487123383425,0.4301284253597259,0.4912660419940948,0.1626139188555068,20.652913203892545,24.46914457668662,406,0.4415908010917247,35.75592570901225,28.43550717443908,406,0.2207954005458623,406,0.2207954005458623,381,0.2207954005458623,0.5994414039488792,0.0451610043179382,1.3848304089491152,1.4033565682661602,0.0185261593170449,2392.0,2424.0,1727.2873158635937,32.0,False,False,False,False,False,False,False,False,True,False,
TP_0317,2500,314,1256.0,0.1256000000001713,0.8744000000000001,4.735120095825195,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,37.70000076293945,2500,571,2284.0,0.2284000000003116,0.7716000000000001,6.289520095825195,37.70000076293945,27.537303396782814,37.70000076293945,37.70000076293945,37.70000076293945,9999.999999986358,1028.0,0.1028000000001402,-0.1028,-10.162697366156635,0.0,0.0,0.0,1.335062815286641,103.86342025641588,residential,0.2590696427506747,8.96659984794601,0.0,0.3192577743988002,0.2656254470348358,0.5970497131347656,0.1534733928265547,18.968471199712827,23.83570612288024,269,0.5325804997333703,37.41888214109962,28.602642810304648,269,0.2662902498666851,269,0.2662902498666851,230,0.2662902498666851,0.5943646932192858,0.1292151219463911,0.6042952048810817,1.09889350951305,0.4945983046319682,1256.0,2284.0,2078.4543545189413,1028.0,False,False,False,False,False,False,True,True,True,False,large_building_density_gain
TP_0318,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,496,1984.0,0.1983999999998376,0.8016,4.7616,24.0,24.0,24.0,24.0,24.0,10000.000000008184,1984.0,0.1983999999998376,-0.1984,24.0,24.0,24.0,24.0,1.335062804056747,103.86431881386318,water,0.0,8.999027695554325,0.0,0.3199783932345405,0.5249086022377014,0.4014038443565368,0.0,17.18449903433427,3.3,710,0.242338194190213,34.32535686800218,27.841469541528653,710,0.1211690970951065,710,0.1211690970951065,702,0.1211690970951065,0.5884227436228802,0.2153847638318627,0.0,1.0004495407618814,1.0004495407618814,0.0,1984.0,1983.108511888672,1984.0,False,False,False,True,True,True,True,True,True,False,zero_old_completeness;high_coverage_gain;large_building_density_gain
TP_0319,2500,711,2844.0,0.2844000000013967,0.7156,3.555,12.5,12.5,12.5,12.5,12.5,2500,711,2844.0,0.2844000000013967,0.7156,3.555,12.5,12.5,12.5,12.5,12.5,9999.999999950887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3350627924964027,103.8652173713028,residential,0.1983660694011695,8.800950951825719,0.0,0.3155766878183493,0.6080780029296875,0.2283068597316742,0.2629269046325296,16.617018092521132,31.4208344910343,586,0.324705652362782,34.09368754152313,28.186331618131675,586,0.162352826181391,586,0.162352826181391,576,0.162352826181391,0.5884869117602857,0.3232864266747474,1.1787619971852548,1.1787619971852548,0.0,2844.0,2844.0,2412.7007884468094,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0320,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999989632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3359673558134189,103.84005776327884,park_open_space,0.3215746448510842,21.39175745928252,0.0,0.5953723879840558,0.542202353477478,0.420518547296524,0.0,4.881715928243435,3.3,690,0.2590339274807724,34.26708454947271,27.942314719623333,690,0.1295169637403862,690,0.1295169637403862,682,0.1295169637403862,0.7644235200237806,1.0,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,
TP_0321,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10000.000000152975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.335967353173452,103.84095632117604,residential,0.0,23.562064419079523,0.1555279406624985,0.6436014315351005,0.9627390503883362,0.0351705886423587,0.0,8.125855812280738,13.2,947,0.0665667756933462,31.35323764854191,27.28175646431416,947,0.0332833878466731,947,0.0332833878466731,945,0.0332833878466731,0.7831815526877809,0.9067101113976778,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,
TP_0322,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9999.999999897043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3359673502028104,103.84185487907132,residential,0.0,58.43520593462637,0.9739200989104396,0.670074594694578,0.9700002074241638,0.0287644173949956,0.0,12.5230451295645,13.2,978,0.0386923074245841,30.489603126523328,26.79709174656599,978,0.019346153712292,978,0.019346153712292,978,0.019346153712292,0.8089539099522055,0.7910792498961152,,,,0.0,0.0,0.0,0.0,False,False,False,False,False,False,False,False,False,False,
TP_0323,2500,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2500,489,1956.0,0.1956000000000676,0.8044,1.956,10.0,10.0,10.0,10.0,10.0,9999.999999996544,1956.0,0.1956000000000676,-0.1956,10.0,10.0,10.0,10.0,1.335967346901494,103.84275343696454,residential,0.0077033644142935,15.170184941081924,0.1954723721508173,0.4571152209129316,0.9712482690811156,0.0267764031887054,0.0,16.242719842832777,13.2,938,0.0779352329115942,31.52369680388714,27.389160388323447,938,0.0389676164557971,938,0.0389676164557971,936,0.0389676164557971,0.8346248566837344,0.8868328640200122,,,,0.0,1956.0,0.0,1956.0,False,False,False,False,False,False,True,True,True,False,large_building_density_gain
TP_0324,2500,366,1464.0,0.1463999999996644,0.8536,14.044720446777344,113.3000030517578,95.93388283317856,113.3000030517578,85.30000305175781,113.3000030517578,2500,366,1464.0,0.1463999999996644,0.8536,14.044720446777344,113.3000030517578,95.93388283317856,113.3000030517578,85.30000305175781,113.3000030517578,10000.00000002292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3359673432695034,103.8436519948554,residential,0.2766333710720715,10.075326230201105,0.0,0.3438961384489134,0.6203200221061707,0.1907508969306945,0.1671110655469271,18.096118259160924,24.78079684240205,629,0.295904938615517,33.89186479931422,28.115268096062568,629,0.1479524693077585,629,0.1479524693077585,620,0.1479524693077585,0.490366093171441,0.9309148450276168,0.8704386184054244,0.8704386184054244,0.0,1464.0,1464.0,1681.9106701422943,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0325,2500,464,1856.0,0.185600000001715,0.8144,13.836760382080078,113.3000030517578,74.55151067931077,113.3000030517578,85.30000305175781,113.3000030517578,2500,464,1856.0,0.185600000001715,0.8144,13.49116038208008,113.3000030517578,72.68944171379353,113.3000030517578,85.30000305175781,113.3000030517578,9999.999999907595,0.0,0.0,0.0,-1.8620689655172384,0.0,0.0,0.0,1.335967339306838,103.8445505527437,residential,0.0,11.503270235431414,0.0,0.3756282274540314,0.6569541692733765,0.1975927054882049,0.1975052663046049,19.28901338677252,26.887114954909123,748,0.2138332133043025,33.42699890029886,27.865636899283206,748,0.1069166066521512,748,0.1069166066521512,741,0.1069166066521512,0.4543210656549521,0.913491385887524,0.9184932555259884,0.9184932555259884,0.0,1856.0,1856.0,2020.7007387736728,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0326,2500,576,2304.0,0.2303999999966472,0.7696000000000001,11.791840258789062,113.3000030517578,51.17986223432753,113.3000030517578,15.0,113.3000030517578,2500,576,2304.0,0.2303999999966472,0.7696000000000001,11.791840258789062,113.3000030517578,51.17986223432753,113.3000030517578,15.0,113.3000030517578,10000.00000014552,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3359673350134982,103.8454491106292,residential,0.0,11.150038626477928,0.0,0.3677786361439539,0.5757945775985718,0.2559683918952942,0.2309717186050166,20.01384515783334,29.20634009932765,685,0.2628930352476436,34.02481783046438,27.980750904494325,685,0.1314465176238218,685,0.1314465176238218,677,0.1314465176238218,0.4674232795237695,0.9584374763152996,0.9860856019672556,0.9860856019672556,0.0,2304.0,2304.0,2336.511146094705,0.0,False,False,False,False,False,False,False,False,True,False,
TP_0327,2500,131,524.0,0.0524000000002116,0.9476,1.9570400634765623,71.30000305175781,37.34809281443822,71.30000305175781,15.0,71.30000305175781,2500,407,1628.0,0.1628000000006574,0.8371999999999999,2.6006400634765625,71.30000305175781,15.97444756435235,71.30000305175781,8.0,71.30000305175781,9999.999999959618,1104.0,0.1104000000004458,-0.1104,-21.37364525008587,0.0,-7.0,0.0,1.335967330389484,103.84634766851173,residential,0.3001325284134404,7.932778692448172,0.0,0.2962839709432927,0.5657559633255005,0.3334743976593017,0.0575719648144799,19.86937250180211,17.18973716164346,610,0.3088860492181953,34.30371514606927,28.09900643872549,610,0.1544430246090976,610,0.1544430246090976,601,0.1544430246090976,0.4841054349588773,1.0,0.3007876608617677,0.9345082287842708,0.6337205679225031,524.0,1628.0,1742.0927391061211,1104.0,False,False,False,False,False,True,True,True,True,False,high_coverage_gain;large_building_density_gain
TP_0328,2500,911,3644.0,0.3644000000005634,0.6355999999999999,12.41740022201538,71.30000305175781,34.07629040070083,71.30000305175781,29.299999237060547,71.30000305175781,2500,1106,4424.0,0.442400000000684,0.5576,13.04620022201538,71.30000305175781,29.489602671825,71.30000305175781,15.300000190734863,62.900001525878906,9999.99999998454,780.0,0.0780000000001205,-0.0779999999999999,-4.586687728875827,0.0,-13.999999046325684,-8.400001525878906,1.3359673254347948,103.84724622639102,residential,0.0,1.982097948614536,0.0,0.164046621080323,0.3740834593772888,0.4100402593612671,0.4638148070776382,20.96823009549777,45.34236613048032,317,0.5025250716410088,36.26047460395427,28.60538966397237,317,0.2512625358205044,317,0.2512625358205044,285,0.2512625358205044,0.5033821317189403,0.8763436857741961,0.6606369475880236,0.8020466125492361,0.1414096649612125,3644.0,4424.0,5515.888890720075,780.0,False,False,False,False,False,False,False,False,True,False,
TP_0329,2500,708,2832.0,0.2832000000017411,0.7168,10.77071995239258,62.900001525878906,38.0322032217252,62.900001525878906,29.299999237060547,62.900001525878906,2500,867,3468.0,0.3468000000021322,0.6532,11.152319952392578,62.900001525878906,32.15778532985173,62.900001525878906,29.299999237060547,62.900001525878906,9999.999999938518,636.0,0.063600000000391,-0.0635999999999999,-5.8744178918734775,0.0,0.0,0.0,1.335967320149431,103.84814478426688,residential,0.0,2.5356377927646325,0.0,0.1763475065058807,0.4495424628257751,0.3250479102134704,0.4091309326778873,24.179483216037056,41.55277363457758,418,0.4343699731792297,35.42394717004993,28.43211258138212,418,0.2171849865896148,418,0.2171849865896148,395,0.2171849865896148,0.5512853568260406,0.8095982033673084,0.5716646721491275,0.7000469925893976,0.1283823204402701,2832.0,3468.0,4953.953144162859,636.0,False,False,False,False,False,False,False,False,True,False,
