split_type,model,period,official_event_threshold,model_decision_threshold,n,event_count,non_event_count,tp,fp,fn,tn,precision,recall,f1,specificity,balanced_accuracy
LOSO,M3_regime_current_ridge,overall,31.0,31.4,2564,268,2296,6,6,262,2290,0.5,0.022388059701492536,0.04285714285714286,0.9973867595818815,0.509887409641687
LOSO,M3_regime_current_ridge,overall,31.0,31.5,2564,268,2296,3,4,265,2292,0.42857142857142855,0.011194029850746268,0.021818181818181816,0.9982578397212544,0.5047259347860004
LOSO,M3_regime_current_ridge,overall,31.0,31.6,2564,268,2296,2,2,266,2294,0.5,0.007462686567164179,0.014705882352941176,0.9991289198606271,0.5032958032138957
LOSO,M3_regime_current_ridge,overall,31.0,31.7,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,31.8,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,31.9,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.0,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.1,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.2,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.3,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.4,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.5,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.6,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.7,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.8,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,32.9,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,31.0,33.0,2564,268,2296,0,0,268,2296,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,27.0,2564,10,2554,10,1072,0,1482,0.009242144177449169,1.0,0.01831501831501832,0.5802662490211433,0.7901331245105716
LOSO,M3_regime_current_ridge,overall,33.0,27.1,2564,10,2554,10,1052,0,1502,0.009416195856873822,1.0,0.018656716417910446,0.5880971025841817,0.7940485512920908
LOSO,M3_regime_current_ridge,overall,33.0,27.2,2564,10,2554,10,1038,0,1516,0.009541984732824428,1.0,0.01890359168241966,0.5935787000783085,0.7967893500391543
LOSO,M3_regime_current_ridge,overall,33.0,27.3,2564,10,2554,10,1019,0,1535,0.009718172983479106,1.0,0.019249278152069296,0.601018010963195,0.8005090054815975
LOSO,M3_regime_current_ridge,overall,33.0,27.4,2564,10,2554,10,1005,0,1549,0.009852216748768473,1.0,0.01951219512195122,0.6064996084573219,0.8032498042286609
LOSO,M3_regime_current_ridge,overall,33.0,27.5,2564,10,2554,10,996,0,1558,0.009940357852882704,1.0,0.01968503937007874,0.6100234925606891,0.8050117462803446
LOSO,M3_regime_current_ridge,overall,33.0,27.6,2564,10,2554,10,991,0,1563,0.00999000999000999,1.0,0.019782393669634024,0.6119812059514487,0.8059906029757243
LOSO,M3_regime_current_ridge,overall,33.0,27.7,2564,10,2554,10,972,0,1582,0.010183299389002037,1.0,0.020161290322580645,0.6194205168363351,0.8097102584181676
LOSO,M3_regime_current_ridge,overall,33.0,27.8,2564,10,2554,10,957,0,1597,0.010341261633919338,1.0,0.020470829068577275,0.625293657008614,0.8126468285043069
LOSO,M3_regime_current_ridge,overall,33.0,27.9,2564,10,2554,10,949,0,1605,0.010427528675703858,1.0,0.02063983488132095,0.6284259984338293,0.8142129992169147
LOSO,M3_regime_current_ridge,overall,33.0,28.0,2564,10,2554,10,937,0,1617,0.010559662090813094,1.0,0.02089864158829676,0.6331245105716523,0.8165622552858262
LOSO,M3_regime_current_ridge,overall,33.0,28.1,2564,10,2554,10,921,0,1633,0.010741138560687433,1.0,0.021253985122210415,0.639389193422083,0.8196945967110415
LOSO,M3_regime_current_ridge,overall,33.0,28.2,2564,10,2554,10,906,0,1648,0.010917030567685589,1.0,0.02159827213822894,0.6452623335943618,0.8226311667971808
LOSO,M3_regime_current_ridge,overall,33.0,28.3,2564,10,2554,10,894,0,1660,0.011061946902654867,1.0,0.02188183807439825,0.6499608457321848,0.8249804228660924
LOSO,M3_regime_current_ridge,overall,33.0,28.4,2564,10,2554,10,881,0,1673,0.01122334455667789,1.0,0.022197558268590455,0.6550509005481597,0.8275254502740799
LOSO,M3_regime_current_ridge,overall,33.0,28.5,2564,10,2554,10,871,0,1683,0.011350737797956867,1.0,0.02244668911335578,0.658966327329679,0.8294831636648394
LOSO,M3_regime_current_ridge,overall,33.0,28.6,2564,10,2554,10,849,0,1705,0.011641443538998836,1.0,0.023014959723820484,0.6675802662490211,0.8337901331245106
LOSO,M3_regime_current_ridge,overall,33.0,28.7,2564,10,2554,10,830,0,1724,0.011904761904761904,1.0,0.023529411764705882,0.6750195771339076,0.8375097885669538
LOSO,M3_regime_current_ridge,overall,33.0,28.8,2564,10,2554,10,813,0,1741,0.012150668286755772,1.0,0.024009603841536616,0.6816758026624902,0.840837901331245
LOSO,M3_regime_current_ridge,overall,33.0,28.9,2564,10,2554,10,805,0,1749,0.012269938650306749,1.0,0.024242424242424246,0.6848081440877055,0.8424040720438528
LOSO,M3_regime_current_ridge,overall,33.0,29.0,2564,10,2554,10,795,0,1759,0.012422360248447204,1.0,0.024539877300613494,0.6887235708692248,0.8443617854346124
LOSO,M3_regime_current_ridge,overall,33.0,29.1,2564,10,2554,10,767,0,1787,0.01287001287001287,1.0,0.025412960609911054,0.6996867658574785,0.8498433829287393
LOSO,M3_regime_current_ridge,overall,33.0,29.2,2564,10,2554,10,749,0,1805,0.013175230566534914,1.0,0.02600780234070221,0.706734534064213,0.8533672670321065
LOSO,M3_regime_current_ridge,overall,33.0,29.3,2564,10,2554,10,733,0,1821,0.013458950201884253,1.0,0.02656042496679947,0.7129992169146437,0.8564996084573219
LOSO,M3_regime_current_ridge,overall,33.0,29.4,2564,10,2554,10,716,0,1838,0.013774104683195593,1.0,0.02717391304347826,0.7196554424432263,0.8598277212216132
LOSO,M3_regime_current_ridge,overall,33.0,29.5,2564,10,2554,10,700,0,1854,0.014084507042253521,1.0,0.02777777777777778,0.725920125293657,0.8629600626468286
LOSO,M3_regime_current_ridge,overall,33.0,29.6,2564,10,2554,10,674,0,1880,0.014619883040935672,1.0,0.02881844380403458,0.7361002349256069,0.8680501174628035
LOSO,M3_regime_current_ridge,overall,33.0,29.7,2564,10,2554,10,653,0,1901,0.015082956259426848,1.0,0.02971768202080238,0.7443226311667972,0.8721613155833986
LOSO,M3_regime_current_ridge,overall,33.0,29.8,2564,10,2554,10,639,0,1915,0.015408320493066256,1.0,0.030349013657056147,0.749804228660924,0.874902114330462
LOSO,M3_regime_current_ridge,overall,33.0,29.9,2564,10,2554,10,604,0,1950,0.016286644951140065,1.0,0.03205128205128205,0.7635082223962412,0.8817541111981206
LOSO,M3_regime_current_ridge,overall,33.0,30.0,2564,10,2554,10,569,0,1985,0.017271157167530225,1.0,0.03395585738539898,0.7772122161315583,0.8886061080657792
LOSO,M3_regime_current_ridge,overall,33.0,30.1,2564,10,2554,10,548,0,2006,0.017921146953405017,1.0,0.0352112676056338,0.7854346123727486,0.8927173061863742
LOSO,M3_regime_current_ridge,overall,33.0,30.2,2564,10,2554,10,519,0,2035,0.01890359168241966,1.0,0.03710575139146568,0.7967893500391543,0.8983946750195771
LOSO,M3_regime_current_ridge,overall,33.0,30.3,2564,10,2554,9,476,1,2078,0.018556701030927835,0.9,0.03636363636363636,0.8136256851996868,0.8568128425998434
LOSO,M3_regime_current_ridge,overall,33.0,30.4,2564,10,2554,6,433,4,2121,0.01366742596810934,0.6,0.026726057906458794,0.8304620203602192,0.7152310101801096
LOSO,M3_regime_current_ridge,overall,33.0,30.5,2564,10,2554,4,378,6,2176,0.010471204188481676,0.4,0.020408163265306124,0.8519968676585747,0.6259984338292874
LOSO,M3_regime_current_ridge,overall,33.0,30.6,2564,10,2554,4,323,6,2231,0.012232415902140673,0.4,0.02373887240356083,0.8735317149569303,0.6367658574784651
LOSO,M3_regime_current_ridge,overall,33.0,30.7,2564,10,2554,2,290,8,2264,0.00684931506849315,0.2,0.013245033112582781,0.8864526233359437,0.5432263116679719
LOSO,M3_regime_current_ridge,overall,33.0,30.8,2564,10,2554,1,256,9,2298,0.0038910505836575876,0.1,0.00749063670411985,0.8997650743931088,0.4998825371965544
LOSO,M3_regime_current_ridge,overall,33.0,30.9,2564,10,2554,1,227,9,2327,0.0043859649122807015,0.1,0.008403361344537815,0.9111198120595145,0.5055599060297573
LOSO,M3_regime_current_ridge,overall,33.0,31.0,2564,10,2554,1,179,9,2375,0.005555555555555556,0.1,0.010526315789473684,0.9299138606108066,0.5149569303054033
LOSO,M3_regime_current_ridge,overall,33.0,31.1,2564,10,2554,0,112,10,2442,0.0,0.0,,0.9561472200469852,0.4780736100234926
LOSO,M3_regime_current_ridge,overall,33.0,31.2,2564,10,2554,0,38,10,2516,0.0,0.0,,0.985121378230227,0.4925606891151135
LOSO,M3_regime_current_ridge,overall,33.0,31.3,2564,10,2554,0,22,10,2532,0.0,0.0,,0.9913860610806577,0.49569303054032887
LOSO,M3_regime_current_ridge,overall,33.0,31.4,2564,10,2554,0,12,10,2542,0.0,0.0,,0.995301487862177,0.4976507439310885
LOSO,M3_regime_current_ridge,overall,33.0,31.5,2564,10,2554,0,7,10,2547,0.0,0.0,,0.9972592012529365,0.4986296006264683
LOSO,M3_regime_current_ridge,overall,33.0,31.6,2564,10,2554,0,4,10,2550,0.0,0.0,,0.9984338292873923,0.49921691464369616
LOSO,M3_regime_current_ridge,overall,33.0,31.7,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,31.8,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,31.9,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.0,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.1,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.2,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.3,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.4,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.5,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.6,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.7,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.8,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,32.9,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,overall,33.0,33.0,2564,10,2554,0,0,10,2554,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,27.0,971,268,703,268,702,0,1,0.27628865979381445,1.0,0.432956381260097,0.001422475106685633,0.5007112375533428
LOSO,M3_regime_current_ridge,daytime,31.0,27.1,971,268,703,268,702,0,1,0.27628865979381445,1.0,0.432956381260097,0.001422475106685633,0.5007112375533428
LOSO,M3_regime_current_ridge,daytime,31.0,27.2,971,268,703,268,702,0,1,0.27628865979381445,1.0,0.432956381260097,0.001422475106685633,0.5007112375533428
LOSO,M3_regime_current_ridge,daytime,31.0,27.3,971,268,703,268,696,0,7,0.27800829875518673,1.0,0.4350649350649351,0.00995732574679943,0.5049786628733998
LOSO,M3_regime_current_ridge,daytime,31.0,27.4,971,268,703,268,696,0,7,0.27800829875518673,1.0,0.4350649350649351,0.00995732574679943,0.5049786628733998
LOSO,M3_regime_current_ridge,daytime,31.0,27.5,971,268,703,268,696,0,7,0.27800829875518673,1.0,0.4350649350649351,0.00995732574679943,0.5049786628733998
LOSO,M3_regime_current_ridge,daytime,31.0,27.6,971,268,703,268,696,0,7,0.27800829875518673,1.0,0.4350649350649351,0.00995732574679943,0.5049786628733998
LOSO,M3_regime_current_ridge,daytime,31.0,27.7,971,268,703,268,685,0,18,0.2812172088142707,1.0,0.438984438984439,0.025604551920341393,0.5128022759601707
LOSO,M3_regime_current_ridge,daytime,31.0,27.8,971,268,703,268,677,0,26,0.28359788359788357,1.0,0.4418796372629843,0.03698435277382646,0.5184921763869133
LOSO,M3_regime_current_ridge,daytime,31.0,27.9,971,268,703,268,674,0,29,0.28450106157112526,1.0,0.44297520661157025,0.041251778093883355,0.5206258890469416
LOSO,M3_regime_current_ridge,daytime,31.0,28.0,971,268,703,268,666,0,37,0.28693790149892934,1.0,0.44592346089850254,0.05263157894736842,0.5263157894736842
LOSO,M3_regime_current_ridge,daytime,31.0,28.1,971,268,703,268,656,0,47,0.29004329004329005,1.0,0.4496644295302013,0.06685633001422475,0.5334281650071124
LOSO,M3_regime_current_ridge,daytime,31.0,28.2,971,268,703,268,646,0,57,0.29321663019693656,1.0,0.45346869712351945,0.08108108108108109,0.5405405405405406
LOSO,M3_regime_current_ridge,daytime,31.0,28.3,971,268,703,268,634,0,69,0.29711751662971175,1.0,0.4581196581196581,0.09815078236130868,0.5490753911806543
LOSO,M3_regime_current_ridge,daytime,31.0,28.4,971,268,703,268,622,0,81,0.30112359550561796,1.0,0.46286701208981,0.11522048364153627,0.5576102418207681
LOSO,M3_regime_current_ridge,daytime,31.0,28.5,971,268,703,268,612,0,91,0.30454545454545456,1.0,0.46689895470383275,0.12944523470839261,0.5647226173541963
LOSO,M3_regime_current_ridge,daytime,31.0,28.6,971,268,703,268,591,0,112,0.3119906868451688,1.0,0.4755989352262644,0.1593172119487909,0.5796586059743954
LOSO,M3_regime_current_ridge,daytime,31.0,28.7,971,268,703,268,572,0,131,0.319047619047619,1.0,0.48375451263537905,0.18634423897581792,0.5931721194879089
LOSO,M3_regime_current_ridge,daytime,31.0,28.8,971,268,703,267,556,1,147,0.3244228432563791,0.996268656716418,0.4894592117323556,0.20910384068278806,0.602686248699603
LOSO,M3_regime_current_ridge,daytime,31.0,28.9,971,268,703,267,548,1,155,0.3276073619631902,0.996268656716418,0.4930747922437673,0.22048364153627312,0.6083761491263455
LOSO,M3_regime_current_ridge,daytime,31.0,29.0,971,268,703,267,538,1,165,0.3316770186335404,0.996268656716418,0.4976700838769805,0.23470839260312945,0.6154885246597737
LOSO,M3_regime_current_ridge,daytime,31.0,29.1,971,268,703,266,511,2,192,0.34234234234234234,0.9925373134328358,0.5090909090909091,0.27311522048364156,0.6328262669582387
LOSO,M3_regime_current_ridge,daytime,31.0,29.2,971,268,703,266,493,2,210,0.35046113306982873,0.9925373134328358,0.5180136319376826,0.29871977240398295,0.6456285429184094
LOSO,M3_regime_current_ridge,daytime,31.0,29.3,971,268,703,265,478,3,225,0.3566621803499327,0.9888059701492538,0.5242334322453017,0.3200568990042674,0.6544314345767606
LOSO,M3_regime_current_ridge,daytime,31.0,29.4,971,268,703,265,461,3,242,0.3650137741046832,0.9888059701492538,0.5331991951710262,0.3442389758179232,0.6665224729835885
LOSO,M3_regime_current_ridge,daytime,31.0,29.5,971,268,703,265,445,3,258,0.3732394366197183,0.9888059701492538,0.5419222903885481,0.3669985775248933,0.6779022738370735
LOSO,M3_regime_current_ridge,daytime,31.0,29.6,971,268,703,263,421,5,282,0.3845029239766082,0.9813432835820896,0.5525210084033614,0.4011379800853485,0.691240631833719
LOSO,M3_regime_current_ridge,daytime,31.0,29.7,971,268,703,261,402,7,301,0.3936651583710407,0.9738805970149254,0.560687432867884,0.42816500711237554,0.7010228020636504
LOSO,M3_regime_current_ridge,daytime,31.0,29.8,971,268,703,260,389,8,314,0.40061633281972264,0.9701492537313433,0.5670665212649946,0.4466571834992888,0.7084032186153161
LOSO,M3_regime_current_ridge,daytime,31.0,29.9,971,268,703,256,358,12,345,0.4169381107491857,0.9552238805970149,0.5804988662131519,0.4907539118065434,0.7229888962017792
LOSO,M3_regime_current_ridge,daytime,31.0,30.0,971,268,703,249,330,19,373,0.43005181347150256,0.9291044776119403,0.5879574970484062,0.5305832147937412,0.7298438462028407
LOSO,M3_regime_current_ridge,daytime,31.0,30.1,971,268,703,242,316,26,387,0.4336917562724014,0.9029850746268657,0.585956416464891,0.55049786628734,0.7267414704571029
LOSO,M3_regime_current_ridge,daytime,31.0,30.2,971,268,703,233,296,35,407,0.44045368620037806,0.8694029850746269,0.5846925972396487,0.5789473684210527,0.7241751767478397
LOSO,M3_regime_current_ridge,daytime,31.0,30.3,971,268,703,217,268,51,435,0.44742268041237115,0.8097014925373134,0.5763612217795485,0.6187766714082503,0.7142390819727819
LOSO,M3_regime_current_ridge,daytime,31.0,30.4,971,268,703,192,247,76,456,0.43735763097949887,0.7164179104477612,0.5431400282885431,0.6486486486486487,0.6825332795482049
LOSO,M3_regime_current_ridge,daytime,31.0,30.5,971,268,703,165,217,103,486,0.4319371727748691,0.6156716417910447,0.5076923076923077,0.6913229018492176,0.6534972718201312
LOSO,M3_regime_current_ridge,daytime,31.0,30.6,971,268,703,140,187,128,516,0.42813455657492355,0.5223880597014925,0.4705882352941177,0.7339971550497866,0.6281926073756395
LOSO,M3_regime_current_ridge,daytime,31.0,30.7,971,268,703,125,167,143,536,0.4280821917808219,0.4664179104477612,0.44642857142857145,0.7624466571834992,0.6144322838156302
LOSO,M3_regime_current_ridge,daytime,31.0,30.8,971,268,703,112,145,156,558,0.4357976653696498,0.417910447761194,0.42666666666666664,0.7937411095305832,0.6058257786458886
LOSO,M3_regime_current_ridge,daytime,31.0,30.9,971,268,703,101,127,167,576,0.44298245614035087,0.376865671641791,0.407258064516129,0.8193456614509246,0.5981056665463578
LOSO,M3_regime_current_ridge,daytime,31.0,31.0,971,268,703,76,104,192,599,0.4222222222222222,0.2835820895522388,0.3392857142857143,0.8520625889046942,0.5678223392284665
LOSO,M3_regime_current_ridge,daytime,31.0,31.1,971,268,703,39,73,229,630,0.3482142857142857,0.1455223880597015,0.20526315789473684,0.8961593172119487,0.5208408526358251
LOSO,M3_regime_current_ridge,daytime,31.0,31.2,971,268,703,13,25,255,678,0.34210526315789475,0.048507462686567165,0.0849673202614379,0.9644381223328592,0.5064727925097132
LOSO,M3_regime_current_ridge,daytime,31.0,31.3,971,268,703,10,12,258,691,0.45454545454545453,0.03731343283582089,0.06896551724137931,0.9829302987197724,0.5101218657777966
LOSO,M3_regime_current_ridge,daytime,31.0,31.4,971,268,703,6,6,262,697,0.5,0.022388059701492536,0.04285714285714286,0.9914651493598862,0.5069266045306894
LOSO,M3_regime_current_ridge,daytime,31.0,31.5,971,268,703,3,4,265,699,0.42857142857142855,0.011194029850746268,0.021818181818181816,0.9943100995732574,0.5027520647120018
LOSO,M3_regime_current_ridge,daytime,31.0,31.6,971,268,703,2,2,266,701,0.5,0.007462686567164179,0.014705882352941176,0.9971550497866287,0.5023088681768965
LOSO,M3_regime_current_ridge,daytime,31.0,31.7,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,31.8,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,31.9,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.0,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.1,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.2,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.3,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.4,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.5,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.6,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.7,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.8,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,32.9,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,31.0,33.0,971,268,703,0,0,268,703,,0.0,,1.0,0.5
LOSO,M3_regime_current_ridge,daytime,33.0,27.0,971,10,961,10,960,0,1,0.010309278350515464,1.0,0.020408163265306124,0.001040582726326743,0.5005202913631633
LOSO,M3_regime_current_ridge,daytime,33.0,27.1,971,10,961,10,960,0,1,0.010309278350515464,1.0,0.020408163265306124,0.001040582726326743,0.5005202913631633
LOSO,M3_regime_current_ridge,daytime,33.0,27.2,971,10,961,10,960,0,1,0.010309278350515464,1.0,0.020408163265306124,0.001040582726326743,0.5005202913631633
LOSO,M3_regime_current_ridge,daytime,33.0,27.3,971,10,961,10,954,0,7,0.01037344398340249,1.0,0.02053388090349076,0.007284079084287201,0.5036420395421436
LOSO,M3_regime_current_ridge,daytime,33.0,27.4,971,10,961,10,954,0,7,0.01037344398340249,1.0,0.02053388090349076,0.007284079084287201,0.5036420395421436
LOSO,M3_regime_current_ridge,daytime,33.0,27.5,971,10,961,10,954,0,7,0.01037344398340249,1.0,0.02053388090349076,0.007284079084287201,0.5036420395421436
LOSO,M3_regime_current_ridge,daytime,33.0,27.6,971,10,961,10,954,0,7,0.01037344398340249,1.0,0.02053388090349076,0.007284079084287201,0.5036420395421436
LOSO,M3_regime_current_ridge,daytime,33.0,27.7,971,10,961,10,943,0,18,0.01049317943336831,1.0,0.020768431983385256,0.018730489073881373,0.5093652445369407
LOSO,M3_regime_current_ridge,daytime,33.0,27.8,971,10,961,10,935,0,26,0.010582010582010581,1.0,0.02094240837696335,0.027055150884495317,0.5135275754422477
LOSO,M3_regime_current_ridge,daytime,33.0,27.9,971,10,961,10,932,0,29,0.010615711252653927,1.0,0.021008403361344536,0.030176899063475548,0.5150884495317378
LOSO,M3_regime_current_ridge,daytime,33.0,28.0,971,10,961,10,924,0,37,0.010706638115631691,1.0,0.021186440677966097,0.03850156087408949,0.5192507804370448
LOSO,M3_regime_current_ridge,daytime,33.0,28.1,971,10,961,10,914,0,47,0.010822510822510822,1.0,0.021413276231263382,0.04890738813735692,0.5244536940686785
LOSO,M3_regime_current_ridge,daytime,33.0,28.2,971,10,961,10,904,0,57,0.010940919037199124,1.0,0.021645021645021644,0.05931321540062435,0.5296566077003122
LOSO,M3_regime_current_ridge,daytime,33.0,28.3,971,10,961,10,892,0,69,0.011086474501108648,1.0,0.02192982456140351,0.07180020811654526,0.5359001040582726
LOSO,M3_regime_current_ridge,daytime,33.0,28.4,971,10,961,10,880,0,81,0.011235955056179775,1.0,0.02222222222222222,0.08428720083246619,0.5421436004162331
LOSO,M3_regime_current_ridge,daytime,33.0,28.5,971,10,961,10,870,0,91,0.011363636363636364,1.0,0.02247191011235955,0.09469302809573361,0.5473465140478668
LOSO,M3_regime_current_ridge,daytime,33.0,28.6,971,10,961,10,849,0,112,0.011641443538998836,1.0,0.023014959723820484,0.11654526534859522,0.5582726326742976
LOSO,M3_regime_current_ridge,daytime,33.0,28.7,971,10,961,10,830,0,131,0.011904761904761904,1.0,0.023529411764705882,0.13631633714880334,0.5681581685744017
LOSO,M3_regime_current_ridge,daytime,33.0,28.8,971,10,961,10,813,0,148,0.012150668286755772,1.0,0.024009603841536616,0.15400624349635797,0.577003121748179
LOSO,M3_regime_current_ridge,daytime,33.0,28.9,971,10,961,10,805,0,156,0.012269938650306749,1.0,0.024242424242424246,0.16233090530697192,0.581165452653486
LOSO,M3_regime_current_ridge,daytime,33.0,29.0,971,10,961,10,795,0,166,0.012422360248447204,1.0,0.024539877300613494,0.17273673257023933,0.5863683662851197
LOSO,M3_regime_current_ridge,daytime,33.0,29.1,971,10,961,10,767,0,194,0.01287001287001287,1.0,0.025412960609911054,0.20187304890738814,0.600936524453694
LOSO,M3_regime_current_ridge,daytime,33.0,29.2,971,10,961,10,749,0,212,0.013175230566534914,1.0,0.02600780234070221,0.2206035379812695,0.6103017689906347
LOSO,M3_regime_current_ridge,daytime,33.0,29.3,971,10,961,10,733,0,228,0.013458950201884253,1.0,0.02656042496679947,0.2372528616024974,0.6186264308012487
LOSO,M3_regime_current_ridge,daytime,33.0,29.4,971,10,961,10,716,0,245,0.013774104683195593,1.0,0.02717391304347826,0.25494276795005205,0.627471383975026
LOSO,M3_regime_current_ridge,daytime,33.0,29.5,971,10,961,10,700,0,261,0.014084507042253521,1.0,0.02777777777777778,0.2715920915712799,0.63579604578564
LOSO,M3_regime_current_ridge,daytime,33.0,29.6,971,10,961,10,674,0,287,0.014619883040935672,1.0,0.02881844380403458,0.29864724245577523,0.6493236212278877
LOSO,M3_regime_current_ridge,daytime,33.0,29.7,971,10,961,10,653,0,308,0.015082956259426848,1.0,0.02971768202080238,0.32049947970863685,0.6602497398543185
LOSO,M3_regime_current_ridge,daytime,33.0,29.8,971,10,961,10,639,0,322,0.015408320493066256,1.0,0.030349013657056147,0.3350676378772112,0.6675338189386056
LOSO,M3_regime_current_ridge,daytime,33.0,29.9,971,10,961,10,604,0,357,0.016286644951140065,1.0,0.03205128205128205,0.37148803329864727,0.6857440166493236
LOSO,M3_regime_current_ridge,daytime,33.0,30.0,971,10,961,10,569,0,392,0.017271157167530225,1.0,0.03395585738539898,0.40790842872008326,0.7039542143600417
LOSO,M3_regime_current_ridge,daytime,33.0,30.1,971,10,961,10,548,0,413,0.017921146953405017,1.0,0.0352112676056338,0.4297606659729448,0.7148803329864724
LOSO,M3_regime_current_ridge,daytime,33.0,30.2,971,10,961,10,519,0,442,0.01890359168241966,1.0,0.03710575139146568,0.4599375650364204,0.7299687825182102
LOSO,M3_regime_current_ridge,daytime,33.0,30.3,971,10,961,9,476,1,485,0.018556701030927835,0.9,0.03636363636363636,0.5046826222684704,0.7023413111342351
LOSO,M3_regime_current_ridge,daytime,33.0,30.4,971,10,961,6,433,4,528,0.01366742596810934,0.6,0.026726057906458794,0.5494276795005203,0.5747138397502601
LOSO,M3_regime_current_ridge,daytime,33.0,30.5,971,10,961,4,378,6,583,0.010471204188481676,0.4,0.020408163265306124,0.6066597294484911,0.5033298647242456
LOSO,M3_regime_current_ridge,daytime,33.0,30.6,971,10,961,4,323,6,638,0.012232415902140673,0.4,0.02373887240356083,0.663891779396462,0.531945889698231
LOSO,M3_regime_current_ridge,daytime,33.0,30.7,971,10,961,2,290,8,671,0.00684931506849315,0.2,0.013245033112582781,0.6982310093652445,0.4491155046826223
LOSO,M3_regime_current_ridge,daytime,33.0,30.8,971,10,961,1,256,9,705,0.0038910505836575876,0.1,0.00749063670411985,0.7336108220603538,0.4168054110301769
