cell_id,old_dsm_area_m2,new_dsm_area_m2,osm_area_m2,osm_count_intersections,old_vs_osm_completeness,new_vs_osm_completeness,coverage_gain_vs_osm,new_minus_old_dsm_area_m2
TP_0265,0.0,5256.0,5160.973574889499,1.0,0.0,1.018412499837792,1.018412499837792,5256.0
TP_0266,1044.0,1044.0,1017.4314374220422,2.0,1.0261133690200068,1.0261133690200068,0.0,0.0
TP_0267,1200.0,1200.0,1376.248124005759,3.0,0.8719357934579669,0.8719357934579669,0.0,0.0
TP_0268,4692.0,4692.0,4683.900028222326,7.0,1.001729322088189,1.001729322088189,0.0,0.0
TP_0269,1204.0,1204.0,879.140245642252,3.0,1.369519830275115,1.369519830275115,0.0,0.0
TP_0270,584.0,584.0,578.3447045777749,2.0,1.00977841653509,1.00977841653509,0.0,0.0
TP_0271,2060.0,2060.0,2044.34377044639,3.0,1.0076583154848715,1.0076583154848715,0.0,0.0
TP_0272,2152.0,2152.0,2044.8626577183359,3.0,1.052393417170231,1.052393417170231,0.0,0.0
TP_0273,1796.0,1856.0,1754.7710296871,6.0,1.0234953561549576,1.0576878513494439,0.034192495194486305,60.0
TP_0274,420.0,2408.0,2368.9001016664356,5.0,0.17729747223386297,1.0165055074741476,0.8392080352402846,1988.0
TP_0275,4088.0,4088.0,4164.587072239646,5.0,0.9816099241266534,0.9816099241266534,0.0,0.0
TP_0276,2668.0,2928.0,2998.1823018616124,7.0,0.8898725065328423,0.9765917163149035,0.08671920978206116,260.0
TP_0277,192.0,192.0,254.6044801560588,2.0,0.754110846291135,0.754110846291135,0.0,0.0
TP_0278,1668.0,1668.0,1648.098774628674,2.0,1.0120752625253362,1.0120752625253362,0.0,0.0
TP_0279,1184.0,1080.0,1255.3887388892579,3.0,0.9431341570321706,0.8602912918874529,-0.08284286514471773,-104.0
TP_0280,1168.0,1168.0,789.0093303629558,2.0,1.480337373783277,1.480337373783277,0.0,0.0
TP_0281,1948.0,1948.0,1571.4151218223133,3.0,1.239646973576896,1.239646973576896,0.0,0.0
TP_0282,868.0,944.0,924.0863000571125,3.0,0.9393062097623933,1.021549610617165,0.08224340085477178,76.0
TP_0283,0.0,2544.0,2559.247948162083,3.0,0.0,0.9940420199719088,0.9940420199719088,2544.0
TP_0284,0.0,1728.0,1771.4579218049112,4.0,0.0,0.9754677086765727,0.9754677086765727,1728.0
TP_0285,0.0,2724.0,2703.310567974488,4.0,0.0,1.0076533685291713,1.0076533685291713,2724.0
TP_0286,0.0,1976.0,1944.8039919451496,2.0,0.0,1.0160406951981051,1.0160406951981051,1976.0
TP_0287,504.0,504.0,335.5271169021978,1.0,1.5021140605661094,1.5021140605661094,0.0,0.0
TP_0288,76.0,76.0,190.4900348065242,2.0,0.3989710016967094,0.3989710016967094,0.0,0.0
TP_0289,0.0,0.0,0.0,0.0,,,,0.0
TP_0290,1916.0,1916.0,1716.1832013586288,5.0,1.11643092560467,1.11643092560467,0.0,0.0
TP_0291,0.0,428.0,426.4493800765773,1.0,0.0,1.0036361171943649,1.0036361171943649,428.0
TP_0292,0.0,0.0,0.0,0.0,,,,0.0
TP_0293,0.0,2912.0,2923.6848652379654,2.0,0.0,0.9960033773212373,0.9960033773212373,2912.0
TP_0294,0.0,2844.0,2879.13728501451,1.0,0.0,0.9877958980291095,0.9877958980291095,2844.0
TP_0295,1592.0,1592.0,1610.4234299309705,2.0,0.9885598845691408,0.9885598845691408,0.0,0.0
TP_0296,1636.0,1684.0,1387.3334180174081,4.0,1.1792406776576845,1.2138394261464185,0.03459874848873401,48.0
TP_0297,5784.0,5784.0,5549.00427108711,5.0,1.0423491706678487,1.0423491706678487,0.0,0.0
TP_0298,2532.0,2532.0,2120.6888732479365,3.0,1.1939516597369235,1.1939516597369235,0.0,0.0
TP_0299,2800.0,2800.0,2921.4621342334303,6.0,0.9584241969765249,0.9584241969765249,0.0,0.0
TP_0300,3864.0,3864.0,3974.7015362086095,8.0,0.9721484656897772,0.9721484656897772,0.0,0.0
TP_0301,3624.0,3624.0,3625.867993978467,7.0,0.9994848146756669,0.9994848146756669,0.0,0.0
TP_0302,2200.0,3452.0,3644.269909980856,6.0,0.6036874475116902,0.9472404858228884,0.3435530383111982,1252.0
TP_0303,408.0,2892.0,2783.9373525267433,3.0,0.14655502201933282,1.0388164796076238,0.892261457588291,2484.0
TP_0304,2152.0,2212.0,2082.4357882786635,4.0,1.0334052133145666,1.062217626325196,0.028812413010629312,60.0
TP_0305,1296.0,1320.0,1167.480367879415,3.0,1.1100829064509454,1.130639997311148,0.02055709086020263,24.0
TP_0306,584.0,584.0,684.478400649483,1.0,0.8532044246332072,0.8532044246332072,0.0,0.0
TP_0307,4352.0,4352.0,4401.009448020001,4.0,0.988864043897463,0.988864043897463,0.0,0.0
TP_0308,2896.0,2896.0,2812.0055418108846,4.0,1.0298699476015345,1.0298699476015345,0.0,0.0
TP_0309,1672.0,1800.0,1677.627009267823,5.0,0.9966458520059958,1.072944099049517,0.07629824704352117,128.0
TP_0310,5736.0,5736.0,5215.8276803667395,4.0,1.0997295830135028,1.0997295830135028,0.0,0.0
TP_0311,468.0,712.0,683.7403661419323,4.0,0.6844703387058056,1.0413309426464394,0.3568606039406338,244.0
TP_0312,0.0,2436.0,2408.56724350417,3.0,0.0,1.0113896577186354,1.0113896577186354,2436.0
TP_0313,0.0,1556.0,1524.1676673281486,2.0,0.0,1.0208850596651569,1.0208850596651569,1556.0
TP_0314,0.0,4440.0,4362.103929653715,3.0,0.0,1.0178574540181735,1.0178574540181735,4440.0
TP_0315,0.0,2816.0,2814.5516090389738,3.0,0.0,1.000514608066299,1.000514608066299,2816.0
TP_0316,2392.0,2392.0,1727.2873158635937,2.0,1.3848304089491152,1.3848304089491152,0.0,0.0
TP_0317,1256.0,1848.0,2078.4543545189413,4.0,0.6042952048810817,0.8891222441243941,0.28482703924331243,592.0
TP_0318,0.0,1984.0,1983.108511888672,1.0,0.0,1.0004495407618814,1.0004495407618814,1984.0
TP_0319,2844.0,2844.0,2412.7007884468094,7.0,1.1787619971852548,1.1787619971852548,0.0,0.0
TP_0320,0.0,0.0,0.0,0.0,,,,0.0
TP_0321,0.0,0.0,0.0,0.0,,,,0.0
TP_0322,0.0,0.0,0.0,0.0,,,,0.0
TP_0323,0.0,0.0,0.0,0.0,,,,0.0
TP_0324,1464.0,1464.0,1681.9106701422943,3.0,0.8704386184054244,0.8704386184054244,0.0,0.0
TP_0325,1856.0,1856.0,2020.7007387736726,6.0,0.9184932555259883,0.9184932555259883,0.0,0.0
TP_0326,2304.0,2304.0,2336.5111460947055,4.0,0.9860856019672556,0.9860856019672556,0.0,0.0
TP_0327,524.0,1628.0,1742.0927391061214,6.0,0.3007876608617677,0.9345082287842706,0.6337205679225029,1104.0
TP_0328,3644.0,4424.0,5515.888890720076,7.0,0.6606369475880235,0.8020466125492359,0.14140966496121243,780.0
TP_0329,2832.0,3468.0,4953.953144162859,6.0,0.5716646721491275,0.7000469925893976,0.1283823204402701,636.0
TP_0330,3896.0,4644.0,5644.147248405377,7.0,0.690272565284459,0.8227992282292166,0.13252666294475757,748.0
TP_0331,1796.0,2208.0,2421.6826895157114,5.0,0.7416330833826806,0.911762721664231,0.17012963828155037,412.0
TP_0332,2424.0,2424.0,1679.9421148102574,3.0,1.4429068588912546,1.4429068588912546,0.0,0.0
TP_0333,2596.0,2956.0,2505.259087441779,4.0,1.0362201710047005,1.1799178834706836,0.14369771246598306,360.0
TP_0334,2424.0,2596.0,2831.544238160647,5.0,0.8560699731728771,0.9168142121933948,0.06074423902051762,172.0
TP_0335,1568.0,1568.0,1623.2759033956124,4.0,0.9659479307984645,0.9659479307984645,0.0,0.0
TP_0336,2076.0,3512.0,3548.2665595459785,4.0,0.5850744201883289,0.989779076927462,0.40470465673913314,1436.0
TP_0337,0.0,2040.0,2041.1720539812834,3.0,0.0,0.9994257936370443,0.9994257936370443,2040.0
TP_0338,3268.0,3268.0,2675.0227630461795,5.0,1.2216718471130197,1.2216718471130197,0.0,0.0
TP_0339,4940.0,4940.0,4419.318057049931,6.0,1.1178195224304912,1.1178195224304912,0.0,0.0
TP_0340,2108.0,2108.0,1770.4077051257761,3.0,1.190686187083805,1.190686187083805,0.0,0.0
TP_0341,3056.0,3056.0,2679.1331587235077,4.0,1.1406674543403632,1.1406674543403632,0.0,0.0
TP_0342,128.0,2440.0,2418.8937140355524,5.0,0.05291675250437179,1.0087255946145872,0.9558088421102154,2312.0
TP_0343,0.0,6228.0,6183.394224491763,8.0,0.0,1.00721380101103,1.00721380101103,6228.0
TP_0344,0.0,4464.0,4464.337957787342,4.0,0.0,0.9999242983415374,0.9999242983415374,4464.0
TP_0345,2448.0,2568.0,2002.4433473299487,3.0,1.2225064960085663,1.282433285028594,0.05992678902002768,120.0
TP_0346,3312.0,3500.0,3057.4501372517725,4.0,1.0832556055933042,1.1447447522876102,0.06148914669430594,188.0
TP_0347,0.0,0.0,0.0,0.0,,,,0.0
TP_0348,660.0,1076.0,1287.5782882620165,5.0,0.512590190450379,0.8356773407948603,0.3230871503444813,416.0
TP_0349,0.0,852.0,848.9721105459748,2.0,0.0,1.0035665358336423,1.0035665358336423,852.0
TP_0350,0.0,0.0,0.0,0.0,,,,0.0
TP_0351,0.0,0.0,0.0,0.0,,,,0.0
TP_0352,2948.0,2948.0,2977.5005423773678,3.0,0.9900921790080303,0.9900921790080303,0.0,0.0
TP_0353,980.0,980.0,1131.569371929274,3.0,0.8660538401893513,0.8660538401893513,0.0,0.0
TP_0354,3024.0,3024.0,2990.617508955054,2.0,1.0111624074108394,1.0111624074108394,0.0,0.0
TP_0355,1952.0,1952.0,1868.2888490960672,3.0,1.0448063215409302,1.0448063215409302,0.0,0.0
TP_0356,0.0,2296.0,2369.641757027295,4.0,0.0,0.9689228311372777,0.9689228311372777,2296.0
TP_0357,0.0,0.0,0.0,0.0,,,,0.0
TP_0358,0.0,3164.0,3192.788009798971,2.0,0.0,0.9909834258614673,0.9909834258614673,3164.0
TP_0359,0.0,5580.0,5601.296836686856,4.0,0.0,0.9961978739374482,0.9961978739374482,5580.0
TP_0360,824.0,1772.0,1923.5037656228978,4.0,0.4283849164876264,0.9212355242913519,0.4928506078037255,948.0
TP_0361,3360.0,3928.0,4021.2493908824795,10.0,0.8355612083195453,0.976810841154516,0.14124963283497072,568.0
TP_0362,2100.0,2332.0,2951.9939651047516,6.0,0.7113835681318819,0.7899745147064516,0.07859094657456978,232.0
TP_0363,1960.0,1972.0,1992.2402600879882,4.0,0.9838170823399762,0.9898404522318537,0.006023369891877461,12.0
TP_0364,3072.0,3072.0,3071.712051498198,5.0,1.000093742023007,1.000093742023007,0.0,0.0
TP_0365,628.0,1608.0,1623.5877615369334,5.0,0.3867976926640034,0.9903991875855374,0.603601494921534,980.0
TP_0366,0.0,484.0,483.9810494612402,3.0,0.0,1.0000391555387982,1.0000391555387982,484.0
TP_0367,160.0,548.0,647.8298098865331,2.0,0.24697844643491149,0.8459011790395718,0.5989227326046603,388.0
TP_0368,1300.0,1300.0,1410.7410128495192,5.0,0.9215015287420926,0.9215015287420926,0.0,0.0
TP_0369,4668.0,4668.0,4299.6836934762005,4.0,1.0856612562181345,1.0856612562181345,0.0,0.0
TP_0370,2984.0,2984.0,3257.7667362560755,5.0,0.9159649052802668,0.9159649052802668,0.0,0.0
TP_0371,1604.0,4052.0,4009.2213827451496,5.0,0.4000776826401457,1.0106700561458044,0.6105923735056586,2448.0
TP_0372,0.0,5444.0,5441.170791825531,7.0,0.0,1.000519963126083,1.000519963126083,5444.0
TP_0373,0.0,3684.0,3773.059367407708,3.0,0.0,0.9763959803609196,0.9763959803609196,3684.0
TP_0374,2352.0,2352.0,1712.6022100199475,3.0,1.3733486890529034,1.3733486890529034,0.0,0.0
TP_0375,1916.0,2048.0,1995.4391954863595,5.0,0.9601896185731696,1.026340469122052,0.06615085054888226,132.0
TP_0376,0.0,312.0,310.3369520940076,2.0,0.0,1.0053588459085228,1.0053588459085228,312.0
TP_0377,0.0,3040.0,3069.0071661660995,8.0,0.0,0.990548355023121,0.990548355023121,3040.0
TP_0378,0.0,916.0,922.3890007259052,5.0,0.0,0.9930734205190248,0.9930734205190248,916.0
TP_0379,0.0,676.0,673.3467064899133,2.0,0.0,1.0039404566540735,1.0039404566540735,676.0
TP_0380,0.0,0.0,0.0,0.0,,,,0.0
TP_0381,1648.0,1752.0,1729.106324343475,7.0,0.9530935008439864,1.0132401780817137,0.060146677237727375,104.0
TP_0382,1540.0,1708.0,2000.2271715747797,4.0,0.7699125488769145,0.8539030087543961,0.08399045987748155,168.0
TP_0383,2052.0,3888.0,4035.470541268115,5.0,0.5084908882410464,0.9634564198251405,0.45496553158409414,1836.0
TP_0384,2996.0,3136.0,3079.2813959920854,4.0,0.9729542755980397,1.0184194286633688,0.045465153065329056,140.0
TP_0385,72.0,1976.0,1887.271953875897,3.0,0.0381503046511836,1.047013916538039,1.0088636118868555,1904.0
TP_0386,0.0,480.0,477.3385711893439,2.0,0.0,1.005575557835238,1.005575557835238,480.0
TP_0387,252.0,1572.0,1528.227667103548,2.0,0.16489689685936387,1.0286425470750793,0.8637456502157155,1320.0
TP_0388,772.0,1500.0,1452.0473384567197,4.0,0.5316631073615721,1.033024172334661,0.5013610649730889,728.0
TP_0389,780.0,984.0,930.6579850783796,3.0,0.8381167007709162,1.0573164532802326,0.21919975250931645,204.0
TP_0390,2028.0,2052.0,1942.9359613377244,5.0,1.0437811849463676,1.0561336250049045,0.012352440058536862,24.0
TP_0391,788.0,2180.0,2221.6727626014303,6.0,0.3546876989558555,0.9812426189387882,0.6265549199829327,1392.0
TP_0392,2140.0,2600.0,2764.373565537113,5.0,0.7741356040583472,0.9405385843699545,0.16640298031160727,460.0
TP_0393,1400.0,1400.0,1387.444280216846,2.0,1.0090495308259815,1.0090495308259815,0.0,0.0
TP_0394,0.0,3336.0,3326.24247854285,4.0,0.0,1.002933496736962,1.002933496736962,3336.0
TP_0395,0.0,2320.0,2326.2990865170304,5.0,0.0,0.9972922284354839,0.9972922284354839,2320.0
TP_0396,616.0,1148.0,1078.364966112556,2.0,0.5712351748783575,1.0645746440914845,0.493339469213127,532.0
TP_0397,2132.0,2132.0,2025.2375796696672,3.0,1.052715998064655,1.052715998064655,0.0,0.0
TP_0398,2208.0,2208.0,1991.8281195363297,3.0,1.1085293848115731,1.1085293848115731,0.0,0.0
TP_0399,3148.0,3148.0,3143.366560172996,4.0,1.0014740373858113,1.0014740373858113,0.0,0.0
TP_0400,940.0,940.0,853.6526786190466,2.0,1.1011504134452403,1.1011504134452403,0.0,0.0
TP_0401,0.0,160.0,157.67611337243605,1.0,0.0,1.0147383555940073,1.0147383555940073,160.0
TP_0402,0.0,0.0,0.0,0.0,,,,0.0
TP_0403,720.0,720.0,671.240602854906,1.0,1.0726407147268977,1.0726407147268977,0.0,0.0
TP_0404,96.0,172.0,120.70837645800698,2.0,0.7953052043028452,1.4249218243759312,0.6296166200730859,76.0
TP_0405,0.0,2072.0,2078.120900481689,5.0,0.0,0.9970545984690927,0.9970545984690927,2072.0
TP_0406,0.0,2856.0,2858.884100795083,4.0,0.0,0.9989911795325033,0.9989911795325033,2856.0
TP_0407,0.0,2728.0,2758.831628305396,10.0,0.0,0.9888243892852808,0.9888243892852808,2728.0
TP_0408,0.0,3408.0,3373.1932588552954,5.0,0.0,1.010318632368107,1.010318632368107,3408.0
TP_0409,0.0,1288.0,1294.8435818398846,3.0,0.0,0.9947147424323174,0.9947147424323174,1288.0
TP_0410,876.0,1056.0,1041.1735811055019,5.0,0.8413582671487658,1.0142401028642656,0.17288183571549975,180.0
TP_0411,668.0,840.0,833.4786505799623,3.0,0.8014602408054283,1.0078242549050296,0.20636401409960126,172.0
TP_0412,3268.0,3516.0,3170.1647979707263,6.0,1.0308612353818007,1.1090906069774822,0.07822937159568144,248.0
TP_0413,3188.0,3188.0,2451.2112177905224,6.0,1.300581515318621,1.300581515318621,0.0,0.0
TP_0414,1432.0,1444.0,977.5327831773004,5.0,1.464912506919239,1.477188310049847,0.012275803130608054,12.0
TP_0415,2996.0,2996.0,2807.824518230918,5.0,1.067018248664501,1.067018248664501,0.0,0.0
TP_0416,2664.0,2664.0,2142.266110303071,6.0,1.2435429880478845,1.2435429880478845,0.0,0.0
TP_0417,3352.0,3352.0,3024.146412971714,7.0,1.1084119424978887,1.1084119424978887,0.0,0.0
TP_0418,3384.0,3384.0,1552.1609726451015,2.0,2.180186243333503,2.180186243333503,0.0,0.0
TP_0419,0.0,1884.0,1899.2457203540737,4.0,0.0,0.9919727499234636,0.9919727499234636,1884.0
TP_0420,20.0,4588.0,4576.0380273853,3.0,0.004370593050212869,1.0026140457188322,0.9982434526686192,4568.0
TP_0421,876.0,1364.0,1078.7184385203304,3.0,0.8120747441766197,1.2644634144485265,0.45238867027190677,488.0
TP_0422,1120.0,1596.0,2084.4986238850843,2.0,0.5372994672035553,0.7656517407650663,0.228352273561511,476.0
TP_0423,436.0,820.0,617.274479962603,4.0,0.7063308368530231,1.328420381237337,0.6220895443843139,384.0
TP_0424,1728.0,1988.0,1695.2879772847405,5.0,1.0192958501172484,1.1726621238617418,0.1533662737444934,260.0
TP_0425,988.0,1692.0,1700.601417484134,4.0,0.580970937600208,0.994942132003595,0.41397119440338703,704.0
TP_0426,2544.0,2544.0,2237.6757976630756,2.0,1.1368939158464488,1.1368939158464488,0.0,0.0
TP_0427,3644.0,3644.0,3259.3814396699554,4.0,1.118003543754913,1.118003543754913,0.0,0.0
TP_0428,3812.0,3812.0,3347.0382826331333,6.0,1.1389173586031047,1.1389173586031047,0.0,0.0
TP_0429,116.0,116.0,115.11026639040024,1.0,1.0077294027500745,1.0077294027500745,0.0,0.0
TP_0430,0.0,520.0,549.431191030595,1.0,0.0,0.9464333450465573,0.9464333450465573,520.0
TP_0431,0.0,0.0,0.0,0.0,,,,0.0
TP_0432,0.0,0.0,0.0,0.0,,,,0.0
TP_0433,0.0,168.0,160.48479081144478,1.0,0.0,1.0468281707603364,1.0468281707603364,168.0
TP_0434,0.0,3096.0,3057.239264522206,7.0,0.0,1.012678345436549,1.012678345436549,3096.0
TP_0435,0.0,752.0,707.9993450494488,4.0,0.0,1.0621478752179891,1.0621478752179891,752.0
TP_0436,0.0,1228.0,1234.5590605450257,5.0,0.0,0.9946871229132367,0.9946871229132367,1228.0
TP_0437,0.0,1684.0,1673.7126167412177,6.0,0.0,1.006146445426702,1.006146445426702,1684.0
TP_0438,0.0,3976.0,3949.051141011515,6.0,0.0,1.006824135222919,1.006824135222919,3976.0
TP_0439,0.0,1924.0,1869.2711003436664,5.0,0.0,1.029278203491335,1.029278203491335,1924.0
TP_0440,0.0,2704.0,2703.2777134359058,6.0,0.0,1.0002671891831552,1.0002671891831552,2704.0
TP_0441,1116.0,1116.0,1279.9554955948734,4.0,0.871905315333895,0.871905315333895,0.0,0.0
TP_0442,2648.0,2852.0,3264.7100893385677,8.0,0.8110980538968734,0.8735844598617383,0.06248640596486488,204.0
TP_0443,2764.0,2764.0,2371.260505988992,4.0,1.165624777631594,1.165624777631594,0.0,0.0
TP_0444,3124.0,3124.0,3305.8616834875866,4.0,0.9449881147792827,0.9449881147792827,0.0,0.0
TP_0445,1504.0,1568.0,1375.8324154737031,6.0,1.0931563925117787,1.1396736858101522,0.04651729329837351,64.0
TP_0446,1796.0,1796.0,1379.1590353046222,5.0,1.3022428552652798,1.3022428552652798,0.0,0.0
TP_0447,0.0,1676.0,1661.3674836943617,2.0,0.0,1.0088075133582728,1.0088075133582728,1676.0
TP_0448,0.0,740.0,749.8135898106534,4.0,0.0,0.9869119605939236,0.9869119605939236,740.0
TP_0449,976.0,2112.0,1836.7151564026549,4.0,0.5313834301403434,1.1498788980086119,0.6184954678682685,1136.0
TP_0450,852.0,912.0,777.7012457906458,2.0,1.0955363703112226,1.1726868189246888,0.0771504486134662,60.0
TP_0451,1332.0,1380.0,1863.894892214653,2.0,0.7146325715917042,0.740385096694108,0.025752525102403778,48.0
TP_0452,3136.0,3136.0,3228.861997542138,3.0,0.9712400227656599,0.9712400227656599,0.0,0.0
TP_0453,1880.0,2144.0,2069.382578906451,6.0,0.9084835347330852,1.0360578183339013,0.12757428360081613,264.0
TP_0454,2484.0,2520.0,2337.9715676373467,5.0,1.0624594560447214,1.0778574191758044,0.015397963131082992,36.0
TP_0455,1308.0,1692.0,1618.6473307769863,3.0,0.8080821406427867,1.0453172645012194,0.2372351238584327,384.0
TP_0456,1780.0,1780.0,1901.4236076924012,3.0,0.9361406857466323,0.9361406857466323,0.0,0.0
TP_0457,312.0,1048.0,1617.3496206221807,4.0,0.1929081974743199,0.6479736889522028,0.4550654914778829,736.0
TP_0458,0.0,4208.0,4229.0341353964395,3.0,0.0,0.9950262554703954,0.9950262554703954,4208.0
TP_0459,0.0,0.0,0.0,0.0,,,,0.0
TP_0460,0.0,0.0,0.0,0.0,,,,0.0
TP_0461,0.0,1268.0,1260.124466112563,2.0,0.0,1.0062498063478862,1.0062498063478862,1268.0
TP_0462,0.0,2948.0,2963.380723112346,11.0,0.0,0.9948097377456812,0.9948097377456812,2948.0
TP_0463,0.0,7268.0,7266.0937286820545,5.0,0.0,1.0002623516003408,1.0002623516003408,7268.0
TP_0464,0.0,2860.0,2864.5344420232577,2.0,0.0,0.9984170404947008,0.9984170404947008,2860.0
TP_0465,0.0,0.0,0.0,0.0,,,,0.0
TP_0466,0.0,1736.0,1734.3103989815586,11.0,0.0,1.000974220658213,1.000974220658213,1736.0
TP_0467,0.0,1880.0,1885.2604135376168,11.0,0.0,0.9972097151672824,0.9972097151672824,1880.0
TP_0468,0.0,1092.0,1077.1407124541606,6.0,0.0,1.0137951220059114,1.0137951220059114,1092.0
TP_0469,360.0,3436.0,3426.80599907981,7.0,0.10505409413216556,1.0026829651058913,0.8976288709737257,3076.0
TP_0470,1796.0,2008.0,1885.6842044668224,5.0,0.9524394359064059,1.0648654717706363,0.11242603586423039,212.0
TP_0471,1040.0,2316.0,2374.80839918497,4.0,0.437930066424275,0.9752365709986739,0.5373065045743989,1276.0
TP_0472,1968.0,2116.0,1923.2599471585881,4.0,1.0232626135159266,1.1002152897356203,0.0769526762196937,148.0
TP_0473,0.0,2020.0,2059.251817842969,2.0,0.0,0.9809387965556905,0.9809387965556905,2020.0
TP_0474,2096.0,2096.0,2105.2940822738383,3.0,0.9955853757666957,0.9955853757666957,0.0,0.0
TP_0475,1868.0,2008.0,1961.2416543365289,3.0,0.9524578451970154,1.0238411954794469,0.07138335028243148,140.0
TP_0476,0.0,324.0,312.11400056899794,1.0,0.0,1.0380822372893665,1.0380822372893665,324.0
TP_0477,2612.0,2612.0,2162.94941650627,2.0,1.2076103028886658,1.2076103028886658,0.0,0.0
TP_0478,2692.0,2692.0,2184.489330184495,4.0,1.232324627455444,1.232324627455444,0.0,0.0
TP_0479,1844.0,1844.0,1497.4826990706706,2.0,1.2313998693570056,1.2313998693570056,0.0,0.0
TP_0480,1264.0,1264.0,1215.6706146117356,2.0,1.0397553291223545,1.0397553291223545,0.0,0.0
TP_0481,4724.0,4724.0,4818.777604764709,2.0,0.9803316084413202,0.9803316084413202,0.0,0.0
TP_0482,0.0,0.0,0.0,0.0,,,,0.0
TP_0483,0.0,108.0,115.13574021174789,1.0,0.0,0.9380232393640373,0.9380232393640373,108.0
TP_0484,0.0,1316.0,1303.281221622925,1.0,0.0,1.009759043686087,1.009759043686087,1316.0
TP_0485,0.0,3428.0,3440.455539329969,3.0,0.0,0.9963796831008039,0.9963796831008039,3428.0
TP_0486,0.0,4604.0,4596.76361629769,2.0,0.0,1.001574234462841,1.001574234462841,4604.0
TP_0487,0.0,408.0,404.5701039332339,2.0,0.0,1.0084778782055832,1.0084778782055832,408.0
TP_0488,0.0,0.0,0.0,0.0,,,,0.0
TP_0489,0.0,0.0,0.0,0.0,,,,0.0
TP_0490,0.0,3180.0,3159.8989476028364,1.0,0.0,1.0063612959561294,1.0063612959561294,3180.0
TP_0491,0.0,1564.0,1572.1350459255696,3.0,0.0,0.9948254789264747,0.9948254789264747,1564.0
TP_0492,0.0,3620.0,3609.8395025622162,1.0,0.0,1.0028146673641785,1.0028146673641785,3620.0
TP_0493,0.0,436.0,434.30546110637323,1.0,0.0,1.003901721358304,1.003901721358304,436.0
TP_0494,0.0,856.0,865.3495300935781,2.0,0.0,0.9891956605181642,0.9891956605181642,856.0
TP_0495,0.0,3044.0,3042.503089434979,10.0,0.0,1.00049199968612,1.00049199968612,3044.0
TP_0496,0.0,2072.0,2079.1583453922944,7.0,0.0,0.9965570946493044,0.9965570946493044,2072.0
TP_0497,0.0,488.0,485.283192863916,3.0,0.0,1.005598395279364,1.005598395279364,488.0
TP_0498,56.0,56.0,113.51869725615168,1.0,0.49331080565202057,0.49331080565202057,0.0,0.0
TP_0499,2252.0,2252.0,2070.563758794592,4.0,1.0876264932363318,1.0876264932363318,0.0,0.0
TP_0500,3444.0,3444.0,2746.606866571299,4.0,1.2539107951402177,1.2539107951402177,0.0,0.0
TP_0501,3404.0,3624.0,3256.8114715879346,4.0,1.0451940585741981,1.1127447909144812,0.06755073234028308,220.0
TP_0502,2952.0,2984.0,2531.284182415737,3.0,1.1662064735784632,1.1788482781700995,0.01264180459163633,32.0
TP_0503,320.0,1936.0,1842.1223164947705,3.0,0.17371267756470307,1.0509616992664537,0.8772490217017506,1616.0
TP_0504,912.0,1840.0,1927.3195458252294,2.0,0.4731960519860264,0.9546937890946147,0.4814977371085883,928.0
TP_0505,1992.0,1992.0,2245.780262991663,2.0,0.8869968415103997,0.8869968415103997,0.0,0.0
TP_0506,1860.0,1972.0,2033.337499479814,4.0,0.9147522241024136,0.9698340784569676,0.05508185435455393,112.0
TP_0507,0.0,3400.0,3377.5450328661827,1.0,0.0,1.0066483102120958,1.0066483102120958,3400.0
TP_0508,0.0,2048.0,2050.9191141018937,1.0,0.0,0.9985766800446579,0.9985766800446579,2048.0
TP_0509,20.0,20.0,0.0,0.0,,,,0.0
TP_0510,2120.0,2120.0,1718.2716524450927,2.0,1.233797925364857,1.233797925364857,0.0,0.0
TP_0511,1704.0,1704.0,1373.943241083683,3.0,1.2402259052972147,1.2402259052972147,0.0,0.0
TP_0512,1888.0,2296.0,2089.006420759313,4.0,0.9037789358798374,1.0990870957521752,0.19530815987233785,408.0
TP_0513,0.0,0.0,0.11028303261625223,1.0,0.0,0.0,0.0,0.0
TP_0514,0.0,1448.0,1438.390914106742,2.0,0.0,1.0066804411784158,1.0066804411784158,1448.0
TP_0515,0.0,0.0,0.0,0.0,,,,0.0
TP_0516,0.0,0.0,0.0,0.0,,,,0.0
TP_0517,0.0,0.0,0.0,0.0,,,,0.0
TP_0518,0.0,0.0,0.0,0.0,,,,0.0
TP_0519,0.0,0.0,0.0,0.0,,,,0.0
TP_0520,0.0,0.0,0.0,0.0,,,,0.0
TP_0521,0.0,0.0,0.0,0.0,,,,0.0
TP_0522,0.0,124.0,117.39265687639033,1.0,0.0,1.056284126276884,1.056284126276884,124.0
TP_0523,0.0,1832.0,1829.543819135875,3.0,0.0,1.0013425099953523,1.0013425099953523,1832.0
TP_0524,0.0,2756.0,2757.0270544061273,3.0,0.0,0.999627477574264,0.999627477574264,2756.0
TP_0525,0.0,844.0,851.6032967530798,3.0,0.0,0.9910717856752446,0.9910717856752446,844.0
TP_0526,0.0,2952.0,3663.3776636597013,2.0,0.0,0.8058137246627645,0.8058137246627645,2952.0
TP_0527,0.0,6972.0,8361.180179023939,3.0,0.0,0.8338535769736147,0.8338535769736147,6972.0
TP_0528,748.0,912.0,1139.289480195819,4.0,0.6565495539127029,0.8004989213481083,0.14394936743540543,164.0
