scenario,hour,metric,n_cells,mean,median,std,min,p25,p75,max,missing_count,valid_pixel_count_mean,valid_pixel_count_min,valid_pixel_count_max
base,10,tmrt_mean_c,8,40.26038646697998,42.18041229248047,4.777115442556269,32.770137786865234,37.02760314941407,43.973063468933105,44.780792236328125,0,2500.0,2500,2500
base,10,tmrt_p75_c,8,42.23216676712036,45.21401596069336,5.769561717473952,32.773468017578125,40.72556018829346,45.8816442489624,46.22195053100586,0,2500.0,2500,2500
base,10,tmrt_p90_c,8,43.46975040435791,45.53452682495117,4.621363408676978,32.77476119995117,43.32741355895996,45.99412441253662,46.358978271484375,0,2500.0,2500,2500
base,10,tmrt_p95_c,8,44.14032030105591,45.8973445892334,4.669017107831041,32.776031494140625,45.12049865722656,46.33590507507324,46.464874267578125,0,2500.0,2500,2500
base,10,tmrt_max_c,8,44.6205792427063,46.25581169128418,4.792854534058428,32.77632522583008,46.04674816131592,46.51053810119629,46.63214111328125,0,2500.0,2500,2500
base,10,delta_tmrt_p90_c,8,-2.0647764205932617,0.0,4.621363408676978,-12.759765625,-2.207113265991211,0.4595975875854492,0.8244514465332031,0,2500.0,2500,2500
base,10,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
base,12,tmrt_mean_c,8,53.38819694519043,59.42621040344238,10.601926757875553,35.48406219482422,47.4577169418335,60.74326992034912,61.75139236450195,0,2500.0,2500,2500
base,12,tmrt_p75_c,8,55.361244678497314,61.612083435058594,11.750244688294876,35.48863220214844,54.95568084716797,61.909244537353516,62.14275741577149,0,2500.0,2500,2500
base,12,tmrt_p90_c,8,58.04993963241577,61.78405952453613,9.238219603185263,35.48891830444336,60.403483390808105,61.979186058044434,62.24909591674805,0,2500.0,2500,2500
base,12,tmrt_p95_c,8,58.4351019859314,61.96317481994629,9.314497323882465,35.491180419921875,61.2287540435791,62.22780418395996,62.26665496826172,0,2500.0,2500,2500
base,12,tmrt_max_c,8,58.88065004348755,62.2183952331543,9.451366179063749,35.49151992797852,62.08487319946289,62.30713939666748,62.34726333618164,0,2500.0,2500,2500
base,12,delta_tmrt_p90_c,8,-3.7341198921203613,0.0,9.238219603185263,-26.295141220092773,-1.3805761337280273,0.1951265335083007,0.465036392211914,0,2500.0,2500,2500
base,12,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
base,13,tmrt_mean_c,8,53.31435966491699,59.645315170288086,10.622107599556841,35.593780517578125,46.8799524307251,60.58883190155029,61.81303787231445,0,2500.0,2500,2500
base,13,tmrt_p75_c,8,55.2750768661499,61.48130226135254,11.657142446981736,35.599178314208984,54.20560169219971,62.01771354675293,62.29727554321289,0,2500.0,2500,2500
base,13,tmrt_p90_c,8,57.73629188537598,61.72504997253418,9.232828738707122,35.59954071044922,59.255842208862305,62.108097076416016,62.46359634399414,0,2500.0,2500,2500
base,13,tmrt_p95_c,8,58.4707932472229,62.03932189941406,9.311128169976252,35.602176666259766,61.06250476837158,62.40764045715332,62.47942733764648,0,2500.0,2500,2500
base,13,tmrt_max_c,8,59.02920627593994,62.33702278137207,9.455362395159092,35.63462829589844,62.14354991912842,62.54074192047119,62.62369155883789,0,2500.0,2500,2500
base,13,delta_tmrt_p90_c,8,-3.988758087158203,0.0,9.232828738707122,-26.12550926208496,-2.469207763671875,0.3830471038818359,0.7385463714599609,0,2500.0,2500,2500
base,13,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
base,15,tmrt_mean_c,8,51.07129764556885,56.1604118347168,9.704869309294267,35.5153923034668,44.708041191101074,57.716257095336914,59.99581146240234,0,2500.0,2500,2500
base,15,tmrt_p75_c,8,53.512086391448975,59.44837951660156,10.926579306082877,35.520511627197266,51.26243305206299,60.200334548950195,60.53705978393555,0,2500.0,2500,2500
base,15,tmrt_p90_c,8,55.64075040817261,59.76223945617676,8.766954058210704,35.522274017333984,56.173662185668945,60.28934478759766,60.6406135559082,0,2500.0,2500,2500
base,15,tmrt_p95_c,8,56.74117374420166,60.19071578979492,8.68961273392312,35.52436447143555,58.90199089050293,60.56971836090088,60.7007064819336,0,2500.0,2500,2500
base,15,tmrt_max_c,8,57.42358589172363,60.50797080993652,8.851760209251024,35.524810791015625,60.297935485839844,60.74153137207032,60.86220932006836,0,2500.0,2500,2500
base,15,delta_tmrt_p90_c,8,-4.12148904800415,0.0,8.766954058210704,-24.239965438842773,-3.588577270507813,0.5271053314208984,0.8783740997314453,0,2500.0,2500,2500
base,15,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
base,16,tmrt_mean_c,8,44.028589725494385,47.1287784576416,6.605075744891472,34.29240036010742,38.65741539001465,48.67975234985351,50.93610000610352,0,2500.0,2500,2500
base,16,tmrt_p75_c,8,46.19483757019043,50.3485107421875,7.494187482193452,34.296504974365234,43.21554088592529,51.15487098693848,51.519752502441406,0,2500.0,2500,2500
base,16,tmrt_p90_c,8,46.821800231933594,50.69461441040039,7.319953263248066,34.29826736450195,45.540000915527344,51.25455093383789,51.617000579833984,0,2500.0,2500,2500
base,16,tmrt_p95_c,8,48.69174003601074,51.14122009277344,5.984251657530358,34.29981231689453,49.8646650314331,51.55317306518554,51.70894241333008,0,2500.0,2500,2500
base,16,tmrt_max_c,8,49.380117893218994,51.491676330566406,6.099248495332847,34.30018615722656,51.25044631958008,51.74652481079102,51.87575912475586,0,2500.0,2500,2500
base,16,delta_tmrt_p90_c,8,-3.872814178466797,0.0,7.319953263248066,-16.396347045898438,-5.154613494873047,0.5599365234375,0.9223861694335938,0,2500.0,2500,2500
base,16,m_rad_pct,8,0.5625,0.5625,0.30618621784789724,0.125,0.34375,0.78125,1.0,0,2500.0,2500,2500
overhead_as_canopy,10,tmrt_mean_c,8,40.04888200759888,42.03237342834473,4.622779784489731,32.770137786865234,36.91810607910156,43.76391792297363,44.0047492980957,0,2500.0,2500,2500
overhead_as_canopy,10,tmrt_p75_c,8,42.15505886077881,45.16081428527832,5.769106905471434,32.773468017578125,40.592620849609375,45.7016887664795,46.22195053100586,0,2500.0,2500,2500
overhead_as_canopy,10,tmrt_p90_c,8,43.4703574180603,45.50858497619629,4.590086016948526,32.77476119995117,43.38833999633789,45.85389995574951,46.358978271484375,0,2500.0,2500,2500
overhead_as_canopy,10,tmrt_p95_c,8,44.107014656066895,45.81354904174805,4.659810085481476,32.776031494140625,45.084394454956055,46.33590507507324,46.464874267578125,0,2500.0,2500,2500
