n,mae,rmse,bias,r2,model,cv_scheme,n_folds,n_features,wbgt_ge_31_precision,wbgt_ge_31_recall,wbgt_ge_31_f1,wbgt_ge_31_tp,wbgt_ge_31_fp,wbgt_ge_31_fn,wbgt_ge_33_precision,wbgt_ge_33_recall,wbgt_ge_33_f1,wbgt_ge_33_tp,wbgt_ge_33_fp,wbgt_ge_33_fn
38893,1.2561965461712876,1.7281502094676562,-0.8362581277349507,0.33043422851654647,M0_raw_proxy,loso,26,0,,0.0,,0,0,2587,,0.0,,0,0,136
38893,1.175293608983259,1.5141872361313127,5.3788642119049185e-06,0.485968859801885,M1_global_bias,loso,26,0,,0.0,,0,0,2587,,0.0,,0,0,136
38893,0.9999588345874403,1.350204283466502,4.960849862746827e-06,0.5912768559465051,M1b_period_bias,loso,26,0,,0.0,,0,0,2587,,0.0,,0,0,136
38893,1.1482971632480674,1.4745534691838276,-0.0002639175702481562,0.5125261560032492,M2_linear_proxy,loso,26,1,1.0,0.0015461925009663702,0.0030876109610189118,4,0,2583,,0.0,,0,0,136
38893,0.92345013624968,1.2511655995390196,0.0032346350934063677,0.6490381927939262,M3_weather_ridge,loso,26,14,0.6474820143884892,0.03478933127174333,0.06603081438004402,90,49,2497,,0.0,,0,0,136
38893,0.9076347234322111,1.2375428651203153,0.0035011955750944975,0.6566391551632484,M4_inertia_ridge,loso,26,18,0.656,0.06339389253962119,0.11561508635882974,164,86,2423,,0.0,,0,0,136
38893,0.9266560250515363,1.270738546782748,0.0035550764477573133,0.6379715709805276,M5_v10_morphology_ridge,loso,26,15,0.6666666666666666,0.05025125628140704,0.09345794392523364,130,65,2457,,0.0,,0,0,136
38893,0.9266560250515404,1.2707385467827217,0.0035550764476602117,0.6379715709805427,M6_v10_overhead_ridge,loso,26,17,0.6666666666666666,0.05025125628140704,0.09345794392523364,130,65,2457,,0.0,,0,0,136
38893,0.926656025051523,1.27073854678273,0.0035550764476860344,0.637971570980538,M7_compact_weather_ridge,loso,26,8,0.6666666666666666,0.05025125628140704,0.09345794392523364,130,65,2457,,0.0,,0,0,136
38893,1.2561965461712876,1.7281502094676562,-0.8362581277349507,0.33043422851654647,M0_raw_proxy,time_block,5,0,,0.0,,0,0,2587,,0.0,,0,0,136
38893,1.1890573384254277,1.5302158675932314,0.01380695340480632,0.47502856897346424,M1_global_bias,time_block,5,0,,0.0,,0,0,2587,,0.0,,0,0,136
38893,1.0395174679135237,1.4190167328828207,0.01474038576149028,0.5485545285777078,M1b_period_bias,time_block,5,0,,0.0,,0,0,2587,,0.0,,0,0,136
38893,1.1655754042785758,1.4983099029524773,-0.014108158702989124,0.49669230826903055,M2_linear_proxy,time_block,5,1,,0.0,,0,0,2587,,0.0,,0,0,136
38893,1.0351098831121528,1.4248038241465923,0.0711109389231792,0.5448648138633099,M3_weather_ridge,time_block,5,14,0.16336633663366337,0.012756088132972555,0.023664395840803154,33,169,2554,,0.0,,0,0,136
38893,1.058258327685271,1.475382680287945,0.1059788407206526,0.5119777426855838,M4_inertia_ridge,time_block,5,18,0.2412280701754386,0.021260146888287593,0.03907637655417407,55,173,2532,,0.0,,0,0,136
38893,1.033353004305491,1.4309695156031879,0.05439785131318849,0.5409171897742386,M5_v10_morphology_ridge,time_block,5,15,0.2032967032967033,0.014302280633938926,0.02672444925966053,37,145,2550,,0.0,,0,0,136
38893,1.0333530043056252,1.4309695156034083,0.05439785131316427,0.5409171897740972,M6_v10_overhead_ridge,time_block,5,17,0.2032967032967033,0.014302280633938926,0.02672444925966053,37,145,2550,,0.0,,0,0,136
38893,1.0333530043054198,1.4309695156030604,0.054397851313092244,0.5409171897743204,M7_compact_weather_ridge,time_block,5,8,0.2032967032967033,0.014302280633938926,0.02672444925966053,37,145,2550,,0.0,,0,0,136
