run_id,source_run_id,cell_id,scenario,hour_sgt,source,target_version,reference_domain_version,tmrt_p90_c,tmrt_ref_p90_c,delta_tmrt_p90_c,rank_average_delta_tmrt_p90_c,n_reference_cells,m_rad_pct01,primary_modifier_delta,normalized_modifier,reference_rule,rank_rule,hour,tmrt_output_path,n_pixels,valid_pixel_count,tmrt_mean_c,tmrt_p50_c,tmrt_p75_c,tmrt_p95_c,tmrt_max_c,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_50,pct_pixels_tmrt_ge_55,selection_status,reuse_existing_n24_label
v12_n150_overhead_TP_0082_h12,v12_n150_overhead_TP_0082_h12,TP_0082,overhead_as_canopy,12,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.91393661499024,61.65906524658203,0.2548713684082102,97.0,150,0.6442953020134228,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0082\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,45.33192825317383,39.474342346191406,58.82257843017578,62.22021484375,62.277339935302734,46.44,35.04,34.56,34.56,selected_new,False
v12_n150_overhead_TP_0082_h13,v12_n150_overhead_TP_0082_h13,TP_0082,overhead_as_canopy,13,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,62.02067947387695,61.50412178039551,0.5165576934814453,99.0,150,0.6577181208053692,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0082\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,45.11187362670898,39.58620834350586,57.18875503540039,62.46000671386719,62.53550720214844,44.080000000000005,34.599999999999994,34.36,34.08,selected_new,False
v12_n150_overhead_TP_0082_h15,v12_n150_overhead_TP_0082_h15,TP_0082,overhead_as_canopy,15,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,60.07254409790039,59.58326530456543,0.4892787933349609,98.0,150,0.6510067114093959,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0082\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,41.93831634521485,37.602989196777344,51.45044708251953,60.64863586425781,60.74794769287109,29.8,25.28,25.24,15.64,selected_new,False
v12_n150_overhead_TP_0082_h16,v12_n150_overhead_TP_0082_h16,TP_0082,overhead_as_canopy,16,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,51.08164596557617,50.49507141113281,0.5865745544433594,99.0,150,0.6577181208053692,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0082\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,37.60093307495117,34.77399826049805,36.511817932128906,51.660888671875,51.76115036010742,19.88,17.88,13.12,0.0,selected_new,False
v12_n150_base_TP_0088_h10,v12_n24_base_TP_0088_h10,TP_0088,base,10,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,46.11372375488281,45.56442070007324,0.5493030548095703,107.0,150,0.7114093959731543,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,45.92864990234375,45.96696853637695,46.05084609985352,46.13212203979492,46.20726776123047,100.0,99.6,0.0,0.0,retained_n24,True
v12_n150_base_TP_0088_h12,v12_n24_base_TP_0088_h12,TP_0088,base,12,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,62.06162643432617,61.820411682128906,0.2412147521972656,104.0,150,0.6912751677852349,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,61.94522476196289,61.973182678222656,62.03030014038086,62.07427597045898,62.14235305786133,100.0,100.0,100.0,100.0,retained_n24,True
v12_n150_base_TP_0088_h13,v12_n24_base_TP_0088_h13,TP_0088,base,13,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,62.230098724365234,61.75910568237305,0.4709930419921875,108.0,150,0.7181208053691275,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,62.0717887878418,62.10771179199219,62.18822860717773,62.2422981262207,62.3037109375,100.0,99.96,99.96,99.96,retained_n24,True
v12_n150_base_TP_0088_h15,v12_n24_base_TP_0088_h15,TP_0088,base,15,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,60.39202499389648,59.77000427246094,0.6220207214355398,110.0,150,0.7315436241610739,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,60.16714859008789,60.23445892333984,60.31951522827149,60.41196823120117,60.47309875488281,100.0,99.88,99.88,99.88,retained_n24,True
v12_n150_base_TP_0088_h16,v12_n24_base_TP_0088_h16,TP_0088,base,16,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,51.36267852783203,50.70027732849121,0.6624011993408203,109.0,150,0.7248322147651006,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,51.13069915771485,51.19538879394531,51.28325653076172,51.38597869873047,51.45397567749024,99.96,99.8,99.28,0.0,retained_n24,True
v12_n150_overhead_TP_0088_h10,v12_n24_overhead_as_canopy_TP_0088_h10,TP_0088,overhead_as_canopy,10,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,44.504764556884766,45.30916595458984,-0.8044013977050781,47.0,150,0.3087248322147651,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,36.95838165283203,33.94728088378906,42.57065963745117,44.97483444213867,45.69082260131836,33.84,4.8,0.0,0.0,retained_n24,True
v12_n150_overhead_TP_0088_h12,v12_n24_overhead_as_canopy_TP_0088_h12,TP_0088,overhead_as_canopy,12,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,60.5472526550293,61.65906524658203,-1.1118125915527344,31.0,150,0.2013422818791946,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,45.49380493164063,39.47651290893555,58.24211120605469,61.14741516113281,61.74421310424805,43.84,35.2,35.2,35.160000000000004,retained_n24,True
v12_n150_overhead_TP_0088_h13,v12_n24_overhead_as_canopy_TP_0088_h13,TP_0088,overhead_as_canopy,13,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,60.34730911254883,61.50412178039551,-1.1568126678466797,34.0,150,0.2214765100671141,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,45.04721450805664,39.356842041015625,57.33766555786133,61.06288909912109,61.79562759399414,43.04,33.32,33.32,28.6,retained_n24,True
v12_n150_overhead_TP_0088_h15,v12_n24_overhead_as_canopy_TP_0088_h15,TP_0088,overhead_as_canopy,15,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,58.04494094848633,59.58326530456543,-1.5383243560791016,39.0,150,0.2550335570469799,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,42.90199661254883,37.51646423339844,53.55638885498047,58.932918548583984,59.81678009033203,33.2,29.96,29.68,22.28,retained_n24,True
v12_n150_overhead_TP_0088_h16,v12_n24_overhead_as_canopy_TP_0088_h16,TP_0088,overhead_as_canopy,16,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,49.0619010925293,50.49507141113281,-1.4331703186035156,43.0,150,0.2818791946308724,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0088\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,38.448829650878906,35.046043395996094,44.19587326049805,49.91636276245117,50.77604293823242,25.44,24.24,4.2,0.0,retained_n24,True
v12_n150_base_TP_0089_h10,v12_n150_base_TP_0089_h10,TP_0089,base,10,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,45.42139053344727,45.56442070007324,-0.1430301666259694,69.0,150,0.4563758389261745,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,43.70826721191406,44.831661224365234,45.153106689453125,45.520973205566406,46.36741638183594,89.56,35.96,0.0,0.0,selected_new,False
v12_n150_base_TP_0089_h12,v12_n150_base_TP_0089_h12,TP_0089,base,12,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.70552062988281,61.820411682128906,-0.1148910522460937,66.0,150,0.436241610738255,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,60.52130126953125,61.462379455566406,61.57439804077149,61.77096557617188,62.16252899169922,97.36,96.32,96.32,96.32,selected_new,False
v12_n150_base_TP_0089_h13,v12_n150_base_TP_0089_h13,TP_0089,base,13,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.79106903076172,61.75910568237305,0.0319633483886718,77.0,150,0.5100671140939598,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,60.67971420288086,61.43335723876953,61.61642074584961,61.87651443481445,62.37611770629883,97.92,97.04,97.04,97.04,selected_new,False
v12_n150_base_TP_0089_h15,v12_n150_base_TP_0089_h15,TP_0089,base,15,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,59.84745407104492,59.77000427246094,0.0774497985839843,80.0,150,0.5302013422818792,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,58.5994758605957,59.343536376953125,59.60311508178711,59.954200744628906,60.531341552734375,97.56,97.12,97.12,96.56,selected_new,False
v12_n150_base_TP_0089_h16,v12_n150_base_TP_0089_h16,TP_0089,base,16,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,50.72721099853516,50.70027732849121,0.0269336700439524,77.0,150,0.5100671140939598,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,49.59750747680664,50.18108367919922,50.4754524230957,50.84270095825195,51.54554748535156,96.64,96.64,63.080000000000005,0.0,selected_new,False
v12_n150_overhead_TP_0089_h10,v12_n150_overhead_TP_0089_h10,TP_0089,overhead_as_canopy,10,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,44.21794509887695,45.30916595458984,-1.0912208557128906,39.0,150,0.2550335570469799,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,38.82801818847656,41.508636474609375,43.6815185546875,44.39870071411133,46.36741638183594,52.16,1.72,0.0,0.0,selected_new,False
v12_n150_overhead_TP_0089_h12,v12_n150_overhead_TP_0089_h12,TP_0089,overhead_as_canopy,12,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.22215270996094,61.65906524658203,-0.4369125366210937,48.0,150,0.3154362416107382,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,50.86736297607422,56.864593505859375,60.76226043701172,61.33892059326172,62.16252899169922,67.92,57.64,57.64,57.64,selected_new,False
v12_n150_overhead_TP_0089_h13,v12_n150_overhead_TP_0089_h13,TP_0089,overhead_as_canopy,13,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.08050155639648,61.50412178039551,-0.4236202239990305,55.0,150,0.3624161073825503,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,50.42765808105469,55.38240432739258,60.62156677246094,61.26441192626953,62.37611770629883,67.64,55.88,55.88,55.32,selected_new,False
v12_n150_overhead_TP_0089_h15,v12_n150_overhead_TP_0089_h15,TP_0089,overhead_as_canopy,15,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,58.87005615234375,59.58326530456543,-0.7132091522216797,55.0,150,0.3624161073825503,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,47.77336120605469,51.36606979370117,58.11829376220703,59.18415451049805,60.531341552734375,57.68,51.35999999999999,51.35999999999999,44.16,selected_new,False
v12_n150_overhead_TP_0089_h16,v12_n150_overhead_TP_0089_h16,TP_0089,overhead_as_canopy,16,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,49.6873893737793,50.49507141113281,-0.8076820373535156,53.0,150,0.348993288590604,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0089\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,41.58160018920898,37.70977783203125,48.904258728027344,50.00862884521485,51.54554748535156,46.84,44.36,5.12,0.0,selected_new,False
v12_n150_base_TP_0097_h10,v12_n150_base_TP_0097_h10,TP_0097,base,10,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,44.59913635253906,45.56442070007324,-0.9652843475341796,38.0,150,0.2483221476510067,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,37.24339294433594,33.645957946777344,42.996612548828125,45.26079940795898,46.12043762207031,38.84,6.36,0.0,0.0,selected_new,False
v12_n150_base_TP_0097_h12,v12_n150_base_TP_0097_h12,TP_0097,base,12,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.56938934326172,61.820411682128906,-0.2510223388671875,58.0,150,0.3825503355704698,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,47.81652069091797,40.97621154785156,59.688453674316406,61.72361755371094,62.08802032470703,53.76,46.72,46.52,46.52,selected_new,False
v12_n150_base_TP_0097_h13,v12_n150_base_TP_0097_h13,TP_0097,base,13,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.23619842529297,61.75910568237305,-0.5229072570800781,49.0,150,0.3221476510067114,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,47.73955154418945,41.49345016479492,58.88153839111328,61.65448760986328,62.23960494995117,54.96,47.44,47.2,46.88,selected_new,False
v12_n150_base_TP_0097_h15,v12_n150_base_TP_0097_h15,TP_0097,base,15,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,58.80015182495117,59.77000427246094,-0.9698524475097656,42.0,150,0.2751677852348993,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,46.122745513916016,40.21261596679688,56.16854095458984,59.59684371948242,60.46554183959961,50.63999999999999,46.44,46.36,33.84,selected_new,False
v12_n150_base_TP_0097_h16,v12_n150_base_TP_0097_h16,TP_0097,base,16,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,49.58294677734375,50.70027732849121,-1.117330551147461,40.0,150,0.261744966442953,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,40.44573593139648,36.28717803955078,47.29282379150391,50.47865676879883,51.43112564086914,41.56,40.400000000000006,6.84,0.0,selected_new,False
v12_n150_overhead_TP_0097_h10,v12_n150_overhead_TP_0097_h10,TP_0097,overhead_as_canopy,10,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,44.59913635253906,45.30916595458984,-0.7100296020507812,48.0,150,0.3154362416107382,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,37.24309158325195,33.645957946777344,42.996612548828125,45.26079940795898,46.12043762207031,38.84,6.36,0.0,0.0,selected_new,False
v12_n150_overhead_TP_0097_h12,v12_n150_overhead_TP_0097_h12,TP_0097,overhead_as_canopy,12,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.569332122802734,61.65906524658203,-0.0897331237792968,68.0,150,0.4496644295302013,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,47.81633758544922,40.97621154785156,59.688453674316406,61.72361755371094,62.08802032470703,53.76,46.72,46.52,46.52,selected_new,False
v12_n150_overhead_TP_0097_h13,v12_n150_overhead_TP_0097_h13,TP_0097,overhead_as_canopy,13,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,61.23619842529297,61.50412178039551,-0.267923355102539,61.0,150,0.4026845637583892,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,47.7392692565918,41.49345016479492,58.88153839111328,61.65448760986328,62.23960494995117,54.96,47.44,47.2,46.88,selected_new,False
v12_n150_overhead_TP_0097_h15,v12_n150_overhead_TP_0097_h15,TP_0097,overhead_as_canopy,15,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,58.80015182495117,59.58326530456543,-0.7831134796142578,52.0,150,0.3422818791946309,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,46.12231063842773,40.21261596679688,56.16854095458984,59.59684371948242,60.46554183959961,50.63999999999999,46.44,46.36,33.84,selected_new,False
v12_n150_overhead_TP_0097_h16,v12_n150_overhead_TP_0097_h16,TP_0097,overhead_as_canopy,16,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future,49.58294677734375,50.49507141113281,-0.9121246337890624,49.0,150,0.3221476510067114,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0097\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,40.4453125,36.28717803955078,47.29282379150391,50.47865676879883,51.43112564086914,41.56,40.400000000000006,6.84,0.0,selected_new,False
v12_n150_base_TP_0098_h10,v12_n24_base_TP_0098_h10,TP_0098,base,10,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,45.04518508911133,45.56442070007324,-0.5192356109619141,52.0,150,0.3422818791946309,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0098\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,39.59673690795898,42.79449844360352,44.48571395874024,45.29625701904297,46.379371643066406,59.0,11.36,0.0,0.0,retained_n24,True
v12_n150_base_TP_0098_h12,v12_n24_base_TP_0098_h12,TP_0098,base,12,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,61.71682357788086,61.820411682128906,-0.1035881042480468,67.0,150,0.4429530201342282,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0098\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,51.98918914794922,59.264556884765625,61.362300872802734,61.85432434082031,62.37800979614258,67.56,63.16,63.04,63.0,retained_n24,True
v12_n150_base_TP_0098_h13,v12_n24_base_TP_0098_h13,TP_0098,base,13,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,61.5404167175293,61.75910568237305,-0.21868896484375,66.0,150,0.436241610738255,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0098\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,51.41692352294922,58.34382247924805,60.89836120605469,61.69535446166992,62.38816833496094,66.92,61.92,61.84,61.16,retained_n24,True
v12_n150_base_TP_0098_h15,v12_n24_base_TP_0098_h15,TP_0098,base,15,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future,59.43244552612305,59.77000427246094,-0.3375587463378906,62.0,150,0.4093959731543624,delta_tmrt_p90_c,m_rad_pct01,same_hour_same_scenario_reference_domain_median,(rank_average - 1) / (n_reference_cells - 1),15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0098\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,48.53771209716797,54.77654647827149,58.01948547363281,59.67424774169922,60.54887771606445,61.52,55.88,55.88,48.56,retained_n24,True
