run_id,cell_id,scenario,hour,tmrt_output_path,n_pixels,valid_pixel_count,tmrt_mean_c,tmrt_p50_c,tmrt_p75_c,tmrt_p90_c,tmrt_p95_c,tmrt_max_c,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_50,pct_pixels_tmrt_ge_55,hour_sgt,source_run_id,selection_status,reuse_existing_n24_label,source,target_version,reference_domain_version
v12_n150_base_TP_0233_h12,TP_0233,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,50.532859802246094,58.413177490234375,61.06755065917969,61.60937881469727,61.69107818603516,62.30238342285156,62.8,56.99999999999999,56.92,56.92,12,v12_n150_base_TP_0233_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0233_h13,TP_0233,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,50.166011810302734,57.3817024230957,60.41349792480469,61.50429153442383,61.59076690673828,62.54600524902344,62.88,56.24,56.2,56.16,13,v12_n150_base_TP_0233_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0233_h15,TP_0233,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,46.72591400146485,40.06831359863281,57.966400146484375,59.445945739746094,59.585296630859375,60.75827026367188,50.12,46.56,46.52,40.8,15,v12_n150_base_TP_0233_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0233_h16,TP_0233,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,40.98662567138672,36.2264404296875,48.749881744384766,50.373573303222656,50.52678680419922,51.77225875854492,41.96,40.72,14.88,0.0,16,v12_n150_base_TP_0233_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0233_h10,TP_0233,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,39.09690856933594,41.99456024169922,44.263214111328125,45.28628540039063,45.41110610961914,46.54927062988281,52.8,15.44,0.0,0.0,10,v12_n150_overhead_TP_0233_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0233_h12,TP_0233,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,50.532859802246094,58.413177490234375,61.06755065917969,61.60937881469727,61.69107818603516,62.30238342285156,62.8,56.99999999999999,56.92,56.92,12,v12_n150_overhead_TP_0233_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0233_h13,TP_0233,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,50.166011810302734,57.3817024230957,60.41349792480469,61.50429153442383,61.59076690673828,62.54600524902344,62.88,56.24,56.2,56.16,13,v12_n150_overhead_TP_0233_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0233_h15,TP_0233,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,46.72591400146485,40.06831359863281,57.966400146484375,59.445945739746094,59.585296630859375,60.75827026367188,50.12,46.56,46.52,40.8,15,v12_n150_overhead_TP_0233_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0233_h16,TP_0233,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0233\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,40.98662567138672,36.2264404296875,48.749881744384766,50.373573303222656,50.52678680419922,51.77225875854492,41.96,40.72,14.88,0.0,16,v12_n150_overhead_TP_0233_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0237_h10,TP_0237,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,40.630470275878906,43.32288360595703,45.29396057128906,45.560508728027344,45.7067756652832,46.55341720581055,63.84,31.480000000000004,0.0,0.0,10,v12_n150_base_TP_0237_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0237_h12,TP_0237,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,55.04616165161133,60.10211944580078,61.54911804199219,61.749019622802734,61.84550857543945,62.30127334594727,83.64,74.48,74.44,74.44,12,v12_n150_base_TP_0237_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0237_h13,TP_0237,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,55.32613754272461,59.979278564453125,61.49467468261719,61.71377944946289,61.86165237426758,62.56437301635742,85.64,76.48,76.44,76.36,13,v12_n150_base_TP_0237_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0237_h15,TP_0237,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,53.330848693847656,57.77192687988281,59.413841247558594,59.7112922668457,59.885379791259766,60.80768966674805,81.12,75.88000000000001,75.88000000000001,69.44,15,v12_n150_base_TP_0237_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0237_h16,TP_0237,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,45.69446563720703,48.764259338378906,50.36496353149414,50.67017364501953,50.85176849365234,51.81434631347656,73.08,72.44,33.92,0.0,16,v12_n150_base_TP_0237_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0237_h10,TP_0237,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,40.63011932373047,43.32118988037109,45.29396057128906,45.560508728027344,45.7067756652832,46.55341720581055,63.84,31.480000000000004,0.0,0.0,10,v12_n150_overhead_TP_0237_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0237_h12,TP_0237,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,55.04595184326172,60.10211944580078,61.54911804199219,61.749019622802734,61.84550857543945,62.30127334594727,83.64,74.48,74.44,74.44,12,v12_n150_overhead_TP_0237_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0237_h13,TP_0237,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,55.32581329345703,59.979278564453125,61.49467468261719,61.71377944946289,61.86165237426758,62.56437301635742,85.64,76.48,76.44,76.36,13,v12_n150_overhead_TP_0237_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0237_h15,TP_0237,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,53.330379486083984,57.76873779296875,59.413841247558594,59.7112922668457,59.885379791259766,60.80768966674805,81.12,75.88000000000001,75.88000000000001,69.44,15,v12_n150_overhead_TP_0237_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0237_h16,TP_0237,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0237\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,45.69400405883789,48.764259338378906,50.36496353149414,50.67017364501953,50.85176849365234,51.81434631347656,73.08,72.44,33.92,0.0,16,v12_n150_overhead_TP_0237_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0248_h10,TP_0248,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,40.29803466796875,42.7569580078125,46.27022171020508,46.35936737060547,46.58706283569336,46.58706283569336,59.440000000000005,39.8,0.0,0.0,10,v12_n150_base_TP_0248_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0248_h12,TP_0248,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,54.9910888671875,60.44677734375,62.158912658691406,62.21085739135742,62.31528854370117,62.31528854370117,83.67999999999999,72.64,72.39999999999999,72.39999999999999,12,v12_n150_base_TP_0248_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0248_h13,TP_0248,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,55.64663696289063,59.54548645019531,62.34424591064453,62.419227600097656,62.58379364013672,62.58379364013672,84.8,77.28,76.92,76.88000000000001,13,v12_n150_base_TP_0248_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0248_h15,TP_0248,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,50.84885025024414,55.65497589111328,60.55607604980469,60.63594436645508,60.82969284057617,60.82969284057617,70.08,61.8,61.68,54.48,15,v12_n150_base_TP_0248_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0248_h16,TP_0248,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,43.90739440917969,46.31620788574219,51.536231994628906,51.62316131591797,51.84109878540039,51.84109878540039,58.24,56.64,39.8,0.0,16,v12_n150_base_TP_0248_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0248_h10,TP_0248,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,40.29803466796875,42.7569580078125,46.27022171020508,46.35936737060547,46.58706283569336,46.58706283569336,59.440000000000005,39.8,0.0,0.0,10,v12_n150_overhead_TP_0248_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0248_h12,TP_0248,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,54.9910888671875,60.44677734375,62.158912658691406,62.21085739135742,62.31528854370117,62.31528854370117,83.67999999999999,72.64,72.39999999999999,72.39999999999999,12,v12_n150_overhead_TP_0248_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0248_h13,TP_0248,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,55.64663696289063,59.54548645019531,62.34424591064453,62.419227600097656,62.58379364013672,62.58379364013672,84.8,77.28,76.92,76.88000000000001,13,v12_n150_overhead_TP_0248_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0248_h15,TP_0248,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,50.84885025024414,55.65497589111328,60.55607604980469,60.63594436645508,60.82969284057617,60.82969284057617,70.08,61.8,61.68,54.48,15,v12_n150_overhead_TP_0248_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0248_h16,TP_0248,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0248\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,43.90739440917969,46.31620788574219,51.536231994628906,51.62316131591797,51.84109878540039,51.84109878540039,58.24,56.64,39.8,0.0,16,v12_n150_overhead_TP_0248_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0254_h10,TP_0254,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,34.381370544433594,33.03364944458008,33.428096771240234,42.30102157592773,43.68822479248047,44.35681915283203,14.24,0.0,0.0,0.0,10,v12_n24_base_TP_0254_h10,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0254_h12,TP_0254,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,40.61389923095703,36.91283416748047,38.25824737548828,59.58810424804688,60.65027618408203,61.20318984985352,20.36,17.32,17.32,17.32,12,v12_n24_base_TP_0254_h12,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0254_h13,TP_0254,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,40.52610778808594,37.3062858581543,38.389793395996094,58.27266693115234,59.65319061279297,60.47515106201172,20.52,17.32,17.28,17.28,13,v12_n24_base_TP_0254_h13,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0254_h15,TP_0254,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,39.27252578735352,36.15252685546875,37.41878128051758,55.04627227783203,55.93986511230469,58.0178337097168,17.88,16.36,16.36,10.28,15,v12_n24_base_TP_0254_h15,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0254_h16,TP_0254,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,36.0684700012207,34.51305389404297,35.022464752197266,45.4946517944336,46.41646957397461,48.93928146362305,12.8,11.68,0.0,0.0,16,v12_n24_base_TP_0254_h16,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0254_h10,TP_0254,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,34.36996841430664,33.02903366088867,33.41234588623047,42.28451919555664,43.69148254394531,44.35681915283203,14.16,0.0,0.0,0.0,10,v12_n24_overhead_as_canopy_TP_0254_h10,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0254_h12,TP_0254,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,40.59488296508789,36.90517425537109,38.257572174072266,59.587032318115234,60.65025329589844,61.20318984985352,20.28,17.28,17.24,17.24,12,v12_n24_overhead_as_canopy_TP_0254_h12,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0254_h13,TP_0254,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,40.48944091796875,37.27702331542969,38.38819885253906,58.26285171508789,59.65319061279297,60.47515106201172,20.44,17.16,17.119999999999997,17.119999999999997,13,v12_n24_overhead_as_canopy_TP_0254_h13,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0254_h15,TP_0254,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,39.26814270019531,36.15252685546875,37.41091537475586,55.04346466064453,55.93986511230469,58.0178337097168,17.84,16.36,16.36,10.28,15,v12_n24_overhead_as_canopy_TP_0254_h15,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0254_h16,TP_0254,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n24_tiles\TP_0254\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,36.06061935424805,34.511085510253906,35.0094108581543,45.46495819091797,46.41635894775391,48.93928146362305,12.8,11.64,0.0,0.0,16,v12_n24_overhead_as_canopy_TP_0254_h16,retained_n24,True,completed_n24_existing,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0257_h10,TP_0257,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,36.29989242553711,33.213714599609375,43.03632354736328,44.45695877075195,44.94960784912109,45.4492416381836,29.76,4.279999999999999,0.0,0.0,10,v12_n150_base_TP_0257_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0257_h12,TP_0257,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,43.45738983154297,37.44303512573242,58.563453674316406,60.627708435058594,61.029972076416016,61.549278259277344,31.76,28.96,28.96,28.96,12,v12_n150_base_TP_0257_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0257_h13,TP_0257,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,42.970985412597656,37.684940338134766,57.33123779296875,60.17270278930664,60.752662658691406,61.41270446777344,31.24,26.72,26.72,26.68,13,v12_n150_base_TP_0257_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0257_h15,TP_0257,base,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_base\solweig_outputs_h15\Tmrt_average.tif,2500,2500,41.28840637207031,36.23634338378906,42.12207794189453,57.62046432495117,58.42656707763672,59.19639205932617,27.52,24.28,24.28,22.6,15,v12_n150_base_TP_0257_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0257_h16,TP_0257,base,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_base\solweig_outputs_h16\Tmrt_average.tif,2500,2500,36.96298599243164,34.437355041503906,36.69911956787109,48.16250991821289,49.15447998046875,50.0424690246582,16.64,16.28,0.32,0.0,16,v12_n150_base_TP_0257_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0257_h10,TP_0257,overhead_as_canopy,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_overhead_as_canopy\solweig_outputs_h10\Tmrt_average.tif,2500,2500,35.57559967041016,33.186485290527344,34.616485595703125,43.716156005859375,44.401702880859375,45.30912780761719,23.96,1.0,0.0,0.0,10,v12_n150_overhead_TP_0257_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0257_h12,TP_0257,overhead_as_canopy,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_overhead_as_canopy\solweig_outputs_h12\Tmrt_average.tif,2500,2500,42.21210479736328,37.3369140625,41.20071792602539,59.79473876953125,60.62886428833008,61.490230560302734,27.44,23.880000000000003,23.880000000000003,23.880000000000003,12,v12_n150_overhead_TP_0257_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0257_h13,TP_0257,overhead_as_canopy,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_overhead_as_canopy\solweig_outputs_h13\Tmrt_average.tif,2500,2500,41.77092361450195,37.54660034179688,40.633914947509766,59.14282989501953,60.12533950805664,61.205814361572266,26.88,21.88,21.88,21.64,13,v12_n150_overhead_TP_0257_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0257_h15,TP_0257,overhead_as_canopy,15,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_overhead_as_canopy\solweig_outputs_h15\Tmrt_average.tif,2500,2500,40.1655387878418,36.20659255981445,38.698997497558594,56.13136291503906,57.53040313720703,58.88424301147461,22.52,19.72,19.72,14.52,15,v12_n150_overhead_TP_0257_h15,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_overhead_TP_0257_h16,TP_0257,overhead_as_canopy,16,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0257\solweig_overhead_as_canopy\solweig_outputs_h16\Tmrt_average.tif,2500,2500,36.2322998046875,34.41218566894531,35.349403381347656,46.4921875,48.30397033691406,49.86927795410156,12.4,11.8,0.0,0.0,16,v12_n150_overhead_TP_0257_h16,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0263_h10,TP_0263,base,10,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0263\solweig_base\solweig_outputs_h10\Tmrt_average.tif,2500,2500,39.60672378540039,42.0014533996582,44.05259704589844,45.21230697631836,46.42188262939453,46.54086685180664,57.52,13.919999999999998,0.0,0.0,10,v12_n150_base_TP_0263_h10,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0263_h12,TP_0263,base,12,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0263\solweig_base\solweig_outputs_h12\Tmrt_average.tif,2500,2500,52.45285034179688,58.32128143310547,60.54423904418945,61.47760009765625,62.212528228759766,62.29558181762695,75.36,64.52,64.4,64.4,12,v12_n150_base_TP_0263_h12,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
v12_n150_base_TP_0263_h13,TP_0263,base,13,C:\Users\CloudStar\Documents\GitHub\Urban-Analytics-Portfolio\06-openheat_grid\data\solweig\v12_n150_tiles\TP_0263\solweig_base\solweig_outputs_h13\Tmrt_average.tif,2500,2500,51.99567413330078,57.43431854248047,60.07957458496094,61.40211486816406,62.43571090698242,62.54550552368164,76.12,63.32,63.32,63.24,13,v12_n150_base_TP_0263_h13,selected_new,False,solweig_b7_new,systemb_target_family_v0_1_b5,n150_training_future
