cell_id,water_distance_m,nearest_water_name
TP_0079,179.0224236357033,None
TP_0080,150.67714022412142,None
TP_0081,172.77047486558442,None
TP_0082,199.50924038310833,None
TP_0083,217.0829297773153,None
TP_0084,158.8478998656245,None
TP_0085,87.37769635207246,None
TP_0086,1.3331006939419492,None
TP_0087,37.854655405395526,None
TP_0088,375.71815658533626,None
TP_0089,276.12875387668515,None
TP_0090,177.00294982598083,None
TP_0091,80.08120738791597,None
TP_0092,29.751204474722005,None
TP_0093,32.12744547595904,None
TP_0094,36.01146733404113,None
TP_0095,43.70150504014573,None
TP_0096,54.11433775349376,None
TP_0097,52.58337940671543,None
TP_0098,31.02852720375073,Whampoa River
TP_0099,19.661558689079857,Whampoa River
TP_0100,26.651834906057466,None
TP_0101,18.007986739171475,None
TP_0102,9.36413857228549,None
TP_0103,0.7202904053995043,None
TP_0104,0.0,None
TP_0105,54.763422642603445,None
TP_0106,141.9647632550872,Ban Yue Chi
TP_0107,94.46577663934102,Ban Yue Chi
TP_0108,109.18200378561689,None
TP_0109,50.747240046733474,None
TP_0110,76.41157066571884,None
TP_0111,103.15033618324279,None
TP_0112,117.08850722917967,None
TP_0113,83.89464265184897,None
TP_0114,18.234609452364147,None
TP_0115,3.3809876287807565,None
TP_0116,91.40735622166044,None
TP_0117,376.49462738181796,None
TP_0118,277.1843915450458,None
TP_0119,178.64537325388693,None
TP_0120,83.64897999284813,None
TP_0121,37.97541722594381,None
TP_0122,38.38732836976866,None
TP_0123,32.452885152789065,None
TP_0124,22.001180667175536,None
TP_0125,15.448029713649879,None
TP_0126,18.601615271616176,None
TP_0127,25.82164135739779,None
TP_0128,33.84553045946821,None
TP_0129,41.86941956153863,None
TP_0130,49.89330866360905,None
TP_0131,57.91719776567947,None
TP_0132,65.94108686774989,None
TP_0133,73.9649759698203,None
TP_0134,94.61682084120025,None
TP_0135,100.53826703478506,Ban Yue Chi
TP_0136,1.432523834027901,Ban Yue Chi
TP_0137,76.80031726710256,Ban Yue Chi
TP_0138,14.179451729810372,None
TP_0139,0.0,None
TP_0140,5.745952356625326,None
TP_0141,17.09408468104405,None
TP_0142,4.571008187530113,None
TP_0143,25.075468900930396,None
TP_0144,37.155133277253796,None
TP_0145,137.1540954385756,None
TP_0146,399.15211984620623,None
TP_0147,307.2546130598262,None
TP_0148,222.459838432394,None
TP_0149,156.75255080600812,None
TP_0150,137.97456886839322,None
TP_0151,138.38648001221804,None
TP_0152,131.90519469533012,None
TP_0153,121.4534902097166,None
TP_0154,65.05204152887428,None
TP_0155,4.575439248599223,None
TP_0156,0.0,None
TP_0157,82.6800007485422,None
TP_0158,141.54698576215205,None
TP_0159,149.57087486422247,None
TP_0160,157.5947639662929,None
TP_0161,165.61865306836333,None
TP_0162,173.64254217043373,None
TP_0163,185.84776813621863,None
TP_0164,139.84716167211582,Ban Yue Chi
TP_0165,97.24771567301495,Ban Yue Chi
TP_0166,126.7091532538012,Ban Yue Chi
TP_0167,109.37372612236587,None
TP_0168,83.45812329916315,None
TP_0169,60.14077155210493,None
TP_0170,52.14672775884307,None
TP_0171,67.16381857538704,None
TP_0172,31.850933313617258,None
TP_0173,31.638827844989994,None
TP_0174,117.45494953494978,None
TP_0175,443.73035179945316,None
TP_0176,363.28997725906197,None
TP_0177,295.06370506335253,None
TP_0178,249.2901372187364,None
TP_0179,237.97372051084264,None
TP_0180,238.38563165466746,None
TP_0181,231.3575042378712,None
TP_0182,198.69061909705516,None
TP_0183,125.8587592261641,None
TP_0184,103.60003097000411,None
TP_0185,82.88053122322883,None
TP_0186,125.1059112742385,None
TP_0187,206.5326941050239,None
TP_0188,249.248441064836,None
TP_0189,257.2723301669064,None
TP_0190,265.2962192689768,None
TP_0191,273.3201083710472,None
TP_0192,281.25899904049896,Ban Yue Chi
TP_0193,221.37414961358078,Ban Yue Chi
TP_0194,197.247062571306,Ban Yue Chi
TP_0195,214.97006839153897,Ban Yue Chi
TP_0196,204.8206734107839,None
TP_0197,180.449108847066,None
TP_0198,158.9450522435249,None
TP_0199,152.13903398226623,None
TP_0200,154.83702826739764,None
TP_0201,66.3455753893306,None
TP_0202,0.0,None
TP_0203,71.74432566175761,None
TP_0204,504.45102382531917,None
TP_0205,435.3777875675745,None
TP_0206,380.31145180767214,None
TP_0207,346.00546649566485,None
TP_0208,337.97287215329203,None
TP_0209,338.3847832971169,None
TP_0210,330.8098137804123,None
TP_0211,265.7731029589878,None
TP_0212,216.7897770034999,None
TP_0213,203.11255290090716,None
TP_0214,182.8412248788525,None
TP_0215,207.44128248908925,None
TP_0216,266.4788655430439,None
TP_0217,343.5334779604885,None
TP_0218,356.94989636751984,None
TP_0219,364.9737854695902,None
TP_0220,372.9976745716607,None
TP_0221,358.54694257607684,Ban Yue Chi
TP_0222,313.7766715460619,Ban Yue Chi
TP_0223,297.246848902386,Ban Yue Chi
TP_0224,310.4336500610567,Ban Yue Chi
TP_0225,301.7865258058862,None
TP_0226,277.4400943949688,None
TP_0227,258.5913856999155,None
TP_0228,252.13134020568936,None
TP_0229,201.2102276812899,None
TP_0230,109.22064376449077,None
TP_0231,12.546158270190643,None
TP_0232,42.70314495982953,None
TP_0233,576.233499346193,None
TP_0234,516.8442978669517,None
TP_0235,471.3926290327476,None
TP_0236,444.1778846084403,None
TP_0237,437.97202379574145,None
TP_0238,438.3839349395663,None
TP_0239,406.7311854762896,None
TP_0240,348.9881407665974,None
TP_0241,313.29728302764596,None
TP_0242,298.8351624995634,None
TP_0243,282.82970949770043,None
TP_0244,299.4474910206821,None
TP_0245,344.8354962238545,None
TP_0246,407.8853791525969,None
TP_0247,456.62746256813324,None
TP_0248,464.65135167020367,None
TP_0249,472.6752407722741,None
TP_0250,444.9777472189387,Ban Yue Chi
TP_0251,409.7622299528281,Ban Yue Chi
TP_0252,397.24674280827907,Ban Yue Chi
TP_0253,408.0759388596665,Ban Yue Chi
TP_0254,398.777511353789,None
TP_0255,374.74320694697417,None
TP_0256,358.253325378025,None
TP_0257,324.8718277019684,None
TP_0258,226.2216767576012,None
TP_0259,127.57152581323389,None
TP_0260,28.921374868866614,None
TP_0261,25.85869576797765,None
TP_0262,655.4534736341743,None
TP_0263,603.905819286359,None
TP_0264,565.4955535074982,None
TP_0265,543.0176824980704,None
TP_0266,537.9711754381908,None
TP_0267,538.3830865820157,None
TP_0268,486.40275223134336,None
TP_0269,439.2608593250758,None
TP_0270,411.4760839851844,None
TP_0271,394.79638474217944,None
TP_0272,382.82420983253934,None
TP_0273,395.3551745917143,None
TP_0274,431.0150150540601,None
TP_0275,484.1278287870606,None
TP_0276,549.2995351097685,None
TP_0277,564.3289178708171,None
TP_0278,572.3528069728875,None
TP_0279,536.1478163803624,Ban Yue Chi
TP_0280,507.3010650346631,Ban Yue Chi
TP_0281,497.246679386777,Ban Yue Chi
TP_0282,506.63731666312697,Ban Yue Chi
TP_0283,495.76849690169183,None
TP_0284,472.3259801067156,None
TP_0285,416.54817464505106,None
TP_0286,317.86766606391024,None
TP_0287,219.2887430250282,None
TP_0288,120.70981998614614,None
TP_0289,22.130896947264084,None
TP_0290,36.85237439508274,None
TP_0291,739.7252641551804,None
TP_0292,694.4612652252642,None
TP_0293,661.3315593309442,None
TP_0294,642.2167966005883,None
TP_0295,637.9703270806402,None
TP_0296,625.6057483437351,None
TP_0297,572.4901898875676,None
TP_0298,533.0173380616072,None
TP_0299,510.3625650761037,None
TP_0300,492.36766391066897,None
TP_0301,482.8209882485046,None
TP_0302,492.892106118883,None
TP_0303,521.9299353360708,None
TP_0304,567.3438873606744,None
TP_0305,624.3780823797348,None
TP_0306,664.0064840714306,None
TP_0307,668.5834853800588,Ban Yue Chi
TP_0308,630.0029892776859,Ban Yue Chi
TP_0309,605.6431755371249,Ban Yue Chi
TP_0310,597.2466372032288,Ban Yue Chi
TP_0311,583.2766792633867,None
TP_0312,526.8324984279798,None
TP_0313,468.1883401367019,None
TP_0314,404.5392972314147,None
TP_0315,306.02094994784176,None
TP_0316,206.74237391246453,None
TP_0317,107.30420079666492,None
TP_0318,7.866027680865327,None
TP_0319,51.22628389209802,None
TP_0320,827.506904357781,None
TP_0321,787.3059502052687,None
TP_0322,758.2437877737241,None
TP_0323,741.6310566354861,None
TP_0324,737.9694787230897,None
TP_0325,708.9005095921447,None
TP_0326,662.4970925647756,None
TP_0327,628.7009327283994,None
TP_0328,609.6124407936061,None
TP_0329,590.7517647237323,None
TP_0330,582.8188721658017,None
TP_0331,591.2525200556626,None
TP_0332,615.6685566096245,None
TP_0333,654.6113356209049,None
TP_0334,691.9289978564505,None
TP_0335,681.6192424739535,None
TP_0336,675.4572905370959,None
TP_0337,669.2953386002384,None
TP_0338,614.1745982434563,None
TP_0339,556.9226081761832,None
TP_0340,500.62759369761665,None
TP_0341,444.33257921905016,None
TP_0342,387.18918768244754,None
TP_0343,328.6491612143404,None
TP_0344,270.46430440165636,None
TP_0345,188.76087580961465,None
TP_0346,90.07565497291591,None
TP_0347,0.0,None
TP_0348,67.61499117359956,None
TP_0349,844.3931336929688,None
TP_0350,797.4936286532275,None
TP_0351,747.8112330070501,None
TP_0352,705.6229628243855,None
TP_0353,673.3292249472437,None
TP_0354,653.4253453396549,None
TP_0355,643.6825107313797,None
TP_0356,637.3115909117943,None
TP_0357,630.2779245663532,None
TP_0358,624.763647735473,None
TP_0359,614.3973892885115,None
TP_0360,605.9779525473793,None
TP_0361,600.6324710365477,None
TP_0362,596.3571588809695,None
TP_0363,592.0106311816547,None
TP_0364,581.8092712870633,None
TP_0365,575.6473193502057,None
TP_0366,569.4853674133482,None
TP_0367,532.557216042606,None
TP_0368,474.77657116319756,None
TP_0369,417.9785081318465,None
TP_0370,361.68349365328004,None
TP_0371,305.3884791747135,None
TP_0372,247.54587693691528,None
TP_0373,189.13459004283507,None
TP_0374,130.94973323015105,None
TP_0375,56.4598108369748,None
TP_0376,0.0,None
TP_0377,90.5485966072451,None
TP_0378,756.4674754255436,None
TP_0379,708.8326287454087,None
TP_0380,660.9827256305897,None
TP_0381,613.9837182910678,None
TP_0382,577.685890342929,None
TP_0383,554.3594296975028,None
TP_0384,544.0407194464715,None
TP_0385,537.4545415154745,None
TP_0386,530.426108781123,None
TP_0387,525.3660614636879,None
TP_0388,514.6779583834337,None
TP_0389,506.3803229677179,None
TP_0390,500.80643439944623,None
TP_0391,496.47124030590015,None
TP_0392,492.0922645068592,None
TP_0393,481.99930010017306,None
TP_0394,475.83734816331554,None
TP_0395,469.675396226458,None
TP_0396,450.9398338417557,None
TP_0397,393.1591889623472,None
TP_0398,335.37869414521583,None
TP_0399,279.03440808751,None
TP_0400,222.7393936089434,None
TP_0401,166.4443791303769,None
TP_0402,107.90256619138295,None
TP_0403,49.6200188713298,None
TP_0404,0.0,None
TP_0405,48.87552588201879,None
TP_0406,132.0154724403174,None
TP_0407,668.5418171581184,None
TP_0408,620.9069704779835,None
TP_0409,573.8987065575612,None
TP_0410,524.2983214152329,None
TP_0411,483.0347207191984,None
TP_0412,455.70069127420396,None
TP_0413,444.3989281615632,None
TP_0414,437.59749211915477,None
TP_0415,430.5742929958929,None
TP_0416,425.9684751919028,None
TP_0417,415.048594757855,None
TP_0418,406.98007814175224,None
TP_0419,400.98039776234447,None
TP_0420,396.58532173083086,None
TP_0421,392.1738978320635,None
TP_0422,382.2043641893955,None
TP_0423,376.0273769764253,None
TP_0424,369.86542503956775,None
TP_0425,363.7034731027102,None
TP_0426,311.54180676149684,None
TP_0427,253.76116188208832,None
TP_0428,196.38532252173982,None
TP_0429,140.0903080431733,None
TP_0430,83.7952935646068,None
TP_0431,26.90341373712861,None
TP_0432,0.0,None
TP_0433,53.258735205934705,None
TP_0434,114.3516835748468,None
TP_0435,188.69209253463498,None
TP_0436,580.6161588906934,None
TP_0437,532.9813122105584,None
TP_0438,485.3464655304235,None
TP_0439,437.97388300867607,None
TP_0440,390.5175428541751,None
TP_0441,357.7874547284101,None
TP_0442,344.757136876655,None
TP_0443,337.7404427228349,None
TP_0444,330.72247721066265,None
TP_0445,326.57088892011774,None
TP_0446,315.6109690598705,None
TP_0447,307.74291718179995,None
TP_0448,301.1543611252429,None
TP_0449,296.6994031557616,None
TP_0450,292.2555311572679,None
TP_0451,282.54087071789985,None
TP_0452,276.21740578953506,None
TP_0453,270.0554538526775,None
TP_0454,263.89350191581997,None
TP_0455,229.9244245606465,None
TP_0456,172.143779681238,None
TP_0457,114.36313480182942,None
TP_0458,57.44122247740323,None
TP_0459,1.1462079988367,None
TP_0460,21.910220998684416,None
TP_0461,80.50613737716044,None
TP_0462,136.61705871872744,None
TP_0463,191.85644594502267,None
TP_0464,255.59177673461332,None
TP_0465,492.6905006232682,None
TP_0466,445.0556539431332,None
TP_0467,397.4208072629982,None
TP_0468,350.30378446189513,None
TP_0469,300.92493992046775,None
TP_0470,261.4586114364583,None
TP_0471,245.11031268635895,None
TP_0472,237.88339332651515,None
TP_0473,230.87066142543247,None
TP_0474,227.17330264833268,None
TP_0475,216.21338278808543,None
TP_0476,208.0506314454892,None
TP_0477,201.3283244881411,None
TP_0478,196.81348458069237,None
TP_0479,192.33716448247228,None
TP_0480,183.24417985950294,None
TP_0481,176.4074346026448,None
TP_0482,170.24548266578725,None
TP_0483,164.0835307289297,None
TP_0484,149.36073682505256,None
TP_0485,90.52639748038766,None
TP_0486,32.745752600979095,None
TP_0487,0.0,None
TP_0488,43.939274385187545,None
TP_0489,102.73550117029224,None
TP_0490,161.98433642785702,None
TP_0491,219.96108245119873,None
TP_0492,275.21476945781546,None
TP_0493,330.6097852174958,None
TP_0494,404.76484235584303,None
TP_0495,357.129995675708,None
TP_0496,309.49514899557306,None
TP_0497,261.8603023154381,None
TP_0498,214.9650403867624,None
TP_0499,167.12645457866248,None
TP_0500,145.4492761384546,None
TP_0501,138.02634393019534,None
TP_0502,131.01884564020227,None
TP_0503,127.2107201839314,None
TP_0504,116.81579651630034,None
TP_0505,108.32942102873713,None
TP_0506,101.50228785103945,None
TP_0507,96.9275660056231,None
TP_0508,92.41879780767667,None
TP_0509,84.30747287113232,None
TP_0510,76.59746341575456,None
TP_0511,70.43551147889701,None
TP_0512,64.27355954203948,None
TP_0513,58.11160760518194,None
TP_0514,8.909015279537329,None
TP_0515,13.522547315787957,None
TP_0516,69.99491394897284,None
TP_0517,126.46728058215773,None
TP_0518,183.56081147558245,None
TP_0519,242.4443339080385,None
TP_0520,301.43928150189527,None
TP_0521,358.5730929706082,None
TP_0522,413.8124801969034,None
TP_0523,318.4059685030982,None
TP_0524,269.20433740828287,None
TP_0525,221.56949072814788,None
TP_0526,173.93464404801293,None
TP_0527,126.70886236622901,None
TP_0528,77.89136450145826,None
TP_0529,45.788239590550184,None
TP_0530,38.169294533875544,None
TP_0531,31.20275956284455,None
TP_0532,27.239648928429283,None
TP_0533,17.41821024451525,None
TP_0534,8.60821061198507,None
TP_0535,1.6762512139377581,None
TP_0536,0.0,None
TP_0537,0.0,None
TP_0538,1.7964719546017873,None
TP_0539,9.919246141221512,None
TP_0540,16.185567260155256,None
TP_0541,22.381349758010227,None
TP_0542,28.311204979308226,None
TP_0543,20.82782684249538,None
TP_0544,96.05055351275814,None
TP_0545,152.52292014594303,None
TP_0546,208.9952867791279,None
TP_0547,265.4676534123128,None
TP_0548,323.26964421332866,None
TP_0549,382.1531666457847,None
TP_0550,440.8942265759335,None
TP_0551,497.17080370969614,None
TP_0552,242.22172780575414,None
TP_0553,181.27867914085772,None
TP_0554,133.6438324607227,None
TP_0555,86.00898578058774,None
TP_0556,38.374139100452766,None
TP_0557,0.0,None
TP_0558,39.88482420590589,None
TP_0559,47.288599768705524,None
TP_0560,54.31388198586554,None
TP_0561,58.59964788107331,None
TP_0562,65.04300270655385,None
TP_0563,72.70637867624349,None
TP_0564,79.57704448691598,None
TP_0565,88.9502700706365,None
TP_0566,93.814797712465,None
TP_0567,100.77809717185592,None
TP_0568,109.72271912505312,None
TP_0569,115.98904024398686,None
TP_0570,122.20537901477007,None
TP_0571,32.577222666798086,None
TP_0572,40.58652206845114,None
TP_0573,139.81225746238576,None
TP_0574,235.0509263429132,None
TP_0575,291.5232929760981,None
TP_0576,347.99565960928294,None
TP_0577,404.4680262424679,None
TP_0578,462.97847695107487,None
TP_0579,521.9086523417621,None
TP_0580,580.3491716499718,None
TP_0581,189.63219680216153,None
TP_0582,101.13059132581915,None
TP_0583,45.718174193297536,None
TP_0584,0.0,None
TP_0585,37.13058704923931,None
TP_0586,83.830002664334,None
TP_0587,131.0916144752783,None
TP_0588,147.0491899719344,None
TP_0589,154.05785162367948,None
TP_0590,158.52240858784702,None
TP_0591,164.7978789202292,None
TP_0592,172.58287659816233,None
TP_0593,179.0677328353108,None
TP_0594,188.83188184588715,None
TP_0595,193.6964094877157,None
TP_0596,199.75972238911004,None
TP_0597,209.52619210888471,None
TP_0598,215.7925132278185,None
TP_0599,127.8451953721051,None
TP_0600,28.39479686904101,None
TP_0601,43.746507153922124,None
TP_0602,143.44070703005315,None
TP_0603,243.13490690618414,None
TP_0604,342.82910678231514,None
TP_0605,430.5236658062532,None
TP_0606,486.996032439438,None
TP_0607,543.8037872563651,None
TP_0608,602.6873096888211,None
TP_0609,661.8273707006684,None
TP_0610,182.3441106995852,None
TP_0611,86.69718071955232,None
TP_0612,31.97161684331243,None
TP_0613,78.7446603132919,None
TP_0614,125.51770378327139,None
TP_0615,172.29074725325086,None
TP_0616,218.72708477749148,None
TP_0617,246.8097801751633,None
TP_0618,253.8018212614934,None
TP_0619,258.4451692946207,None
TP_0620,264.5527551339045,None
TP_0621,272.41651020640006,None
TP_0622,278.5584211837057,None
TP_0623,288.63824915657136,None
TP_0624,293.5780212629663,None
TP_0625,298.94010603709995,None
TP_0626,309.3296650927163,None
TP_0627,215.8229845740355,None
TP_0628,116.70098218515098,None
TP_0629,17.578979796266434,None
TP_0630,55.38403135348371,None
TP_0631,154.49724519961788,None
TP_0632,253.610459045752,None
TP_0633,352.72367289188617,None
TP_0634,451.83688673802044,None
TP_0635,550.9501005841546,None
TP_0636,625.9964052695931,None
TP_0637,683.5126199941113,None
TP_0638,742.3961424265674,None
TP_0639,224.00719882942212,None
TP_0640,152.8837178909894,None
TP_0641,128.71533422610923,None
TP_0642,167.13177704732396,None
TP_0643,213.90482051730345,None
TP_0644,260.67786398728293,None
TP_0645,307.4051879901537,None
TP_0646,346.57104943143906,None
TP_0647,353.54579089930724,None
TP_0648,358.3679300013944,None
TP_0649,364.3076313475798,None
TP_0650,371.9943290855633,None
TP_0651,378.0491095321006,None
TP_0652,388.12893750496625,None
TP_0653,393.45963303821696,None
TP_0654,398.51637310769377,None
TP_0655,301.3351917828305,None
TP_0656,202.2816777906476,None
TP_0657,103.2281637984646,None
TP_0658,4.174649806281647,None
TP_0659,68.67202748121022,None
TP_0660,167.7852413273444,None
TP_0661,266.8984551734785,None
TP_0662,366.0116690196127,None
TP_0663,465.1248828657469,None
TP_0664,564.2380967118811,None
TP_0665,663.3513105580153,None
TP_0666,762.4645244041495,None
TP_0667,823.2214527318575,None
TP_0668,292.7855091338236,None
TP_0669,242.72939753462018,None
TP_0670,228.28001773323714,None
TP_0671,255.550332742993,None
TP_0672,302.29193725133547,None
TP_0673,349.064980721315,None
TP_0674,395.83802419129444,None
TP_0675,442.30227010331123,None
TP_0676,453.2897605371211,None
TP_0677,458.29069070816814,None
TP_0678,464.06250756125513,None
TP_0679,471.5721479647265,None
TP_0680,477.56851484179106,None
TP_0681,487.61962585336113,None
TP_0682,486.07544516680537,None
TP_0683,386.7027264269989,None
TP_0684,287.6092540807857,None
TP_0685,188.55574008860276,None
TP_0686,89.50222609641979,None
TP_0687,0.0,None
TP_0688,81.96002360893672,None
TP_0689,181.07323745507094,None
TP_0690,280.1864513012051,None
TP_0691,379.29966514733934,None
TP_0692,478.4128789934735,None
TP_0693,577.5260928396077,None
TP_0694,676.6393066857418,None
TP_0695,775.752520531876,None
TP_0696,874.8657343780102,None
TP_0697,375.8556685618834,None
TP_0698,338.32187286498004,None
TP_0699,328.109578841635,None
TP_0700,347.63501232816367,None
TP_0701,390.67905398536755,None
TP_0702,437.45209745534703,None
TP_0703,484.22514092532646,None
TP_0704,530.9803733159735,None
TP_0705,553.033730174935,None
TP_0706,558.2134514149418,None
TP_0707,563.8173837749305,None
TP_0708,571.1499668438898,None
TP_0709,577.2337412622423,None
TP_0710,549.1986186703202,None
TP_0711,475.3112937190038,None
TP_0712,375.8923164379595,None
TP_0713,276.47333915691524,None
TP_0714,177.05436187587102,None
TP_0715,77.63538459482679,None
TP_0716,0.0,None
TP_0717,94.34536784544075,None
TP_0718,193.58000223014548,None
TP_0719,292.81463661485026,None
TP_0720,392.049270999555,None
TP_0721,491.2839053842598,None
TP_0722,590.5185397689645,None
TP_0723,689.7531741536693,None
TP_0724,788.9878085383741,None
TP_0725,888.1537305057367,None
TP_0726,465.63033924074193,None
TP_0727,435.89656902780933,None
TP_0728,428.01872033707025,None
TP_0729,443.16388732358433,None
TP_0730,479.15387621986105,None
TP_0731,525.839214189379,None
TP_0732,572.6122576593585,None
TP_0733,619.385301129338,None
TP_0734,652.777699812749,None
TP_0735,658.1362121217155,None
TP_0736,663.5722599886058,None
TP_0737,633.0559888395286,None
TP_0738,557.0402055143412,None
TP_0739,481.01986370044625,None
TP_0740,407.8156381278948,None
TP_0741,335.47696746733754,None
TP_0742,257.67251818965804,None
TP_0743,166.30331050605227,None
TP_0744,66.87944935812389,None
TP_0745,7.359506380098476,None
TP_0746,106.64195705187802,None
TP_0747,205.9244077236576,None
TP_0748,305.1632129916628,None
TP_0749,404.39784737636745,None
TP_0750,503.63248176107226,None
TP_0751,602.867116145777,None
TP_0752,702.1017505304818,None
TP_0753,801.3363849151865,None
TP_0754,900.5710192998913,None
TP_0755,558.8879512503347,None
TP_0756,534.3687379717903,None
TP_0757,527.9622658773363,None
TP_0758,540.3132057048936,None
TP_0759,570.2039690565701,None
TP_0760,614.2263309234112,None
TP_0761,660.9993743933907,None
TP_0762,707.77241786337,None
TP_0763,752.5282674903546,None
TP_0764,729.5926218508172,None
TP_0765,646.4676584094307,None
TP_0766,568.0884314184669,None
TP_0767,492.0672732929749,None
TP_0768,416.0495651537286,None
TP_0769,340.0332290613968,None
TP_0770,266.4326575854693,None
TP_0771,194.09398692491212,None
TP_0772,119.38465759527992,None
TP_0773,35.647827200083,None
TP_0774,23.1467453049953,None
TP_0775,119.13335654969342,None
TP_0776,218.02673699671087,None
TP_0777,317.16490959977904,None
TP_0778,416.4473602715586,None
TP_0779,515.7298109433381,None
TP_0780,615.0122616151176,None
TP_0781,714.2947122868972,None
TP_0782,813.5771629586767,None
TP_0783,912.8596136304564,None
TP_0784,654.1405592715869,None
TP_0785,633.3198854867198,None
TP_0786,627.9237879087551,None
TP_0787,638.3435513032514,None
TP_0788,663.8348405734773,None
TP_0789,702.7594905997225,None
TP_0790,749.3864911274227,None
TP_0791,796.1595345974022,None
TP_0792,758.64577854717,None
TP_0793,674.9166036252981,None
TP_0794,591.1876777334493,None
TP_0795,507.4587518416004,None
TP_0796,427.10155058538214,None
TP_0797,351.0785577464213,None
TP_0798,275.058924793116,None
TP_0799,199.04659442234734,None
TP_0800,125.04967210348985,None
TP_0801,52.711006382486694,None
TP_0802,0.0,None
TP_0803,75.0403643236087,None
TP_0804,159.2562819075232,None
TP_0805,246.17501238771445,None
TP_0806,339.2026919811315,None
TP_0807,434.4220269055935,None
TP_0808,531.2135702245564,None
TP_0809,629.0097113087168,None
TP_0810,727.4053729871885,None
TP_0811,826.1863811396229,None
TP_0812,925.1288534290607,None
TP_0813,746.5357166259987,MacRitchie Reservoir
TP_0814,732.555940924828,None
TP_0815,727.8958803654732,None
TP_0816,736.9033985006412,None
TP_0817,759.0921056041633,None
TP_0818,793.3568118188243,None
TP_0819,833.5055423309594,None
TP_0820,766.7540306303126,None
TP_0821,699.9837819650577,None
TP_0822,620.2417039726249,None
TP_0823,536.5116595079302,None
TP_0824,452.78273361608143,None
TP_0825,369.0538077242326,None
TP_0826,286.3755043138418,None
TP_0827,210.08984219986766,None
TP_0828,134.06868407437557,None
TP_0829,58.05845315182754,None
TP_0830,0.0,None
TP_0831,58.4310773979881,None
TP_0832,132.41357765574008,None
TP_0833,212.90076631926186,None
TP_0834,297.43157090420186,None
TP_0835,381.64090168620385,None
TP_0836,469.67338904925157,None
TP_0837,561.6631614842485,None
TP_0838,655.4189037510773,None
TP_0839,750.501324634895,None
TP_0840,846.5917540400967,None
TP_0841,943.4950756303093,None
TP_0842,832.4732963196105,MacRitchie Reservoir
TP_0843,831.9749610508768,None
TP_0844,827.8747138814999,None
TP_0845,835.8054486261398,None
TP_0846,855.4326122038545,None
TP_0847,825.3092955034004,None
TP_0848,758.6174365514336,None
TP_0849,692.3112076506593,None
TP_0850,625.5409589854042,None
TP_0851,558.7707103201492,None
TP_0852,481.8376293980798,None
TP_0853,398.10706722729145,None
TP_0854,314.3777894987136,None
