cell_id,hazard_score_v08,rank_v08_hazard_score,hazard_score_v10,rank_v10_hazard_score,rank_change_v08_minus_v10,is_old_dsm_gap_false_positive_candidate,hazard_score_base_v10,rank_base_v10_hazard_score,hazard_score_overhead_sens,rank_overhead_sens_hazard_score,rank_change_base_minus_overhead,score_change_overhead_minus_base,overhead_fraction_total,overhead_shade_proxy,pedestrian_shelter_fraction,transport_deck_fraction,overhead_confounding_flag,overhead_interpretation,lat,lon,land_use_hint,max_utci_c,mean_utci_c,p90_utci_c,max_wbgt_proxy_c,mean_wbgt_proxy_c,p90_wbgt_proxy_c,moderate_wbgt_hours,high_wbgt_hours,strong_utci_hours,very_strong_utci_hours,extreme_utci_hours,gvi_percent,svf,shade_fraction,building_density,road_fraction,elderly_proxy,outdoor_exposure_proxy,forecast_hours,hazard_utci_intensity_score,hazard_utci_duration_score,hazard_utci_relative_score,hazard_wbgt_relative_score,hazard_wbgt_intensity_score,hazard_wbgt_moderate_duration_score,hazard_wbgt_high_duration_score,hazard_wbgt_duration_score,hazard_score,vulnerability_score,exposure_score,risk_priority_score,peak_utci_category,peak_wbgt_category_sg,rank,svf_v08_umep_veg,shade_fraction_v08_umep_veg,delta_svf_v10_minus_v08,delta_shade_v10_minus_v08,building_density_v08,v10_building_density,v10_building_area_m2,v10_open_pixel_fraction,mean_building_height_m,mean_building_height_m_v08,max_building_height_m,max_building_height_m_v08,tree_canopy_fraction,ndvi_mean,impervious_fraction,elderly_pct_65plus,children_pct_under5,vulnerability_score_v071,outdoor_exposure_score_v071,dominant_subzone,umep_morphology_version,svf_source_v10,shade_source_v10,building_source_v10,old_valid_pixel_count,old_building_pixel_count,old_building_area_m2,old_building_density,old_open_pixel_fraction,old_dsm_mean_all_m,old_dsm_max_all_m,old_building_height_mean_m,old_building_height_max_m,old_building_height_p50_m,old_building_height_p90_m,v10_valid_pixel_count,v10_building_pixel_count,oldfp_v10_building_area_m2,oldfp_v10_building_density,oldfp_v10_open_pixel_fraction,v10_dsm_mean_all_m,v10_dsm_max_all_m,v10_building_height_mean_m,v10_building_height_max_m,v10_building_height_p50_m,v10_building_height_p90_m,cell_area_m2,delta_building_area_m2,delta_building_density,delta_open_pixel_fraction,delta_building_height_mean_m,delta_building_height_max_m,delta_building_height_p50_m,delta_building_height_p90_m,oldfp_lat,oldfp_lon,oldfp_land_use_hint,oldfp_road_fraction,oldfp_gvi_percent,oldfp_tree_canopy_fraction,oldfp_ndvi_mean,oldfp_shade_fraction,oldfp_svf,oldfp_building_density,oldfp_mean_building_height_m,oldfp_max_building_height_m,hazard_rank_true_v08,oldfp_hazard_score,oldfp_max_utci_c,oldfp_max_wbgt_proxy_c,risk_rank_v08_conditioned,risk_priority_score_v08_conditioned,risk_rank_v08_social_conditioned,risk_priority_score_v08_social_conditioned,risk_rank_v08_candidate_policy,risk_priority_score_v08_candidate_policy,oldfp_vulnerability_score_v071,oldfp_outdoor_exposure_score_v071,old_vs_osm_completeness,reviewed_vs_osm_completeness,coverage_gain_vs_osm,old_dsm_area_m2,reviewed_dsm_area_m2,osm_area_m2,reviewed_minus_old_dsm_area_m2,old_hazard_top20,old_hazard_top50,old_hazard_topN,low_old_completeness,zero_old_completeness,high_coverage_gain,large_building_area_gain,large_building_density_gain,v10_building_density_nontrivial,possible_old_dsm_gap_false_positive,audit_flags,overhead_cell_area_m2,overhead_area_total_m2,overhead_weighted_shade_area_m2,n_overhead_features,overhead_area_covered_walkway_m2,n_covered_walkway,overhead_area_elevated_rail_m2,n_elevated_rail,overhead_area_elevated_road_m2,n_elevated_road,overhead_area_pedestrian_bridge_m2,n_pedestrian_bridge,overhead_area_viaduct_m2,n_viaduct,overhead_overhead_fraction_total,overhead_overhead_shade_proxy,overhead_fraction_covered_walkway,overhead_fraction_elevated_rail,overhead_fraction_elevated_road,overhead_fraction_pedestrian_bridge,overhead_fraction_viaduct,overhead_pedestrian_shelter_fraction,overhead_transport_deck_fraction,overhead_overhead_confounding_flag,overhead_overhead_interpretation,is_v10_gamma_top20,is_v10_delta_top20,is_v08_top50,is_old_dsm_gap_fp,is_major_overhead,final_interpretation,interpretation_priority,final_interpretation_note
TP_0117,0.6609066098789357,93.0,0.6906228146203893,43.0,50.0,False,0.6906228146203893,43.0,0.6894772429386533,35.0,8.0,-0.001145571681736,0.0140917979861847,0.0105688484896385,0.0,0.0140917979861847,clean_or_minor,minor_or_none,1.3296368039096638,103.84005774610849,transport,40.16017702868525,31.212379127310275,37.28669158596632,29.2858678525892,26.80855678885155,28.410907493355342,0,0,34,4,0,0.0,0.7604923678960328,0.1519316493313521,0.0047999999999807,0.5471283929939784,0.35,0.7367820982484946,96,0.7080088514342627,0.3541666666666667,0.9377664974619287,0.9532994923857868,0.2857334815736498,0.0,0.0,0.0,0.6906228146203893,0.2378296146044624,0.8985801217038539,0.6176739746792459,very strong heat stress,low,88,0.782724916934967,0.1628491729497909,-0.0222325490389342,-0.0109175236184388,0.0,0.0047999999999807,48.0,0.9952,30.0,12.525852708665289,30.0,6.6,0.0,0.1086919297383146,0.7735641964969893,0.1933623630385107,0.0407101808713593,0.3770172316177976,0.3277363996560758,MOUNT PLEASANT,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000040018,140.91797986241187,105.68848489680892,3.0,0.0,0.0,0.0,0.0,60.474628092319,2.0,0.0,0.0,80.44335177009287,1.0,0.0140917979861847,0.0105688484896385,0.0,0.0,0.0060474628092077,0.0,0.008044335176977,0.0,0.0140917979861847,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0118,0.2958895226292043,630.0,0.3109521607770005,609.0,21.0,False,0.3109521607770005,609.0,0.2870135419926605,639.0,-30.0,-0.02393861878434,0.2406584453459719,0.1804938340094789,0.0,0.2406584453459719,major_confounding,transport_deck_or_viaduct,1.3296368012822104,103.84095630171126,other,34.626954000918644,29.8870733416076,32.844776216995605,28.390101984451498,26.49390481237194,27.64979662781893,0,0,15,0,0,8.354394931743833,0.2888084937306888,0.6052967630892232,0.0524000000000333,0.4508093385610643,0.35,0.462702334640266,96,0.4313477000459322,0.15625,0.3437563451776649,0.4243654822335025,0.1737627480564372,0.0,0.0,0.0,0.3109521607770005,0.2378296146044624,0.7008113590263692,0.3526128548947221,strong heat stress,low,695,0.3290646970272064,0.6189154982566833,-0.0402562032965176,-0.0136187351674601,0.0,0.0524000000000333,524.0,0.9476,30.0,15.153623901631953,30.0,6.6,0.0,0.3056532207054185,0.5965062598220496,0.1834420441976259,0.037830731693014,0.3080470519518026,0.2855977716864866,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999999993634,2406.584453458187,1804.93834009364,5.0,0.0,0.0,0.0,0.0,2391.8446365252894,4.0,0.0,0.0,14.739816932897703,1.0,0.2406584453459719,0.1804938340094789,0.0,0.0,0.2391844636526812,0.0,0.0014739816932907,0.0,0.2406584453459719,major_confounding,transport_deck_or_viaduct,False,False,False,False,True,other,99,
TP_0119,0.5537263783884823,242.0,0.5769263460257044,216.0,26.0,False,0.5769263460257044,216.0,0.5110804527478405,294.0,-78.0,-0.0658458932778638,0.2397307459193486,0.1797980594395115,0.0,0.2397307459193486,major_confounding,transport_deck_or_viaduct,1.32963679832565,103.84185485731216,transport,37.84041182166425,30.70365442979784,35.39402135157425,28.9812480679072,26.75626214080532,28.1741835484928,0,0,31,0,0,8.7538718738026,0.5407106700809078,0.2931940162155989,0.0599999999998679,0.6516203728800279,0.35,0.762905093220007,96,0.5920205910832124,0.3229166666666667,0.7459898477157361,0.8152284263959391,0.2476560084884003,0.0,0.0,0.0,0.5769263460257044,0.2378296146044624,0.9401622718052738,0.5534194866657541,strong heat stress,low,221,0.5840374231338501,0.3033623397350311,-0.0433267530529423,-0.0101683235194321,0.058339471816313,0.0599999999998679,600.0,0.94,34.900001525878906,17.977002413326307,34.900001525878906,10.642925396870494,0.0,0.3145304860845022,0.7483031563034949,0.1849356847965921,0.0383850974906854,0.3346214310384939,0.3220210020155264,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00000002201,2397.307459198763,1797.9805943990723,4.0,0.0,0.0,0.0,0.0,2397.307459198763,4.0,0.0,0.0,0.0,0.0,0.2397307459193486,0.1797980594395115,0.0,0.0,0.2397307459193486,0.0,0.0,0.0,0.2397307459193486,major_confounding,transport_deck_or_viaduct,False,False,False,False,True,other,99,
TP_0120,0.698931484135732,34.0,0.7232450398772873,13.0,21.0,False,0.7232450398772873,13.0,0.7218807756804513,4.0,9.0,-0.0013642641968359,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3296367950399828,103.84275341291094,transport,40.94361694220285,31.66710177127214,37.99192260268296,29.64267160354148,27.12701456351518,28.759708692217792,0,0,36,9,0,7.91575871342401,0.6809647935716288,0.0586688894588355,0.1492000000003474,0.8692846905220069,0.35,0.8173211726305016,96,0.7471808471101422,0.375,0.9698477157360406,0.9939086294416244,0.330333950442685,0.0,0.0,0.0,0.7232450398772873,0.2378296146044624,0.9837728194726166,0.6506786590038369,very strong heat stress,low,38,0.7254078984260559,0.0598146393895149,-0.0444431048544271,-0.0011457499306794,0.1274600977938197,0.1492000000003474,1492.0,0.8508,34.900001525878906,20.30263016800744,34.900001525878906,15.43298477711171,0.0,0.2959057491872002,0.9324077382127132,0.1866092487687853,0.0390062419795545,0.3657059304746909,0.3696082406598526,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999999976715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,True,True,True,False,False,confident_hotspot,5,High under v10-gamma and stable/low-overhead under v10-delta; selected anchors may be SOLWEIG validated.
TP_0121,0.5068582645528583,306.0,0.5275487646288527,290.0,16.0,False,0.5275487646288527,290.0,0.5196547703785189,280.0,10.0,-0.0078939942503337,0.0460086232144914,0.038997659443312,0.0334209247445496,0.0125876984699417,moderate_confounding,pedestrian_shelter_shade,1.3296367914252083,103.8436519685074,transport,37.523678646880825,30.482794911586684,35.09303424708588,28.81092917676517,26.595491671842325,28.005788303828943,0,0,31,0,0,9.430409113297134,0.5432407069586217,0.3096470836855452,0.0,0.6238728115822197,0.35,0.7559682028955549,96,0.5761839323440412,0.3229166666666667,0.6944162436548224,0.7086294416243655,0.2263661470956464,0.0,0.0,0.0,0.5275487646288527,0.2378296146044624,0.9259634888438134,0.520675568755487,strong heat stress,low,278,0.5811451077461243,0.3251000344753265,-0.0379044007875025,-0.0154529507897812,0.0,0.0,0.0,1.0,0.0,21.87561406993128,0.0,6.6,0.0,0.3295646469621585,0.7333496631803004,0.1869744033175124,0.0391417693566347,0.3735211111413954,0.4897880164085959,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000142609,460.08623215147566,389.97659443868224,7.0,282.01457952562413,5.0,0.0,0.0,125.87698470121308,1.0,52.19466792463842,1.0,0.0,0.0,0.0460086232144914,0.038997659443312,0.0282014579521602,0.0,0.0125876984699417,0.0052194667923894,0.0,0.0334209247445496,0.0125876984699417,moderate_confounding,pedestrian_shelter_shade,False,False,False,False,False,other,99,
TP_0122,0.2374762239880476,717.0,0.2424831198959605,723.0,-6.0,False,0.2424831198959605,723.0,0.2198162891599626,744.0,-21.0,-0.0226668307359979,0.2449282368346828,0.1913284168188064,0.0681972893443777,0.176730947490305,major_confounding,mixed_pedestrian_and_transport_overhead,1.329636787481327,103.84455052410128,transport,34.094284459861626,29.636738390155863,32.34050488673228,28.23133441491385,26.37180991126901,27.49982244679536,0,0,13,0,0,15.141450432931558,0.253323189473375,0.6520612874779541,0.024000000000278,0.5954030337029887,0.35,0.7488507584257471,96,0.4047142229930813,0.1354166666666666,0.2446700507614213,0.3055837563451776,0.1539168018642307,0.0,0.0,0.0,0.2424831198959605,0.2378296146044624,0.9198782961460448,0.3430220901164286,strong heat stress,low,716,0.263641893863678,0.6719801425933838,-0.0103187043903029,-0.0199188551154296,0.0032624815690157,0.024000000000278,240.0,0.976,12.5,21.89068444732127,12.5,6.826089972732787,0.0,0.4564766762873679,0.5746260354315758,0.187150013934722,0.0392069473652912,0.375268588486208,0.491456652890693,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.99999988413,2449.282368318449,1913.2841681658952,14.0,422.2374725526496,8.0,0.0,0.0,1767.309474882573,4.0,259.7354208832259,2.0,0.0,0.0,0.2449282368346828,0.1913284168188064,0.0422237472557542,0.0,0.176730947490305,0.0259735420886235,0.0,0.0681972893443777,0.176730947490305,major_confounding,mixed_pedestrian_and_transport_overhead,False,False,False,False,True,other,99,
TP_0123,0.224880753252291,734.0,0.2222827474575468,748.0,-14.0,False,0.2222827474575468,748.0,0.233819761844658,724.0,24.0,0.0115370143871111,0.0011985936242647,0.0008989452181985,0.0,0.0011985936242647,clean_or_minor,minor_or_none,1.3296367832083382,103.8454490796924,transport,33.86474240704348,29.57815757753388,32.127595546654575,28.186616991971565,26.35047496051705,27.46105373747586,0,0,12,0,0,14.081944155522836,0.2391340353308206,0.6844494892167992,0.0035999999999812,0.6649985275747798,0.35,0.7662496318936949,96,0.3932371203521739,0.125,0.2197969543147208,0.2700507614213198,0.1483271239964456,0.0,0.0,0.0,0.2222827474575468,0.2378296146044624,0.9442190669371197,0.3341489748232733,strong heat stress,low,739,0.2421712577342987,0.7044590711593628,-0.0030372224034781,-0.0200095819425636,0.0,0.0035999999999812,36.0,0.9964,12.5,16.280427957400686,12.5,6.6,0.02546875,0.4329320923449519,0.3124739479080331,0.1874703519585541,0.0393258410564703,0.378176615406424,0.5016289787420491,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000052023,11.9859362427101,8.989452182032576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.9859362427101,1.0,0.0011985936242647,0.0008989452181985,0.0,0.0,0.0,0.0,0.0011985936242647,0.0,0.0011985936242647,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0124,0.2538403728347568,700.0,0.2508030965701409,710.0,-10.0,False,0.2508030965701409,710.0,0.2481213831406028,705.0,5.0,-0.002681713429538,0.1391690218979901,0.1043767664234925,0.0,0.1391690218979901,major_confounding,transport_deck_or_viaduct,1.3296367786062426,103.84634763528052,transport,33.953657301593424,29.668075401801943,32.21658103370623,28.274794461406486,26.441079260503344,27.55067576595696,0,0,12,0,0,15.67831329663676,0.2366194972939789,0.6843352725705668,0.0,0.8844176965694174,0.35,0.8211044241423543,96,0.3976828650796712,0.125,0.2390862944162436,0.3431472081218274,0.1593493076758108,0.0,0.0,0.0,0.2508030965701409,0.2378296146044624,0.9858012170385396,0.3580689137882946,strong heat stress,low,684,0.2377314418554306,0.7041647434234619,-0.0011119445614516,-0.0198294708528951,0.0,0.0,0.0,1.0,0.0,4.621115500468178,0.0,6.6,0.2096255005103242,0.4684069621474835,0.4731229329335908,0.1877918463454426,0.0394451639326413,0.3757945783928774,0.513577955813696,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999999940155,1391.6902189715724,1043.7676642286792,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1391.6902189715724,1.0,0.1391690218979901,0.1043767664234925,0.0,0.0,0.0,0.0,0.1391690218979901,0.0,0.1391690218979901,major_confounding,transport_deck_or_viaduct,False,False,False,False,True,other,99,
TP_0125,0.1858190060833946,791.0,0.1821074723814796,809.0,-18.0,False,0.1821074723814796,809.0,0.1816245178422935,800.0,9.0,-0.000482954539186,0.0707716650320582,0.0530787487740436,0.0,0.0707716650320582,moderate_confounding,transport_deck_or_viaduct,1.3296367736750396,103.8472461908654,transport,33.68912482064887,29.39969837108586,31.95115555124104,28.04877772046408,26.208809650430368,27.320993419168296,0,0,9,0,0,17.10324772715156,0.2360581372417509,0.6823421676362854,0.0,0.6507811788798261,0.35,0.7626952947199566,96,0.3844562410324436,0.09375,0.1885279187817259,0.182741116751269,0.1310972150580092,0.0,0.0,0.0,0.1821074723814796,0.2378296146044624,0.9391480730223124,0.3084796551888906,strong heat stress,low,783,0.2375402897596359,0.7021138668060303,-0.0014821525178849,-0.0197716991697448,0.0,0.0,0.0,1.0,0.0,2.293297417299176,0.0,6.6,0.2372748935505293,0.500072171714479,0.5642260782717187,0.188113340732331,0.0395644868088122,0.3748331578649932,0.5084041320375491,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000036744,707.7166503231829,530.7874877423872,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,707.7166503231829,1.0,0.0707716650320582,0.0530787487740436,0.0,0.0,0.0,0.0,0.0707716650320582,0.0,0.0707716650320582,moderate_confounding,transport_deck_or_viaduct,False,False,False,False,False,other,99,
TP_0126,0.1825357424219016,801.0,0.1802605177108223,812.0,-11.0,False,0.1802605177108223,812.0,0.1860065190657946,793.0,19.0,0.0057460013549723,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3296367684147303,103.84814474644683,transport,33.953840098719795,29.348660816947305,32.18324740028871,27.971464599596683,26.08420566653943,27.22960982626181,0,0,11,0,0,13.519578313039956,0.2842402667611837,0.6296595561301442,0.0,0.4356560710349367,0.35,0.7089140177587342,96,0.3976920049359897,0.1145833333333333,0.2125888324873096,0.1461928934010152,0.1214330749495853,0.0,0.0,0.0,0.1802605177108223,0.2378296146044624,0.8539553752535497,0.2945556386277687,strong heat stress,low,807,0.2958300411701202,0.6479046940803528,-0.0115897744089364,-0.0182451379502085,0.0,0.0,0.0,1.0,0.0,5.202031610056508,0.0,6.6,0.1047693817468106,0.4204350736231101,0.5357046277566923,0.18820729813016,0.0395993591655429,0.3741943628141644,0.5015907706521017,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999999921783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0127,0.1167677268581279,888.0,0.1201818518674661,894.0,-6.0,False,0.1201818518674661,894.0,0.1132771459619012,898.0,-4.0,-0.0069047059055649,0.2386120786547345,0.1833728403310371,0.0683000847760585,0.170311993878676,major_confounding,mixed_pedestrian_and_transport_overhead,1.329636762825313,103.8490433020246,transport,33.181909458014886,29.10840508681373,31.50102361802677,27.771138515197496,25.954880814738683,27.05148282365564,0,0,3,0,0,13.80350489395108,0.1984151369882359,0.7185714285714286,0.0015999999999868,0.3195587583187114,0.35,0.6798896895796778,96,0.3590954729007443,0.03125,0.1216243654822335,0.0771573604060913,0.0963923143996869,0.0,0.0,0.0,0.1201818518674661,0.2378296146044624,0.7910750507099391,0.2478748171233462,strong heat stress,low,889,0.2071315497159958,0.7543275952339172,-0.0087164127277598,-0.0357561666624886,0.0,0.0015999999999868,16.0,0.9984,6.0,14.994234336857795,6.0,6.6,0.0478943667474021,0.4267445531989128,0.4755846119004032,0.1877728560894111,0.0394381156852649,0.3718355811514198,0.5047056574340624,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0000000824,2386.120786567008,1833.728403325481,9.0,99.87771011914666,3.0,0.0,0.0,1703.1199388007944,3.0,583.1231376470664,3.0,0.0,0.0,0.2386120786547345,0.1833728403310371,0.0099877710118323,0.0,0.170311993878676,0.0583123137642261,0.0,0.0683000847760585,0.170311993878676,major_confounding,mixed_pedestrian_and_transport_overhead,False,False,False,False,True,other,99,
TP_0128,0.1300044369212988,870.0,0.1409230449543062,861.0,9.0,False,0.1409230449543062,861.0,0.1282353434352068,879.0,-18.0,-0.0126877015190993,0.0970276869172679,0.0737399069685119,0.0193828356112191,0.0776448513060488,moderate_confounding,transport_deck_or_viaduct,1.329636756906789,103.84994185759852,transport,33.726935591136524,29.03315442647366,31.947620688407795,27.75680237702637,25.85170240403876,27.00824419370695,0,0,8,0,0,23.699458271178457,0.299267351468972,0.6152709359605911,0.0168000000000641,0.280989339361217,0.35,0.6702473348403042,96,0.3863467795568261,0.0833333333333333,0.172994923857868,0.0730964467005076,0.0946002971282968,0.0,0.0,0.0,0.1409230449543062,0.2378296146044624,0.7718052738336714,0.2578438903057469,strong heat stress,low,870,0.2989568710327148,0.6373178362846375,0.0003104804362571,-0.0220469003240463,0.0,0.0168000000000641,168.0,0.9832,6.0,21.51707592888025,6.0,6.6,0.3949909711863076,0.3517782749502835,0.0,0.1870660426136004,0.0391757813482136,0.3386025437447968,0.5203241482709074,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.9999999618,970.2768691689736,737.3990696823028,4.0,0.0,0.0,0.0,0.0,776.4485130575225,2.0,193.828356111451,2.0,0.0,0.0,0.0970276869172679,0.0737399069685119,0.0,0.0,0.0776448513060488,0.0193828356112191,0.0,0.0193828356112191,0.0776448513060488,moderate_confounding,transport_deck_or_viaduct,False,False,False,False,False,other,99,
TP_0129,0.1372959885306161,862.0,0.1386729056924067,866.0,-4.0,False,0.1386729056924067,866.0,0.1418651288633502,864.0,2.0,0.0031922231709435,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3296367506591582,103.85084041316829,transport,33.54634390377353,29.07747391297225,31.78961510522989,27.807142864397456,25.93559958231277,27.068149487756884,0,0,6,0,0,22.071093749999992,0.2857976706713438,0.6571859513035984,0.0,0.2809856507420026,0.35,0.6702464126855007,96,0.3773171951886766,0.0625,0.155736040609137,0.0893401015228426,0.1008928580496819,0.0,0.0,0.0,0.1386729056924067,0.2378296146044624,0.77079107505071,0.256296674145925,strong heat stress,low,875,0.2856478095054626,0.6762287020683289,0.0001498611658812,-0.0190427507647305,0.0,0.0,0.0,1.0,0.0,20.89188101992012,0.0,6.6,0.3678515624999999,0.3499948267075206,0.0,0.1863793680110016,0.0389209215686429,0.343037686209969,0.4728263176239062,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999999985266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0130,0.1254227464789284,877.0,0.1238284222765981,888.0,-11.0,False,0.1238284222765981,888.0,0.1288966982819449,878.0,10.0,0.0050682760053467,0.0023861031973901,0.0017895773980426,0.0,0.0023861031973901,clean_or_minor,minor_or_none,1.3296367440824202,103.8517389687337,transport,33.202029031750186,29.064327672814667,31.509055765323755,27.80104621079348,25.97672006180824,27.07798395991932,0,0,3,0,0,22.908962430809087,0.2206019543908536,0.7099762982115924,0.0,0.280965540645638,0.35,0.6702413851614095,96,0.3601014515875093,0.03125,0.1219289340101522,0.0873096446700507,0.1001307763491849,0.0,0.0,0.0,0.1238284222765981,0.2378296146044624,0.7697768762677485,0.2469409646106795,strong heat stress,low,893,0.2213474661111831,0.7305487394332886,-0.0007455117203295,-0.0205724412216962,0.0,0.0,0.0,1.0,0.0,18.12490764240988,0.0,6.6,0.3818160405134848,0.2924509830043879,0.0,0.1857526971301011,0.0386883322141434,0.354474961514919,0.4009947912413418,TOA PAYOH CENTRAL,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000005091,23.86103197391403,17.89577398043552,1.0,0.0,0.0,0.0,0.0,23.86103197391403,1.0,0.0,0.0,0.0,0.0,0.0023861031973901,0.0017895773980426,0.0,0.0,0.0023861031973901,0.0,0.0,0.0,0.0023861031973901,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
