cell_id,hazard_score_v08,rank_v08_hazard_score,hazard_score_v10,rank_v10_hazard_score,rank_change_v08_minus_v10,is_old_dsm_gap_false_positive_candidate,hazard_score_base_v10,rank_base_v10_hazard_score,hazard_score_overhead_sens,rank_overhead_sens_hazard_score,rank_change_base_minus_overhead,score_change_overhead_minus_base,overhead_fraction_total,overhead_shade_proxy,pedestrian_shelter_fraction,transport_deck_fraction,overhead_confounding_flag,overhead_interpretation,lat,lon,land_use_hint,max_utci_c,mean_utci_c,p90_utci_c,max_wbgt_proxy_c,mean_wbgt_proxy_c,p90_wbgt_proxy_c,moderate_wbgt_hours,high_wbgt_hours,strong_utci_hours,very_strong_utci_hours,extreme_utci_hours,gvi_percent,svf,shade_fraction,building_density,road_fraction,elderly_proxy,outdoor_exposure_proxy,forecast_hours,hazard_utci_intensity_score,hazard_utci_duration_score,hazard_utci_relative_score,hazard_wbgt_relative_score,hazard_wbgt_intensity_score,hazard_wbgt_moderate_duration_score,hazard_wbgt_high_duration_score,hazard_wbgt_duration_score,hazard_score,vulnerability_score,exposure_score,risk_priority_score,peak_utci_category,peak_wbgt_category_sg,rank,svf_v08_umep_veg,shade_fraction_v08_umep_veg,delta_svf_v10_minus_v08,delta_shade_v10_minus_v08,building_density_v08,v10_building_density,v10_building_area_m2,v10_open_pixel_fraction,mean_building_height_m,mean_building_height_m_v08,max_building_height_m,max_building_height_m_v08,tree_canopy_fraction,ndvi_mean,impervious_fraction,elderly_pct_65plus,children_pct_under5,vulnerability_score_v071,outdoor_exposure_score_v071,dominant_subzone,umep_morphology_version,svf_source_v10,shade_source_v10,building_source_v10,old_valid_pixel_count,old_building_pixel_count,old_building_area_m2,old_building_density,old_open_pixel_fraction,old_dsm_mean_all_m,old_dsm_max_all_m,old_building_height_mean_m,old_building_height_max_m,old_building_height_p50_m,old_building_height_p90_m,v10_valid_pixel_count,v10_building_pixel_count,oldfp_v10_building_area_m2,oldfp_v10_building_density,oldfp_v10_open_pixel_fraction,v10_dsm_mean_all_m,v10_dsm_max_all_m,v10_building_height_mean_m,v10_building_height_max_m,v10_building_height_p50_m,v10_building_height_p90_m,cell_area_m2,delta_building_area_m2,delta_building_density,delta_open_pixel_fraction,delta_building_height_mean_m,delta_building_height_max_m,delta_building_height_p50_m,delta_building_height_p90_m,oldfp_lat,oldfp_lon,oldfp_land_use_hint,oldfp_road_fraction,oldfp_gvi_percent,oldfp_tree_canopy_fraction,oldfp_ndvi_mean,oldfp_shade_fraction,oldfp_svf,oldfp_building_density,oldfp_mean_building_height_m,oldfp_max_building_height_m,hazard_rank_true_v08,oldfp_hazard_score,oldfp_max_utci_c,oldfp_max_wbgt_proxy_c,risk_rank_v08_conditioned,risk_priority_score_v08_conditioned,risk_rank_v08_social_conditioned,risk_priority_score_v08_social_conditioned,risk_rank_v08_candidate_policy,risk_priority_score_v08_candidate_policy,oldfp_vulnerability_score_v071,oldfp_outdoor_exposure_score_v071,old_vs_osm_completeness,reviewed_vs_osm_completeness,coverage_gain_vs_osm,old_dsm_area_m2,reviewed_dsm_area_m2,osm_area_m2,reviewed_minus_old_dsm_area_m2,old_hazard_top20,old_hazard_top50,old_hazard_topN,low_old_completeness,zero_old_completeness,high_coverage_gain,large_building_area_gain,large_building_density_gain,v10_building_density_nontrivial,possible_old_dsm_gap_false_positive,audit_flags,overhead_cell_area_m2,overhead_area_total_m2,overhead_weighted_shade_area_m2,n_overhead_features,overhead_area_covered_walkway_m2,n_covered_walkway,overhead_area_elevated_rail_m2,n_elevated_rail,overhead_area_elevated_road_m2,n_elevated_road,overhead_area_pedestrian_bridge_m2,n_pedestrian_bridge,overhead_area_viaduct_m2,n_viaduct,overhead_overhead_fraction_total,overhead_overhead_shade_proxy,overhead_fraction_covered_walkway,overhead_fraction_elevated_rail,overhead_fraction_elevated_road,overhead_fraction_pedestrian_bridge,overhead_fraction_viaduct,overhead_pedestrian_shelter_fraction,overhead_transport_deck_fraction,overhead_overhead_confounding_flag,overhead_overhead_interpretation,is_v10_gamma_top20,is_v10_delta_top20,is_v08_top50,is_old_dsm_gap_fp,is_major_overhead,final_interpretation,interpretation_priority,final_interpretation_note
TP_0001,0.6177714595787427,156.0,0.5938137601450649,198.0,-42.0,False,0.5938137601450649,198.0,0.6045490424873255,162.0,36.0,0.0107352823422606,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3260193455325362,103.84005773633348,residential,38.01967510686771,30.81444153273884,35.58413250575245,29.008270366773907,26.77367869211224,28.20104131201177,0,0,33,1,0,8.637317177462588,0.5199236192099895,0.2700482682699636,0.3452000000055696,0.3220820220423007,0.55,0.4305205055105752,96,0.6009837553433854,0.34375,0.7716751269035532,0.8375634517766497,0.2510337958467383,0.0,0.0,0.0,0.5938137601450649,0.7378296146044625,0.6399594320486816,0.6338592574562688,very strong heat stress,low,59,0.8361362218856812,0.1229405775666236,-0.3162126026756916,0.1471076907033399,0.0,0.3452000000055696,3452.0,0.6548,11.475086906141367,11.87045605861922,15.0,13.2,0.0,0.3119403817213908,0.5890633678756287,0.1830508474576271,0.0508474576271186,0.2840315431333727,0.1958181485337493,MALCOLM,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999999838656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0002,0.3496284628567234,543.0,0.3520619470802976,549.0,-6.0,False,0.3520619470802976,549.0,0.3633831012171584,512.0,37.0,0.0113211541368608,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3260193429122338,103.84095629063007,residential,34.619628075840986,30.13069585106048,32.874643862233754,28.507138311782168,26.64904328460159,27.781913036702868,0,0,21,0,0,7.172960977702185,0.1887882888257335,0.6229965156794425,0.4047999999968043,0.2408424982856742,0.55,0.4102106245714185,96,0.4309814037920493,0.21875,0.3703553299492386,0.5137055837563452,0.1883922889727709,0.0,0.0,0.0,0.3520619470802976,0.7378296146044625,0.5273833671399595,0.4670867236198048,strong heat stress,low,425,0.5146422386169434,0.4245828986167907,-0.3258539497912098,0.1984136170626517,0.0,0.4047999999968043,4048.0,0.5952,14.190711462450594,13.193986794233217,21.0,13.2,0.0,0.2793991328378263,0.5606465743286523,0.1830508474576271,0.0508474576271186,0.2856726342298907,0.2950342733973223,MALCOLM,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000078944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0003,0.7145702205039032,16.0,0.7197039341344056,18.0,-2.0,False,0.7197039341344056,18.0,0.7175288299797551,6.0,12.0,-0.0021751041546504,0.007029872247982,0.0063268850231838,0.007029872247982,0.0,clean_or_minor,minor_or_none,1.32601933996372,103.8418548449248,transport,41.38080018267255,31.48645621140646,38.23794045991218,29.40375678696956,26.793165864703905,28.495003743883068,0,0,35,11,0,0.0,0.800437113483012,0.0511151829152713,0.1563999999993513,0.4535387896289363,0.35,0.7133846974072341,96,0.7690400091336276,0.3645833333333333,0.9806091370558376,0.9756345177664976,0.3004695983711949,0.0,0.0,0.0,0.7197039341344056,0.2378296146044624,0.8661257606490872,0.6308361146197209,very strong heat stress,low,67,0.9370983242988586,0.0198025796562433,-0.1366612108158466,0.031312603259028,0.0336183757961947,0.1563999999993513,1564.0,0.8436,12.57928388746803,15.536627563679655,21.0,8.929753442676295,0.0,0.0959076282964351,0.7435785827125655,0.186514793769659,0.0465253183936049,0.3051463243719314,0.3789001132641855,MALCOLM,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000041471,70.29872248011179,63.26885023210061,1.0,70.29872248011179,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007029872247982,0.0063268850231838,0.007029872247982,0.0,0.0,0.0,0.0,0.007029872247982,0.0,clean_or_minor,minor_or_none,True,True,True,False,False,confident_hotspot,5,High under v10-gamma and stable/low-overhead under v10-delta; selected anchors may be SOLWEIG validated.
TP_0004,0.5287285027043075,275.0,0.5641349093337478,234.0,41.0,False,0.5641349093337478,234.0,0.5544250658271217,230.0,4.0,-0.009709843506626,0.0304292696158633,0.027386342654277,0.0304292696158633,0.0,moderate_confounding,pedestrian_shelter_shade,1.326019336686995,103.8427533992174,residential,38.044136580902894,30.741771222133767,35.60223221657316,28.873177126415285,26.62078877560505,28.062606714649164,0,0,32,1,0,6.047197523840713,0.4903740205175064,0.2361059306229019,0.4688,0.1089573062999985,0.55,0.3772393265749996,96,0.6022068290451447,0.3333333333333333,0.7691370558375634,0.749238578680203,0.2341471408019106,0.0,0.0,0.0,0.5641349093337478,0.7378296146044625,0.3387423935091277,0.5702758141723191,very strong heat stress,low,190,0.6916871070861816,0.1800198853015899,-0.2013130865686752,0.0560860453213119,0.1619118094187601,0.4688,4688.0,0.5312,9.069539249146755,18.70512830847269,12.5,24.42048839272008,0.0,0.2543821671964603,0.5850412451607067,0.1911810052420598,0.0407030527289546,0.3344914283480003,0.400947227611731,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,304.29269615863353,273.8634265427702,1.0,304.29269615863353,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0304292696158633,0.027386342654277,0.0304292696158633,0.0,0.0,0.0,0.0,0.0304292696158633,0.0,moderate_confounding,pedestrian_shelter_shade,False,False,False,False,False,other,99,
TP_0005,0.1568318615587174,830.0,0.1734882284524588,817.0,13.0,False,0.1734882284524588,817.0,0.1793629819882188,803.0,14.0,0.00587475353576,0.013718399839647,0.0123465598556823,0.013718399839647,0.0,clean_or_minor,minor_or_none,1.3260193330820584,103.84365195350765,residential,33.59908836382332,29.45673288143577,31.93221299656182,28.00623808362184,26.185529974286723,27.28740236914208,0,0,8,0,0,13.469892772412472,0.1764425019737542,0.697307115217563,0.337199999999313,0.0233886337246692,0.55,0.3558471584311672,96,0.379954418191166,0.0833333333333333,0.1861928934010152,0.1634517766497462,0.1257797604527297,0.0,0.0,0.0,0.1734882284524588,0.7378296146044625,0.2748478701825558,0.3184906935269342,strong heat stress,low,764,0.3257160186767578,0.6176010370254517,-0.1492735167030036,0.0797060781921112,0.0724896855648343,0.337199999999313,3372.0,0.6628000000000001,10.60213522837538,22.263256319937152,20.0,18.22353520964302,0.0,0.4193309504980549,0.4356900532079811,0.1911810052420598,0.0407030527289546,0.3428969498788831,0.4228237816358512,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000020373,137.18399839674976,123.46559855707478,2.0,137.18399839674976,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013718399839647,0.0123465598556823,0.013718399839647,0.0,0.0,0.0,0.0,0.013718399839647,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0006,0.4596374344698258,383.0,0.4203080231302188,457.0,-74.0,False,0.4203080231302188,457.0,0.4272335357823317,417.0,40.0,0.0069255126521128,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3260193291489106,103.84455050779536,civic_institutional,35.69469487500175,30.3209714248172,33.82354585588027,28.60054912169396,26.61778759200999,27.842189690869706,0,0,26,0,0,4.979082372600915,0.2886610292482274,0.4750523185372838,0.5216000000052088,0.0052474822666447,0.35,0.3513118705666611,96,0.4847347437500875,0.2708333333333333,0.5222335025380711,0.566497461928934,0.2000686402117448,0.0,0.0,0.0,0.4203080231302188,0.2378296146044624,0.2505070993914807,0.3528678506084842,strong heat stress,low,693,0.7127825617790222,0.2218251675367355,-0.4241215325307948,0.2532271510005482,0.0,0.5216000000052088,5216.0,0.4784,11.374233128834357,25.076679660487688,12.0,6.6,0.0,0.230646274946687,0.4611313880283147,0.1911810052420598,0.0407030527289546,0.3562541118481718,0.4229349177581431,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.999999900136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0007,0.3344615301816133,570.0,0.3620057202755105,531.0,39.0,False,0.3620057202755105,531.0,0.3686732409228447,504.0,27.0,0.0066675206473342,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.326019324887551,103.84544906208026,residential,35.02844176216945,30.093416043109404,33.22012886941859,28.48053300467149,26.558035697812738,27.736170023862098,0,0,23,0,0,7.396193683846008,0.2557202017605917,0.5515124288709194,0.3184,0.2143815181744911,0.55,0.4035953795436227,96,0.4514220881084725,0.2395833333333333,0.4176649746192894,0.4913705583756345,0.1850666255839357,0.0,0.0,0.0,0.3620057202755105,0.7378296146044625,0.4969574036511156,0.4686879684775102,strong heat stress,low,417,0.487162709236145,0.4435949325561523,-0.2314425074755533,0.1079174963147671,0.0,0.3184,3184.0,0.6816,30.64070351758794,25.562512618026204,87.0,13.2,0.0,0.2843598596410224,0.5455558117218621,0.1911810052420598,0.0407030527289546,0.3753101978476508,0.4130067180584987,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0008,0.5285767432826209,276.0,0.4962606628840641,345.0,-69.0,False,0.4962606628840641,345.0,0.507781714036171,302.0,43.0,0.0115210511521068,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3260193202979802,103.84634761636218,residential,36.14861051938283,30.627903411532657,34.24141148423405,28.83461396105821,26.83658103361393,28.07387940126232,0,0,29,0,0,1.965424316230283,0.2914304816469996,0.4470238095238095,0.5055999999987401,0.1237017666895889,0.55,0.3809254416723972,96,0.5074305259691414,0.3020833333333333,0.5920812182741116,0.7299492385786802,0.2293267451322762,0.0,0.0,0.0,0.4962606628840641,0.7378296146044625,0.3539553752535497,0.5304757286351786,strong heat stress,low,259,0.7192140817642212,0.2160051465034485,-0.4277836001172216,0.231018663020361,0.0,0.5055999999987401,5056.0,0.4943999999999999,16.599683544303797,23.73899503202849,42.0,13.2,0.0,0.1636760959162285,0.5454723473762089,0.1911810052420598,0.0407030527289546,0.3843324052091731,0.4187299804713641,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.00000002492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0009,0.305260588500555,613.0,0.2703101027361037,681.0,-68.0,False,0.2703101027361037,681.0,0.2836616872669024,647.0,34.0,0.0133515845307987,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3260193153801978,103.84724617064089,residential,34.354922901926045,29.77064066367637,32.59285452881322,28.276744494653144,26.39974691233872,27.542176494855028,0,0,13,0,0,12.106516242539682,0.229885039338617,0.6166902404526166,0.1720000000003942,0.2606039905906929,0.55,0.4151509976476732,96,0.4177461450963022,0.1354166666666666,0.2983756345177665,0.3451776649746192,0.159593061831643,0.0,0.0,0.0,0.2703101027361037,0.7378296146044625,0.5476673427991886,0.4194431764752889,strong heat stress,low,540,0.4493795037269592,0.4964738190174103,-0.2194944643883421,0.1202164214352062,0.0,0.1720000000003942,1720.0,0.8280000000000001,19.046511627906977,23.59353986803494,33.0,13.2,0.0,0.3890336942786596,0.5294143599408492,0.1911810052420598,0.0407030527289546,0.3682180067048954,0.3671835755261697,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9999.99999997708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
TP_0010,0.4234321363999808,435.0,0.4315013856348269,436.0,-1.0,False,0.4315013856348269,436.0,0.4419445270142314,395.0,41.0,0.0104431413794045,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,1.3260193101342048,103.84814472491612,residential,35.54664350224921,30.324419918706365,33.698283620873234,28.66302153454661,26.703943736934026,27.910136058547444,0,0,26,0,0,7.361087015825885,0.2828039991788285,0.5040445665445665,0.3327999999998547,0.2905641335598114,0.55,0.4226410333899528,96,0.4773321751124605,0.2708333333333333,0.5098477157360406,0.6152284263959391,0.2078776918183269,0.0,0.0,0.0,0.4315013856348269,0.7378296146044625,0.5993914807302231,0.5271403925621525,strong heat stress,low,260,0.5601521730422974,0.3715378046035766,-0.2773481738634689,0.1325067619409899,0.0,0.3327999999998547,3328.0,0.6672,22.209134615384617,25.166387850088515,36.0,13.2,0.0,0.2835797114627974,0.5839396749813568,0.1911810052420598,0.0407030527289546,0.358658373748739,0.3810185434783789,BALESTIER,v10_reviewed_dsm_with_veg,UMEP_SVF_reviewed_building_DSM_with_vegetation,UMEP_shadow_reviewed_building_DSM_with_vegetation,reviewed_augmented_HDB3D_URA_OSM_manual_DSM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10000.000000004366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,clean_or_minor,minor_or_none,False,False,False,False,False,other,99,
