model_name,event_target,official_event_threshold_c,output_kind,output_id,validation_method,operating_point,threshold_source,status,n_folds_evaluated,n_folds_skipped,threshold,threshold_min,threshold_max,precision,recall,F1,CSI,false_alarm_ratio,miss_rate,TP,FP,FN,TN,n,fold_F1_std,fold_recall_std,fold_precision_std
M4_inertia_ridge,ge31,31.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.19296296296296303,0.17,0.21,0.5446927374301676,0.9558823529411765,0.693950177935943,0.5313351498637602,0.4553072625698324,0.04411764705882353,195.0,163.0,9.0,1307.0,1674.0,0.1811292655605369,0.06064458827925567,0.22476153489448586
M4_inertia_ridge,ge31,31.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,0.6448148148148148,0.52,0.67,0.64,0.39215686274509803,0.486322188449848,0.321285140562249,0.36,0.6078431372549019,80.0,45.0,124.0,1425.0,1674.0,0.12746408693349878,0.2076951176509129,0.2893073725412953
M4_inertia_ridge,ge31,31.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.21000000000000002,0.19,0.23,0.5417867435158501,0.9215686274509803,0.6823956442831215,0.5179063360881543,0.45821325648414984,0.0784313725490196,188.0,159.0,16.0,1311.0,1674.0,0.17561683512589002,0.08545482940774185,0.22703903885399532
M4_inertia_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.4511111111111111,0.43,0.47,0.6782608695652174,0.7647058823529411,0.7188940092165899,0.5611510791366906,0.3217391304347826,0.23529411764705882,156.0,74.0,48.0,1396.0,1674.0,0.1771563816490753,0.14026166715264068,0.2726803925032969
M4_inertia_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.18481481481481485,0.17,0.19,0.547752808988764,0.9558823529411765,0.6964285714285713,0.5342465753424658,0.45224719101123595,0.04411764705882353,195.0,161.0,9.0,1309.0,1674.0,0.18315487036653896,0.06064458827925567,0.22827000309779444
M4_inertia_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,0.6340740740740741,0.45,0.67,0.6349206349206349,0.39215686274509803,0.48484848484848486,0.32,0.36507936507936506,0.6078431372549019,80.0,46.0,124.0,1424.0,1674.0,0.1301771270369597,0.18039242301438105,0.2860257638850414
M4_inertia_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.2185185185185185,0.21,0.23,0.5486725663716814,0.9117647058823529,0.6850828729281769,0.5210084033613446,0.45132743362831856,0.08823529411764706,186.0,153.0,18.0,1317.0,1674.0,0.17607530256234782,0.09737248744819067,0.23556563334358585
M4_inertia_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.4507407407407407,0.43,0.47,0.6782608695652174,0.7647058823529411,0.7188940092165899,0.5611510791366906,0.3217391304347826,0.23529411764705882,156.0,74.0,48.0,1396.0,1674.0,0.1771563816490753,0.14026166715264068,0.2726803925032969
M4_inertia_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.1844444444444445,0.16,0.19,0.547752808988764,0.9558823529411765,0.6964285714285713,0.5342465753424658,0.45224719101123595,0.04411764705882353,195.0,161.0,9.0,1309.0,1674.0,0.18315487036653896,0.06064458827925567,0.22827000309779444
M4_inertia_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,0.6337037037037037,0.45,0.66,0.6349206349206349,0.39215686274509803,0.48484848484848486,0.32,0.36507936507936506,0.6078431372549019,80.0,46.0,124.0,1424.0,1674.0,0.1301771270369597,0.18039242301438105,0.2860257638850414
M4_inertia_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.21925925925925924,0.2,0.23,0.5502958579881657,0.9117647058823529,0.6863468634686347,0.5224719101123596,0.44970414201183434,0.08823529411764706,186.0,152.0,18.0,1318.0,1674.0,0.17743479416701577,0.09737248744819067,0.23717761762479475
M7_compact_weather_ridge,ge31,31.0,probability,empirical_score_bin,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.15222222222222223,0.13,0.16,0.5267857142857143,0.8676470588235294,0.6555555555555556,0.48760330578512395,0.4732142857142857,0.1323529411764706,177.0,159.0,27.0,1311.0,1674.0,0.18143953649924346,0.09501379968635701,0.23498538458161738
M7_compact_weather_ridge,ge31,31.0,probability,empirical_score_bin,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.01925925925925926,0.01,0.02,0.4031936127744511,0.9901960784313726,0.573049645390071,0.40159045725646125,0.5968063872255489,0.00980392156862745,202.0,299.0,2.0,1171.0,1674.0,0.17572265684429852,0.03017760543552926,0.18181405019015418
M7_compact_weather_ridge,ge31,31.0,probability,empirical_score_bin,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,19,8,0.3542105263157895,0.33,0.37,0.5982905982905983,0.5833333333333334,0.5907172995780591,0.41916167664670656,0.4017094017094017,0.4166666666666667,70.0,47.0,50.0,1011.0,1178.0,0.14025652864111593,0.12657960365049575,0.2912655970369421
M7_compact_weather_ridge,ge31,31.0,probability,empirical_score_bin,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.14222222222222225,0.12,0.15,0.4031936127744511,0.9901960784313726,0.573049645390071,0.40159045725646125,0.5968063872255489,0.00980392156862745,202.0,299.0,2.0,1171.0,1674.0,0.17572265684429852,0.03017760543552926,0.18181405019015418
M7_compact_weather_ridge,ge31,31.0,probability,isotonic_score_only,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.3192592592592593,0.17,0.34,0.6117216117216118,0.8186274509803921,0.70020964360587,0.5387096774193548,0.3882783882783883,0.18137254901960784,167.0,106.0,37.0,1364.0,1674.0,0.17174588266255889,0.12684240701244676,0.25207695725242907
M7_compact_weather_ridge,ge31,31.0,probability,isotonic_score_only,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.06037037037037037,0.04,0.1,0.4469525959367946,0.9705882352941176,0.6120556414219473,0.44097995545657015,0.5530474040632054,0.029411764705882353,198.0,245.0,6.0,1225.0,1674.0,0.176720504565867,0.04117216858035075,0.19595375395420847
M7_compact_weather_ridge,ge31,31.0,probability,isotonic_score_only,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,0.5014814814814814,0.46,0.53,0.6956521739130435,0.5490196078431373,0.6136986301369863,0.4426877470355731,0.30434782608695654,0.45098039215686275,112.0,49.0,92.0,1421.0,1674.0,0.13494533362203764,0.17716692428863257,0.2960946772571712
M7_compact_weather_ridge,ge31,31.0,probability,isotonic_score_only,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.17037037037037037,0.15,0.18,0.44772727272727275,0.9656862745098039,0.6118012422360248,0.4407158836689038,0.5522727272727272,0.03431372549019608,197.0,243.0,7.0,1227.0,1674.0,0.17624290127357892,0.049830126522873115,0.19723556863723526
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.4055555555555556,0.38,0.43,0.6465863453815262,0.7892156862745098,0.7108167770419426,0.5513698630136986,0.3534136546184739,0.2107843137254902,161.0,88.0,43.0,1382.0,1674.0,0.18058429171040974,0.12456825310814111,0.2653299561021623
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.10925925925925926,0.07,0.15,0.48284313725490197,0.9656862745098039,0.6437908496732027,0.4746987951807229,0.5171568627450981,0.03431372549019608,197.0,211.0,7.0,1259.0,1674.0,0.18136423803325022,0.04835821187199865,0.21111377243610943
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,0.6392592592592593,0.56,0.67,0.6496350364963503,0.4362745098039216,0.5219941348973607,0.3531746031746032,0.35036496350364965,0.5637254901960784,89.0,48.0,115.0,1422.0,1674.0,0.12295760808839343,0.14858142472776623,0.31283808676795866
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.15037037037037038,0.14,0.17,0.49104859335038364,0.9411764705882353,0.6453781512605042,0.47642679900744417,0.5089514066496164,0.058823529411764705,192.0,199.0,12.0,1271.0,1674.0,0.17921301822234037,0.06406726861745918,0.21383647228162
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.32185185185185183,0.3,0.34,0.6117216117216118,0.8186274509803921,0.70020964360587,0.5387096774193548,0.3882783882783883,0.18137254901960784,167.0,106.0,37.0,1364.0,1674.0,0.17174588266255889,0.12684240701244676,0.25207695725242907
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.07962962962962962,0.07,0.08,0.43973214285714285,0.9656862745098039,0.6042944785276073,0.432967032967033,0.5602678571428571,0.03431372549019608,197.0,251.0,7.0,1219.0,1674.0,0.17664492214668653,0.0473210556961863,0.1954646476175012
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,0.5299999999999999,0.51,0.56,0.6976744186046512,0.5882352941176471,0.6382978723404256,0.46875,0.3023255813953488,0.4117647058823529,120.0,52.0,84.0,1418.0,1674.0,0.13812266542966609,0.1606123750328057,0.2892028814096434
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_only,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.10888888888888888,0.1,0.11,0.48825065274151436,0.9166666666666666,0.6371379897785349,0.4675,0.5117493472584856,0.08333333333333333,187.0,196.0,17.0,1274.0,1674.0,0.17562570984162706,0.08254155874040292,0.2133623409661825
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.32592592592592595,0.31,0.35,0.6167883211678832,0.8284313725490197,0.7071129707112971,0.5469255663430421,0.38321167883211676,0.1715686274509804,169.0,105.0,35.0,1365.0,1674.0,0.17545528482286624,0.12339749764749416,0.2546019993618008
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.08851851851851851,0.06,0.11,0.4513888888888889,0.9558823529411765,0.6132075471698113,0.4421768707482993,0.5486111111111112,0.04411764705882353,195.0,237.0,9.0,1233.0,1674.0,0.18051302139641218,0.0539475612443775,0.20839501004994773
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,0.5303703703703703,0.51,0.56,0.6976744186046512,0.5882352941176471,0.6382978723404256,0.46875,0.3023255813953488,0.4117647058823529,120.0,52.0,84.0,1418.0,1674.0,0.13812266542966609,0.1606123750328057,0.2892028814096434
M7_compact_weather_ridge,ge31,31.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.11296296296296296,0.1,0.12,0.4831168831168831,0.9117647058823529,0.631578947368421,0.46153846153846156,0.5168831168831168,0.08823529411764706,186.0,199.0,18.0,1271.0,1674.0,0.17132635846316424,0.0871466272802025,0.21056163664645725
M4_inertia_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,30.700000000000003,30.7,30.7,0.6826086956521739,0.7696078431372549,0.7235023041474655,0.5667870036101083,0.3173913043478261,0.23039215686274508,157.0,73.0,47.0,1397.0,1674.0,0.1783880417073601,0.14071453564269942,0.2725296796498141
M4_inertia_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,fixed_score_31,fixed,evaluated_on_heldout,27,0,31.0,31.0,31.0,0.6818181818181818,0.5882352941176471,0.631578947368421,0.46153846153846156,0.3181818181818182,0.4117647058823529,120.0,56.0,84.0,1414.0,1674.0,0.11956556557287974,0.1728064814298121,0.2905397979185366
M4_inertia_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,29.899999999999995,29.9,29.9,0.547752808988764,0.9558823529411765,0.6964285714285713,0.5342465753424658,0.45224719101123595,0.04411764705882353,195.0,161.0,9.0,1309.0,1674.0,0.18315487036653896,0.06064458827925567,0.22827000309779444
M4_inertia_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,31.18333333333334,30.7,31.25,0.6581196581196581,0.37745098039215685,0.47975077881619943,0.3155737704918033,0.3418803418803419,0.6225490196078431,77.0,40.0,127.0,1430.0,1674.0,0.13054083070865194,0.19291154360823207,0.2951948549194452
M4_inertia_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,30.005555555555556,29.9,30.05,0.5420289855072464,0.9166666666666666,0.6812386156648451,0.5165745856353591,0.4579710144927536,0.08333333333333333,187.0,158.0,17.0,1312.0,1674.0,0.17620989099227288,0.09763108346185627,0.23316717483478133
M7_compact_weather_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,30.24814814814815,30.2,30.25,0.6181818181818182,0.8333333333333334,0.7098121085594988,0.5501618122977346,0.38181818181818183,0.16666666666666666,170.0,105.0,34.0,1365.0,1674.0,0.17622933168535704,0.1185689327751705,0.2546019993618008
M7_compact_weather_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,fixed_score_31,fixed,evaluated_on_heldout,27,0,31.0,31.0,31.0,0.7222222222222222,0.5735294117647058,0.639344262295082,0.46987951807228917,0.2777777777777778,0.4264705882352941,117.0,45.0,87.0,1425.0,1674.0,0.1440613213398068,0.1271797716893264,0.2970414307587318
M7_compact_weather_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,29.0,29.0,29.0,0.45308924485125857,0.9705882352941176,0.6177847113884556,0.4469525959367946,0.5469107551487414,0.029411764705882353,198.0,239.0,6.0,1231.0,1674.0,0.17807162354168388,0.04117216858035075,0.2002205931632628
M7_compact_weather_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,precision_70,train_selected,evaluated_on_heldout,27,0,30.870370370370367,30.75,30.95,0.6994219653179191,0.5931372549019608,0.6419098143236074,0.47265625,0.30057803468208094,0.4068627450980392,121.0,52.0,83.0,1418.0,1674.0,0.14100412398719656,0.16082206690582573,0.2892028814096434
M7_compact_weather_ridge,ge31,31.0,score,raw_model_score,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,29.25,29.25,29.25,0.4921052631578947,0.9166666666666666,0.6404109589041096,0.47103274559193953,0.5078947368421053,0.08333333333333333,187.0,193.0,17.0,1277.0,1674.0,0.17273588579263588,0.07991962430201832,0.21192548077515205
M4_inertia_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.013703703703703704,0.01,0.04,0.019672131147540985,0.4,0.037500000000000006,0.01910828025477707,0.980327868852459,0.6,6.0,299.0,9.0,1360.0,1674.0,0.08736915058604905,0.3610893068595976,0.10555706578714201
M4_inertia_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.01,0.01,0.01,0.04477611940298507,1.0,0.08571428571428572,0.04477611940298507,0.9552238805970149,0.0,15.0,320.0,0.0,1339.0,1674.0,0.2155073457991531,0.0,0.1266092291774292
M4_inertia_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M4_inertia_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.03777777777777778,0.01,0.04,0.04477611940298507,1.0,0.08571428571428572,0.04477611940298507,0.9552238805970149,0.0,15.0,320.0,0.0,1339.0,1674.0,0.2155073457991531,0.0,0.1266092291774292
M4_inertia_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,26,0,0.04,0.04,0.04,0.031818181818181815,0.875,0.06140350877192982,0.03167420814479638,0.9681818181818181,0.125,7.0,213.0,1.0,1391.0,1612.0,0.08659482318068272,0.2,0.07037509211698485
M4_inertia_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,calibrator_fit,none,skipped_unachievable,0,1,,,,,,,,,,,,,,,,,
M4_inertia_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,26,0,0.01,0.01,0.01,0.02877697841726619,1.0,0.055944055944055944,0.02877697841726619,0.9712230215827338,0.0,8.0,270.0,0.0,1334.0,1612.0,0.0706628275900803,0.0,0.06491077698390094
M4_inertia_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,26,,,,,,,,,,,,,,,,,
M4_inertia_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,26,0,0.030000000000000002,0.03,0.03,0.02877697841726619,1.0,0.055944055944055944,0.02877697841726619,0.9712230215827338,0.0,8.0,270.0,0.0,1334.0,1612.0,0.0706628275900803,0.0,0.06491077698390094
M4_inertia_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.08629629629629629,0.05,0.11,0.13333333333333333,0.26666666666666666,0.17777777777777776,0.0975609756097561,0.8666666666666667,0.7333333333333333,4.0,26.0,11.0,1633.0,1674.0,0.1833239803076234,0.45736601695948914,0.18121673811444544
M4_inertia_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.01,0.01,0.01,0.03870967741935484,0.8,0.07384615384615385,0.038338658146964855,0.9612903225806452,0.2,12.0,298.0,3.0,1361.0,1674.0,0.19939608748747364,0.22461859838230008,0.11770878223407207
M4_inertia_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M4_inertia_ridge,ge33,33.0,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,25,2,0.01,0.01,0.01,0.034482758620689655,0.9090909090909091,0.0664451827242525,0.03436426116838488,0.9655172413793104,0.09090909090909091,10.0,280.0,1.0,1259.0,1550.0,0.2264960738269708,0.06185895741317421,0.12113170059438977
M4_inertia_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.021851851851851855,0.02,0.05,0.024,0.4,0.045283018867924525,0.023166023166023165,0.976,0.6,6.0,244.0,9.0,1415.0,1674.0,0.07348469228349536,0.3726779962499649,0.0673076923076923
M4_inertia_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.01,0.01,0.01,0.03651685393258427,0.8666666666666667,0.07008086253369271,0.036312849162011177,0.9634831460674157,0.13333333333333333,13.0,343.0,2.0,1316.0,1674.0,0.17684628685740109,0.10647942749998998,0.12388094968788255
M4_inertia_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M4_inertia_ridge,ge33,33.0,probability,logistic_score_only,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.01777777777777778,0.01,0.02,0.045454545454545456,0.8666666666666667,0.08637873754152825,0.04513888888888889,0.9545454545454546,0.13333333333333333,13.0,273.0,2.0,1386.0,1674.0,0.17684628685740109,0.10647942749998998,0.12388094968788255
M4_inertia_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.021851851851851855,0.02,0.05,0.022727272727272728,0.4,0.043010752688172046,0.02197802197802198,0.9772727272727273,0.6,6.0,258.0,9.0,1401.0,1674.0,0.08276025785099579,0.3726779962499649,0.061617057589730635
M4_inertia_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.01,0.01,0.01,0.035422343324250684,0.8666666666666667,0.06806282722513089,0.03523035230352303,0.9645776566757494,0.13333333333333333,13.0,354.0,2.0,1305.0,1674.0,0.1800205749557739,0.10647942749998998,0.12342629160855455
M4_inertia_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M4_inertia_ridge,ge33,33.0,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.018518518518518517,0.01,0.02,0.04482758620689655,0.8666666666666667,0.08524590163934426,0.04452054794520548,0.9551724137931035,0.13333333333333333,13.0,277.0,2.0,1382.0,1674.0,0.1675748138379792,0.10647942749998998,0.12410920434371517
M7_compact_weather_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,27,0,0.03851851851851852,0.02,0.04,0.059880239520958084,0.6666666666666666,0.10989010989010989,0.05813953488372093,0.9401197604790419,0.3333333333333333,10.0,157.0,5.0,1502.0,1674.0,0.13246773023341968,0.23928275288383072,0.1465448219824585
M7_compact_weather_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,27,0,0.01,0.01,0.01,0.044642857142857144,1.0,0.08547008547008547,0.044642857142857144,0.9553571428571429,0.0,15.0,321.0,0.0,1338.0,1674.0,0.19669318218700493,0.0,0.11860522695191898
M7_compact_weather_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,precision_70,train_selected,skipped_unachievable,0,27,,,,,,,,,,,,,,,,,
M7_compact_weather_ridge,ge33,33.0,probability,empirical_score_bin,station_grouped_loso,recall_90,train_selected,evaluated_on_heldout,27,0,0.02851851851851852,0.01,0.03,0.044642857142857144,1.0,0.08547008547008547,0.044642857142857144,0.9553571428571429,0.0,15.0,321.0,0.0,1338.0,1674.0,0.19669318218700493,0.0,0.11860522695191898
M7_compact_weather_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,best_F1,train_selected,evaluated_on_heldout,26,0,0.05923076923076923,0.04,0.06,0.035398230088495575,0.5,0.06611570247933883,0.03418803418803419,0.9646017699115044,0.5,4.0,109.0,4.0,1495.0,1612.0,0.020619652471058045,0.31622776601683794,0.08177035240565114
M7_compact_weather_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,calibrator_fit,none,skipped_unachievable,0,1,,,,,,,,,,,,,,,,,
M7_compact_weather_ridge,ge33,33.0,probability,isotonic_score_only,station_grouped_loso,max_Youden,train_selected,evaluated_on_heldout,26,0,0.01,0.01,0.01,0.03018867924528302,1.0,0.05860805860805861,0.03018867924528302,0.969811320754717,0.0,8.0,257.0,0.0,1347.0,1612.0,0.07423685817106697,0.0,0.0667573908650122
