model_name,event_target,official_event_threshold_c,calibrator_id,calibrator_family,diagnostic_only,validation_method,bin_kind,probability_bin,n,event_count,observed_event_rate,mean_predicted_probability,calibration_gap,abs_calibration_gap,p_min,p_max,mean_score,station_count,low_support
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.00013, 0.000181]",167,0,0.0,0.00015666167351620136,0.00015666167351620136,0.00015666167351620136,0.00013044291524117057,0.00018075765297272174,26.238630208355907,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.000181, 0.000483]",167,0,0.0,0.0002810862766900253,0.0002810862766900253,0.0002810862766900253,0.00018156865739144513,0.0004750787039782616,26.71503898144584,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.000483, 0.00304]",168,0,0.0,0.0013774213989077098,0.0013774213989077098,0.0013774213989077098,0.0004849019757859227,0.0030350389347091923,28.01450814493101,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.00304, 0.0124]",167,2,0.011976047904191617,0.006267963465152261,-0.0057080844390393565,0.0057080844390393565,0.003035156270559081,0.012354740002640759,29.382223340693525,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.0124, 0.0367]",167,8,0.04790419161676647,0.022509029928328258,-0.025395161688438212,0.025395161688438212,0.012425876842548329,0.03662585300371009,30.528375802967346,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(0.0367, 0.125]",168,5,0.02976190476190476,0.05904088288476443,0.02927897812285967,0.02927897812285967,0.03667355756963546,0.125065798131496,31.366221945313207,26,False
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(6.44e-05, 8.28e-05]",167,0,0.0,7.299636008810971e-05,7.299636008810971e-05,7.299636008810971e-05,6.451500288939746e-05,8.278980541525315e-05,25.604998683090468,26,False
M4_inertia_ridge,ge33,33.0,logistic_score_only,logistic,False,station_grouped_loso,quantile,"(8.28e-05, 0.000105]",167,0,0.0,9.248537063854182e-05,9.248537063854182e-05,9.248537063854182e-05,8.286024926337317e-05,0.0001050355282496086,25.781395876269453,26,False
M4_inertia_ridge,ge33,33.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(-0.000999, 0.000386]",1004,0,0.0,2.300955136876473e-05,2.300955136876473e-05,2.300955136876473e-05,1e-06,0.00038511694451890234,26.046944697099505,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.000386, 0.00311]",168,0,0.0,0.0012491520962559111,0.0012491520962559111,0.0012491520962559111,0.00038621932584362057,0.0031064517893985713,27.601629313336957,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.00311, 0.0138]",167,2,0.011976047904191617,0.007057638470774349,-0.0049184094334172685,0.0049184094334172685,0.0031143693529808217,0.013826975900438087,29.331834395066362,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.0138, 0.0374]",167,9,0.05389221556886228,0.02371081446261897,-0.030181401106243306,0.030181401106243306,0.013838076802479183,0.037279455458698416,30.529313855858796,27,False
M4_inertia_ridge,ge33,33.0,logistic_score_radiation_hot_diagnostic,logistic,True,station_grouped_loso,quantile,"(0.0374, 0.117]",168,4,0.023809523809523808,0.05777541289415875,0.033965889084634944,0.033965889084634944,0.03740358950419501,0.11651110261186051,31.36542643871839,26,False
M7_compact_weather_ridge,ge31,31.0,empirical_score_bin,empirical_bin,False,station_grouped_loso,quantile,"(-0.000999, 0.00497]",1004,0,0.0,1e-06,1e-06,1e-06,1e-06,1e-06,26.017937319195735,27,False
M7_compact_weather_ridge,ge31,31.0,empirical_score_bin,empirical_bin,False,station_grouped_loso,quantile,"(0.00497, 0.0124]",169,2,0.011834319526627219,0.011907824616854716,7.35050902274971e-05,7.35050902274971e-05,0.006211180124223602,0.012422360248447204,28.009533436093463,27,False
M7_compact_weather_ridge,ge31,31.0,empirical_score_bin,empirical_bin,False,station_grouped_loso,quantile,"(0.0124, 0.323]",171,31,0.18128654970760233,0.15535214848715992,-0.02593440122044241,0.02593440122044241,0.12422360248447205,0.32298136645962733,29.165671247278645,27,False
M7_compact_weather_ridge,ge31,31.0,empirical_score_bin,empirical_bin,False,station_grouped_loso,quantile,"(0.323, 0.36]",163,52,0.31901840490797545,0.34778798155698665,0.028769576649011197,0.028769576649011197,0.32919254658385094,0.36024844720496896,30.336918546015653,26,False
