source_path,row_id,model_name,official_wbgt_c,model_score,station_id,hour_sgt,timestamp,date,cv_scheme,fold,residual_c,abs_error_c,obs_ge31,obs_ge33,pred_ge31_fixed,pred_ge33_fixed,ge31_event_class,observed_wbgt_bin,predicted_score_bin,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,shortwave_3h_mean,cloud_cover,precipitation,direct_radiation,diffuse_radiation,has_weather_match,shortwave_bin,shortwave_3h_mean_bin,humidity_bin,wind_bin,temperature_bin,cloud_cover_bin,direct_radiation_bin,diffuse_radiation_bin,combined_radiation_hot_regime,radiation_hot_flag,shortwave_very_high_flag,shortwave_3h_very_high_flag,hour_sin,hour_cos
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,33,M4_inertia_ridge,26.6,26.004261319451803,S124,0,2026-05-10 00:00:00+08:00,2026-05-10,loso,S124,0.5957386805481981,0.5957386805481981,False,False,False,False,true_negative,<28,<28,27.2,89.0,1.3,0.0,0.0,100.0,0.0,0.0,0.0,True,low,low,mid,low,mid,mid,low,low,other,False,False,False,0.0,1.0
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,34,M4_inertia_ridge,26.7,25.979430551766164,S124,1,2026-05-10 01:00:00+08:00,2026-05-10,loso,S124,0.7205694482338352,0.7205694482338352,False,False,False,False,true_negative,<28,<28,26.9,91.0,2.9,0.0,0.0,99.0,0.0,0.0,0.0,True,low,low,high,mid,mid,mid,low,low,other,False,False,False,0.25881904510252074,0.9659258262890683
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,35,M4_inertia_ridge,26.1,25.78200769672651,S124,2,2026-05-10 02:00:00+08:00,2026-05-10,loso,S124,0.3179923032734919,0.3179923032734919,False,False,False,False,true_negative,<28,<28,26.6,89.0,3.0,0.0,0.0,89.0,0.0,0.0,0.0,True,low,low,mid,mid,mid,low,low,low,other,False,False,False,0.49999999999999994,0.8660254037844387
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,36,M4_inertia_ridge,25.9,25.774027046244687,S124,3,2026-05-10 03:00:00+08:00,2026-05-10,loso,S124,0.125972953755312,0.125972953755312,False,False,False,False,true_negative,<28,<28,26.9,87.0,5.9,0.0,0.0,100.0,0.0,0.0,0.0,True,low,low,mid,high,mid,mid,low,low,other,False,False,False,0.7071067811865476,0.7071067811865476
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,37,M4_inertia_ridge,26.2,25.71422151438248,S124,4,2026-05-10 04:00:00+08:00,2026-05-10,loso,S124,0.4857784856175229,0.4857784856175229,False,False,False,False,true_negative,<28,<28,26.5,86.0,6.2,0.0,0.0,98.0,0.5,0.0,0.0,True,low,low,mid,very_high,mid,mid,low,low,other,False,False,False,0.8660254037844386,0.5000000000000001
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,38,M4_inertia_ridge,26.1,25.717896538041,S124,5,2026-05-10 05:00:00+08:00,2026-05-10,loso,S124,0.3821034619590016,0.3821034619590016,False,False,False,False,true_negative,<28,<28,25.9,90.0,3.4,0.0,0.0,96.0,0.0,0.0,0.0,True,low,low,mid,mid,mid,low,low,low,other,False,False,False,0.9659258262890683,0.25881904510252074
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,39,M4_inertia_ridge,26.3,25.82955019394064,S124,6,2026-05-10 06:00:00+08:00,2026-05-10,loso,S124,0.47044980605936,0.47044980605936,False,False,False,False,true_negative,<28,<28,26.4,87.0,0.7,0.0,0.0,98.0,0.0,0.0,0.0,True,low,low,mid,low,mid,mid,low,low,other,False,False,False,1.0,6.123233995736766e-17
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,40,M4_inertia_ridge,26.6,26.0170635721899,S124,7,2026-05-10 07:00:00+08:00,2026-05-10,loso,S124,0.5829364278101004,0.5829364278101004,False,False,False,False,true_negative,<28,<28,26.4,86.0,0.6,0.0,0.0,100.0,0.0,0.0,0.0,True,low,low,mid,low,mid,mid,low,low,other,False,False,False,0.9659258262890683,-0.25881904510252063
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,41,M4_inertia_ridge,26.8,27.31861492263164,S124,8,2026-05-10 08:00:00+08:00,2026-05-10,loso,S124,-0.5186149226316381,0.5186149226316381,False,False,False,False,true_negative,<28,<28,26.7,91.0,1.5,71.0,14.791666666666668,98.0,0.0,35.0,36.0,True,high,mid,high,low,mid,mid,high,high,highradiation_not_hot,False,False,False,0.8660254037844387,-0.4999999999999998
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,42,M4_inertia_ridge,30.1,28.65257046348608,S124,9,2026-05-10 09:00:00+08:00,2026-05-10,loso,S124,1.4474295365139227,1.4474295365139227,False,False,False,False,true_negative,30-31,28-29,28.0,83.0,10.1,249.0,75.54166666666667,80.0,0.4,150.0,99.0,True,high,high,mid,very_high,high,low,high,high,radiation_hot,True,False,False,0.7071067811865476,-0.7071067811865475
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,43,M4_inertia_ridge,30.6,30.043330122352444,S124,10,2026-05-10 10:00:00+08:00,2026-05-10,loso,S124,0.5566698776475576,0.5566698776475576,False,False,False,False,true_negative,30-31,30-30.5,28.8,80.0,4.5,465.0,203.54166666666663,60.0,0.1,328.0,137.0,True,very_high,high,low,high,high,low,very_high,high,radiation_hot,True,True,False,0.49999999999999994,-0.8660254037844387
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,44,M4_inertia_ridge,29.9,31.137496346571176,S124,11,2026-05-10 11:00:00+08:00,2026-05-10,loso,S124,-1.2374963465711772,1.2374963465711772,False,False,True,False,false_alarm,29-30,31-32,29.8,76.0,2.3,630.0,378.125,76.0,0.0,452.0,178.0,True,very_high,very_high,low,low,very_high,low,very_high,very_high,radiation_hot,True,True,True,0.258819045102521,-0.9659258262890682
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,45,M4_inertia_ridge,29.2,31.37176416692732,S124,12,2026-05-10 12:00:00+08:00,2026-05-10,loso,S124,-2.1717641669273213,2.1717641669273213,False,False,True,False,false_alarm,29-30,31-32,30.8,69.0,4.7,800.0,562.7916666666667,64.0,0.0,658.0,142.0,True,very_high,very_high,low,high,very_high,low,very_high,very_high,radiation_hot,True,True,True,1.2246467991473532e-16,-1.0
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,46,M4_inertia_ridge,29.4,31.71099569518811,S124,13,2026-05-10 13:00:00+08:00,2026-05-10,loso,S124,-2.310995695188112,2.310995695188112,False,False,True,False,false_alarm,29-30,31-32,31.3,66.0,7.7,904.0,723.125,34.0,0.0,771.0,133.0,True,very_high,very_high,low,very_high,very_high,low,very_high,high,radiation_hot,True,True,True,-0.2588190451025208,-0.9659258262890683
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,47,M4_inertia_ridge,29.2,31.048147344482047,S124,14,2026-05-10 14:00:00+08:00,2026-05-10,loso,S124,-1.8481473444820475,1.8481473444820475,False,False,True,False,false_alarm,29-30,31-32,31.4,62.0,9.5,872.0,828.4166666666666,41.0,0.0,683.0,189.0,True,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,True,True,True,-0.4999999999999997,-0.8660254037844388
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,48,M4_inertia_ridge,28.8,30.49958467327209,S124,15,2026-05-10 15:00:00+08:00,2026-05-10,loso,S124,-1.6995846732720885,1.6995846732720885,False,False,False,False,true_negative,28-29,30-30.5,31.2,63.0,8.8,792.0,857.0,16.0,0.0,622.0,170.0,True,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,True,True,True,-0.7071067811865471,-0.7071067811865479
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,49,M4_inertia_ridge,29.1,29.491208390427804,S124,16,2026-05-10 16:00:00+08:00,2026-05-10,loso,S124,-0.3912083904278027,0.3912083904278027,False,False,False,False,true_negative,29-30,29-30,30.5,68.0,8.7,663.0,805.7916666666666,61.0,0.0,520.0,143.0,True,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,True,True,True,-0.8660254037844385,-0.5000000000000004
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,50,M4_inertia_ridge,27.6,28.43941131494524,S124,17,2026-05-10 17:00:00+08:00,2026-05-10,loso,S124,-0.839411314945238,0.839411314945238,False,False,False,False,true_negative,<28,28-29,30.5,69.0,6.1,502.0,698.5833333333334,78.0,0.0,386.0,116.0,True,very_high,very_high,low,very_high,very_high,low,very_high,high,radiation_hot,True,True,True,-0.9659258262890683,-0.25881904510252063
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,51,M4_inertia_ridge,26.9,27.330576188463866,S124,18,2026-05-10 18:00:00+08:00,2026-05-10,loso,S124,-0.430576188463867,0.430576188463867,False,False,False,False,true_negative,<28,<28,30.600000000000005,69.0,2.4,277.0,566.5,90.0,0.1,189.0,88.0,True,high,very_high,low,low,very_high,low,very_high,high,radiation_hot,True,False,True,-1.0,-1.8369701987210297e-16
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,52,M4_inertia_ridge,26.6,26.76496964297656,S124,19,2026-05-10 19:00:00+08:00,2026-05-10,loso,S124,-0.1649696429765548,0.1649696429765548,False,False,False,False,true_negative,<28,<28,28.2,79.0,11.8,65.0,438.08333333333337,98.0,0.1,27.0,38.0,True,high,very_high,low,very_high,high,mid,high,high,radiation_hot,True,False,True,-0.9659258262890684,0.2588190451025203
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,53,M4_inertia_ridge,26.9,26.22334144997313,S124,20,2026-05-10 20:00:00+08:00,2026-05-10,loso,S124,0.6766585500268683,0.6766585500268683,False,False,False,False,true_negative,<28,<28,28.0,85.0,6.400000000000001,0.0,302.6666666666667,96.0,0.0,0.0,0.0,True,low,high,mid,very_high,high,low,low,low,radiation_hot,True,False,False,-0.8660254037844386,0.5000000000000001
outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,54,M4_inertia_ridge,26.9,26.15549511583975,S124,21,2026-05-10 21:00:00+08:00,2026-05-10,loso,S124,0.74450488416025,0.74450488416025,False,False,False,False,true_negative,<28,<28,27.5,88.0,5.3,0.0,142.83333333333331,95.0,0.0,0.0,0.0,True,low,high,mid,high,high,low,low,low,radiation_hot,True,False,False,-0.7071067811865477,0.7071067811865474
