regime_variable,regime_bin,model_name,event_target,output_kind,output_id,validation_method,operating_point,threshold_mean,n,event_count,observed_event_rate,mean_output_value,probability_bias,TP,FP,FN,TN,precision,recall,F1,CSI,false_alarm_ratio,miss_rate
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,empirical_score_bin,station_grouped_loso,recall_90,0.42877419354838714,155,2,0.012903225806451613,0.014667044680424764,0.0017638188739731511,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,empirical_score_bin,station_grouped_loso,recall_90,0.43600000000000005,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,empirical_score_bin,station_grouped_loso,recall_90,0.4287393767705383,706,0,0.0,1e-06,1e-06,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,empirical_score_bin,station_grouped_loso,recall_90,0.4293094289508632,753,202,0.2682602921646746,0.2673813491218267,-0.0008789430428479128,185,150,17,401,0.5522388059701493,0.9158415841584159,0.6890130353817506,0.5255681818181818,0.44776119402985076,0.08415841584158416
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,best_F1,0.31038709677419357,155,2,0.012903225806451613,0.008112116701019925,-0.004791109105431688,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,best_F1,0.3081666666666666,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,best_F1,0.3086118980169972,706,0,0.0,1e-06,1e-06,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,best_F1,0.30807436918990705,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,156,74,46,477,0.6782608695652174,0.7722772277227723,0.7222222222222222,0.5652173913043478,0.3217391304347826,0.22772277227722773
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,max_Youden,0.06419354838709677,155,2,0.012903225806451613,0.008112116701019925,-0.004791109105431688,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,max_Youden,0.0685,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,max_Youden,0.06373937677053826,706,0,0.0,1e-06,1e-06,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,max_Youden,0.06401062416998675,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,195,162,7,389,0.5462184873949579,0.9653465346534653,0.6976744186046511,0.5357142857142857,0.453781512605042,0.034653465346534656
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,precision_70,0.6289677419354839,155,2,0.012903225806451613,0.008112116701019925,-0.004791109105431688,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,precision_70,0.4553333333333334,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,precision_70,0.6271104815864023,706,0,0.0,1e-06,1e-06,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,precision_70,0.6106108897742364,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,77,41,125,510,0.652542372881356,0.3811881188118812,0.48125000000000007,0.3168724279835391,0.3474576271186441,0.6188118811881188
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,recall_90,0.2961935483870968,155,2,0.012903225806451613,0.008112116701019925,-0.004791109105431688,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,recall_90,0.2981666666666667,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,recall_90,0.2957790368271955,706,0,0.0,1e-06,1e-06,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,recall_90,0.29583001328021247,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,193,161,9,390,0.5451977401129944,0.9554455445544554,0.6942446043165469,0.5316804407713499,0.4548022598870056,0.04455445544554455
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,selected_candidate_policy,0.31038709677419357,155,2,0.012903225806451613,0.008112116701019925,-0.004791109105431688,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,selected_candidate_policy,0.3081666666666666,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,selected_candidate_policy,0.3086118980169972,706,0,0.0,1e-06,1e-06,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,isotonic_score_only,station_grouped_loso,selected_candidate_policy,0.30807436918990705,753,202,0.2682602921646746,0.26926944594961755,0.0010091537849429288,156,74,46,477,0.6782608695652174,0.7722772277227723,0.7222222222222222,0.5652173913043478,0.3217391304347826,0.22772277227722773
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,best_F1,0.42096774193548386,155,2,0.012903225806451613,0.010650647656250817,-0.002252578150200796,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,best_F1,0.4308333333333334,60,0,0.0,0.00014612164288095342,0.00014612164288095342,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,best_F1,0.4202974504249292,706,0,0.0,9.70315305042678e-05,9.70315305042678e-05,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,best_F1,0.421128818061089,753,202,0.2682602921646746,0.2684937851376563,0.00023349297298169702,160,81,42,470,0.6639004149377593,0.7920792079207921,0.7223476297968396,0.5653710247349824,0.3360995850622407,0.2079207920792079
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,0.1933548387096774,155,2,0.012903225806451613,0.010650647656250817,-0.002252578150200796,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,0.19683333333333328,60,0,0.0,0.00014612164288095342,0.00014612164288095342,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,0.19266288951841357,706,0,0.0,9.70315305042678e-05,9.70315305042678e-05,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,max_Youden,0.1928552456839309,753,202,0.2682602921646746,0.2684937851376563,0.00023349297298169702,195,163,7,388,0.5446927374301676,0.9653465346534653,0.6964285714285714,0.5342465753424658,0.4553072625698324,0.034653465346534656
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,0.6501935483870968,155,2,0.012903225806451613,0.010650647656250817,-0.002252578150200796,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,0.5839999999999999,60,0,0.0,0.00014612164288095342,0.00014612164288095342,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,0.649886685552408,706,0,0.0,9.70315305042678e-05,9.70315305042678e-05,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,precision_70,0.6437981407702523,753,202,0.2682602921646746,0.2684937851376563,0.00023349297298169702,80,45,122,506,0.64,0.39603960396039606,0.4892966360856269,0.32388663967611336,0.36,0.6039603960396039
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,0.21012903225806456,155,2,0.012903225806451613,0.010650647656250817,-0.002252578150200796,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,0.2221666666666667,60,0,0.0,0.00014612164288095342,0.00014612164288095342,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,0.2090368271954674,706,0,0.0,9.70315305042678e-05,9.70315305042678e-05,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_hour_diagnostic,station_grouped_loso,recall_90,0.20990703851261622,753,202,0.2682602921646746,0.2684937851376563,0.00023349297298169702,188,159,14,392,0.5417867435158501,0.9306930693069307,0.6848816029143897,0.5207756232686981,0.45821325648414984,0.06930693069306931
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,best_F1,0.4509032258064517,155,2,0.012903225806451613,0.011438217371811783,-0.0014650084346398296,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,best_F1,0.4615,60,0,0.0,0.0008901673977623434,0.0008901673977623434,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,best_F1,0.4502974504249292,706,0,0.0,0.0003221342949719478,0.0003221342949719478,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,best_F1,0.4510889774236388,753,202,0.2682602921646746,0.26816110103293705,-9.919113173756378e-05,156,74,46,477,0.6782608695652174,0.7722772277227723,0.7222222222222222,0.5652173913043478,0.3217391304347826,0.22772277227722773
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,max_Youden,0.18477419354838706,155,2,0.012903225806451613,0.011438217371811783,-0.0014650084346398296,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,max_Youden,0.18799999999999997,60,0,0.0,0.0008901673977623434,0.0008901673977623434,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,max_Youden,0.1845609065155807,706,0,0.0,0.0003221342949719478,0.0003221342949719478,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,max_Youden,0.1848074369189907,753,202,0.2682602921646746,0.26816110103293705,-9.919113173756378e-05,195,161,7,390,0.547752808988764,0.9653465346534653,0.6989247311827957,0.5371900826446281,0.45224719101123595,0.034653465346534656
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,precision_70,0.642,155,2,0.012903225806451613,0.011438217371811783,-0.0014650084346398296,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,precision_70,0.5468333333333333,60,0,0.0,0.0008901673977623434,0.0008901673977623434,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,precision_70,0.6414164305949009,706,0,0.0,0.0003221342949719478,0.0003221342949719478,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,precision_70,0.6325099601593627,753,202,0.2682602921646746,0.26816110103293705,-9.919113173756378e-05,80,46,122,505,0.6349206349206349,0.39603960396039606,0.4878048780487806,0.3225806451612903,0.36507936507936506,0.6039603960396039
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,recall_90,0.21832258064516127,155,2,0.012903225806451613,0.011438217371811783,-0.0014650084346398296,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,recall_90,0.22500000000000006,60,0,0.0,0.0008901673977623434,0.0008901673977623434,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,recall_90,0.2180028328611898,706,0,0.0,0.0003221342949719478,0.0003221342949719478,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_only,station_grouped_loso,recall_90,0.21852589641434264,753,202,0.2682602921646746,0.26816110103293705,-9.919113173756378e-05,186,153,16,398,0.5486725663716814,0.9207920792079208,0.687615526802218,0.523943661971831,0.45132743362831856,0.07920792079207921
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,0.45038709677419364,155,2,0.012903225806451613,0.010679898611549162,-0.0022233271949024507,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,0.4615,60,0,0.0,0.0008969900725675524,0.0008969900725675524,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,0.44988668555240796,706,0,0.0,0.000315939377222855,0.000315939377222855,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,best_F1,0.4507569721115538,753,202,0.2682602921646746,0.2681981423989364,-6.214976573820641e-05,156,74,46,477,0.6782608695652174,0.7722772277227723,0.7222222222222222,0.5652173913043478,0.3217391304347826,0.22772277227722773
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,0.18470967741935482,155,2,0.012903225806451613,0.010679898611549162,-0.0022233271949024507,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,0.1876666666666666,60,0,0.0,0.0008969900725675524,0.0008969900725675524,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,0.1842067988668555,706,0,0.0,0.000315939377222855,0.000315939377222855,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,max_Youden,0.1843559096945551,753,202,0.2682602921646746,0.2681981423989364,-6.214976573820641e-05,195,161,7,390,0.547752808988764,0.9653465346534653,0.6989247311827957,0.5371900826446281,0.45224719101123595,0.034653465346534656
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,0.641483870967742,155,2,0.012903225806451613,0.010679898611549162,-0.0022233271949024507,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,0.547,60,0,0.0,0.0008969900725675524,0.0008969900725675524,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,0.6409915014164307,706,0,0.0,0.000315939377222855,0.000315939377222855,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,precision_70,0.6321779548472777,753,202,0.2682602921646746,0.2681981423989364,-6.214976573820641e-05,80,46,122,505,0.6349206349206349,0.39603960396039606,0.4878048780487806,0.3225806451612903,0.36507936507936506,0.6039603960396039
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,0.21903225806451615,155,2,0.012903225806451613,0.010679898611549162,-0.0022233271949024507,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,0.2251666666666667,60,0,0.0,0.0008969900725675524,0.0008969900725675524,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,0.2187960339943343,706,0,0.0,0.000315939377222855,0.000315939377222855,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,probability,logistic_score_radiation_hot_diagnostic,station_grouped_loso,recall_90,0.21926958831341303,753,202,0.2682602921646746,0.2681981423989364,-6.214976573820641e-05,186,152,16,399,0.5502958579881657,0.9207920792079208,0.6888888888888889,0.5254237288135594,0.44970414201183434,0.07920792079207921
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,best_F1,30.69999999999999,155,2,0.012903225806451613,27.03308712611448,,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,best_F1,30.7,60,0,0.0,26.436513059791874,,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,best_F1,30.699999999999996,706,0,0.0,25.760657350582758,,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,best_F1,30.699999999999992,753,202,0.2682602921646746,29.337405341953545,,157,73,45,478,0.6826086956521739,0.7772277227722773,0.7268518518518517,0.5709090909090909,0.3173913043478261,0.22277227722772278
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,fixed_score_31,31.0,155,2,0.012903225806451613,27.03308712611448,,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,fixed_score_31,31.0,60,0,0.0,26.436513059791874,,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,fixed_score_31,31.0,706,0,0.0,25.760657350582758,,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,fixed_score_31,31.0,753,202,0.2682602921646746,29.337405341953545,,120,56,82,495,0.6818181818181818,0.594059405940594,0.6349206349206349,0.46511627906976744,0.3181818181818182,0.40594059405940597
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,max_Youden,29.9,155,2,0.012903225806451613,27.03308712611448,,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,max_Youden,29.90000000000001,60,0,0.0,26.436513059791874,,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,max_Youden,29.9,706,0,0.0,25.760657350582758,,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,max_Youden,29.899999999999995,753,202,0.2682602921646746,29.337405341953545,,195,161,7,390,0.547752808988764,0.9653465346534653,0.6989247311827957,0.5371900826446281,0.45224719101123595,0.034653465346534656
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,precision_70,31.207741935483863,155,2,0.012903225806451613,27.03308712611448,,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,precision_70,30.924166666666668,60,0,0.0,26.436513059791874,,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,precision_70,31.205169971671385,706,0,0.0,25.760657350582758,,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,precision_70,31.17848605577689,753,202,0.2682602921646746,29.337405341953545,,77,40,125,511,0.6581196581196581,0.3811881188118812,0.4827586206896552,0.3181818181818182,0.3418803418803419,0.6188118811881188
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,recall_90,30.0058064516129,155,2,0.012903225806451613,27.03308712611448,,0,0,2,153,,0.0,,0.0,,1.0
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,recall_90,30.005000000000003,60,0,0.0,26.436513059791874,,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,recall_90,30.005665722379604,706,0,0.0,25.760657350582758,,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge31,score,raw_model_score,station_grouped_loso,recall_90,30.00544488711819,753,202,0.2682602921646746,29.337405341953545,,187,158,15,393,0.5420289855072464,0.9257425742574258,0.6837294332723949,0.5194444444444445,0.4579710144927536,0.07425742574257425
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge33,probability,empirical_score_bin,station_grouped_loso,best_F1,0.01361290322580645,155,0,0.0,1e-06,1e-06,0,0,0,155,,,,,,
combined_radiation_hot_regime,hot_not_highradiation,M4_inertia_ridge,ge33,probability,empirical_score_bin,station_grouped_loso,best_F1,0.010666666666666668,60,0,0.0,9.999999999999997e-07,9.999999999999997e-07,0,0,0,60,,,,,,
combined_radiation_hot_regime,other,M4_inertia_ridge,ge33,probability,empirical_score_bin,station_grouped_loso,best_F1,0.013909348441926346,706,0,0.0,1e-06,1e-06,0,0,0,706,,,,,,
combined_radiation_hot_regime,radiation_hot,M4_inertia_ridge,ge33,probability,empirical_score_bin,station_grouped_loso,best_F1,0.013771580345285526,753,15,0.0199203187250996,0.019879783693536567,-4.05350315630347e-05,6,299,9,439,0.019672131147540985,0.4,0.037500000000000006,0.01910828025477707,0.980327868852459,0.6
combined_radiation_hot_regime,highradiation_not_hot,M4_inertia_ridge,ge33,probability,empirical_score_bin,station_grouped_loso,max_Youden,0.009999999999999998,155,0,0.0,1e-06,1e-06,0,0,0,155,,,,,,
