source_path,dataset_label,tp,fp,fn,tn,precision,recall,f1,model,split_type,period,threshold,n,bias_pred_minus_obs,mae,rmse,p90_abs_error,station_id,station_name,bias,r2,cv_scheme,n_folds,n_features,wbgt_ge_31_precision,wbgt_ge_31_recall,wbgt_ge_31_f1,wbgt_ge_31_tp,wbgt_ge_31_fp,wbgt_ge_31_fn,wbgt_ge_33_precision,wbgt_ge_33_recall,wbgt_ge_33_f1,wbgt_ge_33_tp,wbgt_ge_33_fp,wbgt_ge_33_fn,dataset,operating_point,available,threshold_c,event_threshold_c,n_pos,n_pred_pos,score_threshold_c,recall_target,mae_delta_m2_minus_m1,mae_delta_m2_minus_m1b,mae_delta_m2_minus_m3,mae_delta_m2_minus_m4
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,-0.3434881062159186,0.8730637012004272,1.0841963300384392,1.7533003948623511,S143,Punggol North,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,-0.1458457082996306,0.8111437440071585,1.0710917130844548,1.459915152744101,S144,Upper Pickering Street,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,-0.1764710792617344,0.8207137654022589,1.0560721581973662,1.8054742281966776,S145,MacRitchie Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,0.4343311490353788,0.7436043862578862,0.9486072255468712,1.707221097860378,S146,Jalan Bahar,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,-0.0267478884412672,1.1044661820610358,1.336098838077021,2.3705078580536227,S147,Marina Barrage,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,0.8987000337381172,1.132033278640877,1.2773373525951357,1.7814012349664978,S148,Pasir Ris Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,0.7589206279346775,1.155994942198881,1.331194168683027,1.9720979605074012,S149,Tampines Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,0.4436829288226092,0.8443709988692591,1.027919850130319,1.634545269405846,S150,Evans Road,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,0.0238487594716627,0.990415766487188,1.2809258927833862,2.123073065625854,S151,Outward Bound Singapore(Pulau ubin),,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,-0.2376293360492491,0.7895970402339547,1.0532839764148385,1.9008209873034136,S153,Bukit Batok Street 22,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,-0.0497278390699178,0.632560051253507,0.9774768998546316,1.9756385100295688,S180,Taman Jurong Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,-0.1893843898631432,0.8214680382288027,1.049705919066526,1.4738949808127126,S184,Sengkang East Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M2_linear_proxy,LOSO,,,95.0,0.1470649409188197,1.152921496401042,1.4334763509056667,2.133797957086391,S187,Bukit Timah(West),,,,,,,,,,,,,,,,,,,,,,,,,,,-0.06671693413503044,0.3504143241290244,,0.41140476662886494
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.5224102974369536,0.6032847695695431,0.8279678841035675,1.3403970071850848,S124,Upper Changi Road North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.1422309265714533,0.7125762790289937,1.0083594056645933,1.729007177233133,S125,Woodlands Street 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.0648477781593518,0.5991958459489999,0.7629117919949928,1.3926993538715706,S126,Old Chua Chu Kang Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.6373767493273352,0.645503802971223,0.7981707735856606,1.3610987323371244,S127,Stadium Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.2342282079675082,0.5412515726696896,0.8291899144270313,1.3986370293486412,S128,Bishan Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.2986423341419935,0.4660144458778922,0.6309613072647292,0.8001988377396441,S129,Bedok North Street 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.4027927765328242,0.5037777210427464,0.6515045405208706,0.9406108072996732,S130,West Coast Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.1351674581561199,0.4512250939508715,0.5681422083615674,0.8643730569942715,S132,Jurong West Street 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.3416029668740165,0.7622848850914737,0.8697308771311295,1.3988678531989935,S135,Mandai Wildlife Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.6188560341049432,0.7020005029761195,0.922273276952122,1.2751648389673138,S137,Sakra Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.3352214250193039,0.6086713938643038,0.7807432038938531,1.3418987571298389,S139,Tuas Terminal Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.4993627481564377,0.7329231628435294,0.9462879632304272,1.6633752341599788,S140,Choa Chu Kang Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.0152808395464558,0.5003400749433559,0.7514731334994024,1.416646448243474,S141,Yio Chu Kang Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,94.0,-0.8787372448834465,0.9447125871414233,1.2750354011466145,2.3059628071268974,S142,Sentosa Palawan Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.0195611189717261,0.4835151797383262,0.6252277607713533,1.0010910636905157,S143,Punggol North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.3868504335378618,0.5217474389438411,0.6367147964950651,0.941218020021885,S144,Upper Pickering Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.2594977037161218,0.4895711196738577,0.7296784738742992,1.2338762631838047,S145,MacRitchie Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.4756502035115932,0.7310344759465227,0.8558926176988674,1.3394321913386154,S146,Jalan Bahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.2710609598536512,0.4350196127550059,0.622925948947098,1.06456830386888,S147,Marina Barrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.4997279995365229,0.5776419393086669,0.8547191484413312,1.4330924193261718,S148,Pasir Ris Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.3670964205891545,0.4851301195431169,0.6790333504390584,1.0854938359499369,S149,Tampines Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.32352301294086,0.5084511481763142,0.621266900480081,1.0305666078723006,S150,Evans Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.0059489837602168,0.4149664370797787,0.602155757149311,0.9600949115272038,S151,Outward Bound Singapore(Pulau ubin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.0101109360540886,0.496343023208462,0.650897122481958,1.2021684983293135,S153,Bukit Batok Street 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.1688364323669638,0.4648801853417088,0.5934750224553466,1.2001104490817505,S180,Taman Jurong Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,-0.0542282079675081,0.5112267335717807,0.601241315541187,0.8551740008378593,S184,Sengkang East Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,apparent,,,95.0,0.0382598550461232,0.52638380204138,0.6539454307975003,0.900849637057834,S187,Bukit Timah(West),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.5460614145542165,0.6265431983074742,0.8583683179225,1.3892023878806714,S124,Upper Changi Road North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.1461657798476046,0.7452585762487824,1.0389142861267957,1.7770812812271388,S125,Woodlands Street 13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.0644960270759969,0.6191743347028571,0.7809758390047266,1.4020131432692868,S126,Old Chua Chu Kang Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.668167088432986,0.6748331320702359,0.8277769327456894,1.4035103753350038,S127,Stadium Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.2457809685577331,0.5553134806608757,0.8487413626529484,1.443234083711461,S128,Bishan Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.3178069838552388,0.4826911839175744,0.6473244922836185,0.809760271393296,S129,Bedok North Street 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.4205411127812646,0.5182170826276048,0.6677725348785315,0.957279006921055,S130,West Coast Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.1464366778037366,0.4754174856307446,0.5923343168348503,0.9059085134584914,S132,Jurong West Street 93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.3764714101672999,0.8084431138087134,0.9112374433536404,1.4215975134839631,S135,Mandai Wildlife Reserve,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.6488948045627235,0.7283129287928698,0.9520234827926108,1.3225778636983136,S137,Sakra Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.5379470338652289,0.7321698781498344,0.9162908493719945,1.6192507951574002,S139,Tuas Terminal Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.5215390174753642,0.7593751220394175,0.9748249171007376,1.722842980273236,S140,Choa Chu Kang Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.0170423072222902,0.5042782729166037,0.7581143501754195,1.419949928243479,S141,Yio Chu Kang Stadium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,94.0,-0.9156608319527916,0.9864121242826722,1.3227565792319729,2.392187878382064,S142,Sentosa Palawan Green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.0164765277993834,0.4966522663928214,0.6348966569483743,0.9950624692591548,S143,Punggol North,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.4060243078998234,0.5383719629413465,0.6524321533990572,0.9692924068032456,S144,Upper Pickering Street,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.2748823249035068,0.5018910167285453,0.7502488387299473,1.2761492189383443,S145,MacRitchie Reservoir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.4965272216300352,0.7549449886691838,0.8815572286897524,1.3793709744758147,S146,Jalan Bahar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.2835961467038922,0.451100536217685,0.6454896147920691,1.0972819973773908,S147,Marina Barrage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.5247981010126308,0.5992368775188941,0.8816083486314381,1.4871018961438371,S148,Pasir Ris Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.3911704859465965,0.5024403682862006,0.6973168321978904,1.1211414170070189,S149,Tampines Walk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.341919543294125,0.524828971958016,0.6407413208938907,1.0671841016361192,S150,Evans Road,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.0096729261295806,0.4307248727734027,0.6216265251077641,1.001207352654128,S151,Outward Bound Singapore(Pulau ubin),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.0140902989190895,0.5039105769252534,0.6592136378279013,1.2031939947867352,S153,Bukit Batok Street 22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.1756855367409099,0.4693717491137472,0.5982019659904348,1.206379522766614,S180,Taman Jurong Greens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,-0.0587861887323438,0.5264413348389914,0.6159654148754454,0.8698827971529515,S184,Sengkang East Avenue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_metrics_by_station.csv,v09_beta_calibration,,,,,,,,M4_inertia_ridge,LOSO,,,95.0,0.0422927749712448,0.540926372484175,0.6722242422071307,0.921376145615994,S187,Bukit Timah(West),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,overall,,2564.0,-1.1403595117184548,1.3247868577327044,1.949098725076459,3.5883584557595563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,daytime_09_18,,971.0,-2.798616696966534,2.802353317414465,3.0809045889792914,4.506140882347513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,peak_12_16,,431.0,-3.4074277145231164,3.4074277145231164,3.596782446732202,4.916920790598667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,apparent,night_00_07_20_23,,1161.0,-0.1239425241679277,0.3739520764028806,0.4642904300778354,0.7327404764402523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,LOSO,overall,,2564.0,-1.1403595117184548,1.3247868577327044,1.949098725076459,3.5883584557595563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,LOSO,daytime_09_18,,971.0,-2.798616696966534,2.802353317414465,3.0809045889792914,4.506140882347513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,LOSO,peak_12_16,,431.0,-3.4074277145231164,3.4074277145231164,3.596782446732202,4.916920790598667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M0_raw_proxy,LOSO,night_00_07_20_23,,1161.0,-0.1239425241679277,0.3739520764028806,0.4642904300778354,0.7327404764402523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,apparent,overall,,2564.0,-4.489388580075516e-16,1.3211070841875991,1.5806853020534877,2.5019771102771404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,apparent,daytime_09_18,,971.0,-1.6582571852480796,1.763560177000415,2.099889178571257,3.3657813706290582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,apparent,peak_12_16,,431.0,-2.2670682028046625,2.2826087735031657,2.542809189771937,3.776561278880212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,apparent,night_00_07_20_23,,1161.0,1.016416987550527,1.0170322992374352,1.110543716719892,1.5294469164849147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,LOSO,overall,,2564.0,1.1961559328979311e-05,1.3217779476335438,1.5837966557666054,2.519017299649325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,LOSO,daytime_09_18,,971.0,-1.6582263266423956,1.7646489397688114,2.1029847989603088,3.3774579715285995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,LOSO,peak_12_16,,431.0,-2.266999236505515,2.2833760534085563,2.5460127743750576,3.778319476210712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1_global_bias,LOSO,night_00_07_20_23,,1161.0,1.0164174305712432,1.0173332544736782,1.114101543956305,1.540248762957546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1b_period_bias,apparent,overall,,2564.0,-8.646229857923216e-16,0.6511525047332728,0.906854300925334,1.5973447544914643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1b_period_bias,apparent,daytime_09_18,,971.0,-7.024933329862988e-16,1.0376153460972954,1.288300302667737,2.136338074116676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1b_period_bias,apparent,peak_12_16,,431.0,-0.6088110175565835,1.040778217747475,1.3026631162810032,2.147513444495658,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1b_period_bias,apparent,night_00_07_20_23,,1161.0,-1.3433602971519553e-15,0.3625556330992859,0.4474414533374662,0.6839423003278746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1b_period_bias,LOSO,overall,,2564.0,2.248319563940569e-05,0.6608427069244995,0.9161447096795216,1.604110686375781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1b_period_bias,LOSO,daytime_09_18,,971.0,5.936860310998091e-05,1.0464748473617471,1.2985742856909814,2.14510069241776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
outputs/v09_beta_calibration/v09_beta_model_metrics.csv,v09_beta_calibration,,,,,,,,M1b_period_bias,LOSO,peak_12_16,,431.0,-0.6086800209404402,1.0506456419782186,1.3149895655968338,2.1535050715939548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
