cell_id,b87f2_tv_any_true_vector_source,b87f2_connected_shade_corridor_explicit_available,b87f2_tree_canopy_true_vector_available,b87f2_feature_geometry_method,b87f2_covered_walkway_count_50m,b87f2_covered_walkway_length_proxy_m_50m,b87f2_covered_walkway_density_proxy_50m,b87f2_overhead_count_50m,b87f2_overhead_area_m2_50m,b87f2_overhead_coverage_fraction_50m,b87f2_pedestrian_path_count_50m,b87f2_pedestrian_path_length_m_50m,b87f2_pedestrian_path_density_50m,b87f2_overhead_x_pedestrian_length_50m,b87f2_water_feature_count_50m,b87f2_water_area_proxy_m2_50m,b87f2_water_fraction_proxy_50m,b87f2_building_vector_count_50m,b87f2_building_vector_area_m2_50m,b87f2_building_vector_density_50m,b87f2_building_vector_mean_height_m_50m,b87f2_covered_walkway_count_100m,b87f2_covered_walkway_length_proxy_m_100m,b87f2_covered_walkway_density_proxy_100m,b87f2_overhead_count_100m,b87f2_overhead_area_m2_100m,b87f2_overhead_coverage_fraction_100m,b87f2_pedestrian_path_count_100m,b87f2_pedestrian_path_length_m_100m,b87f2_pedestrian_path_density_100m,b87f2_overhead_x_pedestrian_length_100m,b87f2_water_feature_count_100m,b87f2_water_area_proxy_m2_100m,b87f2_water_fraction_proxy_100m,b87f2_building_vector_count_100m,b87f2_building_vector_area_m2_100m,b87f2_building_vector_density_100m,b87f2_building_vector_mean_height_m_100m,b87f2_covered_walkway_count_150m,b87f2_covered_walkway_length_proxy_m_150m,b87f2_covered_walkway_density_proxy_150m,b87f2_overhead_count_150m,b87f2_overhead_area_m2_150m,b87f2_overhead_coverage_fraction_150m,b87f2_pedestrian_path_count_150m,b87f2_pedestrian_path_length_m_150m,b87f2_pedestrian_path_density_150m,b87f2_overhead_x_pedestrian_length_150m,b87f2_water_feature_count_150m,b87f2_water_area_proxy_m2_150m,b87f2_water_fraction_proxy_150m,b87f2_building_vector_count_150m,b87f2_building_vector_area_m2_150m,b87f2_building_vector_density_150m,b87f2_building_vector_mean_height_m_150m,b87f2_covered_walkway_count_250m,b87f2_covered_walkway_length_proxy_m_250m,b87f2_covered_walkway_density_proxy_250m,b87f2_overhead_count_250m,b87f2_overhead_area_m2_250m,b87f2_overhead_coverage_fraction_250m,b87f2_pedestrian_path_count_250m,b87f2_pedestrian_path_length_m_250m,b87f2_pedestrian_path_density_250m,b87f2_overhead_x_pedestrian_length_250m,b87f2_water_feature_count_250m,b87f2_water_area_proxy_m2_250m,b87f2_water_fraction_proxy_250m,b87f2_building_vector_count_250m,b87f2_building_vector_area_m2_250m,b87f2_building_vector_density_250m,b87f2_building_vector_mean_height_m_250m,b87f2_nearest_covered_walkway_m,b87f2_nearest_overhead_m,b87f2_nearest_pedestrian_path_m,b87f2_nearest_water_m,b87f2_nearest_building_vector_m,b87f2_overhead_cell_overlap_proxy_fraction,b87f2_water_edge_caveat_flag
TP_0023,1,0,0,centroid_buffer_proxy_no_polygon_overlay,2,290.50928387336324,0.03698879083402592,2,417.7639237527428,0.05319135480857175,2,91.72044740166842,0.011678210069260574,4.878734860943088,0,0.0,0.0,1,1334.1704740524292,0.16987186069816113,29.3,5,675.4669283162087,0.02150078010732471,5,968.2003904105761,0.030818775607469217,7,217.75687653145252,0.006931416658446441,6.711000314806215,0,0.0,0.0,6,5165.116437792778,0.16441076254398454,20.333333333333332,7,942.6369836181839,0.013335585376361593,7,1350.9554733637563,0.019112110354034945,18,512.4194020452283,0.007249251624150341,9.793416159437003,0,0.0,0.0,8,8042.126417577267,0.1137728153179856,22.575,16,1898.1797578645946,0.009667350122916071,16,2703.2696347041515,0.013767639195948414,33,1341.725898390205,0.006833353888102888,18.472398068896084,0,0.0,0.0,20,22030.458468794823,0.11220020364446093,36.1,19.66091568983889,19.66091568983889,31.965026230463586,444.088173136231,45.507064996378084,0.04177639237527428,0
TP_0024,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,2,163.27070766722008,0.0051970680374699785,2,226.90606150060177,0.007222644261066876,0,0.0,0.0,0.0,0,0.0,0.0,1,1334.1704740524292,0.04246796517454028,29.3,6,610.3383119704974,0.008634520827419376,6,861.5074658983285,0.012187837485181461,3,106.65425543361886,0.0015088490625818735,1.2998847323279785,0,0.0,0.0,5,4793.075824201107,0.06780815200318813,33.16,16,1869.101125427154,0.0095192538640114,16,2659.6516860479483,0.01354549480759119,35,1306.615689110015,0.006654539060585026,17.698756032356894,0,0.0,0.0,19,19840.920394718647,0.1010489778019927,35.98421052631579,88.9306153808961,88.9306153808961,121.25081294118094,399.7851400852337,73.26509073043538,0.0,0
TP_0028,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,3,316.5945970333683,0.040310076059237816,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,9,862.854315309938,0.0274655058899499,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,17,1208.6256473095686,0.017098555210396407,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,34,1813.4292476412384,0.009235719318704637,0.0,0,0.0,0.0,4,3817.521252453327,0.019442476085961932,15.0,387.6746126278709,387.6746126278709,25.163207095286193,458.5658454512918,185.72436067992953,0.0,0
TP_0037,1,0,0,centroid_buffer_proxy_no_polygon_overlay,2,266.7320568346322,0.033961380261040064,2,2323.5439294610032,0.2958428014919079,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,2,266.7320568346322,0.008490345065260016,2,2323.5439294610032,0.07396070037297697,9,231.75123816390357,0.007376871024290471,17.140483886906896,2,562.2314453125,0.017896382736637,0,0.0,0.0,,2,266.7320568346322,0.0037734866956711183,2,2323.5439294610032,0.03287142238798976,24,619.9670866866286,0.0087707401244852,20.379199973127633,2,562.2314453125,0.007953947882949777,0,0.0,0.0,,5,607.7812205008355,0.0030954043379562615,6,8089.597917593856,0.04119998387875089,47,1473.2084134822026,0.007502988838728364,60.696162885506915,2,562.2314453125,0.0028634212378619204,2,1163.6533648371696,0.005926437921899273,71.3,28.15068428862572,28.15068428862572,72.83516654898693,72.74744128391117,201.32252089977925,0.23235439294610033,0
TP_0040,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,3,94.85152724039844,0.01207687153609998,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,7,323.6834495478615,0.010303164198515655,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,19,822.4829317561977,0.011635753262018923,0.0,0,0.0,0.0,1,878.3502748012543,0.012426114488955045,15.0,4,451.5306596247198,0.002299626765978184,10,1287.498239661323,0.006557174690054826,52,2294.695994470129,0.011686790733218993,15.046722496309718,2,562.2314453125,0.0028634212378619204,1,878.3502748012543,0.004473401216023816,15.0,195.02769008139225,195.02769008139225,12.49774611899187,210.97193712530196,144.28830945778162,0.0,0
TP_0041,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,1,148.43367970748716,0.01889916307741259,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,7,437.7272055687513,0.013933289698413797,0.0,0,0.0,0.0,0,0.0,0.0,,1,114.70992109515556,0.0016228134190200256,1,163.06488164298145,0.002306896174060032,20,969.5638380693131,0.013716522441944991,2.236683108549059,0,0.0,0.0,0,0.0,0.0,,4,451.5306596247198,0.002299626765978184,10,1287.498239661323,0.006557174690054826,57,2315.674808280386,0.011793634954598417,15.184284243253709,0,0.0,0.0,3,4375.6274471879005,0.02228488759515282,32.93333333333333,101.67217627402361,101.67217627402361,16.886709243458508,310.9445634459298,176.33761669846282,0.0,0
TP_0042,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,3,110.43415816054218,0.014060913725953968,0.0,0,0.0,0.0,0,0.0,0.0,,1,114.70992109515556,0.0036513301927950576,1,163.06488164298145,0.0051905163916350725,10,444.07771322400515,0.01413543263530911,2.3049926496490176,0,0.0,0.0,0,0.0,0.0,,1,114.70992109515556,0.0016228134190200256,5,512.1952691661684,0.007246080792540403,21,917.6957719118332,0.01298273940927118,6.649697706245873,0,0.0,0.0,0,0.0,0.0,,9,593.2083581568285,0.003021185359490775,17,1723.9503141361176,0.008780006852466845,47,2024.8206475360441,0.010312326877756602,17.77793916038282,0,0.0,0.0,4,5366.224600791931,0.027329957470635796,42.525,51.367917595603146,51.367917595603146,24.814999305195776,410.93038577001494,173.49519144062623,0.0,0
TP_0045,1,0,0,centroid_buffer_proxy_no_polygon_overlay,2,156.24316415420213,0.019893497519567763,2,216.36474403158041,0.027548414818750946,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,6,641.0906569404086,0.020406549404419307,6,907.2959990921972,0.028880128620604593,0,0.0,0.0,0.0,0,0.0,0.0,1,990.5971536040306,0.0315316867217686,71.3,12,1063.2019062678605,0.015041230123311641,19,2562.6041876544855,0.03625343321361798,17,696.1586010345432,0.009848629558274327,25.238139348691533,0,0.0,0.0,2,1981.0244858264923,0.028025763493810363,71.3,27,2140.5161807651907,0.010901559389982883,34,4041.9210158692613,0.02058533469640346,41,1551.2816995706974,0.007900612819669537,31.933652994068403,0,0.0,0.0,9,10560.048965513706,0.05378188774892679,41.43333333333333,28.937621572860422,28.937621572860422,105.85072699440711,508.3039986469046,81.93778222712844,0.02163647440315804,0
TP_0049,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,3,2936.3204025626183,0.3738639252555398,10.633333333333333,0,0.0,0.0,0,0.0,0.0,3,150.42458652387717,0.004788163301565912,0.0,0,0.0,0.0,17,10400.927488148212,0.33107180449583173,14.076470588235296,2,264.221039718613,0.003737963070230868,2,378.33155957785294,0.005352296696398328,14,723.8429370442834,0.010240282795800294,3.8742221606533813,0,0.0,0.0,38,19574.683287918568,0.2769251204204937,14.1,7,932.5269973011784,0.0047493209979880035,8,1759.585579003488,0.008961495766131835,55,2258.547836262989,0.011502689675224302,20.239966872276995,0,0.0,0.0,61,32263.444183051586,0.16431637193286774,15.395081967213118,104.29094566170507,104.29094566170507,90.52943357396249,297.67867402149625,14.032709041262759,0.0,0
TP_0050,1,0,0,centroid_buffer_proxy_no_polygon_overlay,1,116.92514911293031,0.014887372362463841,1,166.38772366947723,0.021185142953444525,2,106.829833006901,0.013601996794184008,2.263205283943804,0,0.0,0.0,2,2044.6749702692032,0.26033610282769426,29.3,2,264.221039718613,0.008410416908019453,2,378.33155957785294,0.01204266756689624,5,189.32525395375495,0.0060264100037737,2.279981095383279,0,0.0,0.0,5,5582.276381790638,0.17768937597342407,28.68,2,264.221039718613,0.003737963070230868,2,378.33155957785294,0.005352296696398328,20,692.4871582831844,0.009796689268304758,3.706396729577354,0,0.0,0.0,23,13929.139234185219,0.1970570099676298,16.304347826086957,10,1328.0054536609407,0.006763476236900278,10,1902.0081784278418,0.009686848108736086,62,2465.961159406562,0.01255903705574962,23.8873911932141,0,0.0,0.0,65,37403.649947822094,0.1904952249239936,17.18923076923077,21.883069828876913,21.883069828876913,32.904528276405344,310.11658360527906,30.333547378276563,0.016638772366947722,0
TP_0052,1,0,0,centroid_buffer_proxy_no_polygon_overlay,2,261.93752668775403,0.033350921722897046,2,374.9062900253691,0.04773455140302498,2,88.08918695093499,0.011215863628949909,4.204897822560084,0,0.0,0.0,1,1334.5461607575417,0.16991969461509915,29.3,6,710.5345458946829,0.02261701704333879,6,1011.801816778217,0.032206652113922686,10,294.7259971432199,0.009381419860606255,9.492137658920655,0,0.0,0.0,8,7508.1150596141815,0.23899072500805948,33.075,11,1278.637387367283,0.01808901872192086,11,1818.956078986836,0.02573296455447173,16,645.6726502413419,0.009134399458235912,16.615071422452274,0,0.0,0.0,14,15016.771522581577,0.21244385929781914,39.83571428571429,30,3185.7277446864105,0.016224778173178807,30,4508.591614550892,0.0229620685388302,36,1404.63906183767,0.007153767998445684,32.25341841023473,0,0.0,0.0,26,25905.266468405724,0.13193443873790392,39.25769230769231,28.623190415560302,28.623190415560302,33.21366455975621,363.44747627015147,10.592178664104058,0.03749062900253691,0
TP_0053,1,0,0,centroid_buffer_proxy_no_polygon_overlay,2,74.14472744019542,0.009440399901046715,2,93.2170911602025,0.01186876867103524,0,0.0,0.0,0.0,0,0.0,0.0,1,806.0719622969627,0.1026322698298764,88.1,7,813.787142129539,0.025903649258908586,7,1157.680713194002,0.03685012160539524,2,74.3140720621615,0.0023654903819960646,2.7384825924827565,0,0.0,0.0,5,8213.09285235405,0.2614308651049722,50.58,15,1642.1816600373074,0.02323211810220372,15,2328.2724879629054,0.032938317806592156,5,395.1680018645561,0.005590483630977015,13.016169232410752,0,0.0,0.0,10,11434.98845165968,0.16177199433603348,51.67,29,2866.7498995281426,0.014600237347779144,29,4039.124846535444,0.02057109392292509,28,1103.1700825218368,0.005618399094542222,22.693415380517724,0,0.0,0.0,20,20671.974429786205,0.10528150124703166,43.239999999999995,6.157814678405165,6.157814678405165,76.79593823082001,307.74649898024893,25.630162623219373,0.00932170911602025,0
TP_0056,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,2,97.73526646788918,0.012444040618214502,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,8,358.810879741233,0.011421305029193769,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,18,1190.9797047578363,0.016848916189718732,0.0,0,0.0,0.0,0,0.0,0.0,,1,49.86883431183059,0.0002539798875826738,1,65.80325146778654,0.00033513320776375183,34,2075.549024076977,0.010570684377965125,0.6955854023098418,0,0.0,0.0,2,2025.2672824263573,0.010314601570574221,15.0,247.71562728270118,247.71562728270118,23.269864869073814,320.23258804282204,218.00136313243837,0.0,0
TP_0059,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,1,1247.5420414685764,0.15884198609174258,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,2,2404.4400046494566,0.07653570242157216,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,4,7674.679039782004,0.10857449829556148,2,96.18227215877728,0.001360700804611501,10.442941944566394,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,8,22479.48404232564,0.11448707211172822,12,775.6260190687858,0.00395023087761555,88.79915197686077,0,0.0,0.0,0,0.0,0.0,,281.2115616746589,49.313202347097324,105.27605961410018,779.7482729626539,361.45820829465487,0.12475420414685763,0
TP_0060,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,0,0.0,0.0,5,15355.113919248022,0.21723042506555457,0,0.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,,1,314.03613749815054,0.0015993729149541367,9,22941.53824857339,0.11684029486055163,11,680.404473231544,0.0034652715269323973,79.4986592768119,0,0.0,0.0,0,0.0,0.0,,231.66031986844658,119.14324651531167,157.36009283379573,680.8170850445773,281.2967298533864,0.0,0
TP_0063,1,0,0,centroid_buffer_proxy_no_polygon_overlay,0,0.0,0.0,0,0.0,0.0,2,83.32620345318693,0.010609421734924528,0.0,0,0.0,0.0,0,0.0,0.0,,4,404.6397779544569,0.012880084166611752,4,570.2627101352826,0.018152025835802183,10,384.644361157463,0.012243610282126892,6.982074381325893,0,0.0,0.0,2,1234.7743183970451,0.039304087275163116,41.9,4,404.6397779544569,0.0057244818518274445,4,570.2627101352826,0.008067567038134302,23,688.2078985769023,0.009736150127413312,5.552163357942692,0,0.0,0.0,5,4484.905820071697,0.06344843827253521,50.58,12,1191.2704956113887,0.006067090813954705,18,4344.7032720593215,0.02212739206450473,35,1016.674177831971,0.005177879069307098,22.496348134746025,0,0.0,0.0,7,7715.54157179594,0.03929493055303474,38.5,54.97438734823465,54.97438734823465,28.738507018515584,387.3305275961862,63.686744696434914,0.0,0
