row_uid,validation_method,cv_scheme,fold,station_id,timestamp,date,hour_sgt,official_wbgt_c,wbgt_a_c,wbgt_a_model_id,m4_score,m7_score,wbgt_proxy_v09_c,ge31,ge33,exceedance_ge31_c,exceedance_ge33_c,source_path,row_id,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,shortwave_3h_mean,cloud_cover,precipitation,direct_radiation,diffuse_radiation,has_weather_match,weather_source_base,weather_source_relative_path,shortwave_bin,shortwave_3h_mean_bin,humidity_bin,wind_bin,temperature_bin,cloud_cover_bin,direct_radiation_bin,diffuse_radiation_bin,combined_radiation_hot_regime,hour_sin,hour_cos,radiation_hot_flag,shortwave_very_high_flag,shortwave_3h_very_high_flag
loso|S144|2026-05-10 13:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 13:00:00+08:00,2026-05-10,13,33.0,31.30847199915092,M4_inertia_ridge,31.30847199915092,31.48090554572108,27.581671708838943,True,True,2.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,976,31.0,65.0,8.2,894.0,725.4166666666666,31.0,0.0,755.0,139.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,low,very_high,high,radiation_hot,-0.2588190451025208,-0.9659258262890683,True,True,True
loso|S144|2026-05-10 14:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 14:00:00+08:00,2026-05-10,14,30.4,30.83996697656776,M4_inertia_ridge,30.83996697656776,30.840329468084526,27.40354794943192,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,977,31.1,63.0,10.2,843.0,818.8333333333334,33.0,0.0,645.0,198.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,-0.4999999999999997,-0.8660254037844388,True,True,True
loso|S144|2026-05-10 15:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 15:00:00+08:00,2026-05-10,15,31.6,30.408916719283084,M4_inertia_ridge,30.408916719283084,30.50776709070321,27.41950137762716,True,False,0.6000000000000014,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,978,31.0,64.0,9.5,795.0,843.375,20.0,0.0,629.0,166.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,low,very_high,very_high,radiation_hot,-0.7071067811865471,-0.7071067811865479,True,True,True
loso|S144|2026-05-10 16:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 16:00:00+08:00,2026-05-10,16,29.7,29.264628776040883,M4_inertia_ridge,29.264628776040883,29.83054461154154,27.39120338810983,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,979,30.6,67.0,6.0,659.0,795.0416666666666,81.0,0.0,518.0,141.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,high,very_high,low,very_high,very_high,radiation_hot,-0.8660254037844385,-0.5000000000000004,True,True,True
loso|S144|2026-05-10 17:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 17:00:00+08:00,2026-05-10,17,27.9,28.57671300661041,M4_inertia_ridge,28.57671300661041,29.302185454811763,27.651113816397984,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,980,30.5,70.0,2.9,509.0,696.0833333333334,77.0,0.0,401.0,108.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,mid,very_high,low,very_high,high,radiation_hot,-0.9659258262890683,-0.25881904510252063,True,True,True
loso|S144|2026-05-10 18:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 18:00:00+08:00,2026-05-10,18,27.3,27.5820469852762,M4_inertia_ridge,27.5820469852762,28.149862378152395,27.77620269300648,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,981,30.5,72.0,2.0,272.0,567.1666666666666,97.0,0.0,179.0,93.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,very_high,low,low,very_high,mid,very_high,high,radiation_hot,-1.0,-1.8369701987210297e-16,True,False,True
loso|S144|2026-05-10 19:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 19:00:00+08:00,2026-05-10,19,27.3,26.458771460588263,M4_inertia_ridge,26.458771460588263,26.83361153979288,26.730218190972096,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,982,29.0,77.0,7.2,73.0,439.0,94.0,0.2,38.0,35.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,very_high,low,very_high,very_high,low,high,high,radiation_hot,-0.9659258262890684,0.2588190451025203,True,False,True
loso|S144|2026-05-10 20:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 20:00:00+08:00,2026-05-10,20,27.1,26.111331449852827,M4_inertia_ridge,26.111331449852827,26.382697795450568,26.55035002888068,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,983,28.100000000000005,84.0,5.0,0.0,304.75,99.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,mid,high,high,mid,low,low,radiation_hot,-0.8660254037844386,0.5000000000000001,True,False,False
loso|S144|2026-05-10 21:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 21:00:00+08:00,2026-05-10,21,26.7,26.296138733622705,M4_inertia_ridge,26.296138733622705,26.602400293782352,26.362108682784424,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,984,27.3,90.0,6.7,0.0,143.79166666666666,95.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,high,very_high,high,low,low,low,radiation_hot,-0.7071067811865477,0.7071067811865474,True,False,False
loso|S144|2026-05-10 22:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 22:00:00+08:00,2026-05-10,22,26.6,26.25628896863526,M4_inertia_ridge,26.25628896863526,26.43114100775309,25.9636236473496,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,985,26.7,92.0,7.6,0.0,27.64583333333333,96.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,mid,high,very_high,mid,low,low,low,other,-0.5000000000000004,0.8660254037844384,False,False,False
loso|S144|2026-05-10 23:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-10 23:00:00+08:00,2026-05-10,23,26.7,26.010142956353924,M4_inertia_ridge,26.010142956353924,25.901355597840176,25.765078023091768,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,986,26.5,92.0,3.4,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,mid,high,low,low,other,-0.25881904510252157,0.9659258262890681,False,False,False
loso|S144|2026-05-11 00:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-11 00:00:00+08:00,2026-05-11,0,26.8,25.87143924651512,M4_inertia_ridge,25.87143924651512,25.734213811832426,25.76275269813049,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,987,26.4,93.0,3.3,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,mid,mid,high,low,low,other,0.0,1.0,False,False,False
loso|S144|2026-05-11 01:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-11 01:00:00+08:00,2026-05-11,1,26.4,25.780108023339984,M4_inertia_ridge,25.780108023339984,25.618917643665085,25.563888863831355,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,988,26.2,93.0,4.9,0.0,0.0,98.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,mid,mid,low,low,other,0.25881904510252074,0.9659258262890683,False,False,False
loso|S144|2026-05-11 02:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-11 02:00:00+08:00,2026-05-11,2,26.2,25.57684940425825,M4_inertia_ridge,25.57684940425825,25.41009497393028,25.169440947739275,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,989,26.1,92.75,5.475,0.0,0.0,98.25,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,mid,mid,low,low,other,0.49999999999999994,0.8660254037844387,False,False,False
loso|S144|2026-05-11 03:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-11 03:00:00+08:00,2026-05-11,3,26.2,25.86681623658179,M4_inertia_ridge,25.86681623658179,25.90896427393148,25.75685270617971,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,990,26.2,95.0,5.3,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,mid,high,low,low,other,0.7071067811865476,0.7071067811865476,False,False,False
loso|S144|2026-05-11 04:00:00+08:00,station_grouped_loso,loso,S144,S144,2026-05-11 04:00:00+08:00,2026-05-11,4,26.1,25.8632803307872,M4_inertia_ridge,25.8632803307872,25.896211179686027,25.357874633114868,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,991,25.8,95.0,5.6,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,high,high,low,high,low,low,other,0.8660254037844386,0.5000000000000001,False,False,False
loso|S145|2026-05-07 02:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 02:00:00+08:00,2026-05-07,2,24.9,25.2161045853929,M4_inertia_ridge,25.2161045853929,25.087789141465848,24.52942689456677,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,992,24.5,100.0,2.8,0.0,0.0,100.0,0.8,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,mid,low,high,low,low,other,0.49999999999999994,0.8660254037844387,False,False,False
loso|S145|2026-05-07 03:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 03:00:00+08:00,2026-05-07,3,24.9,25.196183199170285,M4_inertia_ridge,25.196183199170285,25.08210284018981,24.428931733983305,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,993,24.4,100.0,2.3,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,low,low,high,low,low,other,0.7071067811865476,0.7071067811865476,False,False,False
loso|S145|2026-05-07 04:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 04:00:00+08:00,2026-05-07,4,24.7,25.083074545162617,M4_inertia_ridge,25.083074545162617,25.02734998213604,24.026951018760712,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,994,24.0,100.0,2.3,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,low,low,high,low,low,other,0.8660254037844386,0.5000000000000001,False,False,False
loso|S145|2026-05-07 05:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 05:00:00+08:00,2026-05-07,5,24.6,25.22465095789264,M4_inertia_ridge,25.22465095789264,25.33825707974556,24.127446208534906,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,995,24.1,100.0,2.2,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,low,low,high,low,low,other,0.9659258262890683,0.25881904510252074,False,False,False
loso|S145|2026-05-07 06:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 06:00:00+08:00,2026-05-07,6,24.6,25.4471903672141,M4_inertia_ridge,25.4471903672141,25.75962547698949,24.026951018760712,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,996,24.0,100.0,4.8,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,high,low,high,low,low,other,1.0,6.123233995736766e-17,False,False,False
loso|S145|2026-05-07 07:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 07:00:00+08:00,2026-05-07,7,24.9,25.75727318313353,M4_inertia_ridge,25.75727318313353,26.33942608374099,24.127446208534906,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,997,24.1,100.0,7.4,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,very_high,low,high,low,low,other,0.9659258262890683,-0.25881904510252063,False,False,False
loso|S145|2026-05-07 08:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 08:00:00+08:00,2026-05-07,8,26.8,27.57856240848489,M4_inertia_ridge,27.57856240848489,27.253684424972462,25.06401231855484,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,998,25.1,99.0,3.1,53.0,11.041666666666668,100.0,0.0,16.0,37.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,mid,very_high,mid,low,high,high,high,highradiation_not_hot,0.8660254037844387,-0.4999999999999998,False,False,False
loso|S145|2026-05-07 09:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 09:00:00+08:00,2026-05-07,9,29.3,29.381801666355628,M4_inertia_ridge,29.381801666355628,28.938325106635663,26.54937606475602,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,999,27.0,94.0,2.8,179.0,54.95833333333333,100.0,0.0,54.0,125.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,mid,high,mid,mid,high,high,high,highradiation_not_hot,0.7071067811865476,-0.7071067811865475,False,False,False
loso|S145|2026-05-07 10:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 10:00:00+08:00,2026-05-07,10,30.7,30.608725253770626,M4_inertia_ridge,30.608725253770626,30.17484218406986,27.28095447078476,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1000,28.6,85.0,5.0,354.0,151.08333333333331,100.0,0.5,134.0,220.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,mid,high,high,high,high,very_high,radiation_hot,0.49999999999999994,-0.8660254037844387,True,False,False
loso|S145|2026-05-07 11:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 11:00:00+08:00,2026-05-07,11,31.7,31.2658505353887,M4_inertia_ridge,31.2658505353887,30.658891376100485,27.47041865269654,True,False,0.6999999999999993,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1001,29.4,79.0,6.1,469.0,282.0,100.0,0.1,173.0,296.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,high,low,very_high,very_high,high,very_high,very_high,radiation_hot,0.258819045102521,-0.9659258262890682,True,True,False
loso|S145|2026-05-07 12:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 12:00:00+08:00,2026-05-07,12,31.5,31.631973782770284,M4_inertia_ridge,31.631973782770284,31.76438649374625,27.96774479803843,True,False,0.5,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1002,30.5,73.0,6.8,724.0,447.5416666666666,100.0,0.2,453.0,271.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,high,very_high,very_high,radiation_hot,1.2246467991473532e-16,-1.0,True,True,True
loso|S145|2026-05-07 13:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 13:00:00+08:00,2026-05-07,13,31.1,31.449372108794496,M4_inertia_ridge,31.449372108794496,31.23883623239565,27.1612458032248,True,False,0.10000000000000142,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1003,29.9,71.0,8.3,749.0,597.9583333333334,100.0,3.8,427.0,322.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,high,very_high,very_high,radiation_hot,-0.2588190451025208,-0.9659258262890683,True,True,True
loso|S145|2026-05-07 14:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 14:00:00+08:00,2026-05-07,14,29.9,31.08381808619924,M4_inertia_ridge,31.08381808619924,30.961147354704707,27.887603020225647,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1004,29.8,78.0,2.7,577.0,669.8333333333334,100.0,1.3,254.0,323.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,mid,very_high,high,very_high,very_high,radiation_hot,-0.4999999999999997,-0.8660254037844388,True,True,True
loso|S145|2026-05-07 15:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 15:00:00+08:00,2026-05-07,15,31.6,30.85081404527239,M4_inertia_ridge,30.85081404527239,30.442637582091656,26.99368222845185,True,False,0.6000000000000014,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1005,29.0,78.0,7.8,577.0,652.7083333333334,100.0,3.6,217.0,360.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,very_high,very_high,high,very_high,very_high,radiation_hot,-0.7071067811865471,-0.7071067811865479,True,True,True
loso|S145|2026-05-07 16:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 16:00:00+08:00,2026-05-07,16,28.9,30.154608195515223,M4_inertia_ridge,30.154608195515223,29.055650224873595,26.65703027354741,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1006,28.5,80.0,5.6,334.0,547.875,100.0,0.7,49.0,285.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,very_high,mid,high,high,high,high,very_high,radiation_hot,-0.8660254037844385,-0.5000000000000004,True,False,True
loso|S145|2026-05-07 17:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 17:00:00+08:00,2026-05-07,17,28.4,29.55433936150112,M4_inertia_ridge,29.55433936150112,28.89869233225844,26.826694320114992,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1007,28.9,78.0,5.9,311.0,440.5833333333333,100.0,0.3,79.0,232.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,very_high,low,high,very_high,high,high,very_high,radiation_hot,-0.9659258262890683,-0.25881904510252063,True,False,True
loso|S145|2026-05-07 18:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 18:00:00+08:00,2026-05-07,18,26.8,28.596200476919737,M4_inertia_ridge,28.596200476919737,28.2331479986802,26.83382380586788,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1008,28.9,78.0,2.7,229.0,334.8333333333333,100.0,0.0,93.0,136.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,low,mid,very_high,high,high,high,radiation_hot,-1.0,-1.8369701987210297e-16,True,False,False
loso|S145|2026-05-07 19:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 19:00:00+08:00,2026-05-07,19,25.9,27.3861678953719,M4_inertia_ridge,27.3861678953719,27.313844073345084,26.41954361055966,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1009,27.7,86.0,0.9,72.0,236.75,91.0,0.3,32.0,40.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,mid,low,high,low,high,high,radiation_hot,-0.9659258262890684,0.2588190451025203,True,False,False
loso|S145|2026-05-07 20:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 20:00:00+08:00,2026-05-07,20,25.5,26.04069810057488,M4_inertia_ridge,26.04069810057488,26.47740497161747,25.444459778667685,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1010,25.6,98.0,0.7,0.0,139.20833333333331,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,very_high,low,low,high,low,low,highradiation_not_hot,-0.8660254037844386,0.5000000000000001,False,False,False
loso|S145|2026-05-07 21:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 21:00:00+08:00,2026-05-07,21,25.3,26.001428626256367,M4_inertia_ridge,26.001428626256367,26.374175527432552,25.534378104304487,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1011,25.5,100.0,0.8000000000000002,0.0,62.16666666666666,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,high,very_high,low,low,high,low,low,highradiation_not_hot,-0.7071067811865477,0.7071067811865474,False,False,False
loso|S145|2026-05-07 22:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 22:00:00+08:00,2026-05-07,22,25.6,25.843351249035216,M4_inertia_ridge,25.843351249035216,26.01387842848892,25.3442597792479,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1012,25.5,98.0,1.4,0.0,15.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,mid,very_high,low,low,high,low,low,other,-0.5000000000000004,0.8660254037844384,False,False,False
loso|S145|2026-05-07 23:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-07 23:00:00+08:00,2026-05-07,23,25.6,25.819877269141223,M4_inertia_ridge,25.819877269141223,25.78900639655544,25.3442597792479,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1013,25.5,98.0,2.7000000000000006,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,mid,low,high,low,low,other,-0.25881904510252157,0.9659258262890681,False,False,False
loso|S145|2026-05-08 00:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-08 00:00:00+08:00,2026-05-08,0,25.5,25.57270542826053,M4_inertia_ridge,25.57270542826053,25.46825192180061,25.138299427331333,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1014,25.2,99.0,1.4,0.0,0.0,99.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,low,low,mid,low,low,other,0.0,1.0,False,False,False
loso|S145|2026-05-08 01:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-08 01:00:00+08:00,2026-05-08,1,25.4,25.505381144204293,M4_inertia_ridge,25.505381144204293,25.37522576695661,25.132397706347025,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1015,25.1,100.0,1.5,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,low,low,high,low,low,other,0.25881904510252074,0.9659258262890683,False,False,False
loso|S145|2026-05-08 02:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-08 02:00:00+08:00,2026-05-08,2,25.5,25.52936379968087,M4_inertia_ridge,25.52936379968087,25.40297170191714,25.23289281651853,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1016,25.2,100.0,1.3,0.0,0.0,100.0,0.0,0.0,0.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,low,low,very_high,low,low,high,low,low,other,0.49999999999999994,0.8660254037844387,False,False,False
loso|S145|2026-05-09 16:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-09 16:00:00+08:00,2026-05-09,16,28.3,29.832867195571712,M4_inertia_ridge,29.832867195571712,29.65598865595409,26.598207973164488,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1017,28.7,77.0,5.6,489.0,489.0,100.0,0.3,232.0,257.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,very_high,very_high,low,high,high,high,very_high,very_high,radiation_hot,-0.8660254037844385,-0.5000000000000004,True,True,True
loso|S145|2026-05-09 17:00:00+08:00,station_grouped_loso,loso,S145,S145,2026-05-09 17:00:00+08:00,2026-05-09,17,28.1,28.804901499442543,M4_inertia_ridge,28.804901499442543,28.44301461214104,26.4255857296348,False,False,0.0,0.0,outputs/v11_beta_calibration/hourly_max/v11_beta_oof_predictions.csv,1018,28.4,79.0,4.3,220.0,306.3041666666667,79.0,0.0,88.0,132.0,True,orig,outputs/v11_beta_formal/diagnostics_inputs/v11_pairs_14d_formal_20260524_40419_v091_diag.csv,high,high,low,mid,high,low,high,high,radiation_hot,-0.9659258262890683,-0.25881904510252063,True,False,False
