probability_bin,n,event_count,mean_predicted_probability,p_min,p_max,station_count,observed_event_rate,calibration_gap,abs_calibration_gap,low_support,bin_kind,sensitivity_id,validation_method,event_target,companion_id,model_family,diagnostic_only
"[0.10,0.20)",137,45,0.15744855244480047,0.10344827586206895,0.1884057971014493,26,0.3284671532846715,-0.17101860083987105,0.17101860083987105,False,fixed,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.20,0.30)",36,11,0.258197125503431,0.2,0.2857142857142857,21,0.3055555555555556,-0.04735843005212459,0.04735843005212459,False,fixed,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.30,0.40)",23,1,0.3636363636363637,0.3636363636363637,0.3636363636363637,23,0.043478260869565216,0.32015810276679846,0.32015810276679846,True,fixed,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.40,0.50)",95,52,0.4303797468354432,0.4303797468354432,0.4303797468354433,26,0.5473684210526316,-0.1169886742171884,0.1169886742171884,False,fixed,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.50,0.60)",22,14,0.5393921393921393,0.5135135135135135,0.5714285714285714,18,0.6363636363636364,-0.0969714969714971,0.0969714969714971,True,fixed,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.70,0.80)",120,60,0.7325826090360974,0.7272727272727272,0.7777777777777778,26,0.5,0.2325826090360974,0.2325826090360974,False,fixed,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.90,1.00)",2,0,0.999999,0.999999,0.999999,2,0.0,0.999999,0.999999,True,fixed,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(-0.000999, 0.037]",1138,4,0.0011537350620540654,1e-06,0.037037037037037035,26,0.0035149384885764497,-0.0023612034265223843,0.0023612034265223843,False,quantile,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(0.037, 0.188]",160,40,0.13224242094886257,0.06578947368421052,0.18840579710144928,26,0.25,-0.11775757905113743,0.11775757905113743,False,quantile,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(0.188, 0.43]",155,65,0.355507131498184,0.1884057971014493,0.4303797468354432,26,0.41935483870967744,-0.06384770721149341,0.06384770721149341,False,quantile,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(0.43, 1.0]",159,80,0.6807058764370465,0.4303797468354433,0.999999,26,0.5031446540880503,0.17756122234899618,0.17756122234899618,False,quantile,no_s142_eval,blocked_time,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.00,0.10)",1244,64,0.014867009259549382,1.1927468192328784e-09,0.0999262966118556,26,0.05144694533762058,-0.036579936078071196,0.036579936078071196,False,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.10,0.20)",55,6,0.141864481372132,0.10109569708773183,0.18465851494921232,26,0.10909090909090909,0.03277357228122292,0.03277357228122292,False,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.20,0.30)",66,27,0.255049053154715,0.20256326909072864,0.2991719105342501,25,0.4090909090909091,-0.15404185593619413,0.15404185593619413,False,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.30,0.40)",72,16,0.340065777563382,0.30528091071840413,0.3958907214869255,26,0.2222222222222222,0.11784355534115981,0.11784355534115981,False,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.40,0.50)",72,30,0.45123879421452057,0.40696270626565473,0.49572494602605,25,0.4166666666666667,0.03457212754785388,0.03457212754785388,False,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.50,0.60)",50,23,0.5427658989576165,0.5020659444200273,0.5978805638280594,25,0.46,0.08276589895761649,0.08276589895761649,False,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.60,0.70)",49,22,0.6465117879603524,0.6116876355757385,0.6873229689458824,25,0.4489795918367347,0.19753219612361766,0.19753219612361766,False,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.70,0.80)",2,1,0.7251028916428818,0.7180051207497411,0.7322006625360225,2,0.5,0.22510289164288177,0.22510289164288177,True,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.80,0.90)",2,0,0.816891010388837,0.8156296778102897,0.8181523429673844,2,0.0,0.816891010388837,0.816891010388837,True,fixed,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(-0.00099999881, 0.00358]",163,20,0.0026385136754421184,1.1927468192328784e-09,0.0035834333151899805,26,0.12269938650306748,-0.12006087282762537,0.12006087282762537,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00358, 0.00465]",164,2,0.004151740795110038,0.0035887664601583066,0.004648615452802521,25,0.012195121951219513,-0.008043381156109475,0.008043381156109475,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00465, 0.00559]",157,0,0.005101858859447873,0.004681919209669296,0.0055878806186003506,25,0.0,0.005101858859447873,0.005101858859447873,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00559, 0.00728]",161,4,0.006424734179554199,0.005589639663620373,0.00727710784791875,26,0.024844720496894408,-0.01841998631734021,0.01841998631734021,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00728, 0.0102]",162,4,0.00835194746433033,0.007286402178949,0.010217223478768757,26,0.024691358024691357,-0.016339410560361027,0.016339410560361027,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.0102, 0.0171]",160,2,0.013345135799517151,0.010220728644782783,0.017020645097385774,26,0.0125,0.0008451357995171507,0.0008451357995171507,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.0171, 0.0408]",162,18,0.027027015414226755,0.017096675513639508,0.04081632490413018,26,0.1111111111111111,-0.08408409569688435,0.08408409569688435,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.0408, 0.181]",160,20,0.08531841203696197,0.04082716374595103,0.17947761662566106,26,0.125,-0.03968158796303803,0.03968158796303803,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.181, 0.411]",164,49,0.3030326753454841,0.18109819147884926,0.4113206949067188,26,0.29878048780487804,0.004252187540606078,0.004252187540606078,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.411, 0.818]",159,70,0.5524803608327638,0.41746033240180347,0.8181523429673844,26,0.44025157232704404,0.11222878850571971,0.11222878850571971,False,quantile,no_s142_eval,blocked_time,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.00,0.10)",1122,3,0.014889942049105242,0.001838359272895932,0.09874070803719932,26,0.00267379679144385,0.012216145257661392,0.012216145257661392,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.10,0.20)",115,9,0.14010953562352974,0.10190862507553299,0.19865260330971782,26,0.0782608695652174,0.06184866605831234,0.06184866605831234,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.20,0.30)",88,22,0.24793664010009958,0.20005388598638932,0.29681741879404233,26,0.25,-0.002063359899900419,0.002063359899900419,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.30,0.40)",56,22,0.3490767592126777,0.3004589889695996,0.3999649520391781,21,0.39285714285714285,-0.043780383644465126,0.043780383644465126,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.40,0.50)",73,44,0.4375878860514414,0.4012697187292014,0.4983170052337993,25,0.6027397260273972,-0.16515183997595584,0.16515183997595584,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.50,0.60)",59,27,0.5365235253130329,0.5039158807750672,0.5965056323051993,26,0.4576271186440678,0.07889640666896514,0.07889640666896514,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.60,0.70)",66,38,0.6486355145424757,0.6038517017303541,0.6989400749574651,26,0.5757575757575758,0.0728779387848999,0.0728779387848999,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.70,0.80)",33,24,0.7377460882878727,0.7005668453738342,0.7854493687114723,24,0.7272727272727273,0.0104733610151454,0.0104733610151454,False,fixed,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00084, 0.00379]",163,0,0.0029519757095068685,0.001838359272895932,0.00378996523717555,26,0.0,0.0029519757095068685,0.0029519757095068685,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00379, 0.00523]",160,0,0.004592658092122955,0.003798793976278764,0.00521768036202992,26,0.0,0.004592658092122955,0.004592658092122955,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00523, 0.00674]",163,0,0.005965517801796968,0.005258852567940436,0.006736297729654075,26,0.0,0.005965517801796968,0.005965517801796968,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00674, 0.00928]",159,0,0.00783126700056425,0.006777171187687126,0.009260807997259738,26,0.0,0.00783126700056425,0.00783126700056425,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00928, 0.0139]",163,0,0.01182533186333232,0.00931040899498701,0.013944513858175698,26,0.0,0.01182533186333232,0.01182533186333232,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.0139, 0.021]",161,0,0.01687549280979268,0.013947552368408242,0.02100749107382982,26,0.0,0.01687549280979268,0.01687549280979268,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.021, 0.106]",160,4,0.05845346586099167,0.02108003276835343,0.1059344249233109,26,0.025,0.03345346586099167,0.03345346586099167,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.106, 0.265]",160,27,0.1686504182518371,0.10623004083372385,0.2560425395102604,26,0.16875,-9.958174816290799e-05,9.958174816290799e-05,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.265, 0.492]",161,69,0.3710221581123959,0.2666324326037052,0.49091675215249786,26,0.42857142857142855,-0.05754927045903263,0.05754927045903263,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.492, 0.785]",162,89,0.6221665582014075,0.4919477756941442,0.7854493687114723,26,0.5493827160493827,0.07278384215202482,0.07278384215202482,False,quantile,no_s142_eval,blocked_time,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.00,0.10)",1270,7,0.00689777492117053,1e-06,0.07230760564511671,26,0.005511811023622047,0.001385963897548483,0.001385963897548483,False,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.20,0.30)",36,21,0.2874099292388865,0.2108249702798616,0.2975206611570248,8,0.5833333333333334,-0.2959234040944469,0.2959234040944469,False,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.30,0.40)",84,13,0.30776108581335465,0.30327868852459017,0.3333333333333333,19,0.15476190476190477,0.15299918105144988,0.15299918105144988,False,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.40,0.50)",1,0,0.4400495017415505,0.4400495017415505,0.4400495017415505,1,0.0,0.4400495017415505,0.4400495017415505,True,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.50,0.60)",1,1,0.5525231896087784,0.5525231896087784,0.5525231896087784,1,1.0,-0.44747681039122156,0.44747681039122156,True,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.60,0.70)",123,76,0.6421064328734718,0.6260162601626016,0.664,26,0.6178861788617886,0.02422025401168315,0.02422025401168315,False,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.70,0.80)",85,61,0.716245401277079,0.7023809523809523,0.75,26,0.7176470588235294,-0.0014016575464503855,0.0014016575464503855,False,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.80,0.90)",5,4,0.8303031124546599,0.8,0.8848488956066332,4,0.8,0.030303112454659886,0.030303112454659886,True,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.90,1.00)",7,6,0.9970790191247291,0.9795591338731036,0.999999,7,0.8571428571428571,0.13993616198187198,0.13993616198187198,True,fixed,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(-0.000999, 0.0455]",1135,4,0.0007269972966826585,1e-06,0.045454545454545456,26,0.003524229074889868,-0.0027972317782072095,0.0027972317782072095,False,quantile,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(0.0455, 0.295]",154,16,0.0860200646058151,0.047619047619047616,0.29464285714285715,26,0.1038961038961039,-0.017876039290288803,0.017876039290288803,False,quantile,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(0.295, 0.639]",173,81,0.440509463784853,0.29508196721311475,0.639344262295082,26,0.4682080924855491,-0.027698628700696115,0.027698628700696115,False,quantile,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"(0.639, 1.0]",150,88,0.7110805695632256,0.64,0.999999,26,0.5866666666666667,0.12441390289655896,0.12441390289655896,False,quantile,no_s142_eval,station_grouped_loso,ge31,isotonic_m4_score_ge31,sklearn_isotonic_regression,False
"[0.00,0.10)",1189,5,0.012728177622722275,0.0011802321608791954,0.09932298815739506,26,0.004205214465937763,0.008522963156784512,0.008522963156784512,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.10,0.20)",85,15,0.14668629380839904,0.10098170841559076,0.19878757261661234,26,0.17647058823529413,-0.02978429442689509,0.02978429442689509,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.20,0.30)",55,5,0.25258684142992116,0.20257023420084955,0.2988068060554333,24,0.09090909090909091,0.16167775052083025,0.16167775052083025,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.30,0.40)",38,11,0.3386327474930801,0.3004382149406542,0.39988060051974705,24,0.2894736842105263,0.04915906328255376,0.04915906328255376,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.40,0.50)",37,11,0.45117777263811637,0.4001333951608857,0.4993875378716055,24,0.2972972972972973,0.15388047534081906,0.15388047534081906,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.50,0.60)",58,36,0.5558778441630876,0.500724170189768,0.5993589977568288,26,0.6206896551724138,-0.0648118110093262,0.0648118110093262,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.60,0.70)",82,62,0.6454361441489737,0.600183042519804,0.6994527900149922,26,0.7560975609756098,-0.1106614168266361,0.1106614168266361,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.70,0.80)",49,29,0.7452735699420615,0.7011670258083005,0.798845591633593,20,0.5918367346938775,0.15343683524818397,0.15343683524818397,False,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.80,0.90)",11,7,0.8382131405848672,0.8006488739893151,0.8908190110647705,8,0.6363636363636364,0.20184950422123082,0.20184950422123082,True,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.90,1.00)",8,8,0.9738095980437612,0.9452822722502572,0.9945091239609456,7,1.0,-0.026190401956238785,0.026190401956238785,True,fixed,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00018000000000000004, 0.00307]",162,0,0.0026070514797734952,0.0011802321608791954,0.0030684847513205277,26,0.0,0.0026070514797734952,0.0026070514797734952,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00307, 0.004]",161,0,0.003488072132898917,0.0030692491770178,0.004002600493441461,26,0.0,0.003488072132898917,0.003488072132898917,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.004, 0.00485]",161,0,0.004447021232517543,0.004005840388704788,0.004852937239479892,26,0.0,0.004447021232517543,0.004447021232517543,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00485, 0.00551]",161,0,0.005142080043775802,0.004855694233058677,0.005500578110791788,26,0.0,0.005142080043775802,0.005142080043775802,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00551, 0.00732]",161,0,0.00623836564705294,0.005531838531896655,0.007307836489112253,26,0.0,0.00623836564705294,0.00623836564705294,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.00732, 0.0152]",161,0,0.009923293962344119,0.007330060806220273,0.01489606718134426,26,0.0,0.009923293962344119,0.009923293962344119,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.0152, 0.0582]",161,3,0.03281247584292438,0.01545111029388442,0.0580945906394507,26,0.018633540372670808,0.014178935470253569,0.014178935470253569,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.0582, 0.233]",161,17,0.12714310227695103,0.058196923863174446,0.2331425357478385,26,0.10559006211180125,0.02155304016514978,0.02155304016514978,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.233, 0.587]",161,52,0.4054543463402506,0.23316000882137408,0.586337668782939,26,0.32298136645962733,0.0824729798806233,0.0824729798806233,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"(0.587, 0.995]",162,117,0.7011799332342397,0.5872850600592934,0.9945091239609456,26,0.7222222222222222,-0.02104228898798255,0.02104228898798255,False,quantile,no_s142_eval,station_grouped_loso,ge31,logistic_P_ge31_safe_features,sklearn_logistic_regression,False
"[0.00,0.10)",1123,1,0.012277335052896453,0.0017012093205534954,0.09967375415345286,26,0.0008904719501335708,0.011386863102762882,0.011386863102762882,False,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.10,0.20)",116,6,0.1417344227609576,0.10003356584368414,0.19992839123453002,26,0.05172413793103448,0.09001028482992313,0.09001028482992313,False,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.20,0.30)",60,15,0.2583907978655974,0.20141750924665694,0.29749936785750425,26,0.25,0.008390797865597377,0.008390797865597377,False,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.30,0.40)",63,16,0.34423439466371747,0.30006822693669555,0.3998168706517566,24,0.25396825396825395,0.09026614069546351,0.09026614069546351,False,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.40,0.50)",62,28,0.45226800520924854,0.40050085639926164,0.4994752275792802,26,0.45161290322580644,0.0006551019834420968,0.0006551019834420968,False,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.50,0.60)",93,57,0.5559076516979311,0.5007293633210057,0.5985384915694854,26,0.6129032258064516,-0.05699557410852052,0.05699557410852052,False,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.60,0.70)",71,51,0.6470459427705954,0.600834693256826,0.6997497006075521,26,0.7183098591549296,-0.07126391638433427,0.07126391638433427,False,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.70,0.80)",24,15,0.737314930527272,0.7004948326592795,0.7884448559706072,14,0.625,0.11231493052727204,0.11231493052727204,True,fixed,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.0006999999999999999, 0.0035]",162,0,0.003035373191557431,0.0017012093205534954,0.003494428347337597,18,0.0,0.003035373191557431,0.003035373191557431,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.0035, 0.00417]",161,0,0.0037918412955756636,0.003502468071760836,0.004168682064366301,25,0.0,0.0037918412955756636,0.0037918412955756636,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00417, 0.00506]",161,0,0.004621128442817923,0.004176784276580072,0.005060640873025198,26,0.0,0.004621128442817923,0.004621128442817923,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00506, 0.0062]",161,0,0.005606034564841785,0.005072774256442804,0.006201469624032244,26,0.0,0.005606034564841785,0.005606034564841785,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.0062, 0.00837]",161,0,0.007328508854332094,0.0062034113468187055,0.008355884635583418,26,0.0,0.007328508854332094,0.007328508854332094,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.00837, 0.0219]",161,0,0.012739821719715577,0.008376945799716356,0.021656591076124103,26,0.0,0.012739821719715577,0.012739821719715577,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.0219, 0.103]",161,1,0.05164415478381242,0.02204926339118158,0.10268067827987287,26,0.006211180124223602,0.04543297465958882,0.04543297465958882,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.103, 0.291]",161,14,0.17692388448848553,0.10273079949387198,0.2909729097839452,26,0.08695652173913043,0.0899673627493551,0.0899673627493551,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.291, 0.537]",161,69,0.41116682108425034,0.29131775116995196,0.5364247797732393,26,0.42857142857142855,-0.017404607487178203,0.017404607487178203,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"(0.537, 0.788]",162,105,0.6285036996974845,0.5367473953815263,0.7884448559706072,26,0.6481481481481481,-0.0196444484506636,0.0196444484506636,False,quantile,no_s142_eval,station_grouped_loso,ge31,platt_m4_score_ge31,sklearn_logistic_regression,False
"[0.00,0.10)",1270,7,0.006897774921170526,1e-06,0.0723076056451167,26,0.005511811023622047,0.0013859638975484787,0.0013859638975484787,False,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.20,0.30)",36,21,0.2874099292388865,0.2108249702798616,0.2975206611570248,8,0.5833333333333334,-0.2959234040944469,0.2959234040944469,False,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.30,0.40)",84,13,0.3077610858133546,0.3032786885245901,0.3333333333333333,19,0.15476190476190477,0.15299918105144983,0.15299918105144983,False,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.40,0.50)",1,0,0.4400495017415505,0.4400495017415505,0.4400495017415505,1,0.0,0.4400495017415505,0.4400495017415505,True,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.50,0.60)",1,1,0.5525231896087784,0.5525231896087784,0.5525231896087784,1,1.0,-0.44747681039122156,0.44747681039122156,True,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.60,0.70)",123,76,0.6421064328734718,0.6260162601626016,0.664,26,0.6178861788617886,0.02422025401168315,0.02422025401168315,False,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.70,0.80)",85,61,0.716245401277079,0.7023809523809523,0.75,26,0.7176470588235294,-0.0014016575464503855,0.0014016575464503855,False,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.80,0.90)",5,4,0.8303031124546599,0.8,0.8848488956066332,4,0.8,0.030303112454659886,0.030303112454659886,True,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"[0.90,1.00)",7,6,0.9970790191247291,0.9795591338731036,0.999999,7,0.8571428571428571,0.13993616198187198,0.13993616198187198,True,fixed,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"(-0.000999, 0.0455]",1135,4,0.0007269972966826578,1e-06,0.0454545454545454,26,0.003524229074889868,-0.0027972317782072103,0.0027972317782072103,False,quantile,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"(0.0455, 0.295]",154,16,0.08602006460581507,0.0476190476190476,0.2946428571428571,26,0.1038961038961039,-0.01787603929028883,0.01787603929028883,False,quantile,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
"(0.295, 0.639]",173,81,0.440509463784853,0.2950819672131147,0.639344262295082,26,0.4682080924855491,-0.027698628700696115,0.027698628700696115,False,quantile,no_s142_eval,station_grouped_loso,ge31,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,False
