sensitivity_id,validation_method,event_target,official_event_threshold_c,companion_id,model_family,output_kind,diagnostic_only,operating_point,threshold_source,status,n_folds_evaluated,threshold,threshold_min,threshold_max,precision,recall,F1,CSI,false_alarm_ratio,miss_rate,TP,FP,FN,TN,n,fold_recall_std,fold_precision_std
no_s142_eval,station_grouped_loso,ge31,31.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,recall90,train_selected,evaluated_on_heldout,26,29.253846153846155,29.25,29.35,0.47540983606557374,0.9206349206349206,0.627027027027027,0.4566929133858268,0.5245901639344263,0.07936507936507936,174.0,192.0,15.0,1231.0,1612.0,0.08460911569928943,0.1976588474924011
no_s142_eval,station_grouped_loso,ge31,31.0,platt_m4_score_ge31,sklearn_logistic_regression,probability,False,best_F1,train_selected,evaluated_on_heldout,26,0.4476923076923077,0.43,0.45,0.6548672566371682,0.783068783068783,0.7132530120481928,0.5543071161048689,0.34513274336283184,0.21693121693121692,148.0,78.0,41.0,1345.0,1612.0,0.13613852070003843,0.27041781219172684
no_s142_eval,station_grouped_loso,ge31,31.0,platt_m4_score_ge31,sklearn_logistic_regression,probability,False,precision70,train_selected,evaluated_on_heldout,26,0.6950000000000001,0.6,0.73,0.45,0.09523809523809523,0.15720524017467247,0.08530805687203792,0.55,0.9047619047619048,18.0,22.0,171.0,1401.0,1612.0,0.20472301833287765,0.3702132130668106
no_s142_eval,station_grouped_loso,ge31,31.0,platt_m4_score_ge31,sklearn_logistic_regression,probability,False,recall90,train_selected,evaluated_on_heldout,26,0.29,0.29,0.29,0.5370370370370371,0.9206349206349206,0.6783625730994152,0.5132743362831859,0.46296296296296297,0.07936507936507936,174.0,150.0,15.0,1273.0,1612.0,0.09050090249460918,0.22811867472057085
no_s142_eval,station_grouped_loso,ge31,31.0,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,probability,False,best_F1,train_selected,evaluated_on_heldout,26,0.44576923076923075,0.34,0.45,0.6666666666666666,0.783068783068783,0.7201946472019464,0.5627376425855514,0.3333333333333333,0.21693121693121692,148.0,74.0,41.0,1349.0,1612.0,0.13255657064931195,0.2705580099680514
no_s142_eval,station_grouped_loso,ge31,31.0,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,probability,False,precision70,train_selected,evaluated_on_heldout,26,0.6696153846153847,0.66,0.67,0.696078431372549,0.37566137566137564,0.48797250859106533,0.32272727272727275,0.30392156862745096,0.6243386243386243,71.0,31.0,118.0,1392.0,1612.0,0.1778326604532054,0.3187283658590114
no_s142_eval,station_grouped_loso,ge31,31.0,prior_l1h2_m4_isotonic,source_a_l1h2_isotonic_score_only,probability,False,recall90,train_selected,evaluated_on_heldout,26,0.21269230769230768,0.21,0.28,0.5294117647058824,0.9523809523809523,0.6805293005671077,0.5157593123209169,0.47058823529411764,0.047619047619047616,180.0,160.0,9.0,1263.0,1612.0,0.06704505256031422,0.2181064328763347
no_s142_eval,station_grouped_loso,ge31,31.0,v09_proxy_score,M0_raw_proxy,score,False,best_F1,train_selected,evaluated_on_heldout,26,26.875,26.85,27.05,0.4025641025641026,0.8306878306878307,0.5423143350604491,0.37203791469194314,0.5974358974358974,0.1693121693121693,157.0,233.0,32.0,1190.0,1612.0,0.2058152731477907,0.17962800264169476
no_s142_eval,station_grouped_loso,ge31,31.0,v09_proxy_score,M0_raw_proxy,score,False,fixed_31,fixed,evaluated_on_heldout,26,31.0,31.0,31.0,,0.0,,0.0,,1.0,0.0,0.0,189.0,1423.0,1612.0,0.0,
no_s142_eval,station_grouped_loso,ge31,31.0,v09_proxy_score,M0_raw_proxy,score,False,precision70,train_selected,evaluated_on_heldout,26,27.794230769230765,27.75,27.8,0.7058823529411765,0.38095238095238093,0.4948453608247422,0.3287671232876712,0.29411764705882354,0.6190476190476191,72.0,30.0,117.0,1393.0,1612.0,0.21353110987892365,0.3256610371400163
no_s142_eval,station_grouped_loso,ge31,31.0,v09_proxy_score,M0_raw_proxy,score,False,recall90,train_selected,evaluated_on_heldout,26,26.696153846153848,26.65,26.7,0.3433734939759036,0.9047619047619048,0.4978165938864629,0.3313953488372093,0.6566265060240963,0.09523809523809523,171.0,327.0,18.0,1096.0,1612.0,0.08633538155120209,0.1441705338105343
no_s142_eval,station_grouped_loso,ge31,31.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,26,30.700000000000003,30.7,30.7,0.6711711711711712,0.7883597883597884,0.7250608272506083,0.5687022900763359,0.32882882882882886,0.21164021164021163,149.0,73.0,40.0,1350.0,1612.0,0.13265446181062981,0.27056741526562483
no_s142_eval,station_grouped_loso,ge31,31.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,fixed_31,fixed,evaluated_on_heldout,26,31.0,31.0,31.0,0.6705882352941176,0.6031746031746031,0.6350974930362117,0.46530612244897956,0.32941176470588235,0.3968253968253968,114.0,56.0,75.0,1367.0,1612.0,0.17162373280535628,0.2898322895366293
no_s142_eval,station_grouped_loso,ge31,31.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,precision70,train_selected,evaluated_on_heldout,26,31.234615384615385,31.2,31.25,0.7058823529411765,0.38095238095238093,0.4948453608247422,0.3287671232876712,0.29411764705882354,0.6190476190476191,72.0,30.0,117.0,1393.0,1612.0,0.1770765729075008,0.31748635218923976
no_s142_eval,station_grouped_loso,ge31,31.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,recall90,train_selected,evaluated_on_heldout,26,30.049999999999997,30.05,30.05,0.5425867507886435,0.91005291005291,0.6798418972332015,0.5149700598802395,0.45741324921135645,0.08994708994708994,172.0,145.0,17.0,1278.0,1612.0,0.09591347914303228,0.229424918568183
all,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,5,31.869999999999997,31.85,31.95,0.0821917808219178,0.4,0.13636363636363635,0.07317073170731707,0.9178082191780822,0.6,6.0,67.0,9.0,1592.0,1674.0,0.3333333333333333,0.0
all,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,5,33.0,33.0,33.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,15.0,1657.0,1674.0,0.0,0.0
all,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
all,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,recall90,train_selected,evaluated_on_heldout,5,29.630000000000003,29.5,30.15,0.03592814371257485,0.8,0.06876790830945559,0.03560830860534125,0.9640718562874252,0.2,12.0,322.0,3.0,1337.0,1674.0,0.25,0.017491540447374377
all,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,best_F1,train_selected,evaluated_on_heldout,5,28.040000000000003,27.0,28.3,0.0379746835443038,0.6,0.07142857142857144,0.037037037037037035,0.9620253164556962,0.4,9.0,228.0,6.0,1431.0,1674.0,0.5,0.019067796610169493
all,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,fixed_33,fixed,evaluated_on_heldout,5,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,15.0,1659.0,1674.0,0.0,
all,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
all,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,recall90,train_selected,evaluated_on_heldout,5,26.939999999999998,26.6,27.1,0.029891304347826088,0.7333333333333333,0.057441253263707574,0.02956989247311828,0.970108695652174,0.26666666666666666,11.0,357.0,4.0,1302.0,1674.0,0.33333333333333337,0.014638872805278997
all,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,5,31.380000000000003,30.5,31.75,0.02564102564102564,0.2,0.045454545454545456,0.023255813953488372,0.9743589743589743,0.8,3.0,114.0,12.0,1545.0,1674.0,0.25,0.013043478260869565
all,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,5,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,15.0,1659.0,1674.0,0.0,
all,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
all,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,recall90,train_selected,evaluated_on_heldout,5,29.9,29.5,30.0,0.046822742474916385,0.9333333333333333,0.08917197452229299,0.04666666666666667,0.9531772575250836,0.06666666666666667,14.0,285.0,1.0,1374.0,1674.0,0.05555555555555558,0.02699453009785519
all,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,27,31.23333333333334,31.2,32.0,0.03759398496240601,0.3333333333333333,0.06756756756756757,0.03496503496503497,0.9624060150375939,0.6666666666666666,5.0,128.0,10.0,1531.0,1674.0,0.3435921354681384,0.08322725003224002
all,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,27,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,15.0,1659.0,1674.0,0.0,
all,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
all,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,recall90,train_selected,evaluated_on_heldout,27,30.25185185185185,30.25,30.3,0.05128205128205128,0.9333333333333333,0.09722222222222221,0.051094890510948905,0.9487179487179487,0.06666666666666667,14.0,259.0,1.0,1400.0,1674.0,0.05323971374999501,0.1367837133579263
all,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,best_F1,train_selected,evaluated_on_heldout,27,28.25555555555555,27.7,28.3,0.06060606060606061,0.13333333333333333,0.08333333333333333,0.043478260869565216,0.9393939393939394,0.8666666666666667,2.0,31.0,13.0,1628.0,1674.0,0.3818813079129867,0.06013353538235166
all,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,fixed_33,fixed,evaluated_on_heldout,27,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,15.0,1659.0,1674.0,0.0,
all,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
all,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,recall90,train_selected,evaluated_on_heldout,27,27.0,27.0,27.0,0.037940379403794036,0.9333333333333333,0.07291666666666666,0.03783783783783784,0.962059620596206,0.06666666666666667,14.0,355.0,1.0,1304.0,1674.0,0.05323971374999501,0.09549908224334333
all,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,27,30.73888888888889,30.7,31.75,0.036036036036036036,0.5333333333333333,0.06751054852320676,0.034934497816593885,0.963963963963964,0.4666666666666667,8.0,214.0,7.0,1445.0,1674.0,0.372677996249965,0.07744252733358453
all,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,27,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,15.0,1659.0,1674.0,0.0,
all,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
all,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,recall90,train_selected,evaluated_on_heldout,27,30.366666666666667,30.25,30.7,0.0456140350877193,0.8666666666666667,0.08666666666666667,0.04529616724738676,0.9543859649122807,0.13333333333333333,13.0,272.0,2.0,1387.0,1674.0,0.10647942749998998,0.12745369751905997
no_s142_eval,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,5,31.97,31.85,32.0,0.07042253521126761,0.625,0.12658227848101267,0.06756756756756757,0.9295774647887324,0.375,5.0,66.0,3.0,1538.0,1612.0,0.5,0.0
no_s142_eval,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,5,33.0,33.0,33.0,0.0,0.0,,0.0,1.0,1.0,0.0,2.0,8.0,1602.0,1612.0,0.0,0.0
no_s142_eval,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
no_s142_eval,blocked_time,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,recall90,train_selected,evaluated_on_heldout,5,30.080000000000002,29.6,32.0,0.024390243902439025,0.625,0.046948356807511735,0.02403846153846154,0.975609756097561,0.375,5.0,200.0,3.0,1404.0,1612.0,0.5,0.012315270935960592
no_s142_eval,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,best_F1,train_selected,evaluated_on_heldout,5,28.220000000000006,27.9,28.3,0.03278688524590164,0.25,0.05797101449275363,0.029850746268656716,0.9672131147540983,0.75,2.0,59.0,6.0,1545.0,1612.0,0.2,0.016666666666666666
no_s142_eval,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,fixed_33,fixed,evaluated_on_heldout,5,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,8.0,1604.0,1612.0,0.0,
no_s142_eval,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
no_s142_eval,blocked_time,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,recall90,train_selected,evaluated_on_heldout,5,27.110000000000003,27.0,27.55,0.02127659574468085,0.75,0.04137931034482758,0.02112676056338028,0.9787234042553191,0.25,6.0,276.0,2.0,1328.0,1612.0,0.33333333333333337,0.010113879109443025
no_s142_eval,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,5,31.54,30.7,31.75,0.010101010101010102,0.125,0.018691588785046728,0.009433962264150943,0.98989898989899,0.875,1.0,98.0,7.0,1506.0,1612.0,0.16666666666666666,0.005154639175257732
no_s142_eval,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,5,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,8.0,1604.0,1612.0,0.0,
no_s142_eval,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
no_s142_eval,blocked_time,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,recall90,train_selected,evaluated_on_heldout,5,30.139999999999997,30.0,30.7,0.027906976744186046,0.75,0.05381165919282511,0.027649769585253458,0.9720930232558139,0.25,6.0,209.0,2.0,1395.0,1612.0,0.33333333333333337,0.01820865268551439
no_s142_eval,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,26,31.753846153846155,31.2,32.0,0.01818181818181818,0.125,0.031746031746031744,0.016129032258064516,0.9818181818181818,0.875,1.0,54.0,7.0,1550.0,1612.0,0.20000000000000004,0.042591770999996004
no_s142_eval,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,26,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,8.0,1604.0,1612.0,0.0,
no_s142_eval,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
no_s142_eval,station_grouped_loso,ge33,33.0,m7_compact_weather_score,M7_compact_weather_ridge,score,False,recall90,train_selected,evaluated_on_heldout,26,30.299999999999997,30.3,30.3,0.03088803088803089,1.0,0.05992509363295881,0.03088803088803089,0.9691119691119691,0.0,8.0,251.0,0.0,1353.0,1612.0,0.0,0.06902146491809974
no_s142_eval,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,best_F1,train_selected,evaluated_on_heldout,26,28.301923076923075,28.3,28.35,0.041666666666666664,0.125,0.0625,0.03225806451612903,0.9583333333333334,0.875,1.0,23.0,7.0,1581.0,1612.0,0.4000000000000001,0.13323467750529827
no_s142_eval,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,fixed_33,fixed,evaluated_on_heldout,26,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,8.0,1604.0,1612.0,0.0,
no_s142_eval,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
no_s142_eval,station_grouped_loso,ge33,33.0,v09_proxy_score,M0_raw_proxy,score,False,recall90,train_selected,evaluated_on_heldout,26,27.0,27.0,27.0,0.02247191011235955,1.0,0.04395604395604395,0.02247191011235955,0.9775280898876404,0.0,8.0,348.0,0.0,1256.0,1612.0,0.0,0.04833806339987036
no_s142_eval,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,best_F1,train_selected,evaluated_on_heldout,26,31.721153846153847,31.0,31.75,0.05,0.125,0.07142857142857144,0.037037037037037035,0.95,0.875,1.0,19.0,7.0,1585.0,1612.0,0.20000000000000004,0.047913297881339086
no_s142_eval,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,fixed_33,fixed,evaluated_on_heldout,26,33.0,33.0,33.0,,0.0,,0.0,,1.0,0.0,0.0,8.0,1604.0,1612.0,0.0,
no_s142_eval,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,precision70,train_selected,skipped_unachievable,0,,,,,,,,,,,,,,,,
no_s142_eval,station_grouped_loso,ge33,33.0,wbgt_a_m4_score,M4_inertia_ridge,score,False,recall90,train_selected,evaluated_on_heldout,26,30.701923076923077,30.7,30.75,0.03167420814479638,0.875,0.0611353711790393,0.03153153153153153,0.9683257918552036,0.125,7.0,214.0,1.0,1390.0,1612.0,0.2,0.07037509211698485
