companion_id,model_family,operating_point,station_id,focus_station_flag,n,event_count_ge31,TP,FP,FN,TN,precision,recall,F1,false_alarm_ratio,miss_rate,mean_output_value,mean_expected_exceedance_ge31_c
wbgt_a_m4_score,M4_inertia_ridge,fixed_31,S153,False,62,7,5,2,2,53,0.7142857142857143,0.7142857142857143,0.7142857142857143,0.2857142857142857,0.2857142857142857,27.43457216077793,0.09558584458465486
wbgt_a_m4_score,M4_inertia_ridge,fixed_31,S180,False,62,9,7,0,2,53,1.0,0.7777777777777778,0.8750000000000001,0.0,0.2222222222222222,27.445441333438758,0.09739936340840563
wbgt_a_m4_score,M4_inertia_ridge,fixed_31,S184,False,62,6,4,2,2,54,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,27.480060550136887,0.10952723202015846
wbgt_a_m4_score,M4_inertia_ridge,fixed_31,S187,False,62,8,6,1,2,53,0.8571428571428571,0.75,0.7999999999999999,0.14285714285714285,0.25,27.51021506392724,0.11173380893192192
wbgt_a_m4_score,M4_inertia_ridge,precision70,S124,False,62,0,0,9,0,53,0.0,,,1.0,,27.641790436159532,0.10773295157177701
wbgt_a_m4_score,M4_inertia_ridge,precision70,S125,False,62,8,4,2,4,52,0.6666666666666666,0.5,0.5714285714285715,0.3333333333333333,0.5,27.39933263588739,0.10505955855720618
wbgt_a_m4_score,M4_inertia_ridge,precision70,S126,False,62,8,4,0,4,54,1.0,0.5,0.6666666666666666,0.0,0.5,27.43847835772222,0.08919566540618101
wbgt_a_m4_score,M4_inertia_ridge,precision70,S127,False,62,10,4,0,6,52,1.0,0.4,0.5714285714285715,0.0,0.6,27.589204317032504,0.12005875098099912
wbgt_a_m4_score,M4_inertia_ridge,precision70,S128,False,62,11,4,0,7,51,1.0,0.36363636363636365,0.5333333333333333,0.0,0.6363636363636364,27.471709821657047,0.10361391851435259
wbgt_a_m4_score,M4_inertia_ridge,precision70,S129,False,62,10,4,0,6,52,1.0,0.4,0.5714285714285715,0.0,0.6,27.608620230064748,0.10267409217676263
wbgt_a_m4_score,M4_inertia_ridge,precision70,S130,False,62,6,2,1,4,55,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.3333333333333333,0.6666666666666666,27.498698037876174,0.11402809472831008
wbgt_a_m4_score,M4_inertia_ridge,precision70,S132,False,62,9,4,1,5,52,0.8,0.4444444444444444,0.5714285714285714,0.2,0.5555555555555556,27.436893177773687,0.09568681415346668
wbgt_a_m4_score,M4_inertia_ridge,precision70,S135,False,62,11,3,1,8,50,0.75,0.2727272727272727,0.39999999999999997,0.25,0.7272727272727273,27.353662913507637,0.09103077590946063
wbgt_a_m4_score,M4_inertia_ridge,precision70,S137,False,62,13,2,1,11,48,0.6666666666666666,0.15384615384615385,0.25,0.3333333333333333,0.8461538461538461,27.510787950783335,0.10644218964300546
wbgt_a_m4_score,M4_inertia_ridge,precision70,S139,True,62,1,1,8,0,53,0.1111111111111111,1.0,0.19999999999999998,0.8888888888888888,0.0,27.83131119225161,0.11224474738870474
wbgt_a_m4_score,M4_inertia_ridge,precision70,S140,False,62,4,3,2,1,56,0.6,0.75,0.6666666666666665,0.4,0.25,27.449193793997605,0.09363213526842022
wbgt_a_m4_score,M4_inertia_ridge,precision70,S141,False,62,10,4,0,6,52,1.0,0.4,0.5714285714285715,0.0,0.6,27.463268473140474,0.10584264001171449
wbgt_a_m4_score,M4_inertia_ridge,precision70,S142,True,62,15,2,0,13,47,1.0,0.13333333333333333,0.23529411764705882,0.0,0.8666666666666667,27.49188766029836,0.09251547053085184
wbgt_a_m4_score,M4_inertia_ridge,precision70,S143,False,62,7,3,2,4,53,0.6,0.42857142857142855,0.5,0.4,0.5714285714285714,27.445271677830572,0.10468007231569113
wbgt_a_m4_score,M4_inertia_ridge,precision70,S144,False,62,8,3,1,5,53,0.75,0.375,0.5,0.25,0.625,27.589783107457194,0.12394909533697276
wbgt_a_m4_score,M4_inertia_ridge,precision70,S145,False,62,8,4,0,4,54,1.0,0.5,0.6666666666666666,0.0,0.5,27.345854832909456,0.09253661635910584
wbgt_a_m4_score,M4_inertia_ridge,precision70,S146,False,62,3,2,2,1,57,0.5,0.6666666666666666,0.5714285714285715,0.5,0.3333333333333333,27.453332773102638,0.09569176276951703
wbgt_a_m4_score,M4_inertia_ridge,precision70,S147,False,62,10,4,0,6,52,1.0,0.4,0.5714285714285715,0.0,0.6,27.60409872025495,0.12157144850993377
wbgt_a_m4_score,M4_inertia_ridge,precision70,S148,False,62,5,2,2,3,55,0.5,0.4,0.4444444444444445,0.5,0.6,27.66011740710261,0.10812414852581541
wbgt_a_m4_score,M4_inertia_ridge,precision70,S149,False,62,5,3,1,2,56,0.75,0.6,0.6666666666666665,0.25,0.4,27.663081154960533,0.10907540260645433
wbgt_a_m4_score,M4_inertia_ridge,precision70,S150,False,62,3,0,3,3,56,0.0,0.0,,1.0,1.0,27.525114530332218,0.11054668292721574
wbgt_a_m4_score,M4_inertia_ridge,precision70,S151,False,62,9,3,0,6,53,1.0,0.3333333333333333,0.5,0.0,0.6666666666666666,27.47127575635378,0.09496931996842535
wbgt_a_m4_score,M4_inertia_ridge,precision70,S153,False,62,7,3,2,4,53,0.6,0.42857142857142855,0.5,0.4,0.5714285714285714,27.43457216077793,0.09558584458465486
wbgt_a_m4_score,M4_inertia_ridge,precision70,S180,False,62,9,4,0,5,53,1.0,0.4444444444444444,0.6153846153846153,0.0,0.5555555555555556,27.445441333438758,0.09739936340840563
wbgt_a_m4_score,M4_inertia_ridge,precision70,S184,False,62,6,3,1,3,55,0.75,0.5,0.6,0.25,0.5,27.480060550136887,0.10952723202015846
wbgt_a_m4_score,M4_inertia_ridge,precision70,S187,False,62,8,2,1,6,53,0.6666666666666666,0.25,0.36363636363636365,0.3333333333333333,0.75,27.51021506392724,0.11173380893192192
wbgt_a_m4_score,M4_inertia_ridge,recall90,S124,False,62,0,0,13,0,49,0.0,,,1.0,,27.641790436159532,0.10773295157177701
wbgt_a_m4_score,M4_inertia_ridge,recall90,S125,False,62,8,7,6,1,48,0.5384615384615384,0.875,0.6666666666666667,0.46153846153846156,0.125,27.39933263588739,0.10505955855720618
wbgt_a_m4_score,M4_inertia_ridge,recall90,S126,False,62,8,6,6,2,48,0.5,0.75,0.6,0.5,0.25,27.43847835772222,0.08919566540618101
wbgt_a_m4_score,M4_inertia_ridge,recall90,S127,False,62,10,10,4,0,48,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,27.589204317032504,0.12005875098099912
wbgt_a_m4_score,M4_inertia_ridge,recall90,S128,False,62,11,11,2,0,49,0.8461538461538461,1.0,0.9166666666666666,0.15384615384615385,0.0,27.471709821657047,0.10361391851435259
wbgt_a_m4_score,M4_inertia_ridge,recall90,S129,False,62,10,8,3,2,49,0.7272727272727273,0.8,0.761904761904762,0.2727272727272727,0.2,27.608620230064748,0.10267409217676263
wbgt_a_m4_score,M4_inertia_ridge,recall90,S130,False,62,6,6,8,0,48,0.42857142857142855,1.0,0.6,0.5714285714285714,0.0,27.498698037876174,0.11402809472831008
wbgt_a_m4_score,M4_inertia_ridge,recall90,S132,False,62,9,9,4,0,49,0.6923076923076923,1.0,0.8181818181818181,0.3076923076923077,0.0,27.436893177773687,0.09568681415346668
wbgt_a_m4_score,M4_inertia_ridge,recall90,S135,False,62,11,9,2,2,49,0.8181818181818182,0.8181818181818182,0.8181818181818182,0.18181818181818182,0.18181818181818182,27.353662913507637,0.09103077590946063
wbgt_a_m4_score,M4_inertia_ridge,recall90,S137,False,62,13,9,3,4,46,0.75,0.6923076923076923,0.7199999999999999,0.25,0.3076923076923077,27.510787950783335,0.10644218964300546
wbgt_a_m4_score,M4_inertia_ridge,recall90,S139,True,62,1,1,11,0,50,0.08333333333333333,1.0,0.15384615384615385,0.9166666666666666,0.0,27.83131119225161,0.11224474738870474
wbgt_a_m4_score,M4_inertia_ridge,recall90,S140,False,62,4,4,9,0,49,0.3076923076923077,1.0,0.47058823529411764,0.6923076923076923,0.0,27.449193793997605,0.09363213526842022
wbgt_a_m4_score,M4_inertia_ridge,recall90,S141,False,62,10,9,4,1,48,0.6923076923076923,0.9,0.7826086956521738,0.3076923076923077,0.1,27.463268473140474,0.10584264001171449
wbgt_a_m4_score,M4_inertia_ridge,recall90,S142,True,62,15,11,0,4,47,1.0,0.7333333333333333,0.846153846153846,0.0,0.26666666666666666,27.49188766029836,0.09251547053085184
wbgt_a_m4_score,M4_inertia_ridge,recall90,S143,False,62,7,7,6,0,49,0.5384615384615384,1.0,0.7000000000000001,0.46153846153846156,0.0,27.445271677830572,0.10468007231569113
wbgt_a_m4_score,M4_inertia_ridge,recall90,S144,False,62,8,8,6,0,48,0.5714285714285714,1.0,0.7272727272727273,0.42857142857142855,0.0,27.589783107457194,0.12394909533697276
wbgt_a_m4_score,M4_inertia_ridge,recall90,S145,False,62,8,8,4,0,50,0.6666666666666666,1.0,0.8,0.3333333333333333,0.0,27.345854832909456,0.09253661635910584
wbgt_a_m4_score,M4_inertia_ridge,recall90,S146,False,62,3,3,10,0,49,0.23076923076923078,1.0,0.375,0.7692307692307693,0.0,27.453332773102638,0.09569176276951703
wbgt_a_m4_score,M4_inertia_ridge,recall90,S147,False,62,10,10,4,0,48,0.7142857142857143,1.0,0.8333333333333333,0.2857142857142857,0.0,27.60409872025495,0.12157144850993377
wbgt_a_m4_score,M4_inertia_ridge,recall90,S148,False,62,5,5,8,0,49,0.38461538461538464,1.0,0.5555555555555556,0.6153846153846154,0.0,27.66011740710261,0.10812414852581541
wbgt_a_m4_score,M4_inertia_ridge,recall90,S149,False,62,5,5,8,0,49,0.38461538461538464,1.0,0.5555555555555556,0.6153846153846154,0.0,27.663081154960533,0.10907540260645433
wbgt_a_m4_score,M4_inertia_ridge,recall90,S150,False,62,3,3,11,0,48,0.21428571428571427,1.0,0.35294117647058826,0.7857142857142857,0.0,27.525114530332218,0.11054668292721574
wbgt_a_m4_score,M4_inertia_ridge,recall90,S151,False,62,9,8,3,1,50,0.7272727272727273,0.8888888888888888,0.7999999999999999,0.2727272727272727,0.1111111111111111,27.47127575635378,0.09496931996842535
wbgt_a_m4_score,M4_inertia_ridge,recall90,S153,False,62,7,7,6,0,49,0.5384615384615384,1.0,0.7000000000000001,0.46153846153846156,0.0,27.43457216077793,0.09558584458465486
wbgt_a_m4_score,M4_inertia_ridge,recall90,S180,False,62,9,9,4,0,49,0.6923076923076923,1.0,0.8181818181818181,0.3076923076923077,0.0,27.445441333438758,0.09739936340840563
wbgt_a_m4_score,M4_inertia_ridge,recall90,S184,False,62,6,6,7,0,49,0.46153846153846156,1.0,0.631578947368421,0.5384615384615384,0.0,27.480060550136887,0.10952723202015846
wbgt_a_m4_score,M4_inertia_ridge,recall90,S187,False,62,8,8,6,0,48,0.5714285714285714,1.0,0.7272727272727273,0.42857142857142855,0.0,27.51021506392724,0.11173380893192192
