asset_type,logical_name,original_expected_path,candidate_match_count,candidate_root_aliases,selected_root_alias,remap_status,notes
cell_geometry,TP_0575_focus_cell,data/solweig/v12_n24_tiles/TP_0575/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0575_dsm_buildings,data/solweig/v12_n24_tiles/TP_0575/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0575_dem,data/solweig/v12_n24_tiles/TP_0575/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0575_vegetation_base,data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0575_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0575/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0575_wall_height,data/solweig/v12_n24_tiles/TP_0575/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0575_wall_aspect,data/solweig/v12_n24_tiles/TP_0575/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0575_svf_base,data/solweig/v12_n24_tiles/TP_0575/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0575_svf_overhead,data/solweig/v12_n24_tiles/TP_0575/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
cell_geometry,TP_0627_focus_cell,data/solweig/v12_n24_tiles/TP_0627/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0627_dsm_buildings,data/solweig/v12_n24_tiles/TP_0627/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0627_dem,data/solweig/v12_n24_tiles/TP_0627/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0627_vegetation_base,data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0627_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0627/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0627_wall_height,data/solweig/v12_n24_tiles/TP_0627/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0627_wall_aspect,data/solweig/v12_n24_tiles/TP_0627/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0627_svf_base,data/solweig/v12_n24_tiles/TP_0627/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0627_svf_overhead,data/solweig/v12_n24_tiles/TP_0627/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
cell_geometry,TP_0676_focus_cell,data/solweig/v12_n24_tiles/TP_0676/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0676_dsm_buildings,data/solweig/v12_n24_tiles/TP_0676/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0676_dem,data/solweig/v12_n24_tiles/TP_0676/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0676_vegetation_base,data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0676_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0676/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0676_wall_height,data/solweig/v12_n24_tiles/TP_0676/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0676_wall_aspect,data/solweig/v12_n24_tiles/TP_0676/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0676_svf_base,data/solweig/v12_n24_tiles/TP_0676/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0676_svf_overhead,data/solweig/v12_n24_tiles/TP_0676/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
cell_geometry,TP_0773_focus_cell,data/solweig/v12_n24_tiles/TP_0773/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0773_dsm_buildings,data/solweig/v12_n24_tiles/TP_0773/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0773_dem,data/solweig/v12_n24_tiles/TP_0773/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0773_vegetation_base,data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0773_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0773/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0773_wall_height,data/solweig/v12_n24_tiles/TP_0773/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0773_wall_aspect,data/solweig/v12_n24_tiles/TP_0773/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0773_svf_base,data/solweig/v12_n24_tiles/TP_0773/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0773_svf_overhead,data/solweig/v12_n24_tiles/TP_0773/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
cell_geometry,TP_0835_focus_cell,data/solweig/v12_n24_tiles/TP_0835/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0835_dsm_buildings,data/solweig/v12_n24_tiles/TP_0835/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0835_dem,data/solweig/v12_n24_tiles/TP_0835/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0835_vegetation_base,data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0835_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0835/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0835_wall_height,data/solweig/v12_n24_tiles/TP_0835/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0835_wall_aspect,data/solweig/v12_n24_tiles/TP_0835/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0835_svf_base,data/solweig/v12_n24_tiles/TP_0835/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0835_svf_overhead,data/solweig/v12_n24_tiles/TP_0835/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
cell_geometry,TP_0857_focus_cell,data/solweig/v12_n24_tiles/TP_0857/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0857_dsm_buildings,data/solweig/v12_n24_tiles/TP_0857/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0857_dem,data/solweig/v12_n24_tiles/TP_0857/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0857_vegetation_base,data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0857_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0857/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0857_wall_height,data/solweig/v12_n24_tiles/TP_0857/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0857_wall_aspect,data/solweig/v12_n24_tiles/TP_0857/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0857_svf_base,data/solweig/v12_n24_tiles/TP_0857/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0857_svf_overhead,data/solweig/v12_n24_tiles/TP_0857/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
cell_geometry,TP_0960_focus_cell,data/solweig/v12_n24_tiles/TP_0960/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0960_dsm_buildings,data/solweig/v12_n24_tiles/TP_0960/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0960_dem,data/solweig/v12_n24_tiles/TP_0960/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0960_vegetation_base,data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0960_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0960/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0960_wall_height,data/solweig/v12_n24_tiles/TP_0960/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0960_wall_aspect,data/solweig/v12_n24_tiles/TP_0960/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0960_svf_base,data/solweig/v12_n24_tiles/TP_0960/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0960_svf_overhead,data/solweig/v12_n24_tiles/TP_0960/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
cell_geometry,TP_0986_focus_cell,data/solweig/v12_n24_tiles/TP_0986/focus_cell.geojson,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0986_dsm_buildings,data/solweig/v12_n24_tiles/TP_0986/dsm_buildings_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0986_dem,data/solweig/v12_n24_tiles/TP_0986/dsm_dem_flat_tile.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0986_vegetation_base,data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_base.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0986_vegetation_overhead,data/solweig/v12_n24_tiles/TP_0986/dsm_vegetation_tile_overhead_as_canopy.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0986_wall_height,data/solweig/v12_n24_tiles/TP_0986/wall_height.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
raster_tile,TP_0986_wall_aspect,data/solweig/v12_n24_tiles/TP_0986/wall_aspect.tif,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0986_svf_base,data/solweig/v12_n24_tiles/TP_0986/svf_base/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
svf_zip,TP_0986_svf_overhead,data/solweig/v12_n24_tiles/TP_0986/svf_overhead_as_canopy/svfs.zip,1,original_project,original_project,recovered_by_root_remap,Existence discovery only; no asset copy/open.
met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h10,data/solweig/v09_met_forcing_2026_05_08_S128_h10.txt,0,,,still_missing,Existence discovery only; no asset copy/open.
met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h12,data/solweig/v09_met_forcing_2026_05_08_S128_h12.txt,0,,,still_missing,Existence discovery only; no asset copy/open.
met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h13,data/solweig/v09_met_forcing_2026_05_08_S128_h13.txt,0,,,still_missing,Existence discovery only; no asset copy/open.
met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h15,data/solweig/v09_met_forcing_2026_05_08_S128_h15.txt,0,,,still_missing,Existence discovery only; no asset copy/open.
met_forcing_file,FD02_humid_hot_cloudy_or_diffuse_20260508_h16,data/solweig/v09_met_forcing_2026_05_08_S128_h16.txt,0,,,still_missing,Existence discovery only; no asset copy/open.
