model,split_type,heldout_station_id,n_train,n_test,description,bias,global_bias,bias_daytime,bias_nighttime,bias_shoulder,intercept,slope,coef_std_wbgt_proxy_physics,coef_std_shortwave_radiation,coef_std_diffuse_fraction,coef_std_direct_fraction,coef_std_wind_speed_10m,coef_std_cloud_cover,coef_std_hour_sin_beta,coef_std_hour_cos_beta,coef_std_shortwave_3h_mean,coef_std_shortwave_lag_1h,coef_std_shortwave_lag_2h,coef_std_cumulative_day_shortwave_whm2,coef_std_dTair_dt_1h,coef_std_station_nearest_grid_svf,coef_std_station_nearest_grid_shade_fraction,coef_std_station_nearest_grid_tree_canopy_fraction,coef_std_station_nearest_grid_ndvi_mean,coef_std_station_nearest_grid_road_fraction,coef_std_station_nearest_grid_building_density
M4_inertia_ridge,LOSO,S125,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8407756746216631,1.935061392103826,0.8626382640208266,-1.1203912998404502,0.04042930697855104,0.016415891421060414,-0.05610138368449707,0.07094255258868558,-0.04837477586961668,0.3152484584013611,-0.4035909290292654,0.017223347854495127,-0.127099710979344,,,,,,
M4_inertia_ridge,LOSO,S126,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.7999224539162111,1.9645828141541404,0.852347389713987,-1.1102893393753737,0.04974228129465398,0.0005872369331474819,-0.021306215073170216,0.09838741421227255,0.11714884953409803,0.21619108328757525,-0.45547470076383595,0.04100076996458706,-0.12343486137362927,,,,,,
M4_inertia_ridge,LOSO,S127,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8263758265389151,1.9538098419187746,0.8636293976398918,-1.1444120203152057,0.05278142524368579,-0.0014899462119425232,-0.05250033053053777,0.07144854305645255,-0.07248855587057389,0.347485177565514,-0.40179383087947307,0.021999471189686193,-0.11287866198049025,,,,,,
M4_inertia_ridge,LOSO,S128,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8192451717411109,1.8523797717381014,0.8364564363621967,-1.0925094911041475,0.05417812120046787,0.008336731225574502,-0.028322135239751738,0.0722885688967245,0.15472913567653881,0.28221875797231716,-0.49931828889672,0.03362785873637767,-0.11102860688142463,,,,,,
M4_inertia_ridge,LOSO,S129,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8102458454193696,2.006238003713492,0.8568867800410397,-1.1170925729200725,0.04544849477482655,-0.0004651678920339209,-0.046862511674480294,0.07111309104265895,-0.11949119187389981,0.32044570903802294,-0.3722769871262861,0.038192730160898435,-0.1117379383781944,,,,,,
M4_inertia_ridge,LOSO,S130,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8144999626612021,1.9623621696497906,0.8583833784801199,-1.1287927268789406,0.04206583026968857,0.002686809536003086,-0.017285468635107083,0.081080672670789,0.1495580173761031,0.22489168306714283,-0.47224980713369646,0.04302730341212508,-0.11580746529452375,,,,,,
M4_inertia_ridge,LOSO,S132,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8501501666985234,1.9418532080077338,0.8341453640549852,-1.1112290087819894,0.03815379995702122,0.0015279576132034196,0.003806604710987107,0.06659930076804901,0.09798390120122619,0.22443750417331731,-0.42882921464389034,0.042188621920922736,-0.11563934678501166,,,,,,
M4_inertia_ridge,LOSO,S135,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.7483727917856261,2.046543389951934,0.854619244774766,-1.1003034913905627,0.04281334889550369,0.005758773847702528,-0.06309352582155972,0.09076569820334432,-0.064781446853643,0.2445851060264201,-0.3713269942030753,0.032514896503457846,-0.1109640019997625,,,,,,
M4_inertia_ridge,LOSO,S137,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.7972825010463339,1.9886720058195633,0.858592839857966,-1.1363834749816588,0.039965384759483906,0.0028797069786066025,-0.031874417024460304,0.07551388814747502,0.12186432267736984,0.2374093771160982,-0.47028633959779076,0.03957335950033761,-0.12082434031167741,,,,,,
M4_inertia_ridge,LOSO,S139,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.9587242394480203,1.6814398808941664,0.7931679418079319,-1.0612594066681067,0.11078947610921147,0.01625953521283333,0.0915169340553389,0.10167360584411717,0.31696332825838575,0.21074820588191304,-0.4672818124605452,0.05236112062038975,-0.12824538421092835,,,,,,
M4_inertia_ridge,LOSO,S140,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8147012837809589,1.9996333356250224,0.8751986805702038,-1.1510453630887845,0.055403510918167836,-0.00038109933461705756,-0.0307415149846029,0.09391170471544814,0.09353756862930443,0.22280133036742242,-0.44936549903298517,0.03223985483562699,-0.13677786845058898,,,,,,
M4_inertia_ridge,LOSO,S141,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8235207930154689,2.013376726055042,0.8562224280029355,-1.1162201357966715,0.04875179979199648,-6.119316693647115e-05,-0.013944607818571136,0.0876376294841461,0.01697036899427271,0.20155639297718198,-0.3939050220070211,0.03961733339533635,-0.12579926702989053,,,,,,
M4_inertia_ridge,LOSO,S142,2470,94,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8151296471898575,1.9700832670164916,0.8593567186602131,-1.1465130527575236,0.025185235277629423,-0.009469365311027959,-0.028095236416649964,0.09075576040733,0.18722917151946863,0.18703589349266855,-0.4802061550450755,0.04447297287035477,-0.10023835189366238,,,,,,
M4_inertia_ridge,LOSO,S143,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8321469491497734,1.9474943791340573,0.8476479524945553,-1.1154068917518194,0.048132936022352746,0.006963112364411364,-0.02321813979616559,0.07286421862371213,-0.016259161273766153,0.2972273474629799,-0.40261604734884276,0.03839083922996827,-0.11791240650194086,,,,,,
M4_inertia_ridge,LOSO,S144,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8189529744668819,1.9444394197262016,0.8581725546864124,-1.1228506375338139,0.052964642208343224,0.0030812371132125467,-0.04432435409291951,0.0739305668314623,-0.06449590411711977,0.35305012306842337,-0.4004461038254354,0.028347509220087615,-0.10643148172453874,,,,,,
M4_inertia_ridge,LOSO,S145,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8116974454806688,1.9088223011490715,0.8635357928797031,-1.13620366691462,0.038880066234169085,0.007814538700440202,-0.04285709235540508,0.06376693100242817,0.010803962543912755,0.35624177784141003,-0.43965867433479333,0.03219599517224714,-0.10924707244744329,,,,,,
M4_inertia_ridge,LOSO,S146,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8129927680706793,2.008634641807686,0.875094581465449,-1.1611318683016267,0.050059349522062827,-0.011300272094011615,-0.03141596300541038,0.0881175208416079,0.01417016734754407,0.2658891065252469,-0.4178129569727192,0.032086890935080166,-0.1299583126961213,,,,,,
M4_inertia_ridge,LOSO,S147,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8502355401293183,1.9255182631237087,0.8592425378089975,-1.1353103511625977,0.05245415968919199,0.0010295681586179697,-0.026293984592775644,0.06757176901514508,0.036994538028734154,0.2678111533269702,-0.42753412037691696,0.029019655601214993,-0.11863750968020167,,,,,,
M4_inertia_ridge,LOSO,S148,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8441747400034278,2.0080478745714023,0.862898132991797,-1.1202825029820396,0.03811870255183578,0.003981013244521219,0.007962443764054061,0.08005437771028094,0.06360918232479576,0.19705137090291505,-0.4162926551248154,0.05559043459664353,-0.12784876394905603,,,,,,
M4_inertia_ridge,LOSO,S149,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8551212746299955,1.962146062326873,0.849671548338623,-1.1078635425073906,0.037152366350859785,0.0058896728054632095,0.01694669497613408,0.08219223571631189,0.02523314288906912,0.24243492518241158,-0.38919787536852457,0.05655546965776833,-0.12125865625943741,,,,,,
M4_inertia_ridge,LOSO,S150,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8266477154756997,1.95060286563075,0.8514624856269586,-1.1279270134607262,0.06020695488748723,-0.0027604917770597203,-0.0031395625897549,0.09503320604795519,0.10298443006970127,0.233001475328972,-0.4228810423569898,0.04590162934563846,-0.11010075865703248,,,,,,
M4_inertia_ridge,LOSO,S151,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8254920694948457,1.9654861761886917,0.8476801818085758,-1.1077768580703364,0.0339952128992927,0.002229889776348637,-0.00995208512938269,0.07965500464537364,0.1307934604547579,0.20920035143056925,-0.47457794736231274,0.049893735346386324,-0.11113117123797758,,,,,,
M4_inertia_ridge,LOSO,S153,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8376645177757904,1.9382631295682002,0.847073367476668,-1.1166341330585376,0.04194883503648625,0.0015549188129591988,-0.003955977645073144,0.08023140191744557,0.20332510381101657,0.18137284253090943,-0.47752906524142325,0.038436750688026815,-0.12220432623919891,,,,,,
M4_inertia_ridge,LOSO,S180,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8153094151627558,1.9588876062337863,0.850464841698738,-1.1184093345914976,0.04398330187227113,0.0008133119855205401,-0.01589672517069908,0.07970945887846723,0.1301605042762108,0.20556282702760137,-0.4461832290751227,0.038325548913182475,-0.12187133379072959,,,,,,
M4_inertia_ridge,LOSO,S184,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8377405397744251,1.98089988207518,0.8557488601501801,-1.1081424622866727,0.051458488804069294,0.0034704778222585373,-0.005029420874346726,0.08514900299711577,0.05453239227888473,0.18330542090043975,-0.38542335291753127,0.040879509589008635,-0.11742678966853536,,,,,,
M4_inertia_ridge,LOSO,S187,2469,95,Ridge calibration with lagged/cumulative shortwave and dTair/dt.,,,,,,,,0.8426506759913982,1.8961936285132177,0.8281526382028513,-1.094959266280038,0.049188706988031794,0.00452522852291635,-0.008666118199548996,0.07449631456433814,0.0874185849019896,0.2599489578804511,-0.43585204022242674,0.036765201052124816,-0.10846011988348964,,,,,,
M5_inertia_morphology_ridge,apparent,ALL,2564,2564,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7311644442880253,2.113516247385434,0.9055760663468735,-1.1915852291592774,-0.03711024607184744,0.01842675372567522,-0.14580451987137596,0.025828649553756373,-0.10104523581461271,0.37218546141329817,-0.48902060167227596,0.008902047121980746,-0.11588336307053472,-3.118739787621226,-3.1878724490644728,-0.03939809431945445,0.01896645141776119,0.06135446317916697,-0.27035067728868295
M5_inertia_morphology_ridge,LOSO,S124,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7227282629160121,2.1630786621567175,0.9047277327846818,-1.1815836308614034,-0.043278240839035996,0.01798473251701917,-0.1262740678861575,0.026069726565438055,-0.13421307899136292,0.35028877800158453,-0.44784011351118125,0.022350750809315353,-0.113975341986619,-2.7201570328316778,-2.8178476167243702,-0.04278577259617962,0.011945385552637815,0.057150259629247406,-0.2528083872414234
M5_inertia_morphology_ridge,LOSO,S125,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7688079120676199,2.051981528794358,0.9062243801978236,-1.179929352231892,-0.0336322661294187,0.03328584644541711,-0.15890164775761942,0.023925962006405083,-0.15548948520390457,0.41891280336453723,-0.473253658515336,-0.007247455035534406,-0.12749080245564715,-3.1307790743997383,-3.181098432222932,-0.036887974257125006,0.015562420754754095,0.06072904596402851,-0.28817530108154316
M5_inertia_morphology_ridge,LOSO,S126,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.688267479966985,2.1458280608461378,0.9111162452712765,-1.190123281861788,-0.046427664706151,0.017642654394206123,-0.16881667879290674,0.03588344534146972,-0.07614656504868676,0.3598507411834639,-0.5209510755466311,0.006269288504529438,-0.11950849156720683,-3.2645317092070996,-3.347356131975682,-0.0454094120820314,0.02083810179247591,0.06249029407877471,-0.28842645158654795
M5_inertia_morphology_ridge,LOSO,S127,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7382641052325501,2.0981322717926307,0.912298404496727,-1.209788515375348,-0.03525481556352177,0.01676295331517167,-0.1647451306289799,0.01936945321180679,-0.1787118161109339,0.4438011252162908,-0.4780131687631965,-0.001562356549133356,-0.11171796148428605,-2.5192982736208327,-2.5722136620810754,-0.04770561853558845,0.043996203992884134,0.08927360869295307,-0.23865357550387045
M5_inertia_morphology_ridge,LOSO,S128,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7232504760744054,2.011733708214793,0.8905606311892685,-1.1666458443200174,-0.038912739085271236,0.027063904743814367,-0.1560567159585125,0.015095626099208198,0.014140562138003479,0.40121395210018423,-0.5764504235777143,0.004542593161947017,-0.10960122194427792,-2.882045917508125,-2.9166712763352636,-0.05345399403417099,0.036983328726599034,0.11327979843403882,-0.26938652270047714
M5_inertia_morphology_ridge,LOSO,S129,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7225207980126868,2.156945214895703,0.9084240160069016,-1.1865847377900578,-0.04201758520394109,0.017494753369898156,-0.16343978355197328,0.017411056649937823,-0.25044611119257365,0.4266987522316479,-0.4418400401172439,0.011267269138638094,-0.11204617669973756,-2.954260327127779,-3.0205647395512156,-0.043881143085687364,0.028253558380348646,0.07070484003943707,-0.26258581248415735
M5_inertia_morphology_ridge,LOSO,S130,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7256198584230189,2.111801740699799,0.9089494617098922,-1.197372202756103,-0.03168048925363611,0.015766016784513177,-0.13732756184505793,0.03085802969698866,-0.01741728415049353,0.34199039553634913,-0.5209823959727803,0.013437265421901292,-0.11481540630389633,-3.122618080765443,-3.1898710888708157,-0.030081648351962496,0.008579875943513417,0.05205986816754533,-0.26648511726062224
M5_inertia_morphology_ridge,LOSO,S132,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7148098848194134,2.1544359060041947,0.9045514833102148,-1.2052678522133793,-0.06847626883530995,0.022841819698619054,-0.1803760874538636,-0.008855325358468428,-0.1608157982538548,0.4099288512194871,-0.4976571173320962,-0.003795471563939477,-0.11126380832218279,-2.3022496987076666,-2.4735701752185224,-0.13830653141343857,0.12626505811660707,0.012775430226568832,-0.22291227064437388
M5_inertia_morphology_ridge,LOSO,S135,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.6731135377408017,2.1763842083753935,0.9012977089030931,-1.1663227592548255,-0.03526722767472465,0.021449041249511813,-0.17418764626458455,0.03994538444116331,-0.19032495050467607,0.3524971205186463,-0.43797470168546593,0.005015170283438038,-0.11142849636954838,-3.0856913419654615,-3.132335024601856,-0.039364265747052804,0.012481649018122327,0.0600061149954448,-0.2806959234774469
M5_inertia_morphology_ridge,LOSO,S137,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7151317220335728,2.127451978699006,0.9059726360355594,-1.201302489564429,-0.028025077952717643,0.0146522665020758,-0.1448661057952948,0.028010599623895096,-0.03775880705778966,0.34874012121214776,-0.5146965313217735,0.011105915564531194,-0.12009483034923088,-3.127890798884489,-3.192935406287845,-0.020831905876328844,-0.0022431395883340255,0.04327434722812442,-0.260914471157938
M5_inertia_morphology_ridge,LOSO,S139,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.8572726169857068,1.835318233468501,0.8441907016524471,-1.1282418352702732,0.024442065158541,0.037426927035691275,-0.03748004784916584,0.04588119305828552,0.192294018091361,0.3259836934712939,-0.5475030837474806,0.022530720933223405,-0.12497324317338246,-3.008139815340946,-3.0715868035605243,-0.044966044863364765,0.030239427050188616,0.06722002080239428,-0.27731285125299887
M5_inertia_morphology_ridge,LOSO,S140,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7452160905869061,2.123586572920219,0.918537275948041,-1.2116321636945069,-0.023949852079713226,0.015344800084215765,-0.1283546727173895,0.047105245673420275,-0.005607904594228722,0.3121043794935355,-0.5148343923362936,0.009995072532023665,-0.13681278600776858,-3.026387379773969,-3.0568400764851034,-0.03340459017786739,0.008620325471259932,0.057725965347974244,-0.2810713896617465
M5_inertia_morphology_ridge,LOSO,S141,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7232648410426753,2.179877822503394,0.9125558712390008,-1.1931365593931447,-0.04247308033376551,0.017151344296604865,-0.14593531932992782,0.03063678904126798,-0.14150774856521126,0.32785757407681015,-0.4659713204207368,0.009349449192378286,-0.12382230008036078,-3.159866444012779,-3.231410560665539,-0.04506464829856319,0.023184909168029805,0.0745905972427681,-0.27212763376157284
M5_inertia_morphology_ridge,LOSO,S142,2470,94,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7402000327064157,2.096686132791598,0.9026265258392543,-1.2062350994127786,-0.036184407596254534,0.0009578411744290218,-0.1330041697756132,0.046851591880462805,0.03663960711395479,0.29107694753889246,-0.5192414519999443,0.01699509439693056,-0.09977731812106191,-3.1272818058652896,-3.1858089845889244,-0.008667391651143035,-0.014004671638358486,0.033992614506307736,-0.2564992621479553
M5_inertia_morphology_ridge,LOSO,S143,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7404430448814678,2.0992979566736305,0.8992162446264479,-1.1866040238306386,-0.03488321440103216,0.02285734210273878,-0.14691523191984068,0.01904959882635921,-0.17552687535406483,0.42249543655989114,-0.4644615260511844,0.008989738710872299,-0.11626774678558253,-3.1105333661594328,-3.186464529664683,-0.03895730964769042,0.018675860588417283,0.06204087819952509,-0.27559466571446195
M5_inertia_morphology_ridge,LOSO,S144,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7239329192420059,2.0947556427358807,0.907477043258958,-1.1890667673971105,-0.02267322653360106,0.017005030980750048,-0.16770890174386935,0.022266897950334864,-0.22468910098185058,0.46996872109175203,-0.45448738746131007,-0.0009205274790561083,-0.10399044349168954,-3.0016750679199378,-3.095483183792337,-0.028582426228313727,0.0058312711255060845,0.037221025158328265,-0.2544370492163485
M5_inertia_morphology_ridge,LOSO,S145,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.6964478376347275,2.0927596495820184,0.9257816070444086,-1.2209265202862756,-0.054276084496733656,0.024818996868159884,-0.19901877179517755,0.0004610550142653678,-0.19956580226648002,0.5155647727458615,-0.5087486875617775,-0.0056802077053258555,-0.10543904315220844,-3.596001850005113,-3.7059194395364505,-0.046269453422271324,0.03641229459830799,0.010023391893878728,-0.2954029231259028
M5_inertia_morphology_ridge,LOSO,S146,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7317221649591199,2.153893808734868,0.9259445557804127,-1.2305728803344045,-0.03655059745064666,0.004917995783062877,-0.13683522977632803,0.04065566428565963,-0.09383353241610107,0.36233809321056515,-0.49114561753734765,0.010326670776087864,-0.12926064975081802,-3.064916901652164,-3.1016881413536,-0.036139514173400444,0.010930941641809841,0.05935739023667176,-0.28251998853612287
M5_inertia_morphology_ridge,LOSO,S147,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7608630707432971,2.071650917834273,0.9085536446168365,-1.2019298412239097,-0.03326686935801558,0.018404606672691132,-0.14218556515251823,0.014779779817847482,-0.08311404941328515,0.3700071170073599,-0.4992043275073692,0.0034967044486402983,-0.11751779749751458,-2.979204145674796,-3.0431935365725753,-0.04126926344935573,0.025895740764081705,0.06798966164437989,-0.2651821844364866
M5_inertia_morphology_ridge,LOSO,S148,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7343830331888531,2.181547183383529,0.9179667654793423,-1.192980515614577,-0.04039998904179511,0.01737489243333017,-0.13253925713094175,0.02404498042849521,-0.145770404848948,0.3367402484071793,-0.46180077139727566,0.02104964775544588,-0.12424288315139637,-2.7502426685570334,-2.8463730352311516,-0.04251408122209275,0.0123317780946036,0.05725530433908188,-0.25486206857983223
M5_inertia_morphology_ridge,LOSO,S149,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7241476982916579,2.166580864049683,0.9125144273776503,-1.1907875323523311,-0.05064099071434222,0.018700171674233587,-0.14547976444789787,0.019547984490163473,-0.2261087487086732,0.4055407082217694,-0.4350626845590908,0.017379500708489416,-0.11510048650996203,-3.175419669406353,-3.239412355511921,-0.04709291598853125,0.027380399603470697,0.07575207450721816,-0.08545741139938737
M5_inertia_morphology_ridge,LOSO,S150,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.719273098732616,2.129969814976075,0.9117390772749838,-1.2089911933937219,-0.0316743372684045,0.014323244799317587,-0.1457492618432062,0.034605688407704345,-0.08658602280520025,0.3696855490145689,-0.48621104407867766,0.011879885054780959,-0.10867160607844358,-3.1141127161792745,-3.1932336369709646,-0.06118085703575096,0.04195445103105969,0.07864888837380662,-0.28155794346312135
M5_inertia_morphology_ridge,LOSO,S151,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7293127893817624,2.1254439316166036,0.9008587430855439,-1.1798430435571694,-0.04949657524069319,0.018047597804574333,-0.13665223386552036,0.025369032563235187,-0.03475057800729455,0.33192207825685877,-0.534220480296958,0.019614883179744576,-0.10942023275448999,-3.168048916403872,-3.243657890591815,-0.040985631489256276,0.02150446046777159,0.06491889913024697,-0.2786505431343792
M5_inertia_morphology_ridge,LOSO,S153,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.721482394419019,2.1214087747830015,0.9072707551007664,-1.1968808355374583,-0.045654771343598015,0.017727857560659817,-0.15942725875902752,0.01820630776341985,-0.02338460430230356,0.3396955623680771,-0.5311080953353959,-0.00010600998829546834,-0.11786863095570252,-3.49784817838979,-3.5170389518058682,-0.03678023888700877,-0.02343797719480427,0.11667239956024286,-0.3144034426192316
M5_inertia_morphology_ridge,LOSO,S180,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.6881324299069506,2.161698075457307,0.9175568322659381,-1.2085025635764948,-0.06354643552218854,0.022238199463196464,-0.187824679380302,0.0072097514870258245,-0.09759840371952978,0.3749715667877187,-0.52008472830239,-0.003403155572746379,-0.11803555274673953,-2.3002944406295205,-2.4748215281792283,-0.05743426739716798,0.11891055162805025,0.012124348989345592,-0.22104799172095096
M5_inertia_morphology_ridge,LOSO,S184,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7480399897218037,2.131124584042301,0.907413429262341,-1.1799303866376447,-0.031156016399927832,0.019313577509159446,-0.1288779313100255,0.030835699323155184,-0.09734393327396042,0.30276950594517266,-0.4500904243197544,0.010619254331407238,-0.11654498449311719,-3.2171068635262206,-3.287500572753584,-0.037515715244631355,0.019764311508493636,0.06270951451180481,-0.28086053565037333
M5_inertia_morphology_ridge,LOSO,S187,2469,95,M4 plus station-nearest morphology; diagnostic where morphology is representative.,,,,,,,,0.7453322222262183,2.0601971085622197,0.8836766888778919,-1.1699525524707912,-0.03512469003555599,0.020138913812173323,-0.1390522851062038,0.018959187408957467,-0.08570697534018588,0.3849901874208913,-0.49429599292919935,0.005436085535388769,-0.10748393943061084,-3.103825693534698,-3.175487378156679,-0.047514816697123145,0.028894418471332898,0.06825722469730394,-0.2763174230632563
