model,split_type,hour_sgt_numeric,n,bias_pred_minus_obs,mae,official_wbgt_mean,pred_wbgt_mean
M0_raw_proxy,apparent,17.25,27,-1.262694452027078,1.262694452027078,28.15555555555555,26.892861103528478
M0_raw_proxy,apparent,17.5,27,-0.8434428349453649,0.8686699344794792,27.72592592592593,26.88248309098056
M0_raw_proxy,apparent,17.75,27,-0.47959536560600885,0.5822292287952803,27.35185185185185,26.872256486245846
M0_raw_proxy,apparent,18.0,27,-0.2263912841953814,0.5171735915212259,27.088888888888892,26.862497604693502
M0_raw_proxy,apparent,18.25,27,-0.08879010388027585,0.4741384253074329,26.911111111111108,26.82232100723084
M0_raw_proxy,apparent,18.5,27,0.10004878059784411,0.42723726080960095,26.677777777777774,26.77782655837562
M0_raw_proxy,apparent,18.75,27,0.23978793962203657,0.41063066039335827,26.48888888888889,26.728676828510924
M0_raw_proxy,apparent,19.0,27,0.32978036864640475,0.44695900106475334,26.344444444444438,26.674224813090845
M0_raw_proxy,apparent,19.25,27,0.27817302824131207,0.4051909796295033,26.196296296296296,26.474469324537605
M0_raw_proxy,apparent,19.5,27,0.13501886862457907,0.333767970629291,26.137037037037036,26.27205590566162
M0_raw_proxy,apparent,19.75,27,-0.048505269864760794,0.3226859146881101,26.114814814814817,26.066309544950055
M0_raw_proxy,apparent,20.0,27,-0.22108009745573115,0.3484963906002321,26.07777777777778,25.856697680322046
M0_raw_proxy,apparent,20.25,27,-0.16111722421908536,0.3196758773172906,26.05925925925926,25.89814203504018
M0_raw_proxy,apparent,20.5,27,-0.12711017713168346,0.3243230054171974,26.06666666666667,25.93955648953498
M0_raw_proxy,apparent,20.75,27,-0.0635031552339728,0.32372900110292285,26.04444444444444,25.980941289210474
M0_raw_proxy,apparent,21.0,27,-0.01474036696926875,0.3410480518800047,26.037037037037035,26.02229667006777
M0_raw_proxy,apparent,21.5,27,-0.05082468975037839,0.33977954090056633,26.066666666666666,26.01584197691629
M0_raw_proxy,apparent,21.75,27,-0.05783649773545002,0.3156458579148475,26.070370370370366,26.012533872634922
M0_raw_proxy,apparent,22.0,27,-0.12045885893139444,0.3334490870733449,26.129629629629626,26.009170770698237
M0_raw_proxy,apparent,22.25,27,-0.17680362711895542,0.3434441766209307,26.196296296296296,26.01949266917734
M0_raw_proxy,apparent,22.5,27,-0.19614947855307674,0.3609602319671118,26.225925925925928,26.02977644737285
M0_raw_proxy,apparent,22.75,27,-0.20442243255524956,0.35387867047385174,26.244444444444444,26.040022011889192
M0_raw_proxy,apparent,23.25,27,-0.23227344120608684,0.35806928141484407,26.24074074074074,26.008467299534658
M0_raw_proxy,apparent,23.5,27,-0.23334574278157383,0.3641164309664441,26.2,25.96665425721842
M0_raw_proxy,apparent,23.75,27,-0.2344686357283639,0.35734888851397,26.159259259259258,25.9247906235309
M0_raw_proxy,apparent,0.0,27,-0.21712312069450734,0.3956622011910493,26.1,25.882876879305492
M0_raw_proxy,apparent,0.25,27,-0.20372295406230628,0.3808263842725392,26.06296296296296,25.859240008900656
M0_raw_proxy,apparent,0.5,27,-0.19775597879326004,0.36027299443625216,26.03333333333333,25.835577354540074
M0_raw_proxy,apparent,0.75,27,-0.16959242909637423,0.3458529269588362,25.98148148148148,25.81188905238511
M0_raw_proxy,apparent,1.0,27,-0.16738031893725558,0.3596943209154521,25.95555555555556,25.788175236618304
M0_raw_proxy,apparent,1.25,27,-0.17346635873381505,0.36173624343414734,25.92222222222222,25.74875586348841
M0_raw_proxy,apparent,1.5,27,-0.19065269035448032,0.3661133608027835,25.900000000000002,25.70934730964552
M0_raw_proxy,apparent,1.75,27,-0.2226430091606399,0.37977258781541073,25.89259259259259,25.66994958343195
M0_raw_proxy,LOSO,2.0,54,-0.20161264039180601,0.40353939285132967,25.559259259259267,25.35764661886745
M0_raw_proxy,LOSO,2.25,27,-0.11649105478902312,0.40298116342835716,25.185185185185187,25.068694130396167
M0_raw_proxy,LOSO,2.5,27,-0.0992229726312517,0.4058727519194694,25.15185185185185,25.052628879220592
M0_raw_proxy,LOSO,2.75,27,-0.09309449519089631,0.38859804465626596,25.129629629629626,25.036535134438733
M0_raw_proxy,LOSO,3.0,27,-0.07958676562036378,0.3713390215235486,25.1,25.02041323437964
M0_raw_proxy,LOSO,3.25,27,-0.09346108166878417,0.3595841559251934,25.077777777777783,24.984316696108994
M0_raw_proxy,LOSO,3.5,27,-0.12960332378650688,0.3697679583200235,25.07777777777778,24.948174453991268
M0_raw_proxy,LOSO,3.75,27,-0.176901729906552,0.3940255461434261,25.088888888888885,24.911987158982335
M0_raw_proxy,LOSO,4.0,27,-0.19831862419869495,0.3949539975611749,25.074074074074073,24.875755449875378
M0_raw_proxy,LOSO,4.25,27,-0.16097452960826508,0.3879428981990583,25.033333333333335,24.872358803725067
M0_raw_proxy,LOSO,4.5,27,-0.09771101225843769,0.3983570496944853,24.96666666666667,24.868955654408232
M0_raw_proxy,LOSO,4.75,27,-0.07149103875315321,0.3984251169157064,24.93703703703704,24.865545998283885
M0_raw_proxy,LOSO,5.0,27,-0.10824053910256987,0.38996739246360057,24.97037037037037,24.8621298312678
M0_raw_proxy,LOSO,5.25,27,-0.08642653045693517,0.39087321901082306,24.937037037037037,24.850610506580104
M0_raw_proxy,LOSO,5.5,27,-0.04240260242655291,0.40445166503911323,24.88148148148148,24.839078879054934
M0_raw_proxy,LOSO,5.75,27,-0.00950178324074621,0.4116368151254959,24.837037037037035,24.827535253796295
M0_raw_proxy,LOSO,6.0,27,0.0307947450284733,0.3891850979503703,24.78518518518518,24.815979930213665
M0_raw_proxy,LOSO,6.25,27,0.05965953432369933,0.4123918023022502,24.777777777777775,24.837437312101475
M0_raw_proxy,LOSO,6.5,27,0.0809804732550611,0.4310294315848522,24.777777777777782,24.858758251032835
M0_raw_proxy,LOSO,6.75,27,0.10216135779712837,0.43758185986796544,24.777777777777782,24.879939135574908
M0_raw_proxy,LOSO,7.0,27,0.12319846663212754,0.4349464750998397,24.77777777777778,24.900976244409904
M0_raw_proxy,LOSO,7.25,27,0.2067160575223802,0.4126149958919572,24.866666666666667,25.07338272418904
M0_raw_proxy,LOSO,7.5,27,0.20976447197061004,0.3893218319052186,25.037037037037038,25.24680150900765
M0_raw_proxy,LOSO,7.75,27,0.05888396328516481,0.39756945927597953,25.362962962962964,25.421846926248126
M0_raw_proxy,LOSO,8.0,27,-0.25941298507207927,0.476833807622841,25.85925925925926,25.599846274187183
M0_raw_proxy,LOSO,8.25,27,-0.7016399322735836,0.782962278412665,26.57777777777778,25.876137845504193
M0_raw_proxy,LOSO,8.5,27,-1.109209030142649,1.1324403659688709,27.25925925925926,26.150050229116605
M0_raw_proxy,LOSO,8.75,27,-1.5632642557377867,1.5803444378335625,27.985185185185188,26.4219209294474
M0_raw_proxy,LOSO,9.0,27,-1.7302772292929003,1.7302772292929003,28.422222222222224,26.691944992929322
M0_raw_proxy,LOSO,9.25,27,-2.0165586864124587,2.0165586864124587,28.81851851851852,26.80195983210606
M0_raw_proxy,LOSO,9.5,27,-2.143439674930733,2.149958654982943,29.05185185185185,26.90841217692112
M0_raw_proxy,LOSO,9.75,27,-2.1737953885083416,2.1737953885083416,29.185185185185187,27.01138979667684
M0_raw_proxy,LOSO,10.0,27,-2.166839349737359,2.166839349737359,29.277777777777775,27.110938428040416
M0_raw_proxy,LOSO,10.25,27,-2.282789816159943,2.282789816159943,29.485185185185188,27.202395369025243
M0_raw_proxy,LOSO,10.5,27,-2.459443645206958,2.459443645206958,29.75185185185185,27.292408206644897
M0_raw_proxy,LOSO,10.75,27,-2.589403749358565,2.589403749358565,29.97037037037037,27.380966621011808
M0_raw_proxy,LOSO,11.0,27,-2.631944989220658,2.631944989220658,30.1,27.46805501077934
M0_raw_proxy,LOSO,11.25,27,-2.5726505034805225,2.5726505034805225,30.133333333333333,27.56068282985281
M0_raw_proxy,LOSO,11.5,27,-2.7039574838179368,2.7039574838179368,30.355555555555558,27.65159807173762
M0_raw_proxy,LOSO,11.75,27,-2.8295683406203533,2.8295683406203533,30.570370370370373,27.740802029750018
M0_raw_proxy,LOSO,12.0,27,-2.756886089885737,2.756886089885737,30.58518518518519,27.828299095299453
M0_raw_proxy,LOSO,12.25,27,-2.8358235276526047,2.8358235276526047,30.57407407407407,27.738250546421472
M0_raw_proxy,LOSO,12.5,27,-3.0667976968394184,3.0667976968394184,30.71481481481481,27.648017117975396
M0_raw_proxy,LOSO,12.75,27,-3.305372248885131,3.305372248885131,30.86296296296296,27.557590714077833
M0_raw_proxy,LOSO,13.0,27,-3.4774785999557234,3.4774785999557234,30.94444444444444,27.466965844488726
M0_raw_proxy,LOSO,13.25,27,-3.5048692572660465,3.5048692572660465,31.07407407407408,27.56920481680803
M0_raw_proxy,LOSO,13.5,27,-3.457150430772535,3.457150430772535,31.13333333333333,27.676182902560797
M0_raw_proxy,LOSO,13.75,27,-3.2047246546075536,3.2047246546075536,31.0,27.795275345392447
M0_raw_proxy,LOSO,14.0,27,-2.6659982498740655,2.6659982498740655,30.62962962962963,27.963631379755565
M0_raw_proxy,LOSO,14.25,27,-2.8631219689526244,2.8631219689526244,30.56666666666667,27.703544697714044
M0_raw_proxy,LOSO,14.5,27,-3.140821426838653,3.140821426838653,30.633333333333333,27.49251190649468
M0_raw_proxy,LOSO,14.75,26,-3.466188483663042,3.466188483663042,30.765384615384615,27.299196131721576
M0_raw_proxy,LOSO,15.0,27,-3.855297488778934,3.855297488778934,30.955555555555552,27.100258066776618
M0_raw_proxy,LOSO,15.25,27,-4.275573022908041,4.275573022908041,31.3037037037037,27.028130680795655
M0_raw_proxy,LOSO,15.5,27,-4.437395116036864,4.437395116036864,31.392592592592592,26.95519747655573
M0_raw_proxy,LOSO,15.75,27,-4.207521494235852,4.207521494235852,31.08888888888889,26.88136739465304
M0_raw_proxy,LOSO,16.0,27,-4.01567672707093,4.01567672707093,30.82222222222222,26.806545495151294
M0_raw_proxy,LOSO,16.25,27,-3.573417970963482,3.573417970963482,30.4037037037037,26.830285732740226
M0_raw_proxy,LOSO,16.5,27,-3.1381906599576044,3.1381906599576044,29.992592592592594,26.854401932634985
M0_raw_proxy,LOSO,16.75,27,-2.7101311252848768,2.7101311252848768,29.58888888888889,26.878757763604014
M0_raw_proxy,LOSO,17.0,27,-1.9300882220290807,1.9300882220290807,28.833333333333332,26.903245111304255
M0_raw_proxy,LOSO,17.25,27,-1.262694452027078,1.262694452027078,28.15555555555555,26.892861103528478
M0_raw_proxy,LOSO,17.5,27,-0.8434428349453649,0.8686699344794792,27.72592592592593,26.88248309098056
M0_raw_proxy,LOSO,17.75,27,-0.47959536560600885,0.5822292287952803,27.35185185185185,26.872256486245846
M0_raw_proxy,LOSO,18.0,27,-0.2263912841953814,0.5171735915212259,27.088888888888892,26.862497604693502
M0_raw_proxy,LOSO,18.25,27,-0.08879010388027585,0.4741384253074329,26.911111111111108,26.82232100723084
M0_raw_proxy,LOSO,18.5,27,0.10004878059784411,0.42723726080960095,26.677777777777774,26.77782655837562
M0_raw_proxy,LOSO,18.75,27,0.23978793962203657,0.41063066039335827,26.48888888888889,26.728676828510924
M0_raw_proxy,LOSO,19.0,27,0.32978036864640475,0.44695900106475334,26.344444444444438,26.674224813090845
M0_raw_proxy,LOSO,19.25,27,0.27817302824131207,0.4051909796295033,26.196296296296296,26.474469324537605
M0_raw_proxy,LOSO,19.5,27,0.13501886862457907,0.333767970629291,26.137037037037036,26.27205590566162
M0_raw_proxy,LOSO,19.75,27,-0.048505269864760794,0.3226859146881101,26.114814814814817,26.066309544950055
M0_raw_proxy,LOSO,20.0,27,-0.22108009745573115,0.3484963906002321,26.07777777777778,25.856697680322046
M0_raw_proxy,LOSO,20.25,27,-0.16111722421908536,0.3196758773172906,26.05925925925926,25.89814203504018
M0_raw_proxy,LOSO,20.5,27,-0.12711017713168346,0.3243230054171974,26.06666666666667,25.93955648953498
M0_raw_proxy,LOSO,20.75,27,-0.0635031552339728,0.32372900110292285,26.04444444444444,25.980941289210474
M0_raw_proxy,LOSO,21.0,27,-0.01474036696926875,0.3410480518800047,26.037037037037035,26.02229667006777
M0_raw_proxy,LOSO,21.5,27,-0.05082468975037839,0.33977954090056633,26.066666666666666,26.01584197691629
M0_raw_proxy,LOSO,21.75,27,-0.05783649773545002,0.3156458579148475,26.070370370370366,26.012533872634922
M0_raw_proxy,LOSO,22.0,27,-0.12045885893139444,0.3334490870733449,26.129629629629626,26.009170770698237
M0_raw_proxy,LOSO,22.25,27,-0.17680362711895542,0.3434441766209307,26.196296296296296,26.01949266917734
M0_raw_proxy,LOSO,22.5,27,-0.19614947855307674,0.3609602319671118,26.225925925925928,26.02977644737285
M0_raw_proxy,LOSO,22.75,27,-0.20442243255524956,0.35387867047385174,26.244444444444444,26.040022011889192
M0_raw_proxy,LOSO,23.25,27,-0.23227344120608684,0.35806928141484407,26.24074074074074,26.008467299534658
M0_raw_proxy,LOSO,23.5,27,-0.23334574278157383,0.3641164309664441,26.2,25.96665425721842
M0_raw_proxy,LOSO,23.75,27,-0.2344686357283639,0.35734888851397,26.159259259259258,25.9247906235309
M0_raw_proxy,LOSO,0.0,27,-0.21712312069450734,0.3956622011910493,26.1,25.882876879305492
M0_raw_proxy,LOSO,0.25,27,-0.20372295406230628,0.3808263842725392,26.06296296296296,25.859240008900656
M0_raw_proxy,LOSO,0.5,27,-0.19775597879326004,0.36027299443625216,26.03333333333333,25.835577354540074
M0_raw_proxy,LOSO,0.75,27,-0.16959242909637423,0.3458529269588362,25.98148148148148,25.81188905238511
M0_raw_proxy,LOSO,1.0,27,-0.16738031893725558,0.3596943209154521,25.95555555555556,25.788175236618304
M0_raw_proxy,LOSO,1.25,27,-0.17346635873381505,0.36173624343414734,25.92222222222222,25.74875586348841
M0_raw_proxy,LOSO,1.5,27,-0.19065269035448032,0.3661133608027835,25.900000000000002,25.70934730964552
M0_raw_proxy,LOSO,1.75,27,-0.2226430091606399,0.37977258781541073,25.89259259259259,25.66994958343195
M1_global_bias,apparent,2.0,54,0.9387468713266485,0.9387468713266485,25.559259259259267,26.498006130585903
M1_global_bias,apparent,2.25,27,1.0238684569294312,1.0238684569294312,25.185185185185187,26.209053642114615
M1_global_bias,apparent,2.5,27,1.0411365390872027,1.0411365390872027,25.15185185185185,26.192988390939053
M1_global_bias,apparent,2.75,27,1.047265016527558,1.047265016527558,25.129629629629626,26.17689464615719
M1_global_bias,apparent,3.0,27,1.0607727460980907,1.0607727460980907,25.1,26.160772746098086
M1_global_bias,apparent,3.25,27,1.0468984300496702,1.0468984300496702,25.077777777777783,26.124676207827452
M1_global_bias,apparent,3.5,27,1.0107561879319475,1.0107561879319475,25.07777777777778,26.088533965709725
M1_global_bias,apparent,3.75,27,0.9634577818119024,0.9634577818119024,25.088888888888885,26.05234667070079
M1_global_bias,apparent,4.0,27,0.9420408875197595,0.9420408875197595,25.074074074074073,26.016114961593832
M1_global_bias,apparent,4.25,27,0.9793849821101893,0.9793849821101893,25.033333333333335,26.01271831544352
M1_global_bias,apparent,4.5,27,1.0426484994600167,1.0426484994600167,24.96666666666667,26.00931516612668
M1_global_bias,apparent,4.75,27,1.068868472965301,1.068868472965301,24.93703703703704,26.005905510002343
M1_global_bias,apparent,5.0,27,1.0321189726158846,1.0321189726158846,24.97037037037037,26.002489342986255
M1_global_bias,apparent,5.25,27,1.0539329812615192,1.0539329812615192,24.937037037037037,25.990970018298555
M1_global_bias,apparent,5.5,27,1.0979569092919015,1.0979569092919015,24.88148148148148,25.97943839077338
M1_global_bias,apparent,5.75,27,1.1308577284777082,1.1308577284777082,24.837037037037035,25.96789476551475
M1_global_bias,apparent,6.0,27,1.1711542567469277,1.1711542567469277,24.78518518518518,25.956339441932112
M1_global_bias,apparent,6.25,27,1.2000190460421536,1.2000190460421536,24.777777777777775,25.97779682381993
M1_global_bias,apparent,6.5,27,1.2213399849735154,1.2213399849735154,24.777777777777782,25.999117762751297
M1_global_bias,apparent,6.75,27,1.2425208695155827,1.2425208695155827,24.777777777777782,26.020298647293362
M1_global_bias,apparent,7.0,27,1.263557978350582,1.263557978350582,24.77777777777778,26.041335756128362
M1_global_bias,apparent,7.25,27,1.3470755692408345,1.3470755692408345,24.866666666666667,26.213742235907503
M1_global_bias,apparent,7.5,27,1.3501239836890644,1.3501239836890644,25.037037037037038,26.387161020726097
M1_global_bias,apparent,7.75,27,1.1992434750036194,1.1992434750036194,25.362962962962964,26.562206437966584
M1_global_bias,apparent,8.0,27,0.8809465266463752,0.9661664009565618,25.85925925925926,26.740205785905633
M1_global_bias,apparent,8.25,27,0.43871957944487083,0.724209387278385,26.57777777777778,27.016497357222654
M1_global_bias,apparent,8.5,27,0.031150481575805574,0.7427626721717969,27.25925925925926,27.29040974083507
M1_global_bias,apparent,8.75,27,-0.42290474401933253,0.8397192915645965,27.985185185185188,27.562280441165854
M1_global_bias,apparent,9.0,27,-0.589917717574446,0.8249188155895447,28.422222222222224,27.832304504647777
M1_global_bias,apparent,9.25,27,-0.8761991746940043,0.983572854442508,28.81851851851852,27.942319343824508
M1_global_bias,apparent,9.5,27,-1.0030801632122783,1.1241261547053323,29.05185185185185,28.048771688639576
M1_global_bias,apparent,9.75,27,-1.0334358767898875,1.1516274286446542,29.185185185185187,28.1517493083953
M1_global_bias,apparent,10.0,27,-1.026479838018905,1.1099773805533755,29.277777777777775,28.251297939758874
M1_global_bias,apparent,10.25,27,-1.1424303044414887,1.199893215676902,29.485185185185188,28.342754880743698
M1_global_bias,apparent,10.5,27,-1.3190841334885037,1.3560417426930935,29.75185185185185,28.432767718363348
M1_global_bias,apparent,10.75,27,-1.4490442376401107,1.4572938907233544,29.97037037037037,28.521326132730255
M1_global_bias,apparent,11.0,27,-1.4915854775022042,1.4915854775022042,30.1,28.608414522497792
M1_global_bias,apparent,11.25,27,-1.432290991762068,1.432290991762068,30.133333333333333,28.70104234157127
M1_global_bias,apparent,11.5,27,-1.5635979720994821,1.5635979720994821,30.355555555555558,28.791957583456067
M1_global_bias,apparent,11.75,27,-1.689208828901899,1.694865412149565,30.570370370370373,28.88116154146847
M1_global_bias,apparent,12.0,27,-1.6165265781672826,1.6165265781672826,30.58518518518519,28.9686586070179
M1_global_bias,apparent,12.25,27,-1.695464015934151,1.695464015934151,30.57407407407407,28.878610058139923
M1_global_bias,apparent,12.5,27,-1.9264381851209635,1.950999134341056,30.71481481481481,28.788376629693854
M1_global_bias,apparent,12.75,27,-2.165012737166676,2.165012737166676,30.86296296296296,28.697950225796287
M1_global_bias,apparent,13.0,27,-2.3371190882372694,2.3506939549143997,30.94444444444444,28.607325356207177
M1_global_bias,apparent,13.25,27,-2.3645097455475925,2.3645097455475925,31.07407407407408,28.70956432852648
M1_global_bias,apparent,13.5,27,-2.3167909190540814,2.3167909190540814,31.13333333333333,28.816542414279255
M1_global_bias,apparent,13.75,27,-2.064365142889099,2.0724155622620195,31.0,28.935634857110898
M1_global_bias,apparent,14.0,27,-1.5256387381556114,1.6462881466865829,30.62962962962963,29.10399089147402
M1_global_bias,apparent,14.25,27,-1.7227624572341713,1.7836994107290185,30.56666666666667,28.843904209432498
M1_global_bias,apparent,14.5,27,-2.0004619151201997,2.0179013363740443,30.633333333333333,28.632871418213135
M1_global_bias,apparent,14.75,26,-2.3258289719445875,2.3258289719445875,30.765384615384615,28.439555643440027
M1_global_bias,apparent,15.0,27,-2.71493797706048,2.717799512994187,30.955555555555552,28.24061757849508
M1_global_bias,apparent,15.25,27,-3.1352135111895874,3.1352135111895874,31.3037037037037,28.16849019251412
M1_global_bias,apparent,15.5,27,-3.2970356043184093,3.2970356043184093,31.392592592592592,28.095556988274183
M1_global_bias,apparent,15.75,27,-3.067161982517398,3.067161982517398,31.08888888888889,28.021726906371494
M1_global_bias,apparent,16.0,27,-2.875317215352476,2.875317215352476,30.82222222222222,27.946905006869745
M1_global_bias,apparent,16.25,27,-2.4330584592450286,2.4330584592450286,30.4037037037037,27.970645244458677
M1_global_bias,apparent,16.5,27,-1.99783114823915,2.0187215981999755,29.992592592592594,27.994761444353443
M1_global_bias,apparent,16.75,27,-1.569771613566422,1.6469781702593673,29.58888888888889,28.019117275322465
M1_global_bias,apparent,17.0,27,-0.7897287103106266,0.9269406496901268,28.833333333333332,28.04360462302271
M1_global_bias,apparent,17.25,27,-0.12233494030862338,0.49114064949856473,28.15555555555555,28.033220615246936
M1_global_bias,apparent,17.5,27,0.29691667677308947,0.4708148536597437,27.72592592592593,28.022842602699015
M1_global_bias,apparent,17.75,27,0.6607641461124456,0.7328870856096193,27.35185185185185,28.012615997964296
M1_global_bias,apparent,18.0,27,0.913968227523073,0.9401159579111495,27.088888888888892,28.002857116411956
M1_global_bias,apparent,18.25,27,1.0515694078381785,1.0515694078381785,26.911111111111108,27.96268051894929
M1_global_bias,apparent,18.5,27,1.2404082923162985,1.2404082923162985,26.677777777777774,27.91818607009408
M1_global_bias,apparent,18.75,27,1.3801474513404912,1.3801474513404912,26.48888888888889,27.86903634022938
M1_global_bias,apparent,19.0,27,1.470139880364859,1.470139880364859,26.344444444444438,27.814584324809303
M1_global_bias,apparent,19.25,27,1.4185325399597664,1.4185325399597664,26.196296296296296,27.614828836256063
M1_global_bias,apparent,19.5,27,1.2753783803430336,1.2753783803430336,26.137037037037036,27.412415417380068
M1_global_bias,apparent,19.75,27,1.0918542418536936,1.0918542418536936,26.114814814814817,27.20666905666851
M1_global_bias,apparent,20.0,27,0.9192794142627233,0.9192794142627233,26.07777777777778,26.997057192040504
M1_global_bias,apparent,20.25,27,0.979242287499369,0.979242287499369,26.05925925925926,27.038501546758628
M1_global_bias,apparent,20.5,27,1.013249334586771,1.013249334586771,26.06666666666667,27.07991600125344
M1_global_bias,apparent,20.75,27,1.0768563564844815,1.0768563564844815,26.04444444444444,27.12130080092893
M1_global_bias,apparent,21.0,27,1.1256191447491857,1.1256191447491857,26.037037037037035,27.16265618178622
M1_global_bias,apparent,21.5,27,1.089534821968076,1.089534821968076,26.066666666666666,27.156201488634746
M1_global_bias,apparent,21.75,27,1.0825230139830044,1.0825230139830044,26.070370370370366,27.152893384353373
M1_global_bias,apparent,22.0,27,1.01990065278706,1.01990065278706,26.129629629629626,27.149530282416688
M1_global_bias,apparent,22.25,27,0.963555884599499,0.963555884599499,26.196296296296296,27.159852180895793
M1_global_bias,apparent,22.5,27,0.9442100331653777,0.951439572394288,26.225925925925928,27.1701359590913
M1_global_bias,apparent,22.75,27,0.9359370791632048,0.9359370791632048,26.244444444444444,27.180381523607643
M1_global_bias,apparent,23.25,27,0.9080860705123676,0.9115819994382851,26.24074074074074,27.14882681125311
M1_global_bias,apparent,23.5,27,0.9070137689368806,0.9070137689368806,26.2,27.107013768936874
M1_global_bias,apparent,23.75,27,0.9058908759900904,0.9058908759900904,26.159259259259258,27.06515013524935
M1_global_bias,apparent,0.0,27,0.9232363910239471,0.9232363910239471,26.1,27.023236391023946
M1_global_bias,apparent,0.25,27,0.9366365576561481,0.9383736000017521,26.06296296296296,26.999599520619107
M1_global_bias,apparent,0.5,27,0.9426035329251944,0.9426035329251944,26.03333333333333,26.975936866258525
M1_global_bias,apparent,0.75,27,0.9707670826220801,0.9707670826220801,25.98148148148148,26.952248564103563
M1_global_bias,apparent,1.0,27,0.9729791927811988,0.9729791927811988,25.95555555555556,26.92853474833676
M1_global_bias,apparent,1.25,27,0.9668931529846394,0.9703878253890741,25.92222222222222,26.889115375206856
M1_global_bias,apparent,1.5,27,0.9497068213639741,0.9568415748182045,25.900000000000002,26.849706821363974
M1_global_bias,apparent,1.75,27,0.9177165025578146,0.921082968735792,25.89259259259259,26.81030909515041
M1_global_bias,LOSO,2.0,54,0.9387473143473649,0.9393052654014132,25.559259259259267,26.498006573606624
M1_global_bias,LOSO,2.25,27,1.0238688999501477,1.0238688999501477,25.185185185185187,26.209054085135335
M1_global_bias,LOSO,2.5,27,1.041136982107919,1.041136982107919,25.15185185185185,26.192988833959767
M1_global_bias,LOSO,2.75,27,1.0472654595482744,1.0472654595482744,25.129629629629626,26.1768950891779
M1_global_bias,LOSO,3.0,27,1.060773189118807,1.060773189118807,25.1,26.160773189118807
M1_global_bias,LOSO,3.25,27,1.0468988730703865,1.0468988730703865,25.077777777777783,26.124676650848166
M1_global_bias,LOSO,3.5,27,1.010756630952664,1.010756630952664,25.07777777777778,26.08853440873044
M1_global_bias,LOSO,3.75,27,0.9634582248326189,0.9634582248326189,25.088888888888885,26.052347113721503
M1_global_bias,LOSO,4.0,27,0.9420413305404758,0.9420413305404758,25.074074074074073,26.016115404614556
M1_global_bias,LOSO,4.25,27,0.9793854251309057,0.9793854251309057,25.033333333333335,26.01271875846424
M1_global_bias,LOSO,4.5,27,1.0426489424807333,1.0426489424807333,24.96666666666667,26.0093156091474
M1_global_bias,LOSO,4.75,27,1.0688689159860176,1.0688689159860176,24.93703703703704,26.005905953023056
M1_global_bias,LOSO,5.0,27,1.032119415636601,1.032119415636601,24.97037037037037,26.002489786006976
M1_global_bias,LOSO,5.25,27,1.0539334242822358,1.0539334242822358,24.937037037037037,25.990970461319275
M1_global_bias,LOSO,5.5,27,1.097957352312618,1.097957352312618,24.88148148148148,25.979438833794102
M1_global_bias,LOSO,5.75,27,1.1308581714984247,1.1308581714984247,24.837037037037035,25.967895208535463
