n,bias_pred_minus_obs,mae,rmse,p90_abs_error,model,split_type,station_id,station_name
95,-0.1893843898631432,0.8214680382288027,1.0497059190665259,1.4738949808127126,M2_linear_proxy,LOSO,S184,Sengkang East Avenue
95,0.14706494091881978,1.1529214964010421,1.4334763509056667,2.133797957086391,M2_linear_proxy,LOSO,S187,Bukit Timah(West)
95,0.5273067356635649,0.6136074615994469,0.8459388987298214,1.412855914854033,M3_regime_current_ridge,apparent,S124,Upper Changi Road North
95,0.10553590720516193,0.7088341793953894,1.0000370991260905,1.861061728315489,M3_regime_current_ridge,apparent,S125,Woodlands Street 13
95,-0.0760592412334865,0.5968419810149982,0.7576682140212891,1.3478003333511817,M3_regime_current_ridge,apparent,S126,Old Chua Chu Kang Road
95,-0.6191159229358167,0.6410743284387611,0.8000853003453816,1.350991031510173,M3_regime_current_ridge,apparent,S127,Stadium Road
95,-0.23967939197584992,0.5529677948032519,0.8340075664459342,1.4505399720434478,M3_regime_current_ridge,apparent,S128,Bishan Street
95,-0.29374589591538214,0.46440700260388174,0.6300418210102412,0.812084099453644,M3_regime_current_ridge,apparent,S129,Bedok North Street 2
95,-0.39102249613003315,0.5168051116375096,0.6660264689867392,1.0193670843142406,M3_regime_current_ridge,apparent,S130,West Coast Road
95,-0.14637372752990468,0.4615899490741911,0.58752799131424,1.0151383871544464,M3_regime_current_ridge,apparent,S132,Jurong West Street 93
95,0.32812342096477665,0.7604398384673173,0.8791477250983709,1.3973537982205957,M3_regime_current_ridge,apparent,S135,Mandai Wildlife Reserve
95,-0.607047778455667,0.7128984183319486,0.9222219194410602,1.344768907110341,M3_regime_current_ridge,apparent,S137,Sakra Road
95,0.37687635257969304,0.6524461996541555,0.8185369605123799,1.3899112904840578,M3_regime_current_ridge,apparent,S139,Tuas Terminal Gateway
95,0.48815128508230293,0.7096358701926958,0.9249621753520705,1.6630031122782751,M3_regime_current_ridge,apparent,S140,Choa Chu Kang Stadium
95,-0.02073202355479758,0.50520347213387,0.7462793287172576,1.3584119329336783,M3_regime_current_ridge,apparent,S141,Yio Chu Kang Stadium
94,-0.8661419898984111,0.9530587231820321,1.2986346432882432,2.3398676903128375,M3_regime_current_ridge,apparent,S142,Sentosa Palawan Green
95,-0.0045906062792184345,0.4893899651156761,0.6226764260674161,1.0564534966608732,M3_regime_current_ridge,apparent,S143,Punggol North
95,-0.3685896071463434,0.5246729893318439,0.6525370922400205,1.020622448282808,M3_regime_current_ridge,apparent,S144,Upper Pickering Street
95,0.2460181578068819,0.48298647639307374,0.7348493401018553,1.27089768835963,M3_regime_current_ridge,apparent,S145,MacRitchie Reservoir
95,0.47172224493271875,0.7099277149091159,0.8395332200552588,1.3504615114577896,M3_regime_current_ridge,apparent,S146,Jalan Bahar
95,-0.25280013346213276,0.4417670777515053,0.628990612829882,1.1467278587262506,M3_regime_current_ridge,apparent,S147,Marina Barrage
95,0.50419182190118,0.5694019602159175,0.8488262071083176,1.3688425348681847,M3_regime_current_ridge,apparent,S148,Pasir Ris Walk
95,0.37156024295381157,0.4842495015274043,0.6889981846406824,1.0990298128392162,M3_regime_current_ridge,apparent,S149,Tampines Walk
95,0.335293293343651,0.5391959293610794,0.660567577365774,1.1119268303311491,M3_regime_current_ridge,apparent,S150,Evans Road
95,-0.00465124565859074,0.4201524684552123,0.6074816880669752,1.0064670387296915,M3_regime_current_ridge,apparent,S151,Outward Bound Singapore(Pulau ubin)
95,-0.021322399128223313,0.5021137515664945,0.6594608416217171,1.195756399180973,M3_regime_current_ridge,apparent,S153,Bukit Batok Street 22
95,0.15762496929282918,0.46508682076027846,0.6004774501384018,1.2133487145576312,M3_regime_current_ridge,apparent,S180,Taman Jurong Greens
95,-0.05967939197584987,0.5278701585162631,0.6277538396540318,0.9159298007767548,M3_regime_current_ridge,apparent,S184,Sengkang East Avenue
95,0.05003013544891418,0.5580056000200028,0.6851722803552616,0.9564975235742457,M3_regime_current_ridge,apparent,S187,Bukit Timah(West)
95,0.5489617331060899,0.6358389263256101,0.8740244512366433,1.453783018185115,M3_regime_current_ridge,LOSO,S124,Upper Changi Road North
95,0.10295565870985224,0.7345213499766415,1.024599958980583,1.867742065890192,M3_regime_current_ridge,LOSO,S125,Woodlands Street 13
95,-0.07606934097023042,0.6162268932735636,0.7745569210307796,1.3780295925213273,M3_regime_current_ridge,LOSO,S126,Old Chua Chu Kang Road
95,-0.6460260394010666,0.6648116467899486,0.8251416716513047,1.4021529893739428,M3_regime_current_ridge,LOSO,S127,Stadium Road
95,-0.25125794969446363,0.5648730843865635,0.8512341157207515,1.4959570351790934,M3_regime_current_ridge,LOSO,S128,Bishan Street
95,-0.3070462069175016,0.47434652326143245,0.6387313623694906,0.813269750415428,M3_regime_current_ridge,LOSO,S129,Bedok North Street 2
95,-0.4080970624596732,0.5294087082600355,0.6807842053861526,1.0428025117683828,M3_regime_current_ridge,LOSO,S130,West Coast Road
95,-0.15707622595889137,0.4851577820796494,0.6116882992026478,1.0552497614937997,M3_regime_current_ridge,LOSO,S132,Jurong West Street 93
95,0.3546731290035517,0.7969176734647889,0.9116123382948831,1.4258293039880865,M3_regime_current_ridge,LOSO,S135,Mandai Wildlife Reserve
95,-0.6359983247836012,0.736314504315253,0.9506036477857739,1.3924661499146969,M3_regime_current_ridge,LOSO,S137,Sakra Road
95,0.5296876783425223,0.7289829896939148,0.8953033247136024,1.5121203448783105,M3_regime_current_ridge,LOSO,S139,Tuas Terminal Gateway
95,0.5100916369398444,0.7301442076285944,0.9477187821429889,1.7026109065247423,M3_regime_current_ridge,LOSO,S140,Choa Chu Kang Stadium
95,-0.02336162554110479,0.5079472321559483,0.749577990115593,1.3574934040946853,M3_regime_current_ridge,LOSO,S141,Yio Chu Kang Stadium
94,-0.901839023944861,0.9887227639492466,1.3412991885496932,2.4400640780904372,M3_regime_current_ridge,LOSO,S142,Sentosa Palawan Green
95,-0.009879471130367086,0.5018869316777871,0.6311784096556272,1.0674230326154004,M3_regime_current_ridge,LOSO,S143,Punggol North
95,-0.3848255166672812,0.5367200887351329,0.6627119828168705,1.0337639485603476,M3_regime_current_ridge,LOSO,S144,Upper Pickering Street
95,0.2606665138341554,0.4921353523589928,0.7504109578713364,1.3251939739343164,M3_regime_current_ridge,LOSO,S145,MacRitchie Reservoir
95,0.49144450211181384,0.730801680078209,0.860795199853773,1.392356892262295,M3_regime_current_ridge,LOSO,S146,Jalan Bahar
95,-0.2633320314311503,0.45513955264547196,0.6489544989361002,1.1546677507317331,M3_regime_current_ridge,LOSO,S147,Marina Barrage
95,0.5290232852948108,0.5882649160251041,0.8731365774761694,1.4077388193638536,M3_regime_current_ridge,LOSO,S148,Pasir Ris Walk
95,0.39328880199093036,0.5003687220569077,0.7048258943739449,1.1150708639256843,M3_regime_current_ridge,LOSO,S149,Tampines Walk
95,0.35332197623756123,0.5538152465621269,0.6770535467396298,1.135409503564644,M3_regime_current_ridge,LOSO,S150,Evans Road
95,-0.0018413491991100797,0.42960012794950386,0.6213885703418194,1.025599257169351,M3_regime_current_ridge,LOSO,S151,Outward Bound Singapore(Pulau ubin)
95,-0.02401964460040055,0.5076345525900973,0.6654576811168919,1.2022331633332706,M3_regime_current_ridge,LOSO,S153,Bukit Batok Street 22
95,0.16503151973666494,0.4682857229869792,0.6035551226723229,1.2104796064977792,M3_regime_current_ridge,LOSO,S180,Taman Jurong Greens
95,-0.06451084060117378,0.5417372888480142,0.6388974838941661,0.9245543491863807,M3_regime_current_ridge,LOSO,S184,Sengkang East Avenue
95,0.054274088291608125,0.5707236513492892,0.7012979808897079,0.9859426728131779,M3_regime_current_ridge,LOSO,S187,Bukit Timah(West)
95,0.5224102974369536,0.6032847695695431,0.8279678841035675,1.3403970071850848,M4_inertia_ridge,apparent,S124,Upper Changi Road North
95,0.14223092657145336,0.7125762790289937,1.0083594056645933,1.729007177233133,M4_inertia_ridge,apparent,S125,Woodlands Street 13
95,-0.0648477781593518,0.5991958459489999,0.7629117919949928,1.3926993538715706,M4_inertia_ridge,apparent,S126,Old Chua Chu Kang Road
95,-0.6373767493273352,0.645503802971223,0.7981707735856606,1.3610987323371244,M4_inertia_ridge,apparent,S127,Stadium Road
95,-0.2342282079675082,0.5412515726696896,0.8291899144270313,1.3986370293486412,M4_inertia_ridge,apparent,S128,Bishan Street
95,-0.29864233414199354,0.4660144458778922,0.6309613072647292,0.8001988377396441,M4_inertia_ridge,apparent,S129,Bedok North Street 2
95,-0.40279277653282425,0.5037777210427464,0.6515045405208706,0.9406108072996732,M4_inertia_ridge,apparent,S130,West Coast Road
95,-0.1351674581561199,0.45122509395087157,0.5681422083615674,0.8643730569942715,M4_inertia_ridge,apparent,S132,Jurong West Street 93
95,0.34160296687401653,0.7622848850914737,0.8697308771311295,1.3988678531989935,M4_inertia_ridge,apparent,S135,Mandai Wildlife Reserve
95,-0.6188560341049432,0.7020005029761195,0.9222732769521219,1.2751648389673138,M4_inertia_ridge,apparent,S137,Sakra Road
95,0.33522142501930396,0.6086713938643038,0.7807432038938531,1.3418987571298389,M4_inertia_ridge,apparent,S139,Tuas Terminal Gateway
95,0.4993627481564377,0.7329231628435294,0.9462879632304272,1.6633752341599788,M4_inertia_ridge,apparent,S140,Choa Chu Kang Stadium
95,-0.01528083954645587,0.5003400749433559,0.7514731334994024,1.416646448243474,M4_inertia_ridge,apparent,S141,Yio Chu Kang Stadium
94,-0.8787372448834465,0.9447125871414231,1.2750354011466145,2.3059628071268974,M4_inertia_ridge,apparent,S142,Sentosa Palawan Green
95,0.019561118971726188,0.4835151797383262,0.6252277607713533,1.0010910636905155,M4_inertia_ridge,apparent,S143,Punggol North
95,-0.38685043353786186,0.5217474389438411,0.6367147964950651,0.941218020021885,M4_inertia_ridge,apparent,S144,Upper Pickering Street
95,0.2594977037161218,0.48957111967385775,0.7296784738742992,1.2338762631838047,M4_inertia_ridge,apparent,S145,MacRitchie Reservoir
95,0.47565020351159326,0.7310344759465227,0.8558926176988674,1.3394321913386154,M4_inertia_ridge,apparent,S146,Jalan Bahar
95,-0.2710609598536512,0.4350196127550059,0.622925948947098,1.06456830386888,M4_inertia_ridge,apparent,S147,Marina Barrage
95,0.49972799953652297,0.5776419393086669,0.8547191484413312,1.4330924193261718,M4_inertia_ridge,apparent,S148,Pasir Ris Walk
95,0.3670964205891545,0.4851301195431169,0.6790333504390584,1.0854938359499369,M4_inertia_ridge,apparent,S149,Tampines Walk
95,0.32352301294086006,0.5084511481763142,0.621266900480081,1.0305666078723006,M4_inertia_ridge,apparent,S150,Evans Road
95,0.005948983760216875,0.4149664370797787,0.602155757149311,0.9600949115272038,M4_inertia_ridge,apparent,S151,Outward Bound Singapore(Pulau ubin)
95,-0.01011093605408862,0.496343023208462,0.650897122481958,1.2021684983293135,M4_inertia_ridge,apparent,S153,Bukit Batok Street 22
95,0.16883643236696386,0.4648801853417088,0.5934750224553466,1.2001104490817505,M4_inertia_ridge,apparent,S180,Taman Jurong Greens
95,-0.05422820796750816,0.5112267335717807,0.601241315541187,0.8551740008378593,M4_inertia_ridge,apparent,S184,Sengkang East Avenue
95,0.03825985504612327,0.52638380204138,0.6539454307975003,0.9008496370578339,M4_inertia_ridge,apparent,S187,Bukit Timah(West)
95,0.5460614145542165,0.6265431983074742,0.8583683179225,1.3892023878806714,M4_inertia_ridge,LOSO,S124,Upper Changi Road North
95,0.14616577984760465,0.7452585762487824,1.0389142861267955,1.7770812812271388,M4_inertia_ridge,LOSO,S125,Woodlands Street 13
95,-0.06449602707599697,0.6191743347028571,0.7809758390047266,1.4020131432692868,M4_inertia_ridge,LOSO,S126,Old Chua Chu Kang Road
95,-0.668167088432986,0.6748331320702359,0.8277769327456894,1.4035103753350038,M4_inertia_ridge,LOSO,S127,Stadium Road
95,-0.2457809685577331,0.5553134806608757,0.8487413626529484,1.443234083711461,M4_inertia_ridge,LOSO,S128,Bishan Street
95,-0.31780698385523887,0.48269118391757443,0.6473244922836185,0.809760271393296,M4_inertia_ridge,LOSO,S129,Bedok North Street 2
95,-0.4205411127812646,0.5182170826276048,0.6677725348785315,0.957279006921055,M4_inertia_ridge,LOSO,S130,West Coast Road
95,-0.14643667780373665,0.4754174856307446,0.5923343168348503,0.9059085134584914,M4_inertia_ridge,LOSO,S132,Jurong West Street 93
95,0.3764714101672999,0.8084431138087134,0.9112374433536404,1.4215975134839633,M4_inertia_ridge,LOSO,S135,Mandai Wildlife Reserve
95,-0.6488948045627235,0.7283129287928698,0.9520234827926108,1.3225778636983136,M4_inertia_ridge,LOSO,S137,Sakra Road
95,0.5379470338652289,0.7321698781498344,0.9162908493719943,1.6192507951574002,M4_inertia_ridge,LOSO,S139,Tuas Terminal Gateway
95,0.5215390174753642,0.7593751220394175,0.9748249171007376,1.7228429802732361,M4_inertia_ridge,LOSO,S140,Choa Chu Kang Stadium
95,-0.017042307222290276,0.5042782729166037,0.7581143501754195,1.4199499282434793,M4_inertia_ridge,LOSO,S141,Yio Chu Kang Stadium
94,-0.9156608319527916,0.9864121242826722,1.3227565792319727,2.392187878382064,M4_inertia_ridge,LOSO,S142,Sentosa Palawan Green
95,0.016476527799383463,0.4966522663928214,0.6348966569483743,0.9950624692591549,M4_inertia_ridge,LOSO,S143,Punggol North
95,-0.40602430789982347,0.5383719629413465,0.6524321533990572,0.9692924068032457,M4_inertia_ridge,LOSO,S144,Upper Pickering Street
95,0.27488232490350684,0.5018910167285453,0.7502488387299473,1.2761492189383443,M4_inertia_ridge,LOSO,S145,MacRitchie Reservoir
95,0.49652722163003526,0.7549449886691838,0.8815572286897524,1.3793709744758147,M4_inertia_ridge,LOSO,S146,Jalan Bahar
95,-0.28359614670389227,0.451100536217685,0.6454896147920691,1.0972819973773908,M4_inertia_ridge,LOSO,S147,Marina Barrage
95,0.5247981010126308,0.5992368775188941,0.8816083486314381,1.4871018961438371,M4_inertia_ridge,LOSO,S148,Pasir Ris Walk
95,0.3911704859465965,0.5024403682862006,0.6973168321978904,1.1211414170070189,M4_inertia_ridge,LOSO,S149,Tampines Walk
95,0.34191954329412505,0.524828971958016,0.6407413208938907,1.0671841016361192,M4_inertia_ridge,LOSO,S150,Evans Road
95,0.009672926129580692,0.4307248727734027,0.6216265251077641,1.0012073526541279,M4_inertia_ridge,LOSO,S151,Outward Bound Singapore(Pulau ubin)
95,-0.014090298919089524,0.5039105769252534,0.6592136378279013,1.2031939947867352,M4_inertia_ridge,LOSO,S153,Bukit Batok Street 22
95,0.17568553674090992,0.4693717491137472,0.5982019659904348,1.206379522766614,M4_inertia_ridge,LOSO,S180,Taman Jurong Greens
95,-0.05878618873234382,0.5264413348389914,0.6159654148754454,0.8698827971529515,M4_inertia_ridge,LOSO,S184,Sengkang East Avenue
95,0.04229277497124485,0.540926372484175,0.6722242422071307,0.9213761456159941,M4_inertia_ridge,LOSO,S187,Bukit Timah(West)
95,0.4108668157088543,0.5817027088483163,0.7770006082811642,1.2563865844038244,M5_inertia_morphology_ridge,apparent,S124,Upper Changi Road North
95,-0.05526109588728773,0.7577083172517346,0.9954761528739813,1.8878666564445712,M5_inertia_morphology_ridge,apparent,S125,Woodlands Street 13
95,-0.34786379498630976,0.5591219498534971,0.8387494237039077,1.4667965261787945,M5_inertia_morphology_ridge,apparent,S126,Old Chua Chu Kang Road
95,-0.47677255159326415,0.5079756177086939,0.6684017306108335,1.1523099552445801,M5_inertia_morphology_ridge,apparent,S127,Stadium Road
95,-0.2103214527910195,0.5440508761182372,0.8258032221304997,1.35220715861024,M5_inertia_morphology_ridge,apparent,S128,Bishan Street
95,-0.1311111022384221,0.4090070058389949,0.5793452255221649,0.9009345975352655,M5_inertia_morphology_ridge,apparent,S129,Bedok North Street 2
95,-0.24378258606808634,0.4151346968742682,0.5590806417672579,0.8117112550590582,M5_inertia_morphology_ridge,apparent,S130,West Coast Road
95,-0.09121783630767867,0.42795400870564504,0.5501136790671557,0.8162766342811147,M5_inertia_morphology_ridge,apparent,S132,Jurong West Street 93
95,0.09434716515361957,0.6560639405523435,0.8108791361110885,1.3271943308482665,M5_inertia_morphology_ridge,apparent,S135,Mandai Wildlife Reserve
95,-0.466256851739145,0.5933552611836396,0.8174698195286725,1.1361188027620879,M5_inertia_morphology_ridge,apparent,S137,Sakra Road
95,0.3214657983045893,0.612693089495356,0.7805806701469088,1.3302425569803478,M5_inertia_morphology_ridge,apparent,S139,Tuas Terminal Gateway
95,0.2163467313294796,0.5542858469593765,0.8242642917537357,1.5243690454914363,M5_inertia_morphology_ridge,apparent,S140,Choa Chu Kang Stadium
95,0.07658069632475949,0.5154735897714696,0.7528151629657999,1.5062564135764285,M5_inertia_morphology_ridge,apparent,S141,Yio Chu Kang Stadium
94,-0.7211932395908403,0.8105127629104614,1.1604453942503412,2.138209359997699,M5_inertia_morphology_ridge,apparent,S142,Sentosa Palawan Green
95,0.001633696099813875,0.4755860680294187,0.6158889557613338,0.9927023709428717,M5_inertia_morphology_ridge,apparent,S143,Punggol North
95,-0.2194083256651503,0.4264466945905966,0.5460002274673253,0.8533328841347861,M5_inertia_morphology_ridge,apparent,S144,Upper Pickering Street
95,0.4180165456737868,0.54866977428093,0.804386897430896,1.4022687848475124,M5_inertia_morphology_ridge,apparent,S145,MacRitchie Reservoir
95,0.16639349210398247,0.5648456042389304,0.7425502741257447,1.2065803366134327,M5_inertia_morphology_ridge,apparent,S146,Jalan Bahar
95,-0.11045676211958012,0.40218700990638934,0.5606398069993885,0.9558816513400348,M5_inertia_morphology_ridge,apparent,S147,Marina Barrage
95,0.38489283675876473,0.539629733158171,0.8084291896704541,1.3674729430008923,M5_inertia_morphology_ridge,apparent,S148,Pasir Ris Walk
95,-0.017463415388385223,0.42104179162180194,0.5794924432841639,0.8264856804252738,M5_inertia_morphology_ridge,apparent,S149,Tampines Walk
95,0.48253320340559774,0.6130041754806574,0.7158949344092002,1.1135792000911722,M5_inertia_morphology_ridge,apparent,S150,Evans Road
95,-0.057308296666515636,0.41442265797633293,0.6173814034193127,1.029158017108247,M5_inertia_morphology_ridge,apparent,S151,Outward Bound Singapore(Pulau ubin)
95,0.14948464601139835,0.473709087352844,0.661838618942965,1.3303146232692658,M5_inertia_morphology_ridge,apparent,S153,Bukit Batok Street 22
95,0.3396009836534453,0.5283545567043295,0.6611918020468873,1.146167141833427,M5_inertia_morphology_ridge,apparent,S180,Taman Jurong Greens
95,-0.11860685278245187,0.5119241322519394,0.5978292968858684,0.8267989140742161,M5_inertia_morphology_ridge,apparent,S184,Sengkang East Avenue
95,0.19727004551086103,0.5829292134095272,0.669131370435704,1.000011947185638,M5_inertia_morphology_ridge,apparent,S187,Bukit Timah(West)
95,0.4776387234102739,0.6227934627513785,0.8337952470540554,1.3689821340802517,M5_inertia_morphology_ridge,LOSO,S124,Upper Changi Road North
95,-0.08020514611204811,0.7972107085284887,1.0304008982989414,1.886862359014597,M5_inertia_morphology_ridge,LOSO,S125,Woodlands Street 13
95,-0.43374934263268317,0.5950787470744802,0.8950214484766529,1.538321439201422,M5_inertia_morphology_ridge,LOSO,S126,Old Chua Chu Kang Road
95,-0.5531055284595281,0.5735227970896624,0.7301312850274138,1.255073469065429,M5_inertia_morphology_ridge,LOSO,S127,Stadium Road
95,-0.3278229281595993,0.5616334400380918,0.8793600562844567,1.5023550586589642,M5_inertia_morphology_ridge,LOSO,S128,Bishan Street
95,-0.15696404673171424,0.42469156085008114,0.5944530913447917,0.8890726498282523,M5_inertia_morphology_ridge,LOSO,S129,Bedok North Street 2
95,-0.26927707747492263,0.4321104961251633,0.5778164612881189,0.8272444447964294,M5_inertia_morphology_ridge,LOSO,S130,West Coast Road
95,-2.382994475659967,2.382994475659967,2.4477186993585294,2.998178760302774,M5_inertia_morphology_ridge,LOSO,S132,Jurong West Street 93
95,0.1175855288817286,0.6933764798451434,0.841205796053362,1.3576998353698244,M5_inertia_morphology_ridge,LOSO,S135,Mandai Wildlife Reserve
95,-0.516396231346949,0.6310586056221581,0.8594529813860864,1.2095368930609227,M5_inertia_morphology_ridge,LOSO,S137,Sakra Road
95,0.5075106298491786,0.7284623063643335,0.9052403435976847,1.5635168111101407,M5_inertia_morphology_ridge,LOSO,S139,Tuas Terminal Gateway
95,0.2666689175327168,0.5895164272221041,0.8587660143419864,1.5920964940046023,M5_inertia_morphology_ridge,LOSO,S140,Choa Chu Kang Stadium
95,0.10743998226437865,0.5290577998382234,0.7630783009856968,1.5289415645989775,M5_inertia_morphology_ridge,LOSO,S141,Yio Chu Kang Stadium
94,-0.7948206845874117,0.8808398392196517,1.233870316334919,2.262295400354515,M5_inertia_morphology_ridge,LOSO,S142,Sentosa Palawan Green
95,-0.004935300189930558,0.4894277839848081,0.6253786798693918,0.9899337391131269,M5_inertia_morphology_ridge,LOSO,S143,Punggol North
95,-0.28179222332987497,0.46377931822151974,0.5787195106845715,0.8655007384165446,M5_inertia_morphology_ridge,LOSO,S144,Upper Pickering Street
95,0.5482426314243923,0.6367856430985491,0.8922009268805012,1.558654062823215,M5_inertia_morphology_ridge,LOSO,S145,MacRitchie Reservoir
95,0.20060176376092959,0.5912856942176001,0.7674145777247041,1.2614762611321677,M5_inertia_morphology_ridge,LOSO,S146,Jalan Bahar
95,-0.1297657934489359,0.41849657349837255,0.5831074770692963,0.989307312594096,M5_inertia_morphology_ridge,LOSO,S147,Marina Barrage
95,0.44859027815325336,0.5709289499798531,0.8562775275610205,1.4677123388694235,M5_inertia_morphology_ridge,LOSO,S148,Pasir Ris Walk
95,-0.4834177444522864,0.6492783225992612,0.7611402572717161,1.037436344255899,M5_inertia_morphology_ridge,LOSO,S149,Tampines Walk
95,0.5359192030900688,0.656658713600544,0.7608372084559828,1.150574751191244,M5_inertia_morphology_ridge,LOSO,S150,Evans Road
95,-0.06395472987662698,0.4280797202858697,0.6379026868064684,1.077696814458063,M5_inertia_morphology_ridge,LOSO,S151,Outward Bound Singapore(Pulau ubin)
95,0.3326514247633667,0.5182286472795632,0.7305525524711561,1.4744127107827714,M5_inertia_morphology_ridge,LOSO,S153,Bukit Batok Street 22
95,0.6485097450973465,0.7303245919123451,0.8636472388564979,1.3535017920491441,M5_inertia_morphology_ridge,LOSO,S180,Taman Jurong Greens
95,-0.14195984709519607,0.5322701294263167,0.6169800769634066,0.8346626338446905,M5_inertia_morphology_ridge,LOSO,S184,Sengkang East Avenue
95,0.21800066204322868,0.603720581518458,0.6920800966880084,1.0290079211029843,M5_inertia_morphology_ridge,LOSO,S187,Bukit Timah(West)
