timestamp_sgt,station_id,station_name,station_town_center,station_lat,station_lon,official_wbgt_c,heat_stress_category,archive_run_utc,record_updated_timestamp,fetch_timestamp_utc,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,direct_radiation,diffuse_radiation,cloud_cover,openmeteo_utc_offset_seconds,forecast_pairing_status,openmeteo_endpoint,openmeteo_api_used,wetbulb_stull_c,globe_temp_proxy_weather_only_c,wbgt_proxy_weather_only_c,wbgt_proxy_weather_only_category,wbgt_residual_weather_only_c,wbgt_proxy_physics,wbgt_residual_physics,nearest_grid_cell,nearest_grid_distance_m,morphology_representativeness,station_nearest_grid_svf,station_nearest_grid_shade_fraction,station_nearest_grid_tree_canopy_fraction,station_nearest_grid_ndvi_mean,station_nearest_grid_gvi_percent,station_nearest_grid_road_fraction,station_nearest_grid_building_density,station_nearest_grid_park_distance_m,station_nearest_grid_water_distance_m,station_nearest_grid_land_use_hint,station_nearest_grid_vulnerability_score_v071,station_nearest_grid_outdoor_exposure_score_v071,hour_sgt,hour_sin,hour_cos,date_sgt,hour_sgt_numeric,date_sgt_derived,hour_sin_beta,hour_cos_beta,period_beta,is_daytime,is_peak_heat,is_nighttime,direct_fraction,diffuse_fraction,shortwave_positive,shortwave_lag_1h,shortwave_lag_2h,shortwave_3h_mean,cumulative_day_shortwave_whm2,temperature_lag_1h,dTair_dt_1h,proxy_lag_1h,proxy_3h_mean,residual_official_minus_proxy
2026-05-07 02:00:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.5,Low,2026-05-06T18:13:57+00:00,2026-05-07T02:10:04+08:00,2026-05-06T18:13:57+00:00,26.3,91.0,0.73,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.11376362161186,26.3,25.4696345351283,Low,0.0303654648717,25.4696345351283,0.0303654648717,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,2.0,0.4999999999999999,0.8660254037844387,2026-05-07,2.0,2026-05-07,0.49999999999999994,0.8660254037844387,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.3,0.0,25.4696345351283,25.4696345351283,0.0303654648717
2026-05-07 02:15:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.4,Low,2026-05-06T18:29:06+00:00,2026-05-07T02:25:03+08:00,2026-05-06T18:29:06+00:00,26.25,91.5,0.6275,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.133573257529477,26.25,25.46850128027063,Low,-0.068501280270631,25.46850128027063,-0.068501280270631,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,2.25,0.5555702330196022,0.8314696123025452,2026-05-07,2.25,2026-05-07,0.5555702330196022,0.8314696123025452,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.25,0.0,25.46850128027063,25.469067907699465,-0.06850128027063107
2026-05-07 02:30:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.3,Low,2026-05-06T18:44:16+00:00,2026-05-07T02:40:03+08:00,2026-05-06T18:44:16+00:00,26.200000000000003,92.0,0.525,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.15322789079964,26.200000000000003,25.467259523559747,Low,-0.1672595235597462,25.467259523559747,-0.1672595235597462,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,2.5,0.6087614290087207,0.7933533402912352,2026-05-07,2.5,2026-05-07,0.6087614290087207,0.7933533402912352,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.200000000000003,0.0,25.467259523559747,25.468465112986223,-0.16725952355974627
2026-05-07 02:45:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.3,Low,2026-05-06T18:59:27+00:00,2026-05-07T02:55:03+08:00,2026-05-06T18:59:27+00:00,26.15,92.5,0.4225,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.172729826177548,26.15,25.46591087832428,Low,-0.1659108783242793,25.46591087832428,-0.1659108783242793,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,2.75,0.6593458151000688,0.7518398074789774,2026-05-07,2.75,2026-05-07,0.6593458151000688,0.7518398074789774,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.15,0.0,25.46591087832428,25.467826554320737,-0.1659108783242793
2026-05-07 03:00:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.3,Low,2026-05-06T19:14:36+00:00,2026-05-07T03:10:03+08:00,2026-05-06T19:14:36+00:00,26.1,93.0,0.32,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.192081334706856,26.1,25.464456934294795,Low,-0.1644569342947939,25.464456934294795,-0.1644569342947939,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,3.0,0.7071067811865476,0.7071067811865476,2026-05-07,3.0,2026-05-07,0.7071067811865476,0.7071067811865476,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.3,-0.1999999999999993,25.4696345351283,25.46715263031555,-0.1644569342947939
2026-05-07 03:15:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.3,Low,2026-05-06T19:29:45+00:00,2026-05-07T03:25:03+08:00,2026-05-06T19:29:45+00:00,26.1,93.0,0.275,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.192081334706856,26.1,25.464456934294795,Low,-0.1644569342947939,25.464456934294795,-0.1644569342947939,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,3.25,0.7518398074789774,0.6593458151000688,2026-05-07,3.25,2026-05-07,0.7518398074789774,0.6593458151000688,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.25,-0.14999999999999858,25.46850128027063,25.466703347645424,-0.1644569342947939
2026-05-07 03:30:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.3,Low,2026-05-06T19:44:55+00:00,2026-05-07T03:40:03+08:00,2026-05-06T19:44:55+00:00,26.1,93.0,0.23,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.192081334706856,26.1,25.464456934294795,Low,-0.1644569342947939,25.464456934294795,-0.1644569342947939,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,3.5,0.7933533402912352,0.6087614290087207,2026-05-07,3.5,2026-05-07,0.7933533402912352,0.6087614290087207,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.200000000000003,-0.10000000000000142,25.467259523559747,25.466382431452477,-0.1644569342947939
2026-05-07 03:45:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.3,Low,2026-05-06T20:00:05+00:00,2026-05-07T03:55:02+08:00,2026-05-06T20:00:05+00:00,26.1,93.0,0.185,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.192081334706856,26.1,25.464456934294795,Low,-0.1644569342947939,25.464456934294795,-0.1644569342947939,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,3.75,0.8314696123025451,0.5555702330196024,2026-05-07,3.75,2026-05-07,0.8314696123025451,0.5555702330196024,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.15,-0.04999999999999716,25.46591087832428,25.466141744307766,-0.1644569342947939
2026-05-07 04:00:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.2,Low,2026-05-06T20:15:14+00:00,2026-05-07T04:10:03+08:00,2026-05-06T20:15:14+00:00,26.1,93.0,0.14,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.192081334706856,26.1,25.464456934294795,Low,-0.2644569342947953,25.464456934294795,-0.2644569342947953,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,4.0,0.8660254037844386,0.5000000000000001,2026-05-07,4.0,2026-05-07,0.8660254037844386,0.5000000000000001,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.1,0.0,25.464456934294795,25.465954543195217,-0.26445693429479533
2026-05-07 04:15:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.1,Low,2026-05-06T20:30:22+00:00,2026-05-07T04:25:03+08:00,2026-05-06T20:30:22+00:00,26.075000000000003,93.0,0.16,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.167284215166895,26.075000000000003,25.43959895061683,Low,-0.3395989506168284,25.43959895061683,-0.3395989506168284,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,4.25,0.8968727415326884,0.4422886902190012,2026-05-07,4.25,2026-05-07,0.8968727415326884,0.44228869021900125,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.1,-0.02499999999999858,25.464456934294795,25.463318983937377,-0.33959895061682843
