timestamp_sgt,station_id,station_name,station_town_center,station_lat,station_lon,official_wbgt_c,heat_stress_category,archive_run_utc,record_updated_timestamp,fetch_timestamp_utc,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,direct_radiation,diffuse_radiation,cloud_cover,openmeteo_utc_offset_seconds,forecast_pairing_status,openmeteo_endpoint,openmeteo_api_used,wetbulb_stull_c,globe_temp_proxy_weather_only_c,wbgt_proxy_weather_only_c,wbgt_proxy_weather_only_category,wbgt_residual_weather_only_c,wbgt_proxy_physics,wbgt_residual_physics,nearest_grid_cell,nearest_grid_distance_m,morphology_representativeness,station_nearest_grid_svf,station_nearest_grid_shade_fraction,station_nearest_grid_tree_canopy_fraction,station_nearest_grid_ndvi_mean,station_nearest_grid_gvi_percent,station_nearest_grid_road_fraction,station_nearest_grid_building_density,station_nearest_grid_park_distance_m,station_nearest_grid_water_distance_m,station_nearest_grid_land_use_hint,station_nearest_grid_vulnerability_score_v071,station_nearest_grid_outdoor_exposure_score_v071,hour_sgt,hour_sin,hour_cos,date_sgt,hour_sgt_numeric,date_sgt_derived,hour_sin_beta,hour_cos_beta,period_beta,is_daytime,is_peak_heat,is_nighttime,direct_fraction,diffuse_fraction,shortwave_positive,shortwave_lag_1h,shortwave_lag_2h,shortwave_3h_mean,cumulative_day_shortwave_whm2,temperature_lag_1h,dTair_dt_1h,proxy_lag_1h,proxy_3h_mean,residual_official_minus_proxy
2026-05-07 04:30:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.1,Low,2026-05-06T20:45:33+00:00,2026-05-07T04:40:03+08:00,2026-05-06T20:45:33+00:00,26.05,93.0,0.18,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.14248709488667,26.05,25.414740966420663,Low,-0.3147409664206648,25.414740966420663,-0.3147409664206648,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,4.5,0.9238795325112868,0.3826834323650898,2026-05-07,4.5,2026-05-07,0.9238795325112867,0.38268343236508984,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.1,-0.05000000000000071,25.464456934294795,25.458902800526765,-0.3147409664206613
2026-05-07 04:45:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.1,Low,2026-05-06T21:00:43+00:00,2026-05-07T04:55:03+08:00,2026-05-06T21:00:43+00:00,26.025,93.0,0.2,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.11768997386571,26.025,25.389882981705995,Low,-0.2898829817059933,25.389882981705995,-0.2898829817059933,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,4.75,0.9469301294951056,0.3214394653031617,2026-05-07,4.75,2026-05-07,0.9469301294951056,0.3214394653031617,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.1,-0.07500000000000284,25.464456934294795,25.45315114895837,-0.28988298170599336
2026-05-07 05:00:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.1,Low,2026-05-06T21:15:52+00:00,2026-05-07T05:10:03+08:00,2026-05-06T21:15:52+00:00,26.0,93.0,0.22,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.09289285210356,26.0,25.36502499647249,Low,-0.2650249964724871,25.36502499647249,-0.2650249964724871,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,5.0,0.9659258262890684,0.2588190451025207,2026-05-07,5.0,2026-05-07,0.9659258262890683,0.25881904510252074,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.1,-0.10000000000000142,25.464456934294795,25.444433687403716,-0.2650249964724871
2026-05-07 05:15:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.1,Low,2026-05-06T21:31:01+00:00,2026-05-07T05:24:03+08:00,2026-05-06T21:31:01+00:00,25.975,93.5,0.255,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.13680882311363,25.975,25.38826617617954,Low,-0.2882661761795368,25.38826617617954,-0.2882661761795368,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,5.25,0.9807852804032304,0.1950903220161283,2026-05-07,5.25,2026-05-07,0.9807852804032304,0.19509032201612833,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.075000000000003,-0.10000000000000142,25.43959895061683,25.437747428729455,-0.28826617617953687
2026-05-07 05:30:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.0,Low,2026-05-06T21:46:11+00:00,2026-05-07T05:40:03+08:00,2026-05-06T21:46:11+00:00,25.95,94.0,0.29,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.180635454757844,25.95,25.41144481833049,Low,-0.4114448183304908,25.41144481833049,-0.4114448183304908,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,5.5,0.9914448613738104,0.1305261922200517,2026-05-07,5.5,2026-05-07,0.9914448613738104,0.1305261922200517,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.05,-0.10000000000000142,25.414740966420663,25.433096203293687,-0.41144481833049085
2026-05-07 05:45:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,24.8,Low,2026-05-06T22:01:21+00:00,2026-05-07T05:55:02+08:00,2026-05-06T22:01:21+00:00,25.925,94.5,0.325,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.224374422249635,25.925,25.434562095574744,Low,-0.6345620955747435,25.434562095574744,-0.6345620955747435,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,5.75,0.9978589232386036,0.0654031292301432,2026-05-07,5.75,2026-05-07,0.9978589232386035,0.06540312923014327,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.025,-0.09999999999999787,25.389882981705995,25.430483804731228,-0.6345620955747435
2026-05-07 06:00:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,24.8,Low,2026-05-06T22:16:31+00:00,2026-05-07T06:10:03+08:00,2026-05-06T22:16:31+00:00,25.9,95.0,0.36,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.268027376061784,25.9,25.457619163243248,Low,-0.6576191632432469,25.457619163243248,-0.6576191632432469,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,6.0,1.0,6.123233995736766e-17,2026-05-07,6.0,2026-05-07,1.0,6.123233995736766e-17,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,26.0,-0.10000000000000142,25.36502499647249,25.429913990476933,-0.6576191632432469
2026-05-07 06:15:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,24.8,Low,2026-05-06T22:31:41+00:00,2026-05-07T06:25:03+08:00,2026-05-06T22:31:41+00:00,26.0,94.25,0.4725,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.264683796270955,26.0,25.485278657389667,Low,-0.6852786573896665,25.485278657389667,-0.6852786573896665,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,6.25,0.9978589232386036,-0.0654031292301431,2026-05-07,6.25,2026-05-07,0.9978589232386035,-0.06540312923014314,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,25.975,0.02499999999999858,25.38826617617954,25.43164913406817,-0.6852786573896665
2026-05-07 06:30:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,24.8,Low,2026-05-06T22:46:50+00:00,2026-05-07T06:40:05+08:00,2026-05-06T22:46:50+00:00,26.1,93.5,0.585,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.26093520484524,26.1,25.512654643391663,Low,-0.7126546433916623,25.512654643391663,-0.7126546433916623,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,6.5,0.9914448613738104,-0.1305261922200516,2026-05-07,6.5,2026-05-07,0.9914448613738104,-0.1305261922200516,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,25.95,0.15000000000000213,25.41144481833049,25.43566560982624,-0.7126546433916623
2026-05-07 06:45:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,24.9,Low,2026-05-06T23:02:00+00:00,2026-05-07T06:55:02+08:00,2026-05-06T23:02:00+00:00,26.2,92.75,0.6975,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.25677317425543,26.2,25.5397412219788,Low,-0.6397412219787988,25.5397412219788,-0.6397412219787988,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,6.75,0.9807852804032304,-0.1950903220161282,2026-05-07,6.75,2026-05-07,0.9807852804032304,-0.1950903220161282,nighttime,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0,25.925,0.2749999999999986,25.434562095574744,25.441939300466576,-0.6397412219788023
2026-05-07 07:00:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,24.8,Low,2026-05-06T23:17:10+00:00,2026-05-07T07:10:03+08:00,2026-05-06T23:17:10+00:00,26.3,92.0,0.81,0.0,0.0,0.0,100.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.25218909312132,26.3,25.56653236518492,Low,-0.7665323651849185,25.56653236518492,-0.7665323651849185,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,7.0,0.9659258262890684,-0.2588190451025206,2026-05-07,7.0,2026-05-07,0.9659258262890683,-0.25881904510252063,shoulder,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,25.9,0.40000000000000213,25.457619163243248,25.450445586374087,-0.7665323651849185
2026-05-07 07:15:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,24.8,Low,2026-05-06T23:32:21+00:00,2026-05-07T07:25:03+08:00,2026-05-06T23:32:21+00:00,26.475,92.0,0.8250000000000001,13.0,4.0,9.0,99.75,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.425371168138696,26.53142241019394,25.751544299735876,Low,-0.9515442997358718,25.751544299735876,-0.9515442997358718,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,7.25,0.9469301294951056,-0.3214394653031616,2026-05-07,7.25,2026-05-07,0.9469301294951057,-0.3214394653031616,shoulder,0,0,0,0.3076923076923077,0.6923076923076923,0,0.0,0.0,1.0833333333333333,3.25,26.0,0.4750000000000014,25.485278657389667,25.47644103213401,-0.9515442997358754
2026-05-07 07:30:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.0,Low,2026-05-06T23:47:31+00:00,2026-05-07T07:40:03+08:00,2026-05-06T23:47:31+00:00,26.65,92.0,0.8400000000000001,26.0,8.0,18.0,99.5,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.598553206329186,26.762065675370877,25.936400379504605,Low,-0.9364003795046044,25.936400379504605,-0.9364003795046044,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,7.5,0.9238795325112868,-0.3826834323650895,2026-05-07,7.5,2026-05-07,0.9238795325112868,-0.3826834323650895,shoulder,0,0,0,0.3076923076923077,0.6923076923076923,1,0.0,0.0,3.25,9.75,26.1,0.5499999999999972,25.512654643391663,25.519912649891,-0.9364003795046045
2026-05-07 07:45:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.4,Low,2026-05-07T00:02:37+00:00,2026-05-07T07:55:03+08:00,2026-05-07T00:02:37+00:00,26.825,92.0,0.855,39.0,12.0,27.0,99.25,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.77173520785549,26.991953674448222,26.12110538038849,Low,-0.7211053803884901,26.12110538038849,-0.7211053803884901,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,7.75,0.8968727415326884,-0.4422886902190011,2026-05-07,7.75,2026-05-07,0.8968727415326884,-0.44228869021900113,shoulder,0,0,0,0.3076923076923077,0.6923076923076923,1,0.0,0.0,6.5,19.5,26.2,0.625,25.5397412219788,25.580847849781208,-0.7211053803884901
2026-05-07 08:00:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,25.9,Low,2026-05-07T00:17:43+00:00,2026-05-07T08:10:03+08:00,2026-05-07T00:17:43+00:00,27.0,92.0,0.87,52.0,16.0,36.0,99.0,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,25.944917172879336,27.2211092167104,26.305663864357616,Low,-0.4056638643576171,26.305663864357616,-0.4056638643576171,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,8.0,0.8660254037844387,-0.4999999999999998,2026-05-07,8.0,2026-05-07,0.8660254037844387,-0.4999999999999998,shoulder,0,0,0,0.3076923076923077,0.6923076923076923,1,0.0,0.0,10.833333333333334,32.5,26.3,0.6999999999999993,25.56653236518492,25.659234422104973,-0.40566386435761714
2026-05-07 08:15:00+08:00,S124,Upper Changi Road North,Changi Meteorological Station,1.36777,103.982262,26.6,Low,2026-05-07T00:32:48+00:00,2026-05-07T08:24:03+08:00,2026-05-07T00:32:48+00:00,27.25,90.75,0.9025,86.25,25.25,61.0,99.25,28800.0,ok,https://historical-forecast-api.open-meteo.com/v1/forecast,historical_forecast,26.01652722894907,27.61153566848632,26.45887619396161,Low,0.1411238060383866,26.45887619396161,0.1411238060383866,TP_0986,13078.252030322366,regional_distance_not_representative,0.9904047846794128,0.0,0.0,0.142695013330606,1.02127559987727,0.2884105562475178,0.0,162.57585426280409,1156.2971477835183,residential,0.5783129576372024,0.1529348628518791,8.25,0.8314696123025451,-0.5555702330196023,2026-05-07,8.25,2026-05-07,0.8314696123025451,-0.5555702330196023,shoulder,0,0,0,0.2927536231884058,0.7072463768115942,1,13.0,0.0,18.020833333333332,54.0625,26.475,0.7749999999999986,25.751544299735876,25.74845192358681,0.14112380603839014
