n,mae,rmse,bias,r2,model,cv_scheme,n_folds,n_features,wbgt_ge_31_precision,wbgt_ge_31_recall,wbgt_ge_31_f1,wbgt_ge_31_tp,wbgt_ge_31_fp,wbgt_ge_31_fn,wbgt_ge_33_precision,wbgt_ge_33_recall,wbgt_ge_33_f1,wbgt_ge_33_tp,wbgt_ge_33_fp,wbgt_ge_33_fn
40389,1.2731949376228195,1.76056726197049,-0.8566787860115392,0.32086157275610905,M0_raw_proxy,loso,27,0,,0.0,,0,0,2844,,0.0,,0,0,212
40389,1.190543897608666,1.540038533857215,4.915922378983434e-06,0.4803436528991655,M1_global_bias,loso,27,0,,0.0,,0,0,2844,,0.0,,0,0,212
40389,1.010002851701944,1.3704295252908938,4.862711039602078e-06,0.5885031885133694,M1b_period_bias,loso,27,0,,0.0,,0,0,2844,,0.0,,0,0,212
40389,1.1615176303854156,1.4972590786865454,-0.0002998747767102054,0.5088128788238515,M2_linear_proxy,loso,27,1,0.6666666666666666,0.002109704641350211,0.004206098843322818,6,3,2838,,0.0,,0,0,212
40389,0.9331908120529048,1.269310222252598,0.003221944787450654,0.6469886929860795,M3_weather_ridge,loso,27,14,0.6862745098039216,0.04922644163150492,0.09186351706036745,140,64,2704,,0.0,,0,0,212
40389,0.9167539091559062,1.2551937099962958,0.00347654719792118,0.6547969935453319,M4_inertia_ridge,loso,27,18,0.6467065868263473,0.0759493670886076,0.13593455003146634,216,118,2628,,0.0,,0,0,212
40389,0.9356057758781106,1.288905697895169,0.0035037124662807995,0.6360050586057706,M5_v10_morphology_ridge,loso,27,15,0.6403162055335968,0.056962025316455694,0.10461737164998386,162,91,2682,,0.0,,0,0,212
40389,0.9356057758780744,1.2889056978951525,0.00350371246616854,0.6360050586057799,M6_v10_overhead_ridge,loso,27,17,0.6403162055335968,0.056962025316455694,0.10461737164998386,162,91,2682,,0.0,,0,0,212
40389,0.9356057758780957,1.2889056978951468,0.0035037124662128955,0.6360050586057833,M7_compact_weather_ridge,loso,27,8,0.6403162055335968,0.056962025316455694,0.10461737164998386,162,91,2682,,0.0,,0,0,212
40389,1.2731949376228195,1.76056726197049,-0.8566787860115392,0.32086157275610905,M0_raw_proxy,time_block,5,0,,0.0,,0,0,2844,,0.0,,0,0,212
40389,1.2045589989176537,1.5561066434065327,0.013898077205969776,0.46944333506610947,M1_global_bias,time_block,5,0,,0.0,,0,0,2844,,0.0,,0,0,212
40389,1.0504102983451884,1.4401778736507762,0.014891441002800149,0.5455508143554316,M1b_period_bias,time_block,5,0,,0.0,,0,0,2844,,0.0,,0,0,212
40389,1.178491523214231,1.5203929961596203,-0.014304206777214617,0.49351710657149417,M2_linear_proxy,time_block,5,1,,0.0,,0,0,2844,,0.0,,0,0,212
40389,1.0464681421448079,1.444127083080955,0.07207232703638583,0.5430550452601772,M3_weather_ridge,time_block,5,14,0.1891891891891892,0.014767932489451477,0.027397260273972605,42,180,2802,,0.0,,0,0,212
40389,1.0692181039524642,1.4949996144768478,0.10743939327026399,0.5102942287655028,M4_inertia_ridge,time_block,5,18,0.29328621908127206,0.029184247538677918,0.05308602494403581,83,200,2761,,0.0,,0,0,212
40389,1.0440219102978592,1.4509040814070404,0.055172338830747285,0.5387562804756363,M5_v10_morphology_ridge,time_block,5,15,0.25630252100840334,0.021448663853727144,0.03958468526930565,61,177,2783,,0.0,,0,0,212
40389,1.0440219102973618,1.4509040814062488,0.055172338830725476,0.5387562804761394,M6_v10_overhead_ridge,time_block,5,17,0.25630252100840334,0.021448663853727144,0.03958468526930565,61,177,2783,,0.0,,0,0,212
40389,1.0440219102976342,1.4509040814066596,0.055172338830704555,0.5387562804758783,M7_compact_weather_ridge,time_block,5,8,0.25630252100840334,0.021448663853727144,0.03958468526930565,61,177,2783,,0.0,,0,0,212
