group_type,group_key,target_column,n,mean,std,min,p05,p25,median,p75,p95,max
hour_sgt_x_scenario,13|overhead_as_canopy,pct_pixels_tmrt_ge_50,150,55.9616,24.914429179000592,0.0,5.784000000000001,41.88,57.28,73.1,94.42999999999999,99.84
hour_sgt_x_scenario,13|overhead_as_canopy,pct_pixels_tmrt_ge_55,150,55.70746666666667,25.048616626101964,0.0,5.5280000000000005,41.82,57.28,73.1,94.42999999999999,99.84
hour_sgt_x_scenario,15|base,delta_tmrt_p90_c,150,-1.9004560343424475,5.946484977570917,-24.24179458618164,-22.01551475524902,-1.1710968017578125,3.552713678800501e-15,0.6910715103149379,1.0530673980712888,1.095478057861328
hour_sgt_x_scenario,15|base,tmrt_p90_c,150,57.86954823811849,5.946484977570917,35.5282096862793,37.754489517211915,58.598907470703125,59.77000427246094,60.46107578277588,60.82307167053223,60.865482330322266
hour_sgt_x_scenario,15|base,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,15|base,tmrt_p75_c,150,55.37828862508138,7.183678380618519,35.450408935546875,36.063616561889646,56.088748931884766,57.665082931518555,59.43540859222412,60.511177444458006,60.84369659423828
hour_sgt_x_scenario,15|base,tmrt_p95_c,150,58.64001981099447,5.220109606720175,35.52853775024414,51.8490629196167,59.34954833984375,60.173322677612305,60.66279220581055,60.86372108459473,60.8657341003418
hour_sgt_x_scenario,15|base,tmrt_mean_c,150,48.46940015157064,5.891719720839755,35.51653289794922,36.92416419982911,45.52383518218994,48.51654815673828,52.55106544494629,57.68203830718994,60.39198684692383
hour_sgt_x_scenario,15|base,tmrt_max_c,150,59.795010782877604,3.5890174358824685,35.53129959106445,57.30722789764404,60.18850040435791,60.65744590759277,60.8420295715332,60.865054512023924,60.86590194702149
hour_sgt_x_scenario,15|base,pct_pixels_tmrt_ge_40,150,60.2816,26.41736255576405,0.0,6.422000000000001,46.540000000000006,62.39999999999999,78.82,98.568,100.0
hour_sgt_x_scenario,15|base,pct_pixels_tmrt_ge_45,150,54.9088,24.77818010445058,0.0,6.290000000000001,42.21,54.0,73.88,93.318,100.0
hour_sgt_x_scenario,15|base,pct_pixels_tmrt_ge_50,150,54.891733333333335,24.779619920780554,0.0,6.290000000000001,42.21,53.980000000000004,73.86,93.318,100.0
hour_sgt_x_scenario,15|base,pct_pixels_tmrt_ge_55,150,47.48746666666666,25.427162514507,0.0,3.382,33.69,44.760000000000005,65.71000000000001,91.084,100.0
hour_sgt_x_scenario,15|overhead_as_canopy,delta_tmrt_p90_c,150,-2.01781623840332,6.076281596043385,-24.055055618286133,-21.82877578735351,-1.539259910583496,0.0,0.7638511657714844,1.2075208663940467,1.2819042205810476
hour_sgt_x_scenario,15|overhead_as_canopy,tmrt_p90_c,150,57.56544906616211,6.076281596043384,35.5282096862793,37.754489517211915,58.044005393981934,59.58326530456543,60.347116470336914,60.79078617095948,60.86516952514648
hour_sgt_x_scenario,15|overhead_as_canopy,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,15|overhead_as_canopy,tmrt_p75_c,150,54.7105473836263,7.34808087706568,35.450408935546875,36.00809268951416,55.18348503112793,57.138166427612305,59.297560691833496,60.511177444458006,60.84369659423828
hour_sgt_x_scenario,15|overhead_as_canopy,tmrt_p95_c,150,58.47410596211751,5.21156319790506,35.52853775024414,51.8490629196167,58.8854398727417,60.05824851989746,60.64126777648926,60.86345195770264,60.8657341003418
hour_sgt_x_scenario,15|overhead_as_canopy,tmrt_mean_c,150,47.61407961527507,5.6184886775563765,35.51653289794922,36.92416419982911,44.5170202255249,47.69009590148926,51.45834541320801,57.18187065124512,58.7468376159668
hour_sgt_x_scenario,15|overhead_as_canopy,tmrt_max_c,150,59.71028600056966,3.593720568452807,35.53129959106445,57.29786376953125,60.038899421691895,60.5766944885254,60.82188606262207,60.86446914672851,60.86590194702149
hour_sgt_x_scenario,15|overhead_as_canopy,pct_pixels_tmrt_ge_40,150,56.99519999999999,25.81905104645787,0.0,6.422000000000001,41.78,57.980000000000004,76.05,97.12599999999998,100.0
hour_sgt_x_scenario,15|overhead_as_canopy,pct_pixels_tmrt_ge_45,150,51.43919999999999,23.790947901255812,0.0,6.290000000000001,38.37,51.56,68.41,90.70599999999997,99.44
hour_sgt_x_scenario,15|overhead_as_canopy,pct_pixels_tmrt_ge_50,150,51.413599999999995,23.79241674012059,0.0,6.290000000000001,38.37,51.56,68.4,90.70599999999997,99.44
hour_sgt_x_scenario,15|overhead_as_canopy,pct_pixels_tmrt_ge_55,150,42.892266666666664,24.227005596995845,0.0,3.382,26.21,39.980000000000004,58.160000000000004,87.3,99.4
hour_sgt_x_scenario,16|base,delta_tmrt_p90_c,150,-1.4858570607503254,4.40123216364387,-16.39705467224121,-15.596237564086913,-1.2165946960449219,0.0,0.7592954635620117,1.1351200103759804,1.1787738800048828
hour_sgt_x_scenario,16|base,tmrt_p90_c,150,49.214420267740884,4.40123216364387,34.30322265625,35.1040397644043,49.48368263244629,50.70027732849121,51.45957279205322,51.83539733886719,51.879051208496094
hour_sgt_x_scenario,16|base,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,16|base,tmrt_p75_c,150,46.79167264302571,5.295272917875211,34.23443984985352,34.46904678344727,46.53227424621582,48.48781967163086,50.36180400848389,51.5000560760498,51.85490036010742
hour_sgt_x_scenario,16|base,tmrt_p95_c,150,49.90883801778158,3.8407728702093333,34.30349349975586,40.27113628387451,50.284770011901855,51.13009071350098,51.6715087890625,51.877274703979495,51.87929153442383
hour_sgt_x_scenario,16|base,tmrt_mean_c,150,42.07915293375651,3.9440644301541683,34.29275131225586,34.95196342468262,39.888421058654785,41.91712188720703,44.599799156188965,49.02686195373535,51.373085021972656
hour_sgt_x_scenario,16|base,tmrt_max_c,150,50.867930221557614,2.8582567731173016,34.305545806884766,48.40590915679932,51.155723571777344,51.666215896606445,51.8519401550293,51.87861652374268,51.87946701049805
hour_sgt_x_scenario,16|base,pct_pixels_tmrt_ge_40,150,49.599733333333326,24.65569120209863,0.0,4.09,36.629999999999995,48.24,66.25999999999999,91.46599999999998,100.0
hour_sgt_x_scenario,16|base,pct_pixels_tmrt_ge_45,150,48.18506666666667,24.855965666015805,0.0,3.282,34.730000000000004,46.120000000000005,64.74,91.10799999999999,100.0
hour_sgt_x_scenario,16|base,pct_pixels_tmrt_ge_50,150,20.808,18.88276228228794,0.0,0.0,7.109999999999999,16.84,29.13,59.22199999999999,100.0
hour_sgt_x_scenario,16|base,pct_pixels_tmrt_ge_55,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
hour_sgt_x_scenario,16|overhead_as_canopy,delta_tmrt_p90_c,150,-1.5142367553710934,4.383781817727551,-16.191848754882812,-15.391031646728516,-1.578643798828125,3.5501115935865357e-15,0.8443412780761719,1.3029100418090815,1.3836669921875
hour_sgt_x_scenario,16|overhead_as_canopy,tmrt_p90_c,150,48.98083465576172,4.383781817727551,34.30322265625,35.1040397644043,48.91642761230469,50.49507141113281,51.339412689208984,51.7979814529419,51.87873840332031
hour_sgt_x_scenario,16|overhead_as_canopy,m_rad_pct01,150,0.5,0.29157965095608673,0.0,0.04999999999999994,0.25,0.5,0.75,0.95,1.0
hour_sgt_x_scenario,16|overhead_as_canopy,tmrt_p75_c,150,46.237385737101235,5.3727895381835,34.234249114990234,34.42427368164063,45.71318054199219,47.61284065246582,50.12013626098633,51.5000560760498,51.85490036010742
hour_sgt_x_scenario,16|overhead_as_canopy,tmrt_p95_c,150,49.735943196614585,3.8464377921645223,34.30349349975586,40.27113628387451,49.84875965118408,51.03757667541504,51.64473915100098,51.8770055770874,51.87929153442383
hour_sgt_x_scenario,16|overhead_as_canopy,tmrt_mean_c,150,41.45508328755697,3.685396011929972,34.29275131225586,34.95196342468262,39.135390281677246,41.26828193664551,43.95887565612793,48.39995040893555,49.63192367553711
hour_sgt_x_scenario,16|overhead_as_canopy,tmrt_max_c,150,50.7838707224528,2.865348904592246,34.305545806884766,48.40590915679932,50.97928237915039,51.57103729248047,51.83300018310547,51.87803554534912,51.87946701049805
hour_sgt_x_scenario,16|overhead_as_canopy,pct_pixels_tmrt_ge_40,150,45.88613333333333,23.270887183725364,0.0,4.09,32.17999999999999,44.68,61.92,87.40199999999999,99.56
hour_sgt_x_scenario,16|overhead_as_canopy,pct_pixels_tmrt_ge_45,150,44.170399999999994,23.508115259637528,0.0,3.282,29.21,42.08,60.730000000000004,86.984,99.52
hour_sgt_x_scenario,16|overhead_as_canopy,pct_pixels_tmrt_ge_50,150,17.210400000000003,15.575419236819423,0.0,0.0,4.24,13.48,26.060000000000002,47.38599999999992,77.52
hour_sgt_x_scenario,16|overhead_as_canopy,pct_pixels_tmrt_ge_55,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
