time,temperature_2m,relative_humidity_2m,wind_speed_10m,shortwave_radiation,direct_radiation,diffuse_radiation,cloud_cover,wind_speed_10m_ms,source,source_lat,source_lon,forecast_timezone,forecast_spatial_note,location_id,cell_id,lat,lon,building_density,road_fraction,gvi_percent,svf,shade_fraction,park_distance_m,elderly_proxy,outdoor_exposure_proxy,land_use_hint,tair_local_c,wind_local_ms,tmrt_proxy_c,gvi_norm_for_screening,park_cooling_exp250,tmrt_sky_shortwave_gain_c,tmrt_wall_longwave_gain_c,utci_c,wbgt_proxy_c,wbgt_category_sg,utci_category,wbgt_moderate_or_high,wbgt_high,utci_moderate_or_higher,utci_strong_or_higher,utci_very_strong_or_higher,utci_extreme
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_001,1.328,103.8511,0.516,0.289,19.08,0.726,0.44,738.0,0.259,0.442,HDB/residential,26.382267704098833,0.315169919,26.042564244468068,0.31799999999999995,0.05223513114619603,0.0,0.04189654036923212,30.5,25.886777440316788,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_002,1.328,103.8537,0.471,0.313,13.97,0.503,0.423,629.0,0.094,0.563,mixed,26.404801268600636,0.261166020125,26.205875760798442,0.23283333333333334,0.08078208971247929,0.0,0.08047449219780642,30.5,25.922875426034878,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_003,1.328,103.8563,0.445,0.265,12.01,0.399,0.479,867.0,0.183,0.279,mixed,26.375962235550716,0.23569560437499995,26.226143556977107,0.20016666666666666,0.031179326997954438,0.0,0.09038132142639217,30.5,25.899497209083222,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_004,1.328,103.8589,0.467,0.279,10.57,0.586,0.345,885.0,0.15,0.672,mixed,26.431920335521234,0.28399617675,26.29204634308355,0.17616666666666667,0.029013327082197053,0.0,0.07152600756231632,30.6,25.95173103935383,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_005,1.328,103.8615,0.49,0.215,20.21,0.434,0.473,511.0,0.114,0.374,mixed,26.24829662779235,0.2406502525,25.900310984324538,0.3368333333333334,0.12950963487901218,0.0,0.05621435653218794,30.3,25.759034934863568,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_006,1.3302,103.8485,0.528,0.344,10.14,0.495,0.295,771.0,0.157,0.657,HDB/residential,26.55682847461763,0.25282409,26.466507826490393,0.169,0.04577578680675899,0.0,0.11247935187276162,30.8,26.082194891288466,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_007,1.3302,103.8511,0.515,0.159,12.47,0.496,0.361,889.0,0.232,0.462,HDB/residential,26.361531517260445,0.254499585,26.18501627114015,0.20783333333333334,0.02855280782729001,0.0,0.07288475387970579,30.5,25.881733485276975,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_008,1.3302,103.8537,0.46,0.245,13.05,0.661,0.372,783.0,0.125,0.306,mixed,26.358854342837546,0.3051212275,26.146514991726317,0.2175,0.043630449035578674,0.0,0.048660648888771224,30.5,25.872418899326277,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_009,1.3302,103.8563,0.545,0.348,10.19,0.635,0.408,779.0,0.198,0.815,HDB/residential,26.57965804721223,0.287516409375,26.460488122105215,0.16983333333333334,0.04433415082220017,0.0,0.08463007489298568,30.8,26.100115143988187,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_010,1.3302,103.8589,0.5,0.395,2.0,0.601,0.321,968.0,0.185,0.391,HDB/residential,26.678464156968644,0.28406606249999994,26.746747036420842,0.03333333333333333,0.020816694375305884,0.0,0.10828287945219564,31.0,26.21096093178448,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_011,1.3302,103.8615,0.486,0.329,18.53,0.507,0.398,646.0,0.226,0.569,mixed,26.38050997031303,0.26059482425,26.084946536458762,0.30883333333333335,0.07547151339133784,0.0,0.07503656614572986,30.5,25.892511199300955,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_012,1.3302,103.8641,0.465,0.371,11.84,0.656,0.349,788.0,0.16,0.354,mixed,26.487131722108842,0.303134735,26.31736104707102,0.19733333333333333,0.04276650826045222,0.0,0.06702932496217663,30.7,26.00326046173587,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_013,1.3324,103.8485,0.51,0.351,10.93,0.51,0.303,723.0,0.163,0.434,HDB/residential,26.528812190057383,0.2587519625,26.413859379308633,0.18216666666666667,0.05546517126462075,0.0,0.10364718925124716,30.8,26.052154487344477,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_014,1.3324,103.8511,0.494,0.332,20.49,0.587,0.479,592.0,0.084,0.527,mixed,26.361391243814133,0.28105478324999994,26.011293077292226,0.34149999999999997,0.09366787481677047,0.0,0.059701833478094726,30.4,25.868180089819205,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_015,1.3324,103.8537,0.512,0.467,9.92,0.565,0.378,651.0,0.237,0.72,HDB/residential,26.635858022945477,0.27309041999999994,26.54809731893799,0.16533333333333333,0.07397707729864236,0.0,0.11063929599251308,30.9,26.15942115518087,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_016,1.3324,103.8563,0.552,0.167,17.5,0.39,0.48,918.0,0.21,0.382,HDB/residential,26.34910105122598,0.22289867,26.08428170772512,0.2916666666666667,0.025425567925775893,0.0,0.0851806564991389,30.4,25.86648972125846,low,moderate heat stress,False,False,True,False,False,False
2026-05-06 00:00:00+08:00,25.8,95,0.43,0.0,0.0,0.0,98,0.43,open-meteo,1.3005272,103.862564,Asia/Singapore,"Open-Meteo is used as neighbourhood background meteorology; intra-Toa Payoh spatial variation is generated by grid features/statistical downscaling, not by a 1-km Singapore forecast model.",background,TP_017,1.3324,103.8589,0.514,0.23,3.11,0.518,0.263,971.0,0.134,0.636,HDB/residential,26.540526064596364,0.2604268555,26.582539489850543,0.05183333333333333,0.0205683868675318,0.0,0.10421342525417891,30.8,26.07373800075726,low,moderate heat stress,False,False,True,False,False,False
