target,model,split_family,split_name,fold_id,split_role,n_train,n_test,n_train_cells,n_test_cells,MAE,RMSE,R2,Spearman_observed_vs_predicted,Pearson_observed_vs_predicted,bias,p90_abs_error,top_k_overlap,sign_accuracy,worst_cell_id,worst_cell_error,neutral_boundary_classification_accuracy,anchor_TP_0857_abs_error,anchor_TP_0141_abs_error,anchor_TP_0433_abs_error,anchor_TP_0542_abs_error,anchor_TP_0037_abs_error,robust_priority_anchor_mae,dummy_MAE,MAE_improvement_over_dummy,MAE_improvement_fraction_over_dummy
tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,1,main,600,150,120,30,0.9862916310094774,1.9611654129387779,0.9502523486810809,0.970507943933254,0.9751702234632572,0.17524057537264137,2.002372022758338,,,TP_0857,9.135940071086514,,9.135940071086514,,,,,9.135940071086514,7.687672861226399,6.701381230216922,0.8717047865051667
tmrt_p90_c,dummy_mean,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,7.1126865252176925,7.9753332061210696,-0.0007389506174073635,,,-0.2167185783386202,9.49158853530884,,,TP_0433,19.194541110992436,,,,19.194541110992436,,,19.194541110992436,7.1126865252176925,0.0,0.0
tmrt_p90_c,linear_regression,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,6.6652624906941655,7.508634307601586,0.11295625659386044,0.28361616071825413,0.4012756591207229,-0.7814805990006387,10.441771608484872,,,TP_0864,11.981892428788909,,,,7.059177326344468,,,7.059177326344468,7.1126865252176925,0.44742403452352697,0.06290506870184794
tmrt_p90_c,ridge,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,6.662168972195114,7.509662577449628,0.11271328756566568,0.2834988221698742,0.4014053067987899,-0.7782028436091407,10.439132807579997,,,TP_0864,11.901237349425038,,,,7.056448692056625,,,7.056448692056625,7.1126865252176925,0.45051755302257845,0.06333999838532035
tmrt_p90_c,elasticnet,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,6.663996997728342,7.509108871232875,0.11284412648190267,0.2832925907818125,0.40133738551632586,-0.7802192196736395,10.447121071239101,,,TP_0864,11.947739836809438,,,,7.058466990730146,,,7.058466990730146,7.1126865252176925,0.44868952748935076,0.06308298923318824
tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,1.6848291045235495,4.315632274052454,0.7069700609927083,0.8670412634407995,0.8567766313204818,-0.13239317822941843,2.8517571783747595,,,TP_0864,20.047169788769306,,,,0.3052982730259927,,,0.3052982730259927,7.1126865252176925,5.427857420694143,0.7631233854395146
tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,2,main,600,150,120,30,1.8609692939067615,4.63698896672013,0.6617052521764677,0.854421456679766,0.8360936408665566,-0.026827940885553167,2.9642238707887474,,,TP_0864,20.90786754981654,,,,0.5668569594151179,,,0.5668569594151179,7.1126865252176925,5.251717231310931,0.7383591576391306
tmrt_p90_c,dummy_mean,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,7.271035879177516,8.182393918966984,-0.0009070285937247125,,,0.2463167826334606,10.519012730916339,,,TP_0380,19.504071706136067,,,5.614032725016277,,,,5.614032725016277,7.271035879177516,0.0,0.0
tmrt_p90_c,linear_regression,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,6.600742219942515,7.365235240070924,0.18902733361073198,0.3121365394017512,0.43855483978717713,0.46989139216721876,10.199814498620919,,,TP_0438,16.005907075021284,,,5.761137756297129,,,,5.761137756297129,7.271035879177516,0.6702936592350008,0.09218681772078162
tmrt_p90_c,ridge,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,6.605109182814589,7.37170352065135,0.1876022868967402,0.30990710698253254,0.43693526503747865,0.47017060626561896,10.104193499502415,,,TP_0438,16.08260746395082,,,5.752200658276145,,,,5.752200658276145,7.271035879177516,0.6659266963629271,0.09158622064704422
tmrt_p90_c,elasticnet,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,6.602922411721082,7.368271323023464,0.18835860065524201,0.31156051380061334,0.43779518872639667,0.47002050030498405,10.186270002087046,,,TP_0438,16.040223641352963,,,5.757021859919519,,,,5.757021859919519,7.271035879177516,0.6681134674564344,0.09188697161703595
tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,1.5317315193270349,3.6813256289094847,0.7973990672427625,0.9087076954414857,0.8957530793036693,0.06962322333410541,1.9705033335928572,,,TP_0614,14.956241016539309,,,2.6120565670826736,,,,2.6120565670826736,7.271035879177516,5.739304359850481,0.7893379231268074
tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,3,main,600,150,120,30,1.5552580416354953,3.42051041217066,0.8250899333203883,0.9106914750523661,0.9089874393195403,0.21564324226124196,3.517467206365459,,,TP_0614,14.02226827100834,,,2.6608571387576276,,,,2.6608571387576276,7.271035879177516,5.715777837542021,0.7861022738053903
tmrt_p90_c,dummy_mean,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,6.611636634148493,7.055607619385734,-0.06008412185701539,,,-1.679747931162519,8.572647211710613,,,TP_0542,7.833684319814045,,,,,7.833684319814045,,7.833684319814045,6.611636634148493,0.0,0.0
tmrt_p90_c,linear_regression,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,6.270888555889457,6.941095432098573,-0.02595312698524066,0.13432597004311303,0.19173529609579762,-0.6427700845545398,9.82940289458442,,,TP_0745,7.463428774831084,,,,,7.4495005102499565,,7.4495005102499565,6.611636634148493,0.3407480782590353,0.05153762935172555
tmrt_p90_c,ridge,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,6.26842992246985,6.923038714326356,-0.0206221961193942,0.1398799946664296,0.19482153029183877,-0.6519901089362874,9.746828255147708,,,TP_0745,7.464189507547526,,,,,7.446939730817078,,7.446939730817078,6.611636634148493,0.3432067116786426,0.051909493922580624
tmrt_p90_c,elasticnet,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,6.269840853386688,6.933153842631678,-0.02360680065393428,0.13766478510156008,0.19307656589844163,-0.6460674304962731,9.79941437724141,,,TP_0745,7.462909707809111,,,,,7.4483547454119945,,7.4483547454119945,6.611636634148493,0.34179578076180483,0.051696092764151796
tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.7151035979877539,1.1075293161624937,0.9738794720887032,0.933091423758217,0.9870322944959935,-0.12784718865295383,1.3261398372517483,,,TP_0967,3.059576291044988,,,,,2.627125238099707,,2.627125238099707,6.611636634148493,5.896533036160739,0.8918416668129779
tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,4,main,600,150,120,30,0.850214650595713,1.3306589200065588,0.9622944753887663,0.9093522545056454,0.9810421771981829,-0.08366533978401046,1.8064048714804857,,,TP_0542,3.5719625744426593,,,,,3.5719625744426593,,3.5719625744426593,6.611636634148493,5.76142198355278,0.8714063252955505
tmrt_p90_c,dummy_mean,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,7.7950347203572585,8.865455046522149,-0.00225844851889212,,,0.4208392779032392,10.77680121739702,,,TP_0892,19.66757422765096,,,,,,6.572669999440511,6.572669999440511,7.7950347203572585,0.0,0.0
tmrt_p90_c,linear_regression,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,6.570673189356778,7.237031112953902,0.3321198419647463,0.2975616694075292,0.5825603745235511,0.08314931662473432,9.997006316838082,,,TP_0616,14.782143588147282,,,,,,6.220918079176208,6.220918079176208,7.7950347203572585,1.224361531000481,0.1570694134053025
tmrt_p90_c,ridge,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,6.577692024452335,7.239029354348851,0.33175096970032225,0.29679719098626606,0.5827374375126945,0.08054011960242269,9.956085391709319,,,TP_0616,14.815305619477721,,,,,,6.2324883540963345,6.2324883540963345,7.7950347203572585,1.2173426959049234,0.15616898956533842
tmrt_p90_c,elasticnet,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,6.573256072806751,7.2379254309261505,0.3319547648426793,0.29782123649939996,0.5826355192814392,0.08232951895155764,9.980344779714025,,,TP_0616,14.795174275971135,,,,,,6.225618582048924,6.225618582048924,7.7950347203572585,1.221778647550508,0.1567380635726677
tmrt_p90_c,random_forest_regressor,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.8792613746974958,1.7168074752286684,0.9624144549113132,0.9610847244446195,0.9825125616288843,0.030999612310953873,1.670540278763603,,,TP_0154,7.163673612402867,,,,,,0.656281814727862,0.656281814727862,7.7950347203572585,6.915773345659763,0.8872023786627601
tmrt_p90_c,hist_gradient_boosting_regressor,cell_group_holdout,cell_group_5fold,5,main,600,150,120,30,0.8690041687953339,1.399274687090534,0.9750320079466542,0.9559006416108661,0.9886705604988566,-0.2785292254932138,2.31428249711871,,,TP_0616,3.469089438473934,,,,,,0.6770201130478867,0.6770201130478867,7.7950347203572585,6.926030551561925,0.8885182427057225
tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,12.182604217529294,12.608564477381671,-14.054460740766933,,,12.182604217529294,14.301529312133793,,,TP_0380,23.998940277099607,,23.32336502075195,13.70427398681641,23.897091674804685,15.344166564941403,10.259205627441403,17.30562057495117,12.182604217529294,0.0,0.0
tmrt_p90_c,linear_regression,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,21.670092142740874,21.85065327507945,-44.212942013691155,0.4253220143117472,0.7499217338743802,21.670092142740874,24.93045775435209,,,TP_0857,31.383877145579845,,31.383877145579845,20.501000826722823,19.803192395227853,21.256804294542178,22.083715142145067,23.00571796084355,12.182604217529294,-9.48748792521158,-0.7787733850501548
tmrt_p90_c,ridge,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,21.654305973148208,21.833542064604917,-44.14215737984677,0.4249344415307347,0.7501663052219647,21.654305973148208,24.914819583566274,,,TP_0857,31.42005237626907,,31.42005237626907,20.558127720248898,19.813114485713605,21.24091983149907,22.00996718616898,23.008436319979925,12.182604217529294,-9.471701755618914,-0.7774775890683768
tmrt_p90_c,elasticnet,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,21.664086490540313,21.84405562594429,-44.18564268406733,0.42565625138895063,0.7500422082917064,21.664086490540313,24.931875835688317,,,TP_0857,31.395734164642235,,31.395734164642235,20.525979440828642,19.809398074195485,21.25115386921044,22.051995942682836,23.006852298311927,12.182604217529294,-9.48148227301102,-0.7782804155591228
tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,15.3912233854974,15.692350447432366,-22.318999488842675,0.8758982637433528,0.9556437496536397,15.3912233854974,16.802064544830188,,,TP_0554,20.494751560952942,,4.464267733689965,16.033660025530118,3.0810763507419168,14.591589639376089,15.42765148009024,10.719649045885665,12.182604217529294,-3.2086191679681058,-0.2633771163107549
tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_10_out,1,main,600,150,150,150,15.357496398734547,15.652118406787302,-22.19958228652153,0.9412622261101777,0.9642334155790889,15.357496398734547,16.60787045914558,,,TP_0554,17.622327201751567,,4.184286916930326,15.636083523416595,3.9617811085158507,12.104795108115354,15.832027198367683,10.343794771069161,12.182604217529294,-3.1748921812052533,-0.26060866170444635
tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,9.11421501820882,9.354845737944162,-1.3931070724864187,,,-7.137527815500898,9.44354491551718,,,TP_0835,17.408248373667398,,14.807319113413492,5.8695798428853365,16.93315834681193,4.782684853871665,9.370892098744712,10.352726851145427,9.11421501820882,0.0,0.0
tmrt_p90_c,linear_regression,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,9.40228424748189,9.752277382061735,-1.6007640913565528,0.48643406373616604,0.743312117437481,-8.839716891334174,12.54145132032403,,,TP_0864,18.566526217233353,,12.002990120117353,10.108203518637389,3.266248290585075,10.013205989289453,8.888176860581382,8.85576495584213,9.11421501820882,-0.28806922927307,-0.031606586930147174
tmrt_p90_c,ridge,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,9.405325908542366,9.751903013302446,-1.6005644198132019,0.4859682652562336,0.7427938592449266,-8.836884629976716,12.557159006705206,,,TP_0864,18.488981924589474,,12.049900698328152,10.043632426349049,3.289849869709059,10.00877694045304,8.933459061432394,8.865123799254338,9.11421501820882,-0.2911108903335453,-0.03194031408650661
tmrt_p90_c,elasticnet,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,9.403771187533549,9.752192939295403,-1.6007190526942905,0.4865087337214987,0.7430830900705816,-8.838539058877132,12.557758111534977,,,TP_0864,18.534658039161656,,12.019488681518034,10.079608545114311,3.278156418061073,10.011190092813564,8.909610931056626,8.859610933712721,9.11421501820882,-0.2895561693247277,-0.03176973208841775
tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.4287192375050495,1.0011007790068887,0.9725940747901721,0.8156824747766568,0.9867513711626614,-0.19911532959581368,0.7750787137114996,,,TP_0864,6.1783876732921925,,0.20043140888213173,0.03741870831760963,0.4665831364525701,4.42764374309116,0.36838386864901196,1.1000921730784967,9.11421501820882,8.685495780703771,0.9529614742851104
tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_12_out,2,main,600,150,150,150,0.48664138762354375,1.365338136557661,0.9490235824165072,0.9529943135203672,0.9778149980749627,-0.33080921091284166,0.814794937849544,,,TP_0554,9.989929834008393,,0.6796831843628297,0.6311750651578265,0.29909949032113303,6.758169144959709,0.2560345454189914,1.7248322860440979,9.11421501820882,8.627573630585276,0.9466063301500668
tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,8.976429749043785,9.2747531039004,-1.334707382314468,,,-7.012601502736414,9.664329153696698,,,TP_0835,17.321947472890216,,14.797583001454669,4.571923834482831,16.81316222508748,2.5635467592875187,9.589936834971112,9.667230531056722,8.976429749043785,0.0,0.0
tmrt_p90_c,linear_regression,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,7.929899041439342,8.268534562095429,-0.8556020081696192,0.4607582559224854,0.7558016286173297,-7.195767810248632,10.993578978368166,,,TP_0864,17.192948258424117,,13.463684841821397,7.215092990006973,4.742580730775991,6.13447505648697,7.639438824875164,7.839054488793299,8.976429749043785,1.0465307076044423,0.11658652012688275
tmrt_p90_c,ridge,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,7.93523714439724,8.270607152241633,-0.8565323748301938,0.461462287212765,0.7554505337629223,-7.195463041018165,10.985803675418735,,,TP_0864,17.117348910747964,,13.508372989093303,7.152727669764857,4.763990548090277,6.133055905627607,7.687733205372481,7.849176063589705,8.976429749043785,1.041192604646545,0.11599184015866199
tmrt_p90_c,elasticnet,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,7.932317985824908,8.269447853300573,-0.8560119474581107,0.4597235432685897,0.7556510005825643,-7.195623884815758,10.990053442608401,,,TP_0864,17.161931676497993,,13.47924627374698,7.187428767963425,4.75355671514918,6.133637338306912,7.662057236948385,7.843185266422976,8.976429749043785,1.0441117632188766,0.11631704278976847
tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.5484449201981698,0.886883880108923,0.9786517999285064,0.7778354593537491,0.9893846329706839,0.036722606180885006,1.0535152075316203,,,TP_0864,6.291052536131836,,0.037128074963895585,2.2588202561231654,0.02758998583233563,0.13973760705316352,0.6107841512318188,0.6148120150408758,8.976429749043785,8.427984828845615,0.9389016640767903
tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_13_out,3,main,600,150,150,150,0.4002805774353891,1.0107429678528328,0.9722725967472537,0.9494812653732942,0.9870535084115404,-0.11684512548626012,0.8209191254720956,,,TP_0864,9.397800655385893,,0.8193961067861082,1.539849580473465,0.07327702503027922,2.6942441917598927,0.15787791495949222,1.0569289638018475,8.976429749043785,8.576149171608396,0.9554075964914638
tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,6.7216517328898115,7.396735711979022,-0.5576308548188726,,,-4.425692431131998,7.402184918721517,,,TP_0835,17.915646120707194,,16.711136385599772,0.8681520970662433,17.48285345713297,2.7082066980997723,7.281695798238118,9.010408887227374,6.7216517328898115,0.0,0.0
tmrt_p90_c,linear_regression,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,4.622919698807196,5.291621124968617,0.20281003788430652,0.44997733232588116,0.7612501407108,-3.549768354288737,7.753918366302413,,,TP_0857,16.394201909023423,,16.394201909023423,2.396417376024715,6.472390944287923,0.4107368476542561,4.2990885034522535,5.994567116088514,6.7216517328898115,2.098732034082616,0.3122345693415325
tmrt_p90_c,ridge,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,4.629389244921681,5.294115079276025,0.20205842555070352,0.4489532868127472,0.7613958783513772,-3.5512257986761604,7.742519649460054,,,TP_0857,16.438428926378116,,16.438428926378116,2.3335262999949933,6.493471767626801,0.4092641669581667,4.351784083365715,6.005295048864758,6.7216517328898115,2.0922624879681306,0.31127207583970035
tmrt_p90_c,elasticnet,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,4.626062220827824,5.292865836421844,0.2024349588091473,0.4491666296279835,0.7613336911441928,-3.550725453020064,7.74924056354156,,,TP_0857,16.409087432270667,,16.409087432270667,2.3691241801044853,6.482698366370933,0.41013873883710517,4.323631252151131,5.998935993946864,6.7216517328898115,2.095589512061988,0.31176704705006186
tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,8.614549894441522,8.898789176293652,-1.254478896144894,0.860278234588204,0.9688302505581857,-8.57188105474366,9.621228906984035,,,TP_0614,15.04596853331914,,1.246240450995309,7.00577651554849,0.9865321285005706,10.895950327222316,9.583504702111057,5.943600824875548,6.7216517328898115,-1.8928981615517104,-0.28161205560376523
tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_15_out,4,main,600,150,150,150,8.545811705511715,8.812760560813285,-1.2110994667501704,0.924980599120859,0.9813977974559166,-8.51228072201989,9.482967645589413,,,TP_0864,12.080135067003553,,0.4433188482148651,8.163259746216951,1.1926585544509294,8.742779075245885,9.401247088235309,5.5886526624727875,6.7216517328898115,-1.8241599726219038,-0.2713856720210719
tmrt_p90_c,dummy_mean,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,6.393217531840005,7.753382229968916,-2.1241999680609376,,,6.393217531840005,9.479411328633622,,,TP_0835,21.304415143330893,,20.857668317159018,10.403326428731283,21.063158429463705,19.7658180363973,3.87611619313558,15.193217480977376,6.393217531840005,0.0,0.0
tmrt_p90_c,linear_regression,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,15.322692893590684,15.609764459851752,-11.663365276766104,0.4279959109293746,0.7519692353060776,15.322692893590684,18.02338282820128,,,TP_0857,28.441873147141415,,28.441873147141415,16.86168437033009,17.151892023318553,25.535170319108545,15.036148810927543,20.605353734165227,6.393217531840005,-8.92947536175068,-1.3967107043174118
tmrt_p90_c,ridge,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,15.307835197481273,15.593926557027839,-11.637681429580944,0.42865727365660694,0.752449585798305,15.307835197481273,17.970773161748088,,,TP_0857,28.475930895686417,,28.475930895686417,16.916097806556515,17.162436347721943,25.519009871359586,14.965295672708834,20.60775411880666,6.393217531840005,-8.914617665641268,-1.3943867264400105
tmrt_p90_c,elasticnet,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,15.317260146939738,15.603860288641421,-11.653787613096718,0.4293613049468865,0.752197425469957,15.317260146939738,17.999742478071592,,,TP_0857,28.453336404956588,,28.453336404956588,16.886082556193216,17.158583899358504,25.529720690392125,15.005630023279423,20.60667071483597,6.393217531840005,-8.924042615099733,-1.3958609371033466
tmrt_p90_c,random_forest_regressor,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,8.708950980029037,8.933515069581365,-3.147641232020171,0.8499595537579449,0.9503388280238105,8.708950980029037,9.939719820994755,,,TP_0542,15.188945369500281,,3.175396049817408,11.255369313918713,1.5102799151688089,15.188945369500281,8.41516483102182,7.909031095885406,6.393217531840005,-2.3157334481890324,-0.36221721483056607
tmrt_p90_c,hist_gradient_boosting_regressor,hour_holdout,leave_hour_16_out,5,main,600,150,150,150,8.742950834897094,9.015164976865991,-3.2238043379605994,0.9204079473828672,0.9361347191576663,8.742950834897094,9.660541612387856,,,TP_0542,18.092757103664617,,3.277098218805058,11.066675128891212,1.563048326300077,18.092757103664617,8.583790860772368,8.516673927686666,6.393217531840005,-2.3497333030570893,-0.3675353280808549
tmrt_p90_c,dummy_mean,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,7.2034656808803925,8.056863231921053,-5.971760631973133e-05,,,-0.062259298068563666,9.735499588350631,,,TP_0892,20.11993333468852,,,9.11115190158305,,3.474262237548828,,6.292707069565939,7.2034656808803925,0.0,0.0
tmrt_p90_c,linear_regression,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,6.262984672829664,6.892884736228885,0.26802544572417253,0.296922539777545,0.5177568092851453,0.05474227826464749,9.854091027166977,,,TP_0438,19.262851157039783,,,9.220261460889915,,4.598615081228466,,6.909438271059191,7.2034656808803925,0.9404810080507282,0.1305595181145896
tmrt_p90_c,ridge,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,6.266034073904112,6.8939523508458365,0.2677986822477467,0.2954760835951918,0.5175300490293412,0.04883732713239347,9.815531258917625,,,TP_0438,19.36081485176176,,,9.280109425571347,,4.5969524004155,,6.938530912993423,7.2034656808803925,0.9374316069762809,0.1301361939523685
tmrt_p90_c,elasticnet,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,6.264124922608634,6.893068297424101,0.2679864594598552,0.29588618994574406,0.5177150108497326,0.05239250155119556,9.849561203858164,,,TP_0438,19.30177605935844,,,9.24450167833227,,4.597791856003461,,6.9211467671678655,7.2034656808803925,0.9393407582717588,0.130401226282646
tmrt_p90_c,random_forest_regressor,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,0.8566064531614286,1.5128818049203299,0.9647382427810537,0.9675710275723592,0.9831425167684352,0.18657899085125265,1.9192283506671097,,,TP_0554,10.825025028685602,,,4.177700073692478,,1.4929375519381907,,2.835318812815334,7.2034656808803925,6.346859227718964,0.8810841210176021
tmrt_p90_c,hist_gradient_boosting_regressor,random_split,random_row_diagnostic,1,diagnostic_only,587,163,150,101,0.7659162237300841,1.4275019899768013,0.9686059463498613,0.9793055481472389,0.9847408360330826,0.12851697160925893,1.3971015804006883,,,TP_0554,8.652364785492018,,,4.105851249353066,,3.2689088875467327,,3.687380068449899,7.2034656808803925,6.4375494571503085,0.8936739261820881
tmrt_p90_c,dummy_mean,spatial_holdout,spatial_east_north,1,main,565,185,113,37,7.9235101182595935,9.226937983438944,-0.02388644405024709,,,1.409312992967276,17.399325331966423,,,TP_0835,19.935059127132444,,18.44704490594104,,,7.970400344713599,,13.20872262532732,7.9235101182595935,0.0,0.0
tmrt_p90_c,linear_regression,spatial_holdout,spatial_east_north,1,main,565,185,113,37,6.698069025382203,7.670334274945817,0.29243690669880507,0.3595883400932489,0.5429935929595016,-0.21751750250827862,10.440724532815738,,,TP_0857,18.96451867643217,,18.96451867643217,,,7.4437471025705735,,13.204132889501372,7.9235101182595935,1.2254410928773902,0.1546588664098986
tmrt_p90_c,ridge,spatial_holdout,spatial_east_north,1,main,565,185,113,37,6.703144543771929,7.672053089478231,0.2921197612010805,0.3564174974413404,0.5425189221480361,-0.2082501942471272,10.338852340911991,,,TP_0857,18.995731369387077,,18.995731369387073,,,7.4428899760746985,,13.219310672730886,7.9235101182595935,1.2203655744876647,0.15401830202442135
tmrt_p90_c,elasticnet,spatial_holdout,spatial_east_north,1,main,565,185,113,37,6.700328634732725,7.670690214358542,0.2923712366963339,0.3592528713847087,0.5428387592259603,-0.21299917273412627,10.393564570276352,,,TP_0857,18.974283463189515,,18.974283463189515,,,7.4435853724537395,,13.208934417821627,7.9235101182595935,1.2231814835268686,0.15437368858885758
tmrt_p90_c,random_forest_regressor,spatial_holdout,spatial_east_north,1,main,565,185,113,37,1.5091254480376193,3.928750695574082,0.8143711254038257,0.9155546289793027,0.9068316384328547,-0.4706695147122728,2.560262154230993,,,TP_0864,19.55776485367427,,8.606724677671107,,,6.788646916638274,,7.697685797154691,7.9235101182595935,6.414384670221974,0.8095382695909146
tmrt_p90_c,hist_gradient_boosting_regressor,spatial_holdout,spatial_east_north,1,main,565,185,113,37,1.3952101341558574,3.7027595897691423,0.8351125427869502,0.9110754791625238,0.9190464419397149,-0.49701632712923755,2.6381297175087655,,,TP_0864,19.544506116573803,,1.9292022538064557,,,4.758321016298505,,3.3437616350524806,7.9235101182595935,6.528299984103736,0.8239151445089191
tmrt_p90_c,dummy_mean,spatial_holdout,spatial_east_south,2,main,560,190,112,38,6.863776230776221,7.4561281529618055,-0.018041748141099045,,,-0.9925899595246304,8.879677070890152,,,TP_0433,18.98642870358058,,,5.6476767226627915,18.986428703580582,,,12.317052713121686,6.863776230776221,0.0,0.0
tmrt_p90_c,linear_regression,spatial_holdout,spatial_east_south,2,main,560,190,112,38,6.468724267512092,6.941226024032706,0.11771025172230387,0.19480376333503918,0.3878132240012635,-1.3177477608060448,9.764159510714757,,,TP_0433,7.672095846948004,,,6.136821322133184,7.672095846948004,,,6.904458584540594,6.863776230776221,0.3950519632641285,0.05755606680368895
tmrt_p90_c,ridge,spatial_holdout,spatial_east_south,2,main,560,190,112,38,6.468577104839279,6.938857529847647,0.11831226110979198,0.19415817029484705,0.3880059888450069,-1.3096109086603884,9.718684242649687,,,TP_0433,7.6963535792742,,,6.121585235720116,7.6963535792742,,,6.908969407497159,6.863776230776221,0.3951991259369416,0.057577507285992736
tmrt_p90_c,elasticnet,spatial_holdout,spatial_east_south,2,main,560,190,112,38,6.4686761377628725,6.940191900001327,0.11797312432215679,0.19459206480424446,0.38791265512821765,-1.3144715558239946,9.746802404320123,,,TP_0433,7.682149514557248,,,6.13081812664643,7.682149514557248,,,6.906483820601839,6.863776230776221,0.39510009301334836,0.057563078942138926
tmrt_p90_c,random_forest_regressor,spatial_holdout,spatial_east_south,2,main,560,190,112,38,0.7578076021027781,1.19870547522536,0.9736873954803261,0.9505939615875346,0.9875918050634631,0.29166656709013705,1.659387581116619,,,TP_0141,3.894332573771534,,,3.894332573771534,1.9246067756544605,,,2.909469674712997,6.863776230776221,6.105968628673443,0.8895931952581912
tmrt_p90_c,hist_gradient_boosting_regressor,spatial_holdout,spatial_east_south,2,main,560,190,112,38,0.9255365182805839,1.5455493358628323,0.9562573987306107,0.9370567278968638,0.9806844925284399,0.4934359276477811,2.1049394894246296,,,TP_0433,6.241830040179671,,,2.490985733762885,6.241830040179671,,,4.366407886971278,6.863776230776221,5.938239712495637,0.8651563676958747
tmrt_p90_c,dummy_mean,spatial_holdout,spatial_west_north,3,main,575,175,115,35,6.963176900733332,7.685206727506373,-0.008336103984449839,,,-0.6987703311517403,9.04282395072605,,,TP_0616,17.796824805218236,,,,,,,,6.963176900733332,0.0,0.0
tmrt_p90_c,linear_regression,spatial_holdout,spatial_west_north,3,main,575,175,115,35,6.566006650089023,7.453494627235921,0.05155075626074257,0.23316166592028661,0.2806147990700626,0.38096340228148734,10.547938035638857,,,TP_0616,15.324532372775433,,,,,,,,6.963176900733332,0.3971702506443089,0.0570386558185073
tmrt_p90_c,ridge,spatial_holdout,spatial_west_north,3,main,575,175,115,35,6.564408235917432,7.439429883849759,0.05512682625017229,0.23210927004030452,0.2831246236535897,0.36199974096130094,10.602929210103989,,,TP_0616,15.354685228609117,,,,,,,,6.963176900733332,0.39876866481590056,0.05726820824757503
