n,mae,rmse,bias,r2,model,cv_scheme,n_folds,n_features,wbgt_ge_31_precision,wbgt_ge_31_recall,wbgt_ge_31_f1,wbgt_ge_31_tp,wbgt_ge_31_fp,wbgt_ge_31_fn,wbgt_ge_33_precision,wbgt_ge_33_recall,wbgt_ge_33_f1,wbgt_ge_33_tp,wbgt_ge_33_fp,wbgt_ge_33_fn
810,0.5951661794666557,0.7111051566793046,-0.4811325139302898,-0.3750113146981906,M0_raw_proxy,loso,4,0,,,,0,0,0,,,,0,0,0
810,0.42376682601844856,0.5421907023556608,-0.00027043586487175627,0.20063938276012938,M1_global_bias,loso,4,0,,,,0,0,0,,,,0,0,0
810,0.42376682601844856,0.5421907023556608,-0.00027043586487175627,0.20063938276012938,M1b_period_bias,loso,4,0,,,,0,0,0,,,,0,0,0
810,0.4006400697831386,0.5098422643090644,-0.0014367948417869077,0.29317763239354244,M2_linear_proxy,loso,4,1,,,,0,0,0,,,,0,0,0
810,0.345012067938913,0.4408724471156434,-0.00869794664604627,0.4714762208739045,M3_weather_ridge,loso,4,14,,,,0,0,0,,,,0,0,0
810,0.3442458399388346,0.4305718784834616,-0.007692968626980841,0.49588462933614785,M4_inertia_ridge,loso,4,18,,,,0,0,0,,,,0,0,0
810,0.34231075605243916,0.43665090479843455,-0.005497995370881968,0.4815494438020014,M5_v10_morphology_ridge,loso,4,15,,,,0,0,0,,,,0,0,0
810,0.342310756052439,0.43665090479843427,-0.005497995370882265,0.48154944380200204,M6_v10_overhead_ridge,loso,4,17,,,,0,0,0,,,,0,0,0
810,0.3423107560524391,0.4366509047984345,-0.005497995370882055,0.4815494438020016,M7_compact_weather_ridge,loso,4,8,,,,0,0,0,,,,0,0,0
810,0.5951661794666557,0.7111051566793046,-0.4811325139302898,-0.3750113146981906,M0_raw_proxy,time_block,4,0,,,,0,0,0,,,,0,0,0
810,0.4158655844130467,0.5358011462252605,-0.018279888519636158,0.21936882232966792,M1_global_bias,time_block,4,0,,,,0,0,0,,,,0,0,0
810,0.4158655844130467,0.5358011462252605,-0.018279888519636158,0.21936882232966792,M1b_period_bias,time_block,4,0,,,,0,0,0,,,,0,0,0
810,0.38781295640030833,0.49523334980530964,-0.0018215937168483546,0.3331035861391213,M2_linear_proxy,time_block,4,1,,,,0,0,0,,,,0,0,0
810,0.33041812074265114,0.4177541907541381,0.006090963782707182,0.5254518917644353,M3_weather_ridge,time_block,4,14,,,,0,0,0,,,,0,0,0
810,0.3265127062214691,0.40752480120529166,0.011673208471805547,0.5484075168582896,M4_inertia_ridge,time_block,4,18,,,,0,0,0,,,,0,0,0
810,0.32985399618599776,0.4178256731989848,0.006168247486293033,0.5252894768231571,M5_v10_morphology_ridge,time_block,4,15,,,,0,0,0,,,,0,0,0
810,0.32985399618599787,0.417825673198985,0.006168247486293252,0.5252894768231566,M6_v10_overhead_ridge,time_block,4,17,,,,0,0,0,,,,0,0,0
810,0.32985399618599814,0.41782567319898506,0.006168247486293515,0.5252894768231564,M7_compact_weather_ridge,time_block,4,8,,,,0,0,0,,,,0,0,0
