qa_check,status,station_count,expected_station_count,buffer_count,expected_buffers,feature_name,buffer_m,metric_value,all_27_station_coverage,all_nan_feature,constant_feature,high_missing_gt_20_pct,high_missing_gt_50_pct,high_missing_gt_80_pct,notes
station_count,PASS,27,27,4,4,,,,,,,,,,Station universe.
buffer_count,PASS,27,27,4,4,,,,,,,,,,Configured metric buffers.
CRS check,PASS,27,27,4,4,,,,,,,,,,Station coordinates read as EPSG:4326 and projected to EPSG:3414 for metric buffers.
buffer area check,PASS,27,27,4,4,,,,,,,,,,All buffer areas use pi*r^2 in meters.
source coverage check,BLOCKED_MISSING_SOURCES,27,27,4,4,,,,,,,,,,All requested environmental groups require all-27 source coverage.
ToaPayoh_only feature exclusion check,PASS,27,27,4,4,,,,,,,,,,Toa Payoh-only/AOI-limited sources are inventoried but excluded.
feature_coverage,FAIL,27,27,4,4,water_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,water_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,water_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,water_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_water_m,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_water_m,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_water_m,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_water_m,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,nearest_water_type,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,nearest_water_type,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,nearest_water_type,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,nearest_water_type,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,tree_canopy_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,tree_canopy_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,tree_canopy_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,tree_canopy_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,grass_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,grass_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,grass_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,grass_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,green_space_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,green_space_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,green_space_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,green_space_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,ndvi_mean,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,ndvi_mean,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,ndvi_mean,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,ndvi_mean,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,gvi_mean,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,gvi_mean,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,gvi_mean,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,gvi_mean,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,built_up_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,built_up_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,built_up_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,built_up_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,impervious_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,impervious_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,impervious_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,impervious_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,road_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,road_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,road_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,road_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,major_road_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,major_road_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,major_road_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,major_road_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_footprint_fraction,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_footprint_fraction,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_footprint_fraction,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_footprint_fraction,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_mean,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_mean,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_mean,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_mean,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_p90,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_p90,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_p90,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,lst_p90,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,albedo_mean,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,albedo_mean,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,albedo_mean,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,albedo_mean,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_density,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_density,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_density,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_density,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,mean_building_height_m,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,mean_building_height_m,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,mean_building_height_m,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,mean_building_height_m,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_height_p90_m,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_height_p90_m,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_height_p90_m,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,building_height_p90_m,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,roughness_proxy,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,roughness_proxy,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,roughness_proxy,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,roughness_proxy,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,openness_or_svf_proxy,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,openness_or_svf_proxy,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,openness_or_svf_proxy,250.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,openness_or_svf_proxy,500.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_park_m,50.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
feature_coverage,FAIL,27,27,4,4,distance_to_park_m,100.0,0.0,False,True,False,True,True,True,Feature coverage and missingness QA.
