cell_id,hazard_score_v08,rank_v08_hazard_score,hazard_score_v10,rank_v10_hazard_score,rank_change_v08_minus_v10,is_old_dsm_gap_false_positive_candidate
TP_0336,0.4035542574483489,466.0,0.3968060743457477,489.0,-23.0,False
TP_0721,0.3329602393482629,571.0,0.2797673964588977,667.0,-96.0,False
TP_0020,0.3539182372193729,537.0,0.3008920487216956,623.0,-86.0,False
TP_0285,0.401627320131366,471.0,0.4794477208635373,368.0,103.0,False
TP_0578,0.3027338061164032,619.0,0.2603437248369432,695.0,-76.0,False
TP_0813,0.4126324165054064,452.0,0.4037058721761452,481.0,-29.0,False
TP_0444,0.3264925298940737,582.0,0.3312703325464013,582.0,0.0,False
TP_0343,0.41489306023805,449.0,0.626716719083596,145.0,304.0,False
TP_0526,0.5540217317572025,241.0,0.5797381045554729,213.0,28.0,False
TP_0640,0.5855000660856886,199.0,0.5959704020653287,191.0,8.0,False
TP_0552,0.3185003972313788,597.0,0.3291017832356109,585.0,12.0,False
TP_0248,0.4057898590734116,465.0,0.3941858796771634,492.0,-27.0,False
TP_0671,0.4822247715956889,358.0,0.4993361387716998,336.0,22.0,False
TP_0300,0.3976524475511278,480.0,0.3509836782588402,551.0,-71.0,False
TP_0901,0.4143698130730395,451.0,0.3873870642522058,501.0,-50.0,False
TP_0528,0.2845071173266276,646.0,0.3005786632074791,625.0,21.0,False
TP_0362,0.3514101252831729,540.0,0.3603467054431675,535.0,5.0,False
TP_0293,0.3923554912951782,487.0,0.362838570878968,528.0,-41.0,False
TP_0186,0.3826907102936819,502.0,0.4436192865707728,417.0,85.0,False
TP_0889,0.4276867651161999,428.0,0.42092469448912,455.0,-27.0,False
TP_0790,0.321901412530911,592.0,0.2454522068342898,719.0,-127.0,False
TP_0511,0.3934938294842742,483.0,0.4303496625386302,440.0,43.0,False
TP_0453,0.284457608065982,647.0,0.2948303876708346,638.0,9.0,False
TP_0377,0.3931699356665394,484.0,0.2653652605013469,691.0,-207.0,False
TP_0484,0.50595794786105,310.0,0.5005640750692748,332.0,-22.0,False
TP_0915,0.4298142915604059,424.0,0.4587915481078229,395.0,29.0,False
TP_0556,0.576994493063034,207.0,0.6178009253954294,161.0,46.0,False
TP_0411,0.3782767649914161,509.0,0.3917250976391984,495.0,14.0,False
TP_0158,0.5323658103648016,270.0,0.5611844381129403,238.0,32.0,False
TP_0784,0.2767448299445401,669.0,0.2649336109096238,692.0,-23.0,False
TP_0515,0.4272317446567563,430.0,0.4396439393263469,425.0,5.0,False
TP_0354,0.2792253055893128,658.0,0.3000969487602088,626.0,32.0,False
TP_0253,0.2793583612440119,657.0,0.3352760183705741,573.0,84.0,False
TP_0536,0.5734095364134751,214.0,0.5958577019062253,193.0,21.0,False
TP_0368,0.2797513043550866,656.0,0.27686615485523,671.0,-15.0,False
TP_0594,0.310959129575072,606.0,0.3338938288526035,577.0,29.0,False
TP_0774,0.4223694399637246,438.0,0.4590036723551738,394.0,44.0,False
TP_0812,0.3128565278231409,602.0,0.2856369387389226,654.0,-52.0,False
TP_0021,0.3836383315149858,499.0,0.3785995718161564,512.0,-13.0,False
TP_0898,0.2914189347304725,638.0,0.2529377545203251,707.0,-69.0,False
TP_0599,0.2698180447986998,676.0,0.3594602671884347,537.0,139.0,False
TP_0718,0.4062686048606657,462.0,0.4303399526102666,441.0,21.0,False
TP_0424,0.2792036728904697,659.0,0.2947330931605134,639.0,20.0,False
TP_0178,0.3808656796958154,505.0,0.451994448367051,405.0,100.0,False
TP_0799,0.2727659224393799,671.0,0.3142417392971151,604.0,67.0,False
TP_0225,0.2837092710025972,649.0,0.3092749903319941,612.0,37.0,False
TP_0055,0.2923029779886529,636.0,0.2301306422349529,738.0,-102.0,False
TP_0869,0.3789104629569103,507.0,0.3150753732091733,603.0,-96.0,False
TP_0884,0.4007357209993225,472.0,0.3119824565846734,607.0,-135.0,False
TP_0157,0.5184294762050026,290.0,0.5471206877527953,260.0,30.0,False
TP_0719,0.4502924514119725,392.0,0.4311445669947735,437.0,-45.0,False
TP_0372,0.391368028260637,491.0,0.401512028146808,482.0,9.0,False
TP_0456,0.2574545977151849,694.0,0.25936002267087,697.0,-3.0,False
TP_0676,0.2779950872449248,664.0,0.288919215187587,648.0,16.0,False
TP_0084,0.2512405176783748,703.0,0.2283457010173815,741.0,-38.0,False
TP_0176,0.3383159782862965,566.0,0.2181274482928893,754.0,-188.0,False
TP_0263,0.3754493604728628,511.0,0.3886900674670003,498.0,13.0,False
TP_0390,0.3233525992660297,590.0,0.3303568875166415,583.0,7.0,False
TP_0827,0.2338636714910443,722.0,0.3864872332257757,506.0,216.0,False
TP_0224,0.2936105031067382,633.0,0.3174771975605172,600.0,33.0,False
TP_0260,0.556597974584214,236.0,0.5576426676369601,246.0,-10.0,False
TP_0458,0.372273670316793,513.0,0.3323540774328226,580.0,-67.0,False
TP_0149,0.3709480514116476,514.0,0.3714030283630207,521.0,-7.0,False
TP_0022,0.3195377462258356,594.0,0.3407124901127558,565.0,29.0,False
TP_0421,0.3893237865203092,495.0,0.4176452230518769,460.0,35.0,False
TP_0218,0.3846502005942676,498.0,0.6284870678831258,142.0,356.0,False
TP_0926,0.3871839245815175,497.0,0.360628715967911,534.0,-37.0,False
TP_0792,0.2611239633174184,686.0,0.2240658733674101,745.0,-59.0,False
TP_0416,0.369669153199414,516.0,0.4165938337888554,464.0,52.0,False
TP_0073,0.2865427103552778,642.0,0.3203519581375677,597.0,45.0,False
TP_0531,0.3037965918199882,617.0,0.3152376649979916,602.0,15.0,False
TP_0182,0.3427353899217581,561.0,0.3554168950081373,542.0,19.0,False
TP_0512,0.3675741141923043,518.0,0.4071646320785074,475.0,43.0,False
TP_0271,0.25758186088702,693.0,0.2676243010148308,685.0,8.0,False
TP_0841,0.3300248112146642,576.0,0.2959770601445482,635.0,-59.0,False
TP_0208,0.4822904799713617,357.0,0.503907581219638,323.0,34.0,False
TP_0694,0.297960216269564,622.0,0.2751885592771119,672.0,-50.0,False
TP_0413,0.3645848611565824,520.0,0.3865348176423236,505.0,15.0,False
TP_0081,0.3267624854165504,581.0,0.3489681983771224,555.0,26.0,False
TP_0101,0.361708102269816,524.0,0.3884524650855719,499.0,25.0,False
TP_0783,0.3050340057429119,614.0,0.2799392794779804,666.0,-52.0,False
TP_0188,0.3440607463206234,555.0,0.3830342448455944,510.0,45.0,False
TP_0056,0.4398936232924721,408.0,0.3831321229056313,509.0,-101.0,False
TP_0743,0.3573286854629109,529.0,0.4426141866955339,420.0,109.0,False
TP_0648,0.3570498534827696,530.0,0.3734263155251416,516.0,14.0,False
TP_0634,0.2858407055729065,644.0,0.2986189193128579,631.0,13.0,False
TP_0369,0.3555832105239415,533.0,0.3941171128976627,493.0,40.0,False
TP_0890,0.3493759753163395,545.0,0.3761546744104612,514.0,31.0,False
TP_0086,0.4660660937156072,375.0,0.4234785497328664,450.0,-75.0,False
TP_0867,0.2836085402802267,650.0,0.2485980106336556,713.0,-63.0,False
TP_0938,0.3529854867924474,538.0,0.4040735952603983,480.0,58.0,False
TP_0309,0.231934630304577,727.0,0.2494452620586336,711.0,16.0,False
TP_0704,0.5352740071903168,264.0,0.5594940986784662,241.0,23.0,False
TP_0292,0.2817089640952499,652.0,0.3007401603051267,624.0,28.0,False
TP_0420,0.5347797752207802,266.0,0.6259029847307548,149.0,117.0,False
TP_0214,0.363367557056852,521.0,0.4396726822774656,424.0,97.0,False
TP_0239,0.3475388716972525,549.0,0.3734002168241514,517.0,32.0,False
TP_0899,0.3465647491851386,550.0,0.3462995393805336,558.0,-8.0,False
TP_0223,0.3463669232696162,551.0,0.4629982801277819,384.0,167.0,False
TP_0357,0.531786774348932,273.0,0.5379349308398313,274.0,-1.0,False
TP_0074,0.2922871348580999,637.0,0.4388749891012736,426.0,211.0,False
TP_0402,0.3454759254067863,553.0,0.3551308288523712,543.0,10.0,False
TP_0162,0.4992101638750072,320.0,0.5230925140360231,295.0,25.0,False
TP_0779,0.4711257363478832,370.0,0.4809278232139575,364.0,6.0,False
TP_0298,0.2587127068022976,692.0,0.2674438089905715,686.0,6.0,False
TP_0044,0.3462586287809941,552.0,0.3361560550357132,571.0,-19.0,False
TP_0066,0.4305575556235995,421.0,0.4146715127977571,466.0,-45.0,False
TP_0217,0.3257347303961075,583.0,0.4767282778362393,370.0,213.0,False
TP_0702,0.439655663359621,409.0,0.4471693135977336,412.0,-3.0,False
TP_0364,0.2868654274159232,641.0,0.2927287912997906,642.0,-1.0,False
TP_0791,0.2382424414576255,715.0,0.2203975052215129,751.0,-36.0,False
TP_0050,0.2785902153872047,661.0,0.295783115249366,636.0,25.0,False
TP_0961,0.5263972740286653,280.0,0.5004177557463654,334.0,-54.0,False
TP_0483,0.526271836779152,282.0,0.5296993615005077,286.0,-4.0,False
TP_0657,0.2945642099232552,631.0,0.3263362109966779,588.0,43.0,False
TP_0734,0.3178208729670365,599.0,0.3223051548107552,593.0,6.0,False
TP_0715,0.3397745660519435,563.0,0.3838056659173954,508.0,55.0,False
TP_0303,0.4019847882265145,470.0,0.4079621316114928,474.0,-4.0,False
TP_0506,0.3384356003483832,565.0,0.3661355852243358,524.0,41.0,False
TP_0596,0.3239402294884623,587.0,0.3246187086315871,591.0,-4.0,False
TP_0688,0.5224529774404655,287.0,0.5493346330844192,258.0,29.0,False
TP_0762,0.2430148915804153,709.0,0.2082948176297596,770.0,-61.0,False
TP_0052,0.2659593029486368,680.0,0.2849255302059895,656.0,24.0,False
TP_0301,0.329730483396034,577.0,0.3203994882171811,596.0,-19.0,False
TP_0340,0.2497615774590497,704.0,0.2836317161749397,657.0,47.0,False
TP_0090,0.2345062793066683,720.0,0.2108632423850691,766.0,-46.0,False
TP_0468,0.1858128411091034,792.0,0.1941709974789413,792.0,0.0,False
TP_0053,0.2820835605461909,651.0,0.2821086637145925,660.0,-9.0,False
TP_0499,0.2529927847927141,701.0,0.2730562377180983,676.0,25.0,False
TP_0563,0.3269354256466907,580.0,0.3114454189949234,608.0,-28.0,False
TP_0817,0.3541435966145043,534.0,0.3195249439086673,599.0,-65.0,False
TP_0896,0.2840511029740845,648.0,0.2742714309792324,675.0,-27.0,False
TP_0302,0.325107981532849,585.0,0.3453870060788989,561.0,24.0,False
TP_0538,0.3033042691416414,618.0,0.3126477281242749,606.0,12.0,False
TP_0625,0.3237161794358973,589.0,0.3530168646580768,547.0,42.0,False
TP_0092,0.2342249191997879,721.0,0.2555725317751229,701.0,20.0,False
TP_0941,0.5078891331919425,305.0,0.5186905484261851,307.0,-2.0,False
TP_0445,0.3221875953740362,591.0,0.3361684238922412,570.0,21.0,False
TP_0771,0.4472045940265328,399.0,0.522239807010324,297.0,102.0,False
TP_0979,0.2643537289615896,684.0,0.2466480587261683,714.0,-30.0,False
TP_0868,0.2201283251582326,740.0,0.2173222081830043,757.0,-17.0,False
TP_0934,0.5059686290181342,309.0,0.492734318283887,351.0,-42.0,False
TP_0534,0.2551476972345606,697.0,0.2412461929303752,725.0,-28.0,False
TP_0509,0.3092036235343892,609.0,0.3215431259193287,594.0,15.0,False
TP_0379,0.2145994198365068,746.0,0.2216364637539964,749.0,-3.0,False
TP_0529,0.2562517809267881,696.0,0.2552558526256492,704.0,-8.0,False
TP_0270,0.1730491638474014,812.0,0.1680169970064758,825.0,-13.0,False
TP_0660,0.4253815037500154,432.0,0.4118555759710449,470.0,-38.0,False
TP_0423,0.2047207371433225,762.0,0.2282057871142959,742.0,20.0,False
TP_0935,0.5013676022323954,319.0,0.5001088537180884,335.0,-16.0,False
TP_0476,0.1926953966620805,785.0,0.1705739823253496,820.0,-35.0,False
TP_0950,0.3323586246564809,573.0,0.3612621907094275,533.0,40.0,False
TP_0740,0.3121884777141082,604.0,0.3431183642813426,564.0,40.0,False
TP_0381,0.3119250955593683,605.0,0.3479181098355645,557.0,48.0,False
TP_0133,0.3796451254436632,506.0,0.3998344951450929,486.0,20.0,False
TP_0257,0.1786110205400015,805.0,0.338603130702909,569.0,236.0,False
TP_0184,0.2934743551895784,634.0,0.3257209604845139,589.0,45.0,False
TP_0072,0.2331754185102334,724.0,0.2306689777527121,737.0,-13.0,False
TP_0644,0.4944760685556658,332.0,0.5221088960436064,298.0,34.0,False
TP_0393,0.3038647173209872,616.0,0.3139586595452037,605.0,11.0,False
TP_0238,0.3085775306580751,611.0,0.3096656264294701,611.0,0.0,False
TP_0006,0.4596374344698258,383.0,0.4203080231302188,457.0,-74.0,False
TP_0061,0.2678524897463022,678.0,0.1931325034149965,793.0,-115.0,False
TP_0603,0.2975667793161007,623.0,0.2887327105491533,649.0,-26.0,False
TP_0946,0.3431395151399388,558.0,0.3045379785693478,618.0,-60.0,False
TP_0058,0.4500873966421394,394.0,0.4533001786189536,404.0,-10.0,False
TP_0686,0.3047285758357536,615.0,0.3434128488668905,563.0,52.0,False
TP_0099,0.2289860436009062,730.0,0.2070472024388646,773.0,-43.0,False
TP_0929,0.2334987115800647,723.0,0.2904964402369722,646.0,77.0,False
TP_0479,0.2550907565590044,698.0,0.2805247659747381,662.0,36.0,False
TP_0332,0.2083837516237397,755.0,0.2131278935098883,765.0,-10.0,False
TP_0630,0.4863622409699051,350.0,0.5394569988795136,272.0,78.0,False
TP_0964,0.299260793848625,621.0,0.3346832295391362,575.0,46.0,False
TP_0278,0.1849457793263905,796.0,0.1913054296792168,799.0,-3.0,False
TP_0135,0.3992347528621467,476.0,0.4252917660409528,446.0,30.0,False
TP_0235,0.4817811689968049,360.0,0.451597653724494,406.0,-46.0,False
TP_0251,0.1727819023747781,813.0,0.1691128500174383,823.0,-10.0,False
TP_0255,0.1844714517407775,797.0,0.2057855906870253,775.0,22.0,False
TP_0441,0.1997886299837512,773.0,0.19187283362657,796.0,-23.0,False
TP_0776,0.4450728053965385,402.0,0.4405250618455701,423.0,-21.0,False
TP_0279,0.1737552644364836,809.0,0.1679231687157613,826.0,-17.0,False
TP_0062,0.2274255360157896,731.0,0.1924454030088828,794.0,-63.0,False
TP_0227,0.1970543439384899,778.0,0.285257442440416,655.0,123.0,False
TP_0856,0.1655344597999171,818.0,0.2016485242714022,780.0,38.0,False
TP_0909,0.2776603486263637,667.0,0.2800163361442899,665.0,2.0,False
TP_0809,0.284848862582273,645.0,0.2783838639347129,668.0,-23.0,False
TP_0443,0.2215504794837285,738.0,0.2529781649980729,706.0,32.0,False
TP_0187,0.1844177461746743,798.0,0.2461321193554603,717.0,81.0,False
TP_0840,0.1949362766230178,781.0,0.162126744071238,834.0,-53.0,False
TP_0768,0.2800519112785957,655.0,0.308792653945353,613.0,42.0,False
TP_0772,0.4653330706904906,376.0,0.4849814289200225,359.0,17.0,False
TP_0295,0.195895459875477,779.0,0.1890330051552641,800.0,-21.0,False
TP_0114,0.2871627466765114,640.0,0.2956370853545217,637.0,3.0,False
TP_0124,0.2538403728347568,700.0,0.2508030965701409,710.0,-10.0,False
TP_0465,0.4207881966494491,440.0,0.3935970186702793,494.0,-54.0,False
TP_0457,0.1487582968512595,842.0,0.1365682501963727,871.0,-29.0,False
TP_0370,0.2767916106094183,668.0,0.2673157857924166,688.0,-20.0,False
TP_0266,0.2032062799391057,767.0,0.1992395519056336,784.0,-17.0,False
TP_0024,0.2971237804050831,625.0,0.301260019969125,622.0,3.0,False
TP_0700,0.22080798765242,739.0,0.2212977689266066,750.0,-11.0,False
TP_0617,0.2728661270156579,670.0,0.277361894300918,670.0,0.0,False
TP_0504,0.2458452201067684,706.0,0.2980701564194736,632.0,74.0,False
TP_0880,0.2778315402049696,665.0,0.2686153820487919,683.0,-18.0,False
TP_0333,0.2720977467623338,672.0,0.2856527167340104,653.0,19.0,False
TP_0023,0.1907399353722451,786.0,0.2027857690376387,778.0,8.0,False
TP_0264,0.2699948804425885,673.0,0.2681678243770267,684.0,-11.0,False
TP_0175,0.2689670949592033,677.0,0.2413102266247135,724.0,-47.0,False
TP_0281,0.1519671716992759,837.0,0.1402869686220331,864.0,-27.0,False
TP_0331,0.209845593721587,752.0,0.2224333329911085,747.0,5.0,False
TP_0250,0.2380707002414737,716.0,0.2405307039553007,727.0,-11.0,False
TP_0146,0.1622564595962221,822.0,0.2323750643499962,734.0,88.0,False
TP_0268,0.2658463127648173,681.0,0.2750668776605303,673.0,8.0,False
TP_0397,0.2657471769751663,682.0,0.3000851168654479,627.0,55.0,False
TP_0082,0.2018630897829842,769.0,0.1604657690575005,837.0,-68.0,False
TP_0494,0.2321863998082315,726.0,0.2330971496820252,732.0,-6.0,False
TP_0371,0.2480655945232179,705.0,0.3256346914090505,590.0,115.0,False
TP_0326,0.2628930352476436,685.0,0.2859417262670661,652.0,33.0,False
TP_0299,0.2050636069737178,761.0,0.2007098287573398,781.0,-20.0,False
TP_0670,0.3319582415428426,574.0,0.3404664695840624,567.0,7.0,False
TP_0870,0.2603119953896058,688.0,0.1836483747247154,806.0,-118.0,False
TP_0383,0.2597888762383922,689.0,0.3452528393110751,562.0,127.0,False
TP_0098,0.3541148009457563,535.0,0.3661285614537978,525.0,10.0,False
TP_0722,0.1895163532307502,787.0,0.1637146298197466,831.0,-44.0,False
TP_0083,0.2777248322194044,666.0,0.2997775221613051,628.0,38.0,False
TP_0439,0.144560452380883,850.0,0.18878986998574,801.0,49.0,False
TP_0190,0.278530942221443,663.0,0.2818228950521174,661.0,2.0,False
TP_0209,0.1390883446145037,859.0,0.1319979219356785,877.0,-18.0,False
TP_0210,0.2169182433065644,743.0,0.2465101381800697,715.0,28.0,False
TP_0118,0.2958895226292043,630.0,0.3109521607770005,609.0,21.0,False
TP_0422,0.1981762888073284,776.0,0.1913671996443401,797.0,-21.0,False
TP_0844,0.2134685726158181,749.0,0.2518662334603659,708.0,41.0,False
TP_0400,0.1406134254489489,856.0,0.2196627696761355,752.0,104.0,False
TP_0017,0.2804667153746165,654.0,0.2510259724950079,709.0,-55.0,False
TP_0609,0.1109138206099917,896.0,0.1033777886094759,914.0,-18.0,False
TP_0912,0.4344585706385943,417.0,0.4603469801588825,393.0,24.0,False
TP_0959,0.2069926407748112,759.0,0.2445569726800224,720.0,39.0,False
TP_0613,0.2567671091298243,695.0,0.2715805303359256,678.0,17.0,False
TP_0943,0.4338312240348415,419.0,0.4681127176797945,379.0,40.0,False
TP_0064,0.2030589367011502,768.0,0.1956834900750152,789.0,-21.0,False
TP_0122,0.2374762239880476,717.0,0.2424831198959605,723.0,-6.0,False
TP_0181,0.1128188432096814,894.0,0.1054496317408549,911.0,-17.0,False
TP_0063,0.1827565042259171,800.0,0.1788616738100135,814.0,-14.0,False
TP_0216,0.2456608767271721,707.0,0.3100992834824826,610.0,97.0,False
TP_0763,0.1299775307890084,871.0,0.1412376086445381,860.0,11.0,False
TP_0222,0.1947622008757952,782.0,0.1963713544142524,787.0,-5.0,False
TP_0706,0.2111758686908148,751.0,0.2259146354319444,744.0,7.0,False
TP_0093,0.2408362571916022,712.0,0.2491327694931561,712.0,0.0,False
TP_0308,0.2407305473074949,713.0,0.2553039275632279,703.0,10.0,False
TP_0123,0.224880753252291,734.0,0.2222827474575468,748.0,-14.0,False
TP_0557,0.3123285802613149,603.0,0.3314951097056419,581.0,22.0,False
TP_0320,0.2590339274807724,690.0,0.2674316639212504,687.0,3.0,False
TP_0426,0.1853130869203548,795.0,0.1961410016452056,788.0,7.0,False
TP_0375,0.236741770003895,718.0,0.2432500988343506,721.0,-3.0,False
TP_0334,0.1805178166987935,803.0,0.1857656602931977,804.0,-1.0,False
TP_0808,0.2302839301789773,729.0,0.2318036435815841,735.0,-6.0,False
TP_0965,0.2513920909211044,702.0,0.2464266159368862,716.0,-14.0,False
TP_0221,0.0926340936327475,920.0,0.0880142437318284,935.0,-15.0,False
TP_0645,0.41238140877321,454.0,0.4320946995141267,433.0,21.0,False
TP_0131,0.2812029151268044,653.0,0.2923483267874855,643.0,10.0,False
TP_0018,0.2588092466744214,691.0,0.2928426988104122,640.0,51.0,False
TP_0966,0.1408600523079841,855.0,0.1294283145359432,881.0,-26.0,False
TP_0442,0.2244186400467713,735.0,0.2147532482297123,762.0,-27.0,False
TP_0882,0.2194378997348941,741.0,0.2089952333471598,767.0,-26.0,False
TP_0906,0.3698906002209614,515.0,0.3615046633193076,532.0,-17.0,False
TP_0843,0.1864205149455215,789.0,0.1878695433809062,802.0,-13.0,False
TP_0537,0.406408035020253,461.0,0.3958515962912585,491.0,-30.0,False
TP_0675,0.3621540908364298,523.0,0.3861870872766342,507.0,16.0,False
TP_0425,0.1221918144475169,884.0,0.1399620725876085,865.0,19.0,False
TP_0467,0.1569599030064519,829.0,0.1578222716304662,839.0,-10.0,False
TP_0802,0.402569315563772,468.0,0.4341996798145715,430.0,38.0,False
TP_0478,0.2170800273201421,742.0,0.2408331309556492,726.0,16.0,False
TP_0038,0.269984463905345,674.0,0.2883499696081147,650.0,24.0,False
TP_0830,0.4006638857709473,473.0,0.4280071018401756,443.0,30.0,False
TP_0482,0.4001150608597588,474.0,0.4246805448963894,447.0,27.0,False
TP_0851,0.2232561952236611,737.0,0.2073383759257922,772.0,-35.0,False
TP_0325,0.2138332133043025,748.0,0.2069409578131195,774.0,-26.0,False
TP_0179,0.1604882153455254,824.0,0.1565302646442281,842.0,-18.0,False
TP_0921,0.1180913325340469,886.0,0.1191261820535698,896.0,-10.0,False
TP_0113,0.2152906738403059,745.0,0.2148146235510358,761.0,-16.0,False
TP_0647,0.1533057581153968,835.0,0.1486680753443745,850.0,-15.0,False
TP_0629,0.2093258786020246,753.0,0.2366165131097528,730.0,23.0,False
TP_0780,0.3921703038833455,488.0,0.3280627207880765,586.0,-98.0,False
TP_0231,0.3915017348886263,490.0,0.3905886641155062,496.0,-6.0,False
TP_0496,0.1519692943269198,836.0,0.1734033693224046,818.0,18.0,False
TP_0507,0.3909020643505678,492.0,0.3747677183953916,515.0,-23.0,False
TP_0399,0.2042391282390143,764.0,0.1696923396135871,822.0,-58.0,False
TP_0936,0.2908641519561474,639.0,0.2927680103673769,641.0,-2.0,False
TP_0151,0.2035560655925989,765.0,0.1559062391677611,844.0,-79.0,False
TP_0091,0.1162505343270297,890.0,0.1192763936941032,895.0,-5.0,False
TP_0150,0.201745536639065,771.0,0.1496447429996727,848.0,-77.0,False
TP_0125,0.1858190060833946,791.0,0.1821074723814796,809.0,-18.0,False
TP_0893,0.2078839707127819,756.0,0.1847773213493125,805.0,-49.0,False
TP_0152,0.14532678258659,848.0,0.1374075824702112,869.0,-21.0,False
TP_0005,0.1568318615587174,830.0,0.1734882284524588,817.0,13.0,False
TP_0949,0.2055026295394575,760.0,0.214970340991309,760.0,0.0,False
TP_0252,0.1949687350454946,780.0,0.2083683816916961,769.0,11.0,False
TP_0054,0.2117637602146216,750.0,0.2032209635002828,776.0,-26.0,False
TP_0525,0.1024847278226891,907.0,0.1095369396516913,908.0,-1.0,False
TP_0407,0.31882308678085,595.0,0.3339622247933573,576.0,19.0,False
TP_0823,0.1771768557072605,807.0,0.1540523380447739,846.0,-39.0,False
TP_0134,0.1887752201099111,788.0,0.1805033186803512,811.0,-23.0,False
TP_0105,0.2092190330345174,754.0,0.1943223902446576,791.0,-37.0,False
TP_0595,0.2044685004967562,763.0,0.2136744450899242,764.0,-1.0,False
TP_0549,0.131232990092518,868.0,0.1013628923685931,919.0,-51.0,False
TP_0427,0.1858795735542254,790.0,0.1971156840645826,786.0,4.0,False
TP_0430,0.1985070455652677,775.0,0.2559028653777789,700.0,75.0,False
TP_0967,0.1517400248905333,838.0,0.1641543274190784,829.0,9.0,False
TP_0347,0.2418094586296435,711.0,0.2298974419423189,739.0,-28.0,False
TP_0939,0.2012189033721597,772.0,0.2085270496175937,768.0,4.0,False
TP_0747,0.2785609651452422,662.0,0.2920545166018871,644.0,18.0,False
TP_0126,0.1825357424219016,801.0,0.1802605177108223,812.0,-11.0,False
TP_0834,0.0943576312102529,919.0,0.0906046718850151,928.0,-9.0,False
TP_0148,0.1731497543525413,810.0,0.16382800072181,830.0,-20.0,False
TP_0800,0.3582377348415643,527.0,0.3564373880851364,540.0,-13.0,False
TP_0853,0.1635405771997675,821.0,0.1554951527610504,845.0,-24.0,False
TP_0180,0.0916307457157422,922.0,0.103088252420295,916.0,6.0,False
TP_0110,0.1014408543762604,909.0,0.1209897232118388,892.0,17.0,False
TP_0744,0.1715740130515251,814.0,0.1978012266268912,785.0,29.0,False
TP_0631,0.3561949501325517,531.0,0.3487004858475575,556.0,-25.0,False
TP_0523,0.1704626995662597,815.0,0.1495097152282974,849.0,-34.0,False
TP_0864,0.1598762056343924,825.0,0.1374426472965352,868.0,-43.0,False
TP_0541,0.1691036652166257,816.0,0.179589740056656,813.0,3.0,False
TP_0646,0.2390017186053749,714.0,0.2177578778336625,755.0,-41.0,False
TP_0398,0.1683235630257439,817.0,0.1763292348972841,816.0,1.0,False
TP_0542,0.0946445974018297,918.0,0.0913242026748723,927.0,-9.0,False
TP_0518,0.2144828203553089,747.0,0.2279477482120077,743.0,4.0,False
TP_0140,0.1232388383585144,881.0,0.1418899219206954,859.0,22.0,False
TP_0198,0.1730707750900645,811.0,0.1661942569626419,828.0,-17.0,False
TP_0313,0.1973754182254302,777.0,0.2075322313226391,771.0,6.0,False
TP_0505,0.1641698080943863,820.0,0.1538977847298871,847.0,-27.0,False
TP_0881,0.1450565070632505,849.0,0.1332266418951175,876.0,-27.0,False
TP_0745,0.3490662488498831,546.0,0.3631313976066153,527.0,19.0,False
TP_0885,0.1268140103337417,874.0,0.2025516619131304,779.0,95.0,False
TP_0395,0.2923556040647554,635.0,0.3264917228245831,587.0,48.0,False
TP_0367,0.2959874015115761,627.0,0.3065158901402176,616.0,11.0,False
TP_0620,0.1988431941630528,774.0,0.1878263578972678,803.0,-29.0,False
TP_0085,0.1149336550623821,891.0,0.1203333009281881,893.0,-2.0,False
TP_0440,0.1089850850365881,902.0,0.1701213560476508,821.0,81.0,False
TP_0337,0.2611130916337098,687.0,0.2779654850011695,669.0,18.0,False
TP_0159,0.342971948396377,559.0,0.3669069967894957,523.0,36.0,False
TP_0165,0.3427576709754371,560.0,0.3205611035003949,595.0,-35.0,False
TP_0277,0.158580105484351,827.0,0.1485977912054087,852.0,-25.0,False
TP_0183,0.1814829324481997,802.0,0.1913611685682371,798.0,4.0,False
TP_0109,0.1093942040907264,901.0,0.1071220347810334,909.0,-8.0,False
TP_0405,0.1556100913630372,832.0,0.1273520393204359,884.0,-52.0,False
TP_0777,0.2670104130033839,679.0,0.2287340487589713,740.0,-61.0,False
TP_0524,0.1492114160198983,841.0,0.1225500620266248,891.0,-50.0,False
TP_0409,0.2074105444906316,757.0,0.2602836081299512,696.0,61.0,False
TP_0132,0.2034456492608959,766.0,0.2004978233014619,782.0,-16.0,False
TP_0097,0.2549951922261484,699.0,0.2308006677528495,736.0,-37.0,False
TP_0919,0.1470675692718638,845.0,0.1573117009630483,840.0,5.0,False
TP_0580,0.0407442173754275,975.0,0.0497662476321525,973.0,2.0,False
TP_0249,0.1461733047307583,846.0,0.1452430279110018,855.0,-9.0,False
TP_0554,0.0780267379013782,937.0,0.0851477418027238,938.0,-1.0,False
TP_0025,0.2974913526748622,624.0,0.3024688489022067,621.0,3.0,False
TP_0111,0.1032408175818306,905.0,0.1385988815109791,867.0,38.0,False
TP_0428,0.1437051710956618,851.0,0.1595890858105871,838.0,13.0,False
TP_0584,0.2434951918349855,708.0,0.2800357182789723,664.0,44.0,False
TP_0112,0.1006248242826938,911.0,0.1731939454767687,819.0,92.0,False
TP_0341,0.1427863280064746,852.0,0.162154304965246,833.0,19.0,False
TP_0342,0.1240842809671939,879.0,0.1807068017715736,810.0,69.0,False
TP_0826,0.1202562801746849,885.0,0.1154616817290545,902.0,-17.0,False
TP_0469,0.1101594669201783,899.0,0.1920494715438226,795.0,104.0,False
