cell_id,hour_sgt,scenario,delta_tmrt_p90_c,m_rad_pct01,delta_tmrt_p90_c_provisional_legacy,m_rad_pct_provisional_legacy,reference_definition,m_rad_pct01_minus_legacy,delta_tmrt_p90_c_minus_legacy
TP_0059,12,base,0.5272674560546875,0.8260869565217391,0.5272674560546875,0.8333333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.007246376811594235,0.0
TP_0059,13,base,0.8418140411376953,0.8260869565217391,0.8418140411376953,0.8333333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.007246376811594235,0.0
TP_0059,15,base,1.0714664459228516,0.8260869565217391,1.0714664459228516,0.8333333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.007246376811594235,0.0
TP_0059,16,base,1.2258834838867188,0.8260869565217391,1.2258834838867188,0.8333333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.007246376811594235,0.0
TP_0059,10,overhead_as_canopy,1.9357662200927805,0.8695652173913043,1.9357662200927732,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,7.327471962526033e-15
TP_0059,12,overhead_as_canopy,1.0924339294433594,0.8695652173913043,1.0924339294433594,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,0.0
TP_0059,13,overhead_as_canopy,1.5679359436035156,0.8695652173913043,1.5679359436035156,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,0.0
TP_0059,15,overhead_as_canopy,2.4718990325927734,0.8695652173913043,2.471899032592773,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,4.440892098500626e-16
TP_0059,16,overhead_as_canopy,2.572511672973633,0.8695652173913043,2.572511672973633,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,0.0
TP_0088,10,base,1.152383804321289,0.782608695652174,1.152383804321289,0.7916666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.009057971014492683,0.0
TP_0088,12,base,0.4726371765136719,0.782608695652174,0.4726371765136719,0.7916666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.009057971014492683,0.0
TP_0088,13,base,0.7667789459228516,0.782608695652174,0.7667789459228516,0.7916666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.009057971014492683,0.0
TP_0088,15,base,0.9645977020263601,0.782608695652174,0.9645977020263672,0.7916666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.009057971014492683,-7.105427357601002e-15
TP_0088,16,base,1.0971755981445312,0.782608695652174,1.0971755981445312,0.7916666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.009057971014492683,0.0
TP_0088,10,overhead_as_canopy,0.3376293182373047,0.5652173913043478,0.3376293182373047,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,0.0
TP_0088,12,overhead_as_canopy,-0.3944129943847656,0.4782608695652174,-0.3944129943847656,0.5,provisional_n24_batch_hour_scenario_median_reference,-0.021739130434782594,0.0
TP_0088,13,overhead_as_canopy,-0.27118682861328125,0.43478260869565216,-0.2711868286132812,0.4583333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.023550724637681153,-5.551115123125783e-17
TP_0088,15,overhead_as_canopy,0.14163780212402344,0.5217391304347826,0.1416378021240234,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,2.7755575615628914e-17
TP_0088,16,overhead_as_canopy,0.2841205596923828,0.5652173913043478,0.2841205596923828,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,0.0
TP_0098,10,base,0.08384513854980469,0.5217391304347826,0.0838451385498046,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,8.326672684688674e-17
TP_0098,12,base,0.12783432006835938,0.5217391304347826,0.1278343200683593,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,8.326672684688674e-17
TP_0098,13,base,0.07709693908691406,0.5217391304347826,0.077096939086914,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,6.938893903907228e-17
TP_0098,15,base,0.0050182342529296875,0.5217391304347826,0.0050182342529296,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,8.760353553682876e-17
TP_0098,16,base,0.0118255615234375,0.5217391304347826,0.0118255615234375,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,0.0
TP_0098,10,overhead_as_canopy,0.8329524993896484,0.6521739130434783,0.8329524993896484,0.6666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.01449275362318836,0.0
TP_0098,12,overhead_as_canopy,0.6291007995605469,0.6086956521739131,0.6291007995605469,0.625,provisional_n24_batch_hour_scenario_median_reference,-0.016304347826086918,0.0
TP_0098,13,overhead_as_canopy,0.8854560852050781,0.6521739130434783,0.8854560852050781,0.6666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.01449275362318836,0.0
TP_0098,15,overhead_as_canopy,1.5291423797607422,0.6521739130434783,1.5291423797607422,0.6666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.01449275362318836,0.0
TP_0098,16,overhead_as_canopy,1.4995479583740234,0.6521739130434783,1.4995479583740234,0.6666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.01449275362318836,0.0
TP_0115,10,base,0.5687694549560547,0.5652173913043478,0.5687694549560547,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,0.0
TP_0115,12,base,0.24507904052733664,0.6521739130434783,0.2450790405273437,0.6666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.01449275362318836,-7.049916206369744e-15
TP_0115,13,base,0.2558460235595703,0.5652173913043478,0.2558460235595703,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,0.0
TP_0115,15,base,0.15081214904785156,0.5652173913043478,0.1508121490478515,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,5.551115123125783e-17
TP_0115,16,base,0.24892807006835938,0.5652173913043478,0.2489280700683593,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,8.326672684688674e-17
TP_0115,10,overhead_as_canopy,1.3629741668701172,0.7391304347826086,1.3629741668701172,0.75,provisional_n24_batch_hour_scenario_median_reference,-0.010869565217391353,0.0
TP_0115,12,overhead_as_canopy,0.8924026489257741,0.782608695652174,0.8924026489257812,0.7916666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.009057971014492683,-7.105427357601002e-15
TP_0115,13,overhead_as_canopy,1.1006698608398438,0.7391304347826086,1.1006698608398438,0.75,provisional_n24_batch_hour_scenario_median_reference,-0.010869565217391353,0.0
TP_0115,15,overhead_as_canopy,1.674936294555664,0.6956521739130435,1.674936294555664,0.7083333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.012681159420289911,0.0
TP_0115,16,overhead_as_canopy,1.7366504669189453,0.6956521739130435,1.736650466918945,0.7083333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.012681159420289911,2.220446049250313e-16
TP_0141,10,base,-1.9000988006591868,0.34782608695652173,-1.90009880065918,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,-6.8833827526759706e-15
TP_0141,12,base,-2.817920684814453,0.30434782608695654,-2.817920684814453,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,0.0
TP_0141,13,base,-3.9649219512939453,0.30434782608695654,-3.964921951293945,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,-4.440892098500626e-16
TP_0141,15,base,-5.115419387817383,0.30434782608695654,-5.115419387817383,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,0.0
TP_0141,16,base,-5.061191558837891,0.2608695652173913,-5.061191558837891,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,0.0
TP_0141,10,overhead_as_canopy,-1.6768856048583984,0.34782608695652173,-1.6768856048583984,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,0.0
TP_0141,12,overhead_as_canopy,-2.6993675231933594,0.2608695652173913,-2.69936752319336,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,4.440892098500626e-16
TP_0141,13,overhead_as_canopy,-3.29132080078125,0.30434782608695654,-3.29132080078125,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,0.0
TP_0141,15,overhead_as_canopy,-3.666189193725586,0.30434782608695654,-3.666189193725586,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,0.0
TP_0141,16,overhead_as_canopy,-3.6266345977783203,0.2608695652173913,-3.62663459777832,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,-4.440892098500626e-16
TP_0154,10,base,-12.176610946655273,0.043478260869565216,-12.176610946655272,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,-1.7763568394002505e-15
TP_0154,12,base,-25.99651336669922,0.08695652173913043,-25.99651336669922,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,0.0
TP_0154,13,base,-25.792959213256836,0.08695652173913043,-25.79295921325684,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,3.552713678800501e-15
TP_0154,15,base,-23.8778133392334,0.043478260869565216,-23.8778133392334,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,0.0
TP_0154,16,base,-15.954627990722656,0.043478260869565216,-15.954627990722656,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,0.0
TP_0154,10,overhead_as_canopy,-11.382406234741211,0.043478260869565216,-11.382406234741213,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,1.7763568394002505e-15
TP_0154,12,overhead_as_canopy,-25.34918975830078,0.08695652173913043,-25.34918975830078,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,0.0
TP_0154,13,overhead_as_canopy,-24.948135375976562,0.08695652173913043,-24.94813537597656,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,-3.552713678800501e-15
TP_0154,15,overhead_as_canopy,-22.353689193725586,0.043478260869565216,-22.353689193725582,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,-3.552713678800501e-15
TP_0154,16,overhead_as_canopy,-14.46690559387207,0.043478260869565216,-14.46690559387207,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,0.0
TP_0254,10,base,-2.660318374633796,0.30434782608695654,-2.660318374633789,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,-7.105427357601002e-15
TP_0254,12,base,-2.000885009765618,0.34782608695652173,-2.000885009765625,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,7.105427357601002e-15
TP_0254,13,base,-3.190652847290046,0.34782608695652173,-3.190652847290039,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,-7.105427357601002e-15
TP_0254,15,base,-4.381155014038086,0.34782608695652173,-4.381155014038086,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,0.0
TP_0254,16,base,-4.770851135253899,0.34782608695652173,-4.770851135253906,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,7.105427357601002e-15
TP_0254,10,overhead_as_canopy,-1.8826160430908203,0.30434782608695654,-1.8826160430908203,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,0.0
TP_0254,12,overhead_as_canopy,-1.3546333312988281,0.34782608695652173,-1.354633331298828,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,-2.220446049250313e-16
TP_0254,13,overhead_as_canopy,-2.3556442260742188,0.34782608695652173,-2.3556442260742188,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,0.0
TP_0254,15,overhead_as_canopy,-2.8598384857177734,0.34782608695652173,-2.859838485717773,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,-4.440892098500626e-16
TP_0254,16,overhead_as_canopy,-3.3128223419189453,0.34782608695652173,-3.3128223419189453,0.375,provisional_n24_batch_hour_scenario_median_reference,-0.02717391304347827,0.0
TP_0301,10,base,1.6702594757080078,1.0,1.6702594757080078,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,12,base,0.7573661804199219,1.0,0.7573661804199219,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,13,base,1.1603031158447266,1.0,1.1603031158447266,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,15,base,1.4357624053955078,1.0,1.4357624053955078,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,16,base,1.6112403869628906,1.0,1.6112403869628906,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,10,overhead_as_canopy,2.4644641876220703,1.0,2.4644641876220703,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,12,overhead_as_canopy,1.4046897888183594,1.0,1.4046897888183594,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,13,overhead_as_canopy,2.005126953125,1.0,2.005126953125,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,15,overhead_as_canopy,2.9598865509033203,1.0,2.9598865509033203,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,0.0
TP_0301,16,overhead_as_canopy,3.0989627838134766,1.0,3.098962783813477,1.0,provisional_n24_batch_hour_scenario_median_reference,0.0,-4.440892098500626e-16
TP_0326,10,base,-0.7752399444580007,0.43478260869565216,-0.7752399444580078,0.4583333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.023550724637681153,7.105427357601002e-15
TP_0326,12,base,-0.2529106140136719,0.43478260869565216,-0.2529106140136719,0.4583333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.023550724637681153,0.0
TP_0326,13,base,-0.8337268829345703,0.391304347826087,-0.8337268829345703,0.4166666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.025362318840579712,0.0
TP_0326,15,base,-1.2060565948486257,0.43478260869565216,-1.2060565948486328,0.4583333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.023550724637681153,7.105427357601002e-15
TP_0326,16,base,-1.2373313903808594,0.43478260869565216,-1.2373313903808594,0.4583333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.023550724637681153,0.0
TP_0326,10,overhead_as_canopy,0.018964767456061793,0.5217391304347826,0.0189647674560546,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,7.192163531399842e-15
TP_0326,12,overhead_as_canopy,0.3944129943847656,0.5217391304347826,0.3944129943847656,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,0.0
TP_0326,13,overhead_as_canopy,0.011096954345703125,0.5217391304347826,0.0110969543457031,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,2.42861286636753e-17
TP_0326,15,overhead_as_canopy,0.3180675506591868,0.5652173913043478,0.3180675506591797,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,7.105427357601002e-15
TP_0326,16,overhead_as_canopy,0.25039100646972656,0.5217391304347826,0.2503910064697265,0.5416666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.019927536231884035,5.551115123125783e-17
TP_0366,10,base,0.5765247344970703,0.6086956521739131,0.5765247344970703,0.625,provisional_n24_batch_hour_scenario_median_reference,-0.016304347826086918,0.0
TP_0366,12,base,0.16522216796875,0.5652173913043478,0.16522216796875,0.5833333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.018115942028985588,0.0
TP_0366,13,base,0.2681140899658203,0.6086956521739131,0.2681140899658203,0.625,provisional_n24_batch_hour_scenario_median_reference,-0.016304347826086918,0.0
TP_0366,15,base,0.3090496063232422,0.6086956521739131,0.3090496063232422,0.625,provisional_n24_batch_hour_scenario_median_reference,-0.016304347826086918,0.0
TP_0366,16,base,0.4166717529296875,0.6086956521739131,0.4166717529296875,0.625,provisional_n24_batch_hour_scenario_median_reference,-0.016304347826086918,0.0
TP_0366,10,overhead_as_canopy,1.3224239349365234,0.6956521739130435,1.3224239349365234,0.7083333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.012681159420289911,0.0
TP_0366,12,overhead_as_canopy,0.7688713073730469,0.6956521739130435,0.7688713073730469,0.7083333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.012681159420289911,0.0
TP_0366,13,overhead_as_canopy,1.0755043029785227,0.6956521739130435,1.0755043029785156,0.7083333333333334,provisional_n24_batch_hour_scenario_median_reference,-0.012681159420289911,7.105427357601002e-15
TP_0366,15,overhead_as_canopy,1.7797412872314453,0.7391304347826086,1.779741287231445,0.75,provisional_n24_batch_hour_scenario_median_reference,-0.010869565217391353,2.220446049250313e-16
TP_0366,16,overhead_as_canopy,1.8363094329833984,0.7391304347826086,1.8363094329833984,0.75,provisional_n24_batch_hour_scenario_median_reference,-0.010869565217391353,0.0
TP_0409,10,base,-2.8038692474365234,0.2608695652173913,-2.8038692474365234,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,0.0
TP_0409,12,base,-3.0013160705566406,0.2608695652173913,-3.0013160705566406,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,0.0
TP_0409,13,base,-4.178327560424805,0.2608695652173913,-4.178327560424805,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,0.0
TP_0409,15,base,-5.134843826293945,0.2608695652173913,-5.134843826293945,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,0.0
TP_0409,16,base,-4.974876403808594,0.30434782608695654,-4.974876403808594,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,0.0
TP_0409,10,overhead_as_canopy,-2.0503406524658203,0.2608695652173913,-2.0503406524658203,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,0.0
TP_0409,12,overhead_as_canopy,-2.4417076110839844,0.30434782608695654,-2.4417076110839844,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,0.0
TP_0409,13,overhead_as_canopy,-3.4382171630859375,0.2608695652173913,-3.438217163085937,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,-4.440892098500626e-16
TP_0409,15,overhead_as_canopy,-3.669771194458008,0.2608695652173913,-3.669771194458008,0.2916666666666667,provisional_n24_batch_hour_scenario_median_reference,-0.030797101449275388,0.0
TP_0409,16,overhead_as_canopy,-3.4932918548583913,0.30434782608695654,-3.4932918548583984,0.3333333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.028985507246376774,7.105427357601002e-15
TP_0433,10,base,-12.092916488647461,0.13043478260869565,-12.09291648864746,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,-1.7763568394002505e-15
TP_0433,12,base,-25.62065887451172,0.13043478260869565,-25.62065887451172,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,0.0
TP_0433,13,base,-25.350008010864258,0.13043478260869565,-25.350008010864254,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,-3.552713678800501e-15
TP_0433,15,base,-23.466424942016594,0.13043478260869565,-23.4664249420166,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,7.105427357601002e-15
TP_0433,16,base,-15.721023559570312,0.13043478260869565,-15.721023559570312,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,0.0
TP_0433,10,overhead_as_canopy,-11.298711776733398,0.13043478260869565,-11.298711776733398,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,0.0
TP_0433,12,overhead_as_canopy,-24.97333526611328,0.13043478260869565,-24.97333526611328,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,0.0
TP_0433,13,overhead_as_canopy,-24.505184173583984,0.13043478260869565,-24.505184173583984,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,0.0
TP_0433,15,overhead_as_canopy,-21.942300796508782,0.13043478260869565,-21.94230079650879,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,7.105427357601002e-15
TP_0433,16,overhead_as_canopy,-14.233301162719727,0.13043478260869565,-14.233301162719728,0.1666666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.03623188405797095,1.7763568394002505e-15
TP_0492,10,base,-12.170022964477539,0.08695652173913043,-12.17002296447754,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,1.7763568394002505e-15
TP_0492,12,base,-26.02191162109375,0.043478260869565216,-26.02191162109375,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,0.0
TP_0492,13,base,-25.79451560974121,0.043478260869565216,-25.79451560974121,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,0.0
TP_0492,15,base,-23.849153518676758,0.08695652173913043,-23.84915351867676,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,3.552713678800501e-15
TP_0492,16,base,-15.934349060058594,0.08695652173913043,-15.934349060058594,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,0.0
TP_0492,10,overhead_as_canopy,-11.375818252563477,0.08695652173913043,-11.375818252563477,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,0.0
TP_0492,12,overhead_as_canopy,-25.374588012695312,0.043478260869565216,-25.374588012695312,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,0.0
TP_0492,13,overhead_as_canopy,-24.949691772460938,0.043478260869565216,-24.949691772460938,0.0833333333333333,provisional_n24_batch_hour_scenario_median_reference,-0.039855072463768085,0.0
TP_0492,15,overhead_as_canopy,-22.325029373168945,0.08695652173913043,-22.325029373168945,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,0.0
TP_0492,16,overhead_as_canopy,-14.446626663208008,0.08695652173913043,-14.446626663208008,0.125,provisional_n24_batch_hour_scenario_median_reference,-0.03804347826086957,0.0
TP_0542,10,base,-3.5399913787841797,0.21739130434782608,-3.53999137878418,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,4.440892098500626e-16
TP_0542,12,base,-3.904815673828125,0.21739130434782608,-3.904815673828125,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,0.0
TP_0542,13,base,-5.973299026489258,0.21739130434782608,-5.973299026489258,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,0.0
TP_0542,15,base,-8.691778182983398,0.21739130434782608,-8.691778182983398,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,0.0
TP_0542,16,base,-14.423683166503906,0.21739130434782608,-14.423683166503906,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,0.0
TP_0542,10,overhead_as_canopy,-3.2115116119384837,0.21739130434782608,-3.211511611938477,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,-6.661338147750939e-15
TP_0542,12,overhead_as_canopy,-3.3617286682128906,0.21739130434782608,-3.36172866821289,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,-4.440892098500626e-16
TP_0542,13,overhead_as_canopy,-5.608665466308587,0.21739130434782608,-5.608665466308594,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,7.105427357601002e-15
TP_0542,15,overhead_as_canopy,-18.70073890686035,0.21739130434782608,-18.70073890686035,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,0.0
TP_0542,16,overhead_as_canopy,-13.075506210327148,0.21739130434782608,-13.075506210327148,0.25,provisional_n24_batch_hour_scenario_median_reference,-0.03260869565217392,0.0
TP_0565,10,base,1.4771289825439453,0.8695652173913043,1.477128982543945,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,2.220446049250313e-16
TP_0565,12,base,0.6559524536132812,0.8695652173913043,0.6559524536132812,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,0.0
TP_0565,13,base,0.9869213104248047,0.8695652173913043,0.9869213104248048,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,-1.1102230246251565e-16
TP_0565,15,base,1.2189197540283203,0.8695652173913043,1.2189197540283203,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,0.0
TP_0565,16,base,1.3811683654785156,0.8695652173913043,1.3811683654785156,0.875,provisional_n24_batch_hour_scenario_median_reference,-0.005434782608695676,0.0
TP_0565,10,overhead_as_canopy,2.271333694458008,0.9130434782608695,2.271333694458008,0.9166666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.0036231884057971175,0.0
TP_0565,12,overhead_as_canopy,1.3032760620117188,0.9130434782608695,1.3032760620117188,0.9166666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.0036231884057971175,0.0
TP_0565,13,overhead_as_canopy,1.8317451477050781,0.9130434782608695,1.831745147705078,0.9166666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.0036231884057971175,2.220446049250313e-16
TP_0565,15,overhead_as_canopy,2.743043899536133,0.9130434782608695,2.743043899536133,0.9166666666666666,provisional_n24_batch_hour_scenario_median_reference,-0.0036231884057971175,0.0
