cell_id,hour_sgt,scenario,reference_domain_version,target_version,tmrt_mean_c,tmrt_p50_c,tmrt_p75_c,tmrt_p90_c,tmrt_p95_c,tmrt_max_c,pct_pixels_tmrt_ge_40,pct_pixels_tmrt_ge_45,pct_pixels_tmrt_ge_50,pct_pixels_tmrt_ge_55,tmrt_ref_p90_c,delta_tmrt_p90_c,m_rad_pct01,target_quality_flag,source,raw_solweig_available,notes,m_rad_pct_provisional_legacy,m_rad_pct01_minus_legacy
TP_0037,10,base,n24_internal_b3,systemb_target_family_v0_1_b5,39.52685546875,42.65448760986328,44.46598052978516,46.506309509277344,46.53591537475586,46.57469177246094,54.8,22.0,0.0,0.0,44.96133995056152,1.5449695587158203,0.9565217391304348,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.9583333333333334,-0.0018115942028985588
TP_0088,12,base,n24_internal_b3,systemb_target_family_v0_1_b5,61.94522476196289,61.973182678222656,62.03030014038086,62.06162643432617,62.07427597045898,62.14235305786133,100.0,100.0,100.0,100.0,61.5889892578125,0.4726371765136719,0.782608695652174,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.7916666666666666,-0.009057971014492683
TP_0088,13,base,n24_internal_b3,systemb_target_family_v0_1_b5,62.0717887878418,62.10771179199219,62.18822860717773,62.230098724365234,62.2422981262207,62.3037109375,100.0,99.96,99.96,99.96,61.46331977844238,0.7667789459228516,0.782608695652174,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.7916666666666666,-0.009057971014492683
TP_0088,15,base,n24_internal_b3,systemb_target_family_v0_1_b5,60.16714859008789,60.23445892333984,60.31951522827149,60.39202499389648,60.41196823120117,60.47309875488281,100.0,99.88,99.88,99.88,59.42742729187012,0.9645977020263601,0.782608695652174,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.7916666666666666,-0.009057971014492683
TP_0088,16,base,n24_internal_b3,systemb_target_family_v0_1_b5,51.13069915771485,51.19538879394531,51.28325653076172,51.36267852783203,51.38597869873047,51.45397567749024,99.96,99.8,99.28,0.0,50.2655029296875,1.0971755981445312,0.782608695652174,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.7916666666666666,-0.009057971014492683
TP_0088,10,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,36.95838165283203,33.94728088378906,42.57065963745117,44.504764556884766,44.97483444213867,45.69082260131836,33.84,4.8,0.0,0.0,44.16713523864746,0.3376293182373047,0.5652173913043478,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5833333333333334,-0.018115942028985588
TP_0088,12,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,45.49380493164063,39.47651290893555,58.24211120605469,60.5472526550293,61.14741516113281,61.74421310424805,43.84,35.2,35.2,35.160000000000004,60.94166564941406,-0.3944129943847656,0.4782608695652174,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5,-0.021739130434782594
TP_0088,13,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,45.04721450805664,39.356842041015625,57.33766555786133,60.34730911254883,61.06288909912109,61.79562759399414,43.04,33.32,33.32,28.6,60.61849594116211,-0.27118682861328125,0.43478260869565216,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.4583333333333333,-0.023550724637681153
TP_0088,15,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,42.90199661254883,37.51646423339844,53.55638885498047,58.04494094848633,58.932918548583984,59.81678009033203,33.2,29.96,29.68,22.28,57.903303146362305,0.14163780212402344,0.5217391304347826,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5416666666666666,-0.019927536231884035
TP_0088,16,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,38.448829650878906,35.046043395996094,44.19587326049805,49.0619010925293,49.91636276245117,50.77604293823242,25.44,24.24,4.2,0.0,48.777780532836914,0.2841205596923828,0.5652173913043478,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5833333333333334,-0.018115942028985588
TP_0098,10,base,n24_internal_b3,systemb_target_family_v0_1_b5,39.59673690795898,42.79449844360352,44.48571395874024,45.04518508911133,45.29625701904297,46.379371643066406,59.0,11.36,0.0,0.0,44.96133995056152,0.08384513854980469,0.5217391304347826,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5416666666666666,-0.019927536231884035
TP_0098,12,base,n24_internal_b3,systemb_target_family_v0_1_b5,51.98918914794922,59.264556884765625,61.362300872802734,61.71682357788086,61.85432434082031,62.37800979614258,67.56,63.16,63.04,63.0,61.5889892578125,0.12783432006835938,0.5217391304347826,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5416666666666666,-0.019927536231884035
TP_0098,13,base,n24_internal_b3,systemb_target_family_v0_1_b5,51.41692352294922,58.34382247924805,60.89836120605469,61.5404167175293,61.69535446166992,62.38816833496094,66.92,61.92,61.84,61.16,61.46331977844238,0.07709693908691406,0.5217391304347826,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5416666666666666,-0.019927536231884035
TP_0098,15,base,n24_internal_b3,systemb_target_family_v0_1_b5,48.53771209716797,54.77654647827149,58.01948547363281,59.43244552612305,59.67424774169922,60.54887771606445,61.52,55.88,55.88,48.56,59.42742729187012,0.0050182342529296875,0.5217391304347826,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5416666666666666,-0.019927536231884035
TP_0098,16,base,n24_internal_b3,systemb_target_family_v0_1_b5,42.00628662109375,43.15571594238281,48.788665771484375,50.27732849121094,50.54590225219727,51.56306457519531,50.080000000000005,49.6,14.32,0.0,50.2655029296875,0.0118255615234375,0.5217391304347826,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5416666666666666,-0.019927536231884035
TP_0098,10,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,39.13882064819336,42.34687042236328,43.84464263916016,45.00008773803711,45.29625701904297,46.379371643066406,55.44,10.0,0.0,0.0,44.16713523864746,0.8329524993896484,0.6521739130434783,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.6666666666666666,-0.01449275362318836
TP_0098,12,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,51.3526611328125,58.91180419921875,60.98160552978516,61.57076644897461,61.71425247192383,62.25220489501953,66.24,60.68,60.56,60.52,60.94166564941406,0.6291007995605469,0.6086956521739131,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.625,-0.016304347826086918
TP_0098,13,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,50.94858932495117,58.05482482910156,60.33467864990234,61.50395202636719,61.69527053833008,62.38816833496094,65.92,60.36,60.28,59.6,60.61849594116211,0.8854560852050781,0.6521739130434783,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.6666666666666666,-0.01449275362318836
TP_0098,15,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,48.04864883422852,54.144142150878906,57.31013870239258,59.43244552612305,59.67424774169922,60.54887771606445,59.96,54.32,54.32,45.6,57.903303146362305,1.5291423797607422,0.6521739130434783,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.6666666666666666,-0.01449275362318836
TP_0098,16,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,41.669898986816406,38.09894561767578,48.00065612792969,50.27732849121094,50.54590225219727,51.56306457519531,48.76,47.48,14.32,0.0,48.777780532836914,1.4995479583740234,0.6521739130434783,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.6666666666666666,-0.01449275362318836
TP_0115,10,base,n24_internal_b3,systemb_target_family_v0_1_b5,40.12460708618164,42.95508193969727,44.433326721191406,45.53010940551758,46.088829040527344,46.5737533569336,60.88,16.400000000000002,0.0,0.0,44.96133995056152,0.5687694549560547,0.5652173913043478,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5833333333333334,-0.018115942028985588
TP_0115,12,base,n24_internal_b3,systemb_target_family_v0_1_b5,54.574989318847656,59.86699676513672,60.99709701538086,61.83406829833984,62.05429458618164,62.31951522827149,83.24000000000001,72.32,72.32,72.32,61.5889892578125,0.24507904052733664,0.6521739130434783,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.6666666666666666,-0.01449275362318836
TP_0115,13,base,n24_internal_b3,systemb_target_family_v0_1_b5,54.38801193237305,59.30221176147461,60.72686004638672,61.71916580200195,62.16797256469727,62.57856369018555,84.16,72.56,72.56,72.56,61.46331977844238,0.2558460235595703,0.5652173913043478,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5833333333333334,-0.018115942028985588
TP_0115,15,base,n24_internal_b3,systemb_target_family_v0_1_b5,51.66128921508789,56.60070037841797,58.37639617919922,59.57823944091797,60.21656799316406,60.79265213012695,76.8,68.32000000000001,68.24,62.08,59.42742729187012,0.15081214904785156,0.5652173913043478,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5833333333333334,-0.018115942028985588
TP_0115,16,base,n24_internal_b3,systemb_target_family_v0_1_b5,44.219017028808594,47.483131408691406,49.28941345214844,50.51443099975586,51.18495941162109,51.80408477783203,63.72,62.52,15.68,0.0,50.2655029296875,0.24892807006835938,0.5652173913043478,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.5833333333333334,-0.018115942028985588
TP_0115,10,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,40.12460708618164,42.95508193969727,44.433326721191406,45.53010940551758,46.088829040527344,46.5737533569336,60.88,16.400000000000002,0.0,0.0,44.16713523864746,1.3629741668701172,0.7391304347826086,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.75,-0.010869565217391353
TP_0115,12,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,54.574989318847656,59.86699676513672,60.99709701538086,61.83406829833984,62.05429458618164,62.31951522827149,83.24000000000001,72.32,72.32,72.32,60.94166564941406,0.8924026489257741,0.782608695652174,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.7916666666666666,-0.009057971014492683
TP_0115,13,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,54.38801193237305,59.30221176147461,60.72686004638672,61.71916580200195,62.16797256469727,62.57856369018555,84.16,72.56,72.56,72.56,60.61849594116211,1.1006698608398438,0.7391304347826086,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.75,-0.010869565217391353
TP_0115,15,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,51.66128921508789,56.60070037841797,58.37639617919922,59.57823944091797,60.21656799316406,60.79265213012695,76.8,68.32000000000001,68.24,62.08,57.903303146362305,1.674936294555664,0.6956521739130435,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.7083333333333334,-0.012681159420289911
TP_0115,16,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,44.219017028808594,47.483131408691406,49.28941345214844,50.51443099975586,51.18495941162109,51.80408477783203,63.72,62.52,15.68,0.0,48.777780532836914,1.7366504669189453,0.6956521739130435,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.7083333333333334,-0.012681159420289911
TP_0141,10,base,n24_internal_b3,systemb_target_family_v0_1_b5,34.622074127197266,33.12060546875,33.53565979003906,43.06124114990234,43.81765365600586,45.12124252319336,15.32,0.2,0.0,0.0,44.96133995056152,-1.9000988006591868,0.34782608695652173,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.375,-0.02717391304347827
TP_0141,12,base,n24_internal_b3,systemb_target_family_v0_1_b5,40.18996810913086,36.89188766479492,38.25199508666992,58.77106857299805,60.21200180053711,61.47864532470703,17.4,15.72,15.72,15.72,61.5889892578125,-2.817920684814453,0.30434782608695654,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.3333333333333333,-0.028985507246376774
TP_0141,13,base,n24_internal_b3,systemb_target_family_v0_1_b5,39.84480285644531,36.90465545654297,38.26747512817383,57.49839782714844,59.3965950012207,61.03553009033203,16.56,14.24,14.24,13.28,61.46331977844238,-3.9649219512939453,0.30434782608695654,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.3333333333333333,-0.028985507246376774
TP_0141,15,base,n24_internal_b3,systemb_target_family_v0_1_b5,38.76105880737305,36.17094039916992,37.11541748046875,54.312007904052734,56.40379333496094,58.63405227661133,14.760000000000002,13.6,13.6,8.799999999999999,59.42742729187012,-5.115419387817383,0.30434782608695654,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.3333333333333333,-0.028985507246376774
TP_0141,16,base,n24_internal_b3,systemb_target_family_v0_1_b5,35.87596893310547,34.398345947265625,34.886009216308594,45.20431137084961,47.46711349487305,49.51350784301758,10.8,10.28,0.0,0.0,50.2655029296875,-5.061191558837891,0.2608695652173913,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.2916666666666667,-0.030797101449275388
TP_0141,10,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,34.49148178100586,33.114776611328125,33.499794006347656,42.49024963378906,43.195308685302734,44.74517822265625,14.96,0.0,0.0,0.0,44.16713523864746,-1.6768856048583984,0.34782608695652173,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.375,-0.02717391304347827
TP_0141,12,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,40.05991363525391,36.833831787109375,38.13201904296875,58.2422981262207,59.124393463134766,61.47864532470703,17.16,15.72,15.72,15.72,60.94166564941406,-2.6993675231933594,0.2608695652173913,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.2916666666666667,-0.030797101449275388
TP_0141,13,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,39.7197380065918,36.79400253295898,38.2039680480957,57.32717514038086,58.46905517578125,60.76849365234375,16.400000000000002,14.24,14.24,13.28,60.61849594116211,-3.29132080078125,0.30434782608695654,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.3333333333333333,-0.028985507246376774
TP_0141,15,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,38.6506462097168,36.06453323364258,37.100364685058594,54.23711395263672,55.76639175415039,57.41887283325195,14.72,13.6,13.6,7.720000000000001,57.903303146362305,-3.666189193725586,0.30434782608695654,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.3333333333333333,-0.028985507246376774
TP_0141,16,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,35.78506088256836,34.31429672241211,34.881813049316406,45.151145935058594,46.890907287597656,48.59983825683594,10.64,10.28,0.0,0.0,48.777780532836914,-3.6266345977783203,0.2608695652173913,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.2916666666666667,-0.030797101449275388
TP_0154,10,base,n24_internal_b3,systemb_target_family_v0_1_b5,32.79429244995117,32.77576446533203,32.78314971923828,32.78472900390625,32.802978515625,33.564231872558594,0.0,0.0,0.0,0.0,44.96133995056152,-12.176610946655273,0.043478260869565216,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.0833333333333333,-0.039855072463768085
TP_0154,12,base,n24_internal_b3,systemb_target_family_v0_1_b5,35.86693572998047,35.496299743652344,35.50045394897461,35.59247589111328,35.834659576416016,61.12905883789063,1.2,1.2,1.2,1.12,61.5889892578125,-25.99651336669922,0.08695652173913043,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.125,-0.03804347826086957
TP_0154,13,base,n24_internal_b3,systemb_target_family_v0_1_b5,36.000545501708984,35.606590270996094,35.613014221191406,35.67036056518555,35.86656951904297,59.8248176574707,1.36,1.36,1.36,1.08,61.46331977844238,-25.792959213256836,0.08695652173913043,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.125,-0.03804347826086957
TP_0154,15,base,n24_internal_b3,systemb_target_family_v0_1_b5,35.68967056274414,35.52800369262695,35.534996032714844,35.54961395263672,35.761207580566406,55.868614196777344,0.64,0.64,0.44,0.44,59.42742729187012,-23.8778133392334,0.043478260869565216,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.0833333333333333,-0.039855072463768085
TP_0154,16,base,n24_internal_b3,systemb_target_family_v0_1_b5,34.31984329223633,34.29984664916992,34.30886459350586,34.310874938964844,34.354461669921875,35.056941986083984,0.0,0.0,0.0,0.0,50.2655029296875,-15.954627990722656,0.043478260869565216,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.0833333333333333,-0.039855072463768085
TP_0154,10,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,32.79429244995117,32.77576446533203,32.78314971923828,32.78472900390625,32.802978515625,33.564231872558594,0.0,0.0,0.0,0.0,44.16713523864746,-11.382406234741211,0.043478260869565216,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.0833333333333333,-0.039855072463768085
TP_0154,12,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,35.86693572998047,35.496299743652344,35.50045394897461,35.59247589111328,35.834659576416016,61.12905883789063,1.2,1.2,1.2,1.12,60.94166564941406,-25.34918975830078,0.08695652173913043,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.125,-0.03804347826086957
TP_0154,13,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,36.000545501708984,35.606590270996094,35.613014221191406,35.67036056518555,35.86656951904297,59.8248176574707,1.36,1.36,1.36,1.08,60.61849594116211,-24.948135375976562,0.08695652173913043,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.125,-0.03804347826086957
TP_0154,15,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,35.68967056274414,35.52800369262695,35.534996032714844,35.54961395263672,35.761207580566406,55.868614196777344,0.64,0.64,0.44,0.44,57.903303146362305,-22.353689193725586,0.043478260869565216,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.0833333333333333,-0.039855072463768085
TP_0154,16,overhead_as_canopy,n24_internal_b3,systemb_target_family_v0_1_b5,34.31984329223633,34.29984664916992,34.30886459350586,34.310874938964844,34.354461669921875,35.056941986083984,0.0,0.0,0.0,0.0,48.777780532836914,-14.46690559387207,0.043478260869565216,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.0833333333333333,-0.039855072463768085
TP_0254,10,base,n24_internal_b3,systemb_target_family_v0_1_b5,34.381370544433594,33.03364944458008,33.428096771240234,42.30102157592773,43.68822479248047,44.35681915283203,14.24,0.0,0.0,0.0,44.96133995056152,-2.660318374633796,0.30434782608695654,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.3333333333333333,-0.028985507246376774
TP_0254,12,base,n24_internal_b3,systemb_target_family_v0_1_b5,40.61389923095703,36.91283416748047,38.25824737548828,59.58810424804688,60.65027618408203,61.20318984985352,20.36,17.32,17.32,17.32,61.5889892578125,-2.000885009765618,0.34782608695652173,ok,provisional_n24,True,N24-internal B5 method check only; not final AOI-wide modifier,0.375,-0.02717391304347827
