ablation,filter_mode,description,n_rows,model,cv_scheme,mae,rmse,bias,r2
B_retrospective,retrospective_calibration,Valid-time-aligned weather only (proper retrospective filter),40389,M3_weather_ridge,time_block,1.046468142144808,1.444127083080955,0.0720723270363858,0.5430550452601772
B_retrospective,retrospective_calibration,Valid-time-aligned weather only (proper retrospective filter),40389,M4_inertia_ridge,time_block,1.0692181039524642,1.4949996144768478,0.1074393932702639,0.5102942287655028
B_retrospective,retrospective_calibration,Valid-time-aligned weather only (proper retrospective filter),40389,M5_v10_morphology_ridge,time_block,1.0440219102978592,1.4509040814070404,0.0551723388307472,0.5387562804756363
B_retrospective,retrospective_calibration,Valid-time-aligned weather only (proper retrospective filter),40389,M6_v10_overhead_ridge,time_block,1.0440219102973618,1.4509040814062488,0.0551723388307254,0.5387562804761394
B_retrospective,retrospective_calibration,Valid-time-aligned weather only (proper retrospective filter),40389,M7_compact_weather_ridge,time_block,1.0440219102976342,1.4509040814066596,0.0551723388307045,0.5387562804758783
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M0_raw_proxy,loso,1.2616193696814584,1.7355920617950105,-0.8095661189560619,0.3321950197365629
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M1_global_bias,loso,1.1827428654283034,1.5371555279873883,4.944705292408473e-06,0.476170483936844
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M1b_period_bias,loso,1.0247030627633809,1.3838175522457894,3.997454495170435e-06,0.575466454142692
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M2_linear_proxy,loso,1.163447135277033,1.5022113168510074,-0.0002703141674479,0.499716243543865
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M3_weather_ridge,loso,0.9189705792407292,1.2411583974516478,0.0032598333632591,0.6584858022249469
C_fresh_v11,fresh_v11_only,Only fresh v11 collector rows (excludes migrated v0.9/v10),35017,M4_inertia_ridge,loso,0.8989662099837991,1.221142382326868,0.0033965860944552,0.6694121008630758
