cell_id,n_rows,mean_true_delta_tmrt_p90_c,mean_pred_delta_tmrt_p90_c,MAE,false_promotion_rate,false_neutral_rate,feature_set,classifier,regressor,true_rank,pred_rank,abs_rank_error,split_family,diagnostic_role,b86d_n_rows,b86d_mean_true_delta_tmrt_p90_c,b86d_mean_pred_delta_tmrt_p90_c,b86d_MAE,b86d_false_promotion_rate,b86d_false_neutral_rate,b86d_true_rank,b86d_pred_rank,b86d_abs_rank_error,MAE_delta_vs_b86d,MAE_improvement_vs_b86d,false_promotion_delta_vs_b86d,rank_error_delta_vs_b86d,feature_set_model_responsible,claim_boundary
TP_0059,10,-0.21121189999999998,-0.5640204930266131,0.352808593026613,0.0,0.0,b86g_proxy_features_only,logistic_regression,ridge,6.0,3.0,3.0,cell_group_holdout,unstable_cell_reference,10,-0.21121189999999998,-0.2643246730844277,0.0690273351204542,0.0,0.0,41.0,40.0,1.0,0.2837812579061588,-0.2837812579061588,0.0,2.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0098,10,-0.25996990000000003,-0.32694525379940254,0.10939402532058382,0.1,0.0,b86g_proxy_features_only,logistic_regression,ridge,5.0,5.0,0.0,cell_group_holdout,unstable_cell_reference,10,-0.25996990000000003,0.0,0.2618007,0.0,0.9,31.0,65.0,34.0,-0.15240667467941618,0.15240667467941618,0.1,-34.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0154,10,-0.26622599999999996,-0.8603178264506457,0.5940918264506456,0.1,0.0,b86g_proxy_features_only,logistic_regression,ridge,4.0,2.0,2.0,cell_group_holdout,unstable_cell_reference,10,-0.26622599999999996,0.0,0.26622599999999996,0.0,0.9,30.0,65.0,35.0,0.32786582645064566,-0.32786582645064566,0.1,-33.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0326,10,0.0002966,0.0,0.0002966,0.0,0.0,b86g_proxy_features_only,logistic_regression,ridge,7.0,7.0,0.0,cell_group_holdout,unstable_cell_reference,10,0.0002966,-0.8999906137027442,0.9002872137027443,1.0,0.0,149.0,4.0,145.0,-0.8999906137027444,0.8999906137027444,-1.0,-145.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0409,10,-0.30623279999999997,-0.34266431244308937,0.13919804768504226,0.1,0.0,b86g_proxy_features_only,logistic_regression,ridge,3.0,4.0,1.0,cell_group_holdout,unstable_cell_reference,10,-0.30623279999999997,-0.06788755920339365,0.2403694407966063,0.0,0.1,28.0,59.0,31.0,-0.10117139311156403,0.10117139311156403,0.1,-30.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0575,10,-0.3689259,-0.1942809378767587,0.19073692184670304,0.0,0.2,b86g_proxy_features_only,logistic_regression,ridge,2.0,6.0,4.0,cell_group_holdout,unstable_cell_reference,10,-0.3689259,-0.21906615899790988,0.16447311068575582,0.0,0.0,24.0,43.0,19.0,0.026263811160947226,-0.026263811160947226,0.0,-15.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0773,10,-0.3838022,-1.1472506354927048,0.7634484354927047,0.0,0.0,b86g_proxy_features_only,logistic_regression,ridge,1.0,1.0,0.0,cell_group_holdout,unstable_cell_reference,10,-0.3838022,-0.40199513860162606,0.07895176341729762,0.0,0.0,22.0,28.0,6.0,0.6844966720754071,-0.6844966720754071,0.0,-6.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0059,10,-0.21121189999999998,-0.3680084601258816,0.15679656012588158,0.0,0.0,b86g_proxy_features_only,logistic_regression,ridge,6.0,4.0,2.0,forcing_day_holdout,unstable_cell_reference,10,-0.21121189999999998,-0.21085823232683665,0.048628844107049304,0.0,0.0,41.0,48.0,7.0,0.10816771601883228,-0.10816771601883228,0.0,-5.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0098,10,-0.25996990000000003,-0.29930806785988756,0.10219359962695304,0.1,0.0,b86g_proxy_features_only,logistic_regression,ridge,5.0,5.0,0.0,forcing_day_holdout,unstable_cell_reference,10,-0.25996990000000003,-0.34185098862482177,0.11366577026996769,0.1,0.0,31.0,30.0,1.0,-0.011472170643014645,0.011472170643014645,0.0,-1.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
TP_0154,10,-0.26622599999999996,-0.6180117675443839,0.37660816754438386,0.1,0.1,b86g_proxy_features_only,logistic_regression,ridge,4.0,2.0,2.0,forcing_day_holdout,unstable_cell_reference,10,-0.26622599999999996,-0.41398615652821313,0.1725825565282131,0.1,0.1,30.0,25.0,5.0,0.20402561101617075,-0.20402561101617075,0.0,-3.0,b86g_proxy_features_only|logistic_regression|ridge,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling."
