feature_set,split_family,n_folds,MAE,RMSE,R2,Spearman,Pearson,bias,p90_abs_error,sign_accuracy,top5_overlap,top10pct_overlap,top20pct_overlap,accuracy,balanced_accuracy,neutral_accuracy,precision_neutral,recall_neutral,precision_meaningful_cooling,recall_meaningful_cooling,false_promotion_rate,false_neutral_rate,anchor_MAE,anchor_mean_rank_error,unstable_MAE,unstable_mean_rank_error,claim_boundary,selected_classifier,selected_regressor,comparison_role,baseline_Spearman,baseline_top10pct_overlap,Spearman_delta_vs_rebuilt_baseline,top10_delta_vs_rebuilt_baseline
b86d_baseline_without_b86g,cell_group_holdout,5,0.2024048113490609,0.383634165436615,-0.31235290362054063,0.49056924455276424,0.31027731896756705,0.0012958049079799209,0.5563752054531078,0.7613333333333333,0.4,0.2,0.4333333333333333,0.7613333333333333,0.7577943006357787,0.8127912660076811,0.7837146753955265,0.8127912660076811,0.7345264738824968,0.7027973352638763,0.1872087339923189,0.2972026647361236,0.7913177019134736,7.0,0.2711645703359521,6.625,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",random_forest_classifier,hist_gradient_boosting_regressor,b86d_baseline_without_b86g,0.49056924455276424,0.2,0.0,0.0
b86d_baseline_without_b86g,forcing_day_holdout,2,0.07354376438483376,0.1698549296706897,0.7838240734518171,0.8583744126034607,0.8900026907211103,0.007717307817801,0.1991288324871625,0.948,0.8,0.9666666666666666,0.8666666666666667,0.952,0.9477979286395559,0.9737868799593996,0.945456131170417,0.9737868799593996,0.9614777028138886,0.9218089773197125,0.0262131200406003,0.07819102268028755,0.2636417101894231,1.2,0.08242735861101666,16.857142857142858,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",random_forest_classifier,hist_gradient_boosting_regressor,b86d_baseline_without_b86g,0.8583744126034607,0.9666666666666666,0.0,0.0
b86d_baseline_without_b86g,hour_holdout,5,0.05882194466083014,0.14755635704115216,0.7902477444890643,0.8645996807486368,0.9279273171462685,0.0007217858427409594,0.160138319439567,0.9506666666666668,0.9199999999999999,0.8933333333333333,0.8866666666666667,0.9506666666666668,0.9478855142685332,0.9715577418237797,0.9462373737373737,0.9715577418237797,0.9569354838709676,0.9242132867132866,0.02844225817622026,0.07578671328671326,0.3313323855292204,1.9600000000000002,0.057991467821637624,12.0,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",random_forest_classifier,hist_gradient_boosting_regressor,b86d_baseline_without_b86g,0.8645996807486368,0.8933333333333333,0.0,0.0
b86d_baseline_without_b86g,spatial_holdout,4,0.19827444511892645,0.35684774815867676,-1.1051841007910452,0.4297499607896645,0.3676700390388199,0.018427849414769507,0.5607477220215099,0.7316687411095306,0.35,0.3125,0.45535714285714285,0.7254187411095305,0.7113662505716322,0.8064192517550797,0.7410560134710099,0.8064192517550797,0.6531646366411733,0.6163132493881848,0.19358074824492033,0.3836867506118152,0.5749721781461835,10.0,0.23600016610548358,5.4,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",random_forest_classifier,hist_gradient_boosting_regressor,b86d_baseline_without_b86g,0.4297499607896645,0.3125,0.0,0.0
b86d_baseline_without_b86g,typology_holdout,5,0.17004479063601835,0.2911793547509377,-0.9075306615556423,0.5239121280978094,0.43274002068255574,0.010782186185241013,0.47194638744480055,0.7867635327635327,0.52,0.0857142857142857,0.5543589743589743,0.7867635327635327,0.7694870939150287,0.8398838806741106,0.7819014508876837,0.8398838806741106,0.7964888940755437,0.6990903071559467,0.16011611932588937,0.3009096928440532,0.3648732271342009,5.0,0.17335004050288064,3.3333333333333335,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",random_forest_classifier,hist_gradient_boosting_regressor,b86d_baseline_without_b86g,0.5239121280978094,0.0857142857142857,0.0,0.0
b86g_proxy_features_only,cell_group_holdout,5,0.16587467346524748,0.3081228736084641,0.03558593462372177,0.5266004415931803,0.5810443614896551,0.017158588079075398,0.46945580707307355,0.7706666666666667,0.6,0.5333333333333333,0.6,0.7946666666666666,0.7844005275833099,0.8589035440112809,0.7962113783630518,0.8589035440112809,0.7884267784275073,0.709897511155339,0.14109645598871912,0.2901024888446611,0.6605449499560282,7.2,0.25314109947234825,4.0,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",logistic_regression,ridge,b86g_proxy_features_only,0.49056924455276424,0.2,0.036031197040416074,0.3333333333333333
b86g_proxy_features_only,forcing_day_holdout,2,0.1352449967530251,0.2599389640101961,0.4937147383152618,0.676002624163536,0.7062035951748328,0.0048312152197933994,0.42438764868673745,0.842,0.5,0.6,0.6,0.8446666666666667,0.8366183918908381,0.8912963031491693,0.8498461908195145,0.8912963031491693,0.8402097902097903,0.7819404806325068,0.1087036968508307,0.21805951936749324,0.4231946882088178,12.5,0.21359161691015316,22.0,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",logistic_regression,ridge,b86g_proxy_features_only,0.8583744126034607,0.9666666666666666,-0.18237178843992474,-0.3666666666666666
b86g_proxy_features_only,hour_holdout,5,0.1397176692725369,0.2637087696659655,0.4400138119516754,0.6650945697437939,0.6989071216828091,-0.0025712218896260194,0.4227059006667746,0.8426666666666666,0.4,0.6,0.5599999999999999,0.844,0.8362770653279329,0.8856077437094788,0.8518701574922772,0.8856077437094788,0.834684233399666,0.786946386946387,0.11439225629052105,0.21305361305361306,0.44536130897458176,12.919999999999998,0.23449633590456295,20.8,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",logistic_regression,ridge,b86g_proxy_features_only,0.8645996807486368,0.8933333333333333,-0.19950511100484292,-0.29333333333333333
b86g_proxy_features_only,spatial_holdout,4,0.1680151253555463,0.2877511216453997,-0.18409219022031487,0.5173736115998343,0.5325174912547778,0.010288154872652274,0.4560470878816113,0.7760293893517578,0.45,0.5,0.48660714285714285,0.7822732930298719,0.7689583910975841,0.8372322071162134,0.801108296539492,0.8372322071162134,0.7242276329633777,0.7006845750789549,0.16276779288378657,0.29931542492104507,0.5531198715518499,7.0,0.3918489725816631,9.9,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",logistic_regression,ridge,b86g_proxy_features_only,0.4297499607896645,0.3125,0.08762365081016982,0.1875
b86g_proxy_features_only,typology_holdout,5,0.19898831228818206,0.3351987424281915,-2.9247597350369596,0.41035092394485534,0.49842673389207925,-0.03339685930816107,0.631220606999612,0.7679794871794872,0.6,0.5619047619047619,0.6574358974358974,0.7833641025641025,0.7518131087681569,0.7906657530086332,0.8187420148289715,0.7906657530086332,0.7170212066414597,0.7129604645276807,0.20933424699136677,0.2870395354723193,1.0850903962761556,60.0,0.4427242273613034,4.5,"SOLWEIG-derived compact Tmrt-delta feature-upgraded surrogate diagnostic only; not WBGT, risk, hazard_score, observed truth, causal feature importance, B9, AOI-wide prediction, Tmrt-to-WBGT conversion, or System A/B coupling.",logistic_regression,ridge,b86g_proxy_features_only,0.5239121280978094,0.0857142857142857,-0.11356120415295407,0.4761904761904762
